Physical Time (s),ea_left Monitor (W)
6.79425,-1.7756863192984914e-10
6.7945,-1.7757553288850011e-10
6.79475,-1.7758314119328103e-10
6.795,-1.7759155938346597e-10
6.79525,-1.7760086814584838e-10
6.7955,-1.7761112146626852e-10
6.79575,-1.7762234580731303e-10
6.796,-1.7763453272960359e-10
6.79625,-1.7764763828238188e-10
6.7965,-1.7766158386445588e-10
6.79675,-1.7767626019591485e-10
6.797,-1.77691530625653e-10
6.79725,-1.7770723496414972e-10
6.7975,-1.7772319643994264e-10
6.79775,-1.7773922876204652e-10
6.798,-1.7775514184788354e-10
6.79825,-1.7777074919663064e-10
6.7985,-1.777858741001154e-10
6.79875,-1.7780035187387405e-10
6.799,-1.7781403680242649e-10
6.79925,-1.7782680527812576e-10
6.7995,-1.7783855941573491e-10
6.79975,-1.7784922734279565e-10
6.8,-1.7785876193045618e-10
6.80025,-1.7786714298710993e-10
6.8005,-1.7787437611264111e-10
6.80075,-1.7788049200006525e-10
6.801,-1.7788554559991682e-10
6.80125,-1.778896078320547e-10
6.8015,-1.7789277560392428e-10
6.80175,-1.7789515976548592e-10
6.802,-1.778968847616933e-10
6.80225,-1.7789808372565015e-10
6.8025,-1.7789889862705946e-10
6.80275,-1.7789947341538609e-10
6.803,-1.7789994826943888e-10
6.80325,-1.7790045602310471e-10
6.8035,-1.7790111549928312e-10
6.80375,-1.7790203013284931e-10
6.804,-1.7790328305961614e-10
6.80425,-1.7790493570243122e-10
6.8045,-1.7790702660616161e-10
6.80475,-1.7790957319031957e-10
6.805,-1.7791257043292248e-10
6.80525,-1.7791599580859034e-10
6.8055,-1.7791981251292318e-10
6.80575,-1.7792397260331003e-10
6.806,-1.7792842091842798e-10
6.80625,-1.7793309861772519e-10
6.8065,-1.7793794635159022e-10
6.80675,-1.779429072278633e-10
6.807,-1.7794792746082706e-10
6.80725,-1.7795295739820657e-10
6.8075,-1.7795795245686613e-10
6.80775,-1.7796287194941302e-10
6.808,-1.7796767917488885e-10
6.80825,-1.779723423470056e-10
6.8085,-1.7797683226690815e-10
6.80875,-1.7798112210230697e-10
6.809,-1.7798519056997684e-10
6.80925,-1.7798901823472704e-10
6.8095,-1.7799259044019965e-10
6.80975,-1.7799589872079635e-10
6.81,-1.7799893780661892e-10
6.81025,-1.7800170674569991e-10
6.8105,-1.780042085453836e-10
6.81075,-1.7800644798719411e-10
6.811,-1.7800843046101017e-10
6.81125,-1.7801016280001028e-10
6.8115,-1.7801165121779654e-10
6.81175,-1.7801290150891765e-10
6.812,-1.7801391796641459e-10
6.81225,-1.7801470425774096e-10
6.8125,-1.780152664162282e-10
6.81275,-1.7801561241777902e-10
6.813,-1.7801575292609146e-10
6.81325,-1.7801570021919526e-10
6.8135,-1.7801546895922882e-10
6.81375,-1.7801507763889537e-10
6.814,-1.780145500967527e-10
6.81425,-1.7801391068676338e-10
6.8145,-1.7801318635181331e-10
6.81475,-1.7801240424059094e-10
6.815,-1.7801158897696358e-10
6.81525,-1.7801076385931634e-10
6.8155,-1.7800995006142217e-10
6.81575,-1.7800916388871779e-10
6.816,-1.780084229924582e-10
6.81625,-1.7800773899923399e-10
6.8165,-1.7800712058544042e-10
6.81675,-1.7800657599103088e-10
6.817,-1.7800610946746991e-10
6.81725,-1.7800572783705535e-10
6.8175,-1.7800543712851007e-10
6.81775,-1.7800524439386645e-10
6.818,-1.7800515553824406e-10
6.81825,-1.7800517640613497e-10
6.8185,-1.7800531296226e-10
6.81875,-1.7800556705740294e-10
6.819,-1.78005938638704e-10
6.81925,-1.7800641917185382e-10
6.8195,-1.7800699361967261e-10
6.81975,-1.7800763351582648e-10
6.82,-1.7800829849273841e-10
6.82025,-1.7800893334153056e-10
6.8205,-1.7800947328505374e-10
6.82075,-1.7800983995365555e-10
6.821,-1.780099445177718e-10
6.82125,-1.7800969100772922e-10
6.8215,-1.7800898384201747e-10
6.82175,-1.7800773276557287e-10
6.822,-1.7800586302538874e-10
6.82225,-1.7800331741229331e-10
6.8225,-1.7800005634797502e-10
6.82275,-1.7799606248277315e-10
6.823,-1.7799134087921678e-10
6.82325,-1.7798591967961971e-10
6.8235,-1.7797984894828503e-10
6.82375,-1.7797319710126315e-10
6.824,-1.7796604966195585e-10
6.82425,-1.7795849992824747e-10
6.8245,-1.7795064641747704e-10
6.82475,-1.7794259301927083e-10
6.825,-1.7793444292650835e-10
6.82525,-1.7792629585895933e-10
6.8255,-1.7791824703916069e-10
6.82575,-1.7791038987442084e-10
6.826,-1.7790281155812352e-10
6.82625,-1.778955924726201e-10
6.8265,-1.7788880502947471e-10
6.82675,-1.7788251281803454e-10
6.827,-1.7787676966773661e-10
6.82725,-1.7787161556491657e-10
6.8275,-1.7786707719996028e-10
6.82775,-1.7786316400365654e-10
6.828,-1.7785986362564279e-10
6.82825,-1.7785714375272581e-10
6.8285,-1.7785495023087217e-10
6.82875,-1.7785320921162053e-10
6.829,-1.778518287160259e-10
6.82925,-1.7785069692915006e-10
6.8295,-1.7784968797096662e-10
6.82975,-1.778486663685632e-10
6.83,-1.7784749153936435e-10
6.83025,-1.7784602137617471e-10
6.8305,-1.7784411581742046e-10
6.83075,-1.7784164613223452e-10
6.831,-1.7783849502362657e-10
6.83125,-1.7783456163656044e-10
6.8315,-1.7782976543668359e-10
6.83175,-1.7782404488159394e-10
6.832,-1.7781735747693857e-10
6.83225,-1.7780968453119942e-10
6.8325,-1.7780102910463968e-10
6.83275,-1.7779141503297505e-10
6.833,-1.7778088466737738e-10
6.83325,-1.7776949697480704e-10
6.8335,-1.7775732080740447e-10
6.83375,-1.7774443566078993e-10
6.834,-1.7773092944469522e-10
6.83425,-1.7771689684963187e-10
6.8345,-1.7770243890712218e-10
6.83475,-1.7768765752040101e-10
6.835,-1.7767265284326873e-10
6.83525,-1.7765752604149856e-10
6.8355,-1.7764237340046932e-10
6.83575,-1.7762728463186501e-10
6.836,-1.7761234064232997e-10
6.83625,-1.7759761293620062e-10
6.8365,-1.7758316474716049e-10
6.83675,-1.7756904597784218e-10
6.837,-1.7755529510976571e-10
6.83725,-1.7754193336782239e-10
6.8375,-1.7752897524511935e-10
6.83775,-1.7751642188437032e-10
6.838,-1.7750426995616408e-10
6.83825,-1.7749250829679571e-10
6.8385,-1.7748111923488623e-10
6.83875,-1.7747008344013713e-10
6.839,-1.7745938414547262e-10
6.83925,-1.7744900634366134e-10
6.8395,-1.7743893786215891e-10
6.83975,-1.7742917019313416e-10
6.84,-1.7741969806875464e-10
6.84025,-1.7741051721797183e-10
6.8405,-1.7740162412356135e-10
6.84075,-1.7739301682549281e-10
6.841,-1.7738469002149234e-10
6.84125,-1.7737663644044856e-10
6.8415,-1.7736884816153611e-10
6.84175,-1.773613177253553e-10
6.842,-1.7735403618464004e-10
6.84225,-1.7734699049495329e-10
6.8425,-1.7734016987970329e-10
6.84275,-1.7733356429609107e-10
6.843,-1.773271615798014e-10
6.84325,-1.7732094744884735e-10
6.8435,-1.7731491054181001e-10
6.84375,-1.7730903700526685e-10
6.844,-1.7730331443158418e-10
6.84425,-1.7729772719711961e-10
6.8445,-1.7729225597153519e-10
6.84475,-1.772868842019882e-10
6.845,-1.7728159126428824e-10
6.84525,-1.7727635381070073e-10
6.8455,-1.7727114384628729e-10
6.84575,-1.7726592829248897e-10
6.846,-1.772606695052951e-10
6.84625,-1.7725532272820211e-10
6.8465,-1.7724983342299479e-10
6.84675,-1.7724414315353875e-10
6.847,-1.7723818710437597e-10
6.84725,-1.7723189980129013e-10
6.8475,-1.7722521173052001e-10
6.84775,-1.7721805829897341e-10
6.848,-1.7721038094032914e-10
6.84825,-1.7720212672377556e-10
6.8485,-1.7719325276590108e-10
6.84875,-1.7718372740057947e-10
6.849,-1.7717353101359313e-10
6.84925,-1.7716266340370648e-10
6.8495,-1.7715113663087699e-10
6.84975,-1.7713898048196141e-10
6.85,-1.7712623401633467e-10
6.85025,-1.7711294846611143e-10
6.8505,-1.7709918314151919e-10
6.85075,-1.7708500780532908e-10
6.851,-1.7707049911292496e-10
6.85125,-1.770557378995395e-10
6.8515,-1.7704080436549835e-10
6.85175,-1.7702578083092146e-10
6.852,-1.7701074186002193e-10
6.85225,-1.7699576348452559e-10
6.8525,-1.7698091302124249e-10
6.85275,-1.7696625207867888e-10
6.853,-1.7695183287508302e-10
6.85325,-1.7693769676626876e-10
6.8535,-1.769238735837509e-10
6.85375,-1.7691038646093307e-10
6.854,-1.7689724658060025e-10
6.85425,-1.7688445509240172e-10
6.8545,-1.7687200706079013e-10
6.85475,-1.7685988954902255e-10
6.855,-1.768480845381523e-10
6.85525,-1.7683657326596815e-10
6.8555,-1.7682533760322235e-10
6.85575,-1.7681435833251443e-10
6.856,-1.7680362059999535e-10
6.85625,-1.7679311034369216e-10
6.8565,-1.7678282309854029e-10
6.85675,-1.7677275683909102e-10
6.857,-1.767629151524689e-10
6.85725,-1.7675330904634915e-10
6.8575,-1.7674395040115436e-10
6.85775,-1.7673485049064855e-10
6.858,-1.7672602224404106e-10
6.85825,-1.7671747513750658e-10
6.8585,-1.7670921212727173e-10
6.85875,-1.7670122787105421e-10
6.859,-1.7669350550280632e-10
6.85925,-1.7668601736757811e-10
6.8595,-1.7667872070204622e-10
6.85975,-1.7667156138206453e-10
6.86,-1.7666447207257797e-10
6.86025,-1.7665737879030902e-10
6.8605,-1.7665020167749518e-10
6.86075,-1.7664286205087578e-10
6.861,-1.7663528975644895e-10
6.86125,-1.7662742459993709e-10
6.8615,-1.7661922036368448e-10
6.86175,-1.7661064811624848e-10
6.862,-1.7660169709857383e-10
6.86225,-1.7659237445361721e-10
6.8625,-1.7658270763717445e-10
6.86275,-1.7657274367716081e-10
6.863,-1.7656254169304932e-10
6.86325,-1.7655217462742407e-10
6.8635,-1.7654172087160008e-10
6.86375,-1.7653126260477263e-10
6.864,-1.7652088089238945e-10
6.86425,-1.7651065382856312e-10
6.8645,-1.7650065327879279e-10
6.86475,-1.7649093965633911e-10
6.865,-1.7648156326899505e-10
6.86525,-1.764725621627923e-10
6.8655,-1.7646396280193819e-10
6.86575,-1.7645578163262514e-10
6.866,-1.7644802469615119e-10
6.86625,-1.7644069133140255e-10
6.8665,-1.7643377685686553e-10
6.86675,-1.7642727331202768e-10
6.867,-1.7642117077044563e-10
6.86725,-1.7641545981312177e-10
6.8675,-1.7641013398485345e-10
6.86775,-1.7640518807652279e-10
6.868,-1.7640061968994888e-10
6.86825,-1.7639642619437087e-10
6.8685,-1.7639260697359449e-10
6.86875,-1.7638915774634606e-10
6.869,-1.7638606881387797e-10
6.86925,-1.7638332357141611e-10
6.8695,-1.7638089776671481e-10
6.86975,-1.7637875934195587e-10
6.87,-1.7637687130678493e-10
6.87025,-1.7637519290792578e-10
6.8705,-1.7637368170975331e-10
6.87075,-1.7637229702303425e-10
6.871,-1.7637100461534399e-10
6.87125,-1.7636977628295091e-10
6.8715,-1.7636859283050577e-10
6.87175,-1.7636744278871055e-10
6.872,-1.763663236715332e-10
6.87225,-1.763652403130327e-10
6.8725,-1.7636420496179585e-10
6.87275,-1.7636323499480617e-10
6.873,-1.763623512400987e-10
6.87325,-1.7636157343863102e-10
6.8735,-1.7636091654129607e-10
6.87375,-1.7636039051184611e-10
6.874,-1.7635999912355768e-10
6.87425,-1.7635974093716663e-10
6.8745,-1.7635960952498607e-10
6.87475,-1.7635959393305455e-10
6.875,-1.7635967849170984e-10
6.87525,-1.763598450630373e-10
6.8755,-1.7636007235841541e-10
6.87575,-1.7636033619894866e-10
6.876,-1.7636060959180222e-10
6.87625,-1.7636086334132128e-10
6.8765,-1.7636106699172271e-10
6.87675,-1.763611865243311e-10
6.877,-1.7636118547197194e-10
6.87725,-1.7636102561053836e-10
6.8775,-1.7636066789535919e-10
6.87775,-1.7636007437391291e-10
6.878,-1.7635921016773216e-10
6.87825,-1.7635804577749309e-10
6.8785,-1.7635655857217612e-10
6.87875,-1.76354733297661e-10
6.879,-1.7635256720256118e-10
6.87925,-1.7635007187722831e-10
6.8795,-1.7634727534933153e-10
6.87975,-1.7634421871981177e-10
6.88,-1.7634095622719988e-10
6.88025,-1.7633755305864283e-10
6.8805,-1.7633408496147091e-10
6.88075,-1.7633063668027481e-10
6.881,-1.7632729975081227e-10
6.88125,-1.7632417034511527e-10
6.8815,-1.7632134542369368e-10
6.88175,-1.7631891852133278e-10
6.882,-1.7631697632715027e-10
6.88225,-1.7631559584346513e-10
6.8825,-1.7631484158310203e-10
6.88275,-1.7631476533516641e-10
6.883,-1.7631540284066085e-10
6.88325,-1.7631677518441428e-10
6.8835,-1.7631888731355305e-10
6.88375,-1.7632172897439801e-10
6.884,-1.7632527599483957e-10
6.88425,-1.7632949369465753e-10
6.8845,-1.7633434001172024e-10
6.88475,-1.7633976526471245e-10
6.885,-1.7634571473917194e-10
6.88525,-1.7635213308037246e-10
6.8855,-1.7635896507840994e-10
6.88575,-1.7636615852361608e-10
6.886,-1.7637366626845962e-10
6.88625,-1.763814454050402e-10
6.8865,-1.7638945875585808e-10
6.88675,-1.7639767532077998e-10
6.887,-1.7640606845822869e-10
6.88725,-1.7641461647604983e-10
6.8875,-1.7642329976795057e-10
6.88775,-1.7643210013814346e-10
6.888,-1.7644099966830334e-10
6.88825,-1.7644998061498243e-10
6.8885,-1.7645902553852899e-10
6.88875,-1.7646811636989494e-10
6.889,-1.7647723663135041e-10
6.88925,-1.7648637323834648e-10
6.8895,-1.7649551510679578e-10
6.88975,-1.7650465560106915e-10
6.89,-1.7651379345965765e-10
6.89025,-1.76522933031074e-10
6.8905,-1.7653208485450223e-10
6.89075,-1.7654126027891832e-10
6.891,-1.7655047238276313e-10
6.89125,-1.7655973296623803e-10
6.8915,-1.7656904900773192e-10
6.89175,-1.7657842024159657e-10
6.892,-1.7658783589815119e-10
6.89225,-1.7659727334345228e-10
6.8925,-1.7660669787784157e-10
6.89275,-1.7661606597997982e-10
6.893,-1.7662532821071726e-10
6.89325,-1.7663443164287347e-10
6.8935,-1.7664332441300355e-10
6.89375,-1.7665196107556692e-10
6.894,-1.7666030630540423e-10
6.89425,-1.7666833909817489e-10
6.8945,-1.7667605467826325e-10
6.89475,-1.76683464161723e-10
6.895,-1.7669059548876417e-10
6.89525,-1.7669748909268974e-10
6.8955,-1.7670419494615307e-10
6.89575,-1.767107691693955e-10
6.896,-1.7671727025517718e-10
6.89625,-1.7672375520340644e-10
6.8965,-1.7673027062363585e-10
6.89675,-1.7673685298693271e-10
6.897,-1.7674352680267614e-10
6.89725,-1.7675030617679e-10
6.8975,-1.7675719395503311e-10
6.89775,-1.7676418351051603e-10
6.898,-1.7677126015055228e-10
6.89825,-1.7677840252836046e-10
6.8985,-1.7678558414955769e-10
6.89875,-1.7679277607452273e-10
6.899,-1.7679995127575645e-10
6.89925,-1.7680708409612276e-10
6.8995,-1.768141523020495e-10
6.89975,-1.7682113841531047e-10
6.9,-1.768280308926051e-10
6.90025,-1.7683482523554851e-10
6.9005,-1.7684152465360452e-10
6.90075,-1.7684813868459312e-10
6.901,-1.7685468413443996e-10
6.90125,-1.7686118372520802e-10
6.9015,-1.7686766712257068e-10
6.90175,-1.7687417037636294e-10
6.902,-1.7688073610675446e-10
6.90225,-1.7688740903608523e-10
6.9025,-1.7689423589520256e-10
6.90275,-1.7690126604855485e-10
6.903,-1.7690854746816953e-10
6.90325,-1.7691612757633033e-10
6.9035,-1.7692405093966696e-10
6.90375,-1.769323592970006e-10
6.904,-1.7694108789656323e-10
6.90425,-1.7695026513275916e-10
6.9045,-1.7695990931759232e-10
6.90475,-1.7697002624835621e-10
6.905,-1.7698061078191747e-10
6.90525,-1.7699164341828262e-10
6.9055,-1.7700309219488485e-10
6.90575,-1.7701491391629002e-10
6.906,-1.7702705644942647e-10
6.90625,-1.7703946130307671e-10
6.9065,-1.7705206389625462e-10
6.90675,-1.7706479905656369e-10
6.907,-1.7707760339009808e-10
6.90725,-1.7709041689932186e-10
6.9075,-1.7710319065033403e-10
6.90775,-1.7711588499494939e-10
6.908,-1.7712846985621088e-10
6.90825,-1.7714092305317033e-10
6.9085,-1.7715323277463847e-10
6.90875,-1.7716539399568414e-10
6.909,-1.7717740920764322e-10
6.90925,-1.7718928563008338e-10
6.9095,-1.7720103581449841e-10
6.90975,-1.7721267821921244e-10
6.91,-1.7722423391437568e-10
6.91025,-1.7723572734875498e-10
6.9105,-1.7724718451453267e-10
6.91075,-1.7725863080251038e-10
6.911,-1.7727009169502616e-10
6.91125,-1.7728158997436051e-10
6.9115,-1.7729314257756499e-10
6.91175,-1.773047635550609e-10
6.912,-1.7731646069460777e-10
6.91225,-1.7732823377185888e-10
6.9125,-1.7734007578454556e-10
6.91275,-1.7735197345411831e-10
6.913,-1.773639056005378e-10
6.91325,-1.7737585018691157e-10
6.9135,-1.7738778265398111e-10
6.91375,-1.7739967637058314e-10
6.914,-1.7741150152415296e-10
6.91425,-1.7742322806075613e-10
6.9145,-1.7743482413560563e-10
6.91475,-1.7744625875703122e-10
6.915,-1.7745749789233365e-10
6.91525,-1.7746850533812214e-10
6.9155,-1.7747923902956056e-10
6.91575,-1.7748965324838331e-10
6.916,-1.7749969684930442e-10
6.91625,-1.7750931362432243e-10
6.9165,-1.775184414379502e-10
6.91675,-1.7752702233836043e-10
6.917,-1.7753500088931009e-10
6.91725,-1.7754233129629873e-10
6.9175,-1.7754898033664481e-10
6.91775,-1.7755493338931772e-10
6.918,-1.7756019871843565e-10
6.91825,-1.7756480873796509e-10
6.9185,-1.7756881736995169e-10
6.91875,-1.7757230125645346e-10
6.919,-1.7757535621187673e-10
6.91925,-1.7757809291514032e-10
6.9195,-1.775806315125952e-10
6.91975,-1.7758309760400511e-10
6.92,-1.775856160127314e-10
6.92025,-1.7758830641697967e-10
6.9205,-1.7759127851101339e-10
6.92075,-1.7759463155974645e-10
6.921,-1.7759845251072302e-10
6.92125,-1.776028140572114e-10
6.9215,-1.7760777610222939e-10
6.92175,-1.7761338551710837e-10
6.922,-1.7761967606655433e-10
6.92225,-1.7762667018080738e-10
6.9225,-1.7763437472343781e-10
6.92275,-1.7764278430024978e-10
6.923,-1.776518774258236e-10
6.92325,-1.7766161879811385e-10
6.9235,-1.7767195941496195e-10
6.92375,-1.7768283471409915e-10
6.924,-1.7769416746592046e-10
6.92425,-1.7770586682346815e-10
6.9245,-1.7771783320422833e-10
6.92475,-1.7772995687510243e-10
6.925,-1.7774212315233367e-10
6.92525,-1.7775421460924064e-10
6.9255,-1.7776611343817106e-10
6.92575,-1.7777770763628209e-10
6.926,-1.7778889445265436e-10
6.92625,-1.7779958375675597e-10
6.9265,-1.7780970125777309e-10
6.92675,-1.7781918901668517e-10
6.927,-1.7782800772312402e-10
6.92725,-1.7783613956706023e-10
6.9275,-1.7784358531434393e-10
6.92775,-1.7785036362006539e-10
6.928,-1.7785651010581823e-10
6.92825,-1.7786207206600273e-10
6.9285,-1.7786710661633041e-10
6.92875,-1.7787167856710839e-10
6.929,-1.7787585603754185e-10
6.92925,-1.7787970832545033e-10
6.9295,-1.7788330446006028e-10
6.92975,-1.7788670938413515e-10
6.93,-1.7788998680089488e-10
6.93025,-1.7789320173030109e-10
6.9305,-1.7789641266548629e-10
6.93075,-1.7789967345610345e-10
6.931,-1.7790303430191142e-10
6.93125,-1.7790654026600779e-10
6.9315,-1.7791022837374976e-10
6.93175,-1.7791412717206667e-10
6.932,-1.7791825748654157e-10
6.93225,-1.7792262808562388e-10
6.9325,-1.7792723989301818e-10
6.93275,-1.7793208708615062e-10
6.933,-1.7793714995104479e-10
6.93325,-1.7794239836950686e-10
6.9335,-1.7794779458117327e-10
6.93375,-1.7795329516010855e-10
6.934,-1.7795885253822371e-10
6.93425,-1.7796441644063951e-10
6.9345,-1.7796993678268377e-10
6.93475,-1.7797536293742462e-10
6.935,-1.7798064389194938e-10
6.93525,-1.7798572920369623e-10
6.9355,-1.7799056991346236e-10
6.93575,-1.7799511678753152e-10
6.936,-1.779993209251136e-10
6.93625,-1.7800313691796395e-10
6.9365,-1.7800651996247913e-10
6.93675,-1.7800943095452864e-10
6.937,-1.7801183932511452e-10
6.93725,-1.7801372395448309e-10
6.9375,-1.7801507486646736e-10
6.93775,-1.7801589453915122e-10
6.938,-1.7801619959637221e-10
6.93825,-1.7801601775432646e-10
6.9385,-1.7801538928849042e-10
6.93875,-1.7801436650685253e-10
6.939,-1.7801300953465192e-10
6.93925,-1.7801138416108832e-10
6.9395,-1.7800955813175757e-10
6.93975,-1.7800759920175075e-10
6.94,-1.780055700859138e-10
6.94025,-1.7800352872908581e-10
6.9405,-1.7800152630584948e-10
6.94075,-1.7799960893957139e-10
6.941,-1.7799781176663788e-10
6.94125,-1.7799616000240276e-10
6.9415,-1.7799467040043371e-10
6.94175,-1.779933488062489e-10
6.942,-1.7799219353950657e-10
6.94225,-1.77991193043495e-10
6.9425,-1.7799032819399955e-10
6.94275,-1.7798957221336171e-10
6.943,-1.7798889368817973e-10
6.94325,-1.7798825704994252e-10
6.9435,-1.7798762737067926e-10
6.94375,-1.779869694625268e-10
6.944,-1.7798624782114952e-10
6.94425,-1.7798542942857868e-10
6.9445,-1.7798448317636695e-10
6.94475,-1.7798338369480011e-10
6.945,-1.7798210847312068e-10
6.94525,-1.7798063822252121e-10
6.9455,-1.7797895775089233e-10
6.94575,-1.779770511982845e-10
6.946,-1.7797490362082092e-10
6.94625,-1.7797250256004725e-10
6.9465,-1.7796983499866777e-10
6.94675,-1.7796688737096403e-10
6.947,-1.7796364651813159e-10
6.94725,-1.7796009935884567e-10
6.9475,-1.7795623196813713e-10
6.94775,-1.779520317130944e-10
6.948,-1.7794748926176723e-10
6.94825,-1.7794260016975608e-10
6.9485,-1.7793736378330912e-10
6.94875,-1.7793178761806626e-10
6.949,-1.7792588902651933e-10
6.94925,-1.7791969363755084e-10
6.9495,-1.7791323902577888e-10
6.94975,-1.7790657123651852e-10
6.95,-1.7789974558213836e-10
6.95025,-1.7789282668008614e-10
6.9505,-1.7788588662144493e-10
6.95075,-1.7787900246603551e-10
6.951,-1.7787225500560701e-10
6.95125,-1.7786572170658542e-10
6.9515,-1.778594800528562e-10
6.95175,-1.778536040104468e-10
6.952,-1.7784816269067262e-10
6.95225,-1.7784321691978371e-10
6.9525,-1.778388168500924e-10
6.95275,-1.7783500055028334e-10
6.953,-1.7783179445913904e-10
6.95325,-1.7782920894204653e-10
6.9535,-1.7782724193142858e-10
6.95375,-1.7782587492415992e-10
6.954,-1.7782507272427784e-10
6.95425,-1.7782478259223603e-10
6.9545,-1.7782493315189847e-10
6.95475,-1.7782543606488485e-10
6.955,-1.7782618711221687e-10
6.95525,-1.7782706912646348e-10
6.9555,-1.7782795492075634e-10
6.95575,-1.7782870601326796e-10
6.956,-1.7782918093407583e-10
6.95625,-1.778292380034464e-10
6.9565,-1.7782873932275517e-10
6.95675,-1.7782755271659057e-10
6.957,-1.7782555447058608e-10
6.95725,-1.7782262974674376e-10
6.9575,-1.7781867796266457e-10
6.95775,-1.7781361948995051e-10
6.958,-1.7780739471073443e-10
6.95825,-1.7779996766567927e-10
6.9585,-1.7779132274403039e-10
6.95875,-1.7778146764936349e-10
6.959,-1.7777043384239317e-10
6.95925,-1.777582750269655e-10
6.9595,-1.7774506657259873e-10
6.95975,-1.7773090361030438e-10
6.96,-1.7771589588909441e-10
6.96025,-1.7770016161059981e-10
6.9605,-1.7768382154686257e-10
6.96075,-1.7766699741306384e-10
6.961,-1.7764980726859103e-10
6.96125,-1.7763236192540707e-10
6.9615,-1.7761475955626659e-10
6.96175,-1.7759708202539356e-10
6.962,-1.7757939909306644e-10
6.96225,-1.7756176469391607e-10
6.9625,-1.7754422285391445e-10
6.96275,-1.7752681166059355e-10
6.963,-1.775095618563929e-10
6.96325,-1.7749250215432392e-10
6.9635,-1.7747566561891123e-10
6.96375,-1.7745908790186447e-10
6.964,-1.774428087685051e-10
6.96425,-1.7742687250445675e-10
6.9645,-1.7741132831212715e-10
6.96475,-1.7739622538905816e-10
6.965,-1.7738161422820269e-10
6.96525,-1.7736753764646207e-10
6.9655,-1.7735403419964925e-10
6.96575,-1.7734113474433067e-10
6.966,-1.7732885810356417e-10
6.96625,-1.7731721547314854e-10
6.9665,-1.7730620385981192e-10
6.96675,-1.7729580989727099e-10
6.967,-1.7728600994302592e-10
6.96725,-1.7727676726502746e-10
6.9675,-1.7726804011602736e-10
6.96775,-1.7725978008264772e-10
6.968,-1.7725193388703399e-10
6.96825,-1.7724444666106237e-10
6.9685,-1.7723726012392447e-10
6.96875,-1.7723031623368749e-10
6.969,-1.7722356343414234e-10
6.96925,-1.7721695263323631e-10
6.9695,-1.772104413032671e-10
6.96975,-1.7720399125888851e-10
6.97,-1.7719757304934187e-10
6.97025,-1.7719116117691243e-10
6.9705,-1.7718473427576944e-10
6.97075,-1.7717827448756843e-10
6.971,-1.771717657383578e-10
6.97125,-1.7716519375826032e-10
6.9715,-1.7715854487738171e-10
6.97175,-1.7715180243513575e-10
6.972,-1.7714495189881002e-10
6.97225,-1.7713798041351045e-10
6.9725,-1.7713087694913304e-10
6.97275,-1.7712363449552438e-10
6.973,-1.7711624870619318e-10
6.97325,-1.7710871687423517e-10
6.9735,-1.7710103830638323e-10
6.97375,-1.7709321536886662e-10
6.974,-1.7708525059936289e-10
6.97425,-1.7707714738709981e-10
6.9745,-1.7706890922632468e-10
6.97475,-1.7706053878190958e-10
6.975,-1.7705203576281173e-10
6.97525,-1.770433966340614e-10
6.9755,-1.7703461439981459e-10
6.97575,-1.7702568163568664e-10
6.976,-1.7701659254867805e-10
6.97625,-1.7700734227141726e-10
6.9765,-1.7699792873117105e-10
6.97675,-1.7698835349212573e-10
6.977,-1.7697862017827929e-10
6.97725,-1.7696873749885779e-10
6.9775,-1.7695872047938458e-10
6.97775,-1.7694858571989707e-10
6.978,-1.7693835561225285e-10
6.97825,-1.7692805133972258e-10
6.9785,-1.7691769572773046e-10
6.97875,-1.7690731095499061e-10
6.979,-1.7689691694489641e-10
6.97925,-1.7688653051117608e-10
6.9795,-1.7687616207664248e-10
6.97975,-1.7686581804172181e-10
6.98,-1.7685550183087835e-10
6.98025,-1.7684521267150984e-10
6.9805,-1.7683495113871418e-10
6.98075,-1.7682472017600284e-10
6.981,-1.7681452713413992e-10
6.98125,-1.7680438335816088e-10
6.9815,-1.7679430980310422e-10
6.98175,-1.7678433508791209e-10
6.982,-1.7677449741363731e-10
6.98225,-1.7676484160545797e-10
6.9825,-1.7675541573116677e-10
6.98275,-1.7674627008319078e-10
6.983,-1.7673745259843506e-10
6.98325,-1.7672900527399787e-10
6.9835,-1.7672095896819638e-10
6.98375,-1.7671333531881177e-10
6.984,-1.7670613534455756e-10
6.98425,-1.766993421760475e-10
6.9845,-1.7669291919583219e-10
6.98475,-1.7668681269405947e-10
6.985,-1.7668095202949973e-10
6.98525,-1.7667525245686783e-10
6.9855,-1.766696232393544e-10
6.98575,-1.7666397132409953e-10
6.986,-1.7665820582847559e-10
6.98625,-1.7665224481704541e-10
6.9865,-1.7664601925421211e-10
6.98675,-1.7663947881688562e-10
6.987,-1.7663259110050218e-10
6.98725,-1.76625347026587e-10
6.9875,-1.7661775590675687e-10
6.98775,-1.7660984414336783e-10
6.988,-1.766016580414082e-10
6.98825,-1.7659325394501091e-10
6.9885,-1.7658469732919704e-10
6.98875,-1.765760587599752e-10
6.989,-1.7656740829291912e-10
6.98925,-1.7655881491566592e-10
6.9895,-1.765503430062723e-10
6.98975,-1.7654204517014516e-10
6.99,-1.7653396970462193e-10
6.99025,-1.7652615378957554e-10
6.9905,-1.7651862457894395e-10
6.99075,-1.7651140424032143e-10
6.991,-1.7650450670446962e-10
6.99125,-1.7649794037533166e-10
6.9915,-1.7649171203505388e-10
6.99175,-1.7648582930424615e-10
