Physical Time (s),ea_bot Monitor (W): bot_cv1,ea_bot Monitor (W): bot_cv2,ea_bot Monitor (W): bot_cv3,ea_bot Monitor (W): bot_cv4,ea_bot Monitor (W): bot_cv5,ea_bot Monitor (W): bot_cv6,ea_bot Monitor (W): bot_cv7
7.039,6.2508684052188835e-12,2.5316704934650386e-12,2.2674211876517508e-12,2.579023823586767e-12,3.437699705406234e-12,8.3281882764353026e-12,1.2194574020726241e-11
7.03925,6.2501513166458946e-12,2.530987465024874e-12,2.2672307487753299e-12,2.5793745215948063e-12,3.4383343818899133e-12,8.3298657149465319e-12,1.2195428896459989e-11
7.0395,6.2494394137420975e-12,2.5303039480488874e-12,2.2670377728434068e-12,2.57972124609976e-12,3.4389687910555106e-12,8.3315234016468237e-12,1.2196250496150041e-11
7.03975,6.2487326480438678e-12,2.5296200511310834e-12,2.2668420552680145e-12,2.580064136234867e-12,3.4396027266477631e-12,8.3331599390541778e-12,1.2197042188818139e-11
7.04,6.2480309111209749e-12,2.5289359467672425e-12,2.2666435185976291e-12,2.5804034485151439e-12,3.4402360245305956e-12,8.3347746087913631e-12,1.2197809454072935e-11
7.04025,6.2473340479375812e-12,2.5282518774542648e-12,2.2664422243980486e-12,2.5807395391504587e-12,3.440868419829094e-12,8.3363679447963723e-12,1.2198558883564977e-11
7.0405,6.2466418801007313e-12,2.5275681537909227e-12,2.2662383359620686e-12,2.5810728225292184e-12,3.4414994918394997e-12,8.3379414587536707e-12,1.2199297154772248e-11
7.04075,6.2459542338990329e-12,2.5268851307222812e-12,2.2660320887270544e-12,2.5814036609224167e-12,3.4421286847310739e-12,8.3394974517793813e-12,1.2200030229086228e-11
7.041,6.2452709712843466e-12,2.5262032024043403e-12,2.2658237375974759e-12,2.5817323124812902e-12,3.4427554006269483e-12,8.3410389447797043e-12,1.2200762785328053e-11
7.04125,6.244592020514755e-12,2.5255227760571715e-12,2.2656135207722077e-12,2.5820588577610913e-12,3.4433790697768065e-12,8.3425691037419166e-12,1.2201497965093787e-11
7.0415,6.2439174007808824e-12,2.524844252964022e-12,2.2654015943903779e-12,2.5823831701056761e-12,3.4439992055860349e-12,8.3440908151373906e-12,1.2202237812316842e-11
7.04175,6.2432472468827276e-12,2.5241680193798148e-12,2.2651880451683492e-12,2.5827049441586944e-12,3.4446153914066255e-12,8.3456062804236002e-12,1.2202983707798185e-11
7.042,6.242581807994334e-12,2.5234944184982214e-12,2.2649729481027848e-12,2.5830237489280743e-12,3.4452271833465091e-12,8.3471165764058768e-12,1.2203736104146403e-11
7.04225,6.2419214390904386e-12,2.5228237502353277e-12,2.2647563849272131e-12,2.5833391074161997e-12,3.4458340592629935e-12,8.3486214609828014e-12,1.2204494176669048e-11
7.0425,6.24126658213732e-12,2.5221562543744143e-12,2.2645384536165082e-12,2.5836505779045928e-12,3.4464354240813228e-12,8.3501195149650399e-12,1.2205255519228704e-11
7.04275,6.2406177369614764e-12,2.5214920968037119e-12,2.2643192959532396e-12,2.5839578446719816e-12,3.4470306165282053e-12,8.3516084726069448e-12,1.2206016061280961e-11
7.043,6.2399754386086579e-12,2.5208313842323792e-12,2.2640990755260508e-12,2.584260747318712e-12,3.4476190499473873e-12,8.3530857753229663e-12,1.2206771471503508e-11
7.04325,6.2393402162206867e-12,2.5201741483652202e-12,2.2638779699042119e-12,2.5845592682077975e-12,3.4482002607234547e-12,8.354549218188215e-12,1.2207519536522242e-11
7.0435,6.2387125623945268e-12,2.5195203429605827e-12,2.2636562111479078e-12,2.5848535218571509e-12,3.4487739712937667e-12,8.3559975156427032e-12,1.2208260168447691e-11
7.04375,6.2380929114296216e-12,2.5188698570304549e-12,2.2634341304865397e-12,2.5851437442793532e-12,3.4493401226138739e-12,8.3574305904594642e-12,1.2208995098871508e-11
7.044,6.2374816117715293e-12,2.5182225166470114e-12,2.2632121346456178e-12,2.5854303444373643e-12,3.4498988864627246e-12,8.3588496743533999e-12,1.2209725410322009e-11
7.04425,6.2368789458221149e-12,2.517578073717387e-12,2.262990701745708e-12,2.5857140088324793e-12,3.4504506905667314e-12,8.3602572064196411e-12,1.2210451196498466e-11
7.0445,6.2362850074217959e-12,2.5169362671859425e-12,2.2627703009097971e-12,2.5859956869889296e-12,3.4509961981249051e-12,8.3616558331329829e-12,1.2211172019443297e-11
7.04475,6.2356997916409086e-12,2.5162968268858057e-12,2.2625513764421125e-12,2.5862765167359343e-12,3.451536193330958e-12,8.3630480906723876e-12,1.2211886850115121e-11
7.045,6.2351231580646475e-12,2.5156594895032767e-12,2.2623342526790443e-12,2.5865576192267035e-12,3.4520714759877404e-12,8.3644359572503325e-12,1.2212594845389624e-11
7.04525,6.2345548124349858e-12,2.5150240173756184e-12,2.2621190452618282e-12,2.5868398888570611e-12,3.4526027931122113e-12,8.3658205322949457e-12,1.2213295429764461e-11
7.0455,6.2339943199008761e-12,2.5143901924648982e-12,2.2619056572250025e-12,2.5871238582121609e-12,3.4531307614592439e-12,8.367201944404139e-12,1.2213988352234634e-11
7.04575,6.2334411051302008e-12,2.5137578223054211e-12,2.2616938405764544e-12,2.5874097053343141e-12,3.4536558805294133e-12,8.3685792948961307e-12,1.2214674154562891e-11
7.046,6.2328944690537624e-12,2.51312675350814e-12,2.2614832697346917e-12,2.5876973007095542e-12,3.4541785326095468e-12,8.3699507281964124e-12,1.2215354458372369e-11
7.04625,6.2323536148618021e-12,2.5124968875671425e-12,2.2612736625167159e-12,2.5879863058156872e-12,3.4546990175756441e-12,8.3713136775580374e-12,1.2216030389229099e-11
7.0465,6.231817661575588e-12,2.5118682052667047e-12,2.2610649020066671e-12,2.5882762434832282e-12,3.4552175243472698e-12,8.3726652056059449e-12,1.2216700976745734e-11
7.04675,6.2312856806680279e-12,2.5112407793584459e-12,2.2608570824899601e-12,2.5885665180390835e-12,3.455734092240069e-12,8.3740025636632412e-12,1.2217362506331048e-11
7.047,6.2307567151651316e-12,2.510614772511513e-12,2.2606505342657242e-12,2.5888564444586511e-12,3.4562485169973744e-12,8.3753238456414768e-12,1.2218009016943372e-11
7.04725,6.2302298250883049e-12,2.5099904364948913e-12,2.2604457720141519e-12,2.5891453137254594e-12,3.4567603468719629e-12,8.3766281695785635e-12,1.2218634354648916e-11
7.0475,6.2297041316885392e-12,2.509368097688699e-12,2.2602434104347368e-12,2.589432418602569e-12,3.4572689233234617e-12,8.3779157970289562e-12,1.2219234455070488e-11
7.04775,6.2291788637411406e-12,2.5087481406396354e-12,2.2600440707807783e-12,2.5897171680650563e-12,3.4577735503070118e-12,8.379187787754658e-12,1.2219807960830558e-11
7.048,6.2286533892914915e-12,2.5081309807435483e-12,2.2598482631630581e-12,2.5899991250370632e-12,3.4582736389691649e-12,8.3804455910257687e-12,1.222035618559062e-11
7.04825,6.2281272596843419e-12,2.5075170270435086e-12,2.2596563070130343e-12,2.5902780115064404e-12,3.4587688188693472e-12,8.3816907191223006e-12,1.2220881311933301e-11
7.0485,6.2276002149715668e-12,2.5069066600821377e-12,2.25946831098726e-12,2.59055368230606e-12,3.4592589898307185e-12,8.3829244471982675e-12,1.2221386050992605e-11
7.04875,6.2270722001919104e-12,2.5063002170036669e-12,2.2592841888813412e-12,2.5908260974888432e-12,3.4597442305572308e-12,8.3841477495077349e-12,1.2221872315855106e-11
7.049,6.2265433544124671e-12,2.5056979558082496e-12,2.2591036976640965e-12,2.5910952825975035e-12,3.4602247235175706e-12,8.3853611636866439e-12,1.2222339573605511e-11
7.04925,6.226013989955408e-12,2.5051000558936388e-12,2.2589264114315818e-12,2.5913613154857055e-12,3.4607006093039804e-12,8.3865649653322085e-12,1.2222784222740735e-11
7.0495,6.2254845647752867e-12,2.5045066262592046e-12,2.2587518514534473e-12,2.5916242619498795e-12,3.4611718864919715e-12,8.3877593841800725e-12,1.2223200118944328e-11
7.04975,6.224955637302125e-12,2.5039177031222821e-12,2.2585795929070507e-12,2.5918842051898209e-12,3.4616383739481442e-12,8.3889448079223477e-12,1.2223580006370188e-11
7.05,6.2244278375629169e-12,2.5033332709004346e-12,2.2584092117155155e-12,2.5921412052540551e-12,3.4620997040553456e-12,8.3901219967156525e-12,1.2223917586274806e-11
7.05025,6.2239018312445892e-12,2.5027532893461434e-12,2.2582403467430055e-12,2.5923952665389794e-12,3.4625553671803821e-12,8.3912918975929098e-12,1.2224209788109991e-11
7.0505,6.2233782910327586e-12,2.5021776981301457e-12,2.2580727030849869e-12,2.5926463206643168e-12,3.4630048395201326e-12,8.3924552344452079e-12,1.2224457819715626e-11
7.05075,6.2228578656118732e-12,2.5016064504602087e-12,2.2579060940415569e-12,2.592894150933104e-12,3.4634475857395189e-12,8.3936121904166835e-12,1.2224666488025953e-11
7.051,6.2223411797402148e-12,2.5010395450115425e-12,2.2577404710168651e-12,2.5931384299069952e-12,3.463883185717699e-12,8.3947620721948525e-12,1.2224842968411186e-11
7.05125,6.2218288260346193e-12,2.5004770467547711e-12,2.2575759211049675e-12,2.5933787908121238e-12,3.4643114386497219e-12,8.3959034421596511e-12,1.2224996395419351e-11
7.0515,6.2213213390601438e-12,2.4999190926363724e-12,2.2574126377966833e-12,2.5936149103029226e-12,3.464732451574809e-12,8.3970343516231565e-12,1.2225136246764672e-11
7.05175,6.2208192212701393e-12,2.4993658699434366e-12,2.2572508165548256e-12,2.5938466123899579e-12,3.4651466730813139e-12,8.3981529017163285e-12,1.222527036940192e-11
7.052,6.2203229471786416e-12,2.4988176118350642e-12,2.2570906158715304e-12,2.5940738996219638e-12,3.4655547397320219e-12,8.399257627505115e-12,1.2225404776463819e-11
7.05225,6.2198329581566554e-12,2.4982745739381289e-12,2.2569321136210924e-12,2.5942969234577296e-12,3.4659573527175682e-12,8.4003480094929867e-12,1.2225542270853637e-11
7.0525,6.2193496749502585e-12,2.4977370259629446e-12,2.2567752952204391e-12,2.5945159189888528e-12,3.4663551561466982e-12,8.4014244249266286e-12,1.2225681549107688e-11
7.05275,6.218873486370439e-12,2.4972052347947015e-12,2.2566200711768279e-12,2.5947310919411622e-12,3.4667486915207626e-12,8.4024881089268344e-12,1.2225819504801378e-11
7.053,6.2184047614455218e-12,2.4966794478855005e-12,2.2564662937948152e-12,2.594942550128308e-12,3.4671384039504219e-12,8.4035408696298474e-12,1.2225952967806733e-11
7.05325,6.2179438608497883e-12,2.4961598898624885e-12,2.2563138118854265e-12,2.5951503516600942e-12,3.4675246414687544e-12,8.4045847041494271e-12,1.2226079399999174e-11
7.0535,6.217491150409577e-12,2.4956467456369497e-12,2.2561625475574263e-12,2.5953545527952194e-12,3.4679076658443419e-12,8.4056212353373615e-12,1.2226197847260682e-11
7.05375,6.2170469756428416e-12,2.4951401541151103e-12,2.2560125086461732e-12,2.5955552208512284e-12,3.4682875929914414e-12,8.4066512191327447e-12,1.2226309114050377e-11
7.054,6.2166116581928696e-12,2.4946402262882523e-12,2.2558638059392079e-12,2.5957524266283296e-12,3.468664362538909e-12,8.4076743081378674e-12,1.2226415209619485e-11
7.05425,6.2161854898510834e-12,2.4941470451763404e-12,2.2557166210721156e-12,2.5959462453457083e-12,3.4690377202620789e-12,8.4086890163356919e-12,1.2226518589310567e-11
7.0545,6.2157687292995935e-12,2.4936606953274224e-12,2.2555711856244129e-12,2.5961366906796479e-12,3.4694072528401338e-12,8.4096930134229817e-12,1.2226621410018202e-11
7.05475,6.2153615988931887e-12,2.493181245158379e-12,2.255427718965413e-12,2.5963236890102304e-12,3.4697724743222122e-12,8.4106836929907853e-12,1.2226725241614928e-11
7.055,6.214964276717828e-12,2.4927087406281643e-12,2.2552864048804913e-12,2.596507111608497e-12,3.4701329606592577e-12,8.4116587477837919e-12,1.2226831043366298e-11
7.05525,6.2145768971384464e-12,2.4922432230038926e-12,2.2551474171766137e-12,2.5966868159469809e-12,3.4704884844743127e-12,8.4126166591080888e-12,1.2226939522401056e-11
7.0555,6.2141995619273334e-12,2.4917847427043191e-12,2.2550108857604301e-12,2.5968627055116121e-12,3.4708391656798145e-12,8.4135571929931258e-12,1.2227051293489904e-11
7.05575,6.2138323588377182e-12,2.4913333746366754e-12,2.254876924704117e-12,2.5970347744159586e-12,3.471185469679824e-12,8.4144815741119114e-12,1.2227166021100235e-11
7.056,6.2134753570255495e-12,2.4908891981088402e-12,2.2547456337139327e-12,2.59720308724498e-12,3.4715281267584503e-12,8.4153922404209846e-12,1.2227281748180638e-11
7.05625,6.2131286251763432e-12,2.4904522765955549e-12,2.254617146998775e-12,2.597367829274805e-12,3.4718679419066705e-12,8.4162924751230299e-12,1.2227395220625706e-11
7.0565,6.2127922595514076e-12,2.4900226382079546e-12,2.2544916545800043e-12,2.5975292925356491e-12,3.4722055703495281e-12,8.417185788546648e-12,1.222750275824209e-11
7.05675,6.2124663945401548e-12,2.4896002592950386e-12,2.2543694067650783e-12,2.5976878796826957e-12,3.472541394605494e-12,8.4180753312638524e-12,1.2227600593160773e-11
7.057,6.2121511944376706e-12,2.4891850514091928e-12,2.2542506417264862e-12,2.5978440080986173e-12,3.4728755055383162e-12,8.4189634041021206e-12,1.2227684271126011e-11
7.05725,6.2118468243795623e-12,2.4887768301703538e-12,2.2541355205350687e-12,2.5979980365024518e-12,3.4732077895234965e-12,8.4198511040015134e-12,1.2227748864707548e-11
7.0575,6.2115534767944905e-12,2.4883753212360088e-12,2.2540240643148246e-12,2.5981502185347837e-12,3.4735380386064622e-12,8.4207381789475568e-12,1.2227789044784892e-11
7.05775,6.2112713300110278e-12,2.4879801554111504e-12,2.2539161305698464e-12,2.5983006543050109e-12,3.473866026519312e-12,8.4216232004835065e-12,1.2227800037151909e-11
7.058,6.2110005414958979e-12,2.487590882283873e-12,2.2538114384118532e-12,2.5984493095000539e-12,3.4741915091501595e-12,8.4225040753136828e-12,1.2227777812690149e-11
7.05825,6.210741211625379e-12,2.4872069783044441e-12,2.2537096139651068e-12,2.598596087371678e-12,3.4745142011436304e-12,8.4233787134838555e-12,1.2227718556082946e-11
7.0585,6.2104933257860454e-12,2.48682786734564e-12,2.253610192587703e-12,2.5987408524712348e-12,3.4748336889039854e-12,8.4242455988288125e-12,1.2227618423537136e-11
7.05875,6.2102567480696787e-12,2.4864529543572153e-12,2.2535126580144044e-12,2.5988834703119114e-12,3.4751494136626018e-12,8.42510410348554e-12,1.2227474443637355e-11
7.059,6.2100312085897858e-12,2.4860816714627184e-12,2.2534164585671866e-12,2.5990238271681758e-12,3.4754606844270695e-12,8.4259544893179974e-12,1.2227285063092822e-11
7.05925,6.2098162801365987e-12,2.4857134824809184e-12,2.2533210247243495e-12,2.5991618156927676e-12,3.4757667532670904e-12,8.4267976299435115e-12,1.2227050059763776e-11
7.0595,6.2096113906603043e-12,2.4853479280787017e-12,2.253225848804943e-12,2.5992973529852376e-12,3.4760669173952718e-12,8.4276344573264872e-12,1.2226770137014059e-11
7.05975,6.2094158331996661e-12,2.4849846359571705e-12,2.253130547244871e-12,2.5994303726342059e-12,3.4763606267819852e-12,8.4284654344462206e-12,1.2226446383932895e-11
7.06,6.2092287955420219e-12,2.484623327722042e-12,2.2530349104583948e-12,2.5995608457719575e-12,3.4766475967353637e-12,8.429290259971975e-12,1.2226080057739548e-11
7.06025,6.209049392359639e-12,2.4842638406334607e-12,2.2529389567294738e-12,2.5996888225172145e-12,3.476927869683275e-12,8.4301076472853121e-12,1.2225672945280939e-11
7.0605,6.2088766968792057e-12,2.4839061039769077e-12,2.2528428771660124e-12,2.5998144615291947e-12,3.4772018036361519e-12,8.4309154926062562e-12,1.2225227735415761e-11
7.06075,6.2087097666830661e-12,2.4835501287886657e-12,2.252747013580543e-12,2.5999380292105153e-12,3.4774699451095831e-12,8.4317111400470293e-12,1.2224747433776313e-11
7.061,6.2085476835502741e-12,2.4831960019451102e-12,2.2526517499755779e-12,2.600059841598535e-12,3.4777328417244243e-12,8.4324917974987019e-12,1.2224234562719194e-11
7.06125,6.2083895539804397e-12,2.4828438498625202e-12,2.2525574568147109e-12,2.6001801749793112e-12,3.4779908400726721e-12,8.4332548470266042e-12,1.2223690766598785e-11
7.0615,6.2082345076311158e-12,2.4824938101517324e-12,2.2524643856670005e-12,2.6002991633986793e-12,3.4782440318274242e-12,8.4339984026638508e-12,1.2223116965024542e-11
7.06175,6.2080817079310034e-12,2.482146014211845e-12,2.252372624733315e-12,2.6004167279261818e-12,3.4784922857587886e-12,8.434721537428469e-12,1.2222514065440337e-11
7.062,6.2079303486052567e-12,2.4818005507000231e-12,2.2522820625334351e-12,2.6005325585891776e-12,3.4787353617381662e-12,8.4354242688911755e-12,1.2221883987514131e-11
7.06225,6.2077796661732161e-12,2.4814574310549362e-12,2.2521923346077764e-12,2.6006460892769039e-12,3.4789730002885146e-12,8.4361072597136923e-12,1.2221229736720567e-11
7.0625,6.2076289290986218e-12,2.4811165604266644e-12,2.2521028114794167e-12,2.600756535431554e-12,3.4792049920985668e-12,8.4367717618588567e-12,1.2220554942278105e-11
7.06275,6.2074774516839021e-12,2.4807777423061578e-12,2.2520126536259512e-12,2.6008629610963294e-12,3.4794311690151848e-12,8.4374193521543437e-12,1.2219862878524917e-11
7.063,6.2073246101917534e-12,2.4804407146407025e-12,2.2519208522795551e-12,2.6009643680893175e-12,3.4796514135092214e-12,8.4380518979410072e-12,1.2219155871495962e-11
7.06325,6.2071698530488327e-12,2.4801051965793683e-12,2.2518263346739589e-12,2.6010597864824872e-12,3.4798657131486838e-12,8.4386715806780958e-12,1.2218434943710481e-11
7.0635,6.2070127206671203e-12,2.479770899955977e-12,2.2517280476253331e-12,2.601148429389049e-12,3.4800742676052971e-12,8.4392810169237734e-12,1.2217700484038325e-11
7.06375,6.206852865364003e-12,2.4794375511614399e-12,2.2516251847143887e-12,2.601229820729933e-12,3.4802775556016142e-12,8.4398832286043878e-12,1.2216953642977025e-11
7.064,6.2066900598223668e-12,2.4791049008706522e-12,2.2515171516232851e-12,2.6013038818660862e-12,3.4804764235837817e-12,8.4404813075610984e-12,1.221619652364676e-11
7.06425,6.2065241975842219e-12,2.4787727393699794e-12,2.2514036087323199e-12,2.6013709728896337e-12,3.4806721397810693e-12,8.4410781045208271e-12,1.2215431916686237e-11
7.0645,6.2063552960682069e-12,2.4784409037834036e-12,2.2512845223361948e-12,2.6014318627237132e-12,3.480866254220585e-12,8.4416759189889666e-12,1.2214663095267912e-11
7.06475,6.2061834813630337e-12,2.4781092738440258e-12,2.2511601396003238e-12,2.6014876280654727e-12,3.4810603964144531e-12,8.4422762604475651e-12,1.2213893621752294e-11
7.065,6.2060089775548963e-12,2.4777777622939059e-12,2.2510309354218627e-12,2.6015394867648496e-12,3.4812560791004613e-12,8.4428797061769344e-12,1.2213126948380742e-11
7.06525,6.2058320886712769e-12,2.477446321797704e-12,2.2508975963608753e-12,2.6015886432166505e-12,3.4814544973512639e-12,8.4434860187539969e-12,1.221236612115565e-11
7.0655,6.2056531599551398e-12,2.4771149074692646e-12,2.2507608886434614e-12,2.6016361603500897e-12,3.4816563798103306e-12,8.4440943646337818e-12,1.2211613740088216e-11
7.06575,6.2054725611965189e-12,2.4767834628215021e-12,2.2506215533306715e-12,2.6016829003777214e-12,3.481861973291722e-12,8.4447035526936844e-12,1.2210871693914027e-11
7.066,6.2052906625100519e-12,2.4764519245485237e-12,2.2504802443645446e-12,2.6017295085553406e-12,3.4820710855015047e-12,8.4453122135997513e-12,1.2210140927300818e-11
7.06625,6.2051077855205075e-12,2.4761202185926657e-12,2.2503375136001139e-12,2.6017764422873335e-12,3.4822832330002746e-12,8.4459187122672485e-12,1.2209421071098063e-11
7.0665,6.2049241816162786e-12,2.4757882670548742e-12,2.2501937931184586e-12,2.6018239662016472e-12,3.4824977139757646e-12,8.4465210324618812e-12,1.2208710426993968e-11
7.06675,6.2047400385423818e-12,2.4754560133978954e-12,2.2500494550285806e-12,2.6018721920535818e-12,3.4827137060935079e-12,8.4471168064178765e-12,1.2208006525563479e-11
7.067,6.2045554602757988e-12,2.4751234492508559e-12,2.2499048248111071e-12,2.6019211009771823e-12,3.4829303101603537e-12,8.4477033798392751e-12,1.2207307095523205e-11
7.06725,6.2043704766097117e-12,2.4747906473261518e-12,2.249760209023475e-12,2.6019705613109565e-12,3.4831465541539671e-12,8.4482779356056405e-12,1.2206611345876258e-11
7.0675,6.2041850602555266e-12,2.4744577813428075e-12,2.2496159830701295e-12,2.6020204021489778e-12,3.4833614609755888e-12,8.4488377669801553e-12,1.2205920851498368e-11
7.06775,6.2039991521816833e-12,2.474125148223839e-12,2.249472709049984e-12,2.6020704638825414e-12,3.4835741153566576e-12,8.4493804606522849e-12,1.2205239292351465e-11
7.068,6.2038126803369991e-12,2.4737931739579224e-12,2.2493311922721875e-12,2.6021206566262916e-12,3.4837837029974966e-12,8.449904000250639e-12,1.2204571196429904e-11
7.06825,6.2036255936260816e-12,2.473462408139639e-12,2.2491923838554731e-12,2.602170900391595e-12,3.48398949225096e-12,8.4504068593896288e-12,1.2203920235060868e-11
7.0685,6.2034378990014517e-12,2.4731335249320916e-12,2.2490573052997306e-12,2.6022210987887733e-12,3.4841908011420496e-12,8.4508880272695609e-12,1.2203287885894159e-11
7.06875,6.2032496664936377e-12,2.4728072785379216e-12,2.2489269519026011e-12,2.6022710876590721e-12,3.4843869327177075e-12,8.4513470408768403e-12,1.2202672929759796e-11
7.069,6.2030610381683476e-12,2.4724844763805105e-12,2.2488022121383318e-12,2.6023205770249871e-12,3.4845770875655088e-12,8.4517838871564276e-12,1.2202072023149138e-11
7.06925,6.2028722495183796e-12,2.4721659450217876e-12,2.2486838517218393e-12,2.6023692232688442e-12,3.4847603796444455e-12,8.4521988293334676e-12,1.2201480242180276e-11
7.0695,6.2026836185223947e-12,2.4718524949803797e-12,2.2485724469558721e-12,2.6024166783375577e-12,3.4849359162182733e-12,8.4525922614841484e-12,1.2200891585622282e-11
7.06975,6.2024955470371026e-12,2.4715448729582939e-12,2.2484684123441442e-12,2.6024626565839939e-12,3.4851028847634379e-12,8.4529646068905981e-12,1.2200299318625127e-11
7.07,6.2023084884560564e-12,2.471243736669837e-12,2.2483718777445311e-12,2.6025069112261473e-12,3.4852606136636908e-12,8.4533162392400851e-12,1.2199696457863041e-11
7.07025,6.2021229362950926e-12,2.4709496227381048e-12,2.2482826699176445e-12,2.6025491624693507e-12,3.485408636652004e-12,8.4536475801979354e-12,1.2199076075070591e-11
7.0705,6.2019394053252016e-12,2.4706629140276903e-12,2.2482003276328943e-12,2.6025890524676567e-12,3.4855467043398491e-12,8.4539589571990141e-12,1.2198432937012023e-11
7.07075,6.2017584067286497e-12,2.4703838350820731e-12,2.248124124697217e-12,2.6026261491784549e-12,3.4856747466603903e-12,8.4542509009144178e-12,1.2197765131987403e-11
7.071,6.2015804251706276e-12,2.4701124514764185e-12,2.2480531440294553e-12,2.6026599576214108e-12,3.4857927871335225e-12,8.4545240880313861e-12,1.2197074474848864e-11
7.07125,6.2014059235111411e-12,2.4698486783195163e-12,2.2479863984197655e-12,2.6026899568843662e-12,3.4859009117130948e-12,8.4547794115225178e-12,1.2196365571137878e-11
7.0715,6.2012353255367781e-12,2.4695923065983377e-12,2.2479229607854457e-12,2.6027156761315653e-12,3.4859992575670849e-12,8.4550178381799514e-12,1.2195644142735301e-11
7.07175,6.2010690083677358e-12,2.4693430229468991e-12,2.247862016018334e-12,2.6027366683598133e-12,3.4860879263993244e-12,8.4552403828835648e-12,1.2194914849236298e-11
7.072,6.2009072813340577e-12,2.4691004453951646e-12,2.2478029092332104e-12,2.6027525231172322e-12,3.4861670661454255e-12,8.4554479196100191e-12,1.2194179762715695e-11
7.07225,6.2007504084342587e-12,2.4688641696475897e-12,2.2477451427130683e-12,2.6027628644848919e-12,3.4862368950471011e-12,8.4556412515437759e-12,1.2193437950778703e-11
7.0725,6.2005985857117289e-12,2.4686337825986107e-12,2.2476883058594295e-12,2.602767351597032e-12,3.4862976874431863e-12,8.4558210309010673e-12,1.2192685958711197e-11
7.07275,6.2004519570746151e-12,2.4684088852605237e-12,2.2476320176039234e-12,2.6027656938387098e-12,3.4863497650345337e-12,8.4559881839718246e-12,1.2191919269516393e-11
7.073,6.200310629136665e-12,2.468189116097724e-12,2.2475759020686616e-12,2.6027576180052298e-12,3.486393361156573e-12,8.4561440192468315e-12,1.2191133986125905e-11
7.07325,6.2001746687986093e-12,2.4679741726072537e-12,2.2475195741237018e-12,2.6027428470258429e-12,3.4864285809871883e-12,8.4562902268755567e-12,1.2190328048144979e-11
7.0735,6.2000440986593129e-12,2.4677638055162912e-12,2.2474625656623681e-12,2.6027210743991299e-12,3.4864554380259139e-12,8.456428913184405e-12,1.2189501780336678e-11
7.07375,6.199918917774097e-12,2.4675578221148768e-12,2.2474044160255286e-12,2.6026919909747673e-12,3.4864739445023372e-12,8.4565626252594952e-12,1.2188657832773199e-11
7.074,6.1997991136953069e-12,2.4673560914354615e-12,2.2473446989090282e-12,2.6026553305258083e-12,3.4864842247699855e-12,8.4566943163993602e-12,1.2187800719847988e-11
7.07425,6.1996846449728372e-12,2.4671585401701694e-12,2.2472830537551704e-12,2.602610900400347e-12,3.4864866402536125e-12,8.4568271590574027e-12,1.2186935869092744e-11
7.0745,6.1995754770598436e-12,2.466965139638486e-12,2.2472192070555014e-12,2.602558589126192e-12,3.4864818534289498e-12,8.4569642165533376e-12,1.2186068794827563e-11
7.07475,6.1994715997277079e-12,2.4667758965903993e-12,2.2471529656434146e-12,2.6024984163582832e-12,3.4864707794544312e-12,8.4571080587650887e-12,1.2185204311901041e-11
7.075,6.1993730566824289e-12,2.4665908302776207e-12,2.2470841892498422e-12,2.6024305055503938e-12,3.486454462797397e-12,8.4572600562961328e-12,1.218434619224856e-11
7.07525,6.199279934737036e-12,2.4664099707063597e-12,2.2470127932726137e-12,2.6023550761233309e-12,3.4864339438527665e-12,8.4574200452190941e-12,1.2183497210372605e-11
7.0755,6.1991923378784704e-12,2.4662333323245567e-12,2.2469386764804374e-12,2.6022724527637483e-12,3.4864101248629982e-12,8.4575861954907185e-12,1.2182659578712338e-11
7.07575,6.1991104391365147e-12,2.4660609071098324e-12,2.24686172407892e-12,2.6021830903668807e-12,3.4863836666297845e-12,8.4577554078835231e-12,1.218183501801147e-11
7.076,6.1990344575284973e-12,2.4658926328060001e-12,2.2467817913696972e-12,2.6020875281990762e-12,3.4863549291112767e-12,8.4579240106483197e-12,1.2181024481828506e-11
7.07625,6.1989646377799271e-12,2.4657283943935892e-12,2.2466987538927542e-12,2.6019863111155543e-12,3.4863240206712236e-12,8.4580886308702891e-12,1.2180227420348469e-11
7.0765,6.1989012423356693e-12,2.4655680132515231e-12,2.2466125310514499e-12,2.6018799234568919e-12,3.4862909309083183e-12,8.4582469200896516e-12,1.2179441187591254e-11
7.07675,6.1988445444777653e-12,2.4654112596440604e-12,2.2465230878483959e-12,2.6017687666368908e-12,3.4862556697895005e-12,8.4583979611880168e-12,1.2178660863657079e-11
7.077,6.1987947808285715e-12,2.4652578710818477e-12,2.2464304645963738e-12,2.6016531880689954e-12,3.4862184114685901e-12,8.458542258737849e-12,1.2177880886997627e-11
7.07725,6.1987521536156845e-12,2.465107577793889e-12,2.2463348703349099e-12,2.6015335648528774e-12,3.486179494935031e-12,8.4586814239327606e-12,1.2177094878013943e-11
7.0775,6.1987168113363764e-12,2.464960132819649e-12,2.2462366461649455e-12,2.6014103287279452e-12,3.4861393101144906e-12,8.4588177288275222e-12,1.2176296053744749e-11
7.07775,6.1986888424848988e-12,2.4648153658585917e-12,2.2461363267391309e-12,2.601283990302388e-12,3.4860981737122696e-12,8.4589537289554276e-12,1.2175479909636071e-11
7.078,6.1986682340037677e-12,2.4646732055695929e-12,2.246034623088332e-12,2.601155104500513e-12,3.4860562512453168e-12,8.4590919648469711e-12,1.2174645650871968e-11
