Physical Time (s),ea_bot Monitor (W): bot_cv1,ea_bot Monitor (W): bot_cv2,ea_bot Monitor (W): bot_cv3,ea_bot Monitor (W): bot_cv4,ea_bot Monitor (W): bot_cv5,ea_bot Monitor (W): bot_cv6,ea_bot Monitor (W): bot_cv7
5.1145,6.28687017383085e-12,2.3193533096861255e-12,1.8426728000840932e-12,2.2568835950958178e-12,3.4780779948816581e-12,1.1674312499578521e-11,1.942313614678255e-11
5.11475,6.2860536615915727e-12,2.3192508347030834e-12,1.8421211286505719e-12,2.2560301388405852e-12,3.4771452158059817e-12,1.1672536618292838e-11,1.942418736481572e-11
5.115,6.2853115971753241e-12,2.3191951324824752e-12,1.8416129426774042e-12,2.2552066457988811e-12,3.476234572241527e-12,1.1670756530263252e-11,1.9425114962236658e-11
5.11525,6.2846503456206345e-12,2.3191876754817061e-12,1.8411496275943117e-12,2.2544151100075025e-12,3.4753463288344228e-12,1.1668972999626885e-11,1.9425931590422271e-11
5.1155,6.2840754980686434e-12,2.3192293602046837e-12,1.84073196263977e-12,2.2536558962068647e-12,3.4744808733123993e-12,1.1667186954807094e-11,1.9426652172041655e-11
5.11575,6.2835917766776528e-12,2.3193204451438489e-12,1.8403595428701383e-12,2.2529274740681664e-12,3.4736385843805352e-12,1.1665399101808312e-11,1.9427291620035702e-11
5.116,6.2832031008107775e-12,2.3194607202916063e-12,1.8400314581494365e-12,2.2522288166585561e-12,3.4728198427595557e-12,1.1663609895950023e-11,1.9427863089252102e-11
5.11625,6.2829123612213392e-12,2.3196495419338402e-12,1.8397466327281241e-12,2.2515612818138996e-12,3.4720250071792068e-12,1.166181985124276e-11,1.9428376840275855e-11
5.1165,6.282721788879761e-12,2.3198861882673247e-12,1.8395041632131403e-12,2.250926475641615e-12,3.4712545228079932e-12,1.16600298507331e-11,1.9428838827243277e-11
5.11675,6.282632590290046e-12,2.320169471767187e-12,1.8393026161455049e-12,2.2503239544236386e-12,3.4705088409601495e-12,1.1658240970578671e-11,1.9429251497916576e-11
5.117,6.2826448858883973e-12,2.3204976845918211e-12,1.8391407712281305e-12,2.2497520615306406e-12,3.4697883043867296e-12,1.1656454359564544e-11,1.9429616657500015e-11
5.11725,6.2827578093603586e-12,2.3208687963089586e-12,1.8390181063630074e-12,2.2492090915398578e-12,3.4690931044240106e-12,1.1654671375369544e-11,1.9429935871924653e-11
5.1175,6.2829694135412341e-12,2.3212805086919689e-12,1.8389334122334306e-12,2.2486940365417013e-12,3.468423072366318e-12,1.1652892965914306e-11,1.9430212048851924e-11
5.11775,6.2832771227219703e-12,2.3217306441963203e-12,1.8388857813330224e-12,2.2482068613966473e-12,3.4677779704819807e-12,1.1651119574061317e-11,1.9430449085356443e-11
5.118,6.2836772673025535e-12,2.3222168101739588e-12,1.8388742371684062e-12,2.2477477063113403e-12,3.4671575727523368e-12,1.1649351275559424e-11,1.9430652138370598e-11
5.11825,6.2841652472869126e-12,2.3227361350946521e-12,1.8388974828807629e-12,2.2473164942517278e-12,3.4665617185905853e-12,1.1647587919466949e-11,1.9430827539090941e-11
5.1185,6.284735752527335e-12,2.3232856176564943e-12,1.838954603854451e-12,2.2469132668457194e-12,3.465990288897909e-12,1.164582929959725e-11,1.9430980862669392e-11
5.11875,6.2853825617843481e-12,2.3238621795259351e-12,1.8390446406489272e-12,2.2465379282013031e-12,3.4654431285984094e-12,1.1644075229679303e-11,1.9431115624852773e-11
5.119,6.2860991314300436e-12,2.3244630040992907e-12,1.8391668864263373e-12,2.2461904676109253e-12,3.4649199766123137e-12,1.1642325345930541e-11,1.9431232059053857e-11
5.11925,6.2868783069849201e-12,2.3250849906823832e-12,1.8393201947475029e-12,2.2458705491521507e-12,3.4644204478857423e-12,1.1640579129827811e-11,1.9431327984219955e-11
5.1195,6.2877123287715754e-12,2.3257247719131326e-12,1.8395026286654173e-12,2.2455773575177194e-12,3.463943961776644e-12,1.1638836118671339e-11,1.9431398529302292e-11
5.11975,6.2885932555911204e-12,2.3263790232856139e-12,1.8397122916742633e-12,2.2453099235952888e-12,3.4634897230270309e-12,1.1637095877001775e-11,1.943143725496293e-11
5.12,6.2895128662837321e-12,2.3270444751477906e-12,1.8399471415862973e-12,2.2450670765195031e-12,3.4630567536242375e-12,1.1635358182381454e-11,1.9431437036109258e-11
5.12025,6.2904631697382799e-12,2.3277180340044104e-12,1.840204967729436e-12,2.2448476635980753e-12,3.4626438372038516e-12,1.1633622766311265e-11,1.9431388503186637e-11
5.1205,6.2914361548168305e-12,2.3283965847042326e-12,1.8404834063612586e-12,2.2446503235692388e-12,3.4622495002101211e-12,1.1631889418471329e-11,1.9431281513938056e-11
5.12075,6.2924237909998437e-12,2.3290768859660855e-12,1.8407796736794635e-12,2.2444735724451659e-12,3.4618720478369409e-12,1.1630157725322553e-11,1.9431106567832675e-11
5.121,6.2934183970263252e-12,2.329755926572676e-12,1.8410911043780784e-12,2.2443159655202678e-12,3.4615094848371315e-12,1.1628426119124392e-11,1.9430854316969213e-11
5.12125,6.294412703242567e-12,2.3304309297526966e-12,1.841415196752981e-12,2.2441760457529877e-12,3.4611596426564266e-12,1.1626691742438951e-11,1.9430516625149773e-11
5.1215,6.2954000607980497e-12,2.3310994266549991e-12,1.841749917233362e-12,2.2440524968214262e-12,3.4608203046698594e-12,1.1624949593049106e-11,1.9430085724925245e-11
5.12175,6.2963742741683283e-12,2.3317591614455597e-12,1.8420934263264615e-12,2.243943988297855e-12,3.4604894349459801e-12,1.1623193343526481e-11,1.9429554144148706e-11
5.122,6.2973296066064613e-12,2.3324081265523465e-12,1.842444170671657e-12,2.2438492809556345e-12,3.4601653262073484e-12,1.1621416272577978e-11,1.9428914775603692e-11
5.12225,6.2982610556951253e-12,2.3330446959967575e-12,1.8428010896363757e-12,2.2437672125394105e-12,3.4598463014697193e-12,1.1619610976806828e-11,1.9428159942683404e-11
5.1225,6.2991643699993039e-12,2.3336676309533836e-12,1.8431633525773723e-12,2.2436966853974732e-12,3.4595307801463704e-12,1.1617770594237598e-11,1.9427282939321856e-11
5.12275,6.300036134376354e-12,2.3342761195441471e-12,1.8435305338539521e-12,2.2436366678006323e-12,3.4592170696795919e-12,1.1615888930099851e-11,1.9426276780058233e-11
5.123,6.3008736261036815e-12,2.3348696785979076e-12,1.8439023515676745e-12,2.2435861049517341e-12,3.4589035379555654e-12,1.1613961220830044e-11,1.9425135020592798e-11
5.12325,6.3016748116532366e-12,2.3354480709307345e-12,1.844278421535876e-12,2.2435439023561918e-12,3.4585887839565814e-12,1.161198518959757e-11,1.9423851508974101e-11
5.1235,6.3024385043878627e-12,2.3360114260295166e-12,1.8446582052951669e-12,2.243508864093028e-12,3.4582714092500461e-12,1.1609959998741563e-11,1.9422420427426114e-11
5.12375,6.3031643760591843e-12,2.3365602191281781e-12,1.8450409588064602e-12,2.2434796611963406e-12,3.4579501226733509e-12,1.1607886278377486e-11,1.9420836606128676e-11
5.124,6.3038528962829966e-12,2.3370952287403644e-12,1.8454257772054462e-12,2.2434547589709276e-12,3.4576235694196889e-12,1.1605765066319652e-11,1.9419095095572316e-11
5.12425,6.3045052061430623e-12,2.3376174337675337e-12,1.845811588193964e-12,2.2434324673471876e-12,3.4572904831600701e-12,1.1603597908739404e-11,1.9417191656790347e-11
5.1245,6.3051230874625433e-12,2.3381280253423772e-12,1.8461971796202257e-12,2.243411037341224e-12,3.4569497724941638e-12,1.1601386888769771e-11,1.9415123264446645e-11
5.12475,6.3057090397947707e-12,2.3386284430541672e-12,1.8465813622030926e-12,2.2433886180433394e-12,3.4566002707924374e-12,1.1599133590793919e-11,1.9412888177846294e-11
5.125,6.3062662376165014e-12,2.3391203803784031e-12,1.8469630884064678e-12,2.2433633152323635e-12,3.4562408867301953e-12,1.1596839144731404e-11,1.9410486845824947e-11
5.12525,6.306798464252072e-12,2.3396057579753511e-12,1.8473416079620538e-12,2.243333160593644e-12,3.4558704068124722e-12,1.1594503539127981e-11,1.9407920302226737e-11
5.1255,6.307310001706544e-12,2.3400866777772646e-12,1.8477164387317936e-12,2.2432963577240363e-12,3.4554878319193555e-12,1.1592126416073013e-11,1.9405191401025934e-11
5.12575,6.3078055592431103e-12,2.3405653924421761e-12,1.8480873228715905e-12,2.2432514424713807e-12,3.4550924728948958e-12,1.1589707706921031e-11,1.9402304739750492e-11
5.126,6.3082902997828358e-12,2.3410443349779121e-12,1.8484543891746998e-12,2.2431972187873352e-12,3.4546836741474903e-12,1.15872469664085e-11,1.9399265032476081e-11
5.12625,6.3087697371001121e-12,2.3415260544156769e-12,1.848818168124406e-12,2.2431328477982572e-12,3.4542609262822547e-12,1.1584744003626528e-11,1.9396080013036965e-11
5.1265,6.3092496870601247e-12,2.3420132226739365e-12,1.8491795947247427e-12,2.2430577333779908e-12,3.4538235297338314e-12,1.1582198491855889e-11,1.9392758673682838e-11
5.12675,6.3097361532435658e-12,2.3425085130965513e-12,1.8495396701113428e-12,2.2429715731000536e-12,3.4533708174720755e-12,1.1579610894745932e-11,1.9389311490184368e-11
5.127,6.3102352117629967e-12,2.3430145296834727e-12,1.8498991939193472e-12,2.2428743292235961e-12,3.4529022966871506e-12,1.1576983017160032e-11,1.9385750334599882e-11
5.12725,6.3107530245868512e-12,2.3435338339184267e-12,1.8502590073673799e-12,2.2427659441273188e-12,3.4524175592203865e-12,1.1574317034385335e-11,1.938208915029451e-11
5.1275,6.3112956901961394e-12,2.3440689343111355e-12,1.8506199794726948e-12,2.2426462087479416e-12,3.4519162713358851e-12,1.1571615179728754e-11,1.9378343726227796e-11
5.12775,6.3118692089633035e-12,2.3446221830149732e-12,1.8509827511493475e-12,2.2425148915522777e-12,3.4513984474500905e-12,1.1568880033940686e-11,1.9374531690326054e-11
5.128,6.3124793639889427e-12,2.3451957069797792e-12,1.8513477071008961e-12,2.2423718795192126e-12,3.4508646042056329e-12,1.15661145782476e-11,1.9370671243863352e-11
5.12825,6.3131316802361554e-12,2.3457915001929814e-12,1.8517151375728595e-12,2.2422169114652334e-12,3.4503153454740687e-12,1.1563320783080299e-11,1.9366780218526677e-11
5.1285,6.3138313889345969e-12,2.3464115148438994e-12,1.8520853552286953e-12,2.2420495514106393e-12,3.4497511161237867e-12,1.1560498917677714e-11,1.9362874180178365e-11
5.12875,6.3145833400086088e-12,2.3470575034598288e-12,1.8524588971419033e-12,2.2418694059999551e-12,3.4491723603803538e-12,1.1557648224293574e-11,1.9358966593509646e-11
5.129,6.3153918994696913e-12,2.347730960865266e-12,1.8528362189277062e-12,2.2416761767949286e-12,3.4485796168286624e-12,1.1554767827001242e-11,1.9355068982192108e-11
5.12925,6.3162609872335042e-12,2.3484331994443973e-12,1.8532173765547859e-12,2.2414694624433416e-12,3.4479732126709099e-12,1.1551856292167632e-11,1.9351191786542233e-11
5.1295,6.3171939131655911e-12,2.34916534700186e-12,1.8536022815503647e-12,2.2412487578985797e-12,3.4473531876214009e-12,1.1548912207596391e-11,1.9347344807163224e-11
5.12975,6.3181934147923171e-12,2.3499282536764887e-12,1.8539905660510393e-12,2.2410137208676029e-12,3.4467197392899566e-12,1.1545935461799375e-11,1.934353742011176e-11
5.13,6.3192616997985428e-12,2.3507224130373658e-12,1.8543818594735181e-12,2.2407644162798236e-12,3.4460733242330804e-12,1.1542928040774392e-11,1.9339778582520261e-11
5.13025,6.3204003342220862e-12,2.3515480245137956e-12,1.8547757024988531e-12,2.2405009995738426e-12,3.4454142313211361e-12,1.1539892558999143e-11,1.9336075888195074e-11
5.1305,6.321610260383168e-12,2.3524050467995114e-12,1.8551716723068524e-12,2.2402235554293905e-12,3.4447423303811114e-12,1.1536831456620491e-11,1.9332434963136857e-11
5.13075,6.3228918077348699e-12,2.3532930386790063e-12,1.8555693135990366e-12,2.2399322736578876e-12,3.4440573520309867e-12,1.1533746940833439e-11,1.9328859112433232e-11
5.131,6.3242447063603234e-12,2.3542111975017164e-12,1.855968436729279e-12,2.2396274080122592e-12,3.4433589127622544e-12,1.1530640708291613e-11,1.9325348907025025e-11
5.13125,6.3256680380266424e-12,2.3551583731024882e-12,1.8563676992533439e-12,2.2393089824103055e-12,3.4426462363007185e-12,1.1527512638618804e-11,1.9321901700000478e-11
5.1315,6.3271602551718511e-12,2.3561331798782962e-12,1.8567648229091574e-12,2.2389767349376889e-12,3.44191808142709e-12,1.1524360539189272e-11,1.9318512438410395e-11
5.13175,6.3287191614713331e-12,2.3571339379365118e-12,1.8571581820198039e-12,2.2386303583979604e-12,3.4411731112450638e-12,1.1521181447899299e-11,1.9315175018705698e-11
5.132,6.3303421083436402e-12,2.3581586665979135e-12,1.8575462349323637e-12,2.238269684954162e-12,3.4404102303628951e-12,1.1517972428293408e-11,1.931188314512112e-11
5.13225,6.3320258572538849e-12,2.3592051181738948e-12,1.8579271936811285e-12,2.2378942781705618e-12,3.4396282393006395e-12,1.1514730123401385e-11,1.9308630172089976e-11
5.1325,6.3337665603251564e-12,2.3602708568038486e-12,1.8582995462678027e-12,2.2375031231596846e-12,3.4388257101969767e-12,1.1511450855513025e-11,1.9305409423926515e-11
5.13275,6.3355599434735095e-12,2.3613532289364755e-12,1.8586614969802715e-12,2.2370951012519187e-12,3.4380012908731024e-12,1.1508131806729518e-11,1.9302214749425725e-11
5.133,6.337401434530418e-12,2.3624494302673876e-12,1.8590106560924224e-12,2.236670166092811e-12,3.4371538146138705e-12,1.1504771552941626e-11,1.9299040527676021e-11
5.13325,6.3392860649001012e-12,2.3635564572768545e-12,1.8593445130088132e-12,2.2362273241478522e-12,3.4362819116074276e-12,1.1501368584607323e-11,1.9295880987558035e-11
5.1335,6.3412082917838432e-12,2.3646712058478787e-12,1.8596606955850372e-12,2.2357638040417938e-12,3.4353838890060189e-12,1.1497920644376173e-11,1.929272978715144e-11
5.13375,6.3431623409428949e-12,2.365790539431029e-12,1.8599568265995054e-12,2.2352774335918534e-12,3.4344580577135424e-12,1.1494425637188206e-11,1.9289580039962803e-11
5.134,6.3451424020457703e-12,2.3669113368466493e-12,1.8602300620940341e-12,2.2347668081995328e-12,3.4335029040480344e-12,1.1490881776730407e-11,1.9286424443597765e-11
5.13425,6.3471424771014824e-12,2.3680304206301722e-12,1.860477726006771e-12,2.2342309475482726e-12,3.432516697607812e-12,1.1487286356266904e-11,1.9283256134843748e-11
5.1345,6.3491562903587134e-12,2.3691445271065773e-12,1.8606969436820036e-12,2.2336680342916441e-12,3.4314973392092526e-12,1.1483635629613152e-11,1.9280068212989874e-11
5.13475,6.3511776835867171e-12,2.3702506124581186e-12,1.8608848946702326e-12,2.233076050808095e-12,3.4304429378354134e-12,1.1479926128623732e-11,1.927685505881979e-11
5.135,6.3532008677736998e-12,2.3713457266531006e-12,1.8610390034751466e-12,2.2324528882996695e-12,3.4293521394849085e-12,1.1476155531669782e-11,1.9273613726007945e-11
5.13525,6.3552201448938582e-12,2.3724269415787715e-12,1.8611567899794814e-12,2.2317963820792372e-12,3.428223731638386e-12,1.1472321905093784e-11,1.9270343692094305e-11
5.1355,6.3572297682184323e-12,2.3734915090820343e-12,1.8612359399503315e-12,2.2311048425583629e-12,3.4270565460844596e-12,1.1468423631258527e-11,1.9267046397984309e-11
5.13575,6.3592243349645587e-12,2.3745369153665834e-12,1.8612744520001921e-12,2.2303768668034954e-12,3.4258498455586325e-12,1.1464460552447803e-11,1.92637247118907e-11
5.136,6.3611990825284626e-12,2.3755608237160373e-12,1.8612708975153602e-12,2.2296113454300248e-12,3.4246035136823151e-12,1.1460433656072848e-11,1.9260381953064487e-11
5.13625,6.363149423325524e-12,2.3765610274639868e-12,1.8612241788323851e-12,2.2288070605815896e-12,3.4233175249964996e-12,1.1456343961337158e-11,1.925702062994976e-11
5.1365,6.3650708793050358e-12,2.377535342190241e-12,1.8611332237726066e-12,2.227962625894944e-12,3.4219917756230607e-12,1.1452192475030723e-11,1.9253641659258043e-11
5.13675,6.3669593872012798e-12,2.3784818174237155e-12,1.8609968722582118e-12,2.2270773790809452e-12,3.4206265445211044e-12,1.1447980854769329e-11,1.9250244435395631e-11
5.137,6.3688115895002527e-12,2.379398866294472e-12,1.8608138866305676e-12,2.2261512615217536e-12,3.4192226936782867e-12,1.1443711839961239e-11,1.92468278485974e-11
5.13725,6.3706244432573292e-12,2.3802848463273746e-12,1.8605830976699105e-12,2.2251841210390852e-12,3.417781102701772e-12,1.1439388185634088e-11,1.9243391256545413e-11
5.1375,6.3723949672441261e-12,2.3811380130630052e-12,1.8603034364153352e-12,2.2241754181701358e-12,3.4163027163621841e-12,1.1435012555335567e-11,1.923993520548385e-11
5.13775,6.3741207521678905e-12,2.3819570936540352e-12,1.8599740454439551e-12,2.2231247339626439e-12,3.4147890394390375e-12,1.1430588748465667e-11,1.9236461972178645e-11
5.138,6.3758000486966303e-12,2.3827412196027668e-12,1.8595944889685589e-12,2.2220328995154879e-12,3.4132422026416192e-12,1.1426121953467464e-11,1.9232975744335869e-11
5.13825,6.3774313763814249e-12,2.3834896806226057e-12,1.8591647391650082e-12,2.2209007923197565e-12,3.4116643647551631e-12,1.1421617178285503e-11,1.9229482403709142e-11
5.1385,6.3790133646690447e-12,2.3842019736267867e-12,1.8586849910304149e-12,2.2197273153977877e-12,3.4100574037854893e-12,1.1417078481171159e-11,1.9225988792918137e-11
5.13875,6.38054521730595e-12,2.3848780975907577e-12,1.8581558290582408e-12,2.2185129925336393e-12,3.4084234088340245e-12,1.1412509809146765e-11,1.9222502106656522e-11
5.139,6.3820268680552309e-12,2.3855185902855131e-12,1.857578418057939e-12,2.2172599423072499e-12,3.4067649598463512e-12,1.1407915344063037e-11,1.9219029184472503e-11
5.13925,6.3834584812484305e-12,2.3861242448765878e-12,1.8569545140387392e-12,2.21597074829258e-12,3.4050847526619102e-12,1.1403298589802929e-11,1.9215576412342057e-11
5.1395,6.3848404450929149e-12,2.3866960611231818e-12,1.8562862359870461e-12,2.2146478598164945e-12,3.4033854708901114e-12,1.1398662632877792e-11,1.9212149363363965e-11
5.13975,6.3861736308296124e-12,2.3872354954856562e-12,1.8555761628949237e-12,2.2132935656919916e-12,3.4016700981720347e-12,1.1394011509439001e-11,1.9208752878782118e-11
5.14,6.387459554490844e-12,2.3877444146669012e-12,1.8548273856238334e-12,2.2119104252097342e-12,3.3999418516661675e-12,1.1389350540322289e-11,1.9205390930543039e-11
5.14025,6.3887000519177432e-12,2.3882248470970077e-12,1.8540436409522134e-12,2.2105015761914584e-12,3.3982037058743587e-12,1.138468562371772e-11,1.9202065880937018e-11
5.1405,6.3898971136711537e-12,2.3886789503545063e-12,1.8532291995743103e-12,2.2090710062314466e-12,3.3964582912488763e-12,1.138002296715172e-11,1.9198778342922242e-11
5.14075,6.3910531755420979e-12,2.3891092324856401e-12,1.852388374236048e-12,2.2076235178165873e-12,3.3947082786509688e-12,1.1375369650500129e-11,1.9195527436779518e-11
5.141,6.3921711191733919e-12,2.3895184937282355e-12,1.8515255050023805e-12,2.2061642600897532e-12,3.3929565574618834e-12,1.1370733345071324e-11,1.9192310777652691e-11
5.14125,6.3932540342848846e-12,2.389909674242295e-12,1.8506452382781383e-12,2.2046982750482074e-12,3.3912060780642815e-12,1.1366121425447561e-11,1.9189125854312517e-11
5.1415,6.3943051126408776e-12,2.3902859449478583e-12,1.8497525884909637e-12,2.2032303217045769e-12,3.389459828495792e-12,1.1361540419967136e-11,1.9185971175847122e-11
5.14175,6.3953277817883162e-12,2.3906507855157554e-12,1.8488525574334085e-12,2.2017646765601587e-12,3.387720940451158e-12,1.1356996172959079e-11,1.9182846931548563e-11
5.142,6.3963257344475145e-12,2.3910078338577459e-12,1.8479500199119955e-12,2.2003050852540265e-12,3.3859925490204183e-12,1.1352493673161307e-11,1.9179755641196515e-11
5.14225,6.3973027394580482e-12,2.3913607967144334e-12,1.8470500379313455e-12,2.1988549093629838e-12,3.3842775409571537e-12,1.1348037034622435e-11,1.9176702290390328e-11
5.1425,6.3982625433611523e-12,2.3917134951791644e-12,1.8461579044276622e-12,2.1974173711210939e-12,3.3825785244755346e-12,1.1343629807524435e-11,1.9173693733906062e-11
5.14275,6.3992089703917655e-12,2.392069816370924e-12,1.8452785178867051e-12,2.1959953638470439e-12,3.380897995773544e-12,1.1339275384270513e-11,1.9170737772324297e-11
5.143,6.4001458011344075e-12,2.3924335422415287e-12,1.8444164041621251e-12,2.1945914783991173e-12,3.3792383672227072e-12,1.1334977041701514e-11,1.9167841855527951e-11
5.14325,6.4010766629582784e-12,2.3928082740987742e-12,1.8435761559105014e-12,2.1932085009024068e-12,3.3776020165688372e-12,1.1330738005986234e-11,1.9165012385810566e-11
5.1435,6.4020050601577142e-12,2.3931975141358019e-12,1.8427625447743923e-12,2.1918496659946365e-12,3.3759913534284237e-12,1.1326561380476088e-11,1.916225283933502e-11
5.14375,6.402934307468315e-12,2.3936045373876517e-12,1.8419799062072951e-12,2.1905183944061177e-12,3.3744088229652206e-12,1.1322449776133314e-11,1.9159562591139343e-11
5.144,6.4038674073026978e-12,2.3940322906785612e-12,1.8412321293681266e-12,2.1892177222811108e-12,3.3728567484087803e-12,1.1318408944419484e-11,1.9156937613035198e-11
5.14425,6.4048071233299139e-12,2.3944834044214493e-12,1.8405231383537418e-12,2.1879504099437736e-12,3.3713372901011657e-12,1.1314442588265898e-11,1.9154371383982904e-11
5.1445,6.4057560041129662e-12,2.3949604021647401e-12,1.8398570937306557e-12,2.1867198037946233e-12,3.3698526331838832e-12,1.1310554044373467e-11,1.9151856443586433e-11
5.14475,6.4067162045556098e-12,2.3954654812992517e-12,1.8392375198480376e-12,2.1855279345579438e-12,3.3684045395266408e-12,1.1306745239481304e-11,1.9149386321006385e-11
5.145,6.4076895457524076e-12,2.3960004614272087e-12,1.8386672222879699e-12,2.18437656151081e-12,3.3669934846857243e-12,1.130301711724808e-11,1.9146957250654416e-11
5.14525,6.4086774447734579e-12,2.3965669096316935e-12,1.8381488494832084e-12,2.1832679225693684e-12,3.3656194391982333e-12,1.1299369745807641e-11,1.9144569632755298e-11
5.1455,6.409681265566647e-12,2.3971662568531173e-12,1.8376851279162253e-12,2.1822038730912912e-12,3.3642827064321336e-12,1.1295801911313563e-11,1.9142227748057983e-11
5.14575,6.4107020050891335e-12,2.3977996365706262e-12,1.8372779968094699e-12,2.1811853069541022e-12,3.362983477534375e-12,1.1292311136999815e-11,1.9139939258391463e-11
5.146,6.4117403040656687e-12,2.3984677139852612e-12,1.8369285309114328e-12,2.1802120737918632e-12,3.3617215957961175e-12,1.1288893649964105e-11,1.9137714396305324e-11
5.14625,6.4127965224794546e-12,2.3991708498890466e-12,1.8366374902698639e-12,2.1792839338531015e-12,3.3604966092866393e-12,1.1285545573778418e-11,1.9135565752893173e-11
5.1465,6.4138708846235401e-12,2.3999090935247529e-12,1.8364052173616926e-12,2.1784008768745005e-12,3.359307859752443e-12,1.12822636627378e-11,1.9133506624619717e-11
5.14675,6.4149632301638569e-12,2.400682161461893e-12,1.8362312806523421e-12,2.1775624225820061e-12,3.3581544302250183e-12,1.1279045324563054e-11,1.9131549300260674e-11
5.147,6.4160730806710125e-12,2.4014891774467611e-12,1.8361145218760596e-12,2.1767674733628928e-12,3.3570351887381828e-12,1.1275888285577762e-11,1.9129703779607064e-11
5.14725,6.4171996812283004e-12,2.4023288916974538e-12,1.8360538616358546e-12,2.1760144534350503e-12,3.3559491298298797e-12,1.127279083371486e-11,1.9127976928664207e-11
5.1475,6.4183420285926755e-12,2.4031996691656172e-12,1.8360475444958799e-12,2.175301659075713e-12,3.354895446707618e-12,1.1269751616740398e-11,1.9126371892493044e-11
5.14775,6.4194987634717821e-12,2.4040995059426795e-12,1.8360932344841528e-12,2.174628273074728e-12,3.3538734820145042e-12,1.1266769122160162e-11,1.9124888509232604e-11
5.148,6.4206680921305171e-12,2.4050259908882659e-12,1.8361882201345348e-12,2.1739931245795401e-12,3.3528825646762512e-12,1.1263841333753634e-11,1.9123523174974238e-11
5.14825,6.4218478963206257e-12,2.4059763777617486e-12,1.8363294877241371e-12,2.1733935968615256e-12,3.3519221172686588e-12,1.1260966763235957e-11,1.912227080661718e-11
5.1485,6.4230358086285723e-12,2.4069478557823446e-12,1.8365138834759865e-12,2.1728282332501899e-12,3.3509916497555271e-12,1.1258144406255124e-11,1.9121125367035254e-11
5.14875,6.424229137948026e-12,2.4079374154419875e-12,1.8367383051429191e-12,2.1722970844858349e-12,3.3500904665597857e-12,1.1255373216247402e-11,1.912008042726784e-11
5.149,6.4254248770234917e-12,2.4089419164665147e-12,1.836999089394117e-12,2.1717988469672124e-12,3.349217514069992e-12,1.1252651816668752e-11,1.911913086025719e-11
5.14925,6.4266198779714479e-12,2.4099581920462349e-12,1.8372928814548669e-12,2.1713313607368397e-12,3.3483715445257331e-12,1.1249978991026027e-11,1.9118272994994451e-11
5.1495,6.4278108386400972e-12,2.4109831459221418e-12,1.8376165721758891e-12,2.170892757666605e-12,3.3475513687399595e-12,1.1247354147831952e-11,1.9117503967633978e-11
5.14975,6.4289943840125586e-12,2.4120137123584585e-12,1.8379664836237926e-12,2.1704810973606812e-12,3.3467556689437153e-12,1.1244776784202049e-11,1.9116820829631614e-11
5.15,6.4301670943676272e-12,2.4130468542950633e-12,1.8383392476066102e-12,2.1700943791840158e-12,3.3459830662730083e-12,1.1242246786039551e-11,1.9116220632374053e-11
5.15025,6.431325642908361e-12,2.4140795232212469e-12,1.8387311737836439e-12,2.1697310073137545e-12,3.3452324662553617e-12,1.1239765219554459e-11,1.911569996327322e-11
5.1505,6.4324668546167492e-12,2.4151088154597257e-12,1.8391388213779872e-12,2.1693898228734465e-12,3.344503259386251e-12,1.1237334433195326e-11,1.911525477319071e-11
5.15075,6.4335877303340449e-12,2.4161318825342813e-12,1.8395585050577759e-12,2.1690693029870786e-12,3.3437952348188064e-12,1.1234957488400354e-11,1.9114879761779414e-11
5.151,6.4346854791891126e-12,2.4171459641779619e-12,1.8399866403781101e-12,2.1687675420282396e-12,3.3431082988411334e-12,1.1232637624342832e-11,1.9114568528588787e-11
5.15125,6.435757584580453e-12,2.418148384004502e-12,1.8404193648668432e-12,2.1684828673530587e-12,3.3424427780812619e-12,1.1230378183335727e-11,1.911431463308649e-11
5.1515,6.4368018423708692e-12,2.4191365705501809e-12,1.8408533649971057e-12,2.168214185677289e-12,3.3417994902991682e-12,1.1228182148161053e-11,1.9114112291978136e-11
5.15175,6.437816328097442e-12,2.4201081136515226e-12,1.8412855553147202e-12,2.1679604724140608e-12,3.3411794182803052e-12,1.1226051155135373e-11,1.9113956597840395e-11
5.152,6.4387994368203044e-12,2.4210608096422467e-12,1.8417130020650438e-12,2.1677207108369816e-12,3.340583492947567e-12,1.122398498914617e-11,1.911384328109874e-11
5.15225,6.4397499291325017e-12,2.4219926875122811e-12,1.8421332179698342e-12,2.1674942002632451e-12,3.3400126470082185e-12,1.1221981959447333e-11,1.9113768884339633e-11
5.1525,6.4406669308546799e-12,2.4229021037393718e-12,1.8425443888639655e-12,2.167280598429844e-12,3.3394677688832623e-12,1.1220039442794896e-11,1.9113731234610773e-11
5.15275,6.4415498626083405e-12,2.423787738157569e-12,1.84294515150606e-12,2.1670795754776199e-12,3.33894949327965e-12,1.1218154098851956e-11,1.9113728724359936e-11
5.153,6.442398538859988e-12,2.4246486691716719e-12,1.8433344509795863e-12,2.1668905156415388e-12,3.3384580749262771e-12,1.121632260203104e-11,1.9113760260386535e-11
5.15325,6.4432131239362798e-12,2.425484329263349e-12,1.8437116347245487e-12,2.1667130355373943e-12,3.337993572601623e-12,1.1214542606509001e-11,1.9113825568940361e-11
5.1535,6.4439940907145756e-12,2.4262944458361391e-12,1.8440763940770127e-12,2.1665469868854466e-12,3.3375560116008788e-12,1.1212813093472478e-11,1.9113925596998168e-11
