Physical Time (s),Etau_top Monitor (kg-m/s^3): top_cv1,Etau_top Monitor (kg-m/s^3): top_cv2,Etau_top Monitor (kg-m/s^3): top_cv3,Etau_top Monitor (kg-m/s^3): top_cv4,Etau_top Monitor (kg-m/s^3): top_cv5,Etau_top Monitor (kg-m/s^3): top_cv6,Etau_top Monitor (kg-m/s^3): top_cv7
0.9186708,-4.1163858425170098e-05,-5.3169027341546201e-05,-7.818423231400871e-05,-0.00011424211321222185,-0.00015205417995927073,-0.00018135995371854183,-0.00016803972786825268
0.91872144,-4.1413698102019217e-05,-5.3468590205587254e-05,-7.8484865339081846e-05,-0.00011452413994437223,-0.00015232705860608137,-0.00018164397629298658,-0.0001683757435576946
0.91877208,-4.1651955952617885e-05,-5.3751078778183312e-05,-7.8762297726393902e-05,-0.00011477964892786426,-0.00015257206022112362,-0.0001818969927185173,-0.00016868294870197209
0.91882271,-4.1876982058902993e-05,-5.4014777385442939e-05,-7.9015131073519837e-05,-0.00011500740225072068,-0.00015278802603120581,-0.00018211825782141867,-0.00016896010465444983
0.91887334,-4.208735000055937e-05,-5.425833351982441e-05,-7.9242487264950432e-05,-0.00011520678320073371,-0.00015297437859404427,-0.00018230760525603682,-0.00016920653397850538
0.91892398,-4.2281855142691986e-05,-5.4480788288579838e-05,-7.9444038774454967e-05,-0.00011537779422681824,-0.00015313112708782045,-0.00018246542113595427,-0.000169422112612532
0.91897461,-4.2459535366378821e-05,-5.4681611586304197e-05,-7.9620042224988859e-05,-0.00011552107238995836,-0.00015325890272903096,-0.00018259265459464751,-0.00016960730161534937
0.91902525,-4.2619704513220907e-05,-5.4860735357511394e-05,-7.9771378599571445e-05,-0.00011563790926799494,-0.00015335899388694852,-0.00018269084082545267,-0.00016976318299453052
0.91907588,-4.2762008573302558e-05,-5.5018597847211821e-05,-7.9899589610552441e-05,-0.00011573028778778714,-0.00015343339237757213,-0.00018276214479782382,-0.00016989151734377741
0.91912652,-4.2886480087811393e-05,-5.5156155326219224e-05,-8.0006864253890492e-05,-0.00011580087915280996,-0.00015348480604669723,-0.0001828093779799958,-0.00016999476018022823
0.91917715,-4.2993617301301519e-05,-5.5274892765021028e-05,-8.0096000114921527e-05,-0.00011585302205886025,-0.00015351664873260919,-0.00018283599906772352,-0.00017007607413455195
0.91922779,-4.3084476161168786e-05,-5.5376857179660219e-05,-8.0170367350881254e-05,-0.00011589069057669345,-0.00015353301661961462,-0.00018284610788512907,-0.00017013931635995628
0.91927843,-4.3160767215069646e-05,-5.5464697805096735e-05,-8.0233883947465872e-05,-0.00011591846565695417,-0.0001535386674406105,-0.00018284444090772628,-0.00017018903337078371
0.91932906,-4.3224885801286357e-05,-5.5541663800411145e-05,-8.0290955098829281e-05,-0.00011594144849490856,-0.00015353893825700239,-0.00018283630974160665,-0.00017023038940636241
0.91937969,-4.3279902244700396e-05,-5.5611566124576437e-05,-8.0346360037653451e-05,-0.00011596510608951656,-0.00015353959034116561,-0.00018282746599640692,-0.00017026902071336209
0.91943033,-4.3329408509833021e-05,-5.5678604256895162e-05,-8.0405029326501351e-05,-0.0001159950065983537,-0.00015354654034540932,-0.00018282385392886559,-0.0001703107737716025
0.91948096,-4.3377194467752463e-05,-5.5747033303403424e-05,-8.0471678952527266e-05,-0.00011603641758967265,-0.00015356544501112781,-0.00018283121478543585,-0.00017036129911703838
0.9195316,-4.3426861644057523e-05,-5.5820730616495923e-05,-8.0550350969648722e-05,-0.00011609382386194386,-0.00015360120614784891,-0.00018285460017167105,-0.00017042555181986542
0.91958224,-4.3481392112715642e-05,-5.5902727456245281e-05,-8.0643940677063106e-05,-0.00011617044726771068,-0.00015365746690119202,-0.00018289787093738786,-0.0001705072838938665
0.91963287,-4.3542796201557631e-05,-5.5994881582704508e-05,-8.0753888262790163e-05,-0.00011626793286881811,-0.00015373627893152628,-0.00018296335557870078,-0.00017060869797091299
0.9196835,-4.3611913546242383e-05,-5.6097715753650036e-05,-8.0880073515278796e-05,-0.00011638624310299873,-0.00015383797870860161,-0.00018305170916867885,-0.00017073030191826026
0.91973414,-4.3688407277137084e-05,-5.6210457056440349e-05,-8.102093604295008e-05,-0.00011652378087102605,-0.00015396129459215057,-0.00018316199848882221,-0.00017087099012880137
0.91978477,-4.3770948484700749e-05,-5.6331291407786085e-05,-8.1173817698744466e-05,-0.00011667773307882698,-0.00015410367972773034,-0.00018329201289437187,-0.00017102835297892196
0.91983541,-4.3857523836326526e-05,-5.6457736903945923e-05,-8.1335434063776357e-05,-0.00011684454441880085,-0.0001542617762943101,-0.00018343870909034364,-0.00017119912575037485
0.91988604,-4.3945800913213016e-05,-5.6587051206414426e-05,-8.1502351921181642e-05,-0.00011702042209391219,-0.00015443191687556623,-0.00018359869732253325,-0.0001713796714537396
0.91993668,-4.4033394217672995e-05,-5.6716494432146386e-05,-8.1671298078580114e-05,-0.00011720166700046044,-0.00015461045366702391,-0.00018376856143643522,-0.0001715663094285348
0.91998731,-4.4117971851590975e-05,-5.6843410582410015e-05,-8.1839248462875098e-05,-0.00011738480067329456,-0.00015479388925896911,-0.00018394498457447253,-0.00017175544583671157
0.92003795,-4.4197269412066228e-05,-5.6965178152846527e-05,-8.2003346903216013e-05,-0.00011756652663109688,-0.00015497884246861408,-0.00018412471403037419,-0.00017194354286786869
0.92008859,-4.4268997432556095e-05,-5.7079093990507489e-05,-8.2160730904087944e-05,-0.00011774358220580619,-0.00015516190671858933,-0.00018430441999678701,-0.00017212698422179666
0.92013922,-4.4330727663399023e-05,-5.7182223864961767e-05,-8.2308317286787527e-05,-0.00011791255160151068,-0.00015533948215861886,-0.00018448053080819812,-0.00017230192069197722
0.92018985,-4.4379816012415167e-05,-5.7271265485394181e-05,-8.2442593276730322e-05,-0.00011806965825949551,-0.00015550757452611493,-0.00018464903588997437,-0.00017246408551096424
0.92024049,-4.4413395831434514e-05,-5.7342537052480715e-05,-8.2559539280873328e-05,-0.00011821067718827362,-0.00015566171409197706,-0.00018480540945488429,-0.00017260873040760694
0.92029112,-4.442848830581532e-05,-5.7392109604200501e-05,-8.2654746214585008e-05,-0.00011833103257315609,-0.00015579705655486528,-0.00018494471554833568,-0.0001727307460950451
0.92034176,-4.4421962005417113e-05,-5.7415808462738316e-05,-8.2723426202023747e-05,-0.00011842577056848176,-0.00015590834442824169,-0.00018506157218154393,-0.00017282464457665968
0.9203924,-4.4391077542038595e-05,-5.7409828871015645e-05,-8.2761050916706658e-05,-0.00011849018639366634,-0.00015599052955396128,-0.00018515077419932837,-0.00017288519291691124
0.92044303,-4.4335147790940498e-05,-5.7372472121155571e-05,-8.2765132811080518e-05,-0.00011852156713064094,-0.00015604051133849512,-0.00018520902570345313,-0.00017290916098428429
0.92049366,-4.4251045845410225e-05,-5.7299847231045819e-05,-8.2730993395263228e-05,-0.00011851496895286351,-0.00015605291794250104,-0.00018523070872810646,-0.00017289109730893743
0.9205443,-4.4137423868175599e-05,-5.71901238902219e-05,-8.2656085583131689e-05,-0.00011846752232173015,-0.00015602442651635597,-0.00018521219163212849,-0.00017282763931999578
0.92059494,-4.3994036527994448e-05,-5.7042224944457877e-05,-8.253872873406337e-05,-0.00011837719806638031,-0.00015595254625555514,-0.00018515060186997004,-0.00017271628136294299
0.92064557,-4.3820833567927713e-05,-5.6855952378395572e-05,-8.2378252978915461e-05,-0.00011824297699890453,-0.00015583581000071451,-0.00018504401683664529,-0.00017255568742469195
0.9206962,-4.3618221422212517e-05,-5.6631726413025747e-05,-8.2174736661820197e-05,-0.00011806461507766046,-0.00015567356583821187,-0.0001848912682733596,-0.000172345191836486
0.92074684,-4.338682907345928e-05,-5.6370236663617283e-05,-8.1928626677916692e-05,-0.00011784229708310048,-0.00015546566828210875,-0.00018469165438033227,-0.00017208467399293837
0.92079747,-4.3127487010398815e-05,-5.607239546681186e-05,-8.1640650872451013e-05,-0.00011757657720944677,-0.00015521244673832047,-0.00018444494423734594,-0.00017177466791804008
0.92084811,-4.2841257317469312e-05,-5.5739349813171034e-05,-8.131178796915269e-05,-0.00011726835865947582,-0.00015491471553406169,-0.00018415143277830079,-0.00017141623813996524
0.92089875,-4.25295804927786e-05,-5.5372574590794111e-05,-8.0943339509778527e-05,-0.00011691894655293905,-0.0001545738445457447,-0.00018381205926398049,-0.00017101108186334249
0.92094938,-4.2194531500526543e-05,-5.4974201047255225e-05,-8.0537278690466719e-05,-0.000116530374518645,-0.00015419207077744385,-0.00018342876550432886,-0.00017056185319929155
0.92100001,-4.1838964850350909e-05,-5.4547244040162649e-05,-8.0096472090987166e-05,-0.00011610558642861574,-0.0001537726558215812,-0.00018300468500064349,-0.00017007233764704851
0.92105065,-4.1466731871286203e-05,-5.4095910243243514e-05,-7.9625025344331503e-05,-0.00011564875639129643,-0.00015332015341250116,-0.0001825444322069236,-0.00016954773115415093
0.92110128,-4.1082798762803375e-05,-5.3625819723798703e-05,-7.9128561911773464e-05,-0.00011516553975477852,-0.0001528406171399404,-0.00018205430692291467,-0.00016899482750417505
0.92115192,-4.0693249099777228e-05,-5.3144103724437017e-05,-7.8614397151949907e-05,-0.00011466324548459134,-0.00015234172226932726,-0.00018154239784775569,-0.00016842210677888488
0.92120256,-4.0305161956387782e-05,-5.2659305345546738e-05,-7.8091502811534591e-05,-0.00011415080449474156,-0.00015183269747144829,-0.00018101847631469317,-0.0001678396265442346
0.92125319,-3.9926368852631507e-05,-5.2181095604540473e-05,-7.7570251614656063e-05,-0.00011363853243672752,-0.0001513240727328869,-0.00018049369449235934,-0.00016725872732876131
0.92130382,-3.9565100982098651e-05,-5.1719847661355398e-05,-7.7062004810990556e-05,-0.00011313773414809805,-0.00015082726036231929,-0.00017998011589808659,-0.0001666915811205192
0.92135446,-3.9229571337482065e-05,-5.1286124971879575e-05,-7.6578579580157045e-05,-0.00011266019153491352,-0.00015035405302507609,-0.00017949015877503915,-0.00016615054635199956
0.9214051,-3.8927398168770688e-05,-5.0889938204780623e-05,-7.6131458748860168e-05,-0.00011221738590121326,-0.00014991584817632356,-0.00017903576913447575,-0.00016564754373822729
0.92145573,-3.8665113907196707e-05,-5.0540115665383339e-05,-7.5731076815425667e-05,-0.00011181981154847336,-0.00014952297030527975,-0.0001786276982016429,-0.00016519326061673184
0.92150636,-3.8447672506858218e-05,-5.0243655977226795e-05,-7.5386071171681341e-05,-0.00011147622790144365,-0.00014918396594704782,-0.00017827476800863612,-0.0001647963734405969
0.921557,-3.8278070957328455e-05,-5.0005191427840986e-05,-7.5102620016718983e-05,-0.00011119300494331615,-0.00014890497654227797,-0.00017798323301711509,-0.00016446296480996707
0.92160763,-3.8157041885520267e-05,-4.9826540015410705e-05,-7.4883886106384931e-05,-0.00011097357244155185,-0.00014868921615850144,-0.00017775626777709143,-0.0001641960336212508
0.92165827,-3.8083108293182799e-05,-4.9706619185269858e-05,-7.4729801187277812e-05,-0.00011081819736735767,-0.00014853677749506974,-0.00017759379928451944,-0.00016399534472693407
0.92170891,-3.8052098692124142e-05,-4.9640913245138406e-05,-7.4636552986876228e-05,-0.00011072340493136316,-0.00014844406627697489,-0.00017749197874574011,-0.00016385690968622862
0.92175954,-3.8058048519406463e-05,-4.9622693348734675e-05,-7.4597626878888498e-05,-0.00011068297143184303,-0.00014840478164767723,-0.0001774442003293439,-0.0001637740116038219
0.92181017,-3.8093344670704917e-05,-4.9643265910573426e-05,-7.4603929957971405e-05,-0.00011068803459927964,-0.00014841001734927983,-0.00017744123528612763,-0.00016373734104255971
0.92186081,-3.8149351808120183e-05,-4.9692105909375716e-05,-7.4644577240527647e-05,-0.00011072785432133314,-0.0001484490024859456,-0.00017747200485802484,-0.00016373577942842811
0.92191144,-3.8217249228421806e-05,-4.9758728825907266e-05,-7.4707822718537639e-05,-0.00011079070291781867,-0.00014850996611805124,-0.00017752445924721527,-0.00016375728455464593
0.92196208,-3.828714466818157e-05,-4.9830638657401313e-05,-7.4780013018329347e-05,-0.00011086278144614459,-0.00014857906266715502,-0.00017758451296874005,-0.00016378783181706958
0.92201271,-3.835098628641272e-05,-4.9897637641242989e-05,-7.4849706708959691e-05,-0.00011093239159780856,-0.00014864453607769907,-0.00017764021494982049,-0.00016381558697670654
0.92206335,-3.8401664794731099e-05,-4.9950748520255951e-05,-7.4906650720626272e-05,-0.00011098900041310728,-0.00014869578985990007,-0.00017768081716832242,-0.00016382997479168508
0.92211398,-3.843385397290025e-05,-4.9982940205169291e-05,-7.4942501680522308e-05,-0.00011102388571304362,-0.00014872403303698711,-0.00017769741263121356,-0.0001638223083998687
0.92216462,-3.8444685513921866e-05,-4.9989827483928274e-05,-7.4951712795869374e-05,-0.00011103118925668052,-0.00014872334659222917,-0.00017768399659982267,-0.00016378684089296384
0.92221526,-3.8431977080287459e-05,-4.9968198677063469e-05,-7.4930052141862404e-05,-0.00011100651956963506,-0.00014868930824237669,-0.00017763608682149653,-0.00016371937007174923
0.92226589,-3.8393735636457589e-05,-4.9915495272524827e-05,-7.4874146435736761e-05,-0.00011094639854693439,-0.00014861845514934919,-0.00017755018242556105,-0.00016361667726604037
0.92231652,-3.8331610633585054e-05,-4.9832676288502989e-05,-7.4784339411570688e-05,-0.00011085115690212622,-0.00014851121937893512,-0.00017742670194083863,-0.00016347944382828588
0.92236716,-3.8248461248649217e-05,-4.972270827304435e-05,-7.4663206518041749e-05,-0.00011072343983603644,-0.00014837045510991971,-0.00017726852001969968,-0.00016331076479742397
0.92241779,-3.8148195488483773e-05,-4.9590096638808031e-05,-7.4515129648131627e-05,-0.00011056779504556835,-0.00014820104337835867,-0.00017708059597161877,-0.00016311575408964338
0.92246843,-3.8035567383397953e-05,-4.944062178184008e-05,-7.4346075625594162e-05,-0.00011039043835974717,-0.0001480096563171061,-0.00017686976227848867,-0.00016290131454197934
0.92251907,-3.7915940190232165e-05,-4.9280997100189364e-05,-7.4163269477942918e-05,-0.00011019891412062757,-0.00014780437688288015,-0.0001766443670060017,-0.00016267576683847438
0.9225697,-3.7795015149480709e-05,-4.9118463533346702e-05,-7.3974757275049532e-05,-0.00011000164324238199,-0.00014759422060737695,-0.00017641380867903549,-0.0001624483777842681
0.92262033,-3.7678505202446514e-05,-4.8960362365786553e-05,-7.3788906374249328e-05,-0.00010980741292198832,-0.00014738858845905452,-0.00017618799164308575,-0.00016222881963606507
0.92267097,-3.7571809363195893e-05,-4.8813709943361262e-05,-7.3613883176126011e-05,-0.00010962483289649302,-0.00014719667898766163,-0.00017597672665015161,-0.00016202657704258468
0.92272161,-3.7479685498703277e-05,-4.8684746910832279e-05,-7.3457096268146583e-05,-0.00010946175579937441,-0.00014702687907829101,-0.00017578909068309125,-0.00016185032234065482
0.92277224,-3.7405940744495499e-05,-4.8578527259173979e-05,-7.3324674832839557e-05,-0.00010932472259380562,-0.00014688618042640268,-0.00017563280897657567,-0.00016170731829708704
0.92282287,-3.7353177413540625e-05,-4.8498581784342702e-05,-7.3221044041490014e-05,-0.00010921849066888645,-0.00014677968192388941,-0.00017551372180717092,-0.00016160291618124052
0.92287351,-3.7322869518524029e-05,-4.8446957359178522e-05,-7.3148913017019679e-05,-0.00010914598460151683,-0.00014671052829000661,-0.00017543568873529687,-0.0001615404858460484
0.92292414,-3.7315456037643694e-05,-4.8424374611611841e-05,-7.3109423637118245e-05,-0.00010910842669684841,-0.00014668002896062133,-0.00017540067001722663,-0.00016152152952359199
0.92297478,-3.7330507550823862e-05,-4.8430413173180967e-05,-7.3102368266435324e-05,-0.00010910553922198403,-0.00014668784167451234,-0.00017540887361029093,-0.00016154585656451861
0.92302542,-3.7367057535097221e-05,-4.8464030753000849e-05,-7.3126764531568049e-05,-0.00010913614603684575,-0.00014673258146424422,-0.00017545933545948356,-0.00016161218525438437
0.92307605,-3.7423949904958115e-05,-4.8523911764136186e-05,-7.3181280056065486e-05,-0.00010919861401942308,-0.00014681225695650099,-0.00017555032263660597,-0.00016171856449304599
0.92312668,-3.7500042277155399e-05,-4.8608847794004324e-05,-7.326468221303782e-05,-0.00010929133555478038,-0.00014692477954761222,-0.00017567981394918148,-0.00016186286525632666
0.92317732,-3.7594477849547433e-05,-4.8718040485925901e-05,-7.3376191118350323e-05,-0.00010941310952896487,-0.00014706834055459235,-0.00017584586402856527,-0.0001620431497854835
0.92322795,-3.7706815038929089e-05,-4.8851215818141052e-05,-7.3515605311581854e-05,-0.00010956328573909101,-0.00014724159136771377,-0.00017604678494825593,-0.00016225785236491263
0.92327859,-3.7837024219050888e-05,-4.9008577812060625e-05,-7.3683237284149637e-05,-0.00010974172389712508,-0.00014744363435089772,-0.00017628115201504462,-0.00016250578280979698
0.92332923,-3.7985360663701144e-05,-4.9190611276568176e-05,-7.3879668925133887e-05,-0.00010994857454076164,-0.00014767383435124442,-0.00017654763766869138,-0.00016278594776246043
0.92337986,-3.8152137579280437e-05,-4.9397765645285997e-05,-7.4105376314868924e-05,-0.00011018393445432861,-0.0001479315264551771,-0.00017684474665115616,-0.00016309726810902916
0.92343049,-3.8337494252972041e-05,-4.9630135039960846e-05,-7.4360344176167451e-05,-0.0001104474858366547,-0.00014821569674527185,-0.00017717053634637165,-0.00016343827759765029
0.92348113,-3.854111700316075e-05,-4.9887105674336101e-05,-7.464364922493325e-05,-0.00011073809615565631,-0.00014852463226306228,-0.00017752229841571239,-0.00016380677224170703
0.92353177,-3.8762108646057218e-05,-5.0167187313219442e-05,-7.4953244928814249e-05,-0.00011105358369183888,-0.00014885572086251433,-0.00017789640398312772,-0.00016419962529259826
0.9235824,-3.8998891771955469e-05,-5.0467901876636892e-05,-7.5285826037514196e-05,-0.00011139054893886724,-0.0001492052922047339,-0.00017828819048379681,-0.00016461265040385007
0.92363303,-3.9249237460884374e-05,-5.0785844660367443e-05,-7.5636901413997799e-05,-0.00011174439951512719,-0.00014956864813557016,-0.0001786920410320522,-0.00016504065012599024
0.92368367,-3.9510394625497921e-05,-5.1116870384387464e-05,-7.6001038314787994e-05,-0.00011210955704088651,-0.0001499402439222074,-0.00017910160817872169,-0.00016547761956330615
0.9237343,-3.9779267599070181e-05,-5.1456376317575527e-05,-7.637224066989087e-05,-0.00011247980730704587,-0.00015031400320156881,-0.00017951016601528411,-0.00016591708065463861
0.92378494,-4.0052587593456532e-05,-5.179960348546603e-05,-7.6744371965017716e-05,-0.00011284875164970988,-0.00015068374300831512,-0.0001799110551208411,-0.00016635251555348742
0.92383558,-4.0327082513889027e-05,-5.2141916181406119e-05,-7.7111558735889709e-05,-0.00011321021424152321,-0.00015104354214995537,-0.00018029805680957559,-0.00016677773470682062
0.92388621,-4.0599685034847202e-05,-5.2479086964195519e-05,-7.7468572113871358e-05,-0.0001135586735331579,-0.00015138815010046826,-0.00018066580168211145,-0.0001671872800770497
0.92393684,-4.0867583891229258e-05,-5.2807396251015708e-05,-7.7810983171047629e-05,-0.00011388944595088613,-0.00015171314647895368,-0.00018100991261029125,-0.0001675765780213686
0.92398748,-4.1128214972965857e-05,-5.3123621693155655e-05,-7.8135165497806008e-05,-0.00011419872582054121,-0.0001520149603787741,-0.00018132700318050616,-0.00016794194775425248
0.92403811,-4.1379378617644694e-05,-5.3425132630364581e-05,-7.8438365452176466e-05,-0.00011448367254126058,-0.0001522909430578675,-0.00018161472485013599,-0.00016828066199983682
0.92408875,-4.1619170515660696e-05,-5.3709786040956991e-05,-7.8718553266611738e-05,-0.00011474228581737772,-0.00015253923183659651,-0.00018187158955404226,-0.00016859078972957596
0.92413938,-4.1845894581227932e-05,-5.3975805264659679e-05,-7.897425560707711e-05,-0.00011497322833615237,-0.00015275857023697268,-0.00018209675334013994,-0.00016887099867410752
0.92419002,-4.2058083014748012e-05,-5.4221784380665503e-05,-7.9204528816534598e-05,-0.00011517579800044534,-0.00015294829431507074,-0.00018228996580615215,-0.00016912053146277402
0.92424065,-4.22545000617935e-05,-5.4446719594360302e-05,-7.9408984329720146e-05,-0.00011534992745411383,-0.00015310833864589689,-0.00018245154277910913,-0.00016933919361990417
0.92429129,-4.2434160644961953e-05,-5.465003919839556e-05,-7.9587814209632545e-05,-0.00011549618812464105,-0.0001532392683872535,-0.00018258237434918312,-0.00016952738121595409
0.92434193,-4.2596354926701646e-05,-5.4831627904877904e-05,-7.9741823946002634e-05,-0.0001156158025109328,-0.0001533423027798649,-0.00018268393361946456,-0.00016968610862820707
0.92439256,-4.2740701138195897e-05,-5.4991871841336805e-05,-7.9872475922649743e-05,-0.00011571067848577818,-0.00015341935973311893,-0.0001827583183123359,-0.00016981705853698429
0.92444319,-4.2867198733828793e-05,-5.5131675495333793e-05,-7.9981888109876241e-05,-0.00011578341385859973,-0.00015347307477115335,-0.00018280827470160913,-0.00016992262074021769
0.92449383,-4.2976285171138619e-05,-5.5252453183366707e-05,-8.0072782492764189e-05,-0.00011583726228730778,-0.00015350677223838397,-0.00018283717758034765,-0.00017000587290029272
0.92454446,-4.3068943423348512e-05,-5.535618000151653e-05,-8.0148467593651671e-05,-0.00011587612244516712,-0.00015352446538796362,-0.0001828490444678621,-0.00017007058618139764
0.9245951,-4.3146799026657525e-05,-5.5445430816816021e-05,-8.0212807247472044e-05,-0.00011590450960872495,-0.00015353083642106452,-0.00018284853678615073,-0.00017012122718179889
0.92464574,-4.3212159315627997e-05,-5.5523384754743511e-05,-8.0270163427567651e-05,-0.00011592747670653071,-0.00015353116420509759,-0.00018284090516130645,-0.00017016289251805676
0.92469637,-4.3268004491864732e-05,-5.5593785413274912e-05,-8.0325278748946547e-05,-0.00011595045825999501,-0.00015353116974991561,-0.00018283185740359419,-0.0001702011660671503
0.924747,-4.3317891688577216e-05,-5.5660821015363346e-05,-8.0383102157593168e-05,-0.00011597905294208754,-0.00015353679527928352,-0.00018282735723150955,-0.00017024190668209378
0.92479764,-4.3365610136859468e-05,-5.5728767924388743e-05,-8.0448402523003128e-05,-0.00011601860059033602,-0.00015355376853438591,-0.00018283320895021334,-0.00017029082298359986
0.92484827,-4.3414822292708278e-05,-5.5801594659043012e-05,-8.0525347244862739e-05,-0.00011607373051493482,-0.00015358713752135431,-0.00018285460198312858,-0.00017035300815682175
0.92489891,-4.3468625858057245e-05,-5.5882476486739508e-05,-8.0617011795971674e-05,-0.00011614786557455275,-0.00015364075130409511,-0.00018289559581235402,-0.0001704324166181029
0.92494954,-4.3529175600485036e-05,-5.5973433935028448e-05,-8.0725034227956092e-05,-0.00011624286725177723,-0.00015371688707326237,-0.00018295874045103108,-0.00017053147738073439
0.92500018,-4.3597462459327841e-05,-5.6075153731378567e-05,-8.0849483838118833e-05,-0.00011635890611269245,-0.00015381609982373286,-0.00018304491005928796,-0.00017065092528888341
0.92505081,-4.3673283555899037e-05,-5.6187003157277183e-05,-8.0988951525442143e-05,-0.00011649455122151184,-0.00015393729407575953,-0.000183153352411689,-0.00017078984246564658
0.92510145,-4.3755408623101139e-05,-5.6307263937848954e-05,-8.1140869841965233e-05,-0.00011664708538460253,-0.00015407802542180939,-0.00018328196675240549,-0.00017094593386724827
0.92515209,-4.3841879094703156e-05,-5.6433498559519704e-05,-8.1301977052981693e-05,-0.00011681297765979816,-0.00015423496294845356,-0.00018342774413919902,-0.00017111597126397724
0.92520272,-4.3930367012667607e-05,-5.6562959231234236e-05,-8.1468806582901164e-05,-0.00011698839516236485,-0.00015440439628475698,-0.00018358725804679227,-0.00017129628375966633
0.92525335,-4.4018474004112441e-05,-5.6692882991437412e-05,-8.1638035666305934e-05,-0.00011716957698059765,-0.00015458261233603084,-0.00018375703081820286,-0.00017148312733183024
0.92530399,-4.4103843224650933e-05,-5.682059230589586e-05,-8.180660283431492e-05,-0.00011735300554393387,-0.00015476607366088059,-0.00018393370707687592,-0.00017167286703517146
0.92535462,-4.4184191511370926e-05,-5.6943457984763334e-05,-8.1971641806033549e-05,-0.00011753537162341956,-0.00015495138991735403,-0.00018411402552560814,-0.00017186195411872406
0.92540526,-4.4257226558776032e-05,-5.7058787546401772e-05,-8.2130309737830817e-05,-0.00011771344451933821,-0.00015513520037774308,-0.00018429470242476635,-0.00017204681608117841
0.9254559,-4.4320534238367936e-05,-5.7163680038023649e-05,-8.2279569939595087e-05,-0.00011788386304035768,-0.0001553139741336141,-0.00018447223626813692,-0.00017222367358119738
0.92550653,-4.4371502236467718e-05,-5.7254888193581594e-05,-8.2415981716250057e-05,-0.00011804293144260602,-0.00015548381283224784,-0.00018464271435412964,-0.00017238835885471633
0.92555716,-4.4407294603393449e-05,-5.732877703957921e-05,-8.2535584597291713e-05,-0.00011818648608671315,-0.0001556403187218183,-0.00018480168654350597,-0.00017253619871758524
0.9256078,-4.4424949025229326e-05,-5.738144373394031e-05,-8.263400126315494e-05,-0.00011830997696252785,-0.00015577867972250395,-0.0001849442552993838,-0.00017266211875187836
0.92565844,-4.4421426919070347e-05,-5.7408808357674834e-05,-8.2706542916286151e-05,-0.00011840854547863231,-0.00015589373774828582,-0.00018506514416993572,-0.0001727607293639577
0.92570907,-4.4393634511012315e-05,-5.7406703831936417e-05,-8.2748323804241911e-05,-0.00011847712716797177,-0.0001559800889673431,-0.0001851587991288017,-0.0001728264385966649
0.9257597,-4.4341212459203741e-05,-5.7373751691102207e-05,-8.2757180380703898e-05,-0.00011851333393639858,-0.00015603496282231346,-0.00018522226285670241,-0.00017285633886987494
0.92581034,-4.4260801344524171e-05,-5.7305741527830426e-05,-8.272811431913864e-05,-0.000118511903281303,-0.00015605267362145734,-0.0001852496157090912,-0.00017284465882147693
0.92586097,-4.415110375700809e-05,-5.7200969605868286e-05,-8.2658697143407002e-05,-0.00011847008387743887,-0.00015603001952171222,-0.00018523736095782357,-0.00017278815567368404
0.92591161,-4.4011655413397839e-05,-5.7058082129476107e-05,-8.2546956789541034e-05,-0.00011838555473490767,-0.00015596421425864942,-0.0001851823430737209,-0.00017268402636098581
0.92596225,-4.3842354215195489e-05,-5.6876780410854038e-05,-8.2392103339931725e-05,-0.00011825717529245808,-0.00015585366441550697,-0.0001850825227976584,-0.00017253078180426917
0.92601288,-4.3643543033777879e-05,-5.6657406964762782e-05,-8.2194119941293814e-05,-0.00011808460305296077,-0.00015569760416471419,-0.00018493661976706256,-0.00017232770470862078
0.92606351,-4.3415820496314693e-05,-5.6400620846814892e-05,-8.1953413087556084e-05,-0.00011786797651643988,-0.00015549582827854958,-0.00018474386867243099,-0.00017207457281894132
0.92611415,-4.3159994277599413e-05,-5.6107308327659299e-05,-8.1670683147884137e-05,-0.00011760780640374375,-0.0001552485990758717,-0.00018450396226758027,-0.00017177183200627559
0.92616478,-4.2877100237526751e-05,-5.577859746546513e-05,-8.1346892493200048e-05,-0.00011730495393081067,-0.00015495666773202661,-0.00018421711820641829,-0.00017142046825423759
0.92621542,-4.2568528994277246e-05,-5.541592567616152e-05,-8.0983301377425586e-05,-0.00011696065747696239,-0.00015462131023224134,-0.00018388416328547836,-0.00017102206899159884
0.92626606,-4.223627369409131e-05,-5.5021337260443857e-05,-8.0581788265882289e-05,-0.00011657683582345891,-0.00015424462804653258,-0.00018350688522235934,-0.000170579137665019
0.92631669,-4.1883112378840573e-05,-5.4597755547862819e-05,-8.0145115521038183e-05,-0.0001161563272296973,-0.00015382976725440841,-0.0001830882763673276,-0.00017009532626975667
0.92636732,-4.1512785616633764e-05,-5.4149243904411505e-05,-7.967722887662428e-05,-0.00011570316317109926,-0.00015338113802143785,-0.00018263277964642452,-0.00016957567016115323
0.92641796,-4.1130137868116135e-05,-5.3681258494900211e-05,-7.9183570921974279e-05,-0.00011522284927044569,-0.00015290465701360467,-0.0001821465321789101,-0.000169026811117563
0.9264686,-4.0741136077781566e-05,-5.3200761520795958e-05,-7.8671272039290325e-05,-0.00011472253984649311,-0.00015240786161014192,-0.00018163746359941982,-0.00016845708289851916
