Physical Time (s),Etau_top Monitor (kg-m/s^3): top_cv1,Etau_top Monitor (kg-m/s^3): top_cv2,Etau_top Monitor (kg-m/s^3): top_cv3,Etau_top Monitor (kg-m/s^3): top_cv4,Etau_top Monitor (kg-m/s^3): top_cv5,Etau_top Monitor (kg-m/s^3): top_cv6,Etau_top Monitor (kg-m/s^3): top_cv7
0.08415537,-4.2542319785613639e-05,-5.3887848009973217e-05,-7.4680205071389933e-05,-9.6650925691182566e-05,-0.00010212851257902395,-0.0001084030865114435,-0.00011871923488678617
0.08420601,-4.2917259678910905e-05,-5.4343769339186891e-05,-7.5170044049362167e-05,-9.7175236135304876e-05,-0.00010274482854318338,-0.00010897151388735869,-0.00011937777517941533
0.08425664,-4.3264736736605517e-05,-5.47591134586585e-05,-7.5604851591136736e-05,-9.763814986649911e-05,-0.00010329951081218684,-0.00010947814255524704,-0.00011997431419851321
0.08430728,-4.3580110118146819e-05,-5.5129148398908647e-05,-7.5979987110359501e-05,-9.8034362818339056e-05,-0.00010378691257786022,-0.00010991733594250463,-0.00012050328829385989
0.08435791,-4.3859686953736728e-05,-5.5450702734648697e-05,-7.6293059592290571e-05,-9.8361147990008122e-05,-0.00010420452253230327,-0.00011028659600061687,-0.00012096225853722815
0.08440855,-4.4100874323262107e-05,-5.5721953058949872e-05,-7.6543603009324835e-05,-9.8618039812967468e-05,-0.00010455133503889501,-0.00011058493495671227,-0.00012135025677886024
0.08445918,-4.4302343993224832e-05,-5.5942769206080688e-05,-7.6733645769392386e-05,-9.8807417578298184e-05,-0.00010482938476317986,-0.00011081440653668093,-0.00012166942783098303
0.08450982,-4.4464166933382224e-05,-5.6115138819890805e-05,-7.6867137290007075e-05,-9.8933906115298661e-05,-0.00010504357562803428,-0.00011097992927014263,-0.00012192480677606267
0.08456045,-4.4587954141496632e-05,-5.6242209851160816e-05,-7.6950048750385619e-05,-9.9004442013716443e-05,-0.00010520051593445001,-0.00011108813113983386,-0.00012212308514470677
0.08461109,-4.4676891752503848e-05,-5.6328998038933012e-05,-7.6990175480630169e-05,-9.9028025991239666e-05,-0.00010530899093399296,-0.000111147813442019,-0.00012227311005589943
0.08466172,-4.4735384997926332e-05,-5.6382579004687359e-05,-7.699743102542219e-05,-9.9015969839490048e-05,-0.00010538078094194902,-0.00011117076812527589,-0.00012238675878316834
0.08471236,-4.4768858646939441e-05,-5.6410250973972558e-05,-7.6981865485878278e-05,-9.8979861582552321e-05,-0.00010542738486049896,-0.00011116850592998923,-0.0001224756083214867
0.08476299,-4.4783616057701842e-05,-5.6420405508797174e-05,-7.6954403644569438e-05,-9.8932247571713747e-05,-0.00010546133051344007,-0.00011115357646147514,-0.000122552216268193
0.08481363,-4.4786490961897833e-05,-5.642176318287621e-05,-7.6925968395157886e-05,-9.8885679263850109e-05,-0.00010549587135221493,-0.00011113924531628924,-0.0001226298556607827
0.08486426,-4.4783990922003619e-05,-5.6422507162509529e-05,-7.6906556869639931e-05,-9.885171988665706e-05,-0.00010554266581860817,-0.00011113717013639067,-0.00012272020734399028
0.0849149,-4.4782087006146522e-05,-5.6429896384427471e-05,-7.6904744929403841e-05,-9.8840388650589219e-05,-0.0001056118750898598,-0.00011115752562339119,-0.00012283341993219233
0.08496553,-4.4785765808658009e-05,-5.6449855651952884e-05,-7.6927406692473959e-05,-9.8859811653163919e-05,-0.00010571248282563079,-0.00011120931995383537,-0.00012297842347228199
0.08501617,-4.4798877699076369e-05,-5.648688678865351e-05,-7.6979537656039857e-05,-9.8915985806553804e-05,-0.00010585059051365806,-0.000111298660057388,-0.00012316125667049285
0.0850668,-4.4823888055388653e-05,-5.6543732647740846e-05,-7.7064033968782708e-05,-9.9012504854504725e-05,-0.00010602995389331918,-0.00011142930567832419,-0.00012338564157844155
0.08511743,-4.4861949518933067e-05,-5.6621563361832816e-05,-7.7181873338918306e-05,-9.9150749756653244e-05,-0.00010625281585513997,-0.00011160351526776096,-0.00012365372936234015
0.08516807,-4.4912893654937072e-05,-5.671998076622321e-05,-7.7332196803926059e-05,-9.932996907867173e-05,-0.00010651828509605704,-0.00011182040507415282,-0.0001239645251403088
0.0852187,-4.4975502971260387e-05,-5.6837354216357524e-05,-7.7512715843549679e-05,-9.9547702980475644e-05,-0.00010682394072197473,-0.00011207755448112966,-0.00012431551842487004
0.08526934,-4.5047512797626957e-05,-5.6970782951184319e-05,-7.7719716559164752e-05,-9.9799835495643073e-05,-0.00010716643968154838,-0.00011237163534659913,-0.00012470329725402626
0.08531997,-4.5125966725409643e-05,-5.7116382795981572e-05,-7.7948346826400329e-05,-0.00010008092454866192,-0.0001075397652267288,-0.00011269664549788037,-0.00012512175192518876
0.08537061,-4.5207481963275485e-05,-5.7269602422771901e-05,-7.8192948827373644e-05,-0.00010038457773880105,-0.00010793752427706978,-0.00011304620981441213,-0.00012556444900748098
0.08542124,-4.5288130187216209e-05,-5.7425156687598931e-05,-7.8446965405056164e-05,-0.00010070338956949706,-0.00010835274295758964,-0.00011341337668231894,-0.00012602441967292754
0.08547188,-4.5363529555399435e-05,-5.7577074301554277e-05,-7.8702933444619715e-05,-0.00010102896082925833,-0.00010877621486533389,-0.00011378896193722738,-0.00012649246408267457
0.08552251,-4.5429009322026076e-05,-5.7718883717536139e-05,-7.8952692985222482e-05,-0.0001013521320452885,-0.00010919887100522546,-0.00011416392982839058,-0.00012695951234209548
0.08557315,-4.5479817136214015e-05,-5.7843920415288523e-05,-7.9187739379036769e-05,-0.00010166335335440135,-0.00010961103135096213,-0.00011452864375033666,-0.00012741593799302264
0.08562378,-4.5511357206139944e-05,-5.7945634224745125e-05,-7.939958312652156e-05,-0.00010195306918924987,-0.0001100023937201248,-0.0001148728423536136,-0.000127851563537319
0.08567442,-4.5519416515206977e-05,-5.8017869533083784e-05,-7.9580071443963735e-05,-0.00010221207043117731,-0.00011036402724304425,-0.00011518764544259845,-0.00012825757965030435
0.08572505,-4.5500333263919439e-05,-5.8055090872379201e-05,-7.9721662305142524e-05,-0.00010243177973291479,-0.00011068659823781293,-0.00011546376182954403,-0.000128624760427125
0.08577569,-4.545147426879223e-05,-5.8052962954437508e-05,-7.9818086153516911e-05,-0.00010260494054730353,-0.00011096245393089121,-0.00011569357288786241,-0.00012894557286179567
0.08582632,-4.5371393928211289e-05,-5.8008593099514214e-05,-7.9864668052278108e-05,-0.0001027259566410303,-0.00011118616060703398,-0.00011587167392365598,-0.00012921471772341792
0.08587696,-4.5258292828024936e-05,-5.7919111852804077e-05,-7.9856953248745864e-05,-0.00010278954485572131,-0.00011135142890214978,-0.00011599180041540145,-0.00012942600476198055
0.08592759,-4.5111369982950088e-05,-5.7782847125604673e-05,-7.9791912376567264e-05,-0.00010279195883354303,-0.00011145469377170525,-0.00011605041053267104,-0.00012957596518814693
0.08597823,-4.493054769748216e-05,-5.7599068326558768e-05,-7.9667699793606426e-05,-0.00010273076961683546,-0.0001114930421049199,-0.00011604460268463521,-0.00012966177848024001
0.08602886,-4.4716261563853567e-05,-5.7367782767241143e-05,-7.9483466608470921e-05,-0.00010260469563768928,-0.00011146469803879411,-0.00011597261164625248,-0.0001296817487634038
0.0860795,-4.4469374363510546e-05,-5.7089679915067222e-05,-7.9239313313619384e-05,-0.00010241355428347219,-0.0001113699908379172,-0.00011583476972522474,-0.00012963623201885636
0.08613013,-4.419121124148488e-05,-5.6766175619629175e-05,-7.8936353709974035e-05,-0.00010215833821554293,-0.00011120902313413615,-0.00011563118097613003,-0.00012952532609482201
0.08618077,-4.3883765629235568e-05,-5.6399651243719752e-05,-7.8576963738315403e-05,-0.00010184145595838085,-0.00011098455643194225,-0.00011536459350965984,-0.00012935179756944358
0.0862314,-4.3549998555260959e-05,-5.5993770795137912e-05,-7.8165124420784244e-05,-0.00010146706222299544,-0.00011070073408897626,-0.00011503913708531242,-0.00012911976851444928
0.08628204,-4.31941687185775e-05,-5.5553876030707476e-05,-7.7706841351570422e-05,-0.00010104147438674793,-0.00011036353383886779,-0.00011466076870568475,-0.00012883513900639406
0.08633267,-4.2822086159685687e-05,-5.5087288849902103e-05,-7.7210476333562371e-05,-0.0001005734863852324,-0.00010998261980743249,-0.0001142391382320962,-0.00012850748346581717
0.08638331,-4.2441171346903879e-05,-5.4603411447881596e-05,-7.6686711204783045e-05,-0.00010007416933342084,-0.00010956853008327207,-0.00011378475373803956,-0.00012814726175098873
0.08643394,-4.2060302783991117e-05,-5.4113583271212567e-05,-7.6148587652677798e-05,-9.9556785673711711e-05,-0.00010913488447135434,-0.00011331123036267135,-0.00012776797516978163
0.08648458,-4.1689496278389708e-05,-5.3630706375861937e-05,-7.5611355991092133e-05,-9.9037727544969834e-05,-0.0001086985601792362,-0.00011283542435614716,-0.0001273863703066685
0.08653521,-4.1339300037633171e-05,-5.316851701146595e-05,-7.5091083879276317e-05,-9.8533622798227527e-05,-0.00010827576935271342,-0.00011237354782783346,-0.00012701855696249707
0.08658585,-4.1019898661788825e-05,-5.2740551065437754e-05,-7.4603864087387732e-05,-9.8061022827905793e-05,-0.00010788317364363031,-0.00011194281461206196,-0.00012668167693286476
0.08663648,-4.0740541140110443e-05,-5.2359359774814966e-05,-7.4164967656826781e-05,-9.7635721903391919e-05,-0.00010753664109802708,-0.0001115588205646715,-0.00012639121332472236
0.08668712,-4.0508734049299114e-05,-5.2035491630258692e-05,-7.378765213267691e-05,-9.7271603175217466e-05,-0.00010725010381482104,-0.00011123529166464276,-0.00012616078722743211
0.08673775,-4.0329691258817642e-05,-5.177673555894865e-05,-7.3482224523169464e-05,-9.697967900275068e-05,-0.00010703461326576911,-0.00011098404274207065,-0.00012600214699134063
0.08678839,-4.0205931686286726e-05,-5.1587557412973275e-05,-7.3255364575764193e-05,-9.676745309978148e-05,-0.00010689771868512975,-0.0001108118658570826,-0.00012592207708844711
0.08683903,-4.0137136275396091e-05,-5.1468829030960318e-05,-7.3109572778181839e-05,-9.6638101477790464e-05,-0.0001068426596191245,-0.00011072238238800641,-0.00012592416328996469
0.08688966,-4.0120331912791721e-05,-5.1417981817387746e-05,-7.3043586113942209e-05,-9.6591124364032619e-05,-0.00010686902067272756,-0.00011071532692781726,-0.00012600810079738589
0.0869403,-4.0150015820642715e-05,-5.1429024120221633e-05,-7.3052418476385358e-05,-9.662226407482834e-05,-0.00010697264411747568,-0.00011078608459700138,-0.00012616927259649768
0.08699093,-4.0218911966923419e-05,-5.1493635793615099e-05,-7.3127159560852398e-05,-9.6722913338453885e-05,-0.00010714502566047585,-0.0001109268482321805,-0.00012639991389665146
0.08704157,-4.0318665144818248e-05,-5.160188337285804e-05,-7.3257214776814952e-05,-9.6882586326288111e-05,-0.00010737576557268616,-0.00011112670296138771,-0.00012668914621783862
0.0870922,-4.0439625085942504e-05,-5.1741889340891049e-05,-7.3429702534288303e-05,-9.7088332649688207e-05,-0.00010765196024606097,-0.00011137277316421987,-0.00012702413444642
0.08714284,-4.057256045966955e-05,-5.1902077333889826e-05,-7.3631768788481579e-05,-9.7327119180809629e-05,-0.00010796057308606366,-0.00011165250572191355,-0.00012739238694531524
0.08719347,-4.0708527651440435e-05,-5.2071024473073284e-05,-7.385039508837752e-05,-9.7585678611679106e-05,-0.0001082882830658165,-0.00011195188701860605,-0.0001277799598856473
0.08724411,-4.0839474467516701e-05,-5.2238186377253932e-05,-7.4073217811012899e-05,-9.7851272923582723e-05,-0.0001086222489860645,-0.00011225857224378421,-0.00012817453343703223
0.08729474,-4.0958480246397117e-05,-5.2394198853891863e-05,-7.4288894942617047e-05,-9.8112083625266486e-05,-0.00010895051499907083,-0.00011256036728900953,-0.00012856395604641992
0.08734538,-4.1059844242080475e-05,-5.253100883135385e-05,-7.448735179288804e-05,-9.8357519307559703e-05,-0.000109262318193415,-0.00011284613167097906,-0.0001289371550807143
0.08739601,-4.1139105004182433e-05,-5.2641970242440447e-05,-7.4659905232358708e-05,-9.8578386989770758e-05,-0.00010954828952802725,-0.00011310728102244385,-0.0001292856086615772
0.08744665,-4.119261185123772e-05,-5.2721464428947041e-05,-7.4798918414958638e-05,-9.8766575377416593e-05,-0.00010980016405102787,-0.00011333464241395447,-0.00012960012996935408
0.08749728,-4.1218874360632641e-05,-5.27663321311155e-05,-7.4899289872301173e-05,-9.8916529901933815e-05,-0.00011001226795270252,-0.00011352280482817528,-0.00012987530407611937
0.08754792,-4.1219818132747231e-05,-5.277707882359972e-05,-7.4959743237925088e-05,-9.9026551136906969e-05,-0.00011018283326710257,-0.00011367013873896722,-0.00013010955483614252
0.08759855,-4.1192191251432478e-05,-5.2749922087855526e-05,-7.4974983399647092e-05,-9.9090943143002974e-05,-0.00011030615260404894,-0.00011377035483045835,-0.00013029662805256906
0.08764919,-4.1137363429118149e-05,-5.2686087434741207e-05,-7.4945111454097546e-05,-9.9109443596143856e-05,-0.00011038202328311293,-0.00011382380111308261,-0.00013043684074714681
0.08769982,-4.1059009355372767e-05,-5.2589004049534858e-05,-7.4872922667626273e-05,-9.9084537339226556e-05,-0.00011041306105213659,-0.00011383266896804282,-0.00013053235920864432
0.08775045,-4.0961241363259372e-05,-5.2463842268780467e-05,-7.4763511323079949e-05,-9.902108157428159e-05,-0.00011040430811352483,-0.00011380175732641691,-0.0001305880222460738
0.08780109,-4.0849052761732891e-05,-5.2317193396635445e-05,-7.4623968120082318e-05,-9.8926014060272702e-05,-0.00011036292870667351,-0.00011373897585075405,-0.00013061172525742878
0.08785172,-4.0727825201042106e-05,-5.2156430546671469e-05,-7.4462677934509507e-05,-9.8807657138235555e-05,-0.00011029748241317273,-0.00011365206739179938,-0.0001306111503120492
0.08790236,-4.0603035470054266e-05,-5.1989169729323383e-05,-7.4288709530075418e-05,-9.8675109719922383e-05,-0.00011021729207016613,-0.0001135505918991649,-0.00013059582922589233
0.08795299,-4.0479957521311077e-05,-5.1822799295602056e-05,-7.4111161167578112e-05,-9.8537588145753381e-05,-0.00011013175698586697,-0.00011344427425881102,-0.00013057553669497003
0.08800363,-4.0363463030967944e-05,-5.1663993865314201e-05,-7.3938475732992763e-05,-9.8403734830725348e-05,-0.00011004964910887839,-0.00011334133289653031,-0.00013055847761435165
0.08805426,-4.0257377758206868e-05,-5.1518067342775471e-05,-7.377764136130755e-05,-9.8280797448262861e-05,-0.00010997828546266616,-0.00011324956556866483,-0.00013055239035057536
0.0881049,-4.0164586264641499e-05,-5.1389021907244186e-05,-7.363408788932797e-05,-9.8174480882172297e-05,-0.00010992338040478453,-0.00011317461233591076,-0.00013056290388597787
0.08815553,-4.0086939300388563e-05,-5.1279431553523692e-05,-7.3511500630577814e-05,-9.8088724816147816e-05,-0.00010988882947722976,-0.00011312004574357569,-0.00013059367823696857
0.08820617,-4.0025391099794278e-05,-5.1190638065309759e-05,-7.3412005838546844e-05,-9.802584631883436e-05,-0.00010987685843348962,-0.00011308881033653663,-0.00013064768909632775
0.0882568,-3.9980305612553053e-05,-5.1123224513073942e-05,-7.3336689594339385e-05,-9.798702770263818e-05,-0.00010988851795055085,-0.00011308147321842214,-0.0001307254817232456
0.08830744,-3.9951859642286728e-05,-5.1077588433572985e-05,-7.328627870943463e-05,-9.797299096830724e-05,-0.00010992436037432641,-0.00011309855497370831,-0.00013082760883492236
0.08835807,-3.9940242125962238e-05,-5.1054212826630318e-05,-7.3261585645229444e-05,-9.7984458893473502e-05,-0.00010998490750693314,-0.00011314129886387408,-0.00013095541657768064
0.08840871,-3.9946150320409061e-05,-5.105433717799315e-05,-7.3264289508146021e-05,-9.8022974948200342e-05,-0.0001100714738265164,-0.00011321030378570348,-0.00013110956435910244
0.08845934,-3.9970716670260136e-05,-5.1079987694040349e-05,-7.3297054018484049e-05,-9.8091072040448483e-05,-0.00011018634304814294,-0.00011330819718577131,-0.00013129271419368905
0.08850998,-4.0016086551592354e-05,-5.113446720384806e-05,-7.3364058279601926e-05,-9.8192859457019372e-05,-0.00011033336643683296,-0.00011343906388002686,-0.00013150904522642122
0.08856061,-4.0084958678414246e-05,-5.1221884746284112e-05,-7.3470507043886152e-05,-9.8333577197208264e-05,-0.00011051753906200806,-0.00011360738243581759,-0.00013176313758855705
0.08861125,-4.0180429627790983e-05,-5.1346802699949172e-05,-7.3622179796379439e-05,-9.8519180147561036e-05,-0.00011074460579757205,-0.00011381946342343716,-0.00013206133188405539
0.08866188,-4.0305587817775603e-05,-5.1513658594237448e-05,-7.382471555432722e-05,-9.8755629212057632e-05,-0.00011102037073691068,-0.0001140808095653392,-0.00013240909086872099
0.08871252,-4.046327724689502e-05,-5.1726305400250105e-05,-7.4082970430671517e-05,-9.9048238286558187e-05,-0.00011135006805061077,-0.00011439634511859801,-0.00013281138634448064
0.08876315,-4.0655608347977831e-05,-5.1987283492762592e-05,-7.4400100877457286e-05,-9.9400720558603646e-05,-0.00011173742029137849,-0.00011477057547275224,-0.00013327278371438899
0.08881379,-4.0883579155972605e-05,-5.22973317006374e-05,-7.4776902039143742e-05,-9.9814470102888031e-05,-0.00011218392706652773,-0.00011520416896080795,-0.00013379390323752535
0.08886442,-4.1146820985176437e-05,-5.2655085771811769e-05,-7.5211394487131501e-05,-0.00010028807244953251,-0.00011268837258239025,-0.00011569603892654765,-0.00013437354691912842
0.08891506,-4.1443461898151335e-05,-5.3056998319264178e-05,-7.5698718645510985e-05,-0.00010081710981090621,-0.0001132466189202834,-0.00011624243162033306,-0.00013500791881935825
0.08896569,-4.1770137626874566e-05,-5.3497287280185649e-05,-7.6231072365999189e-05,-0.00010139401026410625,-0.000113851437399192,-0.00011683541283619949,-0.00013568905690869361
0.08901633,-4.2122094157783527e-05,-5.396818209586994e-05,-7.6798048174119606e-05,-0.00010200831128384644,-0.00011449274661453819,-0.0001174652812432763,-0.00013640714176722167
0.08906696,-4.2493407515358313e-05,-5.4460748381270871e-05,-7.7387807644651105e-05,-0.00010264779226729938,-0.00011515871578201612,-0.00011812014594458663,-0.00013715010441801005
0.0891176,-4.2877560091083087e-05,-5.4965371591699115e-05,-7.7987647799492959e-05,-0.00010329904079238934,-0.00011583629773546646,-0.00011878648393400334,-0.00013790433501133933
0.08916823,-4.3267753194402238e-05,-5.5472259216169248e-05,-7.8584709929584973e-05,-0.00010394821176096207,-0.00011651195253034516,-0.00011945135723000189,-0.00013865680513984116
0.08921887,-4.3657267843648389e-05,-5.5972006784369099e-05,-7.9166760956116133e-05,-0.00010458188572309852,-0.00011717247061997399,-0.0001201011027210197,-0.0001393937015028896
0.0892695,-4.403950291163639e-05,-5.6455738696885156e-05,-7.9722495429195993e-05,-0.00010518746493780381,-0.00011780533802438444,-0.00012072296068735317,-0.00014010212354811214
0.08932014,-4.4408233260440395e-05,-5.6915403719747906e-05,-8.024194780128195e-05,-0.00010575368508069347,-0.00011839923140756506,-0.00012130640908557938,-0.00014077149884785233
0.08937077,-4.4757700184231753e-05,-5.734390665952044e-05,-8.0716678599066687e-05,-0.00010627088489859279,-0.00011894428821162018,-0.00012184073975831934,-0.00014139109005472191
0.08942141,-4.5082657047612546e-05,-5.7735184537512294e-05,-8.1139877000361503e-05,-0.00010673118063250283,-0.00011943229738914019,-0.00012231784938450619,-0.00014195271393850292
0.08947205,-4.5378422360165381e-05,-5.808419113328301e-05,-8.1506341281137155e-05,-0.00010712851821036513,-0.00011985678060186808,-0.00012273173260431746,-0.0001424502862448925
0.08952268,-4.5640996967274893e-05,-5.838699784839974e-05,-8.1812576401459774e-05,-0.00010745881921131369,-0.00012021317457685624,-0.00012307708491330347,-0.00014287852661648922
0.08957332,-4.5867194573932304e-05,-5.8641067281122822e-05,-8.205703453303926e-05,-0.0001077202475359011,-0.0001204991387617311,-0.00012335184674782965,-0.00014323545888273484
0.08962395,-4.6054835634597579e-05,-5.8845246637077694e-05,-8.2239954156172241e-05,-0.00010791305788194736,-0.00012071443981845167,-0.00012355588848980697,-0.00014352093962866904
0.08967459,-4.620297397476493e-05,-5.9000004980053951e-05,-8.2364158182389753e-05,-0.00010804041235690332,-0.00012086180595690081,-0.00012369136872171876,-0.0001437371449709816
0.08972522,-4.6312012722613585e-05,-5.9107429266371257e-05,-8.2433622757163385e-05,-0.00010810693335133225,-0.00012094551351032056,-0.00012376302784605726,-0.00014388890407016135
0.08977586,-4.6384037096390502e-05,-5.9170987282241113e-05,-8.245456293602861e-05,-0.00010811977789119411,-0.0001209724941612183,-0.00012377750963577926,-0.00014398295227547166
0.08982649,-4.6422390696963128e-05,-5.9196823681235936e-05,-8.2435777523863279e-05,-0.00010808895389848414,-0.00012095267501102482,-0.00012374436846780945,-0.00014402886892991753
0.08987713,-4.6431599574097202e-05,-5.919109509093168e-05,-8.2386076374466302e-05,-0.00010802469305237502,-0.0001208963602411813,-0.00012367460011016273,-0.00014403768893053446
0.08992776,-4.6417388849111764e-05,-5.9161663093375657e-05,-8.2315833184814504e-05,-0.00010793891582550298,-0.00012081570333492483,-0.00012357969608050838,-0.00014402101515475707
0.0899784,-4.6386344080811572e-05,-5.9116952895443847e-05,-8.2235728883632596e-05,-0.00010784390653819642,-0.00012072337127760598,-0.00012347226112371828,-0.00014399155958573642
0.09002903,-4.6345022714361023e-05,-5.9065136130494157e-05,-8.2155888485447055e-05,-0.00010775136969551187,-0.00012063158274301033,-0.00012336516366345113,-0.00014396219818579441
0.09007967,-4.6299853880271582e-05,-5.9014016362480816e-05,-8.2085413566598608e-05,-0.00010767187291566135,-0.0001205515167238481,-0.00012326879157652828,-0.00014394333702560312
0.0901303,-4.6256289005020781e-05,-5.8970056930347033e-05,-8.2031827591843161e-05,-0.00010761421349183429,-0.00012049263721155693,-0.00012319290013938135,-0.00014394481202459645
0.09018094,-4.6218531048314762e-05,-5.8938185548973244e-05,-8.2000552577622617e-05,-0.00010758483738990823,-0.00012046208231441688,-0.00012314488272076795,-0.00014397407870586924
0.09023157,-4.618922906789373e-05,-5.8921386120336442e-05,-8.1994670454290774e-05,-0.00010758754288822516,-0.00012046433144454166,-0.00012312867383881796,-0.00014403503383958596
0.09028221,-4.6169445260502613e-05,-5.8920723790496164e-05,-8.2014952602570655e-05,-0.00010762353682126593,-0.00012050123049477538,-0.00012314664657181814,-0.0001441299876001218
0.09033284,-4.6159057480733142e-05,-5.8935767428973638e-05,-8.2060345340951484e-05,-0.00010769193617259437,-0.00012057245072708583,-0.00012319832893501227,-0.00014425845113590337
0.09038348,-4.6156575161591433e-05,-5.8964511252525856e-05,-8.2128070851927837e-05,-0.00010778980036981743,-0.00012067549499075018,-0.00012328091036235099,-0.00014441759065400762
0.09043411,-4.6159734549720125e-05,-5.9004002915054123e-05,-8.2214280254103638e-05,-0.00010791285366464221,-0.00012080639199263375,-0.0001233911653221738,-0.00014460407551369119
0.09048474,-4.6165497845271358e-05,-5.9050363144828809e-05,-8.2314113400645887e-05,-0.00010805559495899867,-0.0001209598006417452,-0.00012352320533146624,-0.00014481189599142901
0.09053538,-4.6170609253198652e-05,-5.9099345189199013e-05,-8.2422274807377366e-05,-0.00010821193094768684,-0.00012112963430853488,-0.00012367090236881136,-0.00014503485410590703
0.09058601,-4.6171564533033123e-05,-5.9146311360171159e-05,-8.2533002882167829e-05,-0.00010837520041160855,-0.00012130910510971244,-0.00012382818453181478,-0.00014526685625551675
0.09063665,-4.6164449463010647e-05,-5.9186018999323015e-05,-8.2639830749810204e-05,-0.000108537981626188,-0.00012149055920691762,-0.00012398663805320595,-0.00014549941481608445
0.09068728,-4.6144931614369874e-05,-5.9212535243811121e-05,-8.2735463257034756e-05,-0.00010869202439882364,-0.00012166542995392535,-0.0001241379771644614,-0.00014572414772420715
0.09073792,-4.6108299351983448e-05,-5.9219279734640538e-05,-8.2811785581234684e-05,-0.00010882827272092868,-0.00012182427110761711,-0.00012427303596947381,-0.0001459318825128666
0.09078855,-4.6049681981107416e-05,-5.9199338671083812e-05,-8.286017277508481e-05,-0.00010893718671780608,-0.00012195710370041853,-0.00012438129667997127,-0.00014611213261211015
0.09083919,-4.5964307647037629e-05,-5.9145832932688571e-05,-8.2871889017317106e-05,-0.00010900912573432807,-0.00012205382470493644,-0.00012445315624881113,-0.00014625531103932407
0.09088982,-4.5848377189238358e-05,-5.9052896949745546e-05,-8.2839127169424402e-05,-0.0001090353795127395,-0.00012210523970370552,-0.00012447924762936524,-0.00014635204869776041
0.09094046,-4.5698027892716865e-05,-5.8914849969271763e-05,-8.2754262586826199e-05,-0.00010900741885280042,-0.00012210232750753473,-0.00012445023272749834,-0.00014639308566903369
0.09099109,-4.5510641778157842e-05,-5.8727483582164528e-05,-8.2611235453210801e-05,-0.00010891829060831091,-0.00012203765342832373,-0.00012435940843962901,-0.00014637185181678807
0.09104173,-4.5284917378610443e-05,-5.8488154808345247e-05,-8.24057224482087e-05,-0.00010876281954472001,-0.00012190560662386137,-0.00012420050536495167,-0.0001462822094015024
0.09109236,-4.5020796445077626e-05,-5.819587910023186e-05,-8.2135307425452119e-05,-0.00010853781464058618,-0.00012170262553635981,-0.00012397003097608587,-0.00014612072476469901
0.091143,-4.4719233690337646e-05,-5.7851101517729782e-05,-8.1799294978009596e-05,-0.0001082419294211072,-0.00012142706562339055,-0.00012366679313375245,-0.00014588626008368638
0.09119363,-4.4381924075138356e-05,-5.7455398878698759e-05,-8.1398420973638512e-05,-0.00010787539694568178,-0.00012107894165759876,-0.0001232901356218512,-0.00014557836027824251
0.09124427,-4.4011083639171363e-05,-5.7011181494183506e-05,-8.0934636510453673e-05,-0.0001074398366800989,-0.00012065974628231071,-0.00012284194438312384,-0.00014519905855337489
0.0912949,-4.3609355699054252e-05,-5.6521556564915814e-05,-8.0411048903315167e-05,-0.00010693816654426412,-0.00012017237262811164,-0.00012232503573726477,-0.00014475125424917598
0.09134554,-4.3179872442005692e-05,-5.599036148055458e-05,-7.983127260559973e-05,-0.00010637395422099921,-0.00011962045978173505,-0.00012174265136670229,-0.00014423827338482374
0.09139617,-4.2726433385723234e-05,-5.5422354003409315e-05,-7.9199925620340654e-05,-0.0001057520272337845,-0.00011900898587910399,-0.00012110041739034888,-0.00014366585608363672
0.09144681,-4.2253775988824389e-05,-5.4823537856956401e-05,-7.8525556693997349e-05,-0.00010508180262231348,-0.00011834759164411681,-0.00012040741556400354,-0.00014304318693723748
0.09149744,-4.1767809474306292e-05,-5.4201495676606963e-05,-7.7816751381959583e-05,-0.00010437230630484455,-0.00011764560055724739,-0.00011967298674859261,-0.00014237961488086954
0.09154808,-4.1275764194542553e-05,-5.3565599274770602e-05,-7.708371556834013e-05,-0.00010363398708749439,-0.00011691381380242098,-0.00011890845640133595,-0.00014168642950198693
0.09159871,-4.0786220517410727e-05,-5.2927044160739589e-05,-7.6339092249091696e-05,-0.00010287931889432841,-0.00011616507949168293,-0.0001181260728056857,-0.000140975903792486
0.09164935,-4.0308684979506053e-05,-5.2298360818797251e-05,-7.5597556646197426e-05,-0.00010212394463359251,-0.00011541541155405817,-0.00011734223346952384,-0.00014026444941495262
0.09169998,-3.9853207027408759e-05,-5.1692905194881547e-05,-7.4875536778813148e-05,-0.00010138536146191282,-0.00011468265158018821,-0.000116574887596745,-0.00013956996070619139
0.09175062,-3.9429627640940819e-05,-5.1123926725029125e-05,-7.4189334966567048e-05,-0.00010068091749564296,-0.00011398444668899856,-0.0001158413379085653,-0.00013890960336570863
0.09180125,-3.9046927364341926e-05,-5.0603699468663806e-05,-7.3554212800240002e-05,-0.00010002679224200577,-0.00011333721327340309,-0.00011515857704716149,-0.00013830027820762418
0.09185189,-3.8712441088314255e-05,-5.0142528312955282e-05,-7.2983367728634207e-05,-9.9436958135047811e-05,-0.00011275509040839502,-0.0001145404449399138,-0.00013775576556052143
0.09190252,-3.8431296426349977e-05,-4.9747997914952396e-05,-7.2487067284311016e-05,-9.8922521206993186e-05,-0.00011224928615714979,-0.0001139979905129881,-0.0001372869811994554
