Physical Time (s),enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv1,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv2,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv3,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv4,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv5,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv6,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv7
0.0060762,-0.0014154053774937535,-0.0012938055036710856,-0.0015062242179309097,-0.0018031542452651033,-0.0019079614994681269,-0.0019386967079787478,-0.0019391603058320334
0.00612683,-0.0015200974797809138,-0.0013113056119745043,-0.0012721256062340556,-0.0014006257503467504,-0.0014425556307393437,-0.0014537774716328912,-0.0014551755083092846
0.00617747,-0.0016097188021551002,-0.001310603887096791,-0.0010141465445593484,-0.00098080991482472142,-0.00097071247994491702,-0.00097152580188676271,-0.0009666488280466528
0.00622811,-0.0016839082465224787,-0.0012903936732611833,-0.00073377436491025487,-0.00054843654713704478,-0.00049662620276508512,-0.00049371548576565918,-0.00047838192618874565
0.00627874,-0.0017417090598294735,-0.0012491478541319569,-0.00043269235841820021,-0.00010784362774486458,-2.3714329576092393e-05,-2.1851247951890307e-05,3.7764548745837859e-06
0.00632937,-0.0017827533655532344,-0.0011861517050002362,-0.00011313221677809217,0.00033716632880187187,0.00044556707199777342,0.00044312632063259194,0.00047477918131305695
0.00638001,-0.0018067184511898866,-0.0011012748045399496,0.00022191895855527615,0.00078283600593801698,0.00090894501442222967,0.00090013743645101418,0.00093095887039142903
0.00643064,-0.0018127733583350747,-0.00099463932116754272,0.00056881500314138089,0.0012252750775851829,0.0013639442373052351,0.0013477330093924261,0.0013704722790259414
0.00648128,-0.0017990584319352353,-0.00086631446677012231,0.00092322375788880546,0.0016600824025900366,0.0018073503276256574,0.0017836712824880288,0.0017928470382485065
0.00653192,-0.0017634333742836505,-0.0007168624246377828,0.0012800735107006858,0.0020824111362223595,0.0022353612078097637,0.0022052189348668637,0.0021986313768320833
0.00658255,-0.0017042039101832526,-0.00054773023133803007,0.0016337287830518622,0.0024872593671276229,0.0026439998204581074,0.0026095587609869424,0.0025888657380486817
0.00663318,-0.0016193812036975053,-0.00036054221228599493,0.0019782896200917183,0.0028693625452101109,0.0030288570376828554,0.0029933787304190444,0.0029636958368375868
0.00668382,-0.0015070585274795075,-0.00015709363303528876,0.0023081815483113732,0.0032239371572959771,0.0033859430967360781,0.0033535608152989258,0.0033223119262308009
