Physical Time (s),enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv1,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv2,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv3,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv4,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv5,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv6,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv7
0.212667,3.9544902280370813e-05,4.8571467527615031e-05,6.763213235543269e-05,9.5071933908355175e-05,0.00012403730115235324,0.00014741890330836091,0.00013002313379126856
0.21271763,3.9631098297622314e-05,4.8677797654057546e-05,6.7748176445197092e-05,9.5183411286989966e-05,0.00012414940476155735,0.00014755330302655814,0.00013017905276400184
0.21276827,3.9739128560761531e-05,4.8813904736804397e-05,6.7900169429017837e-05,9.5332021560256199e-05,0.00012429701808884346,0.00014772200651164643,0.00013037120400604337
0.21281891,3.9870788909523791e-05,4.8982210818402408e-05,6.8090730361782534e-05,9.5520375047102268e-05,0.00012448275408298836,0.00014792709015143488,0.00013060196553341656
0.21286954,4.0027961282180079e-05,4.9185167072564548e-05,6.8322518363058505e-05,9.575113768014769e-05,0.00012470935569520658,0.00014817084651191882,0.00013087396533815676
0.21292017,4.0212422599374888e-05,4.9424985616097574e-05,6.8597894593963422e-05,9.6026699185445914e-05,0.00012497937397762927,0.00014845550101675939,0.00013118977790683295
0.21297081,4.0425656997115477e-05,4.9703345768434624e-05,6.8918551355200963e-05,9.6348803379608721e-05,0.00012529479514315534,0.0001487828733719261,0.00013155155466455052
0.21302145,4.0668667600631838e-05,5.0021099896721145e-05,6.9285149123238943e-05,9.6718182935493554e-05,0.00012565667122346264,0.00014915402454354922,0.00013196064632152918
0.21307208,4.0941617219378065e-05,5.0377857651128138e-05,6.9696835342996901e-05,9.7134060420660034e-05,0.00012606461445791207,0.00014956876305206445,0.00013241709249263184
0.21312271,4.1243745346721915e-05,5.0771936925404609e-05,7.0151154697141517e-05,9.7594033627029683e-05,0.00012651666413471976,0.00015002551338029029,0.00013291947474889008
0.21317335,4.1573190602019455e-05,5.1200170217289643e-05,7.0643781758933814e-05,9.809377209423479e-05,0.00012700895746202155,0.00015052097070366536,0.00013346456027741858
0.21322399,4.1926920042772021e-05,5.1657711369231496e-05,7.1168270421124289e-05,9.8626718844341258e-05,0.00012753539102306421,0.00015104973358325496,0.00013404692283073929
0.21327462,4.2300719997240375e-05,5.2138241111678659e-05,7.17164658642275e-05,9.9184468834895295e-05,0.00012808796199394732,0.00015160460448484511,0.00013465925402746494
0.21332525,4.2689469042823601e-05,5.2634196611651247e-05,7.2278637176155074e-05,9.9756871991350218e-05,0.00012865683464188829,0.00015217660377316082,0.00013529237866286622
0.21337589,4.3087218864402156e-05,5.3137012662428035e-05,7.2843858806170839e-05,0.00010033239963242101,0.00012923067634319833,0.00015275525212732078,0.00013593554213047997
0.21342653,4.3487516960979753e-05,5.3637628381947518e-05,7.3400652274750592e-05,0.00010089881005675522,0.00012979730985446616,0.00015332916155031431,0.00013657700205987208
0.21347716,4.3883596197797924e-05,5.4126879678020222e-05,7.3937558300953219e-05,0.00010144374585836484,0.00013034428750507778,0.00015388655195842634,0.00013720456084602905
0.21352779,4.4268735214874445e-05,5.4596019504627531e-05,7.44438313819774e-05,0.00010195548700453426,0.00013085966355016134,0.00015441597208422212,0.00013780629305145572
0.21357843,4.4636601477230954e-05,5.5037172231460784e-05,7.491005838035544e-05,0.00010242363725973679,0.00013133267945699407,0.00015490695031261954,0.00013837120827705167
0.21362907,4.4981578123576384e-05,5.5443819664113714e-05,7.5328802830492008e-05,0.0001028398475379963,0.00013175451016489708,0.00015535072134885316,0.0001388899899227944
0.2136797,4.5299051779090748e-05,5.5811067775886864e-05,7.5694951212687851e-05,0.0001031982315228427,0.00013211869471632705,0.00015574066220467542,0.00013935544588827647
0.21373033,4.5585613552740066e-05,5.6135740262517968e-05,7.6005840636347142e-05,0.0001034955564927189,0.00013242134907857713,0.00015607251472651203,0.00013976274004583948
0.21378097,4.5839232472886847e-05,5.641656921843329e-05,7.6261251953471331e-05,0.00010373128576667313,0.0001326612368217398,0.00015634447537984334,0.00014010949688005465
0.21383161,4.6059275216619433e-05,5.6654535720419066e-05,7.646402708458889e-05,0.0001039082377928082,0.00013284046367672644,0.0001565579153165999,0.00014039652268627205
0.21388224,4.6246359182674181e-05,5.6852912562856889e-05,7.6620301078025367e-05,0.00010403282602015838,0.0001329647640134921,0.00015671769488603273,0.00014062812677555556
0.21393287,4.6402298793554474e-05,5.7014964483594966e-05,7.6735351099271594e-05,0.00010411091746320661,0.00013303940846569865,0.00015682810072540542,0.00014080806182117646
0.21398351,4.6529864487736152e-05,5.7144780106625071e-05,7.6815485254253841e-05,0.0001041497053454201,0.00013307112699388577,0.00015689480425533351,0.00014094149102903433
0.21403415,4.6632220936978595e-05,5.7248328745924124e-05,7.6869485804628498e-05,0.00010415911726465021,0.00013306956667840568,0.00015692636105893941,0.00014103649406193449
0.21408478,4.6712897800029866e-05,5.7331408600955788e-05,7.6905789924673208e-05,0.0001041489219666161,0.0001330444105217976,0.00015693137302386545,0.00014110123399912599
0.21413541,4.6775682630992475e-05,5.7399219084886792e-05,7.6931920786164613e-05,0.00010412805777487996,0.00013300471085488439,0.00015691786057786539,0.00014114333113082956
0.21418605,4.6824254337769932e-05,5.7456703476222614e-05,7.6954748430682469e-05,0.00010410483141449554,0.00013295906084821957,0.0001568934694656758,0.00014117007339897665
0.21423668,4.6862101638296296e-05,5.7508305698743194e-05,7.6980201723985848e-05,0.00010408649881243453,0.00013291515906300338,0.00015686506731531463,0.00014118800631781055
0.21428732,4.6892286052095467e-05,5.755778970190345e-05,7.701309231800734e-05,0.00010407909432136799,0.00013287960873192438,0.00015683856986764289,0.00014120277382532282
0.21433795,4.6917124166479031e-05,5.7607787145603465e-05,7.7056661985230767e-05,0.00010408689773668026,0.00013285736837662885,0.00015681842152763878,0.0001412185635519174
0.21438859,4.6938040426155916e-05,5.7659599446728175e-05,7.7112279911985466e-05,0.00010411209808348299,0.00013285139213091806,0.00015680726407628072,0.00014123777301525392
0.21443922,4.695554323908549e-05,5.77131882333259e-05,7.717950093992115e-05,0.00010415485003783516,0.00013286265892206229,0.0001568059829908178,0.00014126106620930974
0.21448986,4.6969220781286256e-05,5.7767178381543129e-05,7.7256115487412053e-05,0.00010421329967889354,0.00013289015244560555,0.0001568137110935778,0.00014128735994337679
0.21454049,4.6977747520766858e-05,5.7819023518633435e-05,7.7338389569189676e-05,0.0001042838206853148,0.00013293105266179152,0.00015682802514456435,0.00014131400275520516
0.21459113,4.6979220037322969e-05,5.7865386465352751e-05,7.7421532269362405e-05,0.00010436148514279219,0.00013298115969490507,0.00015684535669080934,0.00014133722353275747
0.21464176,4.697152364408623e-05,5.7902635217925347e-05,7.7500285032647848e-05,0.00010444067150305468,0.00013303546533880177,0.00015686153272006191,0.00014135267220470956
0.2146924,4.695259246457277e-05,5.7927233197801424e-05,7.7569413863419815e-05,0.00010451560095356718,0.00013308868334907601,0.0001568722728779454,0.00014135591808219262
0.21474303,4.6920245552043039e-05,5.7935658993749225e-05,7.7623720985878529e-05,0.00010458039452621616,0.00013313528649207664,0.00015687317355805779,0.0001413424444423258
0.21479367,4.68730239166499e-05,5.7925286503807121e-05,7.7659011746842983e-05,0.00010463009197804053,0.00013317052828444283,0.00015686067656709484,0.00014130864451692411
0.2148443,4.6809497945230573e-05,5.7893699946635858e-05,7.7671474396353251e-05,0.00010466007406886415,0.00013318986834295004,0.00015683144263263702,0.00014125119910966832
0.21489494,4.6728967371461572e-05,5.7839422616306899e-05,7.7658465976151688e-05,0.00010466688933196566,0.0001331897988858922,0.00015678312563803298,0.00014116786533289232
0.21494557,4.6630942975219128e-05,5.7761322643566356e-05,7.7617944824994161e-05,0.00010464772205830077,0.00013316732054821707,0.00015671380202676586,0.00014105690688561053
0.21499621,4.6515267359406042e-05,5.7658707297808168e-05,7.7548552980106282e-05,0.00010460050697174056,0.00013312006307535958,0.00015662205150975269,0.00014091718958006937
0.21504684,4.6381834928776977e-05,5.7531040408731945e-05,7.7449278908487353e-05,0.00010452361166053077,0.00013304599048145053,0.00015650662421768798,0.00014074785402395099
0.21509748,4.6230474491094754e-05,5.7377821537900896e-05,7.7319262562887511e-05,0.00010441566704591237,0.00013294326391851788,0.00015636628305613378,0.00014054814868756188
0.21514812,4.6060880673786273e-05,5.7198521226630891e-05,7.7157682410520121e-05,0.00010427544395342125,0.00013281016267419226,0.00015619972142913051,0.00014031734336806585
0.21519875,4.5872628568465768e-05,5.6992572201744163e-05,7.6963723800455418e-05,0.00010410180676461309,0.00013264506245022655,0.00015600554064398322,0.00014005468926362645
0.21524938,4.5665242334182917e-05,5.6759426959582642e-05,7.6736622965872239e-05,0.00010389373284444582,0.00013244647642664419,0.00015578230729742696,0.00013975947903564369
0.21530002,4.5438325548954474e-05,5.6498656901924465e-05,7.6475767143152011e-05,0.00010365038367013879,0.00013221313129269016,0.00015552864940256039,0.00013943112276643957
0.21535066,4.519170558608604e-05,5.6210098349647401e-05,7.6180888712525113e-05,0.00010337129237591502,0.00013194415929212332,0.00015524347134381896,0.00013906934355281046
0.21540129,4.4925595224963943e-05,5.5894054115382223e-05,7.5852250817730278e-05,0.00010305653513010284,0.0001316392637943743,0.00015492613453792274,0.00013867434241217525
0.21545192,4.4640705905975966e-05,5.5551443542450561e-05,7.5490824690076724e-05,0.00010270692236274486,0.00013129891237242304,0.00015457666351543464,0.00013824699144593606
0.21550256,4.4338392503659465e-05,5.5183986948254462e-05,7.5098511512083305e-05,0.00010232422327160908,0.00013092456500883977,0.00015419599044818867,0.00013778905454189073
0.2155532,4.4020736765081387e-05,5.4794327857537056e-05,7.4678244560343106e-05,0.00010191127476963241,0.00013051879712151418,0.000153786103527954,0.00013730327071744761
0.21560383,4.3690585906007769e-05,5.4386093263142357e-05,7.4234055960634206e-05,0.00010147207129124016,0.00013008539464476229,0.00015335017362553714,0.00013679349367372361
0.21565446,4.3351530869244105e-05,5.3963860206906639e-05,7.3771067019512128e-05,0.00010101174567901391,0.00012962934467034091,0.00015289257828947361,0.00013626483050413954
0.2157051,4.3007817568145091e-05,5.3533064204310682e-05,7.3295400902534947e-05,0.00010053649370811015,0.00012915675970503386,0.00015241885425186567,0.00013572344251143209
0.21575574,4.2664180637606513e-05,5.3099831586126309e-05,7.2814024334958457e-05,0.0001000534112131674,0.00012867471083201788,0.00015193555045290875,0.00013517637553910451
0.21580637,4.2325651138587051e-05,5.2670744128225058e-05,7.2334502680374121e-05,9.9570256761888495e-05,0.00012819098867238629,0.0001514500045236924,0.00013463135564964178
0.215857,4.1997290810341592e-05,5.2252486952840735e-05,7.1864615333201346e-05,9.9095061558764134e-05,0.00012771371178016611,0.00015096995698273019,0.00013409637913449875
0.21590764,4.1683940812280722e-05,5.1851491109405437e-05,7.1411943635705055e-05,9.8635705570715765e-05,0.00012725089698014107,0.00015050312988224013,0.00013357929995053217
0.21595828,4.138998937328384e-05,5.1473605502704806e-05,7.0983477666526187e-05,9.8199521249451669e-05,0.00012681006160922598,0.00015005682787932903,0.00013308741537367046
0.21600891,4.1119137002367191e-05,5.1123772707071646e-05,7.058522339752173e-05,9.7792897014417553e-05,0.00012639782023077012,0.00014963753953916082,0.00013262708783184609
0.21605954,4.0874272983104351e-05,5.080583869235571e-05,7.0221943021144697e-05,9.7421018462193513e-05,0.00012601961760476312,0.00014925066628504075,0.00013220348252842936
0.21611018,4.0657371322577369e-05,5.0522412770612275e-05,6.989696861502587e-05,9.7087652977655264e-05,0.00012567949100486707,0.00014890027874072997,0.00013182032716601948
0.21616082,4.0469460058833614e-05,5.0274829979963128e-05,6.9612138259698026e-05,9.6795065929833788e-05,0.00012537997651034601,0.00014858901446993141,0.00013147983022629721
0.21621145,4.0310593150635927e-05,5.0063148499186687e-05,6.9367783028656023e-05,9.6543963208722377e-05,0.00012512203218516217,0.00014831799085216634,0.00013118262409548507
0.21626208,4.0179869451723267e-05,4.9886204503686436e-05,6.9162784344871156e-05,9.6333514196232048e-05,0.0001249050482924667,0.0001480868034485335,0.00013092779844649236
0.21631272,4.0075550838447743e-05,4.9741766785908846e-05,6.8994744454274387e-05,9.6161492462098298e-05,0.00012472698147556461,0.00014789364587630111,0.00013071294123758535
0.21636336,3.9995171618216219e-05,4.9626717792328575e-05,6.8860208068024386e-05,9.6024491871907463e-05,0.00012458456518134713,0.00014773550910067177,0.00013053453266791257
0.21641399,3.9935769824015416e-05,4.9537371399738109e-05,6.8755011288070713e-05,9.5918279382563307e-05,0.00012447365846288198,0.00014760851759764609,0.00013038826868472692
0.21646462,3.9893795934502225e-05,4.9469432183281191e-05,6.8674314449602479e-05,9.5837854772588875e-05,0.0001243892991255363,0.00014750797107658265,0.00013026902733139287
0.21651526,3.9865561817263459e-05,4.9418489594332137e-05,6.8613162043694464e-05,9.5778038136218281e-05,0.00012432629808670985,0.00014742893263475541,0.00013017154185571736
0.2165659,3.9847179400987602e-05,4.9380001138226535e-05,6.8566503083733709e-05,9.5733531314721779e-05,0.00012427929744023239,0.00014736627978638743,0.00013009047198360264
0.21661653,3.9834736023473653e-05,4.9349453806783829e-05,6.8529400566433885e-05,9.5699170933925603e-05,0.00012424302642110417,0.00014731495433796489,0.00013002066803130828
0.21666716,3.9824386755425229e-05,4.9322436731206063e-05,6.8497118496657478e-05,9.5670027683244e-05,0.0001242124147342154,0.0001472700697869867,0.00012995727856170969
0.2167178,3.981247049038655e-05,4.9294729289716574e-05,6.8465195338276671e-05,9.5641499490270042e-05,0.00012418270221348473,0.00014722701826025072,0.00012989584590064195
0.21676843,3.9795646576722279e-05,4.9262405402873466e-05,6.842951633583107e-05,9.5609398918663862e-05,0.00012414955937893238,0.00014718159623064534,0.00012983241808871708
0.21681907,3.977103517577244e-05,4.9221945484036592e-05,6.8386376688561073e-05,9.5570015056601129e-05,0.00012410917205674671,0.00014713009588284616,0.00012976362089534515
0.2168697,3.9736363618614487e-05,4.9170363353072347e-05,6.8332556734827018e-05,9.5520184034000475e-05,0.00012405834536134694,0.00014706941932257406,0.00012968675595867571
0.21692034,3.9690133122539408e-05,4.9105398300191343e-05,6.8265460652976645e-05,9.5457407900276941e-05,0.00012399462242399461,0.00014699721440207585,0.00012959991450191559
0.21697097,3.9631742020154238e-05,4.9025656331577119e-05,6.8183214669288335e-05,9.5379934100227583e-05,0.00012391636121284131,0.00014691196125092728,0.00012950204068681374
0.21702161,3.9561579204791967e-05,4.8930746852073696e-05,6.8084787924398111e-05,9.5286854105495878e-05,0.00012382282369865859,0.00014681307024968701,0.00012939300743883625
0.21707224,3.9481009253009271e-05,4.8821347900520471e-05,6.7970079841253171e-05,9.5178159075375501e-05,0.00012371421096213085,0.00014670091804310002,0.00012927363222678488
0.21712288,3.9392278685498674e-05,4.8699268821331951e-05,6.7840058189795526e-05,9.5054849447087853e-05,0.00012359176492863786,0.00014657694939739429,0.00012914575911802376
0.21717351,3.9298322614395304e-05,4.856738840308454e-05,6.7696817220105481e-05,9.4918965660999936e-05,0.00012345778635184201,0.00014644369038919797,0.00012901225071603931
0.21722415,3.9202549592324458e-05,4.8429499055502943e-05,6.7543560300180154e-05,9.4773560305857086e-05,0.00012331558678441268,0.00014630469430300451,0.00012887691836926442
0.21727478,3.9108507860835321e-05,4.8289996449902461e-05,6.7384448097261489e-05,9.4622551344996936e-05,0.0001231693271938637,0.00014616437625568536,0.00012874434107184034
0.21732542,3.9019564452888821e-05,4.8153503112233025e-05,6.7224335741071425e-05,9.4470494317941975e-05,0.00012302375508939798,0.0001460277360805231,0.00012861958560811802
0.21737605,3.8938680967917138e-05,4.8024580921861287e-05,6.7068478013041925e-05,9.4322335644556523e-05,0.00012288393480361679,0.00014590007469560433,0.00012850793066657818
0.21742669,3.8868298419638489e-05,4.7907464672187569e-05,6.6922272876554178e-05,9.4183216305254703e-05,0.00012275503586171187,0.00014578676630210035,0.00012841463787373764
0.21747732,3.8810276077586068e-05,4.7805811577627646e-05,6.679085486176722e-05,9.4058121377973535e-05,0.00012264196811793477,0.00014569287225365036,0.00012834458715074343
0.21752796,3.8765943588783923e-05,4.7722512790120413e-05,6.6678715842254181e-05,9.395154271761531e-05,0.0001225490655282469,0.00014562281276738403,0.00012830195701633162
0.21757859,3.8736210563514693e-05,4.7659646115100244e-05,6.658951683390145e-05,9.3867298793420793e-05,0.00012247991423198351,0.00014558018313220688,0.00012829006618682176
0.21762923,3.8721698827617976e-05,4.7618579734788445e-05,6.6526046266353304e-05,9.38084769621917e-05,0.00012243732313522618,0.00014556771791000549,0.00012831135108388664
0.21767987,3.872286498887908e-05,4.7600145907447472e-05,6.6490269359163482e-05,9.3777437235138402e-05,0.00012242335225043,0.00014558731869905087,0.00012836741853808128
0.2177305,3.874009294463815e-05,4.760480428284036e-05,6.6483438189855203e-05,9.3775856884429503e-05,0.00012243936967040218,0.00014564010687239217,0.0001284591129379337
0.21778113,3.8773790712401089e-05,4.7632860237891629e-05,6.6506316772495241e-05,9.3804896580799023e-05,0.00012248623453262975,0.00014572660811144696,0.00012858672106884101
0.21783177,3.882444620307623e-05,4.7684627214889644e-05,6.6559401464088533e-05,9.3865370452140884e-05,0.00012256446619996253,0.00014584692421130621,0.00012875016463214666
0.21788241,3.8892673573577821e-05,4.7760602877998422e-05,6.6643183823876116e-05,9.3957986934272515e-05,0.00012267449984881422,0.00014600099664123796,0.0001289492713267868
0.21793304,3.8979213588919352e-05,4.7861598944199468e-05,6.6758381197240969e-05,9.4083578169571735e-05,0.00012281692523722645,0.00014618885303521403,0.00012918402818478265
0.21798367,3.9085132273482338e-05,4.7988926796814886e-05,6.6906218247767094e-05,9.4243402956703472e-05,0.00012299278977069759,0.00014641092826321144,0.00012945490360921058
0.21803431,3.9211664584821882e-05,4.8144253132676934e-05,6.7088349332079287e-05,9.4439101190701958e-05,0.00012320356761304213,0.00014666805487809482,0.00012976284238975979
0.21808495,3.9360316088310998e-05,4.8329644431657611e-05,6.7306927186793836e-05,9.467279187519407e-05,0.00012345126573010869,0.00014696159947426242,0.00013010939200874436
0.21813558,3.9532850687082287e-05,4.8547483190842055e-05,6.7564508007853007e-05,9.4947002634435378e-05,0.00012373836768357657,0.00014729344353486948,0.00013049667112418847
0.21818621,3.9731140497274279e-05,4.8800229850295041e-05,6.7863760377086962e-05,9.5264394232448473e-05,0.00012406756936337944,0.00014766575596667316,0.00013092712157234304
0.21823685,3.9956974626672047e-05,4.9090145288685887e-05,6.8207111913207454e-05,9.5627409650441862e-05,0.00012444143805757211,0.00014808069157500148,0.00013140318644985337
0.21828749,4.0211837455743734e-05,4.9418964306453895e-05,6.8596338477381084e-05,9.6037863057401386e-05,0.00012486199818001283,0.00014854001054665324,0.00013192690756922538
0.21833812,4.04967674052115e-05,4.9787622919127104e-05,6.9032214942584875e-05,9.6496579982498747e-05,0.00012533036313920896,0.00014904474116969715,0.0001324995614199354
0.21838875,4.0811983974638083e-05,5.019585997645748e-05,6.951405404130855e-05,9.7002918979851856e-05,0.00012584624238411019,0.00014959470016580049,0.00013312115732772449
0.21843939,4.115678426447971e-05,5.0642129735981426e-05,7.0039576168887379e-05,9.7554609930847698e-05,0.00012640776222554043,0.00015018830953734781,0.00013379024236506704
0.21849003,4.1529387185247475e-05,5.112333621838048e-05,7.0604486179040959e-05,9.8147311382455174e-05,0.00012701098333438559,0.00015082210053439225,0.00013450338909618749
0.21854066,4.1926782420363909e-05,5.1634746076692038e-05,7.1202563029012478e-05,9.8774654483132688e-05,0.00012764992671745079,0.00015149070907728978,0.00013525518715742116
0.21859129,4.2344814598437783e-05,5.2170123666320182e-05,7.1825739145821437e-05,9.9428294362429516e-05,0.00012831659572715606,0.00015218685878026609,0.00013603822440048526
0.21864193,4.2778383143903664e-05,5.2721937847686025e-05,7.2464315130672157e-05,0.00010009809611309569,0.00012900113388819747,0.00015290146924368947,0.00013684320636610882
0.21869257,4.3221569368680999e-05,5.3281630957495249e-05,7.3107346794930368e-05,0.00010077252250375455,0.00012969218152422002,0.00015362395926012162,0.00013765926755504566
0.2187432,4.3667877721998517e-05,5.3840058807131866e-05,7.3743225415004657e-05,0.00010143920246091974,0.00013037741876704571,0.00015434273523845309,0.00013847446516510826
0.21879383,4.4110455180769415e-05,5.438788580271596e-05,7.4360249198275933e-05,0.00010208551921099825,0.00013104413574835508,0.00015504570729441342,0.00013927630362530177
0.21884447,4.4542468516214223e-05,5.4916170444932034e-05,7.4947381762152746e-05,0.00010269941635053186,0.00013168003743946067,0.0001557210457545752,0.00014005249494224381
0.21889511,4.4957416161700163e-05,5.5416790160701429e-05,7.5494846167748072e-05,0.00010327005917023786,0.00013227390345011341,0.00015635780009987463,0.00014079158692626974
0.21894574,4.5349473139770624e-05,5.5882907855767435e-05,7.5994741596168797e-05,0.0001037885381317253,0.00013281631213513643,0.00015694660016151075,0.00014148366796140906
0.21899637,4.5713793796233193e-05,5.6309349051407928e-05,7.6441524562950689e-05,0.00010424843294146996,0.00013330022229846109,0.0001574802282463187,0.00014212096350452942
0.21904701,4.6046740718167113e-05,5.6692609795797698e-05,7.683205241679787e-05,0.00010464593575153149,0.00013372112943158308,0.00015795378030765251,0.00014269800056407734
0.21909765,4.6346044152292784e-05,5.703122822176999e-05,7.716592702482333e-05,0.0001049802553151406,0.00013407750233806692,0.00015836512806952362,0.00014321207612955409
0.21914828,4.6610845638818074e-05,5.7325783720881037e-05,7.7445400617417781e-05,0.00010525355830766963,0.00013437076743689583,0.00015871493252184708,0.00014366328380476976
0.21919891,4.6841597434328863e-05,5.7578450520708193e-05,7.7674763674032596e-05,0.00010547036874059854,0.00013460474550337591,0.00015900611757989157,0.00014405398656692855
0.21924955,4.7039898819013075e-05,5.7793038287801437e-05,7.7860362266641249e-05,0.00010563757493873485,0.00013478570216848205,0.00015924395268070602,0.00014438890744991834
0.21930019,4.7208311675306352e-05,5.7974653189829554e-05,7.8010033534679028e-05,0.00010576384355723407,0.00013492180079599004,0.00015943553969487446,0.00014467462117130126
0.21935082,4.7350084696065454e-05,5.812822819282661e-05,7.813126623865451e-05,0.00010585773770879344,0.00013502126266364052,0.00015958800689354187,0.00014491774969464864
0.21940145,4.7468884935987004e-05,5.8259101035749895e-05,7.8231788633504357e-05,0.00010592824760811292,0.00013509292615561207,0.00015970910909969224,0.00014512557151213223
0.21945209,4.7568473060985047e-05,5.8372692474104374e-05,7.8319287326230767e-05,0.00010598443546439848,0.00013514589625312576,0.0001598069108475285,0.00014530571026608724
0.21950272,4.7652586543435421e-05,5.8474317300160941e-05,7.8401027616668308e-05,0.00010603497875958307,0.00013518908619788953,0.00015988936411648043,0.0001454657113507801
0.21955336,4.7724754573538682e-05,5.8568716692389848e-05,7.8483317756643738e-05,0.00010608756169936412,0.00013523059166970923,0.00015996372165204945,0.00014561245198785143
0.21960399,4.7788091424394263e-05,5.8659702850775433e-05,7.8571086671818435e-05,0.00010614830216298715,0.0001352770914112682,0.00016003596305846712,0.0001457515591756797
0.21965463,4.7844971332129887e-05,5.8749902862279232e-05,7.866757085530729e-05,0.00010622154851532782,0.0001353336135900212,0.00016011059272243156,0.00014588720219282607
0.21970526,4.7896935976981782e-05,5.8840731103779878e-05,7.8774332813896873e-05,0.0001063097225088744,0.00013540335353324958,0.00016019048729567711,0.00014602194163741732
0.2197559,4.7944579683834233e-05,5.8932249233731388e-05,7.8891076854533629e-05,0.00010641312712425997,0.00013548743674762786,0.00016027667337780138,0.00014615649393141675
0.21980653,4.7987548340623612e-05,5.9023170967196164e-05,7.9015718561594695e-05,0.00010653001943783021,0.00013558494964773828,0.00016036837970354121,0.00014628979077632986
0.21985717,4.8024576298519485e-05,5.9111017527392417e-05,7.9144606887102096e-05,0.0001066568424610937,0.0001356931355898758,0.00016046323255195126,0.00014641918206552136
0.2199078,4.8053835818474513e-05,5.9192534979682826e-05,7.9273033743652131e-05,0.00010678875463714845,0.00013580788839814969,0.0001605577309689055,0.00014654090737013049
0.21995844,4.8073182125159272e-05,5.9264058678577649e-05,7.9395697799646456e-05,0.00010692012963391005,0.00013592422393908553,0.00016064769805354342,0.00014665054964142782
0.22000907,4.8080313674182454e-05,5.9321794386244742e-05,7.9507092292659107e-05,0.00010704497598438912,0.00013603667759933496,0.00016072864682695198,0.00014674340099272377
0.22005971,4.8073099760965221e-05,5.9362236807795133e-05,7.9602019394877077e-05,0.00010715747933731644,0.00013613982974796019,0.0001607962548111927,0.00014681497417201725
0.22011034,4.8049840767273172e-05,5.9382478662995032e-05,7.9675988509635907e-05,0.00010725243371556475,0.00013622873056208371,0.000160846738785384,0.00014686139897988114
0.22016098,4.8009481482645861e-05,5.9380435317913014e-05,7.9725511809165158e-05,0.00010732557451153818,0.0001362992284335979,0.00016087712452198742,0.00014687966303891776
0.22021161,4.7950933589411738e-05,5.9354177422796962e-05,7.9747486001248517e-05,0.00010737299892438635,0.00013634739281267964,0.00016088462325267668,0.00014686704046409054
0.22026225,4.7873778789901905e-05,5.9302679677294958e-05,7.9739966605155702e-05,0.00010739198022490666,0.00013637033251557117,0.00016086739941011119,0.00014682183308124949
0.22031288,4.7777614058260972e-05,5.9225023086080441e-05,7.97013492490597e-05,0.00010738019261039673,0.00013636542575017345,0.00016082376017321684,0.00014674260326204256
0.22036352,4.7662330648338765e-05,5.9120657230078936e-05,7.9630588285401168e-05,0.00010733596405441105,0.00013633060259010619,0.00016075240505179935,0.00014662840985938888
0.22041416,4.7527748312563039e-05,5.8989043721351362e-05,7.952677421760555e-05,0.0001072578636139322,0.00013626396309316795,0.00016065201834048902,0.00014647839492028152
0.22046479,4.7373554693672473e-05,5.8829617927630629e-05,7.9389048369356177e-05,0.00010714461923760029,0.00013616372849994119,0.00016052121424207298,0.0001462917421284905
0.22051542,4.7199283985765032e-05,5.8641762008685423e-05,7.9216547666427489e-05,0.0001069950455780849,0.00013602821063864529,0.00016035851751316057,0.00014606761713942897
0.22056606,4.7004381658089619e-05,5.8424827189607069e-05,7.9008424617826875e-05,0.00010680803490967198,0.00013585582394985127,0.00016016239403613872,0.00014580518953267576
0.2206167,4.6788328316703197e-05,5.817826861465264e-05,7.8763946496207004e-05,0.00010658263889354097,0.00013564517362217449,0.00015993135366082126,0.00014550372665081957
0.22066733,4.6550798902048045e-05,5.7901752995911758e-05,7.8482686790089777e-05,0.0001063182370828729,0.00013539522677631747,0.00015966414007634257,0.00014516277346105354
0.22071796,4.6291826569283377e-05,5.7595364183931526e-05,7.8164706595087107e-05,0.00010601471863436226,0.00013510548257730169,0.00015935991489961142,0.00014478231026750874
0.2207686,4.6011945760584123e-05,5.7259790168941639e-05,7.781072888157672e-05,0.000105672647437503,0.00013477614179591285,0.00015901844516783776,0.00014436292109678403
0.22081924,4.5712338372217322e-05,5.6896519473572711e-05,7.7422389187105711e-05,0.00010529352552850478,0.00013440837436087534,0.00015864038290434445,0.00014390605962912679
0.22086987,4.5394911852003294e-05,5.6507979707296693e-05,7.700236273882752e-05,0.00010487993476021296,0.00013400447513519588,0.0001582274465319394,0.00014341422263443039
0.2209205,4.5062346613487041e-05,5.6097597636257128e-05,7.6554436794490862e-05,0.00010443560170301503,0.00013356794004102906,0.00015778252175331845,0.00014289103631172188
0.22097114,4.4718088819164969e-05,5.5669778418849932e-05,7.6083529310654616e-05,0.00010396544568815787,0.00013310353361394603,0.00015730976607716097,0.00014234129608396357
0.22102178,4.4366273244701064e-05,5.5229826419748318e-05,7.5595618267627359e-05,0.0001034755009052759,0.00013261719944309867,0.00015681454525232291,0.00014177085996453249
