Physical Time (s),ev_right Monitor (kg-m/s^3): right_cv1,ev_right Monitor (kg-m/s^3): right_cv2,ev_right Monitor (kg-m/s^3): right_cv3,ev_right Monitor (kg-m/s^3): right_cv4,ev_right Monitor (kg-m/s^3): right_cv5,ev_right Monitor (kg-m/s^3): right_cv6,ev_right Monitor (kg-m/s^3): right_cv7
0.0528123,3.2396926551108716,4.0395488211834554,1.0414693898711698,2.2704506918985743,0.16889371084031837,0.0038109353428864377,2.7316510057736262e-05
0.05286294,3.2522832138135414,3.9742152439917744,1.1620174072125937,2.3105437792715229,0.17151762238240623,0.0038602688852205917,2.744337059361885e-05
0.05291357,3.2671784595918623,3.905017444846167,1.2841019282235255,2.3453619688627363,0.17416117011664101,0.0039110929102232706,2.7597056606950383e-05
0.05296421,3.284338866274422,3.8186410066659362,1.4067524645037728,2.3748537044098121,0.17683560936448833,0.0039631752679858542,2.7775551884353851e-05
0.05301484,3.3043261684139686,3.6848701374595096,1.5289851635350553,2.3989972241897419,0.17955188938300515,0.0040163282327281219,2.797690823169283e-05
0.05306548,3.327802485194522,3.4677177677860835,1.649788552760284,2.417811875714301,0.18232038189489974,0.0040704019720398076,2.8199410282575697e-05
0.05311611,3.3556086985457365,3.1446808281085445,1.7681598182901272,2.431365009231353,0.18515123049644361,0.0041252839339757097,2.8441704030881507e-05
0.05316675,3.3889317009642181,2.7227897510694965,1.8830521923553216,2.439755899428445,0.18805455022163731,0.0041809242769636368,2.8702889512367413e-05
0.05321738,3.4286059777708595,2.2356509230117592,1.993369630299703,2.4431185998703504,0.19104099066398461,0.0042373099789607604,2.8982565306887135e-05
0.05326802,3.4757639019424853,1.7284645767669717,2.0979616903591127,2.4416537792262414,0.19412220483277598,0.0042944928492830029,2.9280835866186258e-05
0.05331865,3.5316461670748596,1.2430660426168163,2.1957057034009435,2.4355216269537934,0.19731097548080198,0.0043525613372725784,2.9598259188939829e-05
0.05336929,3.5970001699786298,0.81253659303917947,2.2856443622500371,2.4249329726008364,0.20062158508978858,0.0044116526753768112,2.9935755786796639e-05
0.05341993,3.6715319191090154,0.46213785705304272,2.3670468117598209,2.4101304108283608,0.20407047454864369,0.0044719364242310003,3.0294493723396166e-05
0.05347056,3.7523224961151889,0.21026317265501981,2.4392402283081807,2.3912860704570407,0.20767656207818352,0.0045335989619283475,3.0675714034756276e-05
0.0535212,3.8333527319344509,0.067959560600305821,2.5015859934583111,2.3685679571456846,0.21146151960534038,0.0045968345633918654,3.1080532681130122e-05
0.05357183,3.9047088661724865,0.038142051578467465,2.5528841223234706,2.3421739662525152,0.21545009561515768,0.0046618435916466316,3.1509736226717861e-05
0.05362247,3.9501931594235855,0.11588320660904877,2.5915442880412476,2.3122559882999734,0.21967018752072429,0.0047288030830568498,3.1963560307230712e-05
0.0536731,3.9549816922499743,0.28927807030983588,2.6155900824741041,2.2788987227651232,0.22415321397007515,0.0047978626229699716,3.2441478115211657e-05
0.05372374,3.8827446039950422,0.54064141988271064,2.6233263243457832,2.2422123373628979,0.22893407126437867,0.0048691472657219027,3.2942000894681496e-05
0.05377437,3.6871674703692769,0.84814222595970523,2.6140991582657382,2.2022306995019552,0.23405115909218313,0.0049427582784759014,3.3462508264132888e-05
0.05382501,3.3360140759174497,1.1867382096905885,2.5884712118087281,2.1590085031188941,0.23954594262753595,0.005018772724657076,3.3999129086081082e-05
0.05387564,2.8333973108467636,1.5297067987942603,2.5466111768028528,2.112667877695519,0.24546268803123028,0.00509726899636497,3.4546660882960205e-05
0.05392627,2.2387468713152723,1.8518207043042552,2.4889220549730018,2.0633954464179873,0.25184723451251712,0.0051783284221941939,3.509857868487182e-05
0.05397691,1.634641629986709,2.1332731542473478,2.4162549413789631,2.0113799273361024,0.25874537977754902,0.0052620541819447999,3.56471074904678e-05
0.05402754,1.0957525757020519,2.362284147740926,2.3300772978794466,1.9567962912506069,0.26620053026848933,0.0053485830230060325,3.6183387030238684e-05
0.05407818,0.66632588176596996,2.5350831821013928,2.2321534597376398,1.8998179622458342,0.27425041178528425,0.0054380781514473849,3.6697732961368396e-05
0.05412881,0.3646660162914161,2.6534433318025985,2.1242892231006065,1.8405969989737527,0.28292340558788415,0.0055307271264678111,3.7180010018148793e-05
0.05417945,0.19638196546095313,2.720942607550366,2.0083519658389597,1.7792912757234725,0.29223604519930774,0.0056267214501401295,3.7620084671640517e-05
0.05423008,0.15574405125104079,2.7413704132976289,1.8861030440149278,1.7160654580407071,0.30219460134950632,0.0057262526699283015,3.8008333316683112e-05
0.05428072,0.23564249653476299,2.7187538579783368,1.7594479848615696,1.6510870940516913,0.31279634908599452,0.0058295706412251052,3.833615918740308e-05
0.05433135,0.42148309858231181,2.6585519907727777,1.6302832381226502,1.5845289524223396,0.32403121033439386,0.0059370253643420724,3.8596544139163972e-05
0.05438199,0.68851413576821818,2.5709036581436249,1.5005430207150139,1.5165667974404793,0.33588581279597135,0.0060490924580729249,3.8784563487845163e-05
0.05443262,1.0065328599188463,2.471205803202372,1.3722228748400611,1.4474011049074802,0.34834760976727885,0.0061663729017911034,3.8897781024261789e-05
0.05448326,1.3458565718384363,2.3781554572731611,1.2472356282714312,1.3772421794381744,0.36140849072227821,0.0062896256679891172,3.8936484939964563e-05
0.05453389,1.6806147663446576,2.3054757316951826,1.1273141261509101,1.3063784840761792,0.37507130260488902,0.006419694028014027,3.8903762909683192e-05
0.05458453,1.9890769856476584,2.2581108688604785,1.0138732910199066,1.2352411739918732,0.38935268680366797,0.0065573940270634429,3.8805388651381659e-05
0.05463516,2.2529033001957441,2.2336864338707976,0.90797727902453884,1.1644593367643874,0.40428957529240883,0.006703456676341148,3.8649539646139463e-05
0.0546858,2.4575814307680495,2.225976058283516,0.8103707810120081,1.094843641181886,0.41995069412191888,0.0068585990017128633,3.844637408849101e-05
0.05473643,2.5954190825216248,2.2280434120690829,0.72153310157819051,1.0274149472842475,0.43644570147785222,0.0070236046509739494,3.8207581498751788e-05
0.05478707,2.6721044581923117,2.2344220170488858,0.64174602313242801,0.96324961387644736,0.45393453465135403,0.0071991796022646349,3.7945762420673107e-05
0.05483771,2.6988693745984009,2.2422656638157257,0.57117518604400053,0.90323981205962101,0.47263039326788658,0.0073858760575355991,3.767389322009405e-05
0.05488834,2.6860624813600005,2.2510173452577305,0.50991804595983847,0.84788423049734174,0.49279229235207678,0.0075839659675105697,3.740466480862333e-05
0.05493898,2.6441561897061323,2.2615396181091909,0.45803895527389688,0.797311670818455,0.51470464358062473,0.0077935008209004519,3.7150259534254014e-05
0.05498961,2.5888493969599291,2.2751274223849136,0.41556726784746506,0.75134353084872141,0.53863846498219847,0.0080142819152385896,3.6921961449773522e-05
0.05504025,2.5336601613445939,2.292796319988998,0.38249470623561543,0.70957546636948854,0.56478520167993751,0.0082458853059861874,3.672990744527686e-05
0.05509088,2.4852957324424096,2.3148292286935908,0.35876413359882098,0.67147255303204012,0.59318972335048747,0.0084876695046983298,3.6582914554285435e-05
0.05514152,2.4458063224007671,2.34034326539454,0.34424917302751012,0.63646705599570186,0.62367336802498707,0.008738860124808151,3.6488350867253939e-05
0.05519215,2.4151086345013755,2.3665931585394762,0.33874201661346953,0.60402947460120293,0.65582268518280473,0.0089986484710251856,3.645203115781262e-05
0.05524278,2.3923171219514923,2.3885495642863774,0.34194811005234627,0.57370325250635179,0.68908956465948601,0.0092663249293421027,3.647816183515005e-05
0.05529342,2.3761797937180211,2.3998152240573156,0.35348585176006703,0.54511885606980826,0.72291284134991574,0.0095413826371611998,3.6569345883964728e-05
0.05534405,2.3653309883306242,2.3946261751178106,0.37288988316672073,0.51799087801880239,0.75677752665992948,0.0098235428018585494,3.6726691211577782e-05
0.05539469,2.3586104830187811,2.3702462164547109,0.39960774305702368,0.49211137767318197,0.79025249345961668,0.010112779290883779,3.6949880492928596e-05
0.05544532,2.3552369036982626,2.3288186327990639,0.43301819138501346,0.46731807193043706,0.82301061071297688,0.010409162033807356,3.7237319139141989e-05
0.05549596,2.3548657839868445,2.2776127578130101,0.47243338165831805,0.44348885101065483,0.85483687189833868,0.010712796100693475,3.7586296358215036e-05
0.05554659,2.3574050038736702,2.2274837896494537,0.5171050791065982,0.42053460479563842,0.8856306820801616,0.011023736354072416,3.7993191329546086e-05
0.05559723,2.3630732136286703,2.1884415943531419,0.56624042273525665,0.39841537496231089,0.91539376417718576,0.011341929438387677,3.8453667273009646e-05
0.05564786,2.3719470541682544,2.1639512015664275,0.61900789714862459,0.37711631652742222,0.94421085627044077,0.011667133445237222,3.8962868285953293e-05
0.0556985,2.3843120153236526,2.145023550091091,0.67453899716737065,0.35662637193375585,0.97223436102171845,0.011998861059878583,3.9515567085734061e-05
0.05574913,2.4005605940919432,2.1117793342325477,0.73194842975606811,0.33696423779858159,0.9996674786030102,0.012336398971081755,4.010625286550917e-05
0.05579977,2.4210761693516929,2.0363359794313221,0.79034866191290476,0.31815824747744376,1.0267573873699092,0.012678873416007966,4.0729160594184946e-05
0.0558504,2.4462119622233933,1.8943216999418866,0.84886906499439663,0.30024842214370262,1.0537880516806102,0.013025306466142535,4.1378221202581828e-05
0.05590104,2.4764232902800747,1.6805489416057127,0.90668282950032297,0.28326727456504425,1.0810672404068364,0.01337472614074996,4.2046934003527945e-05
0.05595167,2.5123482383763518,1.4115390358880704,0.96302643683677192,0.26722950619301272,1.1089384039746186,0.013726262793102902,4.2728213840859071e-05
0.05600231,2.5547843954849228,1.1153687481348009,1.0172064924275943,0.25213904550220356,1.1378324231642518,0.014079227582195182,4.3414220365092481e-05
0.05605294,2.6045723411519757,0.82050363098900492,1.0686142914891588,0.23800153918098563,1.1682707613546492,0.014433127461333824,4.4096190599098102e-05
0.05610358,2.662261610368335,0.55057111555747917,1.1167990067463973,0.22484100745023852,1.2008839643375353,0.014787677626986897,4.4764375832211578e-05
0.05615422,2.7274650751884013,0.32434103464434405,1.1615204141130437,0.21271439347298465,1.2364236375665927,0.015142774683487912,4.5407997485604688e-05
0.05620485,2.7981420049983918,0.15693731870496097,1.2027052428661822,0.20172004941796315,1.2757687013761083,0.015498422346533529,4.6015375975847697e-05
0.05625549,2.8699545604292216,0.060396284741948372,1.2403898184622415,0.19198825955742604,1.3199016987250294,0.015854651676872514,4.6574221023074407e-05
0.05630612,2.9367530294737363,0.043341908877066168,1.2746133932619506,0.1836654735407835,1.3698916278638014,0.016211423522594505,4.7071919363268956e-05
0.05635676,2.9906770537725476,0.11021060727668518,1.3053087416282811,0.17690275823196933,1.4268225624066464,0.016568571761939488,4.7496088665228853e-05
0.05640739,3.0232682616668027,0.26037436643007034,1.3321954775996911,0.17183909692407789,1.4916572472035352,0.016925824276223061,4.7835193595463152e-05
0.05645803,3.0296575929208123,0.4880198438346296,1.3547218098355052,0.16858639835861902,1.5649970999743927,0.017282850347936765,4.807915921329054e-05
0.05650866,3.0009873007042769,0.7827399538170523,1.3721063465614709,0.16721817193958505,1.6467481607060244,0.017639296502240616,4.8220025765590937e-05
0.05655929,2.915911445531739,1.1305681220906876,1.3835154445069373,0.16776337206970304,1.7359401096983162,0.017994811100022857,4.8252614099318649e-05
0.05660993,2.7595431290037857,1.5145412415773274,1.3882438828923223,0.17020610323541263,1.8307179878741748,0.018349031915547584,4.8175068986720706e-05
0.05666056,2.5279334767109796,1.9152165456544887,1.3858057600780167,0.17449088102527577,1.9286017917380498,0.018701577921714348,4.7989313834713375e-05
0.0567112,2.2342002670927661,2.3118081239723649,1.3757908223072666,0.18053263006086592,2.0267224915380551,0.019052067559150898,4.7701355271178751e-05
0.05676183,1.9012104460701162,2.6841698683377095,1.357689599600578,0.18822757012569324,2.1222195866957509,0.019400185109752797,4.7321184995342704e-05
0.05681247,1.5516272464925063,3.0154862162903808,1.3312807853181607,0.19746291088850376,2.2124199195398417,0.019745685119704662,4.6862486110666422e-05
0.0568631,1.2090033556112803,3.2945636191969023,1.2968169797620599,0.20812421588172145,2.2951733721629064,0.020088344576972034,4.6342221166106321e-05
0.05691374,0.89295488701659054,3.5169001563616744,1.2549643239835679,0.22010310530896915,2.3688599470480902,0.020427916219039464,4.5779884538829426e-05
0.05696437,0.62534081219690696,3.6830908556175341,1.2063737496610132,0.23330461821909096,2.4326342654939657,0.02076409130494701,4.5196653280272494e-05
0.05701501,0.42430990775998878,3.7958387994623788,1.1517536769215886,0.24765554597713674,2.4862892054912202,0.021096568204227992,4.4614422673027292e-05
0.05706564,0.30864641352249117,3.8591893277012157,1.0919420393265522,0.26311080096890482,2.5303357963030391,0.021425110253964555,4.4054844132186394e-05
0.05711628,0.29458777337910436,3.8782305997664763,1.0279061438245698,0.27965860870907155,2.5651848564427318,0.021749594995522169,4.3538203348963809e-05
0.05716691,0.39541677325724839,3.8584150149013015,0.96068533728374494,0.29732601516144058,2.5909432615787633,0.022069992665471619,4.308272390960629e-05
0.05721755,0.61559473500361328,3.8066009200773889,0.89132983712470881,0.31618467241046172,2.6073200991998835,0.022386306609625484,4.2704109030865916e-05
0.05726818,0.94466591572939707,3.7318469256606659,0.82086456993033863,0.33635497415896015,2.6143954613638662,0.022698579812728683,4.2415191597843127e-05
0.05731882,1.3540581834981131,3.6455894721106268,0.7502158541541144,0.35800869707129057,2.6121512927212405,0.02300691563438945,4.2225812169085494e-05
0.05736945,1.8029240665952357,3.5606157577334407,0.68022831471656986,0.38136175958356822,2.6012077451218452,0.023311497397254636,4.2142827299605514e-05
0.05742009,2.2455893679832415,3.4880733549229155,0.61171144181036829,0.40665843638051941,2.5818159836252437,0.023612582298033653,4.2170396455651529e-05
0.05747073,2.6408978265659266,3.4342239056139325,0.54545627156448317,0.43415526077203909,2.554896071979746,0.023910519372669477,4.2310315699308329e-05
0.05752136,2.9599774856301662,3.4001057471579723,0.48224776286439991,0.46409096125153554,2.5208910301516498,0.024205689025099987,4.2562305700255573e-05
0.057572,3.1923529198654941,3.383624415200492,0.42287556236038426,0.49665090992230737,2.4806723555316186,0.024498478905391169,4.2924232026796245e-05
0.05762263,3.3429741869329672,3.3805693633959319,0.36813044430399189,0.53193505224586057,2.4344983545646226,0.024789280241465803,4.3392131133623702e-05
0.05767327,3.4246000389424123,3.3842118312708558,0.3188347510159919,0.56993471440867949,2.3830452335872745,0.025078395267384087,4.3960155038005809e-05
0.0577239,3.4518410946910909,3.3862733788823065,0.27586440388065803,0.61052169460269212,2.3267321963794454,0.025366161664757948,4.4620605004390902e-05
0.05777454,3.4433343402172665,3.3791528042221906,0.2401249124137515,0.65346014407646746,2.2660917831291707,0.025652578793722007,4.5363654129018298e-05
0.05782517,3.4213162230944909,3.3591292868442153,0.21244360349059996,0.69843931421823269,2.2014599109960713,0.025937808532508849,4.6177193664835567e-05
0.0578758,3.4010621196487105,3.3289718435652769,0.19336613418618392,0.74513981154006637,2.133374997701273,0.026221703075850016,4.7046765078841802e-05
0.05792644,3.3890797357447879,3.2974825553073264,0.18294169113786926,0.79332657594184031,2.0623363420581766,0.026504281159718854,4.7955673954837668e-05
0.05797707,3.3861571589428738,3.2746611240211365,0.18067737019066238,0.84288011933353624,1.9887951585940078,0.0267852711247668,4.8885342960920524e-05
0.05802771,3.3905118474277174,3.2620498623815823,0.18571960240295998,0.89379304681217209,1.9131511176951883,0.027064320416725837,4.9815936488745448e-05
0.05807834,3.3999093495623627,3.2455975449027656,0.19706090440040175,0.94612705294297761,1.8357459740672863,0.027341013493442853,5.0727380667190604e-05
0.05812898,3.4127395723413549,3.1965730910173704,0.21374080528544415,0.99993684166835461,1.7569023572084481,0.027614910866234299,5.1600244294797743e-05
0.05817961,3.4283515091912404,3.0795616214462291,0.23489024913239523,1.0551549451559734,1.6769329708456802,0.027885690717818448,5.2416713235514934e-05
0.05823025,3.4468446341911791,2.8708603868774398,0.25972714889483972,1.111472521924646,1.5961521253111894,0.028153082822363285,5.3161810663063988e-05
0.05828088,3.4688548881038814,2.5725270952860995,0.28749478144646251,1.1682576813270822,1.514884199231481,0.028416817138441106,5.3824410073657938e-05
0.05833152,3.4951506198359468,2.2095244611911524,0.31743629970973442,1.2245368601767268,1.4334526464340807,0.028676750649399903,5.4398047976959784e-05
0.05838215,3.5267049562284964,1.8163057224883246,0.3487681981982369,1.2790165852861284,1.3521858414814873,0.028932746773725107,5.4881383984001488e-05
0.05843279,3.5647505328738545,1.4238398076208041,0.38068966264669518,1.3301914300540241,1.2714096084774338,0.029184718331406664,5.5278287730404872e-05
0.05848342,3.6101818717821939,1.055647044988252,0.41250901297348103,1.3764539195903807,1.1914364344629969,0.029432709165573619,5.5597554407626703e-05
0.05853406,3.6643619649759236,0.72859506617938374,0.44360944028291444,1.4163886202167619,1.1125573096106693,0.029676699980070994,5.5852285275115095e-05
0.05858469,3.7282553125637765,0.45528175745525895,0.47305425003179957,1.4487790060907781,1.0350529493517551,0.02991677349450745,5.6058911173585616e-05
0.05863533,3.801746907716435,0.24571452371347616,0.49997720877231289,1.4729462869992771,0.95920136877255491,0.030152978516721621,5.6236028396789892e-05
0.05868596,3.8823392159221179,0.10764520268433181,0.5239451884814319,1.4885743846372859,0.88528047334303783,0.030385411805729984,5.6403149696514484e-05
0.0587366,3.9645173296674523,0.046093575266822506,0.54486990534972879,1.4947437487000503,0.81355642272110651,0.030614147427162675,5.6579428596987336e-05
0.05878724,4.0389876265632134,0.062423212253350104,0.5628804211570384,1.4908666539740572,0.7442805533503426,0.030839294646928622,5.6782514806495576e-05
0.05883787,4.0909601854505162,0.15366289570180386,0.57823187102512241,1.4767112580816533,0.67769409100409561,0.031060929205792578,5.702750980578863e-05
0.05888851,4.1058188378190374,0.31301124945130482,0.59127098625037056,1.4519343279838757,0.61402300053812797,0.031279159438504033,5.7326082510986433e-05
0.05893914,4.0505713876797804,0.53058277998868197,0.60241534409156938,1.4167300634919553,0.5534810652706269,0.031494063552944304,5.7685780658601281e-05
0.05898978,3.8781969906356757,0.79377681191594385,0.61212617122189272,1.3717447495917359,0.49625813336594854,0.031705736409670018,5.8109494796882268e-05
0.05904041,3.550176877124438,1.08758288817833,0.62091452857615692,1.3178360105797473,0.44252570138728525,0.031914268731041154,5.8595183058391176e-05
0.05909105,3.0593972544927319,1.3949745818986694,0.62939659266885284,1.2559893005559373,0.39244631469506086,0.032119741861478729,5.9135819369988913e-05
0.05914168,2.4547651750004902,1.6979446203594519,0.63827350062925414,1.1872331107145155,0.34616629663820864,0.032322247960746717,5.9719554447153881e-05
0.05919231,1.8216215622873915,1.9793241601473053,0.64841530586781904,1.1126472618635062,0.30380961586936023,0.032521891451235095,6.03301056638497e-05
0.05924295,1.2437071251952654,2.2251740533973412,0.66066346689773836,1.0333589088991075,0.26548156584129473,0.032718738776533168,6.0947367637703135e-05
0.05929358,0.7742373786829545,2.4271593428629163,0.6754416196845856,0.95049187016609471,0.23126346074994253,0.032912821481530789,6.154852203295365e-05
0.05934422,0.43362113319119233,2.5834592249478621,0.69295164607895321,0.86521216995870798,0.20122258608710394,0.033104204382439981,6.2108960739854773e-05
0.05939485,0.22772715477100033,2.6970990448948888,0.71389303356117184,0.77868718431710027,0.1754007932405636,0.033293052502799965,6.2603468341187714e-05
0.05944549,0.15016198206569631,2.7731508533024329,0.7392217227820912,0.69209648666768819,0.15382626647315406,0.033479606677845483,6.3007620922876878e-05
0.05949612,0.19293417736372367,2.8163955113159447,0.76975427795454832,0.60661411665744058,0.13650155323056604,0.03366415693673297,6.3299265581754293e-05
0.05954676,0.34610956368957091,2.8298555237259406,0.80620094987588964,0.52337894591881717,0.12340882220378545,0.033847036583352794,6.3460000415812491e-05
0.05959739,0.59095682384369552,2.8149789360728237,0.8490140474180824,0.4435221799225586,0.11450601213955125,0.034028650913629888,6.3476444270138202e-05
0.05964803,0.9011483864146127,2.7736048293997499,0.89840683951444877,0.36815755860120636,0.10973118498590104,0.034209431774809375,6.3341267076166808e-05
0.05969866,1.2468942214069652,2.7099796755108239,0.95435083254905151,0.29834912949815456,0.10900295902149855,0.034389795693310909,6.3053911161359559e-05
0.0597493,1.5997047341179105,2.6325961894313328,1.0165597490189342,0.23509086335210558,0.1122215771746807,0.034570110144087174,6.2620770202826545e-05
0.05979993,1.9346751445894725,2.5543175123356137,1.0844374965702088,0.17929063424871131,0.11926961555029994,0.034750724425791447,6.2054863883750911e-05
0.05985057,2.2304082688080564,2.4881675589151198,1.157055640375811,0.13175846948345368,0.13001229257776709,0.034931940644820345,6.1375146185502981e-05
0.0599012,2.4696191366511488,2.4412187789383117,1.2331422897465105,0.093191664018512865,0.14430056527572438,0.03511394870965099,6.0605496959440918e-05
0.05995184,2.641485592046505,2.413692185994011,1.3109897932037466,0.064165288546097834,0.161971071816501,0.035296837622566725,5.9773413226349675e-05
0.06000247,2.7472602671725057,2.4013363642275092,1.3884879056633976,0.045122852610315872,0.18284515734505502,0.035480585983259774,5.8908430990841878e-05
0.06005311,2.7976351832152417,2.3984631916283861,1.4632813898747066,0.036360467412923744,0.20673349144410375,0.035665061212896865,5.8040712093329513e-05
0.06010375,2.8043177016912164,2.400199564929629,1.5329685622881353,0.038020909007217343,0.23343588800236503,0.035850084436415103,5.7199765562053081e-05
0.06015438,2.7756512085164906,2.4037018665193717,1.595335773429986,0.050071930822582586,0.26273956593900094,0.036035367030612359,5.6413265625802505e-05
0.06020502,2.7271969797938493,2.4083290681251941,1.6483819826645758,0.072315843757635209,0.29442146276059272,0.036220538666641017,5.5706150976200507e-05
0.06025565,2.6748327608634788,2.4149481629439862,1.6904610011250627,0.1044087699917858,0.32824848787376215,0.036405064018622951,5.510033210312786e-05
0.06030629,2.6279113026141836,2.4248533331230293,1.7202231820386951,0.14587294687352625,0.36398502603215888,0.036588269075702125,5.4614448608924418e-05
0.06035692,2.5898335538670194,2.4391382318343227,1.7367057750525376,0.19610523399347185,0.40138961408796459,0.03676945733403908,5.4263797414398597e-05
0.06040756,2.5608517329738487,2.458049707655515,1.7392766673011004,0.25439177435330107,0.44021467765532152,0.036947937491460539,5.4060395788863537e-05
0.06045819,2.5400421082382398,2.4805087779606638,1.7278950833960964,0.31992067162737375,0.48021212699271609,0.037123022307199605,5.4013275540281875e-05
0.06050882,2.5260871573486265,2.5033786923738108,1.7028384279595874,0.391810163260712,0.52113362665003726,0.037294047235392216,5.4128708936575589e-05
0.06055946,2.5175546015830927,2.5213896847066719,1.6650796942199131,0.46912098938569052,0.56273449697465638,0.037460430103910938,5.4410634933845493e-05
0.06061009,2.5131600626203312,2.5283214868667678,1.6165013155823889,0.55089117450158132,0.60476964436242586,0.037621660149080784,5.4860969488051254e-05
0.06066073,2.5120406982043,2.5190649645593801,1.5580093391357634,0.63613587075142253,0.64700019133390563,0.037777349651803474,5.5480076809653741e-05
0.06071136,2.5137545005253585,2.4919899156596097,1.4899497008450648,0.72389643642559665,0.68918882894140887,0.037927204565670239,5.6267051195856306e-05
0.060762,2.5181684183128787,2.4505995424157394,1.4134408577322946,0.81324592935531659,0.73110461640351099,0.038071061144144394,5.7219968254241788e-05
0.06081263,2.5255452166841272,2.4033193882849297,1.3303340702670465,0.90326715178125139,0.77252711448873423,0.038208894141748037,5.8335857608250626e-05
0.06086327,2.5359585355127661,2.3617115360347154,1.2430574993680679,0.99313320929568083,0.8132384754615255,0.038340819676484811,5.9610689940430762e-05
0.0609139,2.5498232874037745,2.3362850702390836,1.1544650712085573,1.0821231522014156,0.85303287912561121,0.038467056081106607,6.1039358850240467e-05
0.06096454,2.5677314055112408,2.329918426922335,1.0676080574933682,1.1696080150119876,0.89171899814014199,0.038588025282584329,6.2615386443948208e-05
0.06101517,2.590091898610166,2.3317975268501185,0.98548921253591182,1.2550635019212377,0.9291106480566742,0.038704276095103581,6.4330659344458347e-05
0.06106581,2.6173138276604324,2.3189513023767194,0.91114175865652514,1.338069337853216,0.96502609471130352,0.038816433750612209,6.6175045674949509e-05
0.06111644,2.6499020170081931,2.2610705832965898,0.84746793732468528,1.4183032045063177,0.99929714991954699,0.03892529221254265,6.8136153344865451e-05
0.06116708,2.688544907949038,2.1304592946200378,0.79709674780032713,1.4955555295177638,1.0317751300772995,0.039031663183555512,7.0198981511224219e-05
0.06121771,2.7340592035237514,1.9198894596631872,0.76229528977335759,1.5696976608082647,1.0623216492350878,0.03913641779286707,7.2345576032653149e-05
0.06126835,2.7871674942153808,1.6450241016226315,0.74485850455788094,1.640643166858424,1.0908047249758175,0.039240451678028733,7.455486258927028e-05
0.06131898,2.8480444399170044,1.3341488180526615,0.74602077105583575,1.7083048863425718,1.1171176256611406,0.039344670950433105,7.6802476093511268e-05
0.06136962,2.915734148905714,1.0164242307963953,0.76633817525488723,1.772556950520811,1.1411636283517173,0.039449965761159889,7.9060939707048156e-05
0.06142025,2.9877510346998934,0.71645276750502129,0.80554668426202325,1.8331818216062477,1.1628585351751692,0.039557206771533335,8.1299961735621163e-05
0.06147089,3.0595750977936103,0.45385831092826184,0.86244740331116432,1.8898553017483768,1.1821291241438781,0.039667216101180666,8.348692184605093e-05
0.06152153,3.1249988147482202,0.24442477886579703,0.93493213411273401,1.9421759314386311,1.1989005902910557,0.039780714884262831,8.5587676829053069e-05
0.06157216,3.1767351124815004,0.10110530927371826,1.0201112304797051,1.9897145870616764,1.2131054485709654,0.039898455912344394,8.7567536557756813e-05
0.0616228,3.2048868061761651,0.0341042091059248,1.1145625320576804,2.032142555239858,1.2246912346795884,0.040020911492191502,8.9392449542650867e-05
0.06167343,3.204863265378735,0.04995179540266162,1.2147380579478866,2.0692206337655326,1.2336313814351372,0.040148549015703583,9.1030263135458045e-05
0.06172407,3.1599969294833148,0.1503361238706804,1.3173018716874598,2.1007862843826564,1.2399229350690983,0.040281637277177831,9.2452251322099039e-05
0.0617747,3.0441918201701448,0.33211689909049241,1.4193898679205672,2.1267727698200396,1.2435845349013197,0.040420240634569525,9.3634368502559405e-05
0.06182533,2.8401893628882804,0.58782333355152794,1.5186275817788195,2.1470405982326377,1.2446845608844221,0.040564311978639168,9.4558433473258412e-05
0.06187597,2.5467604637118466,0.90587224471130645,1.6131270068824091,2.1615220464207257,1.243283419124833,0.040713673902053063,9.5213174018876658e-05
0.0619266,2.186283123952903,1.2711334766016873,1.7012545664201553,2.1702072227630134,1.2394367511804458,0.040868014787586948,9.5595058440103365e-05
0.06197724,1.787376276850235,1.6662776657006588,1.7816121637126718,2.1731818317811671,1.2331802205822611,0.041026884387058295,9.570862494147052e-05
0.06202787,1.3833970113256688,2.0724297534833558,1.8529713732017306,2.1702848179448528,1.2245473986957514,0.041189926615972428,9.5566475158186939e-05
0.06207851,1.0029073880670785,2.4696749651819618,1.9142972853616198,2.1609092366956708,1.2136093075250058,0.041356726558064577,9.518904558349359e-05
0.06212914,0.67665500396181977,2.8387089857128602,1.9647494791884512,2.1448035399931169,1.2004390690575775,0.041526943044595505,9.4603786419304801e-05
0.06217978,0.43101689938314269,3.1632408305461848,2.0037925528979885,2.1220594810896607,1.1851093865059501,0.041700229641977914,9.3844003973997378e-05
0.06223041,0.29113553298275091,3.4323820689773048,2.0313455054889942,2.0930308959453456,1.1676520255097622,0.041876357782075851,9.2947403418883927e-05
0.06228105,0.27683802212275355,3.6416354606233718,2.0478446694194377,2.0582603719939438,1.1481515629808214,0.042055263839912226,9.1954535931701708e-05
0.06233168,0.40084465490247312,3.7912881396006131,2.0550693949444474,2.0184068657941348,1.1267553934872867,0.042237010173303474,9.0906994589575818e-05
0.06238232,0.66048456831574642,3.8842565143169927,2.0558089283259751,1.9742138342593007,1.1036562054455354,0.042421801571130319,8.9845693897517128e-05
0.06243295,1.0342652111567072,3.925803347519651,2.0532047607567767,1.9265434391869776,1.0790506787534362,0.0426099577297301,8.8809554207798112e-05
0.06248359,1.4825501148628444,3.9229266363849153,2.0506600571598246,1.8764386274958356,1.053140405935467,0.042801940125264733,8.7834199068383779e-05
