Physical Time (s),drag Monitor (N)
5.063e-05,6.440016803522532
0.00010127,3.8984083173385855
0.00015191,3.0904986464303259
0.00020254,2.3279144480434182
0.00025318,1.6046327686775386
0.00030381,0.83155586799186554
0.00035444,0.069213168792150115
0.00040508,-0.57995088344916035
0.00045571,-1.0384118707407903
0.00050635,-1.2776803093341538
0.00055698,-1.3086310771602698
0.00060762,-1.1650815062720694
0.00065825,-0.89142753576611111
0.00070889,-0.53834181708799222
0.00075952,-0.16152529455131609
0.00081016,0.18529271242944179
0.0008608,0.45977264153160696
0.00091143,0.63894111912417639
0.00096207,0.72026646015298934
0.0010127,0.71703736819235608
0.00106333,0.65137048960790866
0.00111397,0.54784115334251404
0.0011646,0.42938561205837111
0.00121524,0.31472983634832707
0.00126588,0.21809556173382477
0.00131651,0.14865845952923809
0.00136714,0.11095915200407311
0.00141778,0.10503233862258071
0.00146842,0.12708560841938102
0.00151905,0.17043931911895285
0.00156968,0.22692195531582512
0.00162032,0.28868070697958731
0.00167096,0.34912494949333184
0.00172159,0.40310583961880059
0.00177222,0.44750010271774437
0.00182286,0.48112203966638645
0.00187349,0.50465437539519298
0.00192413,0.520069333571195
0.00197476,0.52997998088667075
0.0020254,0.53687569857218898
0.00207603,0.54268499440205464
0.00212667,0.54906432836706109
0.00217731,0.55703625628178266
0.00222794,0.56688116568893054
0.00227858,0.57794258507740781
0.00232921,0.58887070215716397
0.00237984,0.59771373621727286
0.00243048,0.60224705094430964
0.00248111,0.6006948605298198
0.00253175,0.59217883693982176
0.00258238,0.57708125845728009
0.00263302,0.55713171390365379
0.00268366,0.53488790283291854
0.00273429,0.51318377119991698
0.00278492,0.494230086167051
0.00283556,0.47962415695216504
0.00288619,0.47000682440681618
0.00293683,0.46524536687718498
0.00298746,0.46473362134141777
0.0030381,0.46749162358765733
0.00308874,0.4722403843888564
0.00313937,0.47749398702614176
0.00319001,0.48177945235850173
0.00324064,0.48363670351938309
0.00329127,0.48191333427946675
0.00334191,0.47601451228799552
0.00339254,0.46600523577726694
0.00344318,0.45235946682357298
0.00349381,0.43609819122045734
0.00354445,0.41864527683625369
0.00359509,0.40165050614758996
0.00364572,0.38683336221405362
0.00369636,0.37575534369061792
0.00374699,0.36940778313818518
0.00379762,0.36822879450153245
0.00384826,0.37194303597769718
0.00389889,0.37966719309822555
0.00394953,0.39004288658940578
0.00400016,0.40158482263859963
0.0040508,0.4128015124324273
0.00410143,0.4223333570658106
0.00415207,0.42905255184958485
0.00420271,0.43219359243627153
0.00425334,0.4314373786211797
0.00430397,0.42694057818227116
0.00435461,0.41924894111375588
0.00440524,0.40916476591583734
0.00445588,0.39767357685835208
0.00450651,0.38582245298711043
0.00455715,0.37461026265805181
0.00460778,0.3649101538582572
0.00465842,0.35736291534307207
0.00470906,0.3522699010743004
0.00475969,0.34964864795570433
0.00481032,0.34925820496632137
0.00486096,0.35054824035082288
0.00491159,0.35288899005688062
0.00496223,0.35565859016396922
0.00501287,0.35819380538015477
0.0050635,0.36007280319322166
0.00511413,0.36111675682208888
0.00516477,0.36127355401097816
0.00521541,0.36061683395359617
0.00526604,0.35931257052475035
0.00531667,0.35754867583099254
0.00536731,0.35549791255268975
0.00541794,0.35328434662654951
0.00546858,0.35096614230277834
0.00551922,0.34855147185673352
0.00556985,0.34599885373652017
0.00562048,0.3431970517610119
0.00567112,0.34000184843022641
0.00572176,0.33625577989817751
0.00577239,0.33188162569716784
0.00582302,0.32686189783534186
0.00587366,0.32124958368809753
0.00592429,0.3152109418598365
0.00597493,0.30904792759269695
0.00602557,0.30310505469332283
0.0060762,0.29774958075433355
0.00612683,0.29339544824482433
0.00617747,0.2903741851762251
0.00622811,0.28890697504196156
0.00627874,0.28908224401226801
0.00632937,0.29084322448624839
0.00638001,0.29399002758622178
0.00643064,0.29815479649499727
0.00648128,0.30291018500671513
0.00653192,0.30778508545308925
0.00658255,0.3123072671431994
0.00663318,0.31602108166531639
0.00668382,0.31859993608821768
0.00673445,0.31985853416755677
0.00678509,0.31976073950626183
0.00683572,0.31839327055711558
0.00688636,0.31595455657051619
0.00693699,0.31270958215347783
0.00698763,0.30899366516848198
0.00703827,0.30517506254048976
0.0070889,0.30158596136334215
0.00713953,0.29847726800954127
0.00719017,0.29600884574463016
0.0072408,0.29425727581323746
0.00729144,0.29322420938088217
0.00734207,0.2928120681886735
0.00739271,0.29285464437050729
0.00744334,0.29314437598379961
0.00749398,0.29346130527482861
0.00754462,0.29359589451270107
0.00759525,0.29337915945438237
0.00764588,0.2926918743485773
0.00769652,0.29147653384430794
0.00774715,0.28973289357083176
0.00779779,0.28750891272461204
0.00784842,0.28489229866507326
0.00789906,0.28199575656217879
0.00794969,0.27894482547193061
0.00800033,0.27585744026161679
0.00805097,0.2728452418972841
0.0081016,0.27000496874483632
0.00815223,0.26741200842039481
0.00820287,0.26511757869659114
0.0082535,0.26314872997986916
0.00830414,0.26151449787776515
0.00835478,0.26021485467953337
0.00840541,0.25925168054511755
0.00845605,0.25864041006187788
0.00850668,0.25839446617870043
0.00855731,0.25852142977379328
0.00860795,0.25902233592857654
0.00865858,0.25989188173450217
0.00870922,0.26112062480270365
0.00875986,0.26269273592289294
0.00881049,0.26457304504261969
0.00886112,0.26669947257518323
0.00891176,0.26896899566009086
0.00896239,0.27124937023364498
0.00901303,0.27339025000579076
0.00906367,0.27522789173432766
0.0091143,0.27660461875351444
0.00916493,0.27738437350141937
0.00921557,0.27746713917211974
0.0092662,0.27679219151315693
0.00931684,0.2753501623088252
0.00936748,0.27318013978772643
0.00941811,0.27037250551263664
0.00946875,0.26707422599049108
0.00951938,0.26345185095660767
0.00957001,0.25968159351794606
0.00962065,0.25594960987519544
0.00967128,0.25243103320054577
0.00972192,0.24926524507999454
0.00977256,0.24657376664892564
0.00982319,0.24444097249736849
0.00987382,0.24290524411171355
0.00992446,0.24194669402967806
0.00997509,0.24151832474209922
0.01002573,0.24155973461650485
0.01007637,0.24198958900797973
0.010127,0.24269088372896908
0.01017763,0.24352962668689959
0.01022827,0.24440820807053273
0.0102789,0.2452536584399152
0.01032954,0.24599811238327635
0.01038018,0.24657086610674295
