Physical Time (s),phi_alt_flux_left Monitor (kg-m/s^3)
0.02825433,-0.00080382285839229522
0.02830496,-0.00081034265959751455
0.0283556,-0.00081737464255656042
0.02840623,-0.00082503513344225812
0.02845687,-0.00083334723445879007
0.0285075,-0.00084232326796143447
0.02855814,-0.00085195646513313889
0.02860877,-0.00086222618494617178
0.02865941,-0.0008731631320833558
0.02871005,-0.00088476481258054735
0.02876068,-0.00089702865019197894
0.02881132,-0.00091000970448276567
0.02886195,-0.00092369457182178228
0.02891259,-0.00093796433946608849
0.02896322,-0.00095300830237291391
0.02901385,-0.00096881345444992779
0.02906449,-0.00098495428066149374
0.02911512,-0.0010020595394436638
0.02916576,-0.0010201009594086633
0.02921639,-0.00103901974947621
0.02926703,-0.0010587705116423712
0.02931766,-0.0010792920505408833
0.0293683,-0.0011005240383861687
0.02941894,-0.0011224426396699561
0.02946957,-0.0011449559824287755
0.02952021,-0.0011680790084750156
0.02957084,-0.0011917479599691104
0.02962147,-0.0012159825128791244
0.02967211,-0.001240707776638726
0.02972274,-0.0012658459745863769
0.02977338,-0.0012913993033668576
0.02982401,-0.0013172723078918355
0.02987465,-0.0013434390463161244
0.02992528,-0.0013699290733647593
0.02997592,-0.0013965849148116186
0.03002655,-0.0014233737847809838
0.03007719,-0.001450268916328116
0.03012783,-0.0014771907863198694
0.03017846,-0.00150415095898587
0.0302291,-0.0015309617247551443
0.03027973,-0.0015575754563677943
0.03033036,-0.0015839033621743229
0.030381,-0.0016098610608212937
0.03043163,-0.0016354476466758729
0.03048227,-0.0016606224726143275
0.0305329,-0.0016853042898552092
0.03058354,-0.0017095118321066474
0.03063417,-0.0017331685694580595
0.03068481,-0.0017559155070262112
0.03073545,-0.0017783623787185263
0.03078608,-0.001800245195443104
0.03083672,-0.0018215512427312449
0.03088735,-0.0018422975176023344
0.03093798,-0.0018624840098045042
0.03098862,-0.0018820460129971091
0.03103925,-0.0019009694181258375
0.03108989,-0.0019192557589747298
0.03114052,-0.0019368032916983896
0.03119116,-0.0019536505571807719
0.03124179,-0.0019696999583515076
0.03129243,-0.0019845256181568378
0.03134306,-0.001998785872743014
0.0313937,-0.0020121847094208634
0.03144433,-0.0020246560503777954
0.03149497,-0.0020354560797567122
0.0315456,-0.0020455191193505303
0.03159624,-0.0020545784561197432
0.03164687,-0.0020624685333134789
0.03169751,-0.0020691099541039603
0.03174814,-0.0020744387833328223
0.03179878,-0.0020783859602563613
0.03184941,-0.0020809213298719422
0.03190005,-0.0020820322830623489
0.03195068,-0.0020817339620502434
0.03200132,-0.0020800196358634893
0.03205196,-0.002076777576148089
0.03210259,-0.0020719327686844792
0.03215323,-0.0020654677823202594
0.03220386,-0.0020574602280864513
0.0322545,-0.0020479098437340441
0.03230513,-0.0020368727513053026
0.03235577,-0.002024371304510917
0.0324064,-0.0020103105213816167
0.03245704,-0.0019946442189538957
0.03250767,-0.0019773630350793624
0.03255831,-0.0019585605467307282
0.03260894,-0.0019381591651072628
0.03265957,-0.0019163648537368176
0.03271021,-0.0018931195317566105
0.03276084,-0.0018681309396257647
0.03281148,-0.0018413069280761147
0.03286211,-0.0018127124050746901
0.03291275,-0.0017823870515467045
0.03296338,-0.0017504034823691546
0.03301402,-0.0017166944743843965
0.03306465,-0.0016813209855542546
0.03311529,-0.0016443200708450723
0.03316592,-0.0016057089931712583
0.03321656,-0.0015654756546598101
0.03326719,-0.0015236742371968052
0.03331783,-0.0014802471197666806
0.03336846,-0.0014351686659022753
0.0334191,-0.0013884133541710731
0.03346974,-0.0013399698445533089
0.03352037,-0.0012898077816964032
0.03357101,-0.0012380035502660327
0.03362164,-0.0011845099136845213
0.03367228,-0.0011292391628308514
0.03372291,-0.0010722311864667391
0.03377355,-0.0010136634664280057
0.03382418,-0.00095376271993347301
0.03387482,-0.00089270716065473687
0.03392545,-0.00083069020367445103
0.03397608,-0.00076773189655120373
0.03402672,-0.00070403472015694826
0.03407735,-0.00063945985290584902
0.03412799,-0.00057473452350718739
0.03417862,-0.00050965202612201859
0.03422926,-0.0004443433046141098
0.03427989,-0.00037886549679586951
0.03433053,-0.00031326876525547776
0.03438116,-0.00024734939375341779
0.0344318,-0.00018198653076980772
0.03448243,-0.00011739918142457273
0.03453307,-5.3422216423487602e-05
0.0345837,9.3823858631539823e-06
0.03463434,7.0767407597865245e-05
0.03468497,0.00013115335930912375
0.03473561,0.00019082345516689247
0.03478625,0.00024997826487786534
0.03483688,0.00030841487959931793
0.03488752,0.00036606683991400972
0.03493815,0.00042289569350486693
0.03498879,0.00047884582410851411
0.03503942,0.00053392567276171394
0.03509006,0.00058746382207505753
0.03514069,0.00063867943074345259
0.03519133,0.00069160092551641568
0.03524196,0.00074422177058077713
0.03529259,0.00079516155998215349
0.03534323,0.0008433194513620347
0.03539386,0.00088903032898752371
0.0354445,0.00093229255671071153
0.03549513,0.00097300604879391661
0.03554577,0.0010111627678250495
0.0355964,0.0010483685414517858
0.03564704,0.0010816789702465912
0.03569767,0.0011106969001233222
0.03574831,0.0011363225278122628
0.03579894,0.0011587573831497453
0.03584958,0.00117812582739539
0.03590021,0.0011944819327825069
0.03595085,0.0012078808289646846
0.03600148,0.0012182538327878089
0.03605212,0.0012254919979540525
0.03610276,0.0012295543634707668
0.03615339,0.0012303542420348834
0.03620403,0.0012279203547258066
0.03625466,0.0012219921146723539
0.0363053,0.0012127981261669649
0.03635593,0.001200322181586182
0.03640657,0.0011846204830955813
0.0364572,0.0011656473830724738
0.03650784,0.0011435659764847781
0.03655847,0.001118258461360622
0.0366091,0.0010899671021799874
0.03665974,0.0010584870745238414
0.03671037,0.0010237642035495289
0.03676101,0.00098568747347592867
0.03681164,0.00094419556021357897
0.03686228,0.00089927396668891741
0.03691291,0.000850942188694807
0.03696355,0.00079926759104379571
0.03701418,0.00074422855911557588
0.03706482,0.00068602830000712839
0.03711545,0.00062477910987551407
0.03716609,0.00056052250990516598
0.03721672,0.00049347150270373182
0.03726736,0.00042376459766054408
0.03731799,0.0003514935941680825
0.03736863,0.00027672911267172002
0.03741927,0.00019956880254934307
0.0374699,0.00012012862617375843
0.03752054,3.8403380313783129e-05
0.03757117,-4.5582207356498588e-05
0.03762181,-0.00013187973722057457
0.03767244,-0.0002203737755067389
0.03772308,-0.0003110169242690593
0.03777371,-0.00040373302967591004
0.03782435,-0.00049839204811612356
0.03787498,-0.00059482133298009536
0.03792561,-0.00069288825742838981
0.03797625,-0.00079254411795610371
0.03802688,-0.00089377836305908889
0.03807752,-0.00099655476836931389
0.03812815,-0.0011007397726592685
0.03817879,-0.0012061433292706683
0.03822942,-0.0013123497657006075
0.03828006,-0.0014195254955867548
0.03833069,-0.0015276712598780342
0.03838133,-0.0016373725417972583
0.03843196,-0.0017477845733752414
0.0384826,-0.0018586053505212203
0.03853323,-0.001969462387492329
0.03858387,-0.0020801237093531159
0.0386345,-0.0021903853479907473
0.03868514,-0.0023000990333030542
0.03873578,-0.002409107246629863
0.03878641,-0.00251726143748204
0.03883705,-0.0026244684217043642
0.03888768,-0.0027306065687123507
0.03893832,-0.0028355155582164837
0.03898895,-0.002939109923328148
0.03903959,-0.0030413605619888785
0.03909022,-0.0031420676997941763
0.03914086,-0.0032410533200321568
0.03919149,-0.0033379467841197106
0.03924212,-0.0034329233978337079
0.03929276,-0.0035263023164513064
0.03934339,-0.0036166060646447805
0.03939403,-0.0037038970817156978
0.03944466,-0.0037882066914637653
0.0394953,-0.0038692770777665562
0.03954593,-0.0039470037769621337
0.03959657,-0.0040210044626673132
0.0396472,-0.0040911349859859749
0.03969784,-0.0041572905498271796
0.03974847,-0.0042193441178875581
0.03979911,-0.0042772359344070794
0.03984974,-0.0043306701832804047
0.03990038,-0.0043794912579239367
0.03995101,-0.0044235700245805424
0.04000165,-0.0044630382128127057
0.04005228,-0.0044979605228956058
0.04010292,-0.0045284171326029129
0.04015356,-0.0045543054488872466
0.04020419,-0.00457572792706799
0.04025483,-0.0045926762502196041
0.04030546,-0.0046048040009451239
0.0403561,-0.0046125755568499523
0.04040673,-0.004615853144154726
0.04045737,-0.0046147449034699911
0.040508,-0.0046093142076244469
0.04055863,-0.0045995736828912956
0.04060927,-0.0045852728964345113
0.0406599,-0.004563648192939378
0.04071054,-0.0045401116078029151
0.04076117,-0.0045144968401605763
0.04081181,-0.0044860265557016719
0.04086244,-0.0044535715671250743
0.04091308,-0.0044167644946296689
0.04096371,-0.0043753453541126065
0.04101435,-0.0043289766243123961
0.04106498,-0.004277517085522228
0.04111562,-0.0042215695126375076
0.04116625,-0.0041612515338337727
0.04121689,-0.0040964744839739522
0.04126752,-0.0040273603464639606
0.04131816,-0.0039540279632756404
0.04136879,-0.003876558615410172
0.04141943,-0.0037950764426779929
0.04147007,-0.003709709963194612
0.0415207,-0.0036205867420513937
0.04157134,-0.0035278255966977
0.04162197,-0.0034315007665485873
0.04167261,-0.0033318746094640967
0.04172324,-0.0032286905704897776
