Physical Time (s),ev_left Monitor (kg-m/s^3)
0.03063417,-0.002122566407876884
0.03068481,-0.0021085323041325093
0.03073545,-0.002094590216259809
0.03078608,-0.0020808430900325298
0.03083672,-0.002067381144289135
0.03088735,-0.0020542805628228264
0.03093798,-0.0020416037892595322
0.03098862,-0.0020294000093621471
0.03103925,-0.0020177062820864729
0.03108989,-0.0020065491450629008
0.03114052,-0.001995946519717746
0.03119116,-0.0019859096205654221
0.03124179,-0.0019764449394549842
0.03129243,-0.0019675545576518208
0.03134306,-0.0019592403065543389
0.0313937,-0.0019515023993428562
0.03144433,-0.00194434008600332
0.03149497,-0.001937752397181627
0.0315456,-0.0019317378928638961
0.03159624,-0.0019262948478634108
0.03164687,-0.0019214196192850444
0.03169751,-0.001917106117526383
0.03174814,-0.0019133446992227335
0.03179878,-0.0019101210282178572
0.03184941,-0.0019074145757020404
0.03190005,-0.0019051975067404673
0.03195068,-0.0019034337228666302
0.03200132,-0.0019020782063369631
0.03205196,-0.0019010764559934021
0.03210259,-0.0019003643847609107
0.03215323,-0.0018998684660610707
0.03220386,-0.0018995062561295557
0.0322545,-0.0018991871766415121
0.03230513,-0.0018988163893135677
0.03235577,-0.0018982891150843321
0.0324064,-0.0018975016790924064
0.03245704,-0.0018963423186167676
0.03250767,-0.0018947065482879874
0.03255831,-0.0018924903091465809
0.03260894,-0.0018895875983528571
0.03265957,-0.0018859091678253789
0.03271021,-0.0018813720422014507
0.03276084,-0.0018759026409745517
0.03281148,-0.0018694386925922504
0.03286211,-0.0018619305726956387
0.03291275,-0.0018533421973599773
0.03296338,-0.0018436520844560367
0.03301402,-0.0018328544619386879
0.03306465,-0.0018209605484610699
0.03311529,-0.0018079994807600895
0.03316592,-0.0017940196439430772
0.03321656,-0.0017790886147140863
0.03326719,-0.0017632954906826551
0.03331783,-0.0017467504164525439
0.03336846,-0.0017295848024861179
0.0334191,-0.0017119502263756314
0.03346974,-0.0016940157206019413
0.03352037,-0.0016759638137969672
0.03357101,-0.0016579854837469573
0.03362164,-0.0016402743552255965
0.03367228,-0.001623020950967227
0.03372291,-0.0016064073835836308
0.03377355,-0.0015906025707747261
0.03382418,-0.0015757579225597598
0.03387482,-0.0015620046451211374
0.03392545,-0.0015494515010608476
0.03397608,-0.001538182622522422
0.03402672,-0.0015282554706846454
0.03407735,-0.0015196994241035212
0.03412799,-0.0015125148617789101
0.03417862,-0.0015066820812516747
0.03422926,-0.0015021454959131325
0.03427989,-0.0014988192585014951
0.03433053,-0.0014965915475222448
0.03438116,-0.0014953287186812367
0.0344318,-0.0014948816856492409
0.03448243,-0.0014950987835732213
0.03453307,-0.0014958320866611942
0.0345837,-0.0014969412424351808
0.03463434,-0.0014983208147825273
0.03468497,-0.0014998914820720803
0.03473561,-0.0015016197886026919
0.03478625,-0.0015035094589484826
0.03483688,-0.0015056117275104612
0.03488752,-0.0015080157573958859
0.03493815,-0.0015108390351965574
0.03498879,-0.0015142226235279426
0.03503942,-0.0015183224425986399
0.03509006,-0.0015232884422635444
0.03514069,-0.001529246308766908
0.03519133,-0.0015362945805831138
0.03524196,-0.0015444976750006124
0.03529259,-0.0015538691872453083
0.03534323,-0.0015643647983807068
0.03539386,-0.0015758911009936547
0.0354445,-0.0015883101112419374
0.03549513,-0.0016014376530289432
0.03554577,-0.0016150566987248793
0.0355964,-0.0016289268121373376
0.03564704,-0.001642792739628899
0.03569767,-0.0016563992159619267
0.03574831,-0.0016694963299115351
0.03579894,-0.0016818478644619265
0.03584958,-0.0016932377460197583
0.03590021,-0.0017034749214286907
0.03595085,-0.0017123967567980948
0.03600148,-0.0017198712329430095
0.03605212,-0.0017257974851028497
0.03610276,-0.0017301077819658409
0.03615339,-0.0017327572568724774
0.03620403,-0.0017337457012272493
0.03625466,-0.0017330979628844092
0.0363053,-0.0017308559137793294
0.03635593,-0.0017270989159785663
0.03640657,-0.0017219128319100174
0.0364572,-0.0017154106633749781
0.03650784,-0.0017077029751756895
0.03655847,-0.001698915528945205
0.0366091,-0.0016891663370177696
0.03665974,-0.0016785794000431691
0.03671037,-0.0016672724282947599
0.03676101,-0.0016553549452070189
0.03681164,-0.001642938421229125
0.03686228,-0.0016301316204402358
0.03691291,-0.0016170426173795684
0.03696355,-0.0016037861058079677
0.03701418,-0.0015904825558773906
0.03706482,-0.0015772632626386627
0.03711545,-0.0015642707370621353
0.03716609,-0.0015516563289482512
0.03721672,-0.0015395831423350888
0.03726736,-0.0015282198248116716
0.03731799,-0.0015177366368090521
0.03736863,-0.0015083000002239287
0.03741927,-0.0015000677007542794
0.0374699,-0.0014931843271644507
0.03752054,-0.0014877773360812236
0.03757117,-0.0014839547832656928
0.03762181,-0.0014818028040261113
0.03767244,-0.0014813834594194525
0.03772308,-0.0014827317055044577
0.03777371,-0.0014858543554584032
0.03782435,-0.0014907268113763077
0.03787498,-0.0014972935874440518
0.03792561,-0.0015054681231555487
0.03797625,-0.0015151340412501561
0.03802688,-0.0015261472209503358
0.03807752,-0.0015383401164375554
0.03812815,-0.0015515260175433983
0.03817879,-0.0015655047456102592
0.03822942,-0.0015800682122330397
0.03828006,-0.0015950061223201921
0.03833069,-0.0016101109744612826
0.03838133,-0.0016251855124769605
0.03843196,-0.0016400372317892636
0.0384826,-0.0016544867157634808
