Physical Time (s),ev_top Monitor (kg-m/s^3): top_cv1,ev_top Monitor (kg-m/s^3): top_cv2,ev_top Monitor (kg-m/s^3): top_cv3,ev_top Monitor (kg-m/s^3): top_cv4,ev_top Monitor (kg-m/s^3): top_cv5,ev_top Monitor (kg-m/s^3): top_cv6,ev_top Monitor (kg-m/s^3): top_cv7
0.09762428,1.614993823641871e-05,2.2438867319329943e-05,4.3487156840532233e-05,8.1708962564001675e-05,9.3100679443552351e-05,9.3395568138667482e-05,-0.00080891038595735942
0.09767492,1.6173108650087272e-05,2.2479636851718746e-05,4.3528726654952207e-05,8.1786713579902286e-05,9.324596591603454e-05,9.3454981382378591e-05,-0.00080199052421843888
0.09772555,1.6167851835934919e-05,2.2485511627193132e-05,4.3535562051459718e-05,8.1831798782437841e-05,9.3357214442348746e-05,9.3482330202574414e-05,-0.00079498942625370341
0.09777619,1.6130996623197069e-05,2.2450494254812594e-05,4.3497022940283591e-05,8.1831515531608569e-05,9.3421568201610815e-05,9.3464633251638855e-05,-0.00078792324361313156
0.09782682,1.6059572701499759e-05,2.2369748068725301e-05,4.3404110815360943e-05,8.1774961663688562e-05,9.3428022517540635e-05,9.3390765403499016e-05,-0.00078080617001364183
0.09787746,1.5953516466862266e-05,2.2241381275433025e-05,4.325137096152234e-05,8.1655030780174176e-05,9.3369463784109973e-05,9.3253497478812454e-05,-0.00077365048587095379
0.09792809,1.5814912234215753e-05,2.2066549880292248e-05,4.3037102260064635e-05,8.1468700610091142e-05,9.3242989557791096e-05,9.3049816444919778e-05,-0.00076646287972796819
0.09797873,1.5647414136114468e-05,2.1848960380176448e-05,4.2762967051630941e-05,8.1216677985523507e-05,9.3049560948952635e-05,9.2780580297628759e-05,-0.0007592395972186003
0.09802936,1.5455732314523563e-05,2.1594312162044745e-05,4.2433549446330642e-05,8.0902969216833031e-05,9.2793570713279672e-05,9.2450090416925124e-05,-0.00075197196182007979
0.09808,1.5245332715752768e-05,2.1309751336029269e-05,4.2055859038383541e-05,8.0534400693772336e-05,9.2482356024456118e-05,9.2065608144007382e-05,-0.00074464754544537569
0.09813063,1.5022173792860238e-05,2.1003372012915646e-05,4.1638882199696172e-05,8.0120155817636448e-05,9.2125704191409533e-05,9.1636861917055823e-05,-0.0007372540897166007
0.09818127,1.4792390014829836e-05,2.0683766555407703e-05,4.1193016623930284e-05,7.967119422938872e-05,9.1735229794957031e-05,9.1175426974521474e-05,-0.00072977602285942585
0.0982319,1.4561906221308162e-05,2.0359482162104106e-05,4.0729314551908089e-05,7.9199433189475757e-05,9.1323503331946549e-05,9.0693857209910212e-05,-0.00072219336596092236
0.09828254,1.4336119471369414e-05,2.0038459970222823e-05,4.0258668421045259e-05,7.8716821792975951e-05,9.0903069298762699e-05,9.020470504999009e-05,-0.00071448679775851232
0.09833317,1.4119496287254102e-05,1.9727435327883804e-05,3.9790902519235924e-05,7.8234321954836404e-05,9.0485383901716499e-05,8.9719459666664771e-05,-0.00070664195600670353
0.0983838,1.391537537853773e-05,1.9431610953995657e-05,3.9334227442160015e-05,7.7761211579986512e-05,9.0080073827838067e-05,8.9247803763545908e-05,-0.00069864991826797714
0.09843444,1.3725943482149554e-05,1.9154569915965257e-05,3.8894904023695764e-05,7.7304618782624577e-05,8.9694429992503598e-05,8.8797106193486212e-05,-0.00069050282394814567
0.09848507,1.3552345897504116e-05,1.8898405167977844e-05,3.8477248275516944e-05,7.6869434667901389e-05,8.9333301662780496e-05,8.8372305695986388e-05,-0.00068219342799213142
0.09853571,1.339500558306652e-05,1.8664146484625783e-05,3.8084047335021851e-05,7.6458670431681991e-05,8.8999458663401726e-05,8.797626643966433e-05,-0.00067371655261611605
0.09858634,1.3253953967925284e-05,1.8452253527922823e-05,3.7717161779376406e-05,7.6074046119794782e-05,8.8694191652988782e-05,8.7610368407981513e-05,-0.00066507480191052007
0.09863698,1.3129174989818482e-05,1.8263114445931496e-05,3.7378199877140846e-05,7.5716675059170379e-05,8.8418012176308592e-05,8.7275200190030426e-05,-0.00065627176540825559
0.09868761,1.3020923760907636e-05,1.809747832693651e-05,3.7069082478754268e-05,7.5387706710348582e-05,8.8171303552941985e-05,8.6971194719497678e-05,-0.00064730955945847628
0.09873825,1.2929968131988296e-05,1.7956812229210405e-05,3.6792554220378835e-05,7.5088947866908346e-05,8.7954965350540491e-05,8.6699268868313658e-05,-0.00063818998066561962
0.09878888,1.2857698023962422e-05,1.7843449501795599e-05,3.6552433249876681e-05,7.4823263088202982e-05,8.7770851933918845e-05,8.6461257251518737e-05,-0.00062891717880037695
0.09883952,1.2806156901343484e-05,1.7760620197469599e-05,3.6353687806418912e-05,7.4594835779055187e-05,8.7622096204934897e-05,8.6260234595120583e-05,-0.00061949215629696259
0.09889015,1.2777931793063579e-05,1.7712291583941494e-05,3.6202227344749563e-05,7.4409136189406214e-05,8.7513153824551797e-05,8.610055756652937e-05,-0.00060991237352297665
0.09894079,1.2776086074345443e-05,1.7702998884937493e-05,3.6104671271519238e-05,7.4272837282120084e-05,8.7449799120662393e-05,8.5987861951136716e-05,-0.00060016888307287046
0.09899142,1.2803803785849656e-05,1.7737341276108735e-05,3.6067677941791374e-05,7.4193221401379285e-05,8.743860909878157e-05,8.5928554133711093e-05,-0.00059024958292092664
0.09904206,1.2864243145889193e-05,1.7819718858728227e-05,3.6097514800477472e-05,7.4177732531547158e-05,8.7486580498154058e-05,8.59294331901417e-05,-0.00058014192881854242
0.09909269,1.2960254908563266e-05,1.7953893896344697e-05,3.6199366322906522e-05,7.4233189655779206e-05,8.7600397129805171e-05,8.5996966976455567e-05,-0.00056983195324801766
0.09914333,1.3094177208044851e-05,1.8142689673380671e-05,3.6376828532361031e-05,7.4365100188498133e-05,8.7785749771700998e-05,8.6136619177141813e-05,-0.0005593040228814457
0.09919396,1.3267578185665302e-05,1.8387602539613214e-05,3.6631313782619485e-05,7.4576862773661175e-05,8.804653149716528e-05,8.6352057744471696e-05,-0.00054854027784053869
0.0992446,1.3481006439797783e-05,1.8688438009741739e-05,3.6961528906874434e-05,7.4869024031124019e-05,8.8384050146579e-05,8.6644378719032459e-05,-0.00053752651978159307
0.09929523,1.3733825270999878e-05,1.9043161236659705e-05,3.7363292201402778e-05,7.5238888800722298e-05,8.8796574509019386e-05,8.7011664016288851e-05,-0.00052625049999939684
0.09934587,1.4024124019474991e-05,1.9447851992267649e-05,3.7829559580578021e-05,7.5680381776790825e-05,8.9279130955680609e-05,8.7448780916215936e-05,-0.00051470109130728856
0.0993965,1.4348682088173849e-05,1.9896638792413355e-05,3.8350437807597261e-05,7.6183934763861082e-05,8.9823311886842548e-05,8.7947197719962558e-05,-0.000502869174258503
0.09944714,1.4703000695274801e-05,2.0381901011832954e-05,3.8913679857495521e-05,7.6736928452248668e-05,9.0417638516381694e-05,8.8495352189802115e-05,-0.000490749547289331
0.09949777,1.5081477240164681e-05,2.089466369077195e-05,3.9505370116110749e-05,7.7324379231138036e-05,9.1048173540041088e-05,8.9079267986857767e-05,-0.0004783423004614889
0.09954841,1.5477658705005276e-05,2.1424962142917235e-05,4.0110534517750706e-05,7.7929643097976394e-05,9.1699149694572809e-05,8.9683185002977363e-05,-0.00046565039606793893
0.09959904,1.5884498758196167e-05,2.1962226533555516e-05,4.0713760527730095e-05,7.853513966511028e-05,9.2353642843719799e-05,9.0290229309983211e-05,-0.00045268349512656811
0.09964968,1.6294491340645691e-05,2.2495581871892585e-05,4.129974422076274e-05,7.9123058077429809e-05,9.2994229294100807e-05,9.0883063949576066e-05,-0.0004394488229966024
0.09970031,1.6699907943507867e-05,2.3014262446300708e-05,4.1853924577516064e-05,7.9676145900106843e-05,9.3603748408679612e-05,9.144464259122997e-05,-0.00042596107793613669
0.09975095,1.7092953630265959e-05,2.3507912957799177e-05,4.2363006796076289e-05,8.0178385071318341e-05,9.4165957394036097e-05,9.1958852018373595e-05,-0.00041223566940899026
0.09980158,1.7465953531981543e-05,2.3966860686716092e-05,4.2815384553822111e-05,8.0615578354608305e-05,9.46661338474149e-05,9.24111024598361e-05,-0.00039829352288437596
0.09985222,1.7811611755271141e-05,2.4382489670546872e-05,4.3201622972724177e-05,8.0976009289203838e-05,9.5091767480438958e-05,9.2789010714872385e-05,-0.00038415441155523059
0.09990285,1.8123327226556516e-05,2.4747659141243359e-05,4.3514943959206066e-05,8.125111290806625e-05,9.5433312921730892e-05,9.3083140985261514e-05,-0.00036983775669586079
0.09995349,1.8395511430595657e-05,2.505702513352606e-05,4.3751315485609488e-05,8.1435738197808323e-05,9.5684543618558969e-05,9.3287351957307106e-05,-0.00035535877417483866
0.10000412,1.8623920474982092e-05,2.5307414645763227e-05,4.3910660123893595e-05,8.15294824864849e-05,9.5843987915971058e-05,9.3400221958918605e-05,-0.00034073525885107073
0.10005476,1.880600817061016e-05,2.5498162329334828e-05,4.3995676567117124e-05,8.1535585205392105e-05,9.5913907913307172e-05,9.342402325481354e-05,-0.00032598125372192214
0.10010539,1.8941233905318922e-05,2.5631046895212674e-05,4.4012547449757583e-05,8.1461659715278972e-05,9.5901102876419679e-05,9.3365518895821586e-05,-0.00031110485947742682
0.10015603,1.9031362560559762e-05,2.571033675691067e-05,4.397052577572824e-05,8.1319245584699371e-05,9.5816515175571018e-05,9.323557071129956e-05,-0.00029611367909883514
0.10020667,1.9080531189405094e-05,2.5743316135203814e-05,4.3882119373705227e-05,8.1123911869486836e-05,9.5675376692466114e-05,9.3049288385773537e-05,-0.00028100850646156059
0.1002573,1.9094923925966232e-05,2.5738928103510813e-05,4.3761434581005354e-05,8.0893460904612585e-05,9.5495448563465295e-05,9.2824279032570301e-05,-0.00026578944291903977
0.10030794,1.9082570412577474e-05,2.5708003167385156e-05,4.3624130685963598e-05,8.0647703179553975e-05,9.5296812292545364e-05,9.2580449840109415e-05,-0.00025045564939314306
0.10035857,1.9053040423819679e-05,2.566282131752833e-05,4.34867567469744e-05,8.0407561488474399e-05,9.510096945815787e-05,9.2339118048021118e-05,-0.00023500312832272415
0.10040921,1.9016403424083167e-05,2.5615935688337959e-05,4.3365336018242855e-05,8.0193411509065264e-05,9.4929148464982237e-05,9.2121328920380646e-05,-0.00021942677289684114
0.10045984,1.8982259656753779e-05,2.5579044452585751e-05,4.3274174002340266e-05,8.0023586309810085e-05,9.4800753670057366e-05,9.1946314856822679e-05,-0.00020372432457774789
0.10051048,1.8958889469065724e-05,2.5562045877106547e-05,4.322482433686055e-05,7.9913172502870487e-05,9.4732093047486532e-05,9.1830229489260704e-05,-0.00018790076198400984
0.10056111,1.8952374125707042e-05,2.5572106809208618e-05,4.3225183455039355e-05,7.987292599264523e-05,9.4735214939861083e-05,9.178498993395126e-05,-0.00017196220334227648
0.10061175,1.8966337745608625e-05,2.5613449829187137e-05,4.327935216340223e-05,7.9909032598230454e-05,9.481759931503183e-05,9.1817969765819817e-05,-0.00015591841472108097
0.10066238,1.9001811451785139e-05,2.568720645288107e-05,4.3387610966007119e-05,8.0023035332694211e-05,9.498202681965955e-05,9.1931868320967549e-05,-0.00013977921859307548
0.10071302,1.9057477964051134e-05,2.5791726748955338e-05,4.3546912996466399e-05,8.0212341100192197e-05,9.5227034761843321e-05,9.2125164539084699e-05,-0.00012356383665070643
0.10076365,1.9130123305163207e-05,2.5923133752807894e-05,4.3751629762617328e-05,8.0470992474587289e-05,9.5547637811569332e-05,9.239283747272106e-05,-0.00010729895686298583
0.10081429,1.9215343683435411e-05,2.6076127210581057e-05,4.3994539623205725e-05,8.079072832479322e-05,9.5936339409118958e-05,9.272737570340725e-05,-9.1008075176456104e-05
0.10086492,1.9308126283219754e-05,2.6244608849680879e-05,4.4267592393077153e-05,8.1161825059907823e-05,9.638393666621497e-05,9.3119584403109795e-05,-7.4711998756728779e-05
0.10091556,1.9403191286253083e-05,2.6422021173447712e-05,4.4562332897464394e-05,8.1573656669345975e-05,9.6880054269801253e-05,9.3559116774454205e-05,-5.8425623883248039e-05
0.10096619,1.9495123466152675e-05,2.6601417543079849e-05,4.4869983123780336e-05,8.2014945550544795e-05,9.7413388733191521e-05,9.4034712806336825e-05,-4.2168237575037883e-05
0.10101683,1.9578356311706409e-05,2.677538134543067e-05,4.5181293472162695e-05,8.2473795730196681e-05,9.7971753547898438e-05,9.4534248312420105e-05,-2.596103328461224e-05
0.10106746,1.9647088639805148e-05,2.6935877209987766e-05,4.5486262915190634e-05,8.2937565352051817e-05,9.8541983155731608e-05,9.5044635950236936e-05,-9.8247109885574364e-06
0.10111809,1.9695230989947862e-05,2.7074165115321462e-05,4.5773898726774706e-05,8.3392735847030638e-05,9.9109846624690143e-05,9.5551744122400858e-05,6.2190748501610925e-06
0.10116873,1.9716449946147844e-05,2.7180858311223379e-05,4.6032115792765698e-05,8.3824816576015535e-05,9.9659991191619669e-05,9.6040340792516774e-05,2.2152312811087065e-05
0.10121936,1.9704416995406778e-05,2.7246251702910938e-05,4.6247977243150896e-05,8.421851912611613e-05,0.00010017615671982592,9.6494311839512208e-05,3.7956090718846471e-05
0.10127,1.9653502649250754e-05,2.7261169315922704e-05,4.640855841928446e-05,8.4558523664964906e-05,0.00010064197297503821,9.68974578304891e-05,5.3614560234926164e-05
0.10132063,1.9559461495419869e-05,2.7217861842417294e-05,4.6501960852171585e-05,8.4830416257721799e-05,0.00010104193140035002,9.7234458182778174e-05,6.9118587570918879e-05
0.10137127,1.9418529242807727e-05,2.7109428757472462e-05,4.6516943502967933e-05,8.502028473149089e-05,0.00010136098797189144,9.7490468114331847e-05,8.4465739920005676e-05
0.1014219,1.9228382862159368e-05,2.6930917740660608e-05,4.6444285283709028e-05,8.5116132426589323e-05,0.00010158602152604967,9.7652565159866774e-05,9.9655659192786884e-05
0.10147254,1.8988683425101987e-05,2.6679907661931004e-05,4.6277653176359385e-05,8.5108845027157459e-05,0.00010170682718772384,9.7710734513389169e-05,0.00011468917740237785
0.10152317,1.8700889796421667e-05,2.6356519996108303e-05,4.6013853489536947e-05,8.4992583359656522e-05,0.00010171654839751892,9.7658290271919273e-05,0.00012957160403249252
0.10157381,1.8367946346595579e-05,2.5963188056360379e-05,4.5652768856485249e-05,8.476486117586039e-05,0.00010161179118037551,9.749198876412947e-05,0.00014431984817586495
0.10162444,1.7993975866875215e-05,2.5504356681133595e-05,4.5197151908459615e-05,8.4426488644442855e-05,0.00010139261801501503,9.7212019774322428e-05,0.00015895789200481923
0.10167508,1.7584030950337565e-05,2.4986121103571237e-05,4.4652274982045115e-05,8.3981338178370582e-05,0.00010106236313110498,9.6821818966283597e-05,0.0001735078370624777
0.10172571,1.7144024282723687e-05,2.441606691330357e-05,4.4025750268237029e-05,8.3436229317755979e-05,0.00010062757000025641,9.6328006922577125e-05,0.0001879948188774895
0.10177635,1.668078619603162e-05,2.3803292172181491e-05,4.3327513455839485e-05,8.2800948221138049e-05,0.00010009803639792527,9.5740437687123241e-05,0.00020244994245520451
0.10182698,1.6202180392418632e-05,2.3158526515404285e-05,4.2569922907666866e-05,8.2088313944563953e-05,9.9486881557914574e-05,9.5072270295943749e-05,0.00021691714400104255
0.10187762,1.5717134690368612e-05,2.2494177804220598e-05,4.1767805183929725e-05,8.1314130930120533e-05,9.8810469873435229e-05,9.4339900171637946e-05,0.00023145011878026477
0.10192825,1.5235529560993808e-05,2.1824188428546034e-05,4.0938326905114395e-05,8.0496959751077721e-05,9.808811988768859e-05,9.3562680789352555e-05,0.00024609571695074096
0.10197889,1.4767982397883563e-05,2.1163758692675335e-05,4.0100703289569992e-05,7.9657693786310791e-05,9.7341602593322966e-05,9.2762429350577881e-05,0.00026089664073820136
0.10202952,1.4325284980684861e-05,2.0528623837316654e-05,3.9275473596385977e-05,7.8818692715382983e-05,9.6594174618276236e-05,9.1962454835518761e-05,0.00027589943908682291
0.10208016,1.3917769116513159e-05,1.9934180827043107e-05,3.8483488368440418e-05,7.8002811241415328e-05,9.5869518207116649e-05,9.1186497015297371e-05,0.00029115479612144634
0.10213079,1.3554648567151847e-05,1.9394531505426088e-05,3.7744693062402705e-05,7.7232246458812392e-05,9.519050456136967e-05,9.0457478724157651e-05,0.00030671004785554193
0.10218143,1.324339380909466e-05,1.8921570749551608e-05,3.7077020089778031e-05,7.6527333078812694e-05,9.4577935091083381e-05,8.9796239412154495e-05,0.00032260059529662854
0.10223206,1.2989279770283885e-05,1.8524261897427255e-05,3.6495384597823283e-05,7.5905266833362506e-05,9.404923779148238e-05,8.9220205120512944e-05,0.00033885001578714348
0.1022827,1.2795114758320097e-05,1.8208237879070983e-05,3.601098447209132e-05,7.5379901627877107e-05,9.3618288882684522e-05,8.8743218974760891e-05,0.00035548076167380414
0.10233333,1.2661121031968405e-05,1.7975585824194256e-05,3.5630773145455626e-05,7.4961101223749098e-05,9.3294821148109041e-05,8.8374938659299706e-05,0.00037250903640546017
0.10238397,1.2585026057421048e-05,1.782473902809846e-05,3.535703629035773e-05,7.4653998629390178e-05,9.3083758308055214e-05,8.8120166173673878e-05,0.00038993843556067958
0.1024346,1.2562098568952177e-05,1.7750564862553363e-05,3.5187313575425927e-05,7.445859965489491e-05,9.2984890398445543e-05,8.7978523445524573e-05,0.00040776001617117986
0.10248524,1.2585550486280578e-05,1.7744877994216171e-05,3.5114623849930261e-05,7.4370230169561072e-05,9.2993362921002829e-05,8.7944948573719095e-05,0.00042594973619257425
0.10253587,1.2647164739416212e-05,1.779722262248437e-05,3.5128415334507461e-05,7.4379970796934175e-05,9.3100121674753226e-05,8.8010154277651858e-05,0.00044448262181049654
0.10258651,1.2737446037847428e-05,1.7895236830931203e-05,3.5214579823122761e-05,7.4474765354073174e-05,9.3292006507483639e-05,8.8160732770683388e-05,0.00046332677683876385
0.10263714,1.2846072786935989e-05,1.8025146426413374e-05,3.5356629538815953e-05,7.4638416368747449e-05,9.3552708793693417e-05,8.8380125435176315e-05,0.00048244221971276504
0.10268778,1.2962799195024267e-05,1.8172948007163993e-05,3.5537083692471541e-05,7.4852950631112505e-05,9.3864104758092928e-05,8.8649967662902902e-05,0.0005017782352117183
0.10273841,1.307799470357358e-05,1.832519854752391e-05,3.5738468745316754e-05,7.5099636700927408e-05,9.4207257628610639e-05,8.8951104800401846e-05,0.00052128619303017782
0.10278905,1.318313764202052e-05,1.8469699820312996e-05,3.5944181427077944e-05,7.5360023177175155e-05,9.4563461822037896e-05,8.9264645082365351e-05,0.00054092550286370591
0.10283969,1.3271171647325201e-05,1.8595947712122579e-05,3.6139201946471766e-05,7.5616915906362976e-05,9.4915245270480407e-05,8.9572970791848035e-05,0.00056066243086601221
0.10289032,1.3336543952346618e-05,1.8695280025606611e-05,3.6310455116103898e-05,7.5854988942091693e-05,9.524700834059474e-05,8.986038340735591e-05,0.000580462843323904
0.10294096,1.3375577361764299e-05,1.8761354746093868e-05,3.6447449162127717e-05,7.6061626123364123e-05,9.554590089214854e-05,9.0113972484705404e-05,0.00060028979020090357
0.10299159,1.3387757277702894e-05,1.8791491310936251e-05,3.6543728613903883e-05,7.6228486302299458e-05,9.580341518232151e-05,9.0325218457912933e-05,0.00062012211326780624
0.10304223,1.337305614712645e-05,1.878400784348163e-05,3.6594299135760239e-05,7.6348987669425935e-05,9.6012917297742161e-05,9.0487512119902599e-05,0.00063995184437817213
0.10309286,1.3331429177530098e-05,1.8738281800569759e-05,3.6595777899796835e-05,7.6418502434995599e-05,9.6169888055010503e-05,9.0596407352277951e-05,0.00065977529444818917
0.1031435,1.326499609032296e-05,1.8656130923183948e-05,3.6547887395356661e-05,7.6435885813110426e-05,9.6273502811112832e-05,9.0651195234862331e-05,0.00067958734887413102
0.10319413,1.3177564865938813e-05,1.8541730369492219e-05,3.6453497461352234e-05,7.6403536218982499e-05,9.6326727830403354e-05,9.0655010106590334e-05,0.00069938289572776585
0.10324477,1.3074032200541941e-05,1.8401126876338919e-05,3.6318239528174354e-05,7.6327009458363308e-05,9.6335916156588248e-05,9.0614415530718433e-05,0.00071916772379076457
0.1032954,1.2959818005731022e-05,1.8241533728528835e-05,3.6149839558250526e-05,7.6214322138615302e-05,9.6310060241778991e-05,9.0538669905920958e-05,0.00073895865234137434
0.10334604,1.2840467658483759e-05,1.8070719194761743e-05,3.5957450755814179e-05,7.6075219760021696e-05,9.6259992709786974e-05,9.0438913067301905e-05,0.00075876997815971074
0.10339667,1.2721323710950988e-05,1.789641778031633e-05,3.5750888302359053e-05,7.5920328314389637e-05,9.6197450855914005e-05,9.0327225966858863e-05,0.00077861072464406394
0.10344731,1.2607226173644537e-05,1.7725816858124355e-05,3.5539888310516894e-05,7.5760337164478797e-05,9.6134177974458221e-05,9.021573086475949e-05,0.00079848331456426613
0.10349794,1.250223813981705e-05,1.7565088269128015e-05,3.5333393141039175e-05,7.5605213569576837e-05,9.6081071403170124e-05,9.0115733037301622e-05,0.00081839364422547738
0.10354858,1.2409437554064327e-05,1.7419026288971004e-05,3.513888799737017e-05,7.5463456073932166e-05,9.6047386707258402e-05,9.0036905858274896e-05,0.00083834986194672033
0.10359921,1.2330865631285438e-05,1.729097393307573e-05,3.4962110700079157e-05,7.5341714816230251e-05,9.6040317515234396e-05,8.9986869964709011e-05,0.00085835708876902698
0.10364985,1.2267556078609977e-05,1.71828923762858e-05,3.4807011497546121e-05,7.5244627796791061e-05,9.6064780893931665e-05,8.9970963563453386e-05,0.00087840831843092205
0.10370048,1.2219790132970238e-05,1.7095685919575958e-05,3.4676075456453116e-05,7.5175032367932835e-05,9.6123591660189782e-05,8.9992390819496477e-05,0.00089849170978832584
0.10375111,1.2187422006622254e-05,1.7029634349902917e-05,3.4570833869570645e-05,7.5134403924854735e-05,9.6217855269903975e-05,9.0052605553011676e-05,0.00091860077468889929
0.10380175,1.2170275566955243e-05,1.6984930170966434e-05,3.4492550872850524e-05,7.5123542717111749e-05,9.6347652285345818e-05,9.0151984288351465e-05,0.00093872848046477257
0.10385238,1.2168489977843051e-05,1.6962202467827658e-05,3.4442905225455046e-05,7.5143332255343215e-05,9.6512807769970514e-05,9.029059054486929e-05,0.00095886482379580851
0.10390302,1.2182597376999875e-05,1.6962599040094193e-05,3.4424216022405606e-05,7.5195101980573455e-05,9.6713301634243374e-05,9.0468572574210526e-05,0.00097898787829525831
0.10395365,1.2213839062143234e-05,1.698834263387801e-05,3.4440103243056556e-05,7.5281446381172747e-05,9.6950163022123007e-05,9.0687038845247109e-05,0.00099908166979602591
0.10400429,1.2264377485683214e-05,1.7042776664059871e-05,3.4495576124140278e-05,7.5406475185890991e-05,9.7225813885421099e-05,9.0948396219891244e-05,0.0010191391163321332
0.10405492,1.2336979428627962e-05,1.7130073454052106e-05,3.4596716221592836e-05,7.5575626971973166e-05,9.7543972127822086e-05,9.1256265279053182e-05,0.0010391580410694726
0.10410556,1.243490454544875e-05,1.7255047473454058e-05,3.4750422325957684e-05,7.5795509480836997e-05,9.7909596727237854e-05,9.161542031468831e-05,0.0010591402889952809
0.10415619,1.256166264962451e-05,1.7422783777404497e-05,3.4963873375475731e-05,7.6073446278562135e-05,9.8328535651899773e-05,9.2031443422817399e-05,0.0010790827840075341
0.10420683,1.2720772522868331e-05,1.7638198704910296e-05,3.5243903558046764e-05,7.6416876307674951e-05,9.8807024952907719e-05,9.2510234929977185e-05,0.0010989877732364563
0.10425746,1.2915581410994054e-05,1.7905770121986959e-05,3.5596519695768762e-05,7.6832856628098411e-05,9.9351281373501367e-05,9.3057625937570737e-05,0.0011188653151053103
0.1043081,1.3148968229649383e-05,1.8229090185719567e-05,3.602622627344506e-05,7.732729578955958e-05,9.9966812566925663e-05,9.3678710787189963e-05,0.0011387270805620164
0.10435873,1.3423026698575019e-05,1.8610411239606306e-05,3.6535345620625783e-05,7.7904092969531601e-05,0.0001006575993418355,9.4377045242401305e-05,0.0011585852856419142
0.10440937,1.3738796422963141e-05,1.905024302454979e-05,3.7123447679611362e-05,7.8564339449836528e-05,0.00010142528430431621,9.515386544269223e-05,0.0011784426238070419
0.10446,1.4096044946564051e-05,1.9547057126714804e-05,3.7786920689723673e-05,7.9305643785565738e-05,0.00010226844733654812,9.6007387738830685e-05,0.0011983049814860403
0.10451064,1.4493122346546971e-05,2.0097158703002123e-05,3.8518868996305347e-05,8.0121807511215001e-05,0.00010318217877431247,9.6932391181402144e-05,0.0012181829088906745
0.10456127,1.492689432025047e-05,2.069474846843573e-05,3.9309361462675281e-05,8.1002926336285884e-05,0.00010415806812731268,9.7920213311521981e-05,0.0012380819638447339
0.10461191,1.5392788321462153e-05,2.1332123283023999e-05,4.0145840704699856e-05,8.1935735724578286e-05,0.00010518441092117385,9.895897296711551e-05,0.0012579983381027478
0.10466254,1.5884980068369701e-05,2.1999938505410739e-05,4.1013648175720232e-05,8.2904152408570456e-05,0.00010624662767721958,0.00010003396808303262,0.0012779236345513939
0.10471318,1.6396680108892066e-05,2.2687662873068584e-05,4.1896795295693491e-05,8.3890139980798855e-05,0.00010732801756240808,0.00010112844361341395,0.001297847964929356
0.10476381,1.692030713877222e-05,2.3383949581383654e-05,4.2778654232370009e-05,8.4874527144459446e-05,0.00010841045793825717,0.00010222428140049662,0.0013177586649865945
0.10481445,1.7447785274729415e-05,2.4077111190380186e-05,4.3642715089023382e-05,8.5837926823421028e-05,0.00010947523339268681,0.00010330282459375827,0.0013376363234690008
0.10486508,1.7970725632999125e-05,2.4755492745968278e-05,4.4473206780838267e-05,8.6761537976717487e-05,0.00011050377355563453,0.00010434560242572511,0.0013574553247067201
0.10491572,1.8480628427600335e-05,2.5407804573747601e-05,4.5255615939617709e-05,8.76278542942175e-05,0.00011147834354559367,0.00010533500107984125,0.001377186844348141
0.10496635,1.8969113419025806e-05,2.6023487856954383e-05,4.5977188265439903e-05,8.8421367468372475e-05,0.00011238279804889176,0.00010625499593132267,0.0013967997588950859
0.10501699,1.9428194405506258e-05,2.6593082580807614e-05,4.6627394260230026e-05,8.9129232338103068e-05,0.00011320329737847714,0.00010709184198902719,0.0014162606938809194
0.10506762,1.9850599224319688e-05,2.7108619396158772e-05,4.7198394913597833e-05,8.974192928770288e-05,0.0001139290873118571,0.00010783484848692559,0.0014355394680040047
0.10511826,2.0230099657231226e-05,2.7564020546620773e-05,4.768546302663191e-05,9.0253797898206766e-05,0.00011455314439642232,0.00010847699208049781,0.0014546094885521743
0.10516889,2.056185484770266e-05,2.7955398151652604e-05,4.8087239271673312e-05,9.0663366012696899e-05,0.00011507259495330083,0.00010901534964806522,0.0014734421139842818
0.10521953,2.0842797172765863e-05,2.828130427820436e-05,4.8405865054538183e-05,9.0973504650693912e-05,0.00011548895312638605,0.00010945132894059038,0.0014920123347317085
0.10527016,2.1071979348977357e-05,2.8542985151314149e-05,4.8647023519568234e-05,9.1191445065383001e-05,0.00011580819819916293,0.00010979074953275736,0.0015103012403866588
0.1053208,2.1250832503472414e-05,2.874451759351197e-05,4.8819821590913949e-05,9.132861440105933e-05,0.00011604068073257383,0.00011004374332145363,0.0015282957631070446
0.10537143,2.1383302042352882e-05,2.8892715149787765e-05,4.8936400779375948e-05,9.1400179366483484e-05,0.0001162007433445689,0.00011022438379199639,0.001545982375231194
0.10542207,2.1475820926478034e-05,2.8997210231705051e-05,4.9011705974151394e-05,9.1424706590546189e-05,0.00011630646588013362,0.00011035044324822665,0.0015633569629221842
0.1054727,2.1537031570130618e-05,2.9069646241713926e-05,4.9062382893012014e-05,9.1422909900738773e-05,0.00011637848337005812,0.00011044223525001803,0.0015804169775674346
0.10552334,2.1576847833222761e-05,2.9122718099520172e-05,4.9105557192449283e-05,9.1416229373762477e-05,0.00011643860294854023,0.00011052125094871204,0.0015971609731977106
0.10557398,2.1605837559596644e-05,2.9169552068555863e-05,4.9158001031614036e-05,9.1425778156482474e-05,0.00011650876445613379,0.00011060914068958211,0.0016135907167936603
