Physical Time (s),etp_right Monitor (kg-m/s^3): right_cv1,etp_right Monitor (kg-m/s^3): right_cv2,etp_right Monitor (kg-m/s^3): right_cv3,etp_right Monitor (kg-m/s^3): right_cv4,etp_right Monitor (kg-m/s^3): right_cv5,etp_right Monitor (kg-m/s^3): right_cv6,etp_right Monitor (kg-m/s^3): right_cv7
0.2634539,3.805492083685218,3.2972587892923468,2.9106228858739884,1.9107777477679408,1.4485521722793018,0.7440448394008039,0.40888628049381437
0.26350454,3.7328474762684376,3.2421756322171729,3.0755941060465926,2.0267364833984911,1.4226364357151653,0.74249041611913869,0.41102836230552042
0.26355517,3.6703333912755922,3.1518053182741941,3.2393407312757554,2.1479303559318303,1.3972451552807887,0.74120015599763545,0.41319883261541668
0.26360581,3.6174363277070283,3.0117314037799057,3.3959815175616517,2.2734834196622127,1.3723277837309282,0.74026889143626018,0.41533158078472426
0.26365645,3.5736513756314343,2.8189348959439298,3.5403394169147195,2.401705312577294,1.347734657732085,0.73977547642166364,0.4173587409567216
0.26370708,3.5384228711884331,2.5868465855408949,3.6676886061849934,2.5300037626584135,1.3234518612089126,0.73978002639513585,0.41923451226681829
0.26375772,3.5113122568221988,2.3399002689805135,3.7742676376829567,2.6554668216845068,1.2993933029534113,0.74034530479964744,0.42088351786402894
0.26380835,3.4922447930534974,2.1031196715062275,3.85725122375504,2.7746991175490594,1.275542818904478,0.74150650917827421,0.42224534049838214
0.26385898,3.481492549055059,1.8956608082650408,3.9150071503379587,2.8839005758791361,1.2519024092217594,0.74327120775986921,0.42325116422032222
0.26390962,3.4794408692940451,1.7317937651454767,3.9471336222217244,2.9809491524684182,1.2284520156328085,0.74564873998670278,0.42390994239377927
0.26396025,3.4871369092107996,1.6216192229442594,3.9539859534937971,3.0638297485411479,1.2052587646145649,0.74862720739766175,0.4241962127071453
0.26401089,3.506053397739282,1.5723677502238218,3.936950228423767,3.1319022457129009,1.1822929979781585,0.75216748290254232,0.42408233240637266
0.26406153,3.5376241303679223,1.5867134530569591,3.8979055234339022,3.1844419528161962,1.1596389236517481,0.75621872984732375,0.42357474139059953
0.26411216,3.5831068900695162,1.6624145966924566,3.8395238721354028,3.2212428925511412,1.1374075149359171,0.76073295469723745,0.42269946353761068
0.2641628,3.6423630190385392,1.7912031429668429,3.7649673932457368,3.2421718532444963,1.1156311412632205,0.76563182797547868,0.42148409338948356
0.26421343,3.7137783036773349,1.9604065997788152,3.676730603474144,3.2464359687672419,1.0944604669544662,0.77084381177342354,0.41996116578236103
0.26426406,3.7918707380387846,2.1555511680523898,3.5787901096295878,3.2346055454539071,1.0740299471448593,0.77628292047671577,0.41818507965657797
0.2643147,3.8677435781234495,2.3615115057044735,3.4762615617187578,3.207790372998327,1.0544766614663303,0.78186594773054408,0.41622239968471469
0.26436533,3.9309462402500905,2.5640043733595435,3.3757572796947048,3.1666896433045943,1.03599726556005,0.78752407298834837,0.4141483465679916
0.26441597,3.9607748261396014,2.7506474394814511,3.284665980362917,3.1127727188976593,1.018781154770694,0.79319112130657143,0.41203420673321844
0.26446661,3.9179377762198078,2.9119471766953713,3.2086493169310817,3.047617002931517,1.0029543937782406,0.79880235661752819,0.40994573182527116
0.26451724,3.7661024837040591,3.0414964107469316,3.1505551346659688,2.9732330253939705,0.98861749471670246,0.80429219800369245,0.40793953446377118
0.26456788,3.4986916083964057,3.1355575848347277,3.1109205803907938,2.8912779949113165,0.97591972945282179,0.80962606948580951,0.40607728780307295
0.26461851,3.1509327154743536,3.1921676689068814,3.087945584663196,2.8036975230454422,0.96487287171089575,0.81477456053901265,0.40440107139770898
0.26466914,2.7915953588112736,3.2114735545736202,3.0788595044593983,2.7123638725833668,0.95555354102781742,0.81970197304704362,0.4029470399413515
0.26471978,2.484130943288021,3.1967658294270924,3.0798448555411571,2.6192971841058235,0.9479350391797432,0.82440149950982999,0.40173901423027425
0.26477041,2.2662114991070212,3.153939462147858,3.0861548204243703,2.5269782032624848,0.94210661564101694,0.82887467305077711,0.40079433051208962
0.26482105,2.1467425258579005,3.0929269473331749,3.0920953155956044,2.4372592167414591,0.93804737120387938,0.8331389853113651,0.40011864323436452
0.26487168,2.1137688176301155,3.0268092771536748,3.0920855605359074,2.3510969180027668,0.93590323118226537,0.83718660011468915,0.3997053413143109
0.26492232,2.1590132554457648,2.968992725513254,3.0815044501132203,2.2716996065575228,0.93577514761507996,0.84098598246078804,0.39953721607721848
0.26497296,2.2778250893602228,2.9282083318203442,3.0558290801070398,2.1996448800837505,0.93788036429946031,0.84451320887761283,0.39959404327230053
0.26502359,2.4524819947869521,2.9067404107656261,3.0104012285792745,2.1371308608582664,0.94243836826351834,0.84772814750697334,0.39985170263673381
0.26507422,2.6553741213487343,2.9019964925336121,2.9410693277930045,2.0847763284890943,0.94955843674036666,0.85061848989505329,0.40028035450660354
0.26512486,2.8536982924693808,2.9094337274632247,2.8447394564644179,2.0435738469456779,0.95945965086720275,0.85318311182760265,0.40084557159687584
0.26517549,3.0185012691432762,2.9247974082820538,2.7210686557287591,2.0146233215881684,0.97223092474917661,0.85543936644728102,0.4015140577538524
0.26522613,3.1318136992028012,2.9453395342639896,2.5714698703257892,1.9979839030893904,0.98782474349113747,0.85738800379460245,0.40225482198039153
0.26527676,3.1881169964871408,2.9701762603154478,2.3995844160752569,1.9940045313620078,1.0062726855717528,0.8590457996868639,0.40304234592983446
0.2653274,3.1938782024911045,2.9996128947671252,2.2110782497077408,2.0025997795469523,1.0273348008029026,0.8604484153487022,0.40385385398402857
0.26537804,3.1563229366905623,3.0345125446843095,2.0130551772268244,2.0236553599222011,1.0507555588840818,0.86158828788926367,0.4046680213581989
0.26542867,3.0870710668601715,3.0760855888572212,1.8131836973010025,2.056648823849859,1.076257046932402,0.86247926785050755,0.40547014005389104
0.2654793,3.0005018892404203,3.1254846650263648,1.6192299651692603,2.1012016669602409,1.1037026103016208,0.86312714541977842,0.40625102743125546
0.26552994,2.9141763303849406,3.1835994708637845,1.4389654256476461,2.1560777678725804,1.1329909241752818,0.86351929544235917,0.40700250440657643
0.26558057,2.8418134042427141,3.2508761126936774,1.278764556414874,2.2203383231023746,1.1637485173559039,0.86365080454580778,0.40771928036592558
0.26563121,2.7885820696003494,3.3269067516432744,1.1455043507622129,2.292390477170398,1.1958455348458927,0.86351691575057588,0.40839932999549983
0.26568184,2.7540889436293736,3.4102680094379263,1.0457088550745652,2.3707183812822787,1.2290488453041393,0.86311125393440347,0.40903974150136396
0.26573248,2.7353840468528698,3.4993599742645056,0.9842090836941062,2.4537598888361569,1.2631819258304291,0.86241712310108543,0.40963977914521443
0.26578312,2.7295507511794814,3.5934238484034027,0.96397186717504313,2.5396878980785038,1.298109089012355,0.86145085380513164,0.41019686772864977
0.26583375,2.7346671873371635,3.6938418561039792,0.98518898005728228,2.6265856104833478,1.3336697025978963,0.8602147071458861,0.41070497344275475
0.26588439,2.7497838793701819,3.8045161054173744,1.0461952786006434,2.7127762646536144,1.3696703438788818,0.85871933190456717,0.41115680143524075
0.26593502,2.774083430209525,3.9309699937598834,1.1434271710797375,2.7964332165460224,1.4058037170700559,0.8569864276223762,0.41154459217449563
0.26598565,2.8072745698275985,4.0777594561552659,1.2719842114147133,2.8759956848567114,1.4416938328103284,0.85505010951601068,0.41185865970546132
0.26603629,2.8489814968756795,4.2421960995507284,1.4259338376771293,2.9499344770401086,1.477445863309685,0.85295861047628063,0.4120873164629319
0.26608692,2.8987616429338927,4.4099561251303925,1.5983366434536808,3.016763290085378,1.5126604501575498,0.85075860071718157,0.41221903545064642
0.26613756,2.9543569134089451,4.5554154126570143,1.7818854938390649,3.0753143691348037,1.5470674920311855,0.84850483533392163,0.41223918949627036
0.2661882,3.0142937698584564,4.6471186711179628,1.9706962221754882,3.1245129877151303,1.5804010208062114,0.84624722995502277,0.41213573518664987
0.26623883,3.0764236115379116,4.6563363201778918,2.1592352747067927,3.1634572069413558,1.6124290315099994,0.84403130785151093,0.41190085306559737
0.26628947,3.1391081665871279,4.5709985417541876,2.3416103703562414,3.1915054123287083,1.6430840690925688,0.84189790586920132,0.41152843380652154
0.2663401,3.2016946548837093,4.401002642190357,2.512075912216917,3.2081585493917135,1.6722043965991651,0.83985753847394817,0.41101434320089952
0.26639073,3.2643253803871577,4.1740467822953393,2.6654768593181748,3.213323887023706,1.6996384354284482,0.83792530785141128,0.41035865322560405
0.26644137,3.3281669510276477,3.9216471964084545,2.7976591664449555,3.2069490231565387,1.7253771651086296,0.83609660033175126,0.40956200968770928
0.266492,3.3950638746783421,3.6725444187341969,2.9059790707423012,3.1894708619487959,1.7493799278366484,0.83435431970148,0.40863110026068039
0.26654264,3.4670316343491194,3.4485793818954926,2.989407000522883,3.1616262090223581,1.7716561303604397,0.83264443449350889,0.40757704137250972
0.26659328,3.5465651757938708,3.2669542727741745,3.0489242126153506,3.1239362289529473,1.7923382399373982,0.8309299022966764,0.40641414243884122
0.26664391,3.6363068727148784,3.1382346200540487,3.0875260179210202,3.0761414206038662,1.8115016319908825,0.82916115868526019,0.40516123130249287
0.26669455,3.7387517509537163,3.0698872413896803,3.1081133912172527,3.0173228903749658,1.8292086264422698,0.82729017930733018,0.40384102905085234
0.26674518,3.8556870789124482,3.0648856805393669,3.1144571887632186,2.9461692633911816,1.8455372810824959,0.82526474900419433,0.40247963099895162
0.26679581,3.9875583543232027,3.1229459337352581,3.1114865773416476,2.8621892058652656,1.8605604852163815,0.82306466173387305,0.40110682940364573
0.26684645,4.1323849687404133,3.2383256964625375,3.1044944348536463,2.7662178176163512,1.8742906278305878,0.82066114761277842,0.39975596004728464
0.26689708,4.286623641442433,3.4054030661756505,3.0992013577804576,2.659949313984376,1.8869364212300557,0.81805263714233145,0.39846164436774434
0.26694772,4.4445979557358513,3.6127610694939736,3.1007277961992461,2.5454730114963819,1.8984548032427495,0.81524221680312714,0.39726122922034812
0.26699836,4.6003404523868259,3.8465871238500968,3.1129062110117842,2.4246439536651039,1.9089245749868733,0.81223763165594454,0.39618940081953641
0.26704899,4.746838546635102,4.0919836339631299,3.1394232902152734,2.2986440340976788,1.9183159961343574,0.80907334434492562,0.39527565298608169
0.26709963,4.8808793651641302,4.3303154553174164,3.1836156227802541,2.1681504378873035,1.9266951745182166,0.80578015417169757,0.39454418861955043
0.26715026,4.9860468857849565,4.5446829030534293,3.2481965826333856,2.0334296494995692,1.9341320272170801,0.80239114570576264,0.3940103303074991
0.26720089,5.0389968582364899,4.7186136296187637,3.335107484032775,1.8951098664295916,1.9405749786849071,0.79895153301430621,0.39368420330694964
0.26725153,5.0186265433592103,4.8404857742380383,3.4445746918625559,1.7545420654704993,1.946068896131981,0.79550952335371672,0.39356323192378473
0.26730216,4.9175086138537347,4.9053681627362957,3.57293508427197,1.6137761262882668,1.9504423946260636,0.7921008344126208,0.39363447291974907
0.2673528,4.7336695962846882,4.9141436662657227,3.7111604443268629,1.4746647701183437,1.9536673618853098,0.78876934066352977,0.39387534590973283
0.26740343,4.4805008238295869,4.8759312745094086,3.8466486710187318,1.3397175727777426,1.9557124241442303,0.78555106070012037,0.39425312062342521
0.26745407,4.1862900101678102,4.8005214893192294,3.9664827738001374,1.2108970286621175,1.95645855874124,0.78247622292331676,0.39473279836224257
0.26750471,3.891431972714563,4.6980145775763082,4.0592028653794925,1.0901814358235562,1.9558404071643953,0.77958668985545632,0.39527410599757817
0.26755534,3.6374211138607517,4.57590822728646,4.1185884803409589,0.97920978282442117,1.9535796899950935,0.77691560718827213,0.39583657510620168
0.26760597,3.4591971902245513,4.437162936715132,4.1416074580489726,0.87937543404708984,1.9497541615608436,0.77448954329971731,0.39638139315569976
0.26765661,3.3656920717824748,4.2845648532205631,4.1283011485508192,0.79205262334438997,1.9447397487250044,0.77232674198554241,0.39687368015003055
0.26770724,3.3647862878742898,4.1196701479335323,4.0806107447701967,0.7185717398644732,1.937729683171965,0.77044735253088781,0.39728704688218469
0.26775788,3.4427146255853258,3.9472481209511887,4.0010875298876281,0.66034526631507584,1.9282956040521437,0.76885056213603542,0.39760596435492102
0.26780851,3.5873487853338473,3.7758219780078606,3.892470076407021,0.61736541554449864,1.9169754015199627,0.76753451352380209,0.39782338999587774
0.26785915,3.7799085452612333,3.6187103810807399,3.7576927683081354,0.59063748387063608,1.9039398654770601,0.76648462160553477,0.39794549466782531
0.26790979,4.0028990455739359,3.4882899786311392,3.600562940773532,0.5800213499665815,1.8892659722907374,0.76564875879670624,0.39798637572254625
0.26796042,4.2359154785650803,3.3904656702414893,3.4260168895427072,0.58535741881403847,1.8728855088400704,0.76498029083318531,0.39796730363780031
0.26801105,4.4597491995936647,3.3236824999969654,3.2405700548806866,0.60575475603325868,1.8546744205164549,0.7644264271794875,0.39791905153722534
0.26806169,4.658114904713142,3.2821501861712963,3.0513461982084968,0.6403770140256001,1.83465988394018,0.76392903028157477,0.39787883713061367
0.26811232,4.8177483701354538,3.2586221442104506,2.8664350950911164,0.68783625860792585,1.8132385477685458,0.76341083059682746,0.39788332189148307
0.26816296,4.9298497110487114,3.2473184580878658,2.6938368947974958,0.74656607338007308,1.790379292248562,0.76283685599308682,0.39797043181840641
0.26821359,4.9887424493041497,3.2453304903623597,2.5408303889297832,0.81504221755261319,1.7664589833251005,0.7621288798671666,0.39817582594399659
0.26826423,4.9915525945881214,3.2522309132885905,2.4135928996734415,0.89174737722450415,1.741000875840615,0.76122127907933246,0.39853300063654162
0.26831487,4.9406057583409684,3.2684547786724156,2.316952464870484,0.97512351439917688,1.7146477402571225,0.76008407530552058,0.3990712665608489
0.2683655,4.8454456407954689,3.293419610074301,2.2542965635481926,1.0633864273576883,1.6876620598332841,0.7586759395577537,0.39981263739843748
0.26841614,4.7196459929372434,3.3236859799626419,2.2280662024887112,1.155447046800286,1.6602284032399981,0.75698651447488485,0.40077489645776665
0.26846677,4.5699991084234828,3.3531026188548001,2.2384297493885694,1.2503143165927806,1.6323946124690567,0.75501620067173381,0.40196953578211453
0.2685174,4.4099832341572176,3.3747222216561119,2.2828843910607399,1.3473379460202908,1.6042261093366916,0.75278892073569492,0.40339693988656289
0.26856804,4.2560472386884269,3.3837567931639305,2.3596004774574473,1.446231883525708,1.5760065351859971,0.75034428749003623,0.40504967956493332
0.26861867,4.1189280934585382,3.3790402125662071,2.4648951363215592,1.547003987537283,1.5479075100839295,0.74773554290541833,0.4069130913198441
0.26866931,4.0016383946984151,3.3630704469784072,2.5936753162113821,1.650241285877786,1.5200938224677856,0.74502983237990417,0.40896561172116058
0.26871995,3.9022019472294613,3.3389183209066133,2.7403039868629753,1.7566435754460183,1.4927311874343545,0.7423087254770967,0.41117711777286026
0.26877058,3.8168020921808719,3.3055638340367075,2.8988567616071133,1.867073596641271,1.4658854637730216,0.73965610202133403,0.41350605457946327
0.26882122,3.7428581159793985,3.2547297088991103,3.0630888281061592,1.9823333474524039,1.4395769601175286,0.73717029547781465,0.41590522600260593
0.26887185,3.6791735033694808,3.1713402175112786,3.2269562686582667,2.1026693831599657,1.4138169598588615,0.73494432047102531,0.4183201546969183
0.26892248,3.6252082554611453,3.0399199024640446,3.3845087947645016,2.2275827888827218,1.3885072355149846,0.7330647137621471,0.42069318611963796
0.26897312,3.5804085193380115,2.8550460465229506,3.5305721889667812,2.3554883293222346,1.363524867883241,0.73162250062384149,0.42296372457375253
0.26902375,3.5442743907752043,2.627813998847337,3.6603824300201797,2.484155393588777,1.3388573764841736,0.73068824025702517,0.42506907566325819
0.26907439,3.5163408416288835,2.3815171952632261,3.7700356530527444,2.6105834348313754,1.3144085580636422,0.73031446132260425,0.42695229442869764
0.26912503,3.4964544263040302,2.1417207702847194,3.8565460798919777,2.7317418476551785,1.2901516439343623,0.73054433270341834,0.42856096572811198
0.26917566,3.484826743559815,1.9286541456782875,3.9180356318289524,2.8438806516725141,1.2661304256177863,0.73140584614983284,0.42984957482498737
0.2692263,3.4818313989475307,1.7572151930944804,3.9539816410319149,2.9444426923761107,1.2422783508270816,0.73290006911514882,0.43078219467470091
0.26927693,3.488397683085084,1.6380188072872961,3.9646133934064389,3.0313326121132489,1.2186400501788606,0.73501174079630016,0.43133507644137359
0.26932756,3.5059923270897388,1.5789772184659308,3.9511907806578832,3.1034426869941987,1.1952191724087664,0.73771609428040785,0.43149601472973487
0.2693782,3.5360837074664935,1.5833759990036058,3.9154460619381068,3.1602749368231851,1.1720791634369601,0.74097092042943069,0.43127044321955926
0.26942883,3.5799197717338602,1.6499076252527258,3.8599783239291114,3.2014764767329664,1.1492926395783649,0.74471049440370496,0.43067559173314579
0.26947947,3.6376884261838027,1.7712703589273027,3.7879513928965727,3.2267927686544899,1.1269671059891249,0.74887235283110565,0.4297406701480419
0.26953011,3.7079777292439289,1.9352431967888417,3.7017685146049426,3.2359859803603435,1.1052636737433688,0.7533809142274227,0.42850640709275356
0.26958074,3.7858861627734814,2.1273520405763495,3.6052323000302335,3.228594054922028,1.0842436975103609,0.75816283089332814,0.42702267466037658
0.26963138,3.8632023155461646,2.332731980770526,3.5030439603237236,3.2061165577080124,1.0640326499914585,0.76312958933789132,0.42534860432028693
0.26968201,3.9294487776207272,2.5367826731939211,3.4014189988538419,3.169240960951492,1.0449414325568904,0.76822670899566015,0.4235498772225933
0.26973264,3.9667063309839965,2.7266558208453384,3.3076409648471654,3.1191220134624777,1.0270346897044902,0.77337992080901641,0.42169314772004673
0.26978328,3.9368628578088432,2.8924360427538303,3.2278170468246241,3.0573388630692904,1.0104690953715936,0.77853163840620676,0.41984059638195337
0.26983391,3.8018995068076729,3.0272837641119783,3.165406652654009,2.9857502504161215,0.99542431054456915,0.78363458673204245,0.41805235172523608
0.26988455,3.5496891377217556,3.1270163764449781,3.1213890377734903,2.9062308265836587,0.98193757724272546,0.78865528666763474,0.41637920007645018
0.26993518,3.2095194562913933,3.1895189794553072,3.0944387292207156,2.8206003904722317,0.97015793951528384,0.7935545663401592,0.414868193892311
0.26998582,2.8471856653090275,3.2145031850472012,3.0820073861935295,2.7306610615026998,0.96000662160316885,0.79830373065028426,0.41355368144223814
0.27003646,2.5290183429340587,3.2046702368726598,3.0806280966446802,2.6385413367724979,0.95156689475116341,0.80288884526968507,0.41245888192359559
0.27008709,2.2967096672052842,3.1656166679628703,3.0858956596186982,2.5463184579199947,0.9448805493339999,0.80729579651512196,0.41159468973897989
0.27013772,2.1632196979245926,3.1066024582888585,3.0923342469664421,2.4563546508332803,0.93996246163948061,0.81152959473371877,0.41096845163929485
0.27018836,2.117914960766567,3.0402236243969671,3.0943089634474235,2.3692975371421112,0.9368244712429612,0.81558336276992327,0.41057671041903571
0.27023899,2.1516198204473729,2.9802029017012601,3.0869258596204201,2.288481940550636,0.93572153522522938,0.81945782006372658,0.41040764383197798
0.27028963,2.2601486281633596,2.9362718452773873,3.0657267091443066,2.2147784927372687,0.93669194894640317,0.82314079464873502,0.41044093462241849
0.27034026,2.4279047357227994,2.9117084796890413,3.0261527764646128,2.1500692116392743,0.94005499841636242,0.82661236097051594,0.41065284064339663
0.2703909,2.6287692612279163,2.9044827848333781,2.9637796224416033,2.0952756945419178,0.94592194942763319,0.82984984095551062,0.41101653864534543
0.27044154,2.8296157294300719,2.9101730494322,2.8751528915232747,2.0513107002952058,0.95446779428979833,0.83285219907184127,0.41149665139618002
0.27049217,3.0007777722847946,2.9243723774050729,2.7591001095548795,2.0194368189427108,0.96582260645443585,0.83560127612018975,0.41206641415559875
0.2705428,3.122825782359218,2.9440642914567494,2.6166289263717912,1.9998606910976355,0.9800407860474164,0.83808691057584084,0.41270284523614958
0.27059344,3.1872228849657711,2.9680770503071727,2.4507421378599572,1.9929752390980753,0.99709825262488505,0.84031366202201063,0.41338339105898564
0.27064407,3.2000396055076363,2.9965919228596798,2.2665143919906261,1.9986207654591253,1.0168405660042783,0.84229844873773596,0.41408169228632175
0.27069471,3.1682638385560922,3.0304212591717978,2.0707110727245293,2.0169690744831796,1.0389445088732905,0.84402469348641851,0.4147814829359508
0.27074534,3.1029526756836252,3.0707387378666167,1.8708686387199647,2.0473826157935924,1.0632307408808883,0.84551926992818316,0.41547802962733726
0.27079598,3.0177674635678433,3.1187125706115384,1.6747526202431211,2.0896414963040693,1.0896659473701993,0.84677202328205159,0.41617008227993246
0.27084662,2.9302812302966439,3.1753087714470034,1.4902072556275185,2.1425727202823972,1.1180037976201056,0.84775948175444771,0.41684001677183863
0.27089725,2.8550353740903658,3.2410246020902216,1.3238454705871778,2.2052650994688636,1.1478839382647927,0.84847398763744564,0.41748542688632873
0.27094788,2.7986214602286026,3.3156619452095395,1.1824052423808478,2.2761728194965247,1.1791908830892806,0.84889848314676086,0.41810711482352092
0.27099852,2.7612324671173627,3.3978643162285653,1.0725486533728721,2.353891027272967,1.2117010244379367,0.84903738222580405,0.41871366893940887
0.27104915,2.7400909459684337,3.4860373885956748,0.99986490072449596,2.4367372579004045,1.2452733754399978,0.84887641235603706,0.41930235026115215
0.27109979,2.7322742768076758,3.5791687140764434,0.96758173623889776,2.5230436728129839,1.2797538471659853,0.84841979135898971,0.41986597152077226
0.27115042,2.7356687483801898,3.678345439522253,0.9769625869907117,2.6106713871407883,1.3149777973001617,0.84767556517953024,0.42039949650197644
0.27120106,2.7491767882178872,3.7869869852882325,1.0267480207283148,2.6980449462535456,1.3507426381221004,0.84664790929156908,0.42089967035218423
0.2712517,2.7720006046562098,3.9105094600104353,1.1139446326948277,2.7832644107517934,1.3866918727121518,0.84535987620241748,0.42135846894567447
0.27130233,2.8036936679075484,4.0539070906243655,1.2341332112462016,2.8646325585790464,1.4226379925518242,0.84385081610121837,0.42176348655343321
0.27135297,2.8440455331903189,4.2160845285136661,1.3816065051309314,2.9406709119360519,1.4585140738427902,0.84215852283179726,0.42209885773621914
0.2714036,2.8926175835092853,4.384746495913979,1.549622287507427,3.0097248386533,1.4939279751025085,0.84034379146232252,0.42235081536462649
0.27145423,2.9473573224168259,4.5353971205810693,1.7311315706691035,3.0706080857670841,1.5285945851691118,0.83846735843006581,0.42250343640004961
0.27150487,3.0068024306591803,4.6375405671119321,1.9194519482616017,3.1220775503203071,1.5622516337646777,0.83657294056901244,0.4225462806591167
0.2715555,3.0687758178600482,4.6609561358404648,2.1091755609441085,3.1631688415896777,1.5947360004739186,0.83471698145577056,0.42246646288001255
0.27160614,3.1315313989115756,4.589940061323647,2.2945728985526612,3.1931993416843789,1.6258856086424718,0.83293856887554563,0.42225418229788136
0.27165678,3.194219539730641,4.4318868378958118,2.4697563843599686,3.2115566235101278,1.6555876935847695,0.83127014292304968,0.42190270731539686
0.27170741,3.2569257972840027,4.2120438945820089,2.6293863878356669,3.2180660531510012,1.6836559481822775,0.8297294897923877,0.42140705619607638
0.27175805,3.3206120299747126,3.9616849117790114,2.7689596936504492,3.2126485303319328,1.710046105566406,0.8283193174737673,0.42076727007618608
0.27180868,3.3870600219171729,3.7106269766032089,2.8852768811629983,3.1956714345623802,1.7347251572967974,0.8270086931750692,0.41998885616244874
0.27185931,3.4582933654697543,3.4819115900166429,2.9769000320511063,3.1678422887107076,1.7576822687336513,0.82576719340596949,0.41908001785809151
0.27190995,3.5366690749654262,3.2929442491532246,3.0441329206742709,3.1297209204985768,1.7790419573665248,0.82454792910322627,0.41805433182267726
0.27196058,3.6248657948620431,3.155694964366361,3.0893515463685981,3.0809767478059795,1.7988591948255501,0.82331375533502194,0.4169290597619042
0.27201122,3.7253733676866458,3.0780640375475228,3.1157381597807836,3.020487589342578,1.817191871117896,0.82201233637511217,0.41572638516340044
0.27206186,3.8402131379456415,3.0635147426139873,3.1264996982924909,2.9468573161387344,1.834090557493224,0.82059823340979832,0.41447059079783732
0.27211249,3.9701447347873691,3.1126691842212679,3.1264066197049227,2.859568997430284,1.8497177879261111,0.81902653114584711,0.41319264746522733
0.27216313,4.1133908291074315,3.2197183596044368,3.1206268559997263,2.7594971187701023,1.8640340726359252,0.8172865021202671,0.41192739751252472
0.27221376,4.2667806360534044,3.3797620098049683,3.114844758836155,2.6484027387866709,1.8771548472444097,0.81536762668675278,0.41071112304593282
0.27226439,4.4247694501194967,3.5823391720278428,3.1144940762621833,2.5284883186661218,1.8892156857864344,0.81326662788785786,0.40957773071827747
0.27231503,4.5815788436340288,3.8134078814055696,3.1238621395750741,2.4017571157781781,1.9001713295896432,0.81099383810393766,0.40856166227099183
0.27236566,4.7298666932328439,4.058474321240543,3.1466150135573194,2.2695221328866189,1.9101327881761301,0.80857323896007216,0.40769404411609828
0.2724163,4.8665436986782007,4.2993533377085091,3.1864245464488108,2.1326655246964958,1.9190237362901348,0.80604011727643687,0.40700224827653331
0.27246694,4.9775848969651131,4.5189219311923265,3.2462134752632266,1.9917161160132641,1.9269591063060267,0.80342485204709624,0.40650592093968319
0.27251757,5.0395406549695752,4.7003816608680973,3.3281515902412924,1.847686835526734,1.9339932997128997,0.80076945938575728,0.40621489921236126
0.27256821,5.0310071918002821,4.8312951219039455,3.4329356640689976,1.7023622654001862,1.9400228263020787,0.79812308296846091,0.40612761827197819
0.27261884,4.9420033675729051,4.9048682913758999,3.5578238647468159,1.5578895917485722,1.9450407125966351,0.79552513636775291,0.40623487782455059
0.27266947,4.7695326423914377,4.922015343692296,3.694677524480122,1.4163288259549116,1.948919147974306,0.79301397317020139,0.40651633860262032
0.27272011,4.5249939822691516,4.8904674012917519,3.8313479579486587,1.280122313425017,1.9516887357570569,0.79062179461651549,0.40694257609321388
0.27277074,4.2340752249858387,4.8199987418644863,3.9547897568261332,1.1512173600465994,1.9532073960803391,0.78838018439609225,0.40747854125926997
0.27282138,3.9369944799263994,4.7210213318470107,4.0530119366662971,1.031542595397243,1.9533971534844885,0.78632229012359312,0.40808691248202283
0.27287201,3.6747187346977137,4.6015421051225687,4.1186239287092263,0.92276152182462201,1.9521223986551839,0.78446444137658788,0.40872524465016014
0.27292265,3.484305978116244,4.4650896981074224,4.14825518047898,0.8261926318946391,1.9491669399596196,0.78282678136986095,0.40935492788343553
0.27297329,3.3778887668681215,4.3143122159400207,4.1412510411480277,0.74328825722392156,1.9448165044344523,0.78147769265971889,0.4099425262272377
0.27302392,3.3646407128357887,4.1509856885409855,4.0994584615988918,0.67530458715957065,1.9390978581060858,0.78041817972427208,0.41046268090599047
0.27307455,3.4319657941712025,3.9789281389495006,4.0252868508493904,0.623495886005483,1.9310907391484025,0.77963959282017636,0.41089668498729176
0.27312519,3.5678741538690582,3.8064363848847602,3.9214576346394194,0.58774481497690745,1.9209171523804858,0.77914134183598727,0.41123744808931112
0.27317582,3.754647090624101,3.6461372692671268,3.7908158031320087,0.56882693370819348,1.9089174072012161,0.77890182696391419,0.41148744211308685
0.27322646,3.9742068198458855,3.5110787003043091,3.6370032011516442,0.56631105481298571,1.8952758778741337,0.77889414261906764,0.4116607273401971
0.27327709,4.2066050396204,3.4082363928967294,3.4647837170725069,0.57980405017365777,1.880060003382404,0.77906935220504403,0.41177838188403632
0.27332773,4.4323865034351737,3.33706308065124,3.2803390406003676,0.60813051894273218,1.8631191394985387,0.77937588321358975,0.4118674359358358
0.27337837,4.6349659103260539,3.2921844883562588,3.0907165920012396,0.65020993528368409,1.8443662622328958,0.77976291447463586,0.41195977139763845
0.273429,4.800617853568836,3.2663311212266879,2.9038837712167087,0.70440244406032659,1.8239929521579643,0.78015454560757869,0.412091263882845
0.27347963,4.9197280601953972,3.2534144457824876,2.7279188364343998,0.76895912300372748,1.8023139042351424,0.78048139837145292,0.41229611530692933
0.27353027,4.9864340574174655,3.2500643357401011,2.5703111501817748,0.84246261510321552,1.7793383670317524,0.78068950290182437,0.41260877897720499
0.2735809,4.997369501679791,3.2555664484731364,2.437406758163684,0.92317133752253844,1.7553544262408196,0.78071697755470393,0.41306015082507685
