Physical Time (s),enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv1,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv2,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv3,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv4,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv5,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv6,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv7
0.8893025,0.0078935618513389684,0.0099042747493191408,0.012384273684437581,0.012136338794394196,0.007817501397505186,0.0024614849779540648,0.0053310800995571977
0.88935314,0.0086851119932831906,0.01092307193892242,0.013698605378407534,0.01367936158024281,0.0094727688846670266,0.0041302704830440962,0.0069412361621719338
0.88940378,0.0094802800563223572,0.011939344385070185,0.015003674954971973,0.015226380593596203,0.011156589276525368,0.0058451246069336224,0.0085934316572580452
0.88945441,0.01026005567682413,0.012927862270416904,0.016266092826443684,0.016738208185960796,0.012827576089522693,0.0075649957813408129,0.01024776068758388
0.88950504,0.011003740620470217,0.013861645937971047,0.017450580559255573,0.018172680410432532,0.014440372205531951,0.0092443164640491592,0.01185974025233787
0.88955568,0.011689783413355822,0.014713182288098571,0.018521660020085633,0.019486593271283558,0.015947495292864704,0.010834696293909773,0.013381943938044486
0.88960631,0.012296787350933133,0.015455849899560732,0.019445655381510968,0.020638108816618188,0.017301865691374065,0.012287528604507159,0.014766591563273482
0.88965695,0.01280490267339821,0.0160656570614333,0.020192970754324413,0.02158955523524593,0.018459773747758881,0.013556970382231094,0.015968481591158806
0.88970759,0.013196257359295331,0.016521918331123625,0.020738941914113834,0.022308340660476003,0.019381583671869696,0.014600495250011013,0.016945658757341883
0.88975822,0.01345691308508151,0.016809395232766471,0.021066438431827816,0.022770516789915853,0.020036051497670269,0.015383524142770643,0.017663923294899939
0.88980885,0.013577309053228652,0.016918487938818255,0.021165841203119637,0.022960816652905634,0.02040033161879555,0.015879338176061672,0.01809685481931346
0.88985949,0.013552236765789632,0.016845381529597494,0.021035038717862772,0.022872839912753878,0.020460096002151377,0.016068907087870721,0.018225800164053729
0.88991012,0.013381442662157668,0.016592197587913825,0.020679257484564825,0.022509549870410046,0.02021136128129503,0.015943602174511788,0.018042349574504915
0.88996076,0.013069118705690674,0.016166393208548503,0.020110059939861355,0.021881961728013016,0.01965890211707895,0.015503207020195923,0.017546565511886242
0.89001139,0.012623378157504063,0.015579597583567525,0.019343596499215212,0.02100746276676153,0.018815119551209701,0.01475508829391628,0.016746117617112231
0.89006203,0.012055546303067627,0.014846380384062153,0.018398944144854629,0.019907868554051484,0.017698384789382005,0.013712745546480869,0.015654874264622521
0.89011266,0.01137894399120837,0.013983257437249083,0.017296914016012008,0.018607964028908474,0.016331794409287555,0.012394811323880815,0.014291832759649284
0.8901633,0.010608639500725953,0.01300854377257901,0.016059875602662324,0.0171350678809742,0.014742880314114196,0.010824970722218847,0.012681117671152936
0.89021394,0.0097603991919097965,0.011940899986272995,0.014710154285383021,0.015517059963000806,0.012961672218163245,0.0090303949192215519,0.010850381794939405
0.89026457,0.0088493491146294824,0.010797803775373389,0.013268144268477595,0.013779950082628705,0.011017891539279841,0.0070390278598253435,0.0088280069308956915
0.8903152,0.0078893272090328672,0.0095949304554822402,0.011751500697022991,0.01194650392118262,0.0089391113673094619,0.0048776850360866993,0.0066414366181212769
0.89036584,0.006895383743519016,0.0083494970608159122,0.010179925118256291,0.010042627232109923,0.0067585328751655176,0.0025811069801381847,0.0043254775791372047
0.89041647,0.0058798764859528752,0.0070754033942786922,0.0085689413176039207,0.0080891475551033657,0.0045046584021549239,0.00018047367547404866,0.0019115301537041196
0.89046711,0.0048534340831199001,0.0057845334269425938,0.0069316967634966541,0.0061039295129708898,0.0022035484590571175,-0.0022941990049118802,-0.00057020889679621281
0.89051775,0.0038254244152483479,0.0044874732081671594,0.0052800723993311821,0.0041033015561476325,-0.00011995991273344372,-0.0048127534509283948,-0.0030894752675681529
0.89056838,0.0028025976673231182,0.0031919295981364952,0.0036227556464252762,0.0020995680160652234,-0.0024454959238922932,-0.0073486765302903127,-0.0056197058272530976
0.89061901,0.001791119419015998,0.0019052212177622207,0.0019684131446913791,0.00010471541751257141,-0.0047533507423060308,-0.0098753127706974302,-0.0081342347251477133
0.89066965,0.00079629531369637685,0.00063398205818303559,0.00032531262357103033,-0.0018701212967811623,-0.0070254607403436318,-0.012367369982992954,-0.010607839377638716
0.89072029,-0.00017824698970512586,-0.00061691079263501971,-0.0013001254328958831,-0.0038165042137991686,-0.0092478630816262616,-0.014803976553907151,-0.013019707174826829
0.89077092,-0.0011273684838625998,-0.0018402759061365308,-0.0028980660999667817,-0.0057223766479543815,-0.011403549271513869,-0.017161199984854738,-0.015346028751765352
0.89082155,-0.0020462854865628904,-0.0030291795133418802,-0.0044586674323896913,-0.0075762340257571449,-0.013477587986440973,-0.01941808206602727,-0.017565986744822085
