Physical Time (s),lift Monitor (N)
5.063e-05,0.0026976491111155559
0.00010127,-0.0035911357974281518
0.00015191,-0.00047330849459442399
0.00020254,0.00055184416400483674
0.00025318,0.00071449178983958852
0.00030381,3.4503712078142942e-05
0.00035444,-0.001072283420862425
0.00040508,-0.0013174603014854775
0.00045571,-0.0010074208026066645
0.00050635,-0.0006532338701082112
0.00055698,-0.00070580910354957338
0.00060762,-0.00083742984145310749
0.00065825,-0.00064753889852745775
0.00070889,-0.00010708230575976049
0.00075952,0.00062209528658993627
0.00081016,0.0010530573903194305
0.0008608,0.00091882636325179906
0.00091143,0.00042838306292603424
0.00096207,-0.00012015679985722966
0.0010127,-0.00042389586309272368
0.00106333,-0.00028740373201393502
0.00111397,0.00023556833953479028
0.0011646,0.00092746608698617092
0.00121524,0.0015446071711915565
0.00126588,0.0019176403109792822
0.00131651,0.0018665807649124767
0.00136714,0.0014759013252673191
0.00141778,0.00086014741028624456
0.00146842,0.000161902345424173
0.00151905,-0.00048363367631034347
0.00156968,-0.00087885939813748485
0.00162032,-0.00092878003755192135
0.00167096,-0.00067680781264965652
0.00172159,-0.00025160320911223836
0.00177222,0.00029164650957636202
0.00182286,0.00082537016184097917
0.00187349,0.001203737169256181
0.00192413,0.0014457053056455395
0.00197476,0.0015253392702119489
0.0020254,0.0014625233549445281
0.00207603,0.0013141025890730279
0.00212667,0.0011054485678305261
0.00217731,0.00090826328293267498
0.00222794,0.00078325568891021626
0.00227858,0.00075227410286900828
0.00232921,0.0008050059302857431
0.00237984,0.00092013625506271596
0.00243048,0.0010828171353639549
0.00248111,0.0012553434262849844
0.00253175,0.0014262901883257927
0.00258238,0.0015784916132929828
0.00263302,0.001649551755768605
0.00268366,0.0016518552162045463
0.00273429,0.0015859036184760836
0.00278492,0.0014258878283890416
0.00283556,0.0012468309304773783
0.00288619,0.0010420751602470768
0.00293683,0.00082662045332207099
0.00298746,0.0006346413487532508
0.0030381,0.00050071208183106108
0.00308874,0.00043208202636111162
0.00313937,0.00041058469631770431
0.00319001,0.00045685584764919426
0.00324064,0.00056316217476669241
0.00329127,0.00072303739396666457
0.00334191,0.00094040251299466412
0.00339254,0.0011766679694410829
0.00344318,0.0014167987488462059
0.00349381,0.0015926566841255128
0.00354445,0.0016914474270096733
0.00359509,0.0016998125484874627
0.00364572,0.0016253024389717894
0.00369636,0.0014835205090990105
0.00374699,0.001289677034221357
0.00379762,0.0010802313090254954
0.00384826,0.00090851806473660895
0.00389889,0.0007939675809815963
0.00394953,0.0007752037480164485
0.00400016,0.00088592020005225287
0.0040508,0.0010945650949369693
0.00410143,0.0013818596469459133
0.00415207,0.0017212521243890316
0.00420271,0.0020528302240396127
0.00425334,0.0023341523815724277
0.00430397,0.0025493418793371453
0.00435461,0.0026949941959764504
0.00440524,0.0027821667494959215
0.00445588,0.002831619634635703
0.00450651,0.002862288298769766
0.00455715,0.0028920856611395836
0.00460778,0.0029256715496818004
0.00465842,0.0029706784893158622
0.00470906,0.0030291209530690774
0.00475969,0.0031011734988710478
0.00481032,0.0031953456996440038
0.00486096,0.0032921095383836203
0.00491159,0.0033983857670669085
0.00496223,0.0035067182931773294
0.00501287,0.0036079608379509017
0.0050635,0.003681172956443584
0.00511413,0.0037249881600753378
0.00516477,0.0037388603444900009
0.00521541,0.0037194451675360389
0.00526604,0.0036805854518872239
0.00531667,0.0036395257754888886
0.00536731,0.0036073327293474678
0.00541794,0.0035923845948511637
0.00546858,0.0035989878096508079
0.00551922,0.0036355857955407641
0.00556985,0.0036988645246558071
0.00562048,0.0037859631032373066
0.00567112,0.0038875985013207973
0.00572176,0.0040044179497022913
0.00577239,0.0041309380333094392
0.00582302,0.0042510599981783227
0.00587366,0.0043592562810838001
0.00592429,0.0044502543140467208
0.00597493,0.004520281594108751
0.00602557,0.0045622399979906728
0.0060762,0.0045859999517060901
0.00612683,0.0045983701140456237
0.00617747,0.0045982595410947232
0.00622811,0.0045827285477482238
0.00627874,0.0045531479258915913
0.00632937,0.0045198624444200679
0.00638001,0.0044949386000451824
0.00643064,0.0044763174117724378
0.00648128,0.0044653712895846931
0.00653192,0.004466054429704094
0.00658255,0.0044819849510369502
0.00663318,0.0045147833620888429
0.00668382,0.0045614005922239211
0.00673445,0.0046236855245475649
0.00678509,0.0046980362984588471
0.00683572,0.0047805035873834511
0.00688636,0.0048707505571205329
0.00693699,0.0049638533318801924
0.00698763,0.0050576716762844864
0.00703827,0.0051509067791066917
0.0070889,0.0052421526480183984
0.00713953,0.0053270929049283461
0.00719017,0.0054064716180118131
0.0072408,0.0054795774802715849
0.00729144,0.0055450674352474768
0.00734207,0.0056068639463867894
0.00739271,0.0056709464294271541
0.00744334,0.0057399704980991006
0.00749398,0.0058171919090504618
0.00754462,0.0059036180449472588
0.00759525,0.0059975532590830685
0.00764588,0.0060982389236279551
0.00769652,0.0062060292279408815
0.00774715,0.0063192251329684587
0.00779779,0.0064376786286460506
0.00784842,0.0065572894088242253
0.00789906,0.0066765913628226824
0.00794969,0.0067947567536072017
0.00800033,0.0069093963369032535
0.00805097,0.0070169491830685245
0.0081016,0.0071177221427012553
0.00815223,0.0072094714309682848
0.00820287,0.0072903941247503207
0.0082535,0.0073615994790661226
0.00830414,0.0074267953406690138
0.00835478,0.0074891767817138639
0.00840541,0.0075482182407910067
0.00845605,0.0076056477768168254
0.00850668,0.0076590028505550091
0.00855731,0.0077066561715153099
0.00860795,0.0077440293953161959
0.00865858,0.0077682613292442675
0.00870922,0.0077768822654866445
0.00875986,0.0077679778824542196
0.00881049,0.0077379839560367805
0.00886112,0.0076832746181337537
0.00891176,0.0076032030820640398
0.00896239,0.0074984767826034191
0.00901303,0.007373526697426659
0.00906367,0.007233389770263182
0.0091143,0.0070833360497615204
0.00916493,0.0069274706984894813
0.00921557,0.0067676357887971102
0.0092662,0.0066037651085763711
0.00931684,0.0064363199129973628
0.00936748,0.0062674510731537516
0.00941811,0.0060978530878046432
0.00946875,0.0059241762157452122
0.00951938,0.0057455855630296308
0.00957001,0.0055599787943263826
0.00962065,0.0053656358128477393
0.00967128,0.005162515688032894
0.00972192,0.0049517206849829425
0.00977256,0.0047324659583166838
0.00982319,0.0045076910226011643
0.00987382,0.0042803540031514063
0.00992446,0.0040497295717551139
0.00997509,0.0038178596820108105
0.01002573,0.0035876187630678423
0.01007637,0.003360067129265302
0.010127,0.0031338002173801833
0.01017763,0.0029079666068175664
0.01022827,0.0026852882588946142
0.0102789,0.0024671973506280899
0.01032954,0.0022487046662799616
0.01038018,0.0020266406224616271
0.01043081,0.001801586029283759
0.01048144,0.0015743155615194693
0.01053208,0.0013441615515228456
0.01058271,0.0011095783953817301
0.01063335,0.00087143545892357931
0.01068399,0.00062666100313152969
0.01073462,0.00037260934946936218
0.01078526,0.00011064794443734469
0.01083589,-0.00015986332287614043
0.01088652,-0.00043883675180182995
0.01093716,-0.00072621017643226195
0.01098779,-0.0010204094635882191
0.01103843,-0.0013218842898483933
0.01108907,-0.0016300670170494012
0.0111397,-0.0019441062584330667
0.01119033,-0.0022639410256652484
0.01124097,-0.0025898384822941609
0.0112916,-0.0029226288208945746
0.01134224,-0.0032626681662270337
0.01139288,-0.0036099628175446318
0.01144351,-0.003964966232852387
0.01149414,-0.0043286603227625951
0.01154478,-0.0047008336874711197
0.01159541,-0.0050820590155900075
0.01164605,-0.0054739984998836404
0.01169669,-0.0058780119706456115
0.01174732,-0.0062942548970208673
0.01179796,-0.0067226632878185895
0.01184859,-0.0071644411954080098
0.01189922,-0.0076199557171639787
0.01194986,-0.0080896142406400237
0.01200049,-0.0085736716094610005
0.01205113,-0.0090720844562552048
0.01210177,-0.0095843494609820171
0.0121524,-0.010110503576936351
0.01220303,-0.010651922762486641
0.01225367,-0.011210280659788336
0.0123043,-0.011786334102879345
0.01235494,-0.012378931824023134
0.01240558,-0.012989116151350358
0.01245621,-0.013617537978954888
0.01250684,-0.014264722299550682
0.01255748,-0.014930740355181828
0.01260811,-0.01561528631232648
0.01265875,-0.016318009666879088
0.01270939,-0.017038226625072067
0.01276002,-0.017775155209426848
0.01281065,-0.018528179064911634
0.01286129,-0.019296880335167757
0.01291192,-0.020080186274366078
0.01296256,-0.020877968830996275
0.01301319,-0.021689133643994368
0.01306383,-0.022512611360725583
0.01311447,-0.023347718801702382
0.0131651,-0.024193366500068977
0.01321573,-0.02504814618533957
0.01326637,-0.025910863568895548
0.013317,-0.026780485324853501
0.01336764,-0.027654573369919815
0.01341828,-0.028531345905788472
0.01346891,-0.029409446003948944
0.01351954,-0.030288840149011259
0.01357018,-0.031168507685637552
0.01362081,-0.032047365154519301
0.01367145,-0.032925481892712785
0.01372209,-0.033802914446198248
0.01377272,-0.034680158480572126
0.01382335,-0.035558436382288054
0.01387399,-0.036437857632654502
0.01392462,-0.037318079678620913
0.01397526,-0.038198108520552797
0.0140259,-0.039076723452806009
0.01407653,-0.039952637761897399
0.01412716,-0.040825755422733465
0.0141778,-0.041695620084335493
0.01422843,-0.042561431944658425
0.01427907,-0.043423598773908702
0.0143297,-0.044283049917443029
0.01438034,-0.045139649990033913
0.01443098,-0.045993684407296682
0.01448161,-0.04684565645718456
0.01453224,-0.047695180117320123
0.01458288,-0.048540824012248691
0.01463351,-0.049380382333668399
0.01468415,-0.050213097040673164
0.01473479,-0.051038881209014376
0.01478542,-0.051857615759388853
0.01483605,-0.052670822359315937
0.01488669,-0.053480085948875843
0.01493732,-0.054287345342754451
0.01498796,-0.05509424927025032
0.0150386,-0.055901586514132344
0.01508923,-0.056708713142074652
0.01513986,-0.05751536579823651
0.0151905,-0.058321073477767243
0.01524113,-0.059125139403981716
0.01529177,-0.059927727133651965
0.0153424,-0.060728953582994454
0.01539304,-0.061527654013993141
0.01544368,-0.062323935724265714
0.01549431,-0.063117840379492862
0.01554494,-0.063909212457883377
0.01559558,-0.064697505201037273
0.01564621,-0.065483125220065067
0.01569685,-0.066266326828368
0.01574748,-0.067046578877706028
0.01579812,-0.067823438059534905
0.01584875,-0.068596696480378944
0.01589939,-0.069366448987568899
0.01595002,-0.070133409295039542
0.01600066,-0.070897364744755026
0.0160513,-0.071657855403022414
0.01610193,-0.072415456126775246
0.01615257,-0.073170651655504723
0.0162032,-0.073923011407890066
0.01625384,-0.074672271061150916
0.01630447,-0.075418378733585284
0.0163551,-0.076160893299281773
0.01640574,-0.076898593841374582
0.01645637,-0.077630681215153388
0.01650701,-0.078356917006735888
0.01655764,-0.079076899468949954
0.01660828,-0.079790100598885014
0.01665891,-0.08049604699608455
0.01670955,-0.08119320922671372
0.01676019,-0.081881380154807143
0.01681082,-0.082560700579933866
0.01686146,-0.08323072613119134
0.01691209,-0.083891096497627382
0.01696272,-0.084541262250244165
0.01701336,-0.085181017034576686
0.01706399,-0.085809576468407478
0.01711463,-0.086425974359740393
0.01716526,-0.08702933657628735
0.0172159,-0.087618750984846422
0.01726653,-0.088192802535951714
0.01731717,-0.088749844271145684
0.01736781,-0.089288754217005634
0.01741844,-0.08980800901775314
0.01746908,-0.090306456947087152
0.01751971,-0.090782614283894322
0.01757035,-0.091235218566126861
0.01762098,-0.091662475223869777
0.01767161,-0.092063201539316797
0.01772225,-0.092435978489296161
0.01777288,-0.09277973459554005
0.01782352,-0.093093014844711053
0.01787415,-0.093374578677865833
0.01792479,-0.093623057542516444
0.01797542,-0.093837052668147583
0.01802606,-0.094015406926849329
0.0180767,-0.094157081796355846
0.01812733,-0.094260799208859131
0.01817797,-0.094325028321329038
0.0182286,-0.09434859811250422
0.01827924,-0.094330434354011172
0.01832987,-0.0942697069660276
0.0183805,-0.094165586096517054
0.01843114,-0.094017425257286888
0.01848177,-0.093824681664228415
0.01853241,-0.093586766513822195
0.01858304,-0.093303012769496096
0.01863368,-0.092972371228287234
0.01868431,-0.092594446347405435
0.01873495,-0.092168848762910358
0.01878559,-0.091695181771068224
0.01883622,-0.091172843109513596
0.01888686,-0.090601467103912814
0.01893749,-0.089980715963269897
0.01898812,-0.089310430409405839
0.01903876,-0.088590161844783383
0.01908939,-0.087819501599768535
0.01914003,-0.086997909172393972
0.01919066,-0.086124912950270541
0.0192413,-0.085199711538534992
0.01929193,-0.084221567959858745
0.01934257,-0.08319004968370626
0.01939321,-0.082104842453472174
0.01944384,-0.080965770854004859
0.01949448,-0.079772871643482193
0.01954511,-0.078526301839673102
0.01959575,-0.077225879449031046
0.01964638,-0.075871199063282879
0.01969701,-0.074461856923855069
0.01974765,-0.072997480258308226
0.01979828,-0.071477594973934452
0.01984892,-0.069901632889430493
0.01989955,-0.068269158459610887
0.01995019,-0.066580119226120796
0.02000082,-0.064833799709613435
0.02005146,-0.063030396297463404
0.0201021,-0.061170645920244113
0.02015273,-0.059255049443142978
0.02020337,-0.057283837950691058
0.020254,-0.055256927635774541
0.02030463,-0.053174792203996138
0.02035527,-0.05103728864358284
0.0204059,-0.048843947142420144
0.02045654,-0.046594844691721565
0.02050717,-0.044289732638648535
0.02055781,-0.041929221885510182
0.02060844,-0.039513828325084918
0.02065908,-0.037042871471098741
0.02070972,-0.034516558958727774
0.02076035,-0.031935975449161526
0.02081099,-0.029300146676365567
0.02086162,-0.026608332737838126
0.02091226,-0.023860636748088995
0.02096289,-0.021058673515132211
0.02101352,-0.018201141054338444
0.02106416,-0.015288863820338186
0.02111479,-0.012323540516304266
0.02116543,-0.0093047291606856777
0.02121606,-0.0062324704906947526
0.0212667,-0.0031068251078608328
0.02131733,7.2829913137272559e-05
0.02136797,0.0033073935037444902
0.02141861,0.0065970184020929792
0.02146924,0.0099424238485286923
0.02151988,0.013342170681163929
0.02157051,0.016795416657682118
0.02162114,0.020301758532692858
0.02167178,0.023861546340858263
0.02172241,0.027473670670381003
0.02177305,0.031138436050984583
0.02182368,0.03485438182611901
0.02187432,0.038621598674156911
0.02192495,0.042440115932374262
0.02197559,0.046309093641338894
0.02202622,0.050227902907318579
