Physical Time (s),xth_left Monitor (kg-m/s^3)
0.20005888,1.4893138973932775e-12
0.20010952,1.9050028428689447e-12
0.20016016,-2.6849546259740943e-13
0.20021079,7.4408227037277207e-12
0.20026142,-5.7616687809543811e-15
0.20031206,-4.2427721354046567e-13
0.2003627,3.2914093605966942e-13
0.20041333,-1.6033588708460011e-12
0.20046396,-9.9531380989915524e-13
0.2005146,-1.9898004240196671e-12
0.20056524,-5.0838680179487896e-12
0.20061587,-6.7049995144399279e-12
0.2006665,-2.0374052433272955e-12
0.20071714,6.4514188782790511e-13
0.20076777,-2.5037439382562978e-12
0.20081841,-4.5535175348017618e-12
0.20086904,5.2875655616998915e-13
0.20091968,3.9717802732548909e-12
0.20097031,-9.9389323660150229e-14
0.20102095,2.853369792944472e-12
0.20107158,3.4677654075165551e-12
0.20112222,9.6761691342079915e-14
0.20117285,1.1564020677652665e-12
0.20122349,-1.9656129176128924e-12
0.20127412,5.1129090545924701e-12
0.20132476,2.7139486883152796e-12
0.20137539,2.2270485480374512e-12
0.20142603,7.0756367296111386e-13
0.20147666,1.5662425481024164e-12
0.2015273,-1.5963766105134104e-12
0.20157793,1.077965232399697e-13
0.20162857,-2.186883635204542e-12
0.20167921,-2.9022621146255789e-13
0.20172984,4.2547861665772412e-13
0.20178047,1.8598230959250294e-12
0.20183111,1.4004131093182169e-12
0.20188175,4.0919019015071896e-13
0.20193238,4.0454172324417756e-12
0.20198301,-2.1235576522337687e-12
0.20203365,1.6824298639663179e-13
0.20208429,1.5510245950854863e-12
0.20213492,-1.2840457041671757e-12
0.20218555,-8.6902855619252474e-13
0.20223619,1.1527540778031919e-12
0.20228683,-2.2187369597968987e-12
0.20233746,-1.5490158170569428e-12
0.20238809,2.0584614766240429e-12
0.20243873,5.3385666612242555e-13
0.20248937,-1.2262799506627484e-12
0.20254,-1.2782744490294983e-12
0.20259063,1.0024466367881629e-12
0.20264127,-2.1181660586914583e-12
0.20269191,4.7436762315353493e-13
0.20274254,6.517632575302903e-13
0.20279317,-1.0354562871140651e-12
0.20284381,-1.3162290882564813e-12
0.20289445,-1.4681117921435534e-12
0.20294508,-4.6631759463972379e-12
0.20299571,-9.1181910596838391e-13
0.20304635,4.6124843683551615e-12
0.20309699,-3.9331874891314028e-12
0.20314762,-3.7518544848125327e-13
0.20319825,1.6370303291014668e-12
0.20324889,7.432759277101865e-13
0.20329953,-5.8759831749252859e-12
0.20335016,-9.3540163816368074e-13
0.20340079,1.6531170639134522e-12
0.20345143,-1.9086255323392298e-12
0.20350206,1.037624453177116e-12
0.2035527,-9.9671814860030111e-13
0.20360333,7.4782534801197903e-14
0.20365397,-1.6519282821824093e-13
0.2037046,-7.8301473987475417e-14
0.20375524,2.7640125705027171e-12
0.20380587,4.7118614074020735e-12
0.20385651,-2.9694547630621407e-12
0.20390714,9.8092914039376399e-13
0.20395778,1.3506873931962313e-12
0.20400841,-1.2780233856318645e-13
0.20405905,4.5920449746447081e-12
0.20410968,-5.539564498963159e-12
0.20416032,-1.9262156012485004e-12
0.20421095,1.1337857137688085e-12
0.20426159,5.4281933085750987e-12
0.20431222,-2.8503841530802419e-12
0.20436286,-4.2097962711732205e-12
0.2044135,-5.2677839805019057e-12
0.20446413,-6.0908591907847759e-12
0.20451476,4.6851470684097943e-13
0.2045654,3.0631247283028571e-13
0.20461604,-1.5165251303196589e-13
0.20466667,3.4755540680975316e-12
0.2047173,2.1697210869495347e-13
0.20476794,-3.2436982802588482e-12
0.20481858,3.8146284569701758e-12
0.20486921,1.1202703823721836e-12
0.20491984,3.9893621061303558e-12
0.20497048,-1.6534106862275332e-12
0.20502112,-1.9231361620531367e-12
0.20507175,2.7868395779868878e-12
0.20512238,1.4643644369842939e-12
0.20517302,3.0043460606981368e-12
0.20522366,2.1684258540306527e-12
0.20527429,-2.5704520330225442e-12
0.20532492,-1.1396480328702877e-12
0.20537556,3.7798181009881978e-12
0.2054262,1.7971231024369574e-12
0.20547683,2.8008797634085777e-13
0.20552746,-1.9053257093687804e-12
0.2055781,-1.7570163751794486e-12
0.20562874,-3.5963283849154885e-12
0.20567937,1.0536093330611635e-12
0.20573,-3.7436220655696524e-12
0.20578064,-2.8143735047041243e-12
0.20583128,1.4906142233206253e-12
0.20588191,1.5989390276921753e-12
0.20593254,-3.0407444307455363e-12
0.20598318,-3.0282581120691378e-12
0.20603382,2.100070129853721e-12
0.20608445,-5.3116619933262078e-12
0.20613508,9.5273625368367205e-13
0.20618572,-8.6133851492243517e-13
0.20623635,1.7886110918402492e-13
0.20628699,7.1393534854971108e-13
0.20633762,-2.7064071523267568e-12
0.20638826,2.6198432474907247e-12
0.20643889,1.0260663838584462e-12
0.20648953,4.2456868623708347e-12
0.20654016,3.262949180366658e-12
0.2065908,2.5121530862890331e-12
0.20664143,3.3819311330120185e-13
0.20669207,-4.0021376396719404e-12
0.2067427,-1.6623949088179959e-12
0.20679334,8.4126524139451062e-12
0.20684397,-4.0298649661719844e-12
0.20689461,4.9471913405872263e-12
0.20694524,1.1515208403239922e-12
0.20699588,7.7581261125202679e-13
0.20704651,-1.5050694369798858e-12
0.20709715,-7.1961606265962967e-13
0.20714779,-3.1576632821205884e-12
0.20719842,2.7329333719124034e-13
0.20724905,-2.3362882067498767e-12
0.20729969,7.5987401143897776e-13
0.20735033,2.4518484389416924e-12
0.20740096,6.7016986925777327e-13
0.20745159,-6.4088085413319158e-13
0.20750223,3.1092282135160038e-12
0.20755287,-1.1349925742410788e-12
0.2076035,1.0679791666461103e-12
0.20765413,3.9641489231957503e-12
0.20770477,6.6583745487517407e-12
0.20775541,-5.7991606965421844e-13
0.20780604,-2.0645267485052132e-12
0.20785667,4.0877979828694054e-12
0.20790731,1.211090849032593e-12
0.20795795,-3.1039250466911823e-12
0.20800858,-2.5033075979194889e-12
0.20805921,3.0741144780540888e-12
0.20810985,2.1770813002762519e-14
0.20816049,-2.7731846559546846e-12
0.20821112,-1.6015083497719845e-13
0.20826175,-5.8471840607656818e-13
0.20831239,2.5982802423401252e-12
0.20836303,-2.7524137035371326e-12
0.20841366,-1.6250217800182056e-12
0.20846429,-3.6289448315069727e-12
0.20851493,-1.5613101557314893e-12
0.20856557,-4.5874496016001599e-12
0.2086162,1.8213371175414654e-12
0.20866683,1.8371871067724396e-12
0.20871747,1.5752587898083242e-12
0.2087681,4.1117654606860411e-13
0.20881874,-8.9584795752881143e-13
0.20886937,-2.6387511763589076e-12
0.20892001,1.8148493110354716e-12
0.20897064,-3.7769389401296327e-13
0.20902128,-6.7016304151562622e-13
0.20907191,3.7589787033868767e-12
0.20912255,-7.2351926163518541e-13
0.20917318,1.5015272369541763e-12
0.20922382,6.2184386063348148e-12
0.20927445,-4.8693899091042362e-13
0.20932509,1.9012556978972793e-12
0.20937572,-1.5435769300605307e-12
0.20942636,1.7507169985416254e-12
0.20947699,8.4816640466481595e-13
0.20952763,-1.8302957628565253e-12
0.20957826,-1.2979983273796142e-13
0.2096289,-2.1284675607113176e-12
0.20967954,1.3669083901088111e-12
0.20973017,-3.580405146353189e-12
0.2097808,-2.4366535734794479e-12
0.20983144,-1.8122443809307576e-12
0.20988208,-8.3306935381423172e-13
0.20993271,8.6453783423341189e-13
0.20998334,1.549185708385881e-12
0.21003398,1.4629727486417823e-13
0.21008462,2.2056345565308353e-12
0.21013525,-1.9226397873824889e-12
0.21018588,-1.3037399682103723e-13
0.21023652,-1.5423021519674554e-12
0.21028716,1.3223955515897058e-12
0.21033779,-2.1406424399706833e-12
0.21038842,-5.1818489544864592e-12
0.21043906,4.6520805269076881e-12
0.2104897,-1.1598280874398049e-12
0.21054033,-2.1944450899067218e-12
0.21059096,-1.4776568839968717e-13
0.2106416,-1.7869292314578306e-12
0.21069224,2.9083089794223919e-13
0.21074287,-1.5347966370710497e-12
0.2107935,-2.1300555828766175e-12
0.21084414,-3.1817198932911697e-12
0.21089478,6.8869688987556771e-13
0.21094541,-3.0819048543073859e-12
0.21099604,-5.8908959648964101e-13
0.21104668,-1.8764362693964276e-12
0.21109732,-1.6218233704487085e-12
0.21114795,-2.5584180680773651e-12
0.21119858,-1.0682689909914254e-12
0.21124922,-2.6656671616221928e-12
0.21129986,-1.115205168058716e-12
0.21135049,4.6578568741965349e-12
0.21140112,1.7504041835824717e-12
0.21145176,3.3808711494970319e-12
0.21150239,1.0478591622265139e-12
0.21155303,1.4395625058338856e-12
0.21160366,-3.1038955849272866e-12
0.2116543,-7.7419888723811195e-13
0.21170493,3.9160402119835049e-12
0.21175557,1.0447713708617897e-12
0.2118062,-5.2132101121517558e-13
0.21185684,-1.271235115545991e-12
0.21190747,-4.740571120532461e-12
0.21195811,-8.1002374121856798e-13
0.21200874,-3.4548195026341322e-12
0.21205938,1.2308778227652109e-12
0.21211001,1.0298576235588202e-12
0.21216065,-1.534327472040051e-12
0.21221128,6.0774999276557379e-13
0.21226192,3.1424175110279982e-12
0.21231255,-2.8260518291635614e-13
0.21236319,2.777840324317181e-12
0.21241383,1.6262424675708469e-12
0.21246446,6.9481393734128976e-13
0.21251509,-7.509904240162427e-13
0.21256573,4.0978829007840304e-13
0.21261637,-3.824311570897149e-12
0.212667,-3.0192533368169193e-12
0.21271763,2.9773218973809607e-13
0.21276827,2.5882192114691722e-12
0.21281891,4.0684093913617804e-13
0.21286954,-1.6393390835500274e-12
0.21292017,-1.4819557555380401e-12
0.21297081,-1.8157349757303312e-12
0.21302145,-5.1458465973786913e-13
0.21307208,3.7076469631109215e-13
0.21312271,-2.4417449242069504e-12
0.21317335,5.8036086219925962e-13
0.21322399,1.009802790644185e-12
0.21327462,1.9235663705117798e-12
0.21332525,-1.0373017309888408e-12
0.21337589,2.960759414379934e-13
0.21342653,1.2007687208828563e-12
0.21347716,-3.2312618685709895e-12
0.21352779,8.7356510610726761e-13
0.21357843,-1.491854495027916e-12
0.21362907,5.6263629772541457e-13
0.2136797,1.5543051318958642e-12
0.21373033,2.6916834749585207e-13
0.21378097,6.6040698835148337e-13
0.21383161,1.9566658510286936e-12
0.21388224,1.8586678465374375e-12
0.21393287,3.5174735511960793e-12
0.21398351,-3.9381885863181203e-12
0.21403415,3.4971039821636115e-12
0.21408478,2.3318904416025027e-12
0.21413541,-4.4166379812302433e-12
0.21418605,1.2218920441522423e-12
0.21423668,4.2791724906757981e-12
0.21428732,1.7584531479986784e-12
0.21433795,-1.4779676264282269e-12
0.21438859,2.124977982632924e-12
0.21443922,6.0290037310240729e-13
0.21448986,1.3050590623974792e-12
0.21454049,-9.2439445555039161e-13
0.21459113,-3.7043589812431449e-12
0.21464176,2.2374917968556234e-12
0.2146924,-5.3689534180582575e-12
0.21474303,-2.8845654078382135e-12
0.21479367,-2.4454766567331753e-12
0.2148443,-1.0999613483972534e-12
0.21489494,1.4720010041048464e-12
0.21494557,2.3001751011875999e-12
0.21499621,5.0206508269676422e-14
0.21504684,2.6345714766014001e-12
0.21509748,1.9447890782588046e-12
0.21514812,-3.1468314588872994e-12
0.21519875,2.4221752729016595e-12
0.21524938,-2.6435791815716089e-12
0.21530002,-7.0796330948632241e-12
0.21535066,-1.793761332211282e-12
0.21540129,-3.6915333734556114e-12
0.21545192,5.4111862822954771e-13
0.21550256,8.4915327665397484e-13
0.2155532,-6.2754710867027093e-12
0.21560383,-2.1800617495164605e-12
0.21565446,-6.6120808011286325e-12
0.2157051,1.1013321296866148e-12
0.21575574,-1.4642206356339477e-12
0.21580637,-1.624835912680222e-12
0.215857,3.0075788340344611e-12
0.21590764,5.8790516023437874e-12
0.21595828,2.2790067454911364e-12
0.21600891,-4.8272779768465095e-12
0.21605954,-1.3428514896154467e-12
0.21611018,-4.5038947878696314e-12
0.21616082,-4.4212858356662146e-12
0.21621145,3.0601089306325358e-13
0.21626208,5.7096824099824121e-12
0.21631272,1.2775476832331886e-12
0.21636336,-7.4843400340492174e-13
0.21641399,-4.3175208467477971e-13
0.21646462,1.2587775652897941e-12
0.21651526,-3.7361875536632617e-12
0.2165659,1.5114811572935308e-12
0.21661653,3.0792819032704505e-12
0.21666716,1.8723285127571368e-13
0.2167178,-1.4973162426825945e-12
0.21676843,-5.2707528000434629e-13
0.21681907,5.087038257702995e-12
0.2168697,-6.2360370009684274e-13
0.21692034,7.9436758190344016e-13
0.21697097,-1.7932704075429642e-12
0.21702161,-3.2097065258323716e-13
0.21707224,-2.3141837467379828e-12
0.21712288,-1.0985680490031281e-12
0.21717351,7.1207047473547617e-13
0.21722415,8.5749555200924855e-13
0.21727478,-2.0462404639889867e-12
0.21732542,2.0299611950595796e-12
0.21737605,3.7754132585909531e-13
0.21742669,-2.1315571820341592e-12
0.21747732,-5.3222651675120474e-14
0.21752796,-1.4978142895870705e-12
0.21757859,5.5140944667711012e-13
0.21762923,1.104444977459339e-12
0.21767987,3.1714927303440813e-13
0.2177305,-2.9727367594994196e-12
0.21778113,1.2320696088379177e-13
0.21783177,2.7151012814472484e-12
0.21788241,6.1361688822463221e-13
0.21793304,-4.9080679893462093e-13
0.21798367,2.2986950891867835e-13
0.21803431,-2.3963914943367731e-12
0.21808495,2.48836651327038e-12
0.21813558,-1.7405636575671582e-12
0.21818621,9.1665600015061409e-13
0.21823685,2.1159103061456339e-12
0.21828749,7.7732884062837124e-13
0.21833812,-1.2318943219890405e-12
0.21838875,1.4217475845517065e-12
0.21843939,3.1040019606460956e-13
0.21849003,-2.1357131554040527e-12
0.21854066,2.5893506226167013e-13
0.21859129,2.5625439863693059e-12
0.21864193,-1.7578244899502795e-12
0.21869257,1.4403592013961287e-13
0.2187432,-1.3277891307655767e-12
0.21879383,-1.5167336280227748e-12
0.21884447,-2.316427990549498e-14
0.21889511,9.8180377857750614e-13
0.21894574,-1.2788663436728617e-12
0.21899637,-9.0044644709537975e-13
0.21904701,1.5370551183323971e-12
0.21909765,3.7849573270028952e-12
0.21914828,5.2922353705569341e-13
0.21919891,-2.5380651791099829e-12
0.21924955,2.0104628341672173e-12
0.21930019,-3.0573314620147769e-12
0.21935082,9.338259356356021e-13
0.21940145,3.9005054909745584e-13
0.21945209,-9.5866633460432552e-13
0.21950272,-1.0095394655831336e-13
0.21955336,8.1388043585469264e-13
0.21960399,4.2289126455137055e-12
0.21965463,6.8583353426764619e-13
0.21970526,1.1525321532796047e-12
0.2197559,5.4453638253258747e-12
0.21980653,-5.2286556442230376e-13
0.21985717,1.4307604440865093e-12
0.2199078,4.8326374665292344e-12
0.21995844,-1.699920983169632e-12
0.22000907,-2.3209077463816454e-14
0.22005971,1.3561616279141362e-12
0.22011034,-1.9543990637929638e-12
0.22016098,1.109804174161067e-12
0.22021161,-4.5031556602549974e-12
0.22026225,2.6218513700885139e-12
0.22031288,2.5892266845794239e-12
0.22036352,-2.7986063016509776e-12
0.22041416,2.2493164276926933e-12
0.22046479,1.697237156238362e-12
0.22051542,-3.6128108009304856e-12
0.22056606,6.6773334760245894e-13
0.2206167,-4.4035811423244683e-12
0.22066733,1.4321987283894426e-12
0.22071796,-5.1008208994161601e-12
0.2207686,-1.7214651879414418e-12
0.22081924,2.8636910592068515e-12
0.22086987,3.0600807077831738e-12
0.2209205,2.3089349534267035e-12
0.22097114,-1.8352272652081434e-12
0.22102178,5.224294063702134e-13
0.22107241,-3.9213300423820929e-12
0.22112304,-1.9561755685398419e-12
0.22117368,-3.0925732520814133e-12
0.22122432,-3.4981005392879365e-12
0.22127495,2.7635756710975979e-12
0.22132558,6.6996553458740888e-13
0.22137622,1.1164895681142073e-12
0.22142686,3.3304910411140576e-12
0.22147749,3.8902699628057492e-12
0.22152812,-1.3699840275141392e-12
0.22157876,2.4272984376005007e-12
0.2216294,-1.0705448230794415e-12
0.22168003,-3.4412929339502807e-12
0.22173066,2.0590032630787953e-12
0.2217813,2.6098062619640185e-12
0.22183194,-5.0689402113599279e-12
0.22188257,-2.6226606478968037e-13
0.2219332,2.214874438345221e-12
0.22198384,-1.7695305447228021e-12
0.22203447,1.8289567999422449e-12
0.22208511,-5.7784507836111411e-13
0.22213574,8.2241137026894292e-13
0.22218638,-3.7747449288686189e-12
0.22223701,-8.1434876564411336e-13
0.22228765,7.6769415247623737e-13
0.22233828,1.0343406964150649e-12
0.22238892,-3.5202698907811079e-12
0.22243955,4.8095196997507518e-12
0.22249019,-1.1255587050531288e-12
0.22254082,1.6415253671271279e-12
0.22259146,-2.401490916447298e-12
0.22264209,9.2678933364372534e-13
0.22269273,3.0772084542061919e-13
0.22274336,-2.9995880723987382e-12
0.222794,4.7962257585821697e-12
0.22284463,3.2530170046113737e-12
0.22289527,-2.6616420420005656e-12
0.2229459,-1.3138010483523755e-12
0.22299654,-8.099149382747901e-14
0.22304717,4.5762024568900482e-12
0.22309781,1.0434016992295034e-12
0.22314845,1.9687949586885846e-12
0.22319908,-1.5516419263103425e-12
0.22324971,-6.7148309561211447e-13
0.22330035,-2.640852296422259e-12
0.22335099,2.7597941802933621e-12
0.22340162,2.3738879701508388e-12
0.22345225,2.0093754330240783e-12
0.22350289,-3.9132586219935852e-12
0.22355353,-1.6467386372516761e-12
0.22360416,-4.2328095096012446e-12
0.22365479,-9.3934436791789691e-13
0.22370543,2.4559074637393291e-13
0.22375607,-1.2966722451061827e-13
0.2238067,1.7873348467526892e-12
0.22385733,-1.3497264423712686e-12
0.22390797,8.5585078376084069e-13
0.22395861,-7.7511370785592164e-12
0.22400924,2.1534856112403173e-12
0.22405987,1.3522531216848336e-12
0.22411051,1.5625113762447989e-13
0.22416115,1.4202517855668728e-12
0.22421178,2.6090476238863947e-12
0.22426241,1.6844116291092097e-12
0.22431305,-3.7364034765914209e-13
0.22436369,2.3487547644518316e-12
0.22441432,1.6004517475224296e-12
0.22446495,-3.665142395971649e-12
0.22451559,1.166827537895819e-12
0.22456623,2.0610533880801181e-12
0.22461686,8.2644593120204256e-13
0.22466749,-3.8143463433722845e-13
0.22471813,-7.0592414902583989e-13
0.22476876,1.4964775525587551e-12
0.2248194,-6.6278255292999478e-13
0.22487003,3.3547749908269903e-13
0.22492067,-2.2295308455088509e-12
0.2249713,-1.0469140313892646e-12
0.22502194,-2.1393436184158379e-12
0.22507257,-9.0348642364519314e-13
0.22512321,-8.9193809366775899e-13
0.22517384,-7.7926615337389026e-13
0.22522448,-4.3770500421932385e-12
0.22527511,8.0970525710578547e-14
0.22532575,2.0268926629874986e-12
0.22537638,1.2964706894431184e-12
0.22542702,-1.260672127363927e-12
0.22547765,-1.5083360126826463e-12
0.22552829,-7.2283039521401819e-13
0.22557892,-5.06437871812262e-13
0.22562956,6.9979387006786351e-13
0.2256802,-4.3268136655392473e-12
0.22573083,-1.877763231841285e-12
0.22578146,2.9332551043263036e-12
0.2258321,1.0326405792322641e-13
0.22588274,-1.9731558493469571e-14
0.22593337,-6.857424345230149e-13
0.225984,-3.7096781396920776e-12
0.22603464,-1.8717198923471758e-12
0.22608528,-1.9447236543518415e-12
0.22613591,1.7922874787622723e-12
0.22618654,-1.4833169252087908e-13
0.22623718,-1.2926834754558263e-12
0.22628782,-4.402311764575852e-12
0.22633845,3.2565528689100236e-12
0.22638908,-3.6079256311664661e-12
0.22643972,-7.8975901942947233e-13
0.22649036,8.8422576289346742e-12
0.22654099,-2.662886800727059e-12
0.22659162,3.1324586233087119e-12
0.22664226,-1.2242132771010957e-12
0.2266929,-1.9591106777041658e-12
0.22674353,8.2661642985200017e-13
0.22679416,-1.1813732193203482e-12
0.2268448,8.7731681728851779e-13
0.22689544,1.8675735556346395e-12
0.22694607,5.9468916900224292e-13
0.2269967,4.7096970287844635e-13
0.22704734,6.8937284498919223e-14
0.22709798,-6.4901217385736804e-13
0.22714861,-1.5549170758439883e-12
0.22719924,-1.5715204084407109e-12
0.22724988,1.4605096363608584e-13
0.22730052,8.6089204071387016e-13
0.22735115,-3.6184330259539284e-12
0.22740178,1.1464110806114838e-12
0.22745242,-1.4294777588518803e-12
0.22750305,1.5013961304915142e-12
0.22755369,-1.4668109769414701e-12
0.22760432,-8.6996754874714689e-13
0.22765496,-4.9645335061388998e-13
0.22770559,-1.4452843695895132e-12
0.22775623,-8.0762127853529105e-13
0.22780686,-3.5390104519028425e-13
0.2278575,9.2013951512085218e-13
0.22790813,-4.3383685055670061e-12
0.22795877,2.7344344894136438e-12
0.2280094,-1.5063805566358289e-12
0.22806004,-4.5568353850583268e-12
0.22811067,-1.9455117872428693e-12
0.22816131,-1.9572320482690439e-12
0.22821194,-1.0810477532991526e-12
0.22826258,-1.8908322586794034e-13
0.22831321,-4.0163774322531203e-13
0.22836385,3.8791658381321024e-13
0.22841449,-6.5745904967831334e-14
0.22846512,-2.1745796357416729e-12
0.22851575,3.5916689675065042e-12
0.22856639,-9.1241454401785763e-13
0.22861703,7.0051046527901739e-12
0.22866766,-1.7075177485810845e-13
0.22871829,-1.4223638292432608e-13
0.22876893,6.3163980756335098e-13
0.22881957,2.5713903823073352e-12
0.2288702,-1.2396577468368867e-12
0.22892083,-1.6160876753237429e-13
0.22897147,-1.8909139744469695e-12
0.22902211,-2.4330636397873784e-13
0.22907274,-1.3000837706325484e-12
0.22912337,2.108809241336293e-12
0.22917401,-2.786113578595808e-12
0.22922465,-3.2283910298638752e-13
0.22927528,1.0755483588288113e-12
0.22932591,-2.5365452361662813e-12
0.22937655,3.9030289450240494e-12
0.22942719,2.9838608006633074e-12
0.22947782,1.0411724335591491e-12
0.22952845,1.7635880184927226e-12
0.22957909,-1.8731179882492092e-12
0.22962973,-4.6989831204522329e-12
0.22968036,-2.9303273604660386e-13
0.22973099,1.4900206112302367e-12
0.22978163,-2.5778334948266001e-12
0.22983227,-1.6942717763906106e-12
0.2298829,2.7981719409949753e-12
0.22993353,-1.4874337899575649e-13
0.22998417,2.9871612697681492e-12
0.2300348,6.9344302482567012e-13
0.23008544,3.9638695261742922e-12
0.23013607,1.6637508795832975e-12
0.23018671,1.1141834927496424e-12
0.23023734,-9.4138126256534272e-13
0.23028798,2.0030413862834745e-12
0.23033861,1.095137835187138e-13
0.23038925,1.7937082344694207e-12
0.23043988,1.7318388511382784e-12
0.23049052,1.1773157879381017e-12
0.23054115,-9.9866927950165786e-13
0.23059179,2.7014305764148804e-12
0.23064242,2.1415521693150041e-12
0.23069306,1.60339920421123e-12
0.23074369,8.3345980201075556e-14
0.23079433,3.402871443737618e-12
0.23084496,-1.9950326690996788e-12
0.2308956,4.525580060556682e-13
0.23094623,2.5379440948421104e-12
0.23099687,9.0341373279494369e-13
0.2310475,3.3342411282687999e-13
0.23109814,-2.3221912706627933e-12
0.23114878,-6.3552917086983424e-13
0.23119941,-5.0383386007253503e-12
0.23125004,-2.4499683383594941e-12
0.23130068,3.3655637041741975e-12
0.23135132,4.2446802177616981e-12
0.23140195,5.5099425728724403e-12
0.23145258,2.6038646849682591e-12
0.23150322,-1.5989933841530501e-13
0.23155386,-8.6624285014304225e-13
0.23160449,-4.2559282472288418e-12
0.23165512,-8.1579519165376607e-14
0.23170576,2.9811303029264099e-12
0.2317564,-3.2800074567341283e-12
0.23180703,4.0484040177834359e-12
0.23185766,1.2968117118268509e-12
0.2319083,-2.804896204838644e-13
0.23195894,2.085418275217929e-12
0.23200957,2.820043839885897e-12
0.2320602,-1.2256314246841292e-12
0.23211084,-7.2277671237654967e-12
0.23216148,-1.8606077961645982e-12
0.23221211,-9.3639959105018941e-13
0.23226274,4.5922300439568337e-13
0.23231338,-9.9910011820962399e-13
0.23236402,3.9023291684625391e-12
0.23241465,3.4917358641979327e-12
0.23246528,1.3715139379346189e-12
0.23251592,-4.594289185705015e-12
0.23256656,-3.947196468520771e-13
0.23261719,-5.4760506890176747e-12
0.23266782,8.6410824453677199e-14
0.23271846,1.613330824462416e-12
0.23276909,-4.5256902229349537e-12
0.23281973,-7.7813727544176554e-13
0.23287036,-3.057634626923922e-12
0.232921,-7.1303123959032878e-14
0.23297163,1.7950072654188676e-12
0.23302227,1.2990706325010285e-12
0.2330729,-1.5647275130481957e-12
0.23312354,-3.2717231952214664e-12
0.23317417,-2.32977921990585e-12
0.23322481,-5.2008280778480017e-12
0.23327544,1.9376665107435621e-12
0.23332608,2.2074292983799955e-12
0.23337671,1.7195982461712217e-12
0.23342735,1.7323538103937281e-13
0.23347798,1.4709706083551368e-12
0.23352862,4.0354545378941386e-12
0.23357925,-4.3750855766107324e-13
0.23362989,-2.3284459037736924e-13
0.23368053,-5.369352896754277e-13
0.23373116,2.8133185447494609e-12
0.23378179,2.0323988950051808e-12
0.23383243,3.5828501529510548e-12
0.23388307,2.1983396269138381e-12
0.2339337,2.2160021444398869e-12
0.23398433,5.4628735837081927e-13
0.23403497,-1.1692723348394512e-12
0.23408561,1.4887479225417809e-12
0.23413624,4.9575960499468594e-13
0.23418687,-4.7684496215569545e-12
0.23423751,2.1929387146228627e-12
0.23428815,1.7203012357379257e-12
0.23433878,2.5665529405475869e-12
0.23438941,2.4194936130739853e-12
0.23444005,3.9478204063410513e-12
0.23449069,-1.409044621196855e-12
0.23454132,2.1952127896547375e-12
0.23459195,3.9192270457885052e-12
0.23464259,3.3358772774537583e-12
0.23469323,1.1536973747135886e-13
0.23474386,-5.9241765184617016e-13
0.23479449,-2.1640783603234694e-12
0.23484513,2.7758485527201327e-12
0.23489577,4.9445969499187954e-13
0.2349464,2.1694088045016819e-12
0.23499703,-1.9959569850438639e-12
0.23504767,6.1564839429655291e-13
0.23509831,-3.097146233999239e-12
0.23514894,1.7208270369135445e-12
0.23519957,7.8523127402784569e-13
0.23525021,2.3054088496769017e-12
0.23530085,3.6944522579582275e-13
0.23535148,8.2051767632007776e-13
0.23540211,1.4972289830518464e-12
0.23545275,3.4619494552131421e-12
0.23550338,1.5744091147637567e-12
0.23555402,-4.2087100766993256e-12
0.23560465,9.9577132799198383e-13
0.23565529,-3.5838244430129339e-14
0.23570592,-1.3502313573473267e-12
0.23575656,5.8198015253720164e-14
0.23580719,1.4461212796121202e-13
0.23585783,1.3659063098301014e-12
0.23590846,-9.524246212112088e-13
0.2359591,-4.6614305835780974e-12
0.23600973,-1.6372755623805503e-12
0.23606037,1.9119537901858029e-12
0.236111,-2.0384613109924917e-12
0.23616164,9.8409281400897949e-13
0.23621227,7.8670052688989482e-13
0.23626291,-3.6063064329382538e-12
0.23631354,2.9396606672568564e-13
0.23636418,9.4551154089144289e-13
0.23641482,-1.6876571979802278e-12
0.23646545,-5.3142719316357932e-13
0.23651608,-1.8271834125773299e-12
0.23656672,2.1266324060500793e-12
0.23661736,-1.0689599853320605e-12
0.23666799,-1.8733875104327465e-12
0.23671862,1.7419157182732552e-12
0.23676926,-2.4187382445514373e-12
0.2368199,1.0661525036745636e-12
0.23687053,5.8741583577275192e-12
0.23692116,6.8538300423601814e-13
0.2369718,5.6900376639404134e-13
0.23702244,1.2106878763015585e-12
0.23707307,-2.3861793533848609e-12
0.2371237,1.8651381222727871e-12
0.23717434,3.5488447707779789e-12
0.23722498,1.5183590534217407e-12
0.23727561,2.9562909136827756e-12
0.23732624,1.8735506106983624e-12
0.23737688,2.9834277692757505e-12
0.23742752,-1.2090199154069643e-12
0.23747815,2.4441879186220517e-12
0.23752878,5.8196975504555824e-13
0.23757942,-1.5745842111848472e-12
0.23763006,-3.6948287666424817e-12
0.23768069,-7.9570787796996708e-13
0.23773132,-2.4331337040259828e-12
0.23778196,-1.3198901146416871e-12
0.2378326,-4.9884224689206749e-12
0.23788323,6.2400054567402626e-12
0.23793386,1.1506254310163032e-13
0.2379845,1.8427190005504175e-12
0.23803513,2.8533930142689681e-12
0.23808577,4.7989621483539906e-12
0.2381364,-9.3180819996999109e-13
0.23818704,-1.7750795643683895e-12
0.23823767,8.4371958048944653e-14
0.23828831,-3.6488465874127787e-12
0.23833894,5.3107803610901237e-13
0.23838958,6.6454651722665384e-13
0.23844021,8.3267279301335156e-13
0.23849085,6.0666300537110594e-13
