Physical Time (s),ep_right Monitor (kg-m/s^3): right_cv1,ep_right Monitor (kg-m/s^3): right_cv2,ep_right Monitor (kg-m/s^3): right_cv3,ep_right Monitor (kg-m/s^3): right_cv4,ep_right Monitor (kg-m/s^3): right_cv5,ep_right Monitor (kg-m/s^3): right_cv6,ep_right Monitor (kg-m/s^3): right_cv7
0.00597493,-0.52420020497756969,-0.015674883244872501,-0.0052061391634528296,-0.0026855540806414255,-0.0012355232857538827,-0.00028862295493035998,0.00016226362583970526
0.00602557,-0.53419629415280179,-0.015687298559276596,-0.0051363524074857529,-0.002731540816683242,-0.0012257360787516804,-0.0002717915977499864,2.2973687048907633e-05
0.0060762,-0.54491120367705925,-0.015612090738877668,-0.0050462229934066577,-0.0027478669814562195,-0.0012122017454056474,-0.00024771450693954005,-2.7855320588474143e-05
0.00612683,-0.55625446308226711,-0.015442365080423483,-0.0049377243797785421,-0.0027361835208272998,-0.0011950828124809806,-0.00021843325436315833,-3.4644246526999399e-05
0.00617747,-0.56806970772752974,-0.015180319869244844,-0.0048093804542968964,-0.0026978615467053903,-0.0011738774851206141,-0.00018687360878065512,-2.6828552733010374e-05
0.00622811,-0.5802051573028324,-0.01483526088448555,-0.0046558344896365433,-0.0026331150343093038,-0.0011479385176367774,-0.00015654303912277445,-1.464953061850289e-05
0.00627874,-0.59230032402505439,-0.014420563858231764,-0.0044682148794447565,-0.00254103850855825,-0.0011172364807584432,-0.00013100481969543996,3.9229536728370355e-06
0.00632937,-0.60409279600553434,-0.013949521835114781,-0.0042349678026382519,-0.0024205180354627993,-0.001082952048746977,-0.00011320625666424468,3.6213594795151134e-05
0.00638001,-0.61536684139134323,-0.013431106076788558,-0.0039432686760340913,-0.0022714116908161184,-0.001047571105194516,-0.00010483415172396894,8.7160226004715077e-05
0.00643064,-0.62595340104340347,-0.012865420402665615,-0.0035805639608325569,-0.002095420652973056,-0.0010142985826118599,-0.00010591562727825919,0.00015539063152123292
0.00648128,-0.63575509266194785,-0.012241110581112921,-0.0031363278343169948,-0.0018963817061275832,-0.00098598467871661251,-0.00011480660779256737,0.00023322539972813337
0.00653192,-0.64485448872060536,-0.011534746122742825,-0.0026035978665677473,-0.0016797353322700068,-0.0009638810221110686,-0.00012856819246865204,0.00030958655444713045
0.00658255,-0.65344228826906059,-0.010713161927092272,-0.0019799852250767937,-0.0014512327334224974,-0.0009467364094606931,-0.00014375992047343736,0.00037365410689682598
0.00663318,-0.6617561371924594,-0.0097386810856864778,-0.0012685807463378852,-0.0012156915099148047,-0.00093056943301585767,-0.00015722370404703861,0.00041760035365759861
0.00668382,-0.67006000233549246,-0.008575513333532004,-0.00047779779206244923,-0.00097574948277942824,-0.00090934425611695151,-0.00016671668073266378,0.00043782762583934173
0.00673445,-0.67860104380907149,-0.0071969647455578231,0.00037892205949658546,-0.0007312644945641156,-0.00087601383142145526,-0.00017123599285533413,0.00043553597267433249
0.00678509,-0.68762902959188632,-0.005592629706479983,0.0012843822372066904,-0.00047926385532721743,-0.00082401202098123167,-0.00017090961380891197,0.00041426371101674299
0.00683572,-0.69734814248827071,-0.0037738676126728536,0.002219438950095561,-0.00021448264050978979,-0.00074849640631846463,-0.00016665499092150782,0.00037942720390458923
0.00688636,-0.70781836034672796,-0.001777355180721391,0.0031650984065389144,6.9665733931400522e-05,-0.00064706223377562614,-0.0001596922330858122,0.00033700272357245595
0.00693699,-0.71894624488734848,0.00033366795729592482,0.0041047912371452114,0.00037989677137738093,-0.00051989279110053555,-0.00015116010920187872,0.0002924660222111226
0.00698763,-0.73055024360178034,0.0024715418679334767,0.0050255785050043701,0.00072166780122456852,-0.0003692928471507428,-0.00014199182935605443,0.00025018142764200604
0.00703827,-0.74239851960386227,0.0045289816482572886,0.0059192107144130203,0.0010982361280455926,-0.00019891101647827712,-0.00013298289968333366,0.00021311261351116532
0.0070889,-0.7542919671062609,0.0063879212571632121,0.0067817465874598967,0.0015099468501460543,-1.2843708706344931e-05,-0.00012496210109189934,0.00018288772657073013
0.00713953,-0.76604735258221768,0.0079276466958712634,0.007612109087186467,0.0019540177105269599,0.00018508901281244047,-0.00011887199953891204,0.00016006222895501474
0.00719017,-0.77746080781631011,0.0090360567564289011,0.0084097843584341209,0.0024248147440840079,0.00039196311056648457,-0.00011571973362569126,0.00014440931182467656
0.0072408,-0.78838270537788602,0.0096208620375733776,0.0091721740479369998,0.0029145336882223493,0.00060598044050415583,-0.00011622159326412172,0.00013526305097802662
0.00729144,-0.79879604648827862,0.009615641440878727,0.0098921284764317829,0.0034142111023736802,0.00082648271767871867,-0.00012040917435542546,0.00013174469145475071
0.00734207,-0.80876741735724256,0.0089852315541019898,0.010555981185124276,0.0039146494079049399,0.001053702165178761,-0.00012726554611815872,0.0001328897061155348
0.00739271,-0.81846033322441525,0.0077295104559536275,0.011142807383371478,0.0044072872875360099,0.001288429971778323,-0.00013449669664232497,0.00013768279896436562
0.00744334,-0.82808669414038705,0.0058813587742843638,0.011624756559196928,0.0048845770507395022,0.001531590903668997,-0.00013863446339109893,0.00014509989389187853
0.00749398,-0.83796165592216088,0.0035051296934167464,0.011968849759504347,0.0053400230057548013,0.0017838681605684688,-0.00013545817855959414,0.00015405206056419676
0.00754462,-0.84822580170107831,0.00068804596361808472,0.012139870654506571,0.0057676038556874112,0.0020452924084761832,-0.00012061001509018333,0.00016334628872568201
0.00759525,-0.85903074044047489,-0.002465079224450082,0.012104397853819856,0.0061610379354772402,0.0023150367421574166,-9.0266386649363683e-05,0.00017173358215072387
0.00764588,-0.87049555558790781,-0.005843030728600998,0.01183531006752832,0.0065128912640944753,0.0025913168974765919,-4.165330362553551e-05,0.00017798166202323654
0.00769652,-0.88275932239415611,-0.0093370675367683651,0.011315299911839197,0.0068137506705996361,0.0028713318049361208,2.6637267484055524e-05,0.00018100557472579748
0.00774715,-0.8958433536549204,-0.012846104709776957,0.010540653425000612,0.0070518292835603704,0.0031513675768769294,0.00011464991749744144,0.00018000624223107284
0.00779779,-0.90956161105705235,-0.016283777671648722,0.0095226460016663537,0.0072130791709879407,0.0034268862466886327,0.00022134332934283535,0.00017458758969267872
0.00784842,-0.92359946093941991,-0.019579974292539173,0.0082876705016946984,0.0072818264293363945,0.0036924917803186998,0.0003449363982617838,0.00016479674122564698
0.00789906,-0.93764086232691324,-0.022680175389494222,0.0068749835129329898,0.0072420125676497648,0.0039418996673107045,0.00048328226782529642,0.00015114654287875492
0.00794969,-0.95122924131124098,-0.025546208899507213,0.005333718417876181,0.0070792144940362376,0.0041677984144047929,0.00063415094342082756,0.00013451096387691522
0.00800033,-0.96395346091323142,-0.028155068762209641,0.003718232304518889,0.00678264660909804,0.0043618263491909037,0.00079541622380053536,0.00011597805999277535
0.00805097,-0.9753958059679082,-0.030495330204446534,0.002083298314234692,0.006347008046244368,0.0045146288430542034,0.00096507323297664719,9.6721770394248813e-05
0.0081016,-0.98516194064037832,-0.032564576796134059,0.00047935121584043075,0.0057744416423276893,0.0046161353378295902,0.0011411494531916419,7.7835550051239666e-05
0.00815223,-0.99294804223496469,-0.03436662283042044,-0.0010510842153029333,0.0050756922386892452,0.0046560459723558895,0.0013215169285595654,6.0193783907304627e-05
0.00820287,-0.99853013354846309,-0.035906469329213687,-0.0024760155128478716,0.0042701902197785548,0.0046245661083934818,0.0015036930407777956,4.4385002173012851e-05
0.0082535,-1.0016196591564548,-0.037188003931226815,-0.0037745095678301268,0.0033853779499244054,0.0045133581938955033,0.0016846473715493005,3.0700717043199326e-05
0.00830414,-1.0020492201122306,-0.038212607321944168,-0.0049368647745357385,0.0024544785408711417,0.004316651295444029,0.001860741285784421,1.918378200738432e-05
0.00835478,-0.99986887914287759,-0.038975447191997331,-0.0059626199288809415,0.0015139010448317555,0.0040322280373516033,0.0020276595531323739,9.7403788126705779e-06
0.00840541,-0.99521790871893256,-0.039464504691415603,-0.0068584296359382405,0.00059999754226957322,0.0036623658120872177,0.0021805176862411254,2.2730597957104144e-06
0.00845605,-0.98841164758851574,-0.039658570813860594,-0.0076352546477723915,-0.00025406329307476737,0.0032145587641311188,0.0023140352634891895,-3.1836418580496348e-06
0.00850668,-0.97985830221120451,-0.039526617590963001,-0.00830592638251656,-0.001021240252618642,0.0027017606218501257,0.0024228279283406676,-6.3441744218425704e-06
0.00855731,-0.96994666130803864,-0.039030052599111346,-0.0088822353448943132,-0.0016821514737999934,0.0021422983137305215,0.0025017226181637256,-6.5824602044319192e-06
