Physical Time (s),Etau_left Monitor (kg-m/s^3)
0.15099357,-4.8173352195568209e-05
0.1510442,-4.7797413568378061e-05
0.15109484,-4.7445924185222116e-05
0.15114548,-4.7123028301825567e-05
0.15119611,-4.6830853279170076e-05
0.15124674,-4.6569625388987972e-05
0.15129738,-4.6338264159686579e-05
0.15134802,-4.613493870887928e-05
0.15139865,-4.5957509528581369e-05
0.15144928,-4.5803874361967379e-05
0.15149992,-4.5672160173152132e-05
0.15155056,-4.5560907966725925e-05
0.15160119,-4.5469280037410369e-05
0.15165182,-4.5397202253826764e-05
0.15170246,-4.5345418152880357e-05
0.1517531,-4.5315406137215908e-05
0.15180373,-4.53092271669594e-05
0.15185436,-4.5329270741701322e-05
0.151905,-4.5377977035823661e-05
0.15195564,-4.5457581045360266e-05
0.15200627,-4.5569882759099614e-05
0.1520569,-4.5716050461858569e-05
0.15210754,-4.5896494138902304e-05
0.15215818,-4.6110751906342965e-05
0.15220881,-4.6357402336912278e-05
0.15225944,-4.6634015736377019e-05
0.15231008,-4.6937075031803661e-05
0.15236072,-4.7261913803958142e-05
0.15241135,-4.7602639776766811e-05
0.15246198,-4.7952115585183004e-05
0.15251262,-4.830201078386062e-05
0.15256326,-4.864292160652593e-05
0.15261389,-4.8964688542011724e-05
0.15266452,-4.9256848581572893e-05
0.15271516,-4.9509227705366068e-05
0.1527658,-4.971269487133254e-05
0.15281643,-4.9859875353065882e-05
0.15286706,-4.9945883270277201e-05
0.1529177,-4.9968900965498862e-05
0.15296833,-4.9930487611367887e-05
0.15301897,-4.983553962728839e-05
0.1530696,-4.9691632482448592e-05
0.15312024,-4.9508477292992185e-05
0.15317087,-4.9296972933643309e-05
0.15322151,-4.9067932250430548e-05
0.15327214,-4.8831026880614698e-05
0.15332278,-4.8593969607348039e-05
0.15337341,-4.836187453547673e-05
0.15342405,-4.8137498753763634e-05
0.15347468,-4.7920776383785714e-05
0.15352532,-4.7710008072822408e-05
0.15357595,-4.7502233185879535e-05
0.15362659,-4.7294120377937766e-05
0.15367723,-4.7082477785753338e-05
0.15372786,-4.6864918763943706e-05
0.15377849,-4.664016602639222e-05
0.15382913,-4.6408113454638825e-05
0.15387977,-4.6169710040607654e-05
0.1539304,-4.5926732380753761e-05
0.15398103,-4.5681535272274901e-05
0.15403167,-4.5436864365763362e-05
0.15408231,-4.5195788853416403e-05
0.15413294,-4.496145819972395e-05
0.15418357,-4.4737023494091752e-05
0.15423421,-4.4525880693226799e-05
0.15428485,-4.4331633564637514e-05
0.15433548,-4.4158188826327478e-05
0.15438611,-4.4009842179945463e-05
0.15443675,-4.3891327772628785e-05
0.15448739,-4.3807855189810212e-05
0.15453802,-4.3765081289836216e-05
0.15458865,-4.3768973416370531e-05
0.15463929,-4.3825614515871987e-05
0.15468993,-4.3940905130273117e-05
0.15474056,-4.4120169782034424e-05
0.15479119,-4.436772114181009e-05
0.15484183,-4.4686347396361432e-05
0.15489247,-4.5076793430231821e-05
0.1549431,-4.5537272387474814e-05
0.15499373,-4.6063068737329552e-05
0.15504437,-4.6646326239394027e-05
0.15509501,-4.7275947239350268e-05
0.15514564,-4.7937858270444968e-05
0.15519627,-4.8615383596603681e-05
0.15524691,-4.9289920037767036e-05
0.15529755,-4.9942053981418548e-05
0.15534818,-5.0552558827384703e-05
0.15539881,-5.1103448819482788e-05
0.15544945,-5.1578934132899898e-05
0.15550009,-5.1966324391668648e-05
0.15555072,-5.2256673268264953e-05
0.15560135,-5.2445154236369692e-05
0.15565199,-5.2531089586442908e-05
0.15570262,-5.2517697038705569e-05
0.15575326,-5.2411596894799941e-05
0.15580389,-5.2222074848911698e-05
0.15585453,-5.1960157301194243e-05
0.15590516,-5.1638369016910246e-05
0.1559558,-5.1269343613452944e-05
0.15600643,-5.0865650892748562e-05
0.15605707,-5.0439234779975879e-05
0.1561077,-5.0001001748117924e-05
0.15615834,-4.9560673323997245e-05
0.15620897,-4.912674984999746e-05
0.15625961,-4.8706502078932579e-05
0.15631024,-4.8306081125594071e-05
0.15636088,-4.7931138236232939e-05
0.15641152,-4.7582012174371001e-05
0.15646215,-4.7263822953800671e-05
0.15651278,-4.6978237433905405e-05
0.15656342,-4.6725445146397591e-05
0.15661406,-4.6504173934366124e-05
0.15666469,-4.6312332772029143e-05
0.15671532,-4.6147522753307429e-05
0.15676596,-4.6007354972294772e-05
0.1568166,-4.5889674766810143e-05
0.15686723,-4.5792757247601868e-05
0.15691786,-4.571549939646913e-05
0.1569685,-4.5657593524476623e-05
0.15701914,-4.5619570718638396e-05
0.15706977,-4.5602734472473063e-05
0.1571204,-4.5608996618994404e-05
0.15717104,-4.5640646014779109e-05
0.15722168,-4.5700058501997205e-05
0.15727231,-4.5789436679601928e-05
0.15732294,-4.5910583769732335e-05
0.15737358,-4.606470598023247e-05
0.15742422,-4.6252271273711451e-05
0.15747485,-4.6472907201014369e-05
0.15752548,-4.672530049505703e-05
0.15757612,-4.7007134548770189e-05
0.15762676,-4.7315025665430329e-05
0.15767739,-4.7644459023233574e-05
0.15772802,-4.7989705365759485e-05
0.15777866,-4.8343798296624505e-05
0.1578293,-4.8698582766805075e-05
0.15787993,-4.9044861224991163e-05
0.15793056,-4.9372659244433316e-05
0.1579812,-4.9671681706141026e-05
0.15803184,-4.9931882172716692e-05
0.15808247,-5.0144182675797964e-05
0.1581331,-5.0301174914480339e-05
0.15818374,-5.0397840372901684e-05
0.15823437,-5.0432132237206598e-05
0.15828501,-5.0405299046110116e-05
0.15833564,-5.0321926094256296e-05
0.15838628,-5.0189224162728375e-05
0.15843691,-5.0016539966469043e-05
0.15848755,-4.9814671546909689e-05
0.15853818,-4.9594263709551998e-05
0.15858882,-4.9364888571103399e-05
0.15863945,-4.9134146851183138e-05
0.15869009,-4.890715740837015e-05
0.15874072,-4.8686960999208353e-05
0.15879136,-4.8473723431861936e-05
0.15884199,-4.8265882467438248e-05
0.15889263,-4.8060574468941869e-05
0.15894327,-4.7854449658547918e-05
0.1589939,-4.7644405466982797e-05
0.15904453,-4.7428149705323212e-05
0.15909517,-4.7204484663971842e-05
0.15914581,-4.6973362359514321e-05
0.15919644,-4.6735766743759825e-05
0.15924707,-4.6493522830237698e-05
0.15929771,-4.6249096539080194e-05
0.15934835,-4.6005315268403591e-05
0.15939898,-4.5765231276316471e-05
0.15944961,-4.5532037810735239e-05
0.15950025,-4.530904674948877e-05
0.15955089,-4.5099678166623359e-05
0.15960152,-4.4907519596951588e-05
0.15965215,-4.4736432974237009e-05
0.15970279,-4.4590644820387561e-05
0.15975343,-4.4474785967557498e-05
0.15980406,-4.439394721380474e-05
0.15985469,-4.4353661319493864e-05
0.15990533,-4.4359755203124849e-05
0.15995597,-4.4418181264296711e-05
0.1600066,-4.4534704826386306e-05
0.16005723,-4.4714536385651945e-05
0.16010787,-4.4961900630475863e-05
0.16015851,-4.5279524516847854e-05
0.16020914,-4.5668119817909531e-05
0.16025977,-4.6125903596900398e-05
0.16031041,-4.6648221737446917e-05
0.16036105,-4.7227286653113308e-05
0.16041168,-4.7852149397356257e-05
0.16046231,-4.8508898495565984e-05
0.16051295,-4.9181063317187243e-05
0.16056359,-4.985024374818981e-05
0.16061422,-5.0497179832180208e-05
0.16066485,-5.1102791947408279e-05
0.16071549,-5.1649108847977147e-05
0.16076613,-5.2120295570561139e-05
0.16081676,-5.2503518520466264e-05
0.16086739,-5.2789641860276903e-05
0.16091803,-5.2973595636337212e-05
0.16096866,-5.3054454579123642e-05
0.1610193,-5.3035204912222366e-05
0.16106993,-5.2922282618763305e-05
0.16112057,-5.272485698113721e-05
0.1611712,-5.2453889527527816e-05
0.16122184,-5.2121873898781151e-05
0.16127247,-5.1741552381651411e-05
0.16132311,-5.1325662367748189e-05
0.16137374,-5.0886359925690645e-05
0.16142438,-5.0434789328049223e-05
0.16147501,-4.9980927873912205e-05
0.16152565,-4.9533543369151311e-05
0.16157628,-4.9100199811268389e-05
0.16162692,-4.8687303511556968e-05
0.16167756,-4.8300729524446178e-05
0.16172819,-4.7942116076428833e-05
0.16177882,-4.7614971802878873e-05
0.16182946,-4.7322133911053719e-05
0.1618801,-4.7063925369321791e-05
0.16193073,-4.6839254100632256e-05
0.16198136,-4.6646015677480161e-05
0.162032,-4.6481652749436694e-05
0.16208264,-4.6343535638937162e-05
0.16213327,-4.6229255981313289e-05
0.1621839,-4.6136832141760657e-05
0.16223454,-4.6064888677699108e-05
0.16228518,-4.6012820668340765e-05
0.16233581,-4.5980875014313905e-05
0.16238644,-4.5970094039446473e-05
0.16243708,-4.5982162457593501e-05
0.16248772,-4.6019184234233061e-05
0.16253835,-4.6083394553823043e-05
0.16258898,-4.6176887948758365e-05
0.16263962,-4.6301386635708559e-05
0.16269026,-4.6458041442741526e-05
0.16274089,-4.6647288316155431e-05
0.16279152,-4.6868742666294564e-05
0.16284216,-4.7121110537747783e-05
0.1628928,-4.7402123545820118e-05
0.16294343,-4.7708485853496471e-05
0.16299406,-4.8035799920537534e-05
0.1630447,-4.8378492014775706e-05
0.16309534,-4.8729770912495428e-05
0.16314597,-4.9081663725480982e-05
0.1631966,-4.9425131156491438e-05
0.16324724,-4.9750352046525059e-05
0.16329788,-5.0047104949431839e-05
0.16334851,-5.0305372610336913e-05
0.16339914,-5.0516056937843467e-05
0.16344978,-5.0671666870497235e-05
0.16350042,-5.0767060121033169e-05
0.16355105,-5.0800041595409769e-05
0.16360168,-5.0771705709324791e-05
0.16365232,-5.068647432814719e-05
0.16370295,-5.0551504654101159e-05
0.16375359,-5.0376166810379271e-05
0.16380422,-5.0171100731130635e-05
0.16385486,-4.9947037227061482e-05
0.16390549,-4.9713669984251905e-05
0.16395613,-4.9478878052576763e-05
0.16400676,-4.9247914309566322e-05
0.1640574,-4.9023730536405831e-05
0.16410803,-4.8806465262858981e-05
0.16415867,-4.8594569509043124e-05
0.1642093,-4.8385112698766408e-05
0.16425994,-4.8174681256222614e-05
0.16431057,-4.7959972972621281e-05
0.16436121,-4.773847218226375e-05
0.16441185,-4.7508793159309695e-05
0.16446248,-4.7270759639770263e-05
0.16451311,-4.7025297152800282e-05
0.16456375,-4.6774236314006683e-05
0.16461439,-4.6520037656936849e-05
0.16466502,-4.626558468397763e-05
0.16471565,-4.6014229767162555e-05
0.16476629,-4.5769160739541613e-05
0.16481693,-4.5533783010938632e-05
0.16486756,-4.5311634290721387e-05
0.16491819,-4.5106416719254018e-05
0.16496883,-4.4922081496502866e-05
0.16501947,-4.4762933301352024e-05
0.1650701,-4.4633669639181106e-05
0.16512073,-4.4539433052153153e-05
0.16517137,-4.4485781409485761e-05
0.16522201,-4.4478572873170237e-05
0.16527264,-4.4523794121567076e-05
0.16532327,-4.4627256668465153e-05
0.16537391,-4.479424562440873e-05
0.16542455,-4.5029080839471339e-05
0.16547518,-4.533463289621441e-05
0.16552581,-4.5711797239809173e-05
0.16557645,-4.6159019183504709e-05
0.16562709,-4.6671881051826061e-05
0.16567772,-4.7242835754861129e-05
0.16572835,-4.7861149075943167e-05
0.16577899,-4.8513020185277211e-05
0.16582963,-4.9182030576050715e-05
0.16588026,-4.9849731288313504e-05
0.16593089,-5.0496670604875428e-05
0.16598153,-5.110349028527872e-05
0.16603217,-5.1651948759252142e-05
0.1660828,-5.2125888025314097e-05
0.16613343,-5.2512195179960228e-05
0.16618407,-5.2801468160668508e-05
0.1662347,-5.2988421900913824e-05
0.16628534,-5.3071989175147561e-05
0.16633597,-5.3055074789954848e-05
0.16638661,-5.2944066316958991e-05
0.16643724,-5.2748139756843892e-05
0.16648788,-5.2478372862603878e-05
0.16653851,-5.2147249410387309e-05
0.16658915,-5.1767665328413058e-05
0.16663978,-5.1352509197830431e-05
0.16669042,-5.0914036655335628e-05
0.16674105,-5.0463489672955858e-05
0.16679169,-5.0010915237246177e-05
0.16684232,-4.9565115210132657e-05
0.16689296,-4.9133666074544267e-05
0.1669436,-4.8723029833850045e-05
0.16699423,-4.8338957710011072e-05
0.16704486,-4.7983298852342075e-05
0.1670955,-4.7659664998369873e-05
0.16714614,-4.737061029729463e-05
0.16719677,-4.7116798657900557e-05
0.1672474,-4.6897305767380594e-05
0.16729804,-4.6710166444767344e-05
0.16734868,-4.655300389872064e-05
0.16739931,-4.6423359140540474e-05
0.16744994,-4.6318963778148271e-05
0.16750058,-4.6237913732110053e-05
0.16755122,-4.617886881066087e-05
0.16760185,-4.6141208096175143e-05
0.16765248,-4.6125101449222812e-05
0.16770312,-4.6131466210183159e-05
0.16775376,-4.6161818518272903e-05
0.16780439,-4.6218053808664213e-05
0.16785502,-4.6302181558801527e-05
0.16790566,-4.6416068588803573e-05
0.1679563,-4.6561207310305048e-05
0.16800693,-4.6738530548796572e-05
0.16805756,-4.6948276068915434e-05
0.1681082,-4.7189873660835739e-05
0.16815884,-4.7461877955457397e-05
0.16820947,-4.7761892947995445e-05
0.1682601,-4.8086531275593275e-05
0.16831074,-4.8431334110490797e-05
0.16836138,-4.8790723466698914e-05
0.16841201,-4.9157936020765634e-05
0.16846264,-4.9525068668451484e-05
0.16851328,-4.9883170531635793e-05
0.16856392,-5.0222515168223654e-05
0.16861455,-5.0532982895374842e-05
0.16866518,-5.0804619872639421e-05
0.16871582,-5.102835482075468e-05
0.16876646,-5.1196691372071161e-05
0.16881709,-5.1304431750152742e-05
0.16886772,-5.1349299355384176e-05
0.16891836,-5.1332292112149942e-05
0.16896899,-5.1257786452527709e-05
0.16901963,-5.1132843866769266e-05
0.16907026,-5.0966699369271506e-05
0.1691209,-5.0770332588298946e-05
0.16917153,-5.0554489177943687e-05
0.16922217,-5.0329036389843008e-05
0.1692728,-5.0101889037324783e-05
0.16932344,-4.9878583212498083e-05
0.16937407,-4.9662251739754354e-05
0.16942471,-4.9453189764004981e-05
0.16947534,-4.9249945961898008e-05
0.16952598,-4.9049480960996674e-05
0.16957661,-4.8848178510271232e-05
0.16962725,-4.8642581940640614e-05
0.16967789,-4.8429993399425321e-05
0.16972852,-4.8208810716936871e-05
0.16977915,-4.7978617300686398e-05
0.16982979,-4.7740117860989591e-05
0.16988043,-4.7494906025722752e-05
0.16993106,-4.7245234624015311e-05
0.16998169,-4.699382445026676e-05
0.17003233,-4.674386176138672e-05
0.17008297,-4.649845799790394e-05
0.1701336,-4.626099134835665e-05
0.17018423,-4.6034948981975921e-05
0.17023487,-4.5824042655498844e-05
0.17028551,-4.5632272940292864e-05
0.17033614,-4.5464005027220269e-05
0.17038677,-4.5324020270502469e-05
0.17043741,-4.5217544963163528e-05
0.17048805,-4.5150225806925993e-05
0.17053868,-4.512800804363411e-05
0.17058931,-4.5156975275210566e-05
0.17063995,-4.524304111962367e-05
0.17069059,-4.5391603728241302e-05
0.17074122,-4.5607125497410057e-05
0.17079185,-4.5892635559417649e-05
0.17084249,-4.624921228577301e-05
0.17089313,-4.6675500316042505e-05
0.17094376,-4.7167313966766367e-05
0.17099439,-4.7717360145523217e-05
0.17104503,-4.8315157884648485e-05
0.17109567,-4.8947181790569263e-05
0.1711463,-4.9597258329058238e-05
0.17119693,-5.0247181929503331e-05
0.17124757,-5.0877630903142847e-05
0.17129821,-5.1469377869974966e-05
0.17134884,-5.2004141634053158e-05
0.17139947,-5.2465669964538945e-05
0.17145011,-5.2840668846170054e-05
0.17150075,-5.3119461614593464e-05
0.17155138,-5.3296463815293456e-05
0.17160201,-5.3370281927985161e-05
0.17165265,-5.3343487764354183e-05
0.17170328,-5.3222189612828232e-05
0.17175392,-5.3015382932131466e-05
0.17180455,-5.2733934249671438e-05
0.17185519,-5.2390363494951625e-05
0.17190582,-5.1997564607333648e-05
0.17195646,-5.1568476951890327e-05
0.17200709,-5.1115498170121448e-05
0.17205773,-5.0650052553492832e-05
0.17210836,-5.018239331416472e-05
0.172159,-4.9721552349903548e-05
0.17220963,-4.9275318149278642e-05
0.17226027,-4.8850252385566854e-05
0.1723109,-4.8452130503984433e-05
0.17236154,-4.8084169427054521e-05
0.17241218,-4.7748236476920556e-05
0.17246281,-4.7447983419697206e-05
0.17251344,-4.7184048219282897e-05
0.17256408,-4.6955599855996269e-05
0.17261472,-4.6760688783232598e-05
0.17266535,-4.6596814200960985e-05
0.17271598,-4.6461350005674238e-05
0.17276662,-4.6351867703323978e-05
0.17281726,-4.6266322088694332e-05
0.17286789,-4.6203245081021806e-05
0.17291852,-4.6161897756958618e-05
0.17296916,-4.6142364548989499e-05
0.1730198,-4.6145518319344001e-05
0.17307043,-4.617287627243381e-05
0.17312106,-4.6226382973083124e-05
0.1731717,-4.6308126470895101e-05
0.17322234,-4.6420082550589661e-05
0.17327297,-4.6563852063366181e-05
0.1733236,-4.6740475259304685e-05
0.17337424,-4.6950284576766621e-05
0.17342488,-4.7192786673251007e-05
0.17347551,-4.7466586453643036e-05
0.17352614,-4.7769330332115817e-05
0.17357678,-4.809763847630073e-05
0.17362742,-4.8447060213961237e-05
0.17367805,-4.8812022039527477e-05
0.17372868,-4.9185774901859582e-05
0.17377932,-4.9560422338386262e-05
0.17382996,-4.9927029650507132e-05
0.17388059,-5.02758752928152e-05
0.17393122,-5.0596818786903914e-05
0.17398186,-5.08798343882224e-05
0.1740325,-5.1115702185633154e-05
0.17408313,-5.1296689119336103e-05
0.17413376,-5.1417286338416125e-05
0.1741844,-5.1474842444181298e-05
0.17423503,-5.1469946402348964e-05
0.17428567,-5.1406593045929641e-05
0.1743363,-5.1291600514796073e-05
0.17438694,-5.11340504765901e-05
0.17443757,-5.0944678860310196e-05
0.17448821,-5.0734591846700499e-05
0.17453884,-5.0513913199987277e-05
0.17458948,-5.0290921822343225e-05
0.17464011,-5.0071591615303577e-05
0.17469075,-4.9859602868370559e-05
0.17474138,-4.9655685607190803e-05
0.17479202,-4.9458649656829417e-05
0.17484265,-4.9265633940986873e-05
0.17489329,-4.9073037635979493e-05
0.17494393,-4.8877315069489663e-05
0.17499456,-4.8675572903008986e-05
0.17504519,-4.8465940915275331e-05
0.17509583,-4.824768713462018e-05
0.17514647,-4.8021185138664748e-05
0.1751971,-4.7787720426346531e-05
0.17524773,-4.7549253393870504e-05
0.17529837,-4.7308362830017673e-05
0.17534901,-4.7067900759795937e-05
0.17539964,-4.6830854492210642e-05
0.17545027,-4.6600400890567007e-05
0.17550091,-4.6379898030711464e-05
0.17555155,-4.6172913816804119e-05
0.17560218,-4.5983318174737896e-05
0.17565281,-4.5815359674290108e-05
0.17570345,-4.5673727015377385e-05
0.17575409,-4.5563596588166357e-05
0.17580472,-4.5490590816785394e-05
0.17585535,-4.5460700884372277e-05
0.17590599,-4.5480091765618919e-05
0.17595663,-4.5554827485492296e-05
0.17600726,-4.5690508684864906e-05
0.17605789,-4.5891862567711327e-05
0.17610853,-4.6162246074326059e-05
0.17615917,-4.6503125983071657e-05
0.1762098,-4.6913565471778624e-05
0.17626043,-4.738982570801769e-05
0.17631107,-4.7925060818317301e-05
0.17636171,-4.8509208542467101e-05
0.17641234,-4.9129104107607927e-05
0.17646297,-4.9768876011812083e-05
0.17651361,-5.0410482059965933e-05
0.17656425,-5.1034661642253531e-05
0.17661488,-5.1622120318803519e-05
0.17666551,-5.2154390858545754e-05
0.17671615,-5.2614926819580089e-05
0.17676679,-5.2990051788519151e-05
0.17681742,-5.3269669162852951e-05
0.17686805,-5.3447712043115853e-05
0.17691869,-5.3522306482539414e-05
0.17696932,-5.3495598848795126e-05
0.17701996,-5.3373358717593836e-05
0.17707059,-5.3164343300550159e-05
0.17712123,-5.2879295624026411e-05
0.17717186,-5.2530563283960735e-05
0.1772225,-5.213106979354458e-05
0.17727313,-5.1693921742009468e-05
0.17732377,-5.1231656163799e-05
0.1773744,-5.0755847082223983e-05
0.17742504,-5.0276906557250632e-05
0.17747567,-4.9804019883968779e-05
0.17752631,-4.9345134263512176e-05
0.17757694,-4.8906975310785946e-05
0.17762758,-4.8495267536706102e-05
0.17767822,-4.8114522549048649e-05
0.17772885,-4.7765146039593356e-05
0.17777948,-4.7451527920288299e-05
0.17783012,-4.7174398682577477e-05
0.17788076,-4.693323834731864e-05
0.17793139,-4.6726236828940945e-05
0.17798202,-4.6550910345957748e-05
0.17803266,-4.6404583605370971e-05
0.1780833,-4.6284740010087231e-05
0.17813393,-4.6189232189029967e-05
0.17818456,-4.611646145140184e-05
0.1782352,-4.6065554401526803e-05
0.17828584,-4.6036475330268612e-05
0.17833647,-4.6030013721875854e-05
0.1783871,-4.6047660172784435e-05
0.17843774,-4.6091395696191514e-05
0.17848838,-4.616342773850351e-05
0.17853901,-4.6265908110508183e-05
0.17858964,-4.6400660225826297e-05
0.17864028,-4.6568988258020467e-05
0.17869092,-4.6771490840753313e-05
0.17874155,-4.7007956493131266e-05
0.17879218,-4.7277281202419248e-05
0.17884282,-4.7577373527007632e-05
0.17889346,-4.7905115087121361e-05
0.17894409,-4.8256297997238437e-05
0.17899472,-4.8625556076255717e-05
0.17904536,-4.9006300046645676e-05
0.179096,-4.9390733794080566e-05
0.17914663,-4.9769944176856176e-05
0.17919726,-5.0134104110713822e-05
0.1792479,-5.0472896071408718e-05
0.17929854,-5.0775992787124361e-05
0.17934917,-5.1033770201164047e-05
0.1793998,-5.1238015830521179e-05
0.17945044,-5.1382666453771032e-05
0.17950107,-5.1464486459553094e-05
0.17955171,-5.148350302356896e-05
0.17960234,-5.1443157324492587e-05
0.17965298,-5.1349926007871584e-05
0.17970361,-5.1212515044724667e-05
0.17975425,-5.1041675165093628e-05
0.17980488,-5.0848319423682293e-05
0.17985552,-5.0642793404921021e-05
0.17990615,-5.0433717785006789e-05
0.17995679,-5.0227549555646363e-05
0.18000742,-5.0028044892007127e-05
0.18005806,-4.9836318381128775e-05
0.18010869,-4.9651463931716871e-05
0.18015933,-4.9470941099060767e-05
0.18020996,-4.9291314877210656e-05
0.1802606,-4.9109084602136474e-05
0.18031123,-4.8921356858501931e-05
0.18036187,-4.8726229775581002e-05
0.18041251,-4.8522911103133809e-05
0.18046314,-4.8311718719885749e-05
0.18051377,-4.8093853893074069e-05
0.18056441,-4.7871184614164968e-05
0.18061505,-4.7646082091493106e-05
0.18066568,-4.7421243385741905e-05
0.18071631,-4.7199514106836285e-05
0.18076695,-4.6984167696518045e-05
0.18081759,-4.6778099596728649e-05
0.18086822,-4.658467345104779e-05
0.18091885,-4.6407499071664113e-05
0.18096949,-4.6250597370631706e-05
0.18102013,-4.6118427789019779e-05
0.18107076,-4.6015932877921381e-05
0.18112139,-4.5948534685797585e-05
0.18117203,-4.5922061582212228e-05
0.18122267,-4.5942588450073826e-05
0.1812733,-4.6016167036071018e-05
0.18132393,-4.6148485946015042e-05
0.18137457,-4.6344462599144248e-05
0.18142521,-4.6607759133852523e-05
0.18147584,-4.6940263127935715e-05
0.18152647,-4.7341556032870876e-05
0.18157711,-4.7808500551421025e-05
0.18162775,-4.8334911944763331e-05
0.18167838,-4.8911366902530317e-05
0.18172901,-4.9525334911144781e-05
0.18177965,-5.016144605444968e-05
0.18183029,-5.0802037354020612e-05
0.18188092,-5.1427916353168063e-05
0.18193155,-5.2019715367225849e-05
0.18198219,-5.2558665372385865e-05
0.18203283,-5.3027758469757418e-05
0.18208346,-5.3412685025512873e-05
0.18213409,-5.3702627889685722e-05
0.18218473,-5.3890820219203667e-05
0.18223536,-5.3974712301963644e-05
0.182286,-5.3955865826914987e-05
0.18233663,-5.3839556764994877e-05
0.18238727,-5.3634210595603153e-05
0.1824379,-5.3350327062645049e-05
0.18248854,-5.3000137085242884e-05
0.18253917,-5.2596638777502203e-05
0.18258981,-5.2153054000774745e-05
0.18264044,-5.1682136987425659e-05
0.18269108,-5.1195735540503776e-05
0.18274171,-5.0704551831471761e-05
0.18279235,-5.0218051688998967e-05
0.18284298,-4.9744452275843625e-05
0.18289362,-4.9290730942339408e-05
0.18294426,-4.8862709746807327e-05
0.18299489,-4.8465405834848397e-05
0.18304552,-4.8099496854209896e-05
0.18309616,-4.7768696262933363e-05
0.1831468,-4.7474464489777451e-05
0.18319743,-4.7216410579562993e-05
0.18324806,-4.6992904909738477e-05
0.1832987,-4.6801489544701158e-05
0.18334934,-4.6639440912199666e-05
0.18339997,-4.6504176364900766e-05
0.1834506,-4.6393460709039753e-05
0.18350124,-4.6305605531568773e-05
0.18355188,-4.6239614539573962e-05
0.18360251,-4.6195306414073694e-05
0.18365314,-4.6173321916156905e-05
0.18370378,-4.6175025454608959e-05
0.18375442,-4.6202304635150279e-05
0.18380505,-4.6257317501564253e-05
0.18385568,-4.6342214703066941e-05
0.18390632,-4.6458875362585526e-05
0.18395696,-4.6608701491276334e-05
0.18400759,-4.679244499758895e-05
0.18405822,-4.7010089342658433e-05
0.18410886,-4.7260759304262056e-05
0.1841595,-4.7542627158028581e-05
0.18421013,-4.7852854300853883e-05
0.18426076,-4.8187542358413996e-05
0.1843114,-4.8541619850396185e-05
0.18436204,-4.8908814205513612e-05
0.18441267,-4.9281636335457842e-05
0.1844633,-4.9651461520804297e-05
0.18451394,-5.0008735045673877e-05
0.18456458,-5.0343312387665983e-05
0.18461521,-5.0644963002913596e-05
0.18466584,-5.0904032372267186e-05
0.18471648,-5.1112123461464225e-05
0.18476712,-5.1262847292448169e-05
0.18481775,-5.1352493435604841e-05
0.18486838,-5.1380495853974565e-05
0.18491902,-5.1349643653402996e-05
0.18496965,-5.1265830056673621e-05
0.18502029,-5.1137244052754563e-05
0.18507092,-5.0973927790885719e-05
0.18512156,-5.0786665684149159e-05
0.18517219,-5.0585712472779211e-05
0.18522283,-5.0379809262933528e-05
0.18527346,-5.01755012458309e-05
0.1853241,-4.9976862636919637e-05
0.18537473,-4.978533869048485e-05
0.18542537,-4.9600287016606621e-05
0.185476,-4.9419349551923318e-05
0.18552664,-4.9239307051139459e-05
0.18557727,-4.9056844422521774e-05
0.18562791,-4.8869162951081965e-05
0.18567855,-4.867437394729609e-05
0.18572918,-4.8471678554077202e-05
0.18577981,-4.826137645061034e-05
0.18583045,-4.8044702348814398e-05
0.18588109,-4.7823570692974139e-05
0.18593172,-4.7600402995183182e-05
0.18598235,-4.7377932682565983e-05
0.18603299,-4.7159234188876713e-05
0.18608363,-4.6947306164115717e-05
0.18613426,-4.6745159925322334e-05
0.18618489,-4.6556125899626309e-05
0.18623553,-4.638377914441347e-05
0.18628617,-4.6232025407868152e-05
0.1863368,-4.6105163873753204e-05
0.18638743,-4.6007936478929256e-05
0.18643807,-4.5945545198470816e-05
0.18648871,-4.5923594813493558e-05
0.18653934,-4.59479523679411e-05
0.18658997,-4.6024502523190857e-05
0.18664061,-4.6158808429954064e-05
0.18669125,-4.6355728401738746e-05
0.18674188,-4.6618943645284064e-05
0.18679251,-4.6950458668725413e-05
0.18684315,-4.7350073944953119e-05
0.18689379,-4.7814915085972234e-05
0.18694442,-4.8339148729619955e-05
0.18699505,-4.8913764621075261e-05
0.18704569,-4.9526662628827926e-05
0.18709633,-5.0162911673451113e-05
0.18714696,-5.0805297828295052e-05
0.18719759,-5.1434973599483778e-05
0.18724823,-5.2032784404273278e-05
0.18729887,-5.2580074492175545e-05
0.1873495,-5.3059744068164058e-05
0.18740013,-5.3457211923005078e-05
0.18745077,-5.3761234554745258e-05
0.1875014,-5.396446987417997e-05
0.18755204,-5.4063733714989604e-05
0.18760267,-5.4059936404312305e-05
0.18765331,-5.3957742770487835e-05
0.18770394,-5.3765115705921106e-05
0.18775458,-5.3492112569098319e-05
0.18780521,-5.3150843333609005e-05
0.18785585,-5.2754185053087712e-05
0.18790648,-5.2315283624839587e-05
0.18795712,-5.1846979136631947e-05
0.18800775,-5.1361290532793121e-05
0.18805839,-5.0869128658122883e-05
0.18810902,-5.0380201440411256e-05
0.18815966,-4.9902989640558356e-05
0.18821029,-4.9444742207151861e-05
0.18826093,-4.9011505770046696e-05
0.18831156,-4.8608829051190891e-05
