Physical Time (s),Etau_left Monitor (kg-m/s^3)
0.56032691,-5.5003009448153104e-05
0.56037755,-5.4796660452612795e-05
0.56042818,-5.4520799787639755e-05
0.56047881,-5.4187586909822284e-05
0.56052945,-5.3809173020416414e-05
0.56058009,-5.3397539508612851e-05
0.56063072,-5.2963966269699136e-05
0.56068135,-5.2518697857157818e-05
0.56073199,-5.2070825447730304e-05
0.56078262,-5.1628265867663383e-05
0.56083326,-5.119778222327387e-05
0.5608839,-5.0785194587042757e-05
0.56093453,-5.0395714196342489e-05
0.56098516,-5.0029584867660641e-05
0.5610358,-4.9691906762369877e-05
0.56108643,-4.9384145073878475e-05
0.56113707,-4.9106439612925544e-05
0.56118771,-4.885760763746956e-05
0.56123834,-4.8635799335697843e-05
0.56128897,-4.8438953376212306e-05
0.56133961,-4.8265084512388867e-05
0.56139025,-4.8112543665305025e-05
0.56144088,-4.7980167508401801e-05
0.56149151,-4.7867474688691547e-05
0.56154215,-4.7774804182582593e-05
0.56159278,-4.7703350250059655e-05
0.56164342,-4.7655059109265168e-05
0.56169406,-4.7632442683055571e-05
0.56174469,-4.7638319400965183e-05
0.56179532,-4.7675519743543939e-05
0.56184596,-4.7746618102455327e-05
0.56189659,-4.78536903068651e-05
0.56194723,-4.7998135814034149e-05
0.56199787,-4.8180528034063356e-05
0.5620485,-4.8400509706523473e-05
0.56209913,-4.865670777903732e-05
0.56214977,-4.8946673613924421e-05
0.56220041,-4.9266817204967947e-05
0.56225104,-4.9612345543529769e-05
0.56230167,-4.9977193251431838e-05
0.56235231,-5.0354007669401178e-05
0.56240294,-5.0734218469007783e-05
0.56245358,-5.1108193541045054e-05
0.56250422,-5.1465602842825988e-05
0.56255485,-5.1795856952218816e-05
0.56260548,-5.2088763637105312e-05
0.56265612,-5.2335217998422109e-05
0.56270676,-5.2527951427124504e-05
0.56275739,-5.2662238602941297e-05
0.56280802,-5.2736428703035742e-05
0.56285866,-5.2752192241752823e-05
0.56290929,-5.2714469158479248e-05
0.56295993,-5.263063812794157e-05
0.56301057,-5.2510038612328569e-05
0.5630612,-5.2363022681411945e-05
0.56311183,-5.2199671678615735e-05
0.56316247,-5.2028741543156331e-05
0.5632131,-5.1856869597243524e-05
0.56326374,-5.1688210096141646e-05
0.56331438,-5.152415986738546e-05
0.56336501,-5.1363758302952538e-05
0.56341564,-5.1204341972014406e-05
0.56346628,-5.1042353251493395e-05
0.56351692,-5.087396178052876e-05
0.56356755,-5.0695729862505653e-05
0.56361818,-5.0505098676625321e-05
0.56366882,-5.0300654067991326e-05
0.56371945,-5.008222539424799e-05
0.56377009,-4.9850754592371951e-05
0.56382073,-4.9608016186376394e-05
0.56387136,-4.9356467323147227e-05
0.56392199,-4.9099034094445392e-05
0.56397263,-4.8839117243670892e-05
0.56402326,-4.8580163929079057e-05
0.5640739,-4.8325782604185269e-05
0.56412454,-4.8079890024199683e-05
0.56417517,-4.7846685086784722e-05
0.5642258,-4.7630731401028761e-05
0.56427644,-4.743703361857531e-05
0.56432708,-4.7271048759383577e-05
0.56437771,-4.7138717066358245e-05
0.56442834,-4.7046415874751746e-05
0.56447898,-4.7000800698997499e-05
0.56452961,-4.7008607478797247e-05
0.56458025,-4.7076325309006283e-05
0.56463089,-4.7209769098747743e-05
0.56468152,-4.7413639457475267e-05
0.56473215,-4.7690992963549843e-05
0.56478279,-4.8042716658222619e-05
0.56483343,-4.8467026569624236e-05
0.56488406,-4.8959098214965e-05
0.5649347,-4.9510863819116868e-05
0.56498533,-5.0111001439938719e-05
0.56503596,-5.0745169697854777e-05
0.5650866,-5.1396478782382929e-05
0.56513724,-5.2046161516338623e-05
0.56518787,-5.2674712758211099e-05
0.5652385,-5.3262877350538485e-05
0.56528914,-5.3792675900102586e-05
0.56533977,-5.424841891231481e-05
0.56539041,-5.4617538148247158e-05
0.56544105,-5.4891260453708595e-05
0.56549168,-5.5064902634886607e-05
0.56554231,-5.513790229710003e-05
0.56559295,-5.5113519157100934e-05
0.56564359,-5.4998327410799818e-05
0.56569422,-5.4801390382217871e-05
0.56574485,-5.453352691927924e-05
0.56579549,-5.4206904856124852e-05
0.56584612,-5.3833693885320646e-05
0.56589676,-5.342591057531066e-05
0.5659474,-5.2994952256671222e-05
0.56599803,-5.2551195687301248e-05
0.56604866,-5.2103862426215158e-05
0.5660993,-5.1660994199129425e-05
0.56614993,-5.1229469411512644e-05
0.56620057,-5.0815184688943881e-05
0.56625121,-5.0423490224440667e-05
0.56630184,-5.005491414022444e-05
0.56635247,-4.9714305976240837e-05
0.56640311,-4.940344593667493e-05
0.56645375,-4.9122637097210784e-05
0.56650438,-4.887079818021013e-05
0.56655501,-4.8646120005656902e-05
0.56660565,-4.8446557951230075e-05
0.56665628,-4.8270110696011755e-05
0.56670692,-4.8115087842070832e-05
0.56675756,-4.7980265898611958e-05
0.56680819,-4.7865082474952435e-05
0.56685882,-4.7769793201185143e-05
0.56690946,-4.7695514937721671e-05
0.56696009,-4.7644130292423694e-05
0.56701073,-4.7618112849053788e-05
0.56706137,-4.7620271791311355e-05
0.567112,-4.765345674070707e-05
0.56716263,-4.7720281156905026e-05
0.56721327,-4.7822885231249507e-05
0.56726391,-4.7962751413611792e-05
0.56731454,-4.8140550875927973e-05
0.56736517,-4.8356043208667583e-05
0.56741581,-4.8607974400769324e-05
0.56746644,-4.88940276346304e-05
0.56751708,-4.9210754745508263e-05
0.56756772,-4.9553511856565865e-05
0.56761835,-4.9916373708826574e-05
0.56766898,-5.0292149719046533e-05
0.56771962,-5.0672401173663949e-05
0.56777026,-5.1047602537436714e-05
0.56782089,-5.1407465734142486e-05
0.56787152,-5.1741388779620251e-05
0.56792216,-5.2039075087326169e-05
0.56797279,-5.2291236897829774e-05
0.56802343,-5.2490340560396311e-05
0.56807407,-5.2631318026230152e-05
0.5681247,-5.2712148657718689e-05
0.56817533,-5.2734125309087522e-05
0.56822597,-5.2701860281507939e-05
0.5682766,-5.2622509248917915e-05
0.56832724,-5.2505245370530155e-05
0.56837788,-5.2360387694377788e-05
0.56842851,-5.2198111221688235e-05
0.56847914,-5.2027385537413933e-05
0.56852978,-5.185510374778138e-05
0.56858042,-5.168570773737526e-05
0.56863105,-5.1520886001552162e-05
0.56868168,-5.1359909799150602e-05
0.56873232,-5.120025426671929e-05
0.56878295,-5.1038415040171497e-05
0.56883359,-5.0870545303974561e-05
0.56888423,-5.0693138048230112e-05
0.56893486,-5.0503523103262367e-05
0.56898549,-5.0300160945898593e-05
0.56903613,-5.0082755572884409e-05
0.56908676,-4.9852150787603889e-05
0.5691374,-4.9610047839343592e-05
0.56918804,-4.9358846255606129e-05
0.56923867,-4.9101445399183142e-05
0.5692893,-4.8841180352767296e-05
0.56933994,-4.8581476415274067e-05
0.56939058,-4.8325942035683424e-05
0.56944121,-4.8078443265000886e-05
0.56949184,-4.7843131059941548e-05
0.56954248,-4.7624524344313238e-05
0.56959311,-4.7427582690801288e-05
0.56964375,-4.7257726591855725e-05
0.56969439,-4.7120862193899341e-05
0.56974502,-4.7023339522768136e-05
0.56979565,-4.6971810972525368e-05
0.56984629,-4.6973013835104522e-05
0.56989692,-4.7033467103691916e-05
0.56994756,-4.7159066522509805e-05
0.5699982,-4.7354634408690173e-05
0.57004883,-4.762341760924682e-05
0.57009946,-4.7966558382405182e-05
0.5701501,-4.8382586913875592e-05
0.57020074,-4.8867042074828239e-05
0.57025137,-4.941223531803705e-05
0.570302,-5.0007207458582632e-05
0.57035264,-5.0637923804102778e-05
0.57040327,-5.1287762172715002e-05
0.57045391,-5.1938120023519955e-05
0.57050455,-5.2569516757699543e-05
0.57055518,-5.3162642941624233e-05
0.57060581,-5.3699330003563777e-05
0.57065645,-5.4163591344280952e-05
0.57070709,-5.4542540062175157e-05
0.57075772,-5.4826975342349759e-05
0.57080835,-5.5011763227873296e-05
0.57085899,-5.5095910888069826e-05
0.57090962,-5.5082264529673813e-05
0.57096026,-5.4977041641761991e-05
0.5710109,-5.4789085148856492e-05
0.57106153,-5.4528929364132679e-05
0.57111216,-5.4208677583114298e-05
0.5711628,-5.3840483315723671e-05
0.57121343,-5.3436383299084856e-05
0.57126407,-5.3007872215407812e-05
0.57131471,-5.2565443710269552e-05
0.57136534,-5.2118474087425463e-05
0.57141597,-5.1675158933318569e-05
0.57146661,-5.1242527983129332e-05
0.57151725,-5.0826579275607873e-05
0.57156788,-5.0432785637224297e-05
0.57161851,-5.0062149411615007e-05
0.57166915,-4.9718928036315629e-05
0.57171978,-4.9405485764064598e-05
0.57177042,-4.9122179350352036e-05
0.57182106,-4.8867992079524344e-05
0.57187169,-4.8641121886684689e-05
0.57192232,-4.8439530865516139e-05
0.57197296,-4.8261179157107462e-05
0.57202359,-4.8104331632587411e-05
0.57207423,-4.7967719732358615e-05
0.57212487,-4.7850730895377977e-05
0.5721755,-4.7753547839671185e-05
0.57222613,-4.7677226973519973e-05
0.57227677,-4.7623597398067133e-05
0.57232741,-4.7595093219748741e-05
0.57237804,-4.7594507959386845e-05
0.57242867,-4.7624696005172838e-05
0.57247931,-4.7688300993770965e-05
0.57252994,-4.7787521378798433e-05
0.57258058,-4.7923911425292031e-05
0.57263122,-4.8098235878093566e-05
0.57268185,-4.8310351427122351e-05
0.57273248,-4.8559119997093466e-05
0.57278312,-4.8842338625842764e-05
0.57283376,-4.9156686044351104e-05
0.57288439,-4.9497636323296813e-05
0.57293503,-4.9859397706914132e-05
0.57298566,-5.0234917180121599e-05
0.57303629,-5.0615883916195611e-05
0.57308693,-5.0992891900111616e-05
0.57313757,-5.1355725491525856e-05
0.5731882,-5.1693810293795679e-05
0.57323883,-5.1996788726559414e-05
0.57328947,-5.2255239083360077e-05
0.5733401,-5.2461402816597255e-05
0.57339074,-5.260990778848571e-05
0.57344138,-5.2698365103776912e-05
0.57349201,-5.2727683872896028e-05
0.57354264,-5.2702123244948099e-05
0.57359328,-5.2628585594142986e-05
0.57364392,-5.251604994628052e-05
0.57369455,-5.2374750010320461e-05
0.57374518,-5.2214945593743591e-05
0.57379582,-5.2045779189719881e-05
0.57384645,-5.1874416747459911e-05
0.57389709,-5.1705600479451922e-05
0.57394773,-5.1541314116143605e-05
0.57399836,-5.1381087684976089e-05
0.57404899,-5.1222562398809514e-05
0.57409963,-5.1062310072502024e-05
0.57415026,-5.0896483021961013e-05
0.5742009,-5.0721499002140787e-05
0.57425154,-5.0534570932015099e-05
0.57430217,-5.0334020523741211e-05
0.5743528,-5.0119405277520269e-05
0.57440344,-4.9891457225410196e-05
0.57445408,-4.9651793640698674e-05
0.57450471,-4.9402748461570904e-05
0.57455534,-4.9147176927318379e-05
0.57460598,-4.8888391773517175e-05
0.57465661,-4.8629717549321649e-05
0.57470725,-4.8374794600829018e-05
0.57475789,-4.8127424185484544e-05
0.57480852,-4.7891705499152241e-05
0.57485915,-4.7672097060023742e-05
0.57490979,-4.7473497363262138e-05
0.57496042,-4.7301272102154888e-05
0.57501106,-4.7161281576276826e-05
0.5750617,-4.7059844250402665e-05
0.57511233,-4.7003591934082991e-05
0.57516296,-4.6999276791360823e-05
0.5752136,-4.705345711872119e-05
0.57526424,-4.717212163894739e-05
0.57531487,-4.7360234476382558e-05
0.5753655,-4.7621231495491386e-05
0.57541614,-4.7956501628774448e-05
0.57546677,-4.8364881668702422e-05
0.57551741,-4.8842263005101656e-05
0.57556805,-4.9381334885184437e-05
0.57561868,-4.9971543113602743e-05
0.57566931,-5.0599198121788006e-05
0.57571995,-5.1247963697168065e-05
0.57577059,-5.1899452189978684e-05
0.57582122,-5.2534221283681898e-05
0.57587185,-5.3132894489939901e-05
0.57592249,-5.3677094055203819e-05
0.57597312,-5.4150529267284637e-05
0.57602376,-5.4539892662337095e-05
0.5760744,-5.4835537151334764e-05
0.57612503,-5.5031877890824437e-05
0.57617566,-5.512746217571218e-05
0.5762263,-5.5124731375393241e-05
0.57627693,-5.5029548836708365e-05
0.57632757,-5.4850576509040036e-05
0.57637821,-5.4598090150268796e-05
0.57642884,-5.4284139496229411e-05
0.57647947,-5.3920912038997336e-05
0.57653011,-5.3520458182673364e-05
0.57658075,-5.3094354969255484e-05
0.57663138,-5.2653205556309399e-05
0.57668201,-5.2206507455130116e-05
0.57673265,-5.1762579928745532e-05
0.57678328,-5.1328575563030512e-05
0.57683392,-5.0910587503832983e-05
0.57688456,-5.051413474099388e-05
0.57693519,-5.0140958385017252e-05
0.57698582,-4.9794373745974048e-05
0.57703646,-4.947751596225903e-05
0.57708709,-4.9190812746445931e-05
0.57713773,-4.8933362786039884e-05
0.57718837,-4.8703433416747388e-05
0.577239,-4.8498990488253369e-05
0.57728963,-4.8318000291628437e-05
0.57734027,-4.8158686908398348e-05
0.57739091,-4.8019729031878569e-05
0.57744154,-4.7900421987528334e-05
0.57749217,-4.7800852058892758e-05
0.57754281,-4.7721969380479939e-05
0.57759344,-4.766551492416014e-05
0.57764408,-4.7633853430689165e-05
0.57769472,-4.762975080255133e-05
0.57774535,-4.7656063101983686e-05
0.57779598,-4.7715471188245607e-05
0.57784662,-4.7810237690472161e-05
0.57789725,-4.7942000096947904e-05
0.57794789,-4.8111619360923348e-05
0.57799853,-4.8319066639529272e-05
0.57804916,-4.8563312304378521e-05
0.57809979,-4.8842271311766799e-05
0.57815043,-4.9152743473337202e-05
0.57820107,-4.9490343086491551e-05
0.5782517,-4.9849455071286511e-05
0.57830233,-5.0223156161582312e-05
0.57835297,-5.0603306862138235e-05
0.5784036,-5.0980642797841163e-05
0.57845424,-5.1345033080333425e-05
0.57850488,-5.1685929842712949e-05
0.57855551,-5.1992913595452063e-05
0.57860614,-5.2256418716375533e-05
0.57865678,-5.2468448422973124e-05
0.57870742,-5.2623323890779276e-05
0.57875805,-5.2718285135310659e-05
0.57880868,-5.275385324177735e-05
0.57885932,-5.2733922291341739e-05
0.57890995,-5.266512991960069e-05
0.57896059,-5.2556248082542291e-05
0.57901123,-5.2417421282738325e-05
0.57906186,-5.2258947638802254e-05
0.57911249,-5.2090194902947735e-05
0.57916313,-5.1918521730688478e-05
0.57921376,-5.174897710564842e-05
0.5792644,-5.1583847488647176e-05
0.57931504,-5.1422941457794614e-05
0.57936567,-5.1264074415520664e-05
0.5794163,-5.1103902709004913e-05
0.57946694,-5.0938600894082491e-05
0.57951758,-5.0764544073545362e-05
0.57956821,-5.0578845299070028e-05
0.57961884,-5.0379698438749598e-05
0.57966948,-5.0166518582865893e-05
0.57972011,-4.9939913318605312e-05
0.57977075,-4.9701405894642194e-05
0.57982139,-4.9453248603188168e-05
0.57987202,-4.9198242018720134e-05
0.57992265,-4.893963713683518e-05
0.57997329,-4.8680778028589649e-05
0.58002392,-4.8425222350996235e-05
0.58007456,-4.8176749614733257e-05
0.5801252,-4.7939412027459937e-05
0.58017583,-4.7717619459348201e-05
0.58022646,-4.7516210045051621e-05
0.5802771,-4.7340501773605343e-05
0.58032774,-4.7196297758260207e-05
0.58037837,-4.7089862822758549e-05
0.580429,-4.7027805787041382e-05
0.58047964,-4.7016883684848195e-05
0.58053027,-4.7063702951820904e-05
0.58058091,-4.7174345620714786e-05
0.58063155,-4.7353938009931602e-05
0.58068218,-4.7606139603390701e-05
0.58073281,-4.793263373491291e-05
0.58078345,-4.8332593810178713e-05
0.58083408,-4.8802279413784846e-05
0.58088472,-4.9334762186942919e-05
0.58093536,-4.9919819585947179e-05
0.58098599,-5.0544084436940474e-05
0.58103662,-5.1191464446013487e-05
0.58108726,-5.1843711906046867e-05
0.5811379,-5.2481408874731342e-05
0.58118853,-5.3085136173017812e-05
0.58123916,-5.363636482449181e-05
0.5812898,-5.4118553255260919e-05
0.58134043,-5.4518047807535778e-05
0.58139107,-5.4824803410548798e-05
0.58144171,-5.503275729742156e-05
0.58149234,-5.513999493552782e-05
0.58154297,-5.5148535634210713e-05
0.58159361,-5.5063859706722828e-05
0.58164425,-5.4894359197544694e-05
0.58169488,-5.4650088206050042e-05
0.58174551,-5.4342928672883489e-05
0.58179615,-5.3985069841299152e-05
0.58184678,-5.3588622737189407e-05
0.58189742,-5.3165254761169798e-05
0.58194806,-5.2725700458516582e-05
0.58199869,-5.2279593773646773e-05
0.58204932,-5.1835396099876322e-05
0.58209996,-5.1400390564592023e-05
0.58215059,-5.0980763205161094e-05
0.58220123,-5.0582079797150263e-05
0.58225187,-5.0206693731935579e-05
0.5823025,-4.9857291185222548e-05
0.58235313,-4.9537537411995801e-05
0.58240377,-4.9247951060748023e-05
0.58245441,-4.8987781315495602e-05
0.58250504,-4.8755395788924905e-05
0.58255567,-4.8548788316922485e-05
0.58260631,-4.8365914406415016e-05
0.58265694,-4.8204955283231758e-05
0.58270758,-4.8064504907255063e-05
0.58275822,-4.7943761694438932e-05
0.58280885,-4.7842692674504594e-05
0.58285948,-4.7762136633365139e-05
0.58291012,-4.7703739977817357e-05
0.58296075,-4.7669802445357362e-05
0.58301139,-4.7663059851069624e-05
0.58306203,-4.7686368715250088e-05
0.58311266,-4.7742445759713536e-05
0.58316329,-4.783360929888057e-05
0.58321393,-4.796157252795683e-05
0.58326457,-4.8127296956599551e-05
0.5833152,-4.8330862181727102e-05
0.58336583,-4.8571366897242269e-05
0.58341647,-4.8846860703147669e-05
0.5834671,-4.9154283651449568e-05
0.58351774,-4.9489410637157639e-05
0.58356838,-4.9846777035699073e-05
0.58361901,-5.0219620786968761e-05
0.58366964,-5.0599942292312884e-05
0.58372028,-5.097860030493548e-05
0.58377092,-5.1345532694314017e-05
0.58382155,-5.1690215057530494e-05
0.58387218,-5.2002177080329629e-05
0.58392282,-5.2271720347823493e-05
0.58397345,-5.2490624775980836e-05
0.58402409,-5.2652909962660863e-05
0.58407473,-5.2755453844019819e-05
0.58412536,-5.2798385663782748e-05
0.58417599,-5.2785210020579795e-05
0.58422663,-5.2722299005493441e-05
0.58427726,-5.2618186552964391e-05
0.5843279,-5.2482909368110175e-05
0.58437854,-5.2326807070802089e-05
0.58442917,-5.2159392498320114e-05
0.5844798,-5.1988300526218932e-05
0.58453044,-5.1818876775136039e-05
0.58458108,-5.1653714418155434e-05
0.58463171,-5.149287819007465e-05
0.58468234,-5.1334389001994875e-05
0.58473298,-5.1175013132020879e-05
0.58478361,-5.1010948978594397e-05
0.58483425,-5.0838523940253356e-05
0.58488489,-5.0654745671980806e-05
0.58493552,-5.0457666251220001e-05
0.58498615,-5.0246556709748701e-05
0.58503679,-5.0021898480576222e-05
0.58508742,-4.9785119102979966e-05
0.58513806,-4.953838912833429e-05
0.5851887,-4.9284454252013382e-05
0.58523933,-4.9026499393375341e-05
0.58528996,-4.876791791992196e-05
0.5853406,-4.8512173739128436e-05
0.58539124,-4.8263033424208234e-05
0.58544187,-4.802451585760022e-05
0.5854925,-4.7800987132509986e-05
0.58554314,-4.7597236934045055e-05
0.58559377,-4.7418529577040585e-05
0.58564441,-4.7270618026368146e-05
0.58569505,-4.7159719061830925e-05
0.58574568,-4.7092408858065231e-05
0.58579631,-4.7075449682080003e-05
0.58584695,-4.7115478825226741e-05
0.58589758,-4.7218644721344075e-05
0.58594822,-4.7390190749628588e-05
0.58599886,-4.7633944211789304e-05
0.58604949,-4.7951829081028551e-05
0.58610012,-4.8343296183469252e-05
0.58615076,-4.8804952145351443e-05
0.5862014,-4.9330246385987584e-05
0.58625203,-4.9909342505792126e-05
0.58630266,-5.0529258169950482e-05
0.5863533,-5.1174233959349366e-05
0.58640393,-5.1826282564142855e-05
0.58645457,-5.2466085893587878e-05
0.58650521,-5.3074229569685839e-05
0.58655584,-5.3632035421926247e-05
0.58660647,-5.4122681121370135e-05
0.58665711,-5.4532119808030378e-05
0.58670775,-5.4849812916262276e-05
0.58675838,-5.5069221321880823e-05
0.58680901,-5.5187932924542467e-05
0.58685965,-5.520750204756782e-05
0.58691028,-5.5133016573105019e-05
0.58696092,-5.4972575283311116e-05
0.58701156,-5.4736027627479635e-05
0.58706219,-5.4435110265159677e-05
0.58711282,-5.408188547088667e-05
0.58716346,-5.3688585356196618e-05
0.58721409,-5.3266928243109765e-05
0.58726473,-5.2827778911166876e-05
0.58731537,-5.2380928650550687e-05
0.587366,-5.1935006719997222e-05
0.58741663,-5.1497460386073691e-05
0.58746727,-5.1074611570467329e-05
0.58751791,-5.0672079160206824e-05
0.58756854,-5.0293175851566911e-05
0.58761917,-4.9939428421316405e-05
0.58766981,-4.9615166946218587e-05
0.58772044,-4.9321140032153419e-05
0.58777108,-4.9056758524994984e-05
0.58782172,-4.8820483402708281e-05
0.58787235,-4.8610328197433074e-05
0.58792298,-4.8424205988932857e-05
0.58797362,-4.8260251498023893e-05
0.58802425,-4.8116980714353922e-05
0.58807489,-4.7993479157097571e-05
0.58812553,-4.7889595002449249e-05
0.58817616,-4.7806038971884309e-05
0.58822679,-4.7744355575248304e-05
0.58827743,-4.7706770817125576e-05
0.58832807,-4.7695984365661597e-05
0.5883787,-4.7714865066980774e-05
0.58842933,-4.7766169334623454e-05
0.58847997,-4.7852285943253506e-05
0.5885306,-4.7975024713105125e-05
0.58858124,-4.813544158999228e-05
0.58863188,-4.833372179322328e-05
0.58868251,-4.8569084725722235e-05
0.58873314,-4.883969804794794e-05
0.58878378,-4.9142632983298682e-05
0.58883441,-4.9473798645818273e-05
0.58888505,-4.9827862849590723e-05
0.58893569,-5.0198246483775945e-05
0.58898632,-5.0577082544878654e-05
0.58903695,-5.0955366257811659e-05
0.58908759,-5.1323149717432431e-05
0.58913823,-5.1669964707207689e-05
0.58918886,-5.1985328328547006e-05
0.58923949,-5.2259439121528509e-05
0.58929013,-5.2483878936583907e-05
0.58934076,-5.2652368228561497e-05
0.5893914,-5.2761404470043062e-05
0.58944204,-5.2810710243176261e-05
0.58949267,-5.2803369705576932e-05
0.5895433,-5.2745446132384267e-05
0.58959394,-5.264520437254758e-05
0.58964458,-5.251254338284145e-05
0.58969521,-5.2357828531253486e-05
0.58974584,-5.2190708689402416e-05
0.58979648,-5.2019104842284625e-05
0.58984711,-5.1848653868173672e-05
0.58989775,-5.1682308315846416e-05
0.58994839,-5.1520394997553737e-05
0.58999902,-5.1361183295301414e-05
0.59004965,-5.1201546452112631e-05
0.59010029,-5.1037715934572917e-05
0.59015092,-5.0865970269936202e-05
0.59020156,-5.0683204185042188e-05
0.5902522,-5.0487331467196985e-05
0.59030283,-5.0277462837878016e-05
0.59035346,-5.0053940652838936e-05
0.5904041,-4.9818089028895167e-05
0.59045474,-4.9571995082632806e-05
0.59050537,-4.9318346986179967e-05
0.590556,-4.9060266248342636e-05
0.59060664,-4.8801187374546627e-05
0.59065727,-4.8544534320869073e-05
0.59070791,-4.8294050543722645e-05
0.59075855,-4.8053721463975654e-05
0.59080918,-4.7827862921826389e-05
0.59085981,-4.7621202265759639e-05
0.59091045,-4.743892715527967e-05
0.59096108,-4.7286709645329351e-05
0.59101172,-4.7170695572908872e-05
0.59106236,-4.709740610672831e-05
0.59111299,-4.7073582839774952e-05
0.59116362,-4.710589133765736e-05
0.59121426,-4.7200574209354654e-05
0.5912649,-4.7363027683752711e-05
0.59131553,-4.7597317770406639e-05
0.59136616,-4.7905660346330442e-05
0.5914168,-4.8287888689754693e-05
0.59146743,-4.8741012601470052e-05
0.59151807,-4.9258895244321785e-05
0.59156871,-4.9832135315455069e-05
0.59161934,-5.0448124520382363e-05
0.59166997,-5.109141369241192e-05
0.59172061,-5.1744233802104208e-05
0.59177125,-5.2387313030472852e-05
0.59182188,-5.300116305719805e-05
0.59187251,-5.3566903596015518e-05
0.59192315,-5.4067390921545307e-05
0.59197378,-5.4488156588458438e-05
0.59202442,-5.481818565919411e-05
0.59207506,-5.5050415649940549e-05
0.59212569,-5.5181925246527878e-05
0.59217632,-5.5213816508482308e-05
0.59222696,-5.5150804547251858e-05
0.59227759,-5.5000689347666184e-05
0.59232823,-5.4773120214305347e-05
0.59237887,-5.4479656378965908e-05
0.5924295,-5.4132376838974484e-05
0.59248013,-5.3743486419766916e-05
0.59253077,-5.3324768205908208e-05
0.59258141,-5.2887208809349203e-05
0.59263204,-5.2440741921387545e-05
0.59268267,-5.1994140867970301e-05
0.59273331,-5.1555008432589639e-05
0.59278394,-5.1129810655880305e-05
0.59283458,-5.0724226285118814e-05
0.59288522,-5.0342369004731346e-05
0.59293585,-4.9985015231882287e-05
0.59298648,-4.9656864132313049e-05
0.59303712,-4.9358963933387169e-05
0.59308775,-4.9090897078058619e-05
0.59313839,-4.8851222098887726e-05
0.59318903,-4.8637969334862718e-05
0.59323966,-4.8449046086105455e-05
0.59329029,-4.8282549544597026e-05
0.59334093,-4.8136947129635843e-05
0.59339157,-4.8011249047197617e-05
0.5934422,-4.7905198612841759e-05
0.59349283,-4.7819394174800714e-05
0.59354347,-4.7755277507899926e-05
0.5935941,-4.771499641084798e-05
0.59364474,-4.7701196733498337e-05
0.59369538,-4.7716733073766717e-05
0.59374601,-4.7764378262401022e-05
0.59379664,-4.7846567344338273e-05
0.59384728,-4.7965177390329767e-05
0.59389791,-4.8121352178007394e-05
0.59394855,-4.831539207282567e-05
0.59399919,-4.8546634400587881e-05
0.59404982,-4.8813386602993144e-05
0.59410045,-4.9112859734556387e-05
0.59415109,-4.944111069750487e-05
0.59420173,-4.9792984576665728e-05
0.59425236,-5.0162028289554962e-05
0.59430299,-5.0540536708852478e-05
0.59435363,-5.0919620217239049e-05
0.59440426,-5.1289413144304056e-05
0.5944549,-5.1639485762877146e-05
0.59450554,-5.1959315147616474e-05
0.59455617,-5.2238982210763295e-05
0.5946068,-5.2469873462132404e-05
0.59465744,-5.2645429783390065e-05
0.59470808,-5.2761805050483523e-05
0.59475871,-5.2818332896152764e-05
0.59480934,-5.281770614497178e-05
0.59485998,-5.2765685338035211e-05
0.59491061,-5.2670266917285009e-05
0.59496125,-5.2541200461556552e-05
0.59501189,-5.2388845495928851e-05
0.59506252,-5.2222948433059359e-05
0.59511315,-5.2051676483849373e-05
0.59516379,-5.1880922002858675e-05
0.59521442,-5.1713975307739611e-05
0.59526506,-5.1551428553641503e-05
0.5953157,-5.1391790812967035e-05
0.59536633,-5.1232051007640731e-05
0.59541696,-5.1068514565437134e-05
0.5954676,-5.0897451071346443e-05
0.59551824,-5.071568201612438e-05
0.59556887,-5.0521002235391613e-05
0.5956195,-5.0312385062736215e-05
0.59567014,-5.0090036806651629e-05
0.59572077,-4.9855179302677614e-05
0.59577141,-4.9609802069034811e-05
0.59582205,-4.935651355401761e-05
0.59587268,-4.9098292778292478e-05
0.59592331,-4.883868592063209e-05
0.59597395,-4.8581006965516503e-05
0.59602458,-4.832895110579822e-05
0.59607522,-4.8086469069050901e-05
0.59612586,-4.7857849401119264e-05
0.59617649,-4.7647785261167173e-05
0.59622712,-4.7461429644195525e-05
0.59627776,-4.730441139918467e-05
0.5963284,-4.7182828693754524e-05
0.59637903,-4.7103171587621058e-05
0.59642966,-4.7072157944769825e-05
0.5964803,-4.7096477338879602e-05
0.59653093,-4.7182430386634145e-05
0.59658157,-4.733553433082221e-05
0.59663221,-4.7560047893049707e-05
0.59668284,-4.7858453105900905e-05
0.59673347,-4.8230912611452158e-05
0.59678411,-4.8674824454327971e-05
0.59683474,-4.918448159336139e-05
0.59688538,-4.9750898480252996e-05
0.59693602,-5.0361852461403151e-05
0.59698665,-5.100222793710155e-05
0.59703728,-5.1654502579032404e-05
0.59708792,-5.2299493977578862e-05
0.59713856,-5.2917684986516085e-05
0.59718919,-5.3490073406518444e-05
0.59723982,-5.3999238999267096e-05
0.59729046,-5.4430319632579958e-05
0.59734109,-5.4771833532802589e-05
0.59739173,-5.5016187708224882e-05
0.59744237,-5.5159935880162082e-05
0.597493,-5.5203667069371508e-05
0.59754363,-5.5151639340302299e-05
0.59759427,-5.5011297915558182e-05
0.59764491,-5.4792117935653756e-05
0.59769554,-5.4505446696901406e-05
