Physical Time (s),anabla_vol Monitor (kg-m/s^3): cv1,anabla_vol Monitor (kg-m/s^3): cv2,anabla_vol Monitor (kg-m/s^3): cv3,anabla_vol Monitor (kg-m/s^3): cv4,anabla_vol Monitor (kg-m/s^3): cv5,anabla_vol Monitor (kg-m/s^3): cv6,anabla_vol Monitor (kg-m/s^3): cv7
0.98019233,0.0086727910773291492,0.0089712818312937762,0.0091743953801144886,0.0093438154398901747,0.0094313255113539149,0.0095027544165045465,0.0095876843719231147
0.98024296,0.0088067843211530328,0.0091002998103080594,0.0093048839664112495,0.0094738135451357553,0.0095608990098554336,0.0096322958195036341,0.0097172131298547543
0.9802936,0.0089431010411368458,0.0092329263979919526,0.0094393581047733134,0.0096076067027554644,0.009694407296489755,0.0097657762794143392,0.0098506807571860922
0.98034424,0.0090786702490290201,0.009366539491190087,0.0095751556316376416,0.00974245529717295,0.0098292295698560739,0.0099005751314019327,0.0099854666175167618
0.98039487,0.009209563767623892,0.0094978219561891366,0.0097089096804655745,0.0098749300648454923,0.0099620304604972967,0.010033357041706593,0.010118235411275026
0.9804455,0.0093323005684018273,0.0096237555813720541,0.0098374876789775832,0.010001912745772917,0.010089700326667259,0.010161012350466191,0.010245877400005342
0.98049614,0.0094448612941182009,0.0097420396465246351,0.0099583723240266389,0.010120997640986416,0.010209760842727757,0.010281063057602381,0.010365914426694361
0.98054677,0.0095463354230729582,0.0098511707629411159,0.010069769320428931,0.010230581557421755,0.010320481369702313,0.010391778625640754,0.01047661588405917
0.98059741,0.0096358894279052129,0.00994968881726754,0.010169957246946564,0.010329167152840636,0.010420226329201804,0.010491523701514851,0.010576346343907339
0.98064805,0.0097131418329806929,0.010035766686756193,0.010256954296572187,0.0104149390441272,0.010507082975003986,0.010578385679603298,0.010663192967309663
0.98069868,0.009777654668146436,0.010107527958937478,0.010328886562492447,0.010486071493833297,0.010579178764689107,0.010650492446603847,0.010735283405996525
0.98074931,0.0098281263723298193,0.010162889980029113,0.010383820024871053,0.010540560654999663,0.010634504743122178,0.01070583497454484,0.010790608587888901
0.98079995,0.0098626767806325628,0.010199989623853335,0.010420065830825827,0.010576617208521375,0.010671282431632893,0.010742634500222304,0.010827389719366589
0.98085058,0.0098790875220502172,0.010217346928702369,0.010436276888939463,0.010592792029172024,0.010688083318912996,0.010759463080134896,0.010844198720018754
0.98090122,0.0098748643372322826,0.010213423575429866,0.010430972863033452,0.010587529407509294,0.010683364425276291,0.01075477796968146,0.010839492707566543
0.98095185,0.0098473646703601952,0.010186686107496953,0.010402601532483284,0.010559246169085672,0.010655554652670304,0.010727008415150006,0.010811700819740373
0.98100249,0.0097952042220747788,0.010135640536815833,0.010349618453252274,0.010506387568071466,0.010603109866493167,0.010674610106779144,0.010759278747941959
0.98105312,0.0097176053349227708,0.010059755920224114,0.010271482003612008,0.010428418093636828,0.010525500146463978,0.010597052472457432,0.010681696077462888
0.98110376,0.0096159521838479617,0.0099600152558498301,0.010169260580214985,0.010326393383007648,0.01042379247497607,0.010495402653747789,0.010580020050772765
0.9811544,0.0094933015106376598,0.0098392483375121971,0.010045923211985299,0.010203262005733356,0.010300947009762459,0.010372620419130601,0.010457210545815502
0.98120503,0.0093541968273300226,0.0097022783441740208,0.0099064080768695682,0.010063928692509425,0.010161879635585904,0.01023362203365827,0.010318183797054271
0.98125566,0.0092044262116616274,0.0095550296278692042,0.0097566983665567566,0.009914341953523139,0.010012554753128138,0.010084371929984928,0.010168904437084856
0.9813063,0.0090497048078024816,0.0094034568903781715,0.0096027674928955229,0.0097604414096282704,0.0098589264371788821,0.0099308240648710092,0.010015326698959366
0.98135693,0.008894960424187923,0.0092524656225879097,0.009449528461827332,0.0096071122044644342,0.0097058961448811074,0.009777879859404327,0.0098623523441607099
0.98140757,0.0087445138531731959,0.0091061586466153824,0.0093010891736663801,0.0094584404476352763,0.0095575653441601748,0.0096296404769989422,0.0097140828447784943
