Physical Time (s),aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv1,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv2,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv3,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv4,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv5,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv6,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv7
0.0334191,2.2259165413232913e-07,1.7403706687037833e-07,-2.6622375665044897e-09,-7.6400974756474959e-07,-1.6170732058072449e-06,-3.4097923372030601e-06,-3.8397222126821922e-06
0.03346974,2.1700843005697247e-07,1.6902886326907505e-07,8.5007946074130158e-10,-7.5697005745546299e-07,-1.6114315439110599e-06,-3.4062014244105871e-06,-3.8403368830567372e-06
0.03352037,2.1032233552710373e-07,1.6292717181698985e-07,3.1498947489209466e-09,-7.5146201033574149e-07,-1.6072907211792402e-06,-3.404226200309229e-06,-3.8429212679628607e-06
0.03357101,2.0211899914716322e-07,1.5530326340640691e-07,3.8803792291731588e-09,-7.4801713438900875e-07,-1.6051965382247579e-06,-3.4043757644967579e-06,-3.8479603200114107e-06
0.03362164,1.9466969416606159e-07,1.4841418450557303e-07,5.3153234217533468e-09,-7.4446048974010283e-07,-1.6029835634030656e-06,-3.4044462077383069e-06,-3.853218763692813e-06
0.03367228,1.9063145189374901e-07,1.44902032479061e-07,1.0090733392212695e-08,-7.3821036781908891e-07,-1.5980757815068973e-06,-3.4018243439859566e-06,-3.8560454541650291e-06
0.03372291,1.905200277415319e-07,1.452702473119395e-07,1.8711887523127657e-08,-7.2881772465964325e-07,-1.590038884721451e-06,-3.3960500189952105e-06,-3.8559400649715979e-06
0.03377355,1.9268571645985171e-07,1.4786073673895504e-07,2.9548233053183947e-08,-7.1799195965989732e-07,-1.580603372769527e-06,-3.3888429904551412e-06,-3.8545768942258272e-06
0.03382418,1.9396863962862677e-07,1.4951243318941089e-07,3.950440006678323e-08,-7.0894357366154087e-07,-1.5730109111482046e-06,-3.3834521941975102e-06,-3.8551582598644423e-06
0.03387482,1.9303721561675293e-07,1.4889492483811546e-07,4.7365401421343066e-08,-7.0298444239881591e-07,-1.5685946803440242e-06,-3.3812190451678865e-06,-3.8589716129306205e-06
0.03392545,1.9039916633057224e-07,1.4652954127457087e-07,5.373159780639158e-08,-6.9960111329997868e-07,-1.5668790219745972e-06,-3.3816935693312831e-06,-3.8655146395133629e-06
0.03397608,1.8588929309250988e-07,1.42212015210002e-07,5.8653858563520754e-08,-6.9858256557475774e-07,-1.5675329332090587e-06,-3.3844561255657455e-06,-3.8742600775678876e-06
0.03402672,1.795341178310997e-07,1.3605376998702792e-07,6.2127128676124038e-08,-7.0013857073133123e-07,-1.5709432856441068e-06,-3.3900436871618294e-06,-3.8857404520061796e-06
0.03407735,1.6885953794070622e-07,1.2538882209143266e-07,6.194182418529167e-08,-7.0545987855572963e-07,-1.5777525060623842e-06,-3.3986936854667796e-06,-3.8999375919809288e-06
0.03412799,1.5816204406820615e-07,1.1505538115727467e-07,6.1678304125640366e-08,-7.1259313525728683e-07,-1.5872220197403349e-06,-3.4106425638699629e-06,-3.9174541417609013e-06
0.03417862,1.4705659751421325e-07,1.0452411417105445e-07,6.1069750261572876e-08,-7.2074525167909942e-07,-1.5980643115588573e-06,-3.424247731173672e-06,-3.9364094626997161e-06
0.03422926,1.3831383018195493e-07,9.6542920788838866e-08,6.2787162596466556e-08,-7.2667443237675408e-07,-1.6068782377036232e-06,-3.4360141759974657e-06,-3.9531980335151143e-06
0.03427989,1.3537622578384109e-07,9.4610976654390356e-08,7.0087808819251144e-08,-7.2692985702045761e-07,-1.6102425969331614e-06,-3.4426059365517439e-06,-3.9644545817600785e-06
0.03433053,1.3896294823891766e-07,9.9481473204970496e-08,8.3537626792561301e-08,-7.2078402827484549e-07,-1.6074062750698142e-06,-3.4433310496214583e-06,-3.9694539718965995e-06
0.03438116,1.4805666510285271e-07,1.1016062373844545e-07,1.0202790998779227e-07,-7.0922337077516473e-07,-1.5993017003769346e-06,-3.4391541209810832e-06,-3.9691235705503372e-06
0.0344318,1.6073633559046771e-07,1.2470934175140303e-07,1.2361330283577447e-07,-6.9406841023224661e-07,-1.5876561383868607e-06,-3.4317844072915087e-06,-3.9651241192480979e-06
0.03448243,1.75162121042421e-07,1.4127923495794395e-07,1.4649853338289316e-07,-6.7709715585792579e-07,-1.5741919180268342e-06,-3.422932507215833e-06,-3.9591342726595216e-06
0.03453307,1.868930334790912e-07,1.5496876583062543e-07,1.6668960574461715e-07,-6.608890389021148e-07,-1.5604826573311442e-06,-3.4133985020356585e-06,-3.9516097671729742e-06
0.0345837,1.9854606951358453e-07,1.6880347567943936e-07,1.8651949283477825e-07,-6.4472196482208878e-07,-1.5467864262271059e-06,-3.4042041190224046e-06,-3.9439194649828732e-06
0.03463434,2.1115432434686761e-07,1.8419625806946165e-07,2.0689146466812756e-07,-6.2910175245644154e-07,-1.5344441762978873e-06,-3.3973179566707954e-06,-3.9383094520220754e-06
0.03468497,2.2129775674254126e-07,1.9744622483177013e-07,2.2470540814545197e-07,-6.1634204248309145e-07,-1.5252411851772349e-06,-3.3940840766231817e-06,-3.9359696835549526e-06
0.03473561,2.2801729201668514e-07,2.075667288724138e-07,2.3922473793073502e-07,-6.0697787278914424e-07,-1.5195418182717734e-06,-3.3946239191431072e-06,-3.9370412270687523e-06
0.03478625,2.3079982819843492e-07,2.1398044500391558e-07,2.5006426216424324e-07,-6.0114936516692222e-07,-1.5173615877208877e-06,-3.3988481849122387e-06,-3.9414292827264927e-06
0.03483688,2.3032701139768198e-07,2.1741118909670587e-07,2.5798578591127839e-07,-5.9803053419256431e-07,-1.5178052891718849e-06,-3.4057891386436746e-06,-3.948194581320792e-06
0.03488752,2.2863751085573651e-07,2.198976079513674e-07,2.650262007582114e-07,-5.9545716981097689e-07,-1.5186330338606281e-06,-3.4131416155026699e-06,-3.9550793635746333e-06
0.03493815,2.2672162158342942e-07,2.2239715076934586e-07,2.7211986254543115e-07,-5.923730169713995e-07,-1.5186891600030951e-06,-3.4196688864467566e-06,-3.960910287984787e-06
0.03498879,2.2485515013592544e-07,2.2515656331809495e-07,2.7944564647620527e-07,-5.8860450990558994e-07,-1.5176918528742932e-06,-3.4250222899497832e-06,-3.9654047399385579e-06
0.03503942,2.2322631199729014e-07,2.2835732699552042e-07,2.8707499762685595e-07,-5.8417166804733822e-07,-1.5156189741605254e-06,-3.4291482702013544e-06,-3.9685787677228623e-06
0.03509006,2.2179255597930228e-07,2.3191713585596013e-07,2.9484783203136949e-07,-5.7929114677521193e-07,-1.5127127792611602e-06,-3.4322565442366784e-06,-3.9707193402343497e-06
0.03514069,2.2103091303918644e-07,2.3622086797651999e-07,3.0312821758776366e-07,-5.7363228836164656e-07,-1.5086834003454302e-06,-3.4339965843899921e-06,-3.9715609678217903e-06
0.03519133,2.2091957902539178e-07,2.4117585242729327e-07,3.1179082106348817e-07,-5.6740703743484731e-07,-1.5037952543346501e-06,-3.4345842491530513e-06,-3.9714084687859276e-06
0.03524196,2.2100079401188324e-07,2.4634104648575212e-07,3.2033444703161132e-07,-5.6118804544252237e-07,-1.4987303279905052e-06,-3.4346901299607226e-06,-3.9710208810518287e-06
0.03529259,2.2054772525454791e-07,2.5106078845808328e-07,3.2808603124061021e-07,-5.555921003664497e-07,-1.4942690286020515e-06,-3.4350900281388399e-06,-3.9712659574328352e-06
0.03534323,2.179520358689353e-07,2.5377964819503715e-07,3.3354364775182867e-07,-5.5198287349638819e-07,-1.4919233963746673e-06,-3.4372740516598252e-06,-3.9737231501168999e-06
0.03539386,2.1310949638473391e-07,2.5440513539019361e-07,3.3664678888786865e-07,-5.5032048763308972e-07,-1.49176122855328e-06,-3.4413143761770464e-06,-3.9785558460493105e-06
0.0354445,2.0543090414040757e-07,2.5232641731594605e-07,3.3677933426839975e-07,-5.5112745479200287e-07,-1.494410345686301e-06,-3.4478922716504701e-06,-3.9865372833013342e-06
0.03549513,1.9492219386185355e-07,2.4733854646742863e-07,3.3376701144693944e-07,-5.5436801826221913e-07,-1.4999161724737716e-06,-3.4570887019405453e-06,-3.9978366625731485e-06
0.03554577,1.8192675471499864e-07,2.3992350437169404e-07,3.2813965033881575e-07,-5.5937199451954602e-07,-1.507639326671282e-06,-3.4683904623291672e-06,-4.0119533880442115e-06
0.0355964,1.6675661859207021e-07,2.3052816334233058e-07,3.2037328168259134e-07,-5.6555142913806936e-07,-1.5169761158473657e-06,-3.481221489577741e-06,-4.0284352517069391e-06
0.03564704,1.4992443583541632e-07,2.1967598732968817e-07,3.1100166979829752e-07,-5.7230691238745827e-07,-1.5272921929118668e-06,-3.495035164444337e-06,-4.0468281170793308e-06
0.03569767,1.3118625839665354e-07,2.0719353243846212e-07,2.9988938570218974e-07,-5.7965318607790072e-07,-1.5385159524734713e-06,-3.5098378062596626e-06,-4.0671788720820455e-06
0.03574831,1.1088916745788172e-07,1.9359049873961025e-07,2.8762580272274072e-07,-5.8703424947750571e-07,-1.5499373720436021e-06,-3.5250168084386484e-06,-4.0889210146245599e-06
0.03579894,8.9171936217318458e-08,1.7917427974420476e-07,2.7468081895713826e-07,-5.9418109079219664e-07,-1.5610879841189995e-06,-3.5402099065741157e-06,-4.1117320781872668e-06
0.03584958,6.6229593919453666e-08,1.6416295086245026e-07,2.6106898102744249e-07,-6.0089483479179935e-07,-1.5715488904607654e-06,-3.5551053344532428e-06,-4.1353278963041818e-06
0.03590021,3.4906428585438573e-08,1.416511987662948e-07,2.3979354622472134e-07,-6.1429887569033909e-07,-1.5882417075250595e-06,-3.5767327073396307e-06,-4.1667622459449752e-06
0.03595085,4.8785136738289839e-09,1.2138692568928743e-07,2.2054520799573308e-07,-6.2487332422098766e-07,-1.6014506543235354e-06,-3.5954704310550865e-06,-4.196420733258616e-06
0.03600148,-2.2276548656524897e-08,1.0493987149864563e-07,2.0482242646389741e-07,-6.3122193061791649e-07,-1.6096214289896729e-06,-3.609866754126727e-06,-4.2228487108410558e-06
0.03605212,-4.9581684097973037e-08,8.920839788129335e-08,1.8935484742783287e-07,-6.3676916643031237e-07,-1.6160641445558053e-06,-3.6233013166708753e-06,-4.2494056618887523e-06
0.03610276,-7.3121634277880971e-08,7.7844332779360976e-08,1.7765288448568275e-07,-6.380379664091501e-07,-1.6172392823491533e-06,-3.6322836810358404e-06,-4.2725641852550395e-06
0.03615339,-9.07222916406394e-08,7.2452331169199174e-08,1.7126327075521925e-07,-6.3358635869526203e-07,-1.6117199744913342e-06,-3.6353984761503436e-06,-4.2908542109832532e-06
0.03620403,-1.0746413073616934e-07,7.0031072771789181e-08,1.6740295622829428e-07,-6.2640813062683053e-07,-1.6025990823166925e-06,-3.6357566243653412e-06,-4.3073174627948577e-06
0.03625466,-1.2142895518576742e-07,7.0664834825478008e-08,1.6628855692098114e-07,-6.1643234393133723e-07,-1.589925561360261e-06,-3.6334122815288397e-06,-4.3219308939390396e-06
0.0363053,-1.3335286361165472e-07,7.3432584264560993e-08,1.6707418947180482e-07,-6.0460269838495206e-07,-1.5748557135395927e-06,-3.629530043086261e-06,-4.3357795931669324e-06
0.03635593,-1.4489165415823826e-07,7.6485671446798827e-08,1.6801156707173419e-07,-5.9254074758962656e-07,-1.5592638180306176e-06,-3.6259943322426744e-06,-4.350653905480197e-06
0.03640657,-1.5779665131226896e-07,7.806486330142902e-08,1.6744702597462667e-07,-5.8185820196972766e-07,-1.5450531925239245e-06,-3.6247198501702583e-06,-4.3683738835444497e-06
0.0364572,-1.7355177163319803e-07,7.6883633457696008e-08,1.6420725494728126e-07,-5.7354456833540894e-07,-1.5334734435313363e-06,-3.6269774813978392e-06,-4.3901089855617459e-06
0.03650784,-1.9238814580707032e-07,7.2592298503979404e-08,1.5801128264158602e-07,-5.6788412983309187e-07,-1.525124764950176e-06,-3.6334178837934509e-06,-4.4164301708999316e-06
0.03655847,-2.137513604387565e-07,6.5512770224400017e-08,1.4927135463880083e-07,-5.6425610884458276e-07,-1.5195544177144727e-06,-3.6435595128676927e-06,-4.4467392907945628e-06
0.0366091,-2.3634965075219194e-07,5.6602804119178116e-08,1.3898481140782728e-07,-5.6169068615806614e-07,-1.5159957246115156e-06,-3.6566189343185049e-06,-4.4801614547376624e-06
0.03665974,-2.5868553579962345e-07,4.7289633512745823e-08,1.2860075018749357e-07,-5.5869644023899569e-07,-1.5130605366390183e-06,-3.6711819918321215e-06,-4.515192867171913e-06
0.03671037,-2.7958545887659643e-07,3.875097139362095e-08,1.1931379507762075e-07,-5.5412700777830749e-07,-1.5095642567064401e-06,-3.6859696782565081e-06,-4.5504530052244675e-06
0.03676101,-2.9852972946960183e-07,3.1514197238952574e-08,1.1163840001659241e-07,-5.4759310757299951e-07,-1.5050501253570924e-06,-3.7003389346243433e-06,-4.585183271171512e-06
0.03681164,-3.1488373323514922e-07,2.6520085964753261e-08,1.0645052343080689e-07,-5.384237643385053e-07,-1.498859704479026e-06,-3.7135748899442742e-06,-4.6186272581646434e-06
0.03686228,-3.284350929013496e-07,2.4113915503913489e-08,1.0405956836986059e-07,-5.2656023375824592e-07,-1.4907792905678139e-06,-3.7253184165079687e-06,-4.650362482582887e-06
0.03691291,-3.3913776938222993e-07,2.4279907874650493e-08,1.0439820768409884e-07,-5.1241525977547278e-07,-1.4810913807441963e-06,-3.7356481039919916e-06,-4.6803987534172858e-06
0.03696355,-3.4731348381818929e-07,2.6707172783173139e-08,1.071282186761125e-07,-4.9645908024605316e-07,-1.4700500017219784e-06,-3.7446117418641496e-06,-4.7087162815849478e-06
0.03701418,-3.5345726174620967e-07,3.0711531513688673e-08,1.115526163428235e-07,-4.7968775973073194e-07,-1.4584571858785224e-06,-3.7528118702313221e-06,-4.735854151934468e-06
0.03706482,-3.5776510142621043e-07,3.6012766619213528e-08,1.1738416707062775e-07,-4.6253159559852784e-07,-1.4465090675412896e-06,-3.7602770717122185e-06,-4.7617826405432323e-06
0.03711545,-3.6071110761697308e-07,4.1926689370570627e-08,1.2393857188013059e-07,-4.4590144463490994e-07,-1.4349581463525118e-06,-3.7676052629731536e-06,-4.7870312334495053e-06
0.03716609,-3.6278704091343942e-07,4.7956166222272592e-08,1.3071874774681445e-07,-4.3029732986547818e-07,-1.4241791925734205e-06,-3.7750527674804015e-06,-4.8117976260314706e-06
0.03721672,-3.6428006127940212e-07,5.3739971221344007e-08,1.3736286152834973e-07,-4.1612283493793219e-07,-1.4145973304596126e-06,-3.7829516227758615e-06,-4.8363523597217166e-06
0.03726736,-3.6541381206735299e-07,5.910746545567627e-08,1.436816180950261e-07,-4.0342065142532449e-07,-1.4064000523772125e-06,-3.7914229283456051e-06,-4.8607579748327108e-06
0.03731799,-3.6638632194609163e-07,6.3976323726146811e-08,1.4957739934601193e-07,-3.9200512523150599e-07,-1.3996081983440563e-06,-3.8004487252084752e-06,-4.8849407591362797e-06
0.03736863,-3.6733669539254777e-07,6.8296980982899149e-08,1.5497291946760056e-07,-3.8162734760088138e-07,-1.3942112582355883e-06,-3.8100072061621933e-06,-4.9088251275973239e-06
0.03741927,-3.683088559830393e-07,7.2062062523032191e-08,1.5981488222650855e-07,-3.7200182019631008e-07,-1.3901895336717754e-06,-3.820089715024808e-06,-4.9323593901927947e-06
0.0374699,-3.6930283380304304e-07,7.5197511622759119e-08,1.6401847651828664e-07,-3.6272577342806545e-07,-1.3873659611113422e-06,-3.8305492388522745e-06,-4.9553574156750482e-06
0.03752054,-3.7013086947309736e-07,7.7955654472513414e-08,1.677360059324512e-07,-3.5356168607737977e-07,-1.385791691120642e-06,-3.8414878173167663e-06,-4.9778896967650496e-06
0.03757117,-3.7059370377633335e-07,8.0427487389668007e-08,1.7104482426076413e-07,-3.4416745927513021e-07,-1.3852666703853052e-06,-3.8527586266796485e-06,-4.9997837713171881e-06
0.03762181,-3.7038995399185076e-07,8.2811874205205544e-08,1.7411846507622615e-07,-3.3424144016169519e-07,-1.3855461934124494e-06,-3.8641687205257756e-06,-5.0208300002033284e-06
0.03767244,-3.6994820488801134e-07,8.4576950778468576e-08,1.7639613853480658e-07,-3.243347173667316e-07,-1.3871247233543876e-06,-3.8762500428014366e-06,-5.041549336814053e-06
0.03772308,-3.688625118899874e-07,8.6035333031413335e-08,1.7816295229337218e-07,-3.1425248910896118e-07,-1.3896339538102569e-06,-3.8886614829041445e-06,-5.0615977140501832e-06
0.03777371,-3.670957891130876e-07,8.7131570790928017e-08,1.7935863024365034e-07,-3.0424406750108019e-07,-1.3930447718493984e-06,-3.9013884814749005e-06,-5.0809621714159087e-06
0.03782435,-3.6466757148024732e-07,8.7734570393963825e-08,1.799017157158486e-07,-2.9462753604054503e-07,-1.3973216439662075e-06,-3.914404790100569e-06,-5.099639868200555e-06
0.03787498,-3.6168379433530042e-07,8.757687543136258e-08,1.7965767144710526e-07,-2.8585954539523869e-07,-1.4025201751082327e-06,-3.9278171810540791e-06,-5.1177575174827591e-06
0.03792561,-3.5833276111529481e-07,8.6246550953490219e-08,1.7844487304695993e-07,-2.7834158233586631e-07,-1.408629717918382e-06,-3.9415740384173134e-06,-5.1352935039496752e-06
0.03797625,-3.5487941746719417e-07,8.3232188241857375e-08,1.7600583538590215e-07,-2.7268225559147078e-07,-1.4158813075972098e-06,-3.9559303955448471e-06,-5.1525483860901397e-06
0.03802688,-3.5129653429434776e-07,7.8359820279634538e-08,1.7238664015738535e-07,-2.6912429265311886e-07,-1.4242051134352317e-06,-3.9708707438263457e-06,-5.1695362589851241e-06
0.03807752,-3.4728265522093078e-07,7.1889507803096821e-08,1.6795668641634412e-07,-2.6750652745817033e-07,-1.4333306919451981e-06,-3.9862723686196893e-06,-5.186264802199615e-06
0.03812815,-3.4263002641859435e-07,6.386994987733415e-08,1.627210528386295e-07,-2.6781125814098527e-07,-1.4431586592900525e-06,-4.0019452380592539e-06,-5.202662388849567e-06
0.03817879,-3.3810960447799657e-07,5.4912233698598424e-08,1.57068111083885e-07,-2.6950367403502684e-07,-1.4532249443150107e-06,-4.0174808852228401e-06,-5.2183550494631455e-06
0.03822942,-3.3639601443477541e-07,4.0849360237756278e-08,1.4659870248589749e-07,-2.7578128740588586e-07,-1.466100697534807e-06,-4.0347558879186247e-06,-5.2348504016373741e-06
0.03828006,-3.510808782183823e-07,1.0117329196678813e-08,1.1933784814307211e-07,-2.9849444537437808e-07,-1.4940915295845045e-06,-4.0662762594644153e-06,-5.264810091442741e-06
0.03833069,-3.6672967959762389e-07,-2.1466745193580054e-08,9.0801647278520273e-08,-3.2154727283395081e-07,-1.5214407965665574e-06,-4.0962427787541276e-06,-5.2924516393719535e-06
0.03838133,-3.7389671742647069e-07,-4.3160794733281497e-08,7.1351509033159495e-08,-3.3636972688591017e-07,-1.5416069055792489e-06,-4.1197604274279249e-06,-5.3138765529083358e-06
0.03843196,-3.7259698776203045e-07,-5.5372071158097e-08,6.074775013946313e-08,-3.4085725373838746e-07,-1.5516872959702374e-06,-4.1326666699608093e-06,-5.3242098163655309e-06
0.0384826,-3.6663726551026248e-07,-6.1982033389947333e-08,5.520976727838715e-08,-3.3898900849591555e-07,-1.5552275907298708e-06,-4.1384750371632565e-06,-5.3269625016636311e-06
0.03853323,-3.5505346508927512e-07,-6.21337092848459e-08,5.5748979589833055e-08,-3.3059086572427131e-07,-1.5515169524249555e-06,-4.136626821525291e-06,-5.3217197194279535e-06
0.03858387,-3.4028815483815891e-07,-5.8371011501580169e-08,5.9971495519512237e-08,-3.189995638283008e-07,-1.5432055385189213e-06,-4.1298887976843467e-06,-5.3113321253474883e-06
0.0386345,-3.2462181093176711e-07,-5.3095121832370703e-08,6.5581157271104499e-08,-3.0658211714425309e-07,-1.5327091355282817e-06,-4.1207433289389011e-06,-5.2983629197386989e-06
0.03868514,-3.0844646680870844e-07,-4.6635429230748333e-08,7.230221188645646e-08,-2.928220964388172e-07,-1.5205987078104722e-06,-4.1098822455604733e-06,-5.2835827365454077e-06
0.03873578,-2.9200715281800277e-07,-3.9094387699684889e-08,8.0061993124148422e-08,-2.7705297856883314e-07,-1.5070362746109589e-06,-4.0975085422401118e-06,-5.2672515686800658e-06
0.03878641,-2.7547685563457967e-07,-3.0610225496240131e-08,8.873548504855838e-08,-2.5862624469097042e-07,-1.4921720404809009e-06,-4.0837651601869736e-06,-5.2495399450732783e-06
0.03883705,-2.5931597873472563e-07,-2.1543145547710026e-08,9.7944110967047294e-08,-2.3793996083146696e-07,-1.476572284697296e-06,-4.0692695779831819e-06,-5.2310999904549363e-06
0.03888768,-2.4355367295413641e-07,-1.1962669682981197e-08,1.0761760023161339e-07,-2.1541613533685829e-07,-1.460459919631916e-06,-4.0543260785583517e-06,-5.2123112466399719e-06
0.03893832,-2.2809089602345007e-07,-1.8973665430455921e-09,1.1777367406455928e-07,-1.9143517295482584e-07,-1.4438451316136607e-06,-4.0389637898646593e-06,-5.1932430540697678e-06
0.03898895,-2.1299088621990115e-07,8.4011158822932518e-09,1.2823660326654073e-07,-1.6649554001027391e-07,-1.427023946808006e-06,-4.0235837641786637e-06,-5.1743588488950671e-06
0.03903959,-1.9812758211014367e-07,1.8822813019334472e-08,1.3900773736822491e-07,-1.4077316038644461e-07,-1.4101759407503571e-06,-4.0084799468993539e-06,-5.1560273923078182e-06
0.03909022,-1.8358158233399886e-07,2.8980769484372134e-08,1.4985086659087007e-07,-1.1744229326969093e-07,-1.3933950613957129e-06,-3.9937632481330565e-06,-5.1383804389790119e-06
0.03914086,-1.6944611308551516e-07,3.8503086917493414e-08,1.6058163958437556e-07,-9.6727450355732855e-08,-1.3766574998708447e-06,-3.9793964806870042e-06,-5.1213949625411464e-06
0.03919149,-1.5568772157119575e-07,4.7311922796919807e-08,1.712769193543371e-07,-7.6858545691241384e-08,-1.3598401608486193e-06,-3.965301152637626e-06,-5.1050453468050576e-06
0.03924212,-1.4221789379986567e-07,5.55472459780627e-08,1.8217709544347874e-07,-5.720012201157026e-08,-1.3427657977955795e-06,-3.9513731597221868e-06,-5.0893043548559455e-06
0.03929276,-1.2476944997857058e-07,6.8731482240149388e-08,1.9892755824309917e-07,-3.4482684924500381e-08,-1.3246882949874576e-06,-3.9390338549882902e-06,-5.0766708186549198e-06
0.03934339,-1.1084902068228177e-07,7.7562361067754764e-08,2.1210019004025667e-07,-1.369318996754804e-08,-1.3063442650122837e-06,-3.9252378199756043e-06,-5.0623422477906793e-06
0.03939403,-9.7612892236579578e-08,8.56106575159277e-08,2.2522554248119491e-07,7.3542664203044846e-09,-1.2867124110595923e-06,-3.9100145139558668e-06,-5.0469280599300567e-06
0.03944466,-8.5696131020287578e-08,9.2474972463745235e-08,2.3783588712697064e-07,2.7851359462016485e-08,-1.2667997495000378e-06,-3.8945452013948424e-06,-5.0317630108464766e-06
0.0394953,-7.5161153481053191e-08,9.8153874251480296e-08,2.4986299782930662e-07,4.7608553288792687e-08,-1.2467655311097713e-06,-3.8789506401954598e-06,-5.017014207874863e-06
0.03954593,-6.6208371906243729e-08,1.0239716913220542e-07,2.6101130153791493e-07,6.6271614238413307e-08,-1.2268893682544322e-06,-3.8633828076733185e-06,-5.0028630914212177e-06
0.03959657,-5.9101830736363296e-08,1.0480450821550081e-07,2.7086765155039814e-07,8.337196618363801e-08,-1.2075258496666121e-06,-3.8480529080123636e-06,-4.9895295124365868e-06
0.0396472,-5.4067126686054399e-08,1.0496239730720437e-07,2.7902819226037733e-07,9.8454087995618369e-08,-1.1890215517697068e-06,-3.833168648934067e-06,-4.977212934903686e-06
0.03969784,-5.186364698121949e-08,1.0191163302266938e-07,2.8456857312848312e-07,1.1048317252980933e-07,-1.1722699179469068e-06,-3.8194749938738668e-06,-4.9666304019869972e-06
0.03974847,-5.2199598124213552e-08,9.5770951092901024e-08,2.8764040232983688e-07,1.1951265618835897e-07,-1.1570689840912005e-06,-3.8066063033832377e-06,-4.9573716394038732e-06
0.03979911,-5.5502673789979358e-08,8.599292010105403e-08,2.8771203708567061e-07,1.248790837671777e-07,-1.1439275745269142e-06,-3.7948982073647898e-06,-4.949702002476565e-06
0.03984974,-6.1965043659910832e-08,7.2313304452620788e-08,2.8450400120593832e-07,1.2616415671846997e-07,-1.1331092344386094e-06,-3.7844617721407093e-06,-4.943687763300919e-06
0.03990038,-7.085810553847054e-08,5.5604880064134346e-08,2.7885703980208276e-07,1.2397738876205265e-07,-1.1240735719065742e-06,-3.7746685585391319e-06,-4.9386630060011931e-06
0.03995101,-8.134532345409955e-08,3.6767272224220813e-08,2.7160292822049385e-07,1.1902206548385095e-07,-1.1161561379405604e-06,-3.764722622625781e-06,-4.9337771425546986e-06
0.04000165,-9.2409480837783888e-08,1.699251498546015e-08,2.638665098905718e-07,1.1224431416947653e-07,-1.1085987910377548e-06,-3.753813848061768e-06,-4.9281696782623329e-06
0.04005228,-1.0284222189545154e-07,-2.3777888438290932e-09,2.5689884458851941e-07,1.0481882973515794e-07,-1.1004647225546194e-06,-3.7409421712680078e-06,-4.9207606704176358e-06
0.04010292,-1.1153502162778874e-07,-2.0129221552575352e-08,2.5181243973605536e-07,9.7883734096276524e-08,-1.0909268138712496e-06,-3.7252062857693005e-06,-4.9105857117658444e-06
0.04015356,-1.1754430649110053e-07,-3.5047173725089917e-08,2.4952673561785013e-07,9.2242843381388893e-08,-1.0793297494192476e-06,-3.7059098298990831e-06,-4.8968420749347223e-06
0.04020419,-1.2017519763935275e-07,-4.6888181480737425e-08,2.5066900809543267e-07,8.8905559069614386e-08,-1.0652328066268241e-06,-3.6825596034683277e-06,-4.8789348232663061e-06
0.04025483,-1.1895608810634517e-07,-5.5109966207569623e-08,2.5570220457336613e-07,8.7918288610349568e-08,-1.0485548977845232e-06,-3.6552027237304816e-06,-4.8568600058456647e-06
0.04030546,-1.1390997853554735e-07,-5.955579618020644e-08,2.6454212854189367e-07,8.9708762174764374e-08,-1.0296314735415158e-06,-3.6242391065374688e-06,-4.830943579753576e-06
0.0403561,-1.0502453718262528e-07,-6.0364559704879775e-08,2.7712201361903013e-07,9.4548820963317194e-08,-1.0087426406976676e-06,-3.5900716934758685e-06,-4.8015299687282908e-06
0.04040673,-9.265934520154923e-08,-5.7921852157662504e-08,2.9303320685312455e-07,1.0233199167132905e-07,-9.8652825750994423e-07,-3.5534916460196672e-06,-4.7693939311256799e-06
0.04045737,-7.7055747605858812e-08,-5.2375193848331121e-08,3.1199957960173268e-07,1.1308426457055085e-07,-9.6344553269954985e-07,-3.5151802741659334e-06,-4.7351821620801957e-06
0.040508,-5.9007041051057608e-08,-4.4489465477560367e-08,3.3318160144556374e-07,1.2633029573387433e-07,-9.4029743729539251e-07,-3.4761153702692554e-06,-4.6998335658821357e-06
0.04055863,-3.8610531780755458e-08,-3.4522237248906947e-08,3.5628064978994307e-07,1.4204866115826709e-07,-9.1702422910782261e-07,-3.4363038300361757e-06,-4.6632749900556416e-06
0.04060927,-1.4525511002212033e-08,-2.1134308159867802e-08,3.8265859649828587e-07,1.6360367582813379e-07,-8.9225789640679336e-07,-3.3946493070987055e-06,-4.6244397879028852e-06
0.0406599,1.0770908147396486e-08,-6.7642827251307026e-09,4.0987758148364912e-07,1.8858004457701956e-07,-8.6823124866299944e-07,-3.3535942665590486e-06,-4.5857825372668593e-06
0.04071054,3.5781729304322466e-08,7.121840030801226e-09,4.3642439087822735e-07,2.1456305242901029e-07,-8.4601275654656149e-07,-3.314319159136833e-06,-4.548470430624798e-06
0.04076117,6.1459526641540845e-08,2.154933770588132e-08,4.632754717401451e-07,2.4227878701289218e-07,-8.2423548257607584e-07,-3.2755541889883624e-06,-4.5112416444691868e-06
