Physical Time (s),enth_flux_viscous_right Monitor (kg-m/s^3): right_cv1,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv2,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv3,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv4,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv5,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv6,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv7
0.19388142,-0.022402540634513916,0.00060804651028241539,-0.017761944105148513,-0.040422066850217354,-0.15142491241683337,-0.091537569941097949,-0.042790903415186793
0.19393205,-0.022547024873905433,0.0015036315159001937,-0.016521800646587575,-0.036799888502230434,-0.15269751205661997,-0.091199243020348236,-0.042837679212178993
0.19398268,-0.021577188090394803,0.0023419367464843819,-0.015389731389037339,-0.034051166143713396,-0.1538407916345382,-0.090859638083567479,-0.042883116796574014
0.19403332,-0.019307144919552616,0.0030782156470693083,-0.01462028222753081,-0.032147614167521217,-0.15485620154236127,-0.090519773970516748,-0.042927230179903658
0.19408396,-0.016147729493409115,0.0038452349685435478,-0.014448664180013603,-0.030932345126838231,-0.15574522273115626,-0.090180968909047921,-0.042970086387494867
0.19413459,-0.012362577289446499,0.00464327192157446,-0.015079459728616042,-0.03020335943695962,-0.15649725287927119,-0.08984432780105675,-0.043011711439575613
0.19418522,-0.00845206712167197,0.00508420790044455,-0.016544473916569991,-0.02977586134030483,-0.15713232121390625,-0.089511030678708609,-0.043052120063455213
0.19423586,-0.0052827388626569697,0.0044700266851397663,-0.018827685262775947,-0.029489527675273443,-0.15764368836854906,-0.089181948031405847,-0.043091300691854503
0.1942865,-0.003218032767979319,0.0021063672096179411,-0.021845855995037067,-0.029179206434020898,-0.15802915200587547,-0.088858184380628244,-0.043129218082994261
0.19433713,-0.0021069241826087706,-0.0022086384904888919,-0.025466367296254844,-0.028708151636133192,-0.15830206555903342,-0.08854082952400727,-0.04316583789727034
0.19438776,-0.001613981193733979,-0.0080903262814675456,-0.029513535158874275,-0.028003398439913684,-0.15845093285145723,-0.088231149822270372,-0.043201101870027563
0.1944384,-0.0014135427890558394,-0.014779841417183619,-0.033793648930667483,-0.027072285075307109,-0.15848166939407768,-0.087930282423924797,-0.043234935630890779
0.19448904,-0.0013274115353947406,-0.021007252814712638,-0.038081888988758354,-0.026001162328163879,-0.15839371748161804,-0.087639397775125499,-0.043267240275088735
0.19453967,-0.0012535963662743978,-0.025290214536678266,-0.042103079474623682,-0.024923768950332992,-0.1581755698311432,-0.087359644488162136,-0.043297923972962546
0.1945903,-0.0011311317030596459,-0.026836696685054041,-0.045552036620023113,-0.024417839483684173,-0.1578439316011456,-0.08709319676308426,-0.043326899837026041
0.19464094,-0.00097204847100009406,-0.025979939258999475,-0.048108120025922359,-0.024562600121705216,-0.15740846884166901,-0.08684118531275184,-0.043354042154669516
0.19469158,-0.00080221907180578404,-0.023436617051882182,-0.04948199957778758,-0.025458214271678232,-0.15686508558727913,-0.086605563519268722,-0.043379240603953879
0.19474221,-0.00063370542000627545,-0.02009383528895408,-0.049489839749028625,-0.026938482964592971,-0.15621242787654915,-0.086387767266810578,-0.043402384756926274
0.19479284,-0.00047766503040939473,-0.016458711018677005,-0.047994171470040918,-0.02878704024123024,-0.15543919679493839,-0.086188828678369633,-0.043423506935079043
0.19484348,-0.00035433665024006846,-0.012764047573549278,-0.044979117219675263,-0.030995485763600727,-0.15455039072447818,-0.086010184596110248,-0.043442635381003861
0.19489412,-0.00025408456291530992,-0.0092787560233613571,-0.040579292330644431,-0.03367512167424179,-0.15354615420793027,-0.085853024778500264,-0.04345980491852422
0.19494475,-0.00018919180301698191,-0.0064629594070890785,-0.035052859003946647,-0.036909701398934638,-0.15242684999288889,-0.085718731863219766,-0.043475042744609102
0.19499538,-0.000180579588695294,-0.0051165535183049452,-0.028799562662180478,-0.040677408970539973,-0.1512025423138843,-0.085608273845419899,-0.04348845918494211
0.19504602,-0.00025378241910165847,-0.0051910887484105193,-0.022288871296702508,-0.044875862338968814,-0.14987127519785215,-0.085522542438552659,-0.043500197468896482
0.19509666,-0.00041796326165433441,-0.0063927622875215593,-0.016121412586783797,-0.049361233105451298,-0.14844071035136674,-0.085462147040138436,-0.043510459608462004
0.19514729,-0.00087009468232438077,-0.0083321921885146227,-0.010858815697404369,-0.053957121517810014,-0.14692549128420787,-0.085427692200169603,-0.043519454922424858
0.19519792,-0.0026332599342063293,-0.010553730564509013,-0.0068546820723412042,-0.058563905166795951,-0.14532899041664979,-0.085419866219106508,-0.043527398998114787
0.19524856,-0.0075263639954663989,-0.012647666552157242,-0.0041772142198327079,-0.063146676316595082,-0.14366050859980714,-0.085439388220059281,-0.043534530643060759
0.1952992,-0.017241788192813162,-0.014280890853073217,-0.0026150683389896271,-0.067619770362525922,-0.14192863531992733,-0.085486709706309699,-0.043541067795406674
0.19534983,-0.03159911644619038,-0.015194529889413371,-0.0018089053642305281,-0.071876007483591506,-0.1401376320600603,-0.085562589160480804,-0.043547189618846162
0.19540046,-0.047069223201604539,-0.015180335430543162,-0.0014061498151829229,-0.07580125447500384,-0.13829068467072236,-0.085668423798807417,-0.043553097034508922
0.1954511,-0.056997199126534233,-0.014085111524794849,-0.0011735631041716323,-0.07928365441264687,-0.13639008074435821,-0.085802174894140007,-0.0435589910243845
0.19550173,-0.056306313581636132,-0.01196996979049849,-0.0010013471235860083,-0.08223583463779259,-0.13443693308967519,-0.085959721221335147,-0.043565018902027838
0.19555237,-0.046580430518919858,-0.0092139319854722228,-0.0008869013354623254,-0.084615320278811176,-0.13242789237011943,-0.086140414790191175,-0.043571306195329618
0.195603,-0.031864301381478118,-0.0064158764677838733,-0.00096293105479177093,-0.086341023231209402,-0.13035420296229763,-0.08634807066359651,-0.043578025428475359
0.19565364,-0.016391622775355219,-0.0041409331872267474,-0.0013623133376078225,-0.087371070312126625,-0.12822069554238388,-0.086572578870885999,-0.043585122408655683
0.19570427,-0.0037804588766839962,-0.002683261859986844,-0.0022134064896360667,-0.087695044424686092,-0.12603533314765672,-0.086813028705918005,-0.043592575653080452
0.19575491,0.0032820596946702804,-0.0019513332174936726,-0.0037138267953793118,-0.087318240031448571,-0.1238144489791337,-0.087068380000386345,-0.043600327381704773
0.19580554,0.0046023104196943228,-0.0016602979184720773,-0.0061137733869307386,-0.086569557562876473,-0.12156302746587395,-0.087339989497386125,-0.043608396541241233
0.19585618,0.002061751241531181,-0.0015851109304540032,-0.0096196181941923826,-0.085536887602399719,-0.11927923703221768,-0.087629465292408851,-0.043616711774709493
0.19590681,-0.0021016615276930719,-0.0015744044021842789,-0.014253583716868405,-0.084196955868605913,-0.11696515344340566,-0.087938241479570065,-0.043625190041781413
0.19595745,-0.0062770151635603384,-0.0015411022589980929,-0.019858835986196588,-0.082722530862953114,-0.11461670190537086,-0.088265511474687849,-0.043633817987366132
0.19600808,-0.0095951925281969018,-0.0014754913005695387,-0.026117290801315182,-0.081175535869857762,-0.11223944712018175,-0.088610499524508224,-0.04364260377183328
0.19605872,-0.011668305823887939,-0.0013866317431884554,-0.032546566814123025,-0.079609403444082863,-0.10984576114351938,-0.088972025395539098,-0.043651521285983139
0.19610935,-0.012327210271468408,-0.0012652468888034783,-0.038571990956793652,-0.078082279231526011,-0.1074409695180412,-0.089348873440406151,-0.04366051600953675
0.19615999,-0.01162000089715734,-0.0010974692964387683,-0.043581544420263942,-0.0766374162176989,-0.10505064885120957,-0.08974058367610889,-0.043669536206238938
0.19621062,-0.0097587650166263019,-0.00087229904025049488,-0.04710517930199859,-0.075314746681821698,-0.10269885127700099,-0.09014648945106013,-0.043678475643966264
0.19626126,-0.0075883234091867072,-0.00058336592493796711,-0.048738451880902423,-0.074158524209409174,-0.10039510977333158,-0.090565606169657781,-0.043687345167577621
0.19631189,-0.0061942062065237519,-0.00020655216621844942,-0.048040914633170784,-0.073208109319669354,-0.098155294913689156,-0.090996917621600587,-0.043696270942379108
0.19636253,-0.0055244416286802777,0.00031228671736866507,-0.045702197885736137,-0.07250350873053861,-0.095997002214194799,-0.091438800353412147,-0.043705348416470453
0.19641317,-0.0052900812665115822,0.0010436657603941255,-0.041995136206811952,-0.07207327977781755,-0.093930189656236021,-0.091890025173483811,-0.043714467582752291
0.1964638,-0.0052319887912416225,0.0020391656330239162,-0.037063609431710297,-0.071934036807190377,-0.09196490704342844,-0.092348892288098894,-0.04372355584363307
0.19651443,-0.0051858189111993001,0.0032709652109674499,-0.031138741482377826,-0.072074087662794148,-0.090109533297252492,-0.092813791210189872,-0.04373263148068534
0.19656507,-0.0050997755258262853,0.0047737126929586898,-0.024565843919922396,-0.072462273182478526,-0.088385180372931207,-0.093283440931941769,-0.043741677381776659
0.19661571,-0.0050244028483784715,0.0066174792282329845,-0.017680988674287273,-0.073063735672675309,-0.08679399574057603,-0.093755971617598771,-0.043750605285576748
0.19666634,-0.0050528099753491887,0.0088929177053982955,-0.010828660870008465,-0.073833734099989667,-0.085335193783825328,-0.094229797302588236,-0.043759330043982414
0.19671697,-0.0052016918137429537,0.011468774973593087,-0.0043505537702743019,-0.074711836854973124,-0.084014916366701206,-0.094702937378450147,-0.043767770716660576
0.19676761,-0.005496363242028411,0.013877507279782486,0.0014339065459023086,-0.075635042793267396,-0.082846047709089321,-0.095173675718119827,-0.043775894800629864
0.19681825,-0.005945421534776292,0.015513701250304256,0.0062719082810239338,-0.076512274330469171,-0.081819985109780571,-0.095640306759677898,-0.043783657968832636
0.19686888,-0.0065247449092721505,0.016206603265137596,0.0098862948101252606,-0.077229307997642632,-0.080949257866393926,-0.096100889524441402,-0.043791015535769182
0.19691951,-0.0072076246630789374,0.015929641447567061,0.01137555026792174,-0.077662759148729624,-0.08023239058887581,-0.096553792342381595,-0.043797762632024763
0.19697015,-0.0079512419304841441,0.014669268561321658,0.010991383951474339,-0.077683951183368502,-0.07967529096401671,-0.096997140195586307,-0.04380379282935358
0.19702079,-0.0087166324030611506,0.012023945253368241,0.0093748737577508696,-0.077136110183496365,-0.079280253556511263,-0.097429159014663008,-0.04380899683839197
0.19707142,-0.0094022187335034788,0.007921170446191313,0.0067600086223272744,-0.075887355355885616,-0.079101546041908125,-0.097848410066485217,-0.04381336780500153
0.19712205,-0.0098914047428862589,0.0028335533840331967,0.0035064672574880505,-0.073753075110603916,-0.079146169438256544,-0.098253285231877929,-0.043816801800917592
0.19717269,-0.010112665345905705,-0.0021915388895765494,3.5238303486376428e-05,-0.070598390599689503,-0.079349916396227183,-0.098642596487782688,-0.043819209319187619
0.19722333,-0.010053163341425435,-0.0062070053640221265,-0.0032037742956903753,-0.066363299464570175,-0.079702625082365211,-0.099014751468500722,-0.043820510849450205
0.19727396,-0.0097580979046910533,-0.0089322610450479831,-0.0058039350203341463,-0.06112190771275651,-0.080192635798289336,-0.099368129832831803,-0.043820635911933782
0.19732459,-0.0092780680099029175,-0.010636669815862147,-0.007477499277089448,-0.055151000778032609,-0.080819741942502396,-0.099701284948969321,-0.043819517311215042
0.19737523,-0.0086566712398846515,-0.011655427555237984,-0.0080997852706567886,-0.048912871606756059,-0.08157858530600931,-0.10001304405183774,-0.043817088525045435
0.19742587,-0.0079301729555053286,-0.012150313949982297,-0.0078399385604064984,-0.042975200485437674,-0.082471203459736048,-0.10030282030375642,-0.043813276001647437
0.1974765,-0.0071435076790752712,-0.012199471265189733,-0.0069666307408389801,-0.037789638440075969,-0.083490135106701363,-0.10056934613677616,-0.043808011464188397
0.19752713,-0.0063431135353370326,-0.01191869281342616,-0.0057680876377546805,-0.03368146959412819,-0.084627975875278053,-0.10081146450611851,-0.043801243207239882
0.19757777,-0.0055728987937549235,-0.011527231039286837,-0.0044727573491021881,-0.030799214144920671,-0.085882028426966794,-0.10102812907279449,-0.043792928032368575
0.19762841,-0.0048603815963500756,-0.011191916528109155,-0.003285462527743672,-0.029234954040482826,-0.087244623167031465,-0.10121886593832451,-0.043783017335975477
0.19767904,-0.0042203054613314398,-0.011274036717032639,-0.0023459385501036225,-0.028966443192339108,-0.088709082542944864,-0.10138339419816086,-0.043771442590772904
0.19772967,-0.0036482265693248105,-0.012170204388078289,-0.0016760305159703973,-0.029860796695079909,-0.090268295993865377,-0.10152119782614007,-0.043758164232514968
0.19778031,-0.003110341830039878,-0.014194237449037269,-0.0011709874965624104,-0.032162084334604019,-0.091919791927031994,-0.10163125006122573,-0.043743168076834461
0.19783095,-0.002560693281417027,-0.017552272387157963,-0.00065225898971230567,-0.036254883794318252,-0.093657224029899191,-0.10171446519411451,-0.043726449240728688
0.19788158,-0.0026434822817939679,-0.022204435883945252,7.2728037663390431e-05,-0.042469508915152977,-0.095471928170026837,-0.10177138046707797,-0.043708002920992736
0.19793221,-0.0040506564707965117,-0.027811504306783526,0.0011694508438655099,-0.050589616413449119,-0.097359084371808569,-0.10180346534896849,-0.043687826183665943
0.19798285,-0.0076239618368232343,-0.033756160372989237,0.0027869498729211624,-0.060079769399526479,-0.099316518747913959,-0.10181206363500581,-0.043665949364214439
0.19803349,-0.013504130989996532,-0.039284376496585942,0.0050340942137829716,-0.070326924791973458,-0.10133641181809445,-0.10179768701984029,-0.043642369758094428
0.19808412,-0.021555634510884707,-0.043668199280303466,0.0079280934170175288,-0.080451582770816085,-0.10341787080991088,-0.10176115129258161,-0.043617070680780738
0.19813475,-0.031019405441523165,-0.046317697894458762,0.011428909587198919,-0.089913454418784525,-0.10555702120313834,-0.10170325107368987,-0.043590024469961505
0.19818539,-0.039509793634629163,-0.046918300070733325,0.015240132001039913,-0.098223241421103266,-0.10774121782640754,-0.10162478689170702,-0.043561193643216367
0.19823602,-0.044479896522616975,-0.045397484430043933,0.018694981691849921,-0.10515301221658709,-0.10997057035181473,-0.10152632938137285,-0.043530530271921802
0.19828666,-0.043787078557064055,-0.042024270007298435,0.021186314420502655,-0.11057876324120673,-0.11224732022342875,-0.10140876336482978,-0.043497967937268102
0.19833729,-0.037564655455118452,-0.037325613787160948,0.022423318770607336,-0.11449289402454313,-0.11455455475890272,-0.10127291505047749,-0.043463426816251607
0.19838793,-0.02731219304771729,-0.031803165650026236,0.022253905869364911,-0.1169147691556524,-0.11690183964032906,-0.10111939696058961,-0.043426836295697359
0.19843856,-0.015923426639092922,-0.025769818063110853,0.020745013537320247,-0.11783771882998674,-0.1192946843656104,-0.10094947318546833,-0.043388102724145561
0.1984892,-0.0060840932396422865,-0.01952791557135471,0.01808733089001565,-0.117316846584236,-0.12170692540149214,-0.10076444917772556,-0.043347151893140423
0.19853983,-1.1655731899806944e-05,-0.013646571334444338,0.014465213893138745,-0.11538098835421703,-0.12412107015733737,-0.10056593289444839,-0.043303936509884067
0.19859047,0.0020644329822906995,-0.008801655533999888,0.010049945710832125,-0.11212209132536412,-0.12653107287019394,-0.10035547055160497,-0.04325841238669742
0.1986411,0.001355093739392661,-0.0055438532891318709,0.0050640334943963822,-0.10768459735375523,-0.12891183454966784,-0.1001345799202613,-0.043210570300114701
0.19869174,-0.00074923299063395807,-0.0038922072589214428,-0.0001942095104737338,-0.10222946777211961,-0.1312592176040934,-0.099904301207954585,-0.043160446986157869
0.19874237,-0.0033169609931907222,-0.0031762301820080297,-0.005388727708804217,-0.095980803788982993,-0.13357190888916637,-0.099665382057054372,-0.043108063559154822
0.19879301,-0.0059455891633954294,-0.0027576041560171522,-0.010180131200494158,-0.089165249406907038,-0.13586446017502252,-0.099417416557790003,-0.043053478621781084
0.19884364,-0.0087317993458854992,-0.0022626445240197571,-0.014260539311767038,-0.082029610250433121,-0.13810573751226779,-0.099160684276136044,-0.042996777976714098
0.19889428,-0.011637207838937562,-0.0016719851308015063,-0.017401169097184574,-0.074800796086778004,-0.1402906953630185,-0.098894969399832,-0.042938084146951459
0.19894491,-0.01445684228771279,-0.0011553991781739978,-0.019499573682386705,-0.067681099965672883,-0.14239119828971963,-0.098620222797768692,-0.042877544631326044
0.19899555,-0.016967658832779571,-0.00084684506807935274,-0.0205679361079995,-0.060872404592601549,-0.14441200107595437,-0.098336704918180196,-0.042815319070421319
0.19904618,-0.018982747865997872,-0.00069869864324253854,-0.020715581093549831,-0.054536428384146803,-0.1463097493078073,-0.098044878624814008,-0.042751556727742827
0.19909682,-0.020379007027731211,-0.00052981970671705939,-0.020166311942173526,-0.048785025618860792,-0.14809880908038306,-0.097745034540616615,-0.042686426337848575
0.19914746,-0.021446871649361154,-0.00015487925078326283,-0.019118388282503975,-0.043734374709499681,-0.14977545310530524,-0.097437473397372909,-0.042620065550188872
0.19919809,-0.02230213370335634,0.00054224442174296921,-0.017915024752403082,-0.039461522680428657,-0.15134446661981202,-0.097123145297206739,-0.042552655451397789
0.19924872,-0.022563023872114268,0.0014372525820555465,-0.016728133344554034,-0.036023086020983509,-0.15278366598150989,-0.096802692434846543,-0.042484354533861991
0.19929936,-0.021786413018682369,0.0022992358774396931,-0.015629810114401885,-0.033450156519593363,-0.15411025464624473,-0.096476992522397553,-0.042415331428353104
0.19935,-0.019678210904047113,0.0030557648890632561,-0.014845752817078969,-0.031694384837185834,-0.1553117836488907,-0.096146921002219013,-0.042345701507994417
0.19940063,-0.016626558899174099,0.003827155748872373,-0.014613631190569938,-0.030582184403618116,-0.15639037748374843,-0.095813274041397459,-0.042275601620688948
0.19945126,-0.012918782496140797,0.0046447786473778384,-0.015149090305043598,-0.02991623230674589,-0.15732821198247432,-0.095477031422521008,-0.042205188593605066
0.1995019,-0.0089731793285370044,0.0051610199737539371,-0.016505528761043296,-0.029520830095735872,-0.15813707388933657,-0.095139134413807613,-0.042134593050311753
0.19955254,-0.0056618457748385991,0.0046983483450210028,-0.018671908323092529,-0.029237068618702702,-0.15881925695643936,-0.094800475082308044,-0.042063894658625908
0.19960317,-0.0034437704654401232,0.0025502873336983776,-0.021581334921902423,-0.028909238208637222,-0.15937302607342316,-0.094461953252870975,-0.041993153429694424
0.1996538,-0.0022164326725396155,-0.0015548738482124354,-0.025107774050009416,-0.028402298167746962,-0.1597906972567939,-0.094124626438802234,-0.041922425222437526
0.19970444,-0.0016597244509885137,-0.0072872174815013869,-0.029087668678526999,-0.027636106849907766,-0.16007590820851422,-0.093789715377766286,-0.041851732206081627
0.19975508,-0.0014327929555259795,-0.013922951533273723,-0.033330961528805346,-0.026618387154011512,-0.16023342835925716,-0.09345794918526755,-0.041781077911745443
0.19980571,-0.0013370340729231742,-0.020254198066995709,-0.037627897480999054,-0.025434935257786655,-0.16025084943913967,-0.093129948953906874,-0.041710440371344852
0.19985634,-0.0012658737925900496,-0.024783703773593919,-0.041716329201470684,-0.024213363777029356,-0.16013265024852166,-0.092807186411287587,-0.041639801620123103
0.19990698,-0.0011498224652171231,-0.026610251369352859,-0.045303478086677861,-0.023512731413653898,-0.15987618067185697,-0.092490090914088358,-0.041569142315918642
0.19995762,-0.00099340003603109453,-0.025977147421274067,-0.04807353555152441,-0.023448250623567965,-0.1594945742069836,-0.092179893584433278,-0.041498427746850038
0.20000825,-0.0008236016479422852,-0.02358707134172169,-0.04972858524150206,-0.024205191573393771,-0.15900098119252004,-0.091877223256493737,-0.041427633110300691
0.20005888,-0.00065355400325727833,-0.020310076389375882,-0.050064205970106836,-0.025497891877188636,-0.15839697916140891,-0.091584128577565246,-0.041356748565463688
0.20010952,-0.00049411349689927392,-0.016710693049615383,-0.048922904631842984,-0.027162070022502788,-0.15767344518146711,-0.091301814028834971,-0.041285771039838159
0.20016016,-0.0003655014230515433,-0.013027936023449553,-0.046270810236394344,-0.029223098979796847,-0.15682823435200846,-0.091031671597623903,-0.041214731401140584
0.20021079,-0.00026096148745680331,-0.009521376787350962,-0.042187663531296021,-0.031771308938359132,-0.15586231852195112,-0.090775587080569972,-0.04114370561606439
0.20026142,-0.00018924468742702441,-0.0066195185979709588,-0.036914597834737384,-0.034858895632905285,-0.15476654535936193,-0.090534055530795882,-0.041072794278459425
0.20031206,-0.00017116745681891284,-0.0051353930220253072,-0.030809752427117618,-0.038493435693913926,-0.15355052494566274,-0.090308535713662652,-0.041002119329645488
0.2003627,-0.00023087288071167706,-0.0051063003343113341,-0.024308853177670394,-0.042593529556420165,-0.15222019106192505,-0.090099831562770238,-0.040931868324627384
0.20041333,-0.00038272766564226621,-0.0062301397969084594,-0.017980967653008686,-0.046983258620567493,-0.15078213388497588,-0.08990839353901911,-0.040862247638032374
0.20046396,-0.00075590203436844681,-0.0081339333076706002,-0.012405229114625974,-0.051490117683790984,-0.1492512885013367,-0.08973531994052214,-0.040793496652899726
0.2005146,-0.0022655767343816103,-0.010359686317512024,-0.0080020387102129557,-0.056039796901868416,-0.14763436196447302,-0.089582183056918036,-0.040725841354161879
0.20056524,-0.0066417728130908227,-0.012489825862148444,-0.0049234225803548,-0.060569130872102063,-0.14594064816594071,-0.089448925003863533,-0.040659538672496068
0.20061587,-0.015692954635157599,-0.014182446433225034,-0.0030393393691830217,-0.06500724064805119,-0.14417961634048856,-0.089336221191368886,-0.040594824752446385
0.2006665,-0.029583237702028736,-0.015173817327845169,-0.0020241665059602546,-0.06923393837600661,-0.14235700603578508,-0.089244644066033302,-0.040531854618703358
0.20071714,-0.045283759306659836,-0.015251328763021389,-0.001524652157263335,-0.073143147003909559,-0.14047739872274959,-0.089174503072904907,-0.040470782013857121
0.20076777,-0.05635610947541296,-0.014257234737259847,-0.0012552797459208225,-0.076627175184930646,-0.13854445491418677,-0.089127966753241597,-0.040411782972341687
0.20081841,-0.057082281340282794,-0.012225416978274509,-0.0010780286895192776,-0.079602082892744785,-0.13656276993983471,-0.089100141138890004,-0.040355020344288894
0.20086904,-0.048346987509281673,-0.0095030748428069078,-0.00094926546907799642,-0.082024972350611666,-0.13452839773033265,-0.089089743938656346,-0.040300535124272452
0.20091968,-0.034027557279632026,-0.0066806596242270436,-0.00095999326358193462,-0.083815998526603736,-0.13243298789714006,-0.089095177265951245,-0.040248443957724776
0.20097031,-0.018426858159259075,-0.0043349322971785575,-0.0012478927063369844,-0.084925575931775771,-0.13028169740205101,-0.089114367147579449,-0.040198825377828908
0.20102095,-0.0052243273944862492,-0.0027924001121207229,-0.00193144051797983,-0.085337071656439237,-0.12807914243402954,-0.089147310998836091,-0.040151664175235545
0.20107158,0.0026644661191872151,-0.0019991283149997686,-0.0031641775284085615,-0.085059668671376126,-0.12583851321386147,-0.089194825909439682,-0.040106930834338451
0.20112222,0.0046912213083579535,-0.0016747085787368293,-0.0051846021509443308,-0.084389958125836953,-0.12356928760512609,-0.08925815898987291,-0.040064530889110911
0.20117285,0.0025490827266306587,-0.001584131148281453,-0.0082344103997160321,-0.083441406516971586,-0.1212814416470222,-0.089338115050320813,-0.040024372934092965
0.20122349,-0.0015038756126389704,-0.0015722413566606416,-0.012410655275251741,-0.082169189475128121,-0.11896993287045125,-0.089435168663653225,-0.039986336812196918
0.20127412,-0.0057315860657295202,-0.0015440940973862802,-0.01764991850887531,-0.080758344571351268,-0.11663156474055802,-0.089549216340872206,-0.039950333250635323
0.20132476,-0.0091991017607012029,-0.0014836129289993213,-0.023698044676637494,-0.079277048023592561,-0.11427244853602171,-0.08968028489531274,-0.039916343881284767
0.20137539,-0.011456629495973671,-0.001400550987099472,-0.030157782738370206,-0.077777671879500285,-0.11190091856392134,-0.089827861466269435,-0.039884280361377762
0.20142603,-0.012304804711069766,-0.0012866050812319354,-0.036478147603806355,-0.07632133467916033,-0.10951403313253134,-0.089991741910521769,-0.03985417948353865
0.20147666,-0.011785024118870798,-0.0011269741785662141,-0.042049125346090968,-0.07494724889452152,-0.10713159912987058,-0.090171417646214794,-0.039825904735127968
0.2015273,-0.010057780657375821,-0.00091123144886479449,-0.046341041062496029,-0.07369827244263473,-0.10478374007566457,-0.0903665099940478,-0.039799356477909074
0.20157793,-0.0078487470922246148,-0.00063278717231041333,-0.048964674771531241,-0.072622388523591638,-0.10247702457574862,-0.090576634455429447,-0.03977450094598875
0.20162857,-0.0063472342535064582,-0.00027277087341475771,-0.049325963065285854,-0.071755336906765124,-0.10022488602964411,-0.090801373189159318,-0.039751298792570416
0.20167921,-0.0055974958276630692,0.00022031722617378178,-0.047714381939353873,-0.071136140970296802,-0.098042084840170268,-0.091039715485988826,-0.039729674926849798
0.20172984,-0.0053232753570175402,0.00091414992416852443,-0.044653953654123953,-0.070791732948838879,-0.095944871914993707,-0.091290467879736881,-0.039709635118607915
0.20178047,-0.0052516530252696217,0.0018739471866145675,-0.040275026578750844,-0.070737608683952888,-0.093944728662873039,-0.091552206113587095,-0.039691235486399183
0.20183111,-0.0052064323264391331,0.0030646804749368687,-0.034781162548154547,-0.070969832655827431,-0.092044431876193947,-0.091823651225462669,-0.039674457296902443
0.20188175,-0.0051228195618057172,0.0045225480730007525,-0.028450794463531135,-0.071451950705792133,-0.090262258064821535,-0.0921032043825981,-0.039659222222817113
0.20193238,-0.0050434423570760219,0.0063034693721182337,-0.021638499491294941,-0.072150572340192828,-0.08860981679455962,-0.09238909986722052,-0.039645535145467939
0.20198301,-0.0050582136804285961,0.0085106574068224763,-0.014678111731760023,-0.073020678197560668,-0.087089463635534867,-0.092679474572009965,-0.039633336567099615
0.20203365,-0.0051872910196472544,0.011058362614479287,-0.007913427673808265,-0.074000523689982167,-0.085704515841956971,-0.092972439852375521,-0.03962258192507713
0.20208429,-0.0054594263119969464,0.013530929938516623,-0.0016879035758729944,-0.075025454282434206,-0.084464654030037334,-0.093266143691851724,-0.039613293796618827
0.20213492,-0.0058863984485695818,0.015309558864476717,0.0037157725725746257,-0.076009730960127142,-0.083369897700931631,-0.093558713654261508,-0.039605429150532959
0.20218555,-0.0064477226691186523,0.016145820078855407,0.0080780105292004457,-0.076837036065190614,-0.082418711847565218,-0.093848364353966873,-0.039598884347171681
0.20223619,-0.007115426094077025,0.016037312154619652,0.010786233240627481,-0.077387370059688002,-0.081623238237087767,-0.09413332729901322,-0.03959356570878525
0.20228683,-0.0078498949453942504,0.014955151610596941,0.01134769790964802,-0.077534489096566267,-0.080979787693656796,-0.09441198587057982,-0.039589330624067692
0.20233746,-0.0086128707001728866,0.012548677831908578,0.010337506734258633,-0.077125628278174693,-0.080493978461793569,-0.094682787535665433,-0.039586038301398396
0.20238809,-0.0093145175256264569,0.0086555565060266442,0.0082038522750118911,-0.076020517297024623,-0.080203798891337885,-0.094944144391963955,-0.039583587785576538
0.20243873,-0.0098343875224437671,0.0036550404874053678,0.0052251328293084339,-0.074034501277018439,-0.08014400383390162,-0.095194778329475524,-0.039581837699733446
0.20248937,-0.010090731634387487,-0.0014521688597328671,0.0018055070193868357,-0.071031296977305175,-0.080251940249549972,-0.095433125769508242,-0.03958067747454793
0.20254,-0.01006885799751225,-0.005665119280892447,-0.0016148597435839346,-0.066942070968726453,-0.080512705579674437,-0.095657992000810405,-0.039580012383550335
0.20259063,-0.0098058784473495711,-0.0085807727353247321,-0.004598635479495022,-0.061831380621014065,-0.08091153270376733,-0.095867877102987026,-0.03957961174515947
0.20264127,-0.0093512467029676274,-0.010420745328577067,-0.006781903432132131,-0.055961206863649339,-0.08145156233645022,-0.096061576016812297,-0.039579330288228042
0.20269191,-0.0087519446519036172,-0.011532244230810146,-0.0079384782729984057,-0.049773913823292604,-0.082126175578128,-0.09623769085667698,-0.039579071940840427
0.20274254,-0.0080409424573741201,-0.012108207404312253,-0.0080969469140060469,-0.043843748489487223,-0.082934739351551601,-0.096395000853638529,-0.039578742066897835
0.20279317,-0.0072613467568165635,-0.012226633401006654,-0.0074869488682905274,-0.038634604721896948,-0.08387487821996642,-0.096532219606455999,-0.03957817241966733
0.20284381,-0.0064602221181165841,-0.011988754828896272,-0.006409292667859853,-0.034469412303284895,-0.084941081521340986,-0.096648426320953218,-0.039577177370150665
