Physical Time (s),ea_bot Monitor (kg-m/s^3): bot_cv1,ea_bot Monitor (kg-m/s^3): bot_cv2,ea_bot Monitor (kg-m/s^3): bot_cv3,ea_bot Monitor (kg-m/s^3): bot_cv4,ea_bot Monitor (kg-m/s^3): bot_cv5,ea_bot Monitor (kg-m/s^3): bot_cv6,ea_bot Monitor (kg-m/s^3): bot_cv7
0.0892695,4.2069744226533962e-07,7.4589380024381482e-07,2.3223326581107609e-06,1.7202136124371224e-05,4.1643998971626565e-05,0.00016480086857635501,-3.2861668022379352e-05
0.08932014,4.0843426720808749e-07,7.1277108026884582e-07,2.2230667583647941e-06,1.6937922476539817e-05,4.1294089291534739e-05,0.00016343617405547523,-3.3338605983544653e-05
0.08937077,3.9855803404270836e-07,6.8320773094987128e-07,2.1274467034493386e-06,1.6672633593489969e-05,4.0942835805149614e-05,0.00016204220921318971,-3.379210815648214e-05
0.08942141,3.9117554530653124e-07,6.5753503569414582e-07,2.0366045401644388e-06,1.6408134084987674e-05,4.0591497981916443e-05,0.00016062217022597936,-3.4222020313831772e-05
0.08947205,3.8633485585142188e-07,6.3596881613469146e-07,1.9515260019508759e-06,1.614637956817144e-05,4.0241497279218186e-05,0.00015917916217780327,-3.4628544447394179e-05
0.08952268,3.8402505814689531e-07,6.1860973065041757e-07,1.8730047819999283e-06,1.588932984924249e-05,3.9894382960360941e-05,0.00015771619387480878,-3.5012704015803536e-05
0.08957332,3.8417945872845965e-07,6.0545010910068991e-07,1.8016528048919663e-06,1.5638882921231273e-05,3.9551799520382742e-05,0.00015623613864365732,-3.5376200259707852e-05
0.08962395,3.8667380967800149e-07,5.9638062933937852e-07,1.7378685013593117e-06,1.5396796497579029e-05,3.9215426569979029e-05,0.00015474171672291194,-3.5720503297398851e-05
0.08967459,3.9132543219636145e-07,5.9119311129700019e-07,1.6818516594487829e-06,1.5164660282259477e-05,3.8886938284770708e-05,0.00015323548945969152,-3.6046523152302573e-05
0.08972522,3.9789209726383907e-07,5.8959552321662465e-07,1.6336135050101418e-06,1.4943871092642494e-05,3.8567972829333954e-05,0.00015171991796058035,-3.6355079186181782e-05
0.08977586,4.0607217729670055e-07,5.9120921825989145e-07,1.5929858849104468e-06,1.4735629613571251e-05,3.8260119544343516e-05,0.00015019739407525073,-3.6646359680256459e-05
0.08982649,4.155061690079995e-07,5.955748540456211e-07,1.5596340558350398e-06,1.4540935605557751e-05,3.7964928712742551e-05,0.00014867025829585595,-3.6919172495664166e-05
0.08987713,4.257877259090175e-07,6.0216762403616832e-07,1.5330803908794184e-06,1.436060863085258e-05,3.7683940547204829e-05,0.00014714076696811345,-3.7171592364943759e-05
0.08992776,4.3648101089179685e-07,6.104155163348449e-07,1.5127306785575667e-06,1.4195305072627048e-05,3.7418711873819705e-05,0.00014561108413590045,-3.7401269789742592e-05
0.0899784,4.471426013730812e-07,6.1972254085379078e-07,1.4979022813809817e-06,1.4045539158873828e-05,3.7170842375704277e-05,0.00014408332526200991,-3.7604908453558352e-05
0.09002903,4.5734763850760256e-07,6.2949584105429801e-07,1.4878514358656083e-06,1.3911692682659891e-05,3.6941975588531127e-05,0.00014255965324301339,-3.7777971653379136e-05
0.09007967,4.6671662306993418e-07,6.3917477147585e-07,1.4818021690307868e-06,1.3794031335299739e-05,3.673380728632812e-05,0.00014104228536949864,-3.7915908263333649e-05
0.0901303,4.7494197407878736e-07,6.4826023301518715e-07,1.4789708401514252e-06,1.3692687612393921e-05,3.6548044881161961e-05,0.00013953350686965506,-3.8014198517524209e-05
0.09018094,4.8185188108770733e-07,6.5638042358534392e-07,1.4786284092935496e-06,1.3607676352674883e-05,3.6386390755789969e-05,0.00013803587145401862,-3.806764727993273e-05
0.09023157,4.8737830341631346e-07,6.6326604849760077e-07,1.4800746641770303e-06,1.3538803847392289e-05,3.625038922854163e-05,0.00013655184565303138,-3.8071281632714534e-05
0.09028221,4.915189371236927e-07,6.6876532146161574e-07,1.4826612919565862e-06,1.3485622537114233e-05,3.6141313240488857e-05,0.00013508397540775978,-3.8021104598474671e-05
0.09033284,4.9442480845686604e-07,6.7287776919525029e-07,1.4858435077345518e-06,1.3447414646523404e-05,3.6060071115094747e-05,0.00013363478502847461,-3.7913884034271142e-05
0.09038348,4.9634182252264707e-07,6.7573643292773789e-07,1.4891914404599693e-06,1.3423155215411867e-05,3.6007073838304899e-05,0.00013220653015497968,-3.7746574783332076e-05
0.09043411,4.9757022259230683e-07,6.7758462987147506e-07,1.4924054288919296e-06,1.3411514016688018e-05,3.598212673896105e-05,0.00013080122251594816,-3.7517428445375898e-05
0.09048474,4.9842118113445328e-07,6.7873856667380792e-07,1.4953220603773702e-06,1.3410895983017958e-05,3.5984369837048952e-05,0.0001294205689073953,-3.7226257641863179e-05
0.09053538,4.9918270265807637e-07,6.7954473037973658e-07,1.4979123586489857e-06,1.341951867082703e-05,3.6012270415938495e-05,0.0001280658530645393,-3.6873810130036864e-05
0.09058601,5.0009660286037292e-07,6.8034631212088361e-07,1.5002795387002641e-06,1.343553886642985e-05,3.606368430215068e-05,0.00012673786434988133,-3.646175197467593e-05
0.09063665,5.0134106437636401e-07,6.8145221063212303e-07,1.5026487087282684e-06,1.3457196735421653e-05,3.6135968772049166e-05,0.00012543695298741298,-3.5993421727512625e-05
0.09068728,5.0302905777190128e-07,6.8311830310904541e-07,1.5053473314733653e-06,1.3482961819000224e-05,3.6226147240312413e-05,0.00012416314257071638,-3.5473451137521584e-05
0.09073792,5.0521607397684214e-07,6.855412452894725e-07,1.5087794768844235e-06,1.3511658407223903e-05,3.6331104497695126e-05,0.00012291618995252711,-3.4906666256795578e-05
0.09078855,5.0791084115828111e-07,6.8885927166501609e-07,1.5133953887386161e-06,1.3542553981168376e-05,3.6447798649876964e-05,0.00012169570868873363,-3.4298114938316327e-05
0.09083919,5.1109303440358685e-07,6.931683902682225e-07,1.5196640105876017e-06,1.3575398687654337e-05,3.657345977287734e-05,0.00012050117836759209,-3.3653810818371277e-05
0.09088982,5.1473336905325555e-07,6.9853463421415918e-07,1.5280507094985277e-06,1.3610412832184831e-05,3.6705755661049727e-05,0.00011933202163179536,-3.2979595859591693e-05
0.09094046,5.1880958315575914e-07,7.0501513791918235e-07,1.5390020352800184e-06,1.3648224445774082e-05,3.6842902746747158e-05,0.00011818758375756144,-3.2280629726198015e-05
0.09099109,5.2331850294428368e-07,7.1267523300658835e-07,1.5529386601791755e-06,1.3689770069981634e-05,3.698370488618439e-05,0.00011706704018097172,-3.1562086429932086e-05
0.09104173,5.2827721706226077e-07,7.215984258214641e-07,1.570254102733792e-06,1.3736180104734246e-05,3.7127543669816996e-05,0.00011596938503958049,-3.0829542811729144e-05
0.09109236,5.337261652431261e-07,7.3189588039655946e-07,1.5913231806616273e-06,1.3788667539537924e-05,3.7274324749296386e-05,0.00011489337913445197,-3.0088021372369448e-05
0.091143,5.3972830039488131e-07,7.4371268576229803e-07,1.6165183970994936e-06,1.3848440126102627e-05,3.7424410478267709e-05,0.00011383751531268628,-2.9341647039695666e-05
0.09119363,5.4636629733497316e-07,7.5722989376295132e-07,1.6462255988194628e-06,1.3916645660260471e-05,3.7578556329015135e-05,0.00011280011224537894,-2.8594793525966776e-05
0.09124427,5.5374157451624585e-07,7.7266652639389493e-07,1.6808621999714861e-06,1.3994350031163637e-05,3.7737857646643681e-05,0.00011177949123165431,-2.7851433418069658e-05
0.0912949,5.6197438558928402e-07,7.9028011029424922e-07,1.7208895608847835e-06,1.4082536755339858e-05,3.7903699310417211e-05,0.00011077402151469189,-2.7114034535522779e-05
0.09134554,5.7120147268995966e-07,8.1036400359937192e-07,1.7668162223307962e-06,1.4182118963136773e-05,3.8077711770508731e-05,0.00010978239193624863,-2.6383610388684978e-05
0.09139617,5.8157756214986098e-07,8.3324463896578109e-07,1.8191913861709827e-06,1.4293949277865707e-05,3.8261708938674772e-05,0.00010880374454087642,-2.5660450328277776e-05
0.09144681,5.9326864757080627e-07,8.5927111112289738e-07,1.8785827418078126e-06,1.44188138581561e-05,3.8457595777496905e-05,0.0001078377987415421,-2.4943733871881242e-05
0.09149744,6.0645299566533707e-07,8.8880400031466202e-07,1.9455412193067042e-06,1.455739618103564e-05,3.8667242303870532e-05,0.0001068849563278553,-2.4230742973265898e-05
0.09154808,6.2130514337368405e-07,9.2220192765365484e-07,2.0205581274587293e-06,1.4710217979455178e-05,3.8892339610018228e-05,0.00010594605348756004,-2.3517774428457518e-05
0.09159871,6.3799466140098993e-07,9.5979943150122058e-07,2.1040084259328468e-06,1.4877544971246248e-05,3.9134226465592835e-05,0.00010502240087681101,-2.2801203450181219e-05
0.09164935,6.5667513086799722e-07,1.0018853636810899e-06,2.1960974657670151e-06,1.5059284842772957e-05,3.9393714004902281e-05,0.00010411557030337289,-2.207701136889372e-05
0.09169998,6.7748073357234139e-07,1.0486746362742889e-06,2.29680535939461e-06,1.5254874478841085e-05,3.9670903506516542e-05,0.0001032270718627212,-2.1340365378793091e-05
0.09175062,7.0051102232393533e-07,1.100277689044341e-06,2.4058427961299422e-06,1.5463184013136848e-05,3.9965027542009256e-05,0.00010235803701376176,-2.0587664287797392e-05
0.09180125,7.2581393152535909e-07,1.1566626671067766e-06,2.522616474420413e-06,1.5682453083636981e-05,4.0274328895783364e-05,0.00010150894201097472,-1.9816963982575406e-05
0.09185189,7.5336756944122417e-07,1.2176215094718575e-06,2.6462174924711046e-06,1.5910282844417397e-05,4.059600239872317e-05,0.00010067935440823426,-1.9027207628687158e-05
0.09190252,7.8305634304756238e-07,1.2827394499632737e-06,2.7754291830352614e-06,1.6143688027300895e-05,4.0926216579500185e-05,9.9867734399243415e-05,-1.8218518347985591e-05
0.09195316,8.1464983241907202e-07,1.3513811054462221e-06,2.9087652602541821e-06,1.6379225557792777e-05,4.1260245458630331e-05,9.9071392274178391e-05,-1.7393786138477694e-05
0.09200379,8.477924606393153e-07,1.4226849420509719e-06,3.0445187678561922e-06,1.6613171222285307e-05,4.1592691000211271e-05,9.8286583054885338e-05,-1.6558491661128503e-05
0.09205443,8.8199454511987739e-07,1.4955761562247998e-06,3.1808292034903476e-06,1.6841738445227082e-05,4.1917790013148716e-05,9.7508746300430839e-05,-1.5719239149176051e-05
0.09210506,9.1664511897788526e-07,1.5688036892997883e-06,3.3157643068408466e-06,1.7061314330783636e-05,4.2229779279106324e-05,9.6732813820087595e-05,-1.4884283143016224e-05
0.0921557,9.5102900796981806e-07,1.6409991698997649e-06,3.4474305660271634e-06,1.7268720327145504e-05,4.2523306010770955e-05,9.5953675832533486e-05,-1.406368382786075e-05
0.09220634,9.8437263506133471e-07,1.7107419574821697e-06,3.5740162085794564e-06,1.7461371873547165e-05,4.2793752899922978e-05,9.5166544592719895e-05,-1.3267685186249983e-05
0.09225697,1.01588166822486e-06,1.7766552510177613e-06,3.6938995888071645e-06,1.7637445655244476e-05,4.3037570468643239e-05,9.436730581203028e-05,-1.250527905321417e-05
0.09230761,1.0447832259773411e-06,1.8374571791634648e-06,3.805678749809493e-06,1.7795919644901147e-05,4.325246627744493e-05,9.3552825520027325e-05,-1.1784634303894509e-05
0.09235824,1.0704075474756381e-06,1.8920634731442853e-06,3.9082404283899729e-06,1.7936597841312658e-05,4.3437556337395332e-05,9.2721172164242236e-05,-1.1113206413454837e-05
0.09240888,1.0922233421338859e-06,1.9396280395526015e-06,4.000776740094715e-06,1.8060032441619567e-05,4.3593371238096986e-05,9.1871675844723869e-05,-1.0496727244906178e-05
0.09245951,1.1098575987952069e-06,1.9795762621813635e-06,4.0827797387707933e-06,1.816739454305484e-05,4.3721761976401325e-05,9.1004965278416644e-05,-9.9382598214790988e-06
0.09251015,1.1230992719376171e-06,2.0116121530742419e-06,4.1540158594825974e-06,1.826030528060627e-05,4.3825716029791213e-05,9.0122848333901677e-05,-9.4396398983820617e-06
0.09256078,1.131903166482957e-06,2.0357101695998177e-06,4.2144978191622761e-06,1.8340657300693326e-05,4.3909113861390655e-05,8.9228140501237659e-05,-9.0011001292525632e-06
0.09261142,1.1363814953140787e-06,2.0520990334565224e-06,4.2644335726942066e-06,1.8410419732743176e-05,4.3976423449123802e-05,8.8324466007703133e-05,-8.6203735799980103e-06
0.09266205,1.1367784777438644e-06,2.0611998141172762e-06,4.3041796312398549e-06,1.8471466702301662e-05,4.4032374258891783e-05,8.7415987256538066e-05,-8.2929521180562779e-06
0.09271269,1.1334361366049344e-06,2.0635811777706969e-06,4.3341940804965261e-06,1.8525428144553207e-05,4.4081632764725837e-05,8.6507138474361227e-05,-8.013836748011336e-06
0.09276332,1.1267448510604236e-06,2.0599062043827289e-06,4.3550158014163928e-06,1.8573571606068474e-05,4.4128486335851956e-05,8.5602412380215938e-05,-7.7776938344995762e-06
0.09281396,1.1171421214192348e-06,2.0508737175149698e-06,4.367151639856379e-06,1.8616720902373339e-05,4.4176570349404693e-05,8.4706101220596654e-05,-7.5785026655738328e-06
0.09286459,1.1050613318202932e-06,2.037183308929518e-06,4.371083988766178e-06,1.8655235784920963e-05,4.4228676078739776e-05,8.38220959113904e-05,-7.4100823774922044e-06
0.09291523,1.0909033587359538e-06,2.0194938660969204e-06,4.3672562175743591e-06,1.8689015992148252e-05,4.4286599555223891e-05,8.2953719309462705e-05,-7.2675515984226784e-06
0.09296586,1.0750375721027322e-06,1.9984120208615919e-06,4.3560808474116125e-06,1.8717562816419995e-05,4.4351101688217142e-05,8.2103583005263583e-05,-7.146953076004557e-06
0.0930165,1.0577968366489638e-06,1.9744759650231675e-06,4.3379387824690935e-06,1.8740050424209797e-05,4.4421924471586354e-05,8.1273507095592411e-05,-7.0441675941991156e-06
0.09306713,1.0394903187198478e-06,1.9481677758754542e-06,4.313211247862921e-06,1.8755440119963304e-05,4.4497884049240867e-05,8.0464485959598944e-05,-6.955776657525334e-06
0.09311776,1.0204012575483478e-06,1.9199200826168575e-06,4.2823063192047332e-06,1.8762597330902563e-05,4.4577012595602577e-05,7.9676736799093025e-05,-6.8802381778893038e-06
0.0931684,1.0007900340946914e-06,1.8901255001088245e-06,4.2456842603277517e-06,1.8760402301748599e-05,4.4656721626030552e-05,7.8909707019255627e-05,-6.8168900659121814e-06
0.09321903,9.8089838791916519e-07,1.859145246084389e-06,4.2038765645264951e-06,1.8747860029702184e-05,4.4733994176884866e-05,7.8162182265228777e-05,-6.7657389481355817e-06
0.09326967,9.6094846215169917e-07,1.8273131647513307e-06,4.1574910847837662e-06,1.8724199063724254e-05,4.4805590533374915e-05,7.7432349441150888e-05,-6.727724352888404e-06
0.0933203,9.4113863573958856e-07,1.7949305831829541e-06,4.1071901064786572e-06,1.8688919220019022e-05,4.4868233259621882e-05,7.6717892913945898e-05,-6.7056627835436116e-06
0.09337094,9.2163938203280021e-07,1.7622629932842159e-06,4.0536670650105152e-06,1.8641837870858171e-05,4.4918790897365942e-05,7.6016140016683847e-05,-6.7028836571571222e-06
0.09342157,9.0258505068220068e-07,1.729531377899962e-06,3.9976098035925111e-06,1.8583093940386399e-05,4.4954433749581591e-05,7.532420313259542e-05,-6.7225886929015047e-06
0.09347221,8.8405081884242851e-07,1.6968907677241254e-06,3.9396477279610533e-06,1.8513114558582425e-05,4.4972750384568903e-05,7.4639068961878025e-05,-6.7686368491147781e-06
0.09352284,8.6604183452696543e-07,1.6644193726264114e-06,3.8803091046209242e-06,1.8432555717265403e-05,4.4971833357026738e-05,7.3957722585317072e-05,-6.8459321017208558e-06
0.09357348,8.4850893649253793e-07,1.6321173947551686e-06,3.8199912353313291e-06,1.8342223747321304e-05,4.4950307549285892e-05,7.3277330298704372e-05,-6.9588455178699232e-06
0.09362411,8.3134551386248073e-07,1.5998969656378095e-06,3.7589300970705468e-06,1.8242981090231421e-05,4.4907322980478478e-05,7.2595258631250156e-05,-7.1106523549713013e-06
0.09367475,8.1438856959545794e-07,1.567583693104522e-06,3.6971890807810907e-06,1.8135666097276025e-05,4.4842556561021122e-05,7.1909149746426663e-05,-7.3051262889015779e-06
0.09372538,7.974318695768492e-07,1.5349282637794281e-06,3.6346629631602507e-06,1.8021024098031864e-05,4.475617394526864e-05,7.1217105004295548e-05,-7.5461228052344071e-06
0.09377602,7.8024735653942076e-07,1.5016256489282105e-06,3.5710937730939844e-06,1.7899657100666322e-05,4.4648783520439877e-05,7.0517676612310046e-05,-7.8365198282160228e-06
0.09382665,7.6261236793664414e-07,1.4673543718821983e-06,3.5060957730006895e-06,1.7771993176141775e-05,4.4521380727003773e-05,6.9809874478575241e-05,-8.1777408730016297e-06
0.09387729,7.4433902487750137e-07,1.4317971898253557e-06,3.4391935641599291e-06,1.7638274643309027e-05,4.4375266653719045e-05,6.909329934481056e-05,-8.5707705871770463e-06
0.09392792,7.2530331286761385e-07,1.3946957497301404e-06,3.3698712507939547e-06,1.7498568114729726e-05,4.4211957387467007e-05,6.8368067365316254e-05,-9.0153636787514536e-06
0.09397856,7.0546844465067371e-07,1.3558869664414892e-06,3.2976272203294158e-06,1.7352784874339623e-05,4.403307966478813e-05,6.7634703902394607e-05,-9.5097803695862419e-06
0.09402919,6.8490127194583304e-07,1.3153377137736615e-06,3.2220377590008132e-06,1.7200720744851545e-05,4.384029331817008e-05,6.6894181320639832e-05,-1.0050531201963317e-05
0.09407983,6.6377607830364368e-07,1.2731685041047005e-06,3.1428163944069059e-06,1.7042101021571422e-05,4.3635213386168684e-05,6.6147802487900271e-05,-1.0633819829178569e-05
0.09413046,6.4236840134620494e-07,1.2296653631851518e-06,3.0598710872036707e-06,1.6876640922226142e-05,4.3419354891258923e-05,6.5397080576439832e-05,-1.1255109790739474e-05
0.0941811,6.2103636879920742e-07,1.1852703910815241e-06,2.9733463618067099e-06,1.6704108874025065e-05,4.3194104784311294e-05,6.4643712818105199e-05,-1.1908443477039844e-05
0.09423173,6.0019030392595785e-07,1.1405538578024739e-06,2.8836346568194419e-06,1.6524391353701256e-05,4.2960713571539661e-05,6.38894878827674e-05,-1.2586930466007199e-05
0.09428237,5.8026330958252973e-07,1.0961833669649831e-06,2.7913942468495967e-06,1.6337557247385838e-05,4.2720304015887874e-05,6.3136251777708749e-05,-1.328429540237268e-05
0.094333,5.6168393071591182e-07,1.0528834299739785e-06,2.6975029704335174e-06,1.6143937754307337e-05,4.2473916350003071e-05,6.2385948528987403e-05,-1.399445352474298e-05
0.09438364,5.4485493899499169e-07,1.0113825811470068e-06,2.6030146254535306e-06,1.5944139117810172e-05,4.222251859839947e-05,6.1640432025387862e-05,-1.4710827120580163e-05
0.09443427,5.3013230951465183e-07,9.7237465847914301e-07,2.5090849910993728e-06,1.5739101072669507e-05,4.1967094766431959e-05,6.0901563239103034e-05,-1.5426554383959208e-05
0.09448491,5.178034697801089e-07,9.3647981724674652e-07,2.4169179693665433e-06,1.5530066104524715e-05,4.1708679789842006e-05,6.017118323152099e-05,-1.613631907273937e-05
0.09453554,5.0808388275265477e-07,9.0422069946716363e-07,2.3276952983943475e-06,1.5318532884660279e-05,4.1448389313188207e-05,5.9451088903052289e-05,-1.683599427078144e-05
0.09458618,5.0111903920394741e-07,8.7600792080423395e-07,2.2425279886786356e-06,1.5106210242783202e-05,4.1187459529267574e-05,5.8743035574137938e-05,-1.7521497879441102e-05
0.09463681,4.9698668022277563e-07,8.5213375690794194e-07,2.1624112445689507e-06,1.4894929596559323e-05,4.0927242216289218e-05,5.8048710955959181e-05,-1.8189225587463302e-05
0.09468745,4.9569853538113344e-07,8.3277088185264277e-07,2.0881787720914468e-06,1.468654276694694e-05,4.0669160566286571e-05,5.7369648305180813e-05,-1.8836799801619333e-05
0.09473808,4.9720052709422711e-07,8.1797425191319885e-07,2.0204622223253207e-06,1.4482808965909429e-05,4.0414627229041576e-05,5.6707178429683461e-05,-1.9463127887468607e-05
0.09478872,5.0137126054477656e-07,8.0768400673302159e-07,1.9597140008018518e-06,1.4285385593780251e-05,4.0165044375069089e-05,5.6062440004440936e-05,-2.0067004946108542e-05
0.09483936,5.0802235787973598e-07,8.0173089050514495e-07,1.9062103738363496e-06,1.4095773575598772e-05,3.9921749580240908e-05,5.5436385879994186e-05,-2.0647991584865027e-05
0.09488999,5.1689281117697128e-07,7.9983479741564719e-07,1.8600307563073107e-06,1.391522242179788e-05,3.9685908177254981e-05,5.4829710473822467e-05,-2.1206949199027988e-05
0.09494063,5.2765190526971897e-07,8.0161414123601094e-07,1.821081883065597e-06,1.3744760467382933e-05,3.9458538653370857e-05,5.4242879424495811e-05,-2.1745083792285643e-05
0.09499126,5.3989492602099808e-07,8.0658143477555208e-07,1.789100491435492e-06,1.3585211594548528e-05,3.9240545888979084e-05,5.3676188681400073e-05,-2.226274482079624e-05
0.0950419,5.5315085469193695e-07,8.1415579554307583e-07,1.7636644671523765e-06,1.3437199648829287e-05,3.9032752068617013e-05,5.312982665945895e-05,-2.2760080352012118e-05
0.09509253,5.6689685977938653e-07,8.236787412769386e-07,1.7442143420178681e-06,1.3301208408000981e-05,3.883599634471496e-05,5.2603986426171497e-05,-2.323736253435841e-05
0.09514317,5.8058378050451286e-07,8.3443679259873917e-07,1.7300741686633166e-06,1.3177606254980336e-05,3.8651205014934154e-05,5.2098965388493628e-05,-2.3694349959650763e-05
0.0951938,5.9366387245633831e-07,8.4569116862830294e-07,1.7204724759923273e-06,1.3066658162752891e-05,3.8479439719023992e-05,5.1615235813742014e-05,-2.4129173465221098e-05
0.09524444,6.0563012245208496e-07,8.5671994983496044e-07,1.7145772134450776e-06,1.2968540562375662e-05,3.8321934810037533e-05,5.1153522513400294e-05,-2.4539237918634928e-05
0.09529507,6.1605387380747109e-07,8.6686109234700358e-07,1.711528394464588e-06,1.2883344175322928e-05,3.8180116147380413e-05,5.0714835334299137e-05,-2.4921812160128315e-05
0.09534571,6.2462748283921544e-07,8.7556202432599283e-07,1.7104810681655796e-06,1.2811065580287045e-05,3.8055574393748318e-05,5.030046911478117e-05,-2.5273656894439228e-05
0.09539634,6.3118988846913041e-07,8.8241866353394993e-07,1.7106428157886285e-06,1.2751575828566453e-05,3.7949983197025895e-05,4.991196400238883e-05,-2.559003857802328e-05
0.09544698,6.3574116322317056e-07,8.8720600919331943e-07,1.7113118915843543e-06,1.2704587543308725e-05,3.7865000394557377e-05,4.9550994801555088e-05,-2.5865604267569017e-05
0.09549761,6.3844231019927282e-07,8.8989298287198188e-07,1.7119116558326589e-06,1.2669608165534222e-05,3.7802135333799433e-05,4.9219235798236532e-05,-2.6096443345951123e-05
0.09554825,6.3958627166341923e-07,8.9063558248794932e-07,1.7120140154136066e-06,1.2645904816480363e-05,3.7762607882116756e-05,4.8918228345038605e-05,-2.6279070909677957e-05
0.09559888,6.3955921227788964e-07,8.897518901910826e-07,1.7113571369780259e-06,1.2632483560527753e-05,3.7747194721805774e-05,4.864919197541556e-05,-2.6409667558516194e-05
0.09564952,6.3878107071914185e-07,8.8766650297218558e-07,1.7098402725074292e-06,1.2628096891227392e-05,3.7756096282279759e-05,4.8412866912231898e-05,-2.648511034637108e-05
0.09570015,6.376520027566269e-07,8.8485749933016527e-07,1.7075196739939439e-06,1.2631302833568252e-05,3.7788870069243586e-05,4.8209431266112535e-05,-2.6504843928533209e-05
0.09575078,6.365063973609961e-07,8.8180124744750481e-07,1.7045928066141206e-06,1.2640563145367069e-05,3.7844413300332589e-05,4.8038431491943335e-05,-2.6469678333277688e-05
0.09580142,6.3559034333975944e-07,8.7892428607020248e-07,1.701372296195858e-06,1.2654366625951201e-05,3.7921017683470273e-05,4.7898790421140745e-05,-2.6380646244177795e-05
0.09585205,6.3504899786628677e-07,8.7656817432832645e-07,1.698253459909941e-06,1.2671365472991315e-05,3.8016480663028534e-05,4.7788881113836072e-05,-2.6239422311566289e-05
0.09590269,6.3492817008294312e-07,8.7497035153599166e-07,1.6956772267779427e-06,1.2690497859824024e-05,3.8128270362016058e-05,4.7706645823273021e-05,-2.6049682689726765e-05
0.09595332,6.352000268111293e-07,8.7427163155988639e-07,1.6941038289657479e-06,1.2711091493902136e-05,3.8253721797439636e-05,4.7649754101169317e-05,-2.581556443394564e-05
0.09600396,6.3579646776164007e-07,8.745368969296778e-07,1.6939883640718916e-06,1.2732919340950892e-05,3.8390241940015755e-05,4.7615775547976423e-05,-2.5540672028440247e-05
0.09605459,6.3664130975059232e-07,8.7578412939849636e-07,1.6957652130240039e-06,1.2756204085002486e-05,3.8535489483699764e-05,4.7602314845351927e-05,-2.5228684622314314e-05
0.09610523,6.3767651014600632e-07,8.7801417010665547e-07,1.6998412437347643e-06,1.2781574153375539e-05,3.8687510706542178e-05,4.760713183104736e-05,-2.4884545613325192e-05
0.09615586,6.3887935127823284e-07,8.8124343741016675e-07,1.7065997269985205e-06,1.2809980452277496e-05,3.8844817518189655e-05,4.7628193645952259e-05,-2.4512638555192421e-05
0.0962065,6.402705665599038e-07,8.8552244383347579e-07,1.7164078665574562e-06,1.2842589966590463e-05,3.9006412725093297e-05,4.766371954456409e-05,-2.411615014906933e-05
0.09625713,6.4191380853388228e-07,8.9095040866638275e-07,1.7296299838652547e-06,1.2880680358302904e-05,3.9171783354296965e-05,4.7712181192224453e-05,-2.369748900966833e-05
0.09630777,6.4390938208000992e-07,8.9768115630188015e-07,1.7466419051824287e-06,1.2925545417744923e-05,3.9340866701505228e-05,4.7772296861795267e-05,-2.3259714960980558e-05
0.0963584,6.4638569443567283e-07,9.0592283427950045e-07,1.7678471360615727e-06,1.2978429457113251e-05,3.9514004342130613e-05,4.784306056652581e-05,-2.2805344164084258e-05
0.09640904,6.4949068628512768e-07,9.1593294065452146e-07,1.7936899373758269e-06,1.3040489831648657e-05,3.9691898828194758e-05,4.7923765866219376e-05,-2.2335290614066451e-05
0.09645967,6.5338264333620379e-07,9.2800865695578976e-07,1.8246593949009997e-06,1.3112779886174128e-05,3.9875567749400872e-05,4.8014038784479248e-05,-2.1849283192395566e-05
0.09651031,6.5822319329137707e-07,9.4247678476631805e-07,1.8612863084842879e-06,1.3196247173355436e-05,4.0066294731523325e-05,4.8113875056404166e-05,-2.1348273050074067e-05
0.09656094,6.641749806093985e-07,9.5968631669276264e-07,1.9041329826196835e-06,1.3291741334478683e-05,4.0265577725622206e-05,4.822367369083645e-05,-2.0832656446633627e-05
0.09661158,6.7140224746098078e-07,9.8000061502669122e-07,1.9537727472583012e-06,1.3400005137219179e-05,4.0475051233557464e-05,4.8344227613814268e-05,-2.0301079911481994e-05
0.09666221,6.8005869595591019e-07,1.0037761326564999e-06,2.0107482108973199e-06,1.3521640197431952e-05,4.0696383570229633e-05,4.8476665068178577e-05,-1.9751715292320364e-05
0.09671285,6.9028905590416996e-07,1.0313475194773521e-06,2.0755282281958812e-06,1.3657051245174548e-05,4.0931148936087399e-05,4.8622351821887226e-05,-1.9184042079597349e-05
0.09676348,7.0222945989246806e-07,1.0630193509713438e-06,2.1484693866070397e-06,1.3806375562468258e-05,4.1180676975240442e-05,4.8782738733868912e-05,-1.859694754976051e-05
0.09681412,7.1600063055911328e-07,1.0990487519206591e-06,2.2297688989355765e-06,1.3969392783203072e-05,4.1445872529396181e-05,4.8959141476796163e-05,-1.7987803119097476e-05
0.09686475,7.3170747442635057e-07,1.1396216102598044e-06,2.3194175998349515e-06,1.4145428969309766e-05,4.1727019938582126e-05,4.9152485964872218e-05,-1.7353834858884269e-05
0.09691539,7.4943244547098889e-07,1.1848283630507362e-06,2.4171632618812522e-06,1.4333279194915183e-05,4.2023602129970193e-05,4.9363048938973481e-05,-1.6694658237368183e-05
0.09696602,7.6922359442673543e-07,1.2346368576760492e-06,2.5224863043722221e-06,1.4531170109178537e-05,4.2334164122460561e-05,4.9590216195528451e-05,-1.6010630897722097e-05
0.09701666,7.9107919428066294e-07,1.2888628445482588e-06,2.6345865197139358e-06,1.473676459783401e-05,4.2656231894052693e-05,4.9832303371546092e-05,-1.5300796400742566e-05
