Physical Time (s),phi_alt_flux_top Monitor (kg-m/s^3): top_cv1,phi_alt_flux_top Monitor (kg-m/s^3): top_cv2,phi_alt_flux_top Monitor (kg-m/s^3): top_cv3,phi_alt_flux_top Monitor (kg-m/s^3): top_cv4,phi_alt_flux_top Monitor (kg-m/s^3): top_cv5,phi_alt_flux_top Monitor (kg-m/s^3): top_cv6,phi_alt_flux_top Monitor (kg-m/s^3): top_cv7
0.05286294,1.8521359513555949e-06,9.572941631217553e-07,2.8470644008154156e-06,2.7077841161803864e-06,1.8485674981397895e-06,-2.169900956193081e-07,-3.6923090898581185e-06
0.05291357,1.8415311911024044e-06,9.4129146532067656e-07,2.8154440553584572e-06,2.6885910078585738e-06,1.800131708050956e-06,-2.1678727876269557e-07,-3.6762055822211804e-06
0.05296421,1.8254795795867934e-06,9.3597959971955599e-07,2.7764836577275809e-06,2.662303314307375e-06,1.7467746292202367e-06,-2.2218488984346344e-07,-3.6642027679380957e-06
0.05301484,1.8046508615485411e-06,9.3558055308932096e-07,2.7309919452325077e-06,2.6296660262131577e-06,1.6899541730336187e-06,-2.319927776518698e-07,-3.6550217090810734e-06
0.05306548,1.7784116575196838e-06,9.3359738772961332e-07,2.6784356596777258e-06,2.5901274438417023e-06,1.6298606337856689e-06,-2.4621095128274753e-07,-3.6485402973885775e-06
0.05311611,1.7460761979017736e-06,9.2560877089302443e-07,2.6183421512141686e-06,2.5432273693561466e-06,1.5666720485614401e-06,-2.6500710955696425e-07,-3.6447811427968757e-06
0.05316675,1.7082291996799372e-06,9.1080113393649891e-07,2.551677054915378e-06,2.4899224895126987e-06,1.5018652260222255e-06,-2.8684369390391327e-07,-3.6424217109189175e-06
0.05321738,1.6650040817872642e-06,8.8957065114692503e-07,2.478813660139867e-06,2.4305301565732291e-06,1.4362880603279693e-06,-3.1097497358603692e-07,-3.6402616771964925e-06
0.05326802,1.6172936357006915e-06,8.6412804752895271e-07,2.4013054025578763e-06,2.3663780024709452e-06,1.3714437759739367e-06,-3.3572908457636152e-07,-3.6367554488976434e-06
0.05331865,1.5664456014664887e-06,8.3738398828699473e-07,2.3213360594573937e-06,2.2993636135319621e-06,1.3091248027913266e-06,-3.5936112250962045e-07,-3.6302193802880217e-06
0.05336929,1.5141394724237863e-06,8.1245210271401198e-07,2.2414605136623343e-06,2.231761471340202e-06,1.2512130954699376e-06,-3.800505292447366e-07,-3.6189468663690406e-06
0.05341993,1.4620344867751316e-06,7.9164335293685422e-07,2.1640204200885792e-06,2.1657472373497297e-06,1.1993709179276306e-06,-3.9600852578027617e-07,-3.6012595293356408e-06
0.05347056,1.4116805126590683e-06,7.7572379583601809e-07,2.0910974817532866e-06,2.1033526694963933e-06,1.1549348278261821e-06,-4.0573057021007171e-07,-3.5758094753319017e-06
0.0535212,1.364298869066995e-06,7.5893080465258074e-07,2.021684541447633e-06,2.0436192758666718e-06,1.1160840196405851e-06,-4.1084403299989953e-07,-3.5444178921389875e-06
0.05357183,1.320187497840515e-06,7.5454834226336262e-07,1.9566309453949587e-06,1.9875018738923165e-06,1.0828340078944109e-06,-4.1103752802777054e-07,-3.5069873842297641e-06
0.05362247,1.2783451607878298e-06,7.5041338425237707e-07,1.8956908604765841e-06,1.9348672678597785e-06,1.0541173970848811e-06,-4.0705788464747876e-07,-3.4644394842189461e-06
0.0536731,1.245451027291087e-06,7.5831132791630332e-07,1.8465923631753104e-06,1.8935476979121627e-06,1.0363712549425476e-06,-3.9177639977411002e-07,-3.4098645547667835e-06
0.05372374,1.2230353242666174e-06,7.7580086760163344e-07,1.8087673180949015e-06,1.8630608518220543e-06,1.0295965090049016e-06,-3.6632564834685794e-07,-3.3446377357791622e-06
0.05377437,1.2097375274323658e-06,8.0034313023021895e-07,1.7808693622999422e-06,1.8421412922878103e-06,1.0330434504854868e-06,-3.3258385198301389e-07,-3.2708614432195157e-06
0.05382501,1.1986669549739333e-06,8.2464693633904116e-07,1.7561747261731677e-06,1.8241561692186092e-06,1.0378165747187259e-06,-2.9788087060733575e-07,-3.1961998710402121e-06
0.05387564,1.1879795212248208e-06,8.4702021343212757e-07,1.7331365856328166e-06,1.8076640828542499e-06,1.0417400849121899e-06,-2.6431214770265901e-07,-3.123167323796284e-06
0.05392627,1.1757064004832655e-06,8.659436184433925e-07,1.7098284751393094e-06,1.7908707531466815e-06,1.0427271390205974e-06,-2.3417339211375955e-07,-3.0542852466328985e-06
0.05397691,1.1658450318401583e-06,8.8591567648776474e-07,1.6900719630028056e-06,1.7777335388278769e-06,1.0448971163173075e-06,-2.0402336346811003e-07,-2.9864169468401916e-06
0.05402754,1.1586931333723915e-06,9.0820345049058376e-07,1.6742800202089602e-06,1.7688101489849491e-06,1.0491933608805781e-06,-1.7361130776121449e-07,-2.9196201969454149e-06
0.05407818,1.1568982508660049e-06,9.3741323650176131e-07,1.6649650410699521e-06,1.7667607214697783e-06,1.0588621119550525e-06,-1.4043431705135289e-07,-2.8516667374511993e-06
0.05412881,1.1563319712010804e-06,9.6520366420435818e-07,1.657498168774501e-06,1.767109351372756e-06,1.0705743908775681e-06,-1.0803248449889961e-07,-2.7861154009143452e-06
0.05417945,1.1527034343504276e-06,9.9089593110964531e-07,1.6465295396161652e-06,1.7646457520974058e-06,1.0805794130847288e-06,-7.9513240075393558e-08,-2.7258318372504312e-06
0.05423008,1.1472194413504873e-06,1.0143262117296601e-06,1.6331565306431356e-06,1.7605498504894511e-06,1.0912661059225665e-06,-5.1908084459371991e-08,-2.6674634050070295e-06
0.05428072,1.1374315225269385e-06,1.0332529094383875e-06,1.6152803438492297e-06,1.7526721319687389e-06,1.0994174490146743e-06,-2.7850705299248261e-08,-2.6141965717105957e-06
0.05433135,1.1239515064109069e-06,1.0486895699231892e-06,1.5940773960622576e-06,1.7420977177930976e-06,1.1029422581128634e-06,-7.4215583373643124e-09,-2.5667055037083538e-06
0.05438199,1.1090423312367184e-06,1.0636477711721838e-06,1.5729170927487762e-06,1.7320985976375393e-06,1.1093653695174748e-06,1.1443998512915877e-08,-2.5234591553863375e-06
0.05443262,1.0939590533145398e-06,1.0792859038380283e-06,1.5529562269454254e-06,1.7237672941410986e-06,1.1209421089527393e-06,3.0083865013659842e-08,-2.4832381513210426e-06
0.05448326,1.0801980003436665e-06,1.0973190169259345e-06,1.5363525055890019e-06,1.7192106937429143e-06,1.1398578792072737e-06,4.9884414113560164e-08,-2.4449639180015108e-06
0.05453389,1.067626866364402e-06,1.1176151550566315e-06,1.5227708236710142e-06,1.718340510181247e-06,1.1661261263023241e-06,7.1295015646017926e-08,-2.4081709969814612e-06
0.05458453,1.05588582566602e-06,1.1398136704931175e-06,1.512254984285234e-06,1.7207560488550701e-06,1.1989542177268861e-06,9.4332418806543669e-08,-2.3727365580249426e-06
0.05463516,1.0480271459591497e-06,1.1680927022869871e-06,1.5108448238833428e-06,1.7325342945888717e-06,1.2415528555498898e-06,1.1993023869446845e-07,-2.3389625373731408e-06
0.0546858,1.0334665518811936e-06,1.1877540327875225e-06,1.4974244245770716e-06,1.7325995165731382e-06,1.2787670895020632e-06,1.4444988020388585e-07,-2.3062102569155465e-06
0.05473643,1.0157098767742092e-06,1.203010691758563e-06,1.4777871640381219e-06,1.7265652694604537e-06,1.3131007349432767e-06,1.6879428678471462e-07,-2.2746099538124924e-06
0.05478707,9.8516601704242468e-07,1.2016534219700579e-06,1.435696273061999e-06,1.6980528203941677e-06,1.3310375731557527e-06,1.8688329410906886e-07,-2.2476213266790824e-06
0.05483771,9.6437666383973933e-07,1.2135579289022902e-06,1.4132937291796439e-06,1.6893018024845069e-06,1.3607080120666534e-06,2.0745716371990035e-07,-2.2245645969238531e-06
0.05488834,9.4426767848986209e-07,1.2260923516966557e-06,1.3919135535999518e-06,1.681655979950674e-06,1.3885623089852573e-06,2.2717572504246669e-07,-2.2048884637987127e-06
0.05493898,9.2006954200535212e-07,1.2335535892117538e-06,1.3640791759419815e-06,1.6676368862489414e-06,1.4077786383415894e-06,2.4217173357870015e-07,-2.1914088730618866e-06
0.05498961,8.9125601060563611e-07,1.2351868806447283e-06,1.3281541989779886e-06,1.6456644287689667e-06,1.4166161845728308e-06,2.5183974240494615e-07,-2.184247192536918e-06
0.05504025,8.4685471680165511e-07,1.2184326711596764e-06,1.2656784755261201e-06,1.5969637577598788e-06,1.4012422421596972e-06,2.5157602041405882e-07,-2.1844550669202643e-06
0.05509088,8.0007936810903144e-07,1.2005771991656428e-06,1.2012713388917297e-06,1.5466969625717491e-06,1.3784953982029451e-06,2.453557665753671e-07,-2.1930543594669997e-06
0.05514152,7.5234731336321681e-07,1.1810933344701844e-06,1.1323560412766901e-06,1.4923319503763416e-06,1.3472940235542349e-06,2.3435430513036068e-07,-2.2077440831063369e-06
0.05519215,7.0174265560611722e-07,1.1581918231725146e-06,1.0559756561100725e-06,1.4309721017634861e-06,1.305724005007658e-06,2.1788330500334765e-07,-2.2284971993521921e-06
0.05524278,6.4504236594313965e-07,1.1240978409651866e-06,9.6754913370707821e-07,1.3581093662958291e-06,1.2502531611140612e-06,1.9329248603842181e-07,-2.2573253282463231e-06
0.05529342,5.8217933606371733e-07,1.0810044909548699e-06,8.6666135778541046e-07,1.273460179462577e-06,1.1812061194229211e-06,1.6088622296201874e-07,-2.2936051135285309e-06
0.05534405,5.1576197973831197e-07,1.0327848895561019e-06,7.5629208195442713e-07,1.1801083143184048e-06,1.1020781983179202e-06,1.2378561199454753e-07,-2.334122977597412e-06
0.05539469,4.4751772325810436e-07,9.8309981508038409e-07,6.3806254069041712e-07,1.0797063146597635e-06,1.0152523652940716e-06,8.4169426286510404e-08,-2.3763970904993082e-06
0.05544532,3.7952815285004842e-07,9.3499084700428385e-07,5.1489322854173002e-07,9.7519356135185731e-07,9.2394653881364492e-07,4.4250434387474509e-08,-2.4181540810981641e-06
0.05549596,3.1538450180706748e-07,8.8969105533807974e-07,3.9311431094297607e-07,8.7301191689913137e-07,8.3384570503691778e-07,6.9620874122223524e-09,-2.4572349527726792e-06
0.05554659,2.5708152369323298e-07,8.490257011507869e-07,2.7638945718033871e-07,7.7677729959646117e-07,7.486759790594627e-07,-2.5124474604576469e-08,-2.4912871128730945e-06
0.05559723,2.0685150235980271e-07,8.1543348819995503e-07,1.6829699244995495e-07,6.9000943050377027e-07,6.7176213130004927e-07,-5.0229755937420579e-08,-2.5189459765521791e-06
0.05564786,1.6607478518015594e-07,7.906992575668523e-07,7.2612800301359823e-08,6.1635268220691376e-07,6.0660920947062463e-07,-6.5849429256016149e-08,-2.5380151010518572e-06
0.0556985,1.3382266997302236e-07,7.7360595999186161e-07,-1.1815005357425611e-08,5.543074961967195e-07,5.5267965128299699e-07,-7.175258459675964e-08,-2.5475445529716218e-06
0.05574913,1.0894293699619204e-07,7.6277723740207123e-07,-8.5853144132329695e-08,5.0267140682178364e-07,5.0931517797937786e-07,-6.8099524228331708e-08,-2.5474067030894787e-06
0.05579977,9.001717042392195e-08,7.5666930970818629e-07,-1.50329374610563e-07,4.6031007236569945e-07,4.7531987418570537e-07,-5.5890965057920073e-08,-2.5384668368897881e-06
0.0558504,7.3570339155624624e-08,7.5172604618207394e-07,-2.0809391465557032e-07,4.2410497255889746e-07,4.4719267338625288e-07,-3.8911282765844906e-08,-2.5245291824897086e-06
0.05590104,5.9093474635222576e-08,7.4730779844412642e-07,-2.591970890442748e-07,3.9378166453756858e-07,4.2589565208576259e-07,-1.8357015829014742e-08,-2.5069430740380511e-06
0.05595167,4.6815469011990856e-08,7.4335203211694138e-07,-3.0360169540840678e-07,3.6913329327982914e-07,4.0945392314295777e-07,5.245768940056142e-09,-2.4862064833264384e-06
0.05600231,3.5865232291808388e-08,7.3873584543458849e-07,-3.4264520242752291e-07,3.4855276345896861e-07,3.9591059183897203e-07,3.0313636594302422e-08,-2.4637815009563928e-06
0.05605294,2.5001275594753599e-08,7.320955495235284e-07,-3.7839715459356776e-07,3.2974751246650813e-07,3.8341273883134378e-07,5.497175014345492e-08,-2.4413040253792991e-06
0.05610358,1.3016246451571483e-08,7.2214558488575528e-07,-4.1307171957719194e-07,3.1021076445716442e-07,3.6955392403438135e-07,7.735977928655272e-08,-2.4203330209599169e-06
0.05615422,-1.0907632402983835e-09,7.0800048877842308e-07,-4.4843838721299378e-07,2.8802590451514329e-07,3.5238300845459235e-07,9.5741473054276103e-08,-2.4024618857672043e-06
0.05620485,-1.8753364583750867e-08,6.884793188973359e-07,-4.8659770209492683e-07,2.6096137682254183e-07,3.2976206028803177e-07,1.0808699885194015e-07,-2.3895924261455048e-06
0.05625549,-4.1046410775160919e-08,6.6277364876655184e-07,-5.2923801115151247e-07,2.2729205939248685e-07,3.0024587353114108e-07,1.1302748984259873e-07,-2.3829620587070765e-06
0.05630612,-6.6065596546214299e-08,6.331033996138205e-07,-5.7485867081159456e-07,1.8852977277766879e-07,2.6548833553525259e-07,1.120744624549071e-07,-2.3810688335345209e-06
0.05635676,-9.3769941222137854e-08,5.9980142724183463e-07,-6.2363753649094649e-07,1.4460642665025478e-07,2.254919091568613e-07,1.0500879565137547e-07,-2.3843042277379173e-06
0.05640739,-1.2365299391589845e-07,5.6364386874918379e-07,-6.7506532883586769e-07,9.6217200251204566e-08,1.8099101273105624e-07,9.1908652578429444e-08,-2.3927599538076231e-06
0.05645803,-1.5544096510963283e-07,5.251391707710874e-07,-7.2901321580103324e-07,4.3698591215792508e-08,1.32519316113987e-07,7.3023402736692619e-08,-2.4063465818640228e-06
0.05650866,-1.8951675793113152e-07,4.8399259346619557e-07,-7.8608343532235991e-07,-1.3303260684965025e-08,8.011687585395167e-08,4.8118896295670776e-08,-2.4254217553333675e-06
0.05655929,-2.2467661812666333e-07,4.4152372569148071e-07,-8.4527079248384408e-07,-7.3491024643932963e-08,2.5583284868770085e-08,1.8604005107504407e-08,-2.4486865745713569e-06
0.05660993,-2.5974384891836784e-07,3.9875115305641022e-07,-9.0688551642681125e-07,-1.3684846370598946e-07,-3.0842851790324352e-08,-1.5410981402128854e-08,-2.4761424219880113e-06
0.05666056,-2.934057984587328e-07,3.5695819611926929e-07,-9.6887607015641413e-07,-2.0097447943794115e-07,-8.6660285784510571e-08,-5.1322315866938161e-08,-2.505262956557558e-06
0.0567112,-3.2513792073717816e-07,3.170227295668703e-07,-1.031043493032473e-06,-2.6528655546055025e-07,-1.413623727610165e-07,-8.8631970857494512e-08,-2.5357125662834191e-06
0.05676183,-3.5390935020653537e-07,2.7996238626509611e-07,-1.0925754786933478e-06,-3.2857994498574137e-07,-1.939008110801625e-07,-1.2630612959548095e-07,-2.5666327695286221e-06
0.05681247,-3.7922590933851007e-07,2.4628722920469644e-07,-1.1532797718438788e-06,-3.9028510025934984e-07,-2.4392484582191294e-07,-1.6393659446246109e-07,-2.5977446900646683e-06
0.0568631,-4.01458831673694e-07,2.1534760311473031e-07,-1.2145347586824234e-06,-4.5162158657624265e-07,-2.9221049622848729e-07,-2.0094204048506262e-07,-2.6280298708097773e-06
0.05691374,-4.2046435122031528e-07,1.8772789960592687e-07,-1.2749627441038522e-06,-5.1077404840468749e-07,-3.3750410341323329e-07,-2.3679006480100863e-07,-2.6574000424085105e-06
0.05696437,-4.3597707514864766e-07,1.6391093217482949e-07,-1.3337129971308192e-06,-5.666147739326357e-07,-3.7873746031161719e-07,-2.701943988086203e-07,-2.6846218451021996e-06
0.05701501,-4.4648110234429119e-07,1.460799389117887e-07,-1.3865992703402215e-06,-6.1447652801293566e-07,-4.1239985685780982e-07,-2.9957547230559395e-07,-2.7091750077810875e-06
0.05706564,-4.5355634163384461e-07,1.3199703712706189e-07,-1.4357168166701164e-06,-6.5677989378016437e-07,-4.3974828288356698e-07,-3.2417851140580102e-07,-2.7294038703039768e-06
0.05711628,-4.5856783751570648e-07,1.198781392766622e-07,-1.4822384105951486e-06,-6.9497866086299635e-07,-4.6163779344154005e-07,-3.4397846941269371e-07,-2.7448460320725451e-06
0.05716691,-4.6334830369740772e-07,1.0753341403571865e-07,-1.5270867776897817e-06,-7.3042162111164127e-07,-4.7909785049715204e-07,-3.597363081922397e-07,-2.7559517433952653e-06
0.05721755,-4.6876741526801073e-07,9.3742674494302808e-08,-1.5701590622396768e-06,-7.6368188601132783e-07,-4.9269625387451845e-07,-3.7159711692174082e-07,-2.7629847628303219e-06
0.05726818,-4.7526662334205284e-07,7.7783647962178732e-08,-1.6109211000204319e-06,-7.9502272319410052e-07,-5.029545384825077e-07,-3.8000843007095907e-07,-2.7663041948588396e-06
0.05731882,-4.8194968353761786e-07,6.0321661354709119e-08,-1.647786961222255e-06,-8.2372457616974005e-07,-5.0969461909488233e-07,-3.8442103305651694e-07,-2.7655091022128952e-06
0.05736945,-4.8832075059373901e-07,4.17689103266631e-08,-1.6796528836145496e-06,-8.4960452372615031e-07,-5.1319229767648363e-07,-3.8499635806535028e-07,-2.7608526790811467e-06
0.05742009,-4.9410819261397811e-07,2.2329602140956474e-08,-1.706123383945824e-06,-8.7315126739378646e-07,-5.1449222736459207e-07,-3.8265913397981917e-07,-2.7532585365130859e-06
0.05747073,-4.9868150570132859e-07,2.8557250186644943e-09,-1.7262064532250322e-06,-8.9405348373338524e-07,-5.139096885977834e-07,-3.7782396933399878e-07,-2.7432086214302285e-06
0.05752136,-5.0201864678211105e-07,-1.6524824793597868e-08,-1.7401837555983897e-06,-9.1318312356846189e-07,-5.1331591047132845e-07,-3.7155001403117061e-07,-2.7316816147196761e-06
0.057572,-5.0375606989467054e-07,-3.5251503738295146e-08,-1.7483776823001129e-06,-9.3108262875322696e-07,-5.1316177863441631e-07,-3.6466624512052107e-07,-2.7193843979192508e-06
0.05762263,-5.0366745504053269e-07,-5.3178755756673948e-08,-1.7508996339782933e-06,-9.4762093845845507e-07,-5.1371405853134579e-07,-3.5745523332501987e-07,-2.7065485047096735e-06
0.05767327,-5.0140745373627292e-07,-6.9802226745592021e-08,-1.7482725729850734e-06,-9.6270297308433653e-07,-5.1541387648038871e-07,-3.5091129786328815e-07,-2.6941948207545867e-06
0.0577239,-4.9724368951111351e-07,-8.4682627616551035e-08,-1.7409931110287998e-06,-9.7591261631770562e-07,-5.1865192402948267e-07,-3.4603892469098397e-07,-2.6835319531537487e-06
0.05777454,-4.9297702879492505e-07,-9.9647544196563267e-08,-1.731334245500305e-06,-9.8841498255890015e-07,-5.2495300488476683e-07,-3.4562132659396554e-07,-2.6775513714618315e-06
0.05782517,-4.877369129711712e-07,-1.1577765391665125e-07,-1.7255666834206465e-06,-1.0072204995457196e-06,-5.3749869550444599e-07,-3.4452332456044629e-07,-2.666971155926816e-06
0.0578758,-4.7719367193390282e-07,-1.2429574766310588e-07,-1.7077410197519673e-06,-1.011735757658221e-06,-5.4275602811213167e-07,-3.4688818701179117e-07,-2.6637314835273462e-06
0.05792644,-4.6361920372539101e-07,-1.3037707203531286e-07,-1.6871580665146863e-06,-1.0115070296376555e-06,-5.4709965227894651e-07,-3.532274953380038e-07,-2.6653260415884402e-06
0.05797707,-4.4619856276526963e-07,-1.3189210170647426e-07,-1.6609991543263366e-06,-1.0019759311811536e-06,-5.4704409419104879e-07,-3.6416600416025871e-07,-2.673996339453687e-06
0.05802771,-4.3003255961678987e-07,-1.3522322523604417e-07,-1.6399645791572692e-06,-9.9457714436615082e-07,-5.5058447642986486e-07,-3.8083430615451422e-07,-2.68755984090263e-06
0.05807834,-4.1539417716554626e-07,-1.410110045764397e-07,-1.6245404789784268e-06,-9.8907504188362538e-07,-5.5740368419680914e-07,-4.0389595387547324e-07,-2.7070494425105314e-06
0.05812898,-4.0267245972849981e-07,-1.4975296645517339e-07,-1.6160439996421817e-06,-9.8635377691988882e-07,-5.6819267932398135e-07,-4.3439025198106365e-07,-2.7336657110106104e-06
0.05817961,-3.9199745456024791e-07,-1.6100407931637006e-07,-1.6144310814272455e-06,-9.8611424850689923e-07,-5.8249159075451103e-07,-4.7207751147579307e-07,-2.767428243617853e-06
0.05823025,-3.8381147190452979e-07,-1.7520442462990102e-07,-1.619715201659548e-06,-9.8826723584790515e-07,-6.0019912296837124e-07,-5.172898019045601e-07,-2.8090134090288029e-06
0.05828088,-3.7567242758778612e-07,-1.8989447698145972e-07,-1.6286863541954793e-06,-9.8976726404119913e-07,-6.1822922748952416e-07,-5.670013057734548e-07,-2.8556510342568023e-06
0.05833152,-3.6869784385369859e-07,-2.0627798525813526e-07,-1.6407359994742619e-06,-9.9056295817105363e-07,-6.3627202343880806e-07,-6.2042696226105936e-07,-2.9065769757211658e-06
0.05838215,-3.6305894067633224e-07,-2.2546935050055109e-07,-1.6551818759258602e-06,-9.913611204571523e-07,-6.5393978257811967e-07,-6.7458857496909645e-07,-2.9579035115451392e-06
0.05843279,-3.594784624776474e-07,-2.5103812190140782e-07,-1.6697371857343839e-06,-9.9128514574589398e-07,-6.699193107921218e-07,-7.2698351850566132e-07,-3.0068438457964328e-06
0.05848342,-3.5684436909022386e-07,-2.7032146540870655e-07,-1.6811251989182678e-06,-9.8836050066944064e-07,-6.8246494040418878e-07,-7.7637604421551781e-07,-3.052620071462961e-06
0.05853406,-3.5382552477367847e-07,-2.8648785434750661e-07,-1.6853094985855229e-06,-9.8018204311478051e-07,-6.8925624652460817e-07,-8.2045082546589125e-07,-3.0931156439945151e-06
0.05858469,-3.4845839588079297e-07,-3.0306124367442857e-07,-1.6776064240124641e-06,-9.634850757489022e-07,-6.8732562340422472e-07,-8.5683512411224916e-07,-3.1264029300184197e-06
0.05863533,-3.3865147209194868e-07,-3.1232395445806369e-07,-1.6532547345672277e-06,-9.3462286416139276e-07,-6.7345451571343685e-07,-8.8303671663813201e-07,-3.1504538780572056e-06
0.05868596,-3.2064283213458204e-07,-3.0885796783904898e-07,-1.6040978039177701e-06,-8.8529873290316421e-07,-6.4101348793687433e-07,-8.9648962367334012e-07,-3.1646506201265793e-06
0.0587366,-2.9704970786772122e-07,-2.9550731118308624e-07,-1.5329407142896629e-06,-8.192940669280921e-07,-5.9277922429460175e-07,-8.9683247255374449e-07,-3.1671899973322969e-06
0.05878724,-2.6160235792127251e-07,-2.7202926312555253e-07,-1.4402636556854595e-06,-7.3741985104307823e-07,-5.2947469749723987e-07,-8.8402085421731697e-07,-3.1576639528242367e-06
0.05883787,-2.1417999968823844e-07,-2.3466678146533999e-07,-1.3329457689626716e-06,-6.3679773709567802e-07,-4.4830083608529661e-07,-8.5535634409416119e-07,-3.1332880336564533e-06
0.05888851,-1.5871539030681713e-07,-1.8813055386754419e-07,-1.2142615098519112e-06,-5.2321420744855265e-07,-3.5510099538831337e-07,-8.170984388885216e-07,-3.1003128874427852e-06
0.05893914,-9.2467405803268704e-08,-1.2969562649577364e-07,-1.0837382560958699e-06,-3.9499465678901185e-07,-2.4816901916428105e-07,-7.6816122415200351e-07,-3.0576806293851081e-06
0.05898978,-1.7919033775168214e-08,-6.1254729067089719e-08,-9.4510574834803266e-07,-2.5511990426949168e-07,-1.3036514623437313e-07,-7.1202369858481104e-07,-3.0088775982016315e-06
0.05904041,6.147348448256983e-08,1.3898463297940155e-08,-8.0258039159562697e-07,-1.0808405422217702e-07,-6.0253698868391195e-09,-6.5347886927127699e-07,-2.9586616832294694e-06
0.05909105,1.4318148666124689e-07,9.3015500173421952e-08,-6.5851546035306979e-07,4.2510986892493998e-08,1.2136062482354738e-07,-5.9636700281504577e-07,-2.9108564336078221e-06
0.05914168,2.2601576160050076e-07,1.7455401535747368e-07,-5.1221735771604005e-07,1.9485725410182562e-07,2.5006656928860468e-07,-5.425861065844774e-07,-2.8673133578765373e-06
0.05919231,3.0592936393151454e-07,2.5395325409519631e-07,-3.6535526857952467e-07,3.4398450952728657e-07,3.7513693555804421e-07,-4.9648507520563937e-07,-2.8322478712310561e-06
0.05924295,3.851338049268507e-07,3.325415236249425e-07,-2.1422592485629908e-07,4.9115539826507657e-07,4.9779657900559931e-07,-4.5641861607143184e-07,-2.8039231552129744e-06
0.05929358,4.7723516176761262e-07,4.235408346626631e-07,-4.4671280811408939e-08,6.4963952771064414e-07,6.3128081523482174e-07,-4.0850367124500985e-07,-2.7684711142724743e-06
0.05934422,5.7665981535414219e-07,5.2042294742769991e-07,1.382836850384659e-07,8.1330879597117298e-07,7.6958490339154901e-07,-3.5790811541723911e-07,-2.7310694750252559e-06
0.05939485,6.5969385872104227e-07,5.9860351930190915e-07,3.0220681088456982e-07,9.5792254575108265e-07,8.886210849805392e-07,-3.279859982894229e-07,-2.7151072657973189e-06
0.05944549,7.3674730911612118e-07,6.687414705935733e-07,4.5524417179259952e-07,1.0942719421485047e-06,9.993653971368844e-07,-3.0713732720613455e-07,-2.7090488888355003e-06
0.05949612,8.1025956818582333e-07,7.3429606739474396e-07,6.0347484789728291e-07,1.2254814322647871e-06,1.1051607513896869e-06,-2.9146750695210416e-07,-2.7091314443214784e-06
0.05954676,8.8118258071755946e-07,7.964943612665979e-07,7.5254064830576085e-07,1.3532081662671978e-06,1.2079400436223113e-06,-2.7852167963847981e-07,-2.7130260100314065e-06
0.05959739,9.5013284517899802e-07,8.5653961761646836e-07,9.0710557764196074e-07,1.4798945984904095e-06,1.3098118412135533e-06,-2.6586817223625572e-07,-2.7187232856314237e-06
0.05964803,1.0166766340093215e-06,9.1414333383370046e-07,1.0656597511755072e-06,1.6046874858741336e-06,1.4101793814476409e-06,-2.5284503267255625e-07,-2.7254519424805831e-06
0.05969866,1.0831468497307341e-06,9.7223897727489927e-07,1.2286421361429302e-06,1.7301562760736535e-06,1.5118395908056333e-06,-2.3599166450010073e-07,-2.7297951130459787e-06
0.0597493,1.1499994551294902e-06,1.0319271238184007e-06,1.3933937732492075e-06,1.8569172156690885e-06,1.6156902047335901e-06,-2.1369644793557297e-07,-2.7301941611613941e-06
0.05979993,1.2156213351759722e-06,1.0920555636452e-06,1.5551533891702676e-06,1.9836449718898311e-06,1.7205525957690762e-06,-1.8692293304989546e-07,-2.7275464095691009e-06
0.05985057,1.279223943343224e-06,1.1520087145950629e-06,1.7103781962165055e-06,2.1096257607917458e-06,1.8258820556740747e-06,-1.558096074765209e-07,-2.7219638039418634e-06
0.0599012,1.3404388540827621e-06,1.211311424955449e-06,1.8566469356864658e-06,2.2344699395690662e-06,1.9313929963510226e-06,-1.20278215571462e-07,-2.713490797255125e-06
0.05995184,1.3989753755962638e-06,1.2693741987563571e-06,1.9922168936196537e-06,2.3576527069981873e-06,2.0366500623449476e-06,-8.0730433831440015e-08,-2.7023665189372077e-06
0.06000247,1.4539167644295607e-06,1.3248445938762097e-06,2.114737523779721e-06,2.4768864383713711e-06,2.1397297653522644e-06,-3.7912429571297647e-08,-2.688773046217625e-06
0.06005311,1.5051438016868234e-06,1.3755881305622638e-06,2.2243265561528461e-06,2.5921828318106944e-06,2.2405016690415626e-06,7.5154441435687435e-09,-2.6734995233506212e-06
0.06010375,1.5520132686808188e-06,1.421411011637249e-06,2.3205768024455302e-06,2.7024148656298094e-06,2.3377479548908417e-06,5.407232314913086e-08,-2.6579891182727475e-06
0.06015438,1.5941690676721582e-06,1.4622094451945063e-06,2.4033322385119838e-06,2.8064350138762028e-06,2.4302308710309077e-06,1.0050456384473184e-07,-2.6435465994672411e-06
0.06020502,1.6302380730071909e-06,1.4968536474204499e-06,2.4713438587066085e-06,2.9019001105339538e-06,2.5156322370625839e-06,1.4429811134490892e-07,-2.6324805086082999e-06
0.06025565,1.6602667310110588e-06,1.5251604652511924e-06,2.5256748986318553e-06,2.9880797737428094e-06,2.5933370689672964e-06,1.8505985414741591e-07,-2.6247417057012222e-06
0.06030629,1.6843027315467805e-06,1.5473643863251872e-06,2.5673871113660763e-06,3.0644604824763604e-06,2.6628560808354594e-06,2.219565466156285e-07,-2.6210495363672799e-06
