Physical Time (s),massspec_vol Monitor (N): cv1,massspec_vol Monitor (N): cv2,massspec_vol Monitor (N): cv3,massspec_vol Monitor (N): cv4,massspec_vol Monitor (N): cv5,massspec_vol Monitor (N): cv6,massspec_vol Monitor (N): cv7
0.06217978,2.1503334658683938e-07,3.3846816906657463e-07,5.722837117644195e-07,1.0332164073949418e-06,1.2696019167876909e-06,1.9298016939397507e-06,1.9332276510285628e-06
0.06223041,2.0890365240848393e-07,3.3853110944218688e-07,5.7369640493549134e-07,1.0345847603093671e-06,1.2673827690489013e-06,1.9323065474219938e-06,1.9357309838467498e-06
0.06228105,2.0313411881265924e-07,3.3895615402018541e-07,5.7517165781779666e-07,1.0359419563757481e-06,1.2652076302980259e-06,1.9347978075055735e-06,1.9382205979741603e-06
0.06233168,1.9799174613081007e-07,3.3966936182704798e-07,5.7668199774861539e-07,1.0372897734764411e-06,1.2630818910784709e-06,1.9372809257074383e-06,1.9407019454003993e-06
0.06238232,1.9365976690280562e-07,3.4060529012293137e-07,5.7821494710368884e-07,1.0386315306907299e-06,1.261012689865342e-06,1.939762915593598e-06,1.943182034920002e-06
0.06243295,1.9023861597600429e-07,3.4170134616125258e-07,5.7976116037672211e-07,1.0399634535669493e-06,1.2590001713116281e-06,1.9422435655802758e-06,1.9456606352744208e-06
0.06248359,1.8773501849072202e-07,3.4290025715869111e-07,5.8131076834663006e-07,1.0412749214361581e-06,1.2570384055951371e-06,1.9447163775885657e-06,1.9481311973334815e-06
0.06253422,1.8611602327432973e-07,3.441612575174909e-07,5.8286171651404862e-07,1.0425614318668073e-06,1.255127765834119e-06,1.9471809332420815e-06,1.9505932971477625e-06
0.06258486,1.8529866250891988e-07,3.4545392718402174e-07,5.8441237312104287e-07,1.0438190697054689e-06,1.2532692680801798e-06,1.9496371439043801e-06,1.9530467943509371e-06
0.06263549,1.8514459286834394e-07,3.4675457031466285e-07,5.8595681181502168e-07,1.0450414838189595e-06,1.2514612665919948e-06,1.9520819971613603e-06,1.9554886384772868e-06
0.06268613,1.8547424042854463e-07,3.480555423028699e-07,5.8749492393424758e-07,1.0462294654909093e-06,1.2497089591310755e-06,1.9545189742837193e-06,1.9579222765423593e-06
0.06273676,1.8611509104861724e-07,3.4936183811779512e-07,5.8903100845135816e-07,1.0473896247065999e-06,1.2480238676983101e-06,1.9569577064771182e-06,1.9603572732474762e-06
0.0627874,1.8695406335344995e-07,3.5068003760499809e-07,5.9056448745228885e-07,1.048526821886713e-06,1.2464157886676264e-06,1.9594057955240896e-06,1.9628011709202775e-06
0.06283804,1.8793129468832364e-07,3.5201951932858319e-07,5.920920314246819e-07,1.0496469490133747e-06,1.2448961906249757e-06,1.9618723319566648e-06,1.9652630013492232e-06
0.06288867,1.8902301559738165e-07,3.5339217600988918e-07,5.9360841915454366e-07,1.0507599490081462e-06,1.2434806290690766e-06,1.9643703505318567e-06,1.9677557310456327e-06
0.06293931,1.9022843159183172e-07,3.5480542408245253e-07,5.9510189193269975e-07,1.0518723183370713e-06,1.2421818206586544e-06,1.9669099260304771e-06,1.9702893622576282e-06
0.06298994,1.9154739301122942e-07,3.5626047570433221e-07,5.9655345167658859e-07,1.0529871289057561e-06,1.2410090765703547e-06,1.9694977519218119e-06,1.9728704952213822e-06
0.06304058,1.9297529331730992e-07,3.5775349599602171e-07,5.9793993819874194e-07,1.0541034053268325e-06,1.2399678282302165e-06,1.9721366214936642e-06,1.975501855687532e-06
0.06309121,1.9450353263111324e-07,3.5928008689899876e-07,5.9923831968983041e-07,1.0552184907228626e-06,1.2390617636226628e-06,1.9748276072285414e-06,1.978184393872643e-06
0.06314185,1.9612189011724716e-07,3.6083641831085169e-07,6.0042580403807107e-07,1.0563265433647618e-06,1.2382913393865533e-06,1.9775686474940839e-06,1.9809159799153491e-06
0.06319248,1.9781826707941026e-07,3.6241747437695108e-07,6.0147987124605907e-07,1.0574186565859693e-06,1.2376536919838824e-06,1.980354513473301e-06,1.9836912177716626e-06
0.06324312,1.9957988507771826e-07,3.640104762778255e-07,6.0237887553978114e-07,1.0584833428859923e-06,1.2371430816555928e-06,1.9831772842325018e-06,1.9865021466145956e-06
0.06329375,2.013972854262141e-07,3.6558794633575385e-07,6.0310682425697389e-07,1.0595126383622621e-06,1.2367566121191042e-06,1.9860320898405963e-06,1.9893437433497002e-06
0.06334439,2.0326037275717851e-07,3.6708616484327709e-07,6.036498348421666e-07,1.0604974944918552e-06,1.2364899693262143e-06,1.9889127792336744e-06,1.9922097348053014e-06
0.06339502,2.0516309260756819e-07,3.6839442138862759e-07,6.040013049292264e-07,1.0614337725845398e-06,1.2363425056566333e-06,1.9918176334742911e-06,1.9950983131874237e-06
0.06344566,2.0710144827391593e-07,3.6936748307558187e-07,6.0416042764968062e-07,1.0623200446000407e-06,1.2363153188409826e-06,1.9947468920906516e-06,1.9980095834652107e-06
0.06349629,2.0906839331819682e-07,3.6986262299107316e-07,6.0412576911037385e-07,1.0631513308969364e-06,1.2364050783442909e-06,1.9976968372909963e-06,2.0009397863636256e-06
0.06354693,2.1106075848944209e-07,3.6980676830686635e-07,6.0390240843486259e-07,1.0639274092370734e-06,1.2366122081561179e-06,2.0006679323588005e-06,2.0038892501091031e-06
0.06359756,2.1307256791273942e-07,3.6921466632807708e-07,6.0349543745015978e-07,1.0646454349339381e-06,1.2369338049273617e-06,2.003657358674788e-06,2.0068551238077291e-06
0.0636482,2.1510160785948695e-07,3.6816021748829758e-07,6.0291601366863621e-07,1.0653066214601646e-06,1.2373698677310427e-06,2.0066656311992401e-06,2.0098378543674142e-06
0.06369883,2.1714679409007645e-07,3.6672281262019612e-07,6.0217901423453446e-07,1.0659136422283944e-06,1.2379209111930653e-06,2.0096943739097428e-06,2.0128390554224208e-06
0.06374947,2.1920949461927572e-07,3.649608028989359e-07,6.0130418566509811e-07,1.0664717297327925e-06,1.2385895490012631e-06,2.0127473329066729e-06,2.0158624151900464e-06
0.0638001,2.2128674117376537e-07,3.6290186246548222e-07,6.0030793358490958e-07,1.06698142791767e-06,1.2393732329046907e-06,2.0158235004037437e-06,2.0189069226873378e-06
0.06385073,2.2337720146388163e-07,3.6056035319211703e-07,5.9921119453879794e-07,1.0674453463098126e-06,1.240270951124478e-06,2.0189237660206366e-06,2.0219734572710142e-06
0.06390137,2.254779585869598e-07,3.5795136643326617e-07,5.9803588392829355e-07,1.067864125804817e-06,1.2412784818539215e-06,2.02204597951659e-06,2.0250598736805405e-06
0.063952,2.2757711641927363e-07,3.5510354719064229e-07,5.968026385326358e-07,1.0682317680225381e-06,1.2423853089617348e-06,2.0251819086877218e-06,2.0281579849785166e-06
0.06400264,2.296462761659073e-07,3.5207331371760843e-07,5.9553397231474172e-07,1.0685420497650772e-06,1.2435785797590817e-06,2.0283212835784586e-06,2.0312575263143414e-06
0.06405327,2.3162452299191767e-07,3.4894933590339106e-07,5.942539070183128e-07,1.0687899974694084e-06,1.2448451751178113e-06,2.031453716437098e-06,2.034348118818269e-06
0.06410391,2.3336068658094154e-07,3.4583369351589809e-07,5.9297833726925585e-07,1.0689633965433196e-06,1.246165759082482e-06,2.0345627239168255e-06,2.0374133620219688e-06
0.06415454,2.3454592835006251e-07,3.4283078727881673e-07,5.9172152577922302e-07,1.0690529266112914e-06,1.2475217708731412e-06,2.0376327703258289e-06,2.0404377817705888e-06
0.06420518,2.346969979478108e-07,3.4003983974783466e-07,5.9049870906529986e-07,1.0690513818518149e-06,1.2488966349105103e-06,2.0406503378923318e-06,2.0434079472401613e-06
0.06425581,2.3330615918237046e-07,3.3754381651064696e-07,5.8932118506838785e-07,1.0689531089154126e-06,1.2502743253280572e-06,2.0436025238649987e-06,2.0463110536149192e-06
0.06430645,2.3012941893335801e-07,3.3541781280399581e-07,5.8820910647641806e-07,1.0687649579203514e-06,1.2516512968699077e-06,2.0464890356919471e-06,2.049146912952012e-06
0.06435708,2.2531700897188926e-07,3.337225154845638e-07,5.8718769950258925e-07,1.0685018782806206e-06,1.2530325323380699e-06,2.049318080324162e-06,2.0519239030797899e-06
0.06440772,2.1930899832340011e-07,3.3249304912322712e-07,5.8627896341812323e-07,1.0681794489993178e-06,1.2544229197018096e-06,2.0520977380631669e-06,2.0546503072634597e-06
0.06445835,2.1270724776235162e-07,3.3173848841818922e-07,5.8550773694895457e-07,1.0678193103754473e-06,1.2558329798554736e-06,2.0548417744647656e-06,2.0573400484965123e-06
0.06450899,2.0613907420481433e-07,3.3143375743119273e-07,5.8489553475974599e-07,1.0674414017065943e-06,1.2572714841185593e-06,2.0575621702737087e-06,2.0600053625577085e-06
0.06455962,2.0005328189653348e-07,3.3152466009180012e-07,5.8445694334196113e-07,1.0670611662302581e-06,1.2587425215982343e-06,2.0602661297207448e-06,2.0626536768996992e-06
0.06461026,1.9470182832095119e-07,3.3194259572980436e-07,5.8420147618595201e-07,1.066692481518899e-06,1.2602487384502927e-06,2.0629594178191656e-06,2.0652909944607407e-06
0.06466089,1.9020476824058423e-07,3.3261774775165667e-07,5.8413526311032526e-07,1.0663487588847114e-06,1.2617920514396338e-06,2.0656470832622698e-06,2.0679226289099108e-06
0.06471153,1.8655069643266498e-07,3.3348544855630128e-07,5.8425766972976095e-07,1.066039649862757e-06,1.2633714181751087e-06,2.0683312841013036e-06,2.0705509976239585e-06
0.06476216,1.8366353275313693e-07,3.3449010496785207e-07,5.8456189197994599e-07,1.0657695610278723e-06,1.2649822806482752e-06,2.0710107476994873e-06,2.0731750435408946e-06
0.0648128,1.8148515318714583e-07,3.3558944363494325e-07,5.8504051670496956e-07,1.0655434875029426e-06,1.2666223057302023e-06,2.0736866907187599e-06,2.0757962200180104e-06
0.06486343,1.7997623650309361e-07,3.3674320593614199e-07,5.8567736438351112e-07,1.0653574893483354e-06,1.2682834067125166e-06,2.0763547708856464e-06,2.0784103866046397e-06
0.06491407,1.7910070851026793e-07,3.3792082049734435e-07,5.8645586964976715e-07,1.0652075923421581e-06,1.2699602150338783e-06,2.0790137712580732e-06,2.081016491617065e-06
0.0649647,1.7880187926438601e-07,3.3910238826249661e-07,5.8735947460402781e-07,1.0650893816497493e-06,1.2716507797699103e-06,2.0816662506146097e-06,2.0836172625246556e-06
0.06501534,1.7899161827036988e-07,3.4027421182347542e-07,5.883696843512096e-07,1.064991743357911e-06,1.2733501250587466e-06,2.0843120126668547e-06,2.0862125692746693e-06
0.06506597,1.7956098502772278e-07,3.4143433992153921e-07,5.8947234973384509e-07,1.0649033186341089e-06,1.2750568965999503e-06,2.0869547087117318e-06,2.0888061623705375e-06
0.06511661,1.8039983240793353e-07,3.4259174467960241e-07,5.9065977626110331e-07,1.0648145206176597e-06,1.2767755200300298e-06,2.0896038356105645e-06,2.0914075583871272e-06
0.06516724,1.8141519996625976e-07,3.4375495151826145e-07,5.9192469964022437e-07,1.0647114734389261e-06,1.2785089541730262e-06,2.0922670976301042e-06,2.0940244973596358e-06
0.06521788,1.8254094369434586e-07,3.4493143448352327e-07,5.9325917227194916e-07,1.0645780957336955e-06,1.2802603894621052e-06,2.0949520453620243e-06,2.0966644312000544e-06
0.06526851,1.8373504894121008e-07,3.4612960331278018e-07,5.9465578607144746e-07,1.0643993840192935e-06,1.2820347059435525e-06,2.0976674967589543e-06,2.0993361389839211e-06
0.06531915,1.8498500276896027e-07,3.4735983791018799e-07,5.9610733965685578e-07,1.0641633252692681e-06,1.2838388808820801e-06,2.1004240886865172e-06,2.1020501062076859e-06
0.06536978,1.8628985912708136e-07,3.4862812194006293e-07,5.9759809732201099e-07,1.0638563068171666e-06,1.2856763111388096e-06,2.1032285924788396e-06,2.1048127984996624e-06
0.06542042,1.8765579164127796e-07,3.4994218181992942e-07,5.9911134425488002e-07,1.0634704647305249e-06,1.2875516518786254e-06,2.1060885508938779e-06,2.1076316262533887e-06
0.06547106,1.8908802602070243e-07,3.5130869299271367e-07,6.0062861721951543e-07,1.0630037864955081e-06,1.2894691659108789e-06,2.1090106053809949e-06,2.110513194589289e-06
0.06552169,1.9059041342761681e-07,3.5273229497164327e-07,6.0213094737093929e-07,1.0624597898342687e-06,1.2914317187923139e-06,2.111999606747177e-06,2.1134623092402327e-06
0.06557233,1.9216886892223174e-07,3.5421874863562047e-07,6.0360134508041872e-07,1.0618498412306606e-06,1.2934437265691428e-06,2.1150616136546064e-06,2.1164850920871721e-06
0.06562296,1.9382254546133294e-07,3.557658792007827e-07,6.0501799825773645e-07,1.0611853424520446e-06,1.2955029280445833e-06,2.1181957659918642e-06,2.1195808269916241e-06
0.0656736,1.9555019853306846e-07,3.5737017425519205e-07,6.0635976522919524e-07,1.0604826255451993e-06,1.2976065096456473e-06,2.1214005380528724e-06,2.1227481431047219e-06
0.06572423,1.9734685235541224e-07,3.5902248721894353e-07,6.0759976901643045e-07,1.0597582359712717e-06,1.2997488893867985e-06,2.1246714501213262e-06,2.1259827515978772e-06
0.06577487,1.9920249594825583e-07,3.6070840490564147e-07,6.0870698440390673e-07,1.059025330257442e-06,1.3019197258623044e-06,2.1279990482152833e-06,2.1292754131061347e-06
0.0658255,2.0111031017790052e-07,3.624175970030688e-07,6.0965582767312546e-07,1.0582998012028361e-06,1.3041119875039709e-06,2.1313770876778856e-06,2.1326200358648127e-06
0.06587614,2.0306349281299806e-07,3.6414250950677846e-07,6.10423945625428e-07,1.0575960643338917e-06,1.3063191939460466e-06,2.1347998174578441e-06,2.1360110369889929e-06
0.06592677,2.0505700120926805e-07,3.6588081528038589e-07,6.1099550296127423e-07,1.056924681420727e-06,1.3085361013994127e-06,2.1382626540035302e-06,2.1394439153626228e-06
0.06597741,2.0709221781927891e-07,3.6763765282734428e-07,6.1136717417994508e-07,1.0563017383720839e-06,1.3107649326256267e-06,2.1417684606019363e-06,2.1429216471702906e-06
0.06602804,2.0916980643151656e-07,3.6941213839112672e-07,6.1154028819153619e-07,1.0557424757842235e-06,1.3130073660955468e-06,2.1453194647962147e-06,2.1464465129878366e-06
0.06607868,2.1128664266948719e-07,3.7118763908037712e-07,6.1151762036060433e-07,1.0552559468072641e-06,1.31526070512014e-06,2.1489134605942601e-06,2.150016346030389e-06
0.06612931,2.1344100637464731e-07,3.7292337290572501e-07,6.1130636176522552e-07,1.0548514526349498e-06,1.3175251944887458e-06,2.1525508670641675e-06,2.1536316063546748e-06
0.06617995,2.1562425586855031e-07,3.7452916709066519e-07,6.1090955540280004e-07,1.0545274649923691e-06,1.3197927363813998e-06,2.1562241292911049e-06,2.157284688270461e-06
0.06623058,2.1782177781253384e-07,3.7585910286915274e-07,6.103265932751809e-07,1.0542721422378335e-06,1.3220497923482834e-06,2.1599199596310264e-06,2.160962278055088e-06
0.06628122,2.2002259812604815e-07,3.7674232116110845e-07,6.0956373338795592e-07,1.0540737961313075e-06,1.3242859551466656e-06,2.1636281453015813e-06,2.1646540672260127e-06
0.06633185,2.2220995693457587e-07,3.7702797059588691e-07,6.0862378803200713e-07,1.0539120175528627e-06,1.3264840986838671e-06,2.1673315990544451e-06,2.168342895152318e-06
0.06638249,2.2437755086021236e-07,3.7665728687345634e-07,6.0752649143554568e-07,1.0537790007453276e-06,1.3286406665997042e-06,2.1710277723955572e-06,2.1720260899937333e-06
0.06643312,2.2652283809558372e-07,3.7565009601622596e-07,6.0629592331337673e-07,1.0536669858743275e-06,1.3307524561762368e-06,2.1747141287117187e-06,2.1757010026855425e-06
0.06648375,2.2864314779925086e-07,3.7406163701148959e-07,6.0495669662935275e-07,1.0535687275677896e-06,1.332815368659635e-06,2.1783872026883567e-06,2.1793640450360512e-06
0.06653439,2.3073746891773774e-07,3.7195363586416916e-07,6.0354015963741528e-07,1.0534781558157804e-06,1.3348271406181639e-06,2.1820454077337555e-06,2.1830134960775411e-06
0.06658502,2.3280711645590995e-07,3.6938914654549554e-07,6.0208715708733939e-07,1.0533958174112177e-06,1.3367906677505925e-06,2.1856921275464244e-06,2.1866526317886088e-06
0.06663566,2.3483410057457791e-07,3.6642253631283416e-07,6.0063066358641454e-07,1.0533112732282282e-06,1.3386972968042941e-06,2.1893186946368889e-06,2.1902726810646374e-06
0.06668629,2.3677968442585545e-07,3.6312743159924833e-07,5.9920649884191314e-07,1.0532232311783886e-06,1.3405463917951581e-06,2.1929250523061402e-06,2.1938734329446015e-06
0.06673693,2.385623869406166e-07,3.5958962336423885e-07,5.9783444270711636e-07,1.0531165861196705e-06,1.3423240024307864e-06,2.1964967138527431e-06,2.1974403062141526e-06
0.06678756,2.4003815766964435e-07,3.5593526874981568e-07,5.9654228271779508e-07,1.0529885254865678e-06,1.3440278003708238e-06,2.2000316550327919e-06,2.2009711877936431e-06
0.0668382,2.4094558920907482e-07,3.5229272216580396e-07,5.9534331480462861e-07,1.0528250011697749e-06,1.3456437387603088e-06,2.2035154322309569e-06,2.204451533923238e-06
0.06688883,2.4093078149808094e-07,3.4879205466611706e-07,5.9424783394280722e-07,1.052612123118866e-06,1.3471587692539644e-06,2.2069345888296697e-06,2.2078677853766582e-06
0.06693947,2.396715602170177e-07,3.4555972147413318e-07,5.9327058840090316e-07,1.0523432842346933e-06,1.3485672553067602e-06,2.2102829481866228e-06,2.2112137426569047e-06
0.0669901,2.3701392837067155e-07,3.4270659418854668e-07,5.9243204887249501e-07,1.052020830874674e-06,1.3498730638157865e-06,2.2135638057624031e-06,2.2144925885102242e-06
0.06704074,2.3299945696730487e-07,3.4031447993535027e-07,5.9175044592809931e-07,1.0516482486610702e-06,1.3510810335519228e-06,2.2167813084132361e-06,2.2177084182123124e-06
0.06709137,2.2789385583520018e-07,3.3844125496483273e-07,5.9124676279694859e-07,1.05123442712838e-06,1.3522023008892167e-06,2.2199456890034688e-06,2.2208714272612436e-06
0.06714201,2.2212388040914897e-07,3.3712316659325726e-07,5.9094459779303293e-07,1.0507948969459129e-06,1.3532545925239477e-06,2.2230736733771665e-06,2.2239982965152586e-06
0.06719264,2.1610729194959828e-07,3.3635901886093992e-07,5.9086075029019429e-07,1.0503411910659472e-06,1.3542529711053193e-06,2.2261791363241401e-06,2.2271028427689972e-06
0.06724328,2.1025409143812656e-07,3.3611067580196997e-07,5.910055797605539e-07,1.0498828650166462e-06,1.3552106684261642e-06,2.2292738703562035e-06,2.2301968606969043e-06
0.06729391,2.0485303128355436e-07,3.3631169651741017e-07,5.9138416716541539e-07,1.0494270221522407e-06,1.3561394725678719e-06,2.2323681005100954e-06,2.2332905406292475e-06
0.06734455,2.0007109649310851e-07,3.3687537332778987e-07,5.9198950786062111e-07,1.0489732396973045e-06,1.3570436921654473e-06,2.2354644152502773e-06,2.236386451290431e-06
0.06739518,1.9599573570814026e-07,3.3771328252340883e-07,5.9280630241516786e-07,1.0485153220457123e-06,1.3579227310164389e-06,2.2385603515161458e-06,2.2394821080247137e-06
0.06744582,1.9266997258214271e-07,3.387485815308414e-07,5.9381480448229808e-07,1.0480468885608428e-06,1.3587769057595704e-06,2.2416542300909902e-06,2.2425758536063294e-06
0.06749645,1.9011514251519844e-07,3.3991371690851495e-07,5.9498615987273913e-07,1.0475570502435256e-06,1.3596031013979943e-06,2.2447408173984507e-06,2.2456623936353982e-06
0.06754709,1.8832982554064355e-07,3.4114955535921893e-07,5.9628578316011845e-07,1.0470288485891977e-06,1.3603926162991151e-06,2.2478090970998476e-06,2.248730781434189e-06
0.06759772,1.8729065443643888e-07,3.4241995046585626e-07,5.9768762219675676e-07,1.0464570971151848e-06,1.3611491433840647e-06,2.2508602818735524e-06,2.2517821781332727e-06
0.06764836,1.8693299000053825e-07,3.4370037890057711e-07,5.9916691895242341e-07,1.0458372214881364e-06,1.3618760817196629e-06,2.2538953267874801e-06,2.2548175499468363e-06
0.06769899,1.8714713634704355e-07,3.4497885133739628e-07,6.0070286235108799e-07,1.0451669511823961e-06,1.3625795826720282e-06,2.2569178590167734e-06,2.2578405309648426e-06
0.06774963,1.8779651913206199e-07,3.4625681168972448e-07,6.0228179843886394e-07,1.0444500775853044e-06,1.3632710856393188e-06,2.2599366923262829e-06,2.2608599477155394e-06
0.06780026,1.8874461618190726e-07,3.475478688190689e-07,6.03900038620826e-07,1.0436962731479608e-06,1.3639674233474653e-06,2.2629663143845383e-06,2.2638902940394029e-06
0.0678509,1.8988460310605411e-07,3.4886655774277651e-07,6.0555861883643995e-07,1.0429144824958952e-06,1.3646854241529747e-06,2.2660205604024669e-06,2.2669454427679943e-06
0.06790153,1.9114752617908774e-07,3.5022456493684703e-07,6.0726166790426682e-07,1.0421109034083563e-06,1.3654376749070734e-06,2.2691093848880494e-06,2.2700353742140339e-06
0.06795217,1.9249899228123871e-07,3.5163285200572891e-07,6.0901777629555056e-07,1.0412928629383205e-06,1.3662389197746413e-06,2.2722443620904214e-06,2.2731716702842563e-06
0.0680028,1.9393444947472217e-07,3.5309939370593968e-07,6.1083533873733393e-07,1.0404651964958438e-06,1.3670989599097716e-06,2.275433121410332e-06,2.2763620153907133e-06
0.06805344,1.9545702622657995e-07,3.5462646279899498e-07,6.1271794403827811e-07,1.0396297573808281e-06,1.3680254975481344e-06,2.2786806061005806e-06,2.279611393166729e-06
0.06810408,1.9706784102990609e-07,3.5621143031295796e-07,6.1466455662224606e-07,1.0387840543541715e-06,1.369020273230064e-06,2.2819859552889453e-06,2.2829190544544366e-06
0.06815471,1.9876224422795668e-07,3.5784670716806326e-07,6.1666967103726866e-07,1.0379246791790032e-06,1.3700837724602695e-06,2.285346781544647e-06,2.2862827038532121e-06
0.06820535,2.0053250430073641e-07,3.5952105831580618e-07,6.187228818457122e-07,1.0370463234520708e-06,1.3712137888262401e-06,2.2887577062679696e-06,2.2896971184009928e-06
0.06825598,2.0236880151019261e-07,3.6122229217010259e-07,6.2080750298471779e-07,1.0361427206304687e-06,1.3724051727199222e-06,2.292210599111405e-06,2.2931544462815585e-06
0.06830662,2.0426032064953321e-07,3.6293870091925912e-07,6.228992975477151e-07,1.0352079340292184e-06,1.3736523684664175e-06,2.2956971308737681e-06,2.2966466504947763e-06
0.06835725,2.0619920946827253e-07,3.6465978506063909e-07,6.24969911499627e-07,1.0342387064501368e-06,1.3749510466541555e-06,2.2992105007123445e-06,2.3001674232214666e-06
0.06840789,2.0817905110602806e-07,3.6636609887402704e-07,6.2698695013289511e-07,1.0332348361754166e-06,1.3762993220508365e-06,2.3027464735855771e-06,2.3037131330861409e-06
0.06845852,2.1019573918623609e-07,3.6801267829107392e-07,6.2891538170592342e-07,1.032197619008054e-06,1.3776966628933291e-06,2.3063022250561525e-06,2.3072817707371555e-06
0.06850916,2.1225066947377915e-07,3.695144963832573e-07,6.3072482742901415e-07,1.0311347370226885e-06,1.3791478108097475e-06,2.3098800320425512e-06,2.3108765760427412e-06
0.06855979,2.1433765599537615e-07,3.7073442823875551e-07,6.3237999665236078e-07,1.0300472456528875e-06,1.3806507616418496e-06,2.3134753160180551e-06,2.3144941377916771e-06
0.06861043,2.1644994445915389e-07,3.7151827379531599e-07,6.3384901797298792e-07,1.028934603633968e-06,1.3822016734963165e-06,2.3170815827102284e-06,2.3181292802532961e-06
0.06866106,2.185794961491712e-07,3.7175287377045606e-07,6.3510356555483642e-07,1.0277957797905462e-06,1.3837959221191958e-06,2.3206917466299782e-06,2.3217763773831212e-06
0.0687117,2.2071743220563264e-07,3.7141295720697197e-07,6.3611979437704608e-07,1.0266282099839249e-06,1.3854266579116329e-06,2.3242965719694575e-06,2.325427695870378e-06
0.06876233,2.228563903020662e-07,3.7054877490040777e-07,6.3687981725592862e-07,1.0254316188477733e-06,1.3870892183467506e-06,2.3278891968494389e-06,2.3290779369410098e-06
0.06881297,2.2499187063046299e-07,3.6923632310760383e-07,6.3737190027068267e-07,1.0242056903557057e-06,1.3887790543477455e-06,2.3314628294458373e-06,2.332721727409722e-06
0.0688636,2.2712715994685108e-07,3.6754714798364529e-07,6.3760082859958008e-07,1.0229623056234812e-06,1.3905039269229141e-06,2.3350237105861209e-06,2.3363666310413275e-06
0.06891424,2.2925742583372318e-07,3.6551623922226337e-07,6.3756417502347838e-07,1.0217016732895459e-06,1.3922601779518368e-06,2.3385663814151747e-06,2.3400084711952343e-06
0.06896487,2.3137990289315089e-07,3.631630572821281e-07,6.3726543963471198e-07,1.0204251064108792e-06,1.3940448705690796e-06,2.3420865147490397e-06,2.3436439406878149e-06
0.06901551,2.334950411173227e-07,3.605117398140002e-07,6.3671563679298721e-07,1.0191379706570308e-06,1.3958598795157269e-06,2.3455846660877409e-06,2.3472744992652597e-06
0.06906614,2.3558299233213138e-07,3.5759693197587922e-07,6.3591840787719588e-07,1.0178340942574159e-06,1.3976952585477395e-06,2.3490497249828723e-06,2.3508897733700139e-06
0.06911678,2.3759537847356079e-07,3.5448953092272485e-07,6.3487984023592481e-07,1.0165064530551172e-06,1.3995405717355641e-06,2.3524704613981714e-06,2.3544790502896854e-06
0.06916741,2.3942931178166398e-07,3.5129779313499838e-07,6.3361277510446344e-07,1.0151503227674907e-06,1.4013876266509593e-06,2.3558382282568489e-06,2.3580340050798258e-06
0.06921804,2.4084231924939194e-07,3.4813805542480167e-07,6.3212242555724316e-07,1.0137513286581245e-06,1.4032187511888044e-06,2.3591350239938226e-06,2.3615368035631502e-06
0.06926868,2.4141932140348978e-07,3.4512898466938853e-07,6.3042155653962773e-07,1.012297083015857e-06,1.4050185862790334e-06,2.3623456578475002e-06,2.3649722780313235e-06
0.06931931,2.4066934518345538e-07,3.4238238358784779e-07,6.2853681627638551e-07,1.0107825366959334e-06,1.4067793192605271e-06,2.3654626497548317e-06,2.3683327200971652e-06
0.06936995,2.3826808224854922e-07,3.3998789397806497e-07,6.2650080358025601e-07,1.0092020222169581e-06,1.4084923048837783e-06,2.3684779162876056e-06,2.37160969340582e-06
0.06942058,2.3425502520489392e-07,3.380145553925021e-07,6.2435679157709421e-07,1.0075552086817675e-06,1.4101535239360088e-06,2.3713884249060536e-06,2.3747997463711379e-06
0.06947122,2.2897092027126457e-07,3.3651529328815624e-07,6.2216028377756299e-07,1.0058534145053978e-06,1.4117711668822028e-06,2.3742033066072438e-06,2.3779114333666751e-06
0.06952185,2.2291628858905095e-07,3.3551339094862124e-07,6.1996658193826506e-07,1.004110882927684e-06,1.4133562035070387e-06,2.3769346642319087e-06,2.380956196559553e-06
0.06957249,2.1663962617840039e-07,3.349967409527001e-07,6.1783049925940514e-07,1.002343543656913e-06,1.4149211479399907e-06,2.3795962443611507e-06,2.3839471039919828e-06
0.06962312,2.1062020637764739e-07,3.3492428597029468e-07,6.158056431902143e-07,1.0005709682861219e-06,1.4164818777024899e-06,2.3822051318124709e-06,2.3869005121661228e-06
0.06967376,2.0513066871088619e-07,3.3523073454768286e-07,6.1393587018764856e-07,9.9880865443684191e-07,1.418049647849883e-06,2.3847736796774501e-06,2.3898280396269756e-06
0.06972439,2.0030495456882618e-07,3.3584037297580725e-07,6.1225372333977583e-07,9.970668188556465e-07,1.4196304066129231e-06,2.3873089998215238e-06,2.392736166023213e-06
0.06977503,1.9619593245651178e-07,3.3668455169169749e-07,6.1078572487791231e-07,9.9535581029226304e-07,1.4212302001585833e-06,2.3898182054108955e-06,2.3956314074768945e-06
0.06982566,1.9278820902265631e-07,3.3770186972763711e-07,6.0954832274432354e-07,9.9368122489674868e-07,1.4228500617198967e-06,2.3923033629050472e-06,2.3985151271468271e-06
0.0698763,1.9006503423954933e-07,3.3883830051402275e-07,6.0854930457225704e-07,9.9204304949482604e-07,1.4244855793211335e-06,2.3947610459485494e-06,2.401383300939091e-06
0.06992693,1.8803816412888701e-07,3.4005169315944392e-07,6.0779639842918597e-07,9.904453376656094e-07,1.4261358151778111e-06,2.3971912828586661e-06,2.4042353538245409e-06
0.06997757,1.8670845993770939e-07,3.4130682496796437e-07,6.0729363460484387e-07,9.8889136136388607e-07,1.4277990547249976e-06,2.3995933320370211e-06,2.4070699464183397e-06
