Physical Time (s),ep_top Monitor (kg-m/s^3): top_cv1,ep_top Monitor (kg-m/s^3): top_cv2,ep_top Monitor (kg-m/s^3): top_cv3,ep_top Monitor (kg-m/s^3): top_cv4,ep_top Monitor (kg-m/s^3): top_cv5,ep_top Monitor (kg-m/s^3): top_cv6,ep_top Monitor (kg-m/s^3): top_cv7
0.0609139,-0.0061170624502619323,-0.0085283953100274736,-0.012128510002187072,-0.015444857159965287,-0.013404151044253193,-0.0088727515315513115,-0.0090313674696773649
0.06096454,-0.0066385261583692921,-0.0091917856759384433,-0.012877019360500747,-0.016126458284932817,-0.01419092515760258,-0.0099737680068184217,-0.010278770186517749
0.06101517,-0.0071225761442140385,-0.0098286018945357746,-0.013640937255089879,-0.016847894499939182,-0.015013301711821875,-0.011069547192130172,-0.011504677279793311
0.06106581,-0.0075520756220100807,-0.010415436464880846,-0.014393492019572844,-0.017587929832260849,-0.015848296958704496,-0.01213436324070458,-0.012681080468876239
0.06111644,-0.0079124789352370412,-0.01093134605408624,-0.015108285873744787,-0.018324143739745283,-0.016671813878621367,-0.013141612903893487,-0.013780019328845402
0.06116708,-0.0081914450793310785,-0.011357628132679123,-0.015759223911924435,-0.019032832931739942,-0.017458645816207905,-0.014063579954681556,-0.014773122965726446
0.06121771,-0.0083793004188620849,-0.011678612801835055,-0.016321967455324413,-0.019690186837394149,-0.018183557485275479,-0.014871971471986881,-0.015632053757623658
0.06126835,-0.0084703352024416267,-0.011883566211480153,-0.016776814440525228,-0.020275396641844041,-0.018824787231295066,-0.015542318176907946,-0.01633298330084746
0.06131898,-0.008462289403355739,-0.011966118518525529,-0.017108392762298419,-0.020770480865820732,-0.019363915046226362,-0.016054212547273232,-0.016856662152635003
0.06136962,-0.0083562017294626298,-0.01192407964645999,-0.017305533146512585,-0.02116020500420571,-0.019785703552659878,-0.016390668111526674,-0.017187574690894995
0.06142025,-0.0081563509360156154,-0.011759444650519379,-0.017361762000463868,-0.021432927582737796,-0.02007903825141133,-0.016539640131162062,-0.01731541295397394
0.06147089,-0.0078698913891582564,-0.011477951716585603,-0.017274856700123381,-0.021580512580748834,-0.020236701563603958,-0.016493949638605909,-0.017234832162428628
0.06152153,-0.0075064306858341583,-0.011088384515844166,-0.017046677970683474,-0.02159805589410585,-0.020255134507533076,-0.016251264982269729,-0.016945380245924957
0.06157216,-0.0070771513208355676,-0.010601934547514121,-0.016681919843409106,-0.021483145978646177,-0.020133448849797467,-0.015812687988058328,-0.016449937109434997
0.0616228,-0.0065947647813455043,-0.010031656511997913,-0.016187269758598806,-0.021234915223018673,-0.019872469556800682,-0.015181799822746467,-0.015753733265765821
0.06167343,-0.0060720073801396263,-0.0093914828566813643,-0.015571652318934681,-0.020854545145471547,-0.019475068523797556,-0.014364658642631501,-0.014864230819019808
0.06172407,-0.0055216665295294565,-0.0086960802615097168,-0.014845471452458665,-0.020344235327902235,-0.018945157644893847,-0.013369340505929375,-0.013790756134806743
0.0617747,-0.0049547707186432923,-0.0079589077786040765,-0.014018954237051915,-0.019706122370599526,-0.018286509469010715,-0.012203999780556607,-0.012542383116975336
0.06182533,-0.004380556272033001,-0.0071923385336813087,-0.013102488238742334,-0.018942703202267399,-0.017503180115782127,-0.010877533080913061,-0.011128665493087296
0.06187597,-0.003805858517265098,-0.0064070254599090338,-0.012106435389756746,-0.018057019781427784,-0.016599660998055741,-0.0094000902529082844,-0.0095601566661993077
0.0619266,-0.0032353655453991751,-0.0056121665524717446,-0.01104194909191422,-0.017053811842995394,-0.015581991038980154,-0.007784197499432521,-0.0078496045197930988
0.06197724,-0.0026712732083453922,-0.0048147266869176652,-0.0099202465906046249,-0.015939371639471428,-0.014457563679045216,-0.0060442637877107415,-0.0060114410348599285
0.06202787,-0.0021137189189892026,-0.0040195188034623788,-0.0087526029752432108,-0.014721886108040509,-0.013235454750047192,-0.0041970108172845171,-0.004062295616849983
0.06207851,-0.0015606076023363679,-0.0032287329139481071,-0.0075497396292399654,-0.013411141432225574,-0.011926182627215162,-0.0022612159656585588,-0.0020208539268435025
0.06212914,-0.0010094220843751215,-0.0024431572469077161,-0.0063221177459970353,-0.012018960471946878,-0.010542202392565073,-0.00025853872885296322,9.1277135208225543e-05
0.06217978,-0.00045856105801550843,-0.0016631069214480009,-0.0050801248865938835,-0.010559410400301023,-0.0090980781650420069,0.0017863637617909472,0.0022493332080662769
0.06223041,9.4179862897545092e-05,-0.00088712506398499038,-0.0038316505451274244,-0.00904612585772957,-0.0076078474719060811,0.0038487344020137031,0.0044282564863068787
0.06228105,0.00065050678726238606,-0.00011279334257873223,-0.0025822004444910106,-0.0074921247560330549,-0.0060847132495537495,0.0059042433021662347,0.0066031464072266264
0.06233168,0.0012116859424910541,0.00066318780654561001,-0.0013340668553482556,-0.0059081361165086903,-0.0045394222903462492,0.0079307401321422506,0.0087509780395434202
0.06238232,0.0017781957726719817,0.0014440862881631201,-8.7306731094399749e-05,-0.0043032107366965475,-0.002980709583382533,0.009909030222719167,0.010851485922750204
0.06243295,0.0023502974893182924,0.002233169647382436,0.0011603754183514045,-0.0026836377258276298,-0.0014143010660024949,0.011823798643421472,0.012887986358221108
0.06248359,0.0029281589146856486,0.0030331341350120231,0.0024123460802329792,-0.0010537643877001515,0.00015633200130663397,0.013663519947159333,0.014847345798881346
