Physical Time (s),phi_alt_flux_right Monitor (kg-m/s^3): right_cv1,phi_alt_flux_right Monitor (kg-m/s^3): right_cv2,phi_alt_flux_right Monitor (kg-m/s^3): right_cv3,phi_alt_flux_right Monitor (kg-m/s^3): right_cv4,phi_alt_flux_right Monitor (kg-m/s^3): right_cv5,phi_alt_flux_right Monitor (kg-m/s^3): right_cv6,phi_alt_flux_right Monitor (kg-m/s^3): right_cv7
0.00617747,0.021530034521509058,0.26439019813865094,0.012597261194823711,0.0046519129119629065,0.0025485638779343778,0.00098648701077342672,0.00036450572647106537
0.00622811,0.017339105809964717,0.27084832664916686,0.01281131678107642,0.0046617383721164812,0.002553056431159737,0.00099285905671879678,0.000362674338270766
0.00627874,0.014593495506177201,0.27609832285332508,0.013014463322747348,0.0046712680298654228,0.0025508380741497676,0.0009965867416723527,0.00034765254281489237
0.00632937,0.013064588375682903,0.28013354062002954,0.013206266874665314,0.0046847582164350945,0.0025452745022007078,0.0010007797250892909,0.00032668903690268503
0.00638001,0.01230357238092602,0.282937445018066,0.01338542767023122,0.0047039215092602006,0.0025376304994226277,0.0010063857595761778,0.00030855803991985275
0.00643064,0.011860846133783942,0.28447993786663539,0.013541266017293335,0.0047192247476480478,0.0025188577175267544,0.0010037924947558943,0.00028724236367024588
0.00648128,0.011278682477047244,0.28491586341651787,0.013695617720226786,0.0047523479914707767,0.002511914340313373,0.0010142732948560979,0.00028439790354618485
0.00653192,0.010171173246680454,0.28445557118972897,0.013828123015393001,0.0047815558839155734,0.0024969780550600758,0.001017610201049833,0.00027766633396807388
0.00658255,0.0083407808375689733,0.28333310122973387,0.013951096140175147,0.0048165388604113762,0.0024848297687035544,0.0010236065852837518,0.00027633506510054735
0.00663318,0.0057404200019699749,0.28173698779222017,0.014066345864665231,0.004855918240256875,0.0024784001539457316,0.0010311623796614826,0.00027933240478810432
0.00668382,0.0024638230751925267,0.27975659617768267,0.014175916929506843,0.0048981612624894883,0.0024779070823364368,0.0010396060458373155,0.0002764325663885783
