Physical Time (s),ea_top Monitor (kg-m/s^3): top_cv1,ea_top Monitor (kg-m/s^3): top_cv2,ea_top Monitor (kg-m/s^3): top_cv3,ea_top Monitor (kg-m/s^3): top_cv4,ea_top Monitor (kg-m/s^3): top_cv5,ea_top Monitor (kg-m/s^3): top_cv6,ea_top Monitor (kg-m/s^3): top_cv7
0.08238315,8.1407406474790564e-07,1.380671594161648e-06,3.0665837861733532e-06,1.0354532250916507e-05,2.0458375561111859e-05,0.00041467283517066943,-0.00031524040812555012
0.08243378,8.128778820758698e-07,1.3816950991928219e-06,3.0768466846704362e-06,1.0378677758047972e-05,2.0394430872841185e-05,0.00041561077383555988,-0.00031669048839546313
0.08248441,8.0956551063143223e-07,1.379337929576909e-06,3.0847211006322188e-06,1.0410093061942581e-05,2.0349071168029604e-05,0.00041646948954307577,-0.00031810050245125707
0.08253505,8.0449254514647724e-07,1.3738052326696467e-06,3.089535161421314e-06,1.0447050508666458e-05,2.0320766965398765e-05,0.00041725086668874099,-0.00031946746323074346
0.08258568,7.9805359960616384e-07,1.3654616603402344e-06,3.0908764046438135e-06,1.0487876174632291e-05,2.0307891295631054e-05,0.0004179565137685805,-0.00032079029395246371
0.08263632,7.9065736022064437e-07,1.354795281961879e-06,3.0886276623609061e-06,1.0531025390254306e-05,2.0308751460880534e-05,0.00041858828344277469,-0.00032206829744033225
0.08268695,7.8270101377608982e-07,1.3423785620984879e-06,3.0829750259119304e-06,1.0575168084853595e-05,2.0321645781158455e-05,0.00041914886270843599,-0.00032329986598576041
0.08273759,7.7454451412902754e-07,1.3288195952944527e-06,3.0743548222315712e-06,1.0619237367978778e-05,2.0344900641891765e-05,0.00041964200532778717,-0.0003244835821678122
0.08278822,7.6649672407180252e-07,1.3147251502233201e-06,3.0634317081287105e-06,1.0662507953545076e-05,2.0376955137741315e-05,0.00042007188913320451,-0.00032561886078543052
0.08283886,7.5879504062700709e-07,1.3006554145255513e-06,3.0510179600806007e-06,1.0704605585907255e-05,2.0416391298872762e-05,0.00042044288558582601,-0.00032670436017254184
0.08288949,7.5160674969871997e-07,1.2870982056230578e-06,3.0379971930863066e-06,1.0745499466801087e-05,2.0461971315982133e-05,0.0004207606391790942,-0.00032773711303371193
0.08294013,7.4503431583026501e-07,1.274451930296684e-06,3.0252496877891177e-06,1.0785464169456822e-05,2.0512657530552964e-05,0.00042103011237383265,-0.00032871626621534605
0.08299076,7.3912600186292479e-07,1.2630220487850193e-06,3.0135949024070685e-06,1.082502117914771e-05,2.0567628253236952e-05,0.00042125538824727579,-0.00032964241844638762
0.0830414,7.3389004988040677e-07,1.253029299350678e-06,3.0037524834589496e-06,1.0864864914796996e-05,2.0626276649598133e-05,0.00042144092543506292,-0.00033051488190163078
0.08309203,7.2931147056140163e-07,1.2446283347668551e-06,2.9963337086241755e-06,1.0905797280800775e-05,2.0688217147484099e-05,0.00042158932350922802,-0.00033133514208997665
0.08314267,7.2536746869309733e-07,1.237927761803076e-06,2.9918410150125171e-06,1.0948659570015562e-05,2.0753265279355441e-05,0.00042170093667427602,-0.0003321072695405805
0.0831933,7.2204170729748096e-07,1.2330105360496251e-06,2.9907302059357768e-06,1.0994328191733533e-05,2.0821466018345003e-05,0.00042177426962125249,-0.00033283548186602665
0.08324394,7.1933821241732716e-07,1.2299673994334097e-06,2.9934369610157592e-06,1.104369387010056e-05,2.089307235407461e-05,0.00042180702295609813,-0.00033352236958727566
0.08329457,7.1728504798090689e-07,1.2289068415057523e-06,3.0004209387622509e-06,1.1097685244476686e-05,2.0968551749001041e-05,0.0004217941261928059,-0.00033417230666381743
0.08334521,7.1593856425823845e-07,1.2299689368938727e-06,3.0122080318698717e-06,1.1157318427590545e-05,2.1048614660038761e-05,0.00042172820942996579,-0.00033479155992486816
0.08339584,7.1538497428324198e-07,1.2333381660287816e-06,3.029427461398007e-06,1.1223763893234203e-05,2.1134259330834216e-05,0.00042160143853953673,-0.0003353841355897207
0.08344648,7.1573133187690719e-07,1.2392385433637063e-06,3.0528221472823044e-06,1.1298384962287124e-05,2.1226797870350507e-05,0.00042140370820646216,-0.00033595444264247824
0.08349711,7.1710200032189617e-07,1.2479330679175316e-06,3.0832266624272209e-06,1.1382768516493992e-05,2.1327883693658577e-05,0.00042112389977342311,-0.00033650751634052144
0.08354775,7.1963041943307691e-07,1.2597160917409459e-06,3.1215553192613538e-06,1.147871682254237e-05,2.1439497710232873e-05,0.00042075220899849455,-0.00033704674924560395
0.08359838,7.2345241027458287e-07,1.2748985624200465e-06,3.168743201411186e-06,1.1588189399574479e-05,2.1563894894481909e-05,0.00042027906099113892,-0.00033757030994817117
0.08364902,7.2870335619885719e-07,1.2937970992756037e-06,3.2256837855694673e-06,1.1713207817486514e-05,2.1703520423280444e-05,0.00041969484210709242,-0.00033807469841387784
0.08369965,7.3552091508847592e-07,1.3167303258583237e-06,3.2931750111267726e-06,1.1855740917158417e-05,2.1860899428191042e-05,0.00041899258023051482,-0.00033855511373215194
0.08375029,7.4405265246534294e-07,1.3440162201235158e-06,3.371870007464792e-06,1.2017563047820186e-05,2.2038490323798949e-05,0.00041816831726016796,-0.00033900293373159137
0.08380092,7.5446847917285512e-07,1.3759714295604534e-06,3.4622364431739126e-06,1.2200100999819178e-05,2.2238514458090196e-05,0.00041721857666264891,-0.00033940894525256922
0.08385156,7.669692408915541e-07,1.4129083752724922e-06,3.564525661737278e-06,1.2404280764846753e-05,2.2462760987257187e-05,0.00041614101993453018,-0.00033976504091829638
0.08390219,7.8179227626243856e-07,1.4551331527568581e-06,3.6787716679887048e-06,1.2630417673315041e-05,2.2712425260121112e-05,0.00041493407404860421,-0.00034006482384948261
0.08395283,7.9921698196815695e-07,1.502940610494271e-06,3.8047961830619276e-06,1.2878129208819656e-05,2.2987943956151673e-05,0.0004135982484027723,-0.00034029933297154618
0.08400346,8.1954334195319915e-07,1.5565913716613135e-06,3.9422184583143313e-06,1.3146312294834851e-05,2.3288891873699234e-05,0.00041213562878043717,-0.00034046053900369319
0.0840541,8.4306202027924231e-07,1.6162788932807614e-06,4.090461653214017e-06,1.3433158198336763e-05,2.3613914359079858e-05,0.00041054927384809694,-0.0003405435100908539
0.08410473,8.7001604702821997e-07,1.6820885129390921e-06,4.24875643178173e-06,1.373622155483513e-05,2.3960713191476736e-05,0.00040884334528349916,-0.00034054328898627513
0.08415537,9.0056227290374799e-07,1.7539580870285416e-06,4.4161468000831154e-06,1.4052540364593813e-05,2.4326121875324263e-05,0.00040702317884109125,-0.00034045563111176363
0.08420601,9.3472836044533444e-07,1.8316320806614339e-06,4.5914870436888984e-06,1.4378774795924637e-05,2.4706217442500048e-05,0.00040509396972763845,-0.00034027995900961795
0.08425664,9.7237630490958613e-07,1.9146212318040383e-06,4.7734392277736342e-06,1.4711359843162248e-05,2.5096496758955085e-05,0.00040306023644028918,-0.00034001967472291052
0.08430728,1.0131781169178721e-06,2.0021762428005817e-06,4.9604704593623775e-06,1.5046658586562826e-05,2.5492082471227214e-05,0.00040092655726155604,-0.00033967789440878351
0.08435791,1.0566058404344779e-06,2.0932903592241556e-06,5.1508688046188296e-06,1.538111720933985e-05,2.5887966493680757e-05,0.0003986968794055617,-0.00033925989531358955
0.08440855,1.1019396898260541e-06,2.1867044897589676e-06,5.3427526361648729e-06,1.571138173587299e-05,2.6279239607755481e-05,0.00039637420765095758,-0.00033877442240350884
0.08445918,1.1482951954077571e-06,2.2809393786979191e-06,5.5341226394736131e-06,1.6034416300201044e-05,2.6661329516799549e-05,0.00039396039706753174,-0.00033823136554662984
0.08450982,1.1946673114547033e-06,2.3743684335999753e-06,5.7229105437700771e-06,1.6347582874259171e-05,2.7030193304078253e-05,0.0003914562420525484,-0.00033764158238735721
0.08456045,1.2399905570682056e-06,2.4652671419473238e-06,5.9070472002113657e-06,1.6648713484655702e-05,2.7382485723749666e-05,0.00038886123038494962,-0.000337017839680614
0.08461109,1.283223217233374e-06,2.5519488317352262e-06,6.0845623630160243e-06,1.6936172814647133e-05,2.7715698621978046e-05,0.00038617340156326053,-0.00033637601249712177
0.08466172,1.3233872722677165e-06,2.6328581507497078e-06,6.2536585453273628e-06,1.7208871043323758e-05,2.8028225927198075e-05,0.00038338969809026266,-0.00033573164204106558
0.08471236,1.3596323775989795e-06,2.7066251702126418e-06,6.4127507075919641e-06,1.7466222533064274e-05,2.8319347532624956e-05,0.00038050630865348593,-0.00033509988367872665
0.08476299,1.3913164730622405e-06,2.7721597686479638e-06,6.5605407100338066e-06,1.7708124969610798e-05,2.8589204247353588e-05,0.00037751865320751268,-0.00033449753095697674
0.08481363,1.4180162106336994e-06,2.8286953663294078e-06,6.696032273249405e-06,1.7934870232861478e-05,2.8838674738015315e-05,0.00037442156776050397,-0.00033394005731605871
0.08486426,1.4395275524670306e-06,2.8758169339081807e-06,6.818537224038343e-06,1.8147044080120353e-05,2.9069222098936131e-05,0.00037121021600020499,-0.00033344152029706386
0.0849149,1.4558415872659957e-06,2.9134415556233718e-06,6.9276401321193044e-06,1.8345388030785198e-05,2.9282678153084058e-05,0.00036788061083376324,-0.00033301357487791053
0.08496553,1.4671048285169968e-06,2.9417779908397412e-06,7.0231603495172415e-06,1.8530666488237972e-05,2.9481022096809311e-05,0.00036442935097296661,-0.00033266667646903402
0.08501617,1.4735882094036113e-06,2.9612765091203288e-06,7.1051228828587311e-06,1.8703556175715584e-05,2.9666180213653323e-05,0.00036085415517245699,-0.00033240841113110178
0.0850668,1.4756455775739143e-06,2.9725618906215928e-06,7.1737331802299077e-06,1.8864554242884908e-05,2.9839842340440404e-05,0.00035715467859452794,-0.0003322430053500859
0.08511743,1.4736689512964599e-06,2.9763670165809581e-06,7.2293522830274341e-06,1.9013926623496835e-05,3.0003323719155418e-05,0.00035333222922675415,-0.00033217225393736142
0.08516807,1.4680521142609803e-06,2.9734633782493982e-06,7.2724413173585337e-06,1.9151694904863883e-05,3.015748332808094e-05,0.00034938951911894659,-0.0003321956734104064
0.0852187,1.4591663301906722e-06,2.9646212048249836e-06,7.303552945551159e-06,1.9277651330753504e-05,3.0302674282745889e-05,0.00034533136642249466,-0.00033231224788345392
0.08526934,1.4473403112245708e-06,2.9505531823827818e-06,7.3233010290860781e-06,1.9391398603224539e-05,3.0438751044526323e-05,0.00034116427872405499,-0.00033251821298101381
0.08531997,1.4328514180626856e-06,2.9318775307023028e-06,7.3323317911409081e-06,1.9492412235104334e-05,3.056511981032143e-05,0.00033689647875118875,-0.00033280777521580682
0.08537061,1.4159288997248505e-06,2.9090993292450401e-06,7.3312931999844742e-06,1.958010607117964e-05,3.0680818306924796e-05,0.00033253744315929284,-0.00033317295945994646
0.08542124,1.3967550947647457e-06,2.882599787609474e-06,7.3207901781525193e-06,1.9653873833564796e-05,3.0784596290311014e-05,0.0003280975822945578,-0.00033360687945217175
0.08547188,1.3754679352158418e-06,2.852631479653939e-06,7.3013354354900024e-06,1.9713109273861389e-05,3.0874994785744566e-05,0.00032358769414033654,-0.0003341023948395111
0.08552251,1.3521680106104301e-06,2.8193260731584725e-06,7.2733186920637942e-06,1.9757222979185843e-05,3.0950432317646356e-05,0.00031901880764621517,-0.00033465281751291187
0.08557315,1.3269287789873401e-06,2.7827097064326321e-06,7.2369858505223733e-06,1.9785650787909444e-05,3.100928221296395e-05,0.00031440165976998053,-0.00033525361976170087
0.08562378,1.299808579644549e-06,2.7427262801417464e-06,7.1924311384373799e-06,1.979785191258531e-05,3.1049937539492432e-05,0.00030974642976618852,-0.00033590192792815662
0.08567442,1.27086516976832e-06,2.6992663020615455e-06,7.1396086736896998e-06,1.9793318029001105e-05,3.1070881756710167e-05,0.00030506244762463618,-0.0003365946950526971
0.08572505,1.240168952874865e-06,2.6521954677637522e-06,7.078354713239791e-06,1.977157691345514e-05,3.1070739457732085e-05,0.00030035779753515685,-0.00033732904789994891
0.08577569,1.2078005774659066e-06,2.6013777549339629e-06,7.008412313709035e-06,1.9732193922389801e-05,3.1048310923275887e-05,0.0002956389502959876,-0.0003381061823139786
0.08582632,1.1739470907417521e-06,2.5467924689616718e-06,6.9295605892045514e-06,1.9674877969019031e-05,3.1002701004498338e-05,0.00029091089614902285,-0.00033892795993281178
0.08587696,1.1387707727480653e-06,2.4884384534933452e-06,6.8415390973064729e-06,1.9599380562507278e-05,3.0933233751245556e-05,0.00028617718453999378,-0.00033979518101822048
0.08592759,1.1024763533823123e-06,2.4264288719059801e-06,6.7441687151003555e-06,1.9505596172652878e-05,3.0839559910355365e-05,0.00028144015617820919,-0.00034070819836716824
0.08597823,1.0653029876104756e-06,2.3609528112318566e-06,6.6373407600230363e-06,1.9393531885055465e-05,3.0721618024325827e-05,0.00027670108151313502,-0.00034166971017384411
0.08602886,1.0275130558155161e-06,2.2922797370987286e-06,6.521050160604118e-06,1.9263329673323209e-05,3.0579648348865575e-05,0.00027196047255521438,-0.00034267988362276874
0.0860795,9.893796424110283e-07,2.2207528703425798e-06,6.3954143258065727e-06,1.911527431272851e-05,3.0414183772060412e-05,0.00026721800179365046,-0.00034373582167020222
0.08613013,9.5118080593063058e-07,2.1467956030692972e-06,6.2606958744234056e-06,1.8949814066013039e-05,3.0226054978114809e-05,0.0002624733681793054,-0.0003448348256117378
0.08618077,9.1319786391281032e-07,2.0708941423401622e-06,6.1173216245969994e-06,1.8767578724077207e-05,3.0016377711159538e-05,0.00025772601234170362,-0.00034597491735188909
0.0862314,8.7571876709059159e-07,1.9936034148519387e-06,5.9658977217199988e-06,1.8569391006999163e-05,2.9786533448393097e-05,0.00025297563166840141,-0.00034715076191108973
0.08628204,8.3904812493592885e-07,1.9155458632161295e-06,5.8072391893213811e-06,1.835629786560236e-05,2.953817307150616e-05,0.00024822215200583531,-0.00034835337642430587
0.08633267,8.0351849957486654e-07,1.8374184071755742e-06,5.64239034104148e-06,1.812958591949962e-05,2.9273200042955639e-05,0.00024346619287248964,-0.00034957530263891125
0.08638331,7.6950141129982186e-07,1.7600031216363029e-06,5.4726611389303263e-06,1.7890838852918195e-05,2.8993789766232621e-05,0.00023870945761884601,-0.00035080857019990957
0.08643394,7.3740958278792958e-07,1.6841697487798711e-06,5.2996599618313283e-06,1.7641989699778588e-05,2.8702407152886432e-05,0.00023395433776914097,-0.00035204147759114294
0.08648458,7.0768799352458252e-07,1.610864628318122e-06,5.1252878720508338e-06,1.7385334593184387e-05,2.8401788088067422e-05,0.00022920461317579909,-0.00035326133889460054
0.08653521,6.8079843646334232e-07,1.5410891548913669e-06,4.9516507666223717e-06,1.7123373406541421e-05,2.8094758749911823e-05,0.00022446479172242147,-0.00035445932490407798
0.08658585,6.5719232386563097e-07,1.4758548071509567e-06,4.7810203500476456e-06,1.6858940482536711e-05,2.7784359894624397e-05,0.0002197405140707989,-0.00035562721145225308
0.08663648,6.3727799466576125e-07,1.4161303975675493e-06,4.6157567040478417e-06,1.6595178278675079e-05,2.7473831172577121e-05,0.0002150381963437907,-0.00035675222133334662
0.08668712,6.2138950690650667e-07,1.3627837501926107e-06,4.4581851826600587e-06,1.6335420243900177e-05,2.7166523814865422e-05,0.00021036484305099622,-0.00035782499478827966
0.08673775,6.0975682549043583e-07,1.3165245391835505e-06,4.3104741000943545e-06,1.6083061402489018e-05,2.686581461203124e-05,0.00020572795875604347,-0.00035883966527344756
0.08678839,6.0247934002574596e-07,1.2778560161091874e-06,4.1745124087598323e-06,1.5841408863467168e-05,2.6575014118424497e-05,0.00020113513951991121,-0.00035979083258722792
0.08683903,5.9950920956161301e-07,1.2470406088074553e-06,4.0517824830222244e-06,1.5613511969066108e-05,2.6297251616685911e-05,0.00019659355969173776,-0.00036067048395393297
0.08688966,6.0064608300334589e-07,1.2240836735148874e-06,3.9434089706452031e-06,1.5402202958616889e-05,2.6035552662021223e-05,0.00019210993084488673,-0.00036147570459079141
0.0869403,6.05540413117624e-07,1.2087370672913794e-06,3.8500393527033143e-06,1.5209886925728981e-05,2.5792652611489978e-05,0.00018769036365162161,-0.00036220961148563985
0.08699093,6.1370132748134817e-07,1.2005001622922449e-06,3.7718572855599047e-06,1.5038437426282232e-05,2.5570891244108273e-05,0.00018333995727565379,-0.00036287270969359884
0.08704157,6.2453949747946663e-07,1.1986802240378623e-06,3.7086270348197517e-06,1.4889187338268605e-05,2.5372183624866902e-05,0.00017906282927048929,-0.00036346536956142952
0.0870922,6.3736822300962426e-07,1.2023952048158089e-06,3.6597303282945775e-06,1.4762888940915526e-05,2.5197951771178281e-05,0.00017486210894299457,-0.00036399364407881156
0.08714284,6.5145719669319999e-07,1.2106381129216924e-06,3.6242404222882164e-06,1.4659780995873702e-05,2.5049151366495337e-05,0.00017074009559694977,-0.00036446681639836713
0.08719347,6.6607198130848661e-07,1.2223277646259206e-06,3.6009777831314471e-06,1.4579648090306716e-05,2.492629216955334e-05,0.00016669821838122595,-0.00036488841600635692
0.08724411,6.8051100683075424e-07,1.2363554134030656e-06,3.5885598450403249e-06,1.452187568587775e-05,2.4829467342599707e-05,0.00016273725098473878,-0.00036526333433206708
0.08729474,6.9413906127754345e-07,1.2516345889139002e-06,3.585459689137808e-06,1.448552330956639e-05,2.475841090001042e-05,0.00015885757872531229,-0.00036559983586643741
0.08734538,7.0642022128084256e-07,1.2671449130570012e-06,3.5900561378051321e-06,1.446938136750126e-05,2.4712542837397906e-05,0.00015505933390702617,-0.0003659062112442597
0.08739601,7.1694217136901271e-07,1.2819746006109246e-06,3.6006844053292724e-06,1.4472029680300025e-05,2.4691028071456439e-05,0.00015134249572088494,-0.00036618312952234723
0.08744665,7.2542375472573461e-07,1.295344628791457e-06,3.6156707009367583e-06,1.4491873399059721e-05,2.4692820039019504e-05,0.00014770703510880989,-0.00036643189214783766
0.08749728,7.3170324880228594e-07,1.3066164140555594e-06,3.6333543118359556e-06,1.4527145152275312e-05,2.4716664983065671e-05,0.00014415308287852273,-0.00036665721066374025
0.08754792,7.358298742648192e-07,1.3153940419277154e-06,3.6522215120094517e-06,1.457601896578338e-05,2.4761218389516028e-05,0.00014068081904844714,-0.00036686066917324415
0.08759855,7.3794766021807705e-07,1.3214468998604776e-06,3.6708723231858301e-06,1.463655245202155e-05,2.4824982616101982e-05,0.00013729044129630346,-0.00036703815929631803
0.08764919,7.3819184890282473e-07,1.324655411905602e-06,3.688023602549012e-06,1.4706673875371396e-05,2.4906281217178791e-05,0.00013398211592007979,-0.00036718746283535819
0.08769982,7.3684150406751496e-07,1.3250872043766713e-06,3.7026513844749839e-06,1.4784330953496595e-05,2.5003387237006462e-05,0.00013075611218490982,-0.00036730949615217383
0.08775045,7.3425547223181402e-07,1.3229801653153887e-06,3.7140405118481201e-06,1.4867568028482293e-05,2.5114575878713474e-05,0.00012761258343532388,-0.00036740105364656793
0.08780109,7.3081199684621191e-07,1.3187043218199633e-06,3.7218051222254398e-06,1.4954593090155304e-05,2.5238154185300674e-05,0.00012455186088135766,-0.00036745732769507845
0.08785172,7.2686707851829627e-07,1.3127185961802646e-06,3.7258886761632726e-06,1.5043849131512841e-05,2.5372500429200595e-05,0.00012157427562740135,-0.00036747660771819997
0.08790236,7.2273337031631875e-07,1.3055266235934558e-06,3.7265392755874844e-06,1.5134075948794747e-05,2.5516099601970959e-05,0.00011868021966409889,-0.00036746202899186228
0.08795299,7.1866777213032511e-07,1.2976340167033038e-06,3.7242596403214513e-06,1.5224352857122705e-05,2.5667571965105825e-05,0.00011587012317898626,-0.00036741098604017066
0.08800363,7.1486665373439692e-07,1.2895156287638995e-06,3.7197416877581049e-06,1.5314114960238123e-05,2.5825690154223963e-05,0.00011314447267532786,-0.00036732025536029023
0.08805426,7.1145709889927106e-07,1.2815853285402178e-06,3.7137849705458478e-06,1.5403134745780887e-05,2.5989381254452367e-05,0.00011050367300360285,-0.00036719011581139068
0.0881049,7.0850101047017659e-07,1.274179932326624e-06,3.7072195163101402e-06,1.5491478997413251e-05,2.6157727448349825e-05,0.00010794794011188168,-0.00036702453522971328
0.08815553,7.060086846843258e-07,1.2675570275766897e-06,3.7008442973464499e-06,1.5579446878195585e-05,2.6329962406099494e-05,0.00010547728010384047,-0.00036682321146272359
0.08820617,7.0395392049461862e-07,1.2619012225724739e-06,3.695386720260219e-06,1.5667496686292075e-05,2.6505449968071712e-05,0.00010309144052205412,-0.00036658774634950805
0.0882568,7.0229213188712511e-07,1.2573406930551549e-06,3.6914905831223374e-06,1.5756181268865186e-05,2.6683671843729496e-05,0.00010078979733177718,-0.00036632431520582586
0.08830744,7.0097759754208021e-07,1.2539644047398496e-06,3.6897276174755947e-06,1.5846103530183403e-05,2.6864220805430264e-05,9.8571263992788881e-05,-0.00036603779867952626
0.08835807,6.9997457934401891e-07,1.2518446622891102e-06,3.6906217910849318e-06,1.5937895317100067e-05,2.7046808044534955e-05,9.6434159342157977e-05,-0.00036572925455605502
0.08840871,6.9926775956051099e-07,1.2510549655467854e-06,3.6946902929747942e-06,1.6032233924591061e-05,2.7231294023448157e-05,9.4376194950138287e-05,-0.00036539909842841595
0.08845934,6.9887422359186171e-07,1.2516939674363266e-06,3.7024921509810126e-06,1.6129894801094237e-05,2.7417750383130712e-05,9.2394438415957289e-05,-0.00036505124416829704
0.08850998,6.988351122899869e-07,1.2538888797041249e-06,3.7146552742619995e-06,1.6231809863604944e-05,2.7606522459348448e-05,9.0485594143835326e-05,-0.00036469045244097545
0.08856061,6.9921776615587903e-07,1.2578036627251936e-06,3.7319005866967354e-06,1.6339138126620446e-05,2.7798305565113713e-05,8.8646230529495061e-05,-0.00036432077424279657
0.08861125,7.0010574250958291e-07,1.2636352188575581e-06,3.7550329626142962e-06,1.645330269462745e-05,2.7994202680613127e-05,8.6872987659549039e-05,-0.0003639474031653326
0.08866188,7.0159000532317392e-07,1.2716073068254064e-06,3.7849246785701793e-06,1.6576015469467878e-05,2.8195768682805813e-05,8.5162841735667166e-05,-0.00036357867862912531
0.08871252,7.037688383252998e-07,1.2819667411821122e-06,3.8224806075469282e-06,1.6709253431990982e-05,2.8405016210601942e-05,8.3513235466322057e-05,-0.00036321907874131037
0.08876315,7.067459459960495e-07,1.2949762117088278e-06,3.8685903531813182e-06,1.6855194606593634e-05,2.8624373153484697e-05,8.192220132092928e-05,-0.000362869076239144
0.08881379,7.1063257301678536e-07,1.3109086534332162e-06,3.9240694569967896e-06,1.7016100824366808e-05,2.8856582137992074e-05,8.0388446276101553e-05,-0.00036252799578261275
0.08886442,7.1555427788738541e-07,1.3300469332362702e-06,3.9896098028182589e-06,1.7194177163450704e-05,2.9104558334623003e-05,7.8911203183939011e-05,-0.00036219618408265874
0.08891506,7.2166294402039661e-07,1.3526891451983706e-06,4.0657395242812189e-06,1.7391409575529257e-05,2.9371205781217726e-05,7.7490302515332058e-05,-0.00036187189974730871
0.08896569,7.2914810036921068e-07,1.3791483870950578e-06,4.152789041249097e-06,1.760938747222991e-05,2.9659199228003312e-05,7.6125932901253881e-05,-0.0003615516202870344
0.08901633,7.3825042890124237e-07,1.4097559068551924e-06,4.2508754959947944e-06,1.7849145080991632e-05,2.9970761253088248e-05,7.4818540739779194e-05,-0.00036123172451444963
0.08906696,7.492501775835972e-07,1.4448475734124168e-06,4.3598954426028187e-06,1.8111018908115548e-05,3.030743574137568e-05,7.3568563651061193e-05,-0.00036090953290775213
0.0891176,7.6247535623817748e-07,1.4847644247909592e-06,4.4795508001177974e-06,1.8394576847478367e-05,3.0669918546912754e-05,7.237630863663334e-05,-0.00036058184928611491
0.08916823,7.782822181433958e-07,1.5298275698118714e-06,4.6093645355193888e-06,1.8698597094929685e-05,3.1057932662982175e-05,7.1241853618773016e-05,-0.00036024413571485864
0.08921887,7.970233661619256e-07,1.5803066711305673e-06,4.748699976786841e-06,1.9021113804749119e-05,3.1470177798260566e-05,7.0164817308985357e-05,-0.00035989221440079183
0.0892695,8.1901596216635928e-07,1.6363813353460723e-06,4.8967722666353571e-06,1.9359504521445965e-05,3.1904331017320675e-05,6.9144093920800608e-05,-0.00035952140085732299
0.08932014,8.4449998174428887e-07,1.6980960040142083e-06,5.0526518310985161e-06,1.9710611970821694e-05,3.235711152919006e-05,6.8177937862937046e-05,-0.00035912915714297758
0.08937077,8.7360093925248517e-07,1.765319207251072e-06,5.2152601340798967e-06,2.0070902916557659e-05,3.2824427225768186e-05,6.726407127650389e-05,-0.00035871174544868596
0.08942141,9.0629334272554301e-07,1.8377070256538757e-06,5.3833630707774061e-06,2.0436624420878998e-05,3.3301555285112825e-05,6.6399504844883047e-05,-0.00035826650600665898
0.08947205,9.4237208741907796e-07,1.9146722193791169e-06,5.555562932552293e-06,2.0803949594160622e-05,3.3783351055077862e-05,6.5580575511148061e-05,-0.00035779140320168666
0.08952268,9.814355171480851e-07,1.9953649793830237e-06,5.7302967326932605e-06,2.1169120139471617e-05,3.4264481708418619e-05,6.4803273305466714e-05,-0.00035728798121570626
0.08957332,1.0228841735889897e-06,2.0786787075646174e-06,5.9058570194666412e-06,2.1528565821456977e-05,3.4739660735721e-05,6.4063281284423569e-05,-0.00035675843551969479
0.08962395,1.0659360104296937e-06,2.1632756586134095e-06,6.080408535947472e-06,2.1879009187793723e-05,3.5203870301002104e-05,6.3356051419017706e-05,-0.00035620597592166369
0.08967459,1.1096598795811116e-06,2.2476380420055841e-06,6.2520531627137938e-06,2.2217587277705318e-05,3.5652600828030656e-05,6.2676921668090786e-05,-0.00035563321505193118
0.08972522,1.1530245251118957e-06,2.3301162640588261e-06,6.4188536356734599e-06,2.2541890846513595e-05,3.6081995034180257e-05,6.2021419735819596e-05,-0.00035504733707713426
0.08977586,1.1949721544239497e-06,2.4090271851994233e-06,6.5789291877160638e-06,2.2850061263888534e-05,3.6489041252541784e-05,6.1385509304179921e-05,-0.00035445524695072684
0.08982649,1.2344725297255692e-06,2.4827753617018753e-06,6.7305428964187044e-06,2.3140844498025406e-05,3.687169762571988e-05,6.0765354218722501e-05,-0.00035386456723318453
0.08987713,1.2705843679667698e-06,2.5499027435128452e-06,6.8721204323694337e-06,2.3413553755075314e-05,3.7228898291172298e-05,6.0157560072582062e-05,-0.00035328182241857242
0.08992776,1.3025534015510842e-06,2.6092024132786134e-06,7.0023304720185503e-06,2.3668061156147567e-05,3.7560561644658989e-05,5.9559591250335777e-05,-0.00035271879862121741
0.0899784,1.3298447620127387e-06,2.6597823948495306e-06,7.1201150438135619e-06,2.3904718288134856e-05,3.7867495048262022e-05,5.8969580101611892e-05,-0.00035218721255992139
0.09002903,1.3521491342965076e-06,2.7011013261877468e-06,7.2247050553546941e-06,2.4124249320032059e-05,3.8151245547904703e-05,5.8386374860135486e-05,-0.00035169866993395115
0.09007967,1.3693746860139585e-06,2.7329753892471201e-06,7.3155928975604053e-06,2.4327590000525221e-05,3.841386246676247e-05,5.7809377111379845e-05,-0.00035126299400218332
0.0901303,1.3816187131503442e-06,2.7555469272091703e-06,7.3925230395651524e-06,2.4515751109044568e-05,3.8657669705880114e-05,5.7238654266798789e-05,-0.00035089555241048177
0.09018094,1.3891250885557295e-06,2.7692326901624731e-06,7.4554441894133494e-06,2.4689656348840302e-05,3.8885005761415777e-05,5.6674399690750725e-05,-0.00035060971792792413
0.09023157,1.3922335949613435e-06,2.7746547315810113e-06,7.5044825981740039e-06,2.4850019748732944e-05,3.9098003077536229e-05,5.6116880964626555e-05,-0.0003504146493063769
0.09028221,1.3913297256156433e-06,2.7725574709077089e-06,7.5399192188305519e-06,2.4997250564701398e-05,3.9298394311903186e-05,5.5566483087086179e-05,-0.00035031692659945107
0.09033284,1.386804845522893e-06,2.7637460486913873e-06,7.562114567550247e-06,2.5131425676027047e-05,3.9487393302837479e-05,5.502358972559387e-05,-0.00035032746862423441
0.09038348,1.379022826215668e-06,2.7490261696143388e-06,7.571539198065753e-06,2.5252303190713446e-05,3.966562790024999e-05,5.4488389884838916e-05,-0.00035045418517179629
