Physical Time (s),ea_top Monitor (kg-m/s^3): top_cv1,ea_top Monitor (kg-m/s^3): top_cv2,ea_top Monitor (kg-m/s^3): top_cv3,ea_top Monitor (kg-m/s^3): top_cv4,ea_top Monitor (kg-m/s^3): top_cv5,ea_top Monitor (kg-m/s^3): top_cv6,ea_top Monitor (kg-m/s^3): top_cv7
0.57693519,2.989986662440952e-07,3.0871766421630757e-07,4.4222536680323757e-07,8.5587890623580913e-06,5.8342472387948221e-05,0.00012467848294385236,0.00010268096829858061
0.57698582,2.9992569858150021e-07,3.0994484305741552e-07,4.467259056958959e-07,8.6178132527965626e-06,5.8543287823443605e-05,0.00012492716456403917,0.00010296809911162615
0.57703646,3.0216950945071542e-07,3.1261986880564009e-07,4.5283600253731363e-07,8.6799497166684496e-06,5.8764145982098705e-05,0.00012522588597241319,0.00010330525060969631
0.57708709,3.0576682526334354e-07,3.1680768428351083e-07,4.6066516491626533e-07,8.7444843658856651e-06,5.9000795034515196e-05,0.00012557003864663291,0.00010368712248313358
0.57713773,3.1075090405740496e-07,3.2256852608680283e-07,4.7033101253185344e-07,8.8108380324803806e-06,5.9248986408590259e-05,0.00012595427865516197,0.00010410780864426773
0.57718837,3.1715472418387062e-07,3.2996177926896755e-07,4.8196356353324511e-07,8.8785880415082809e-06,5.9504600323192265e-05,0.00012637263412437091,0.00010456093061478082
0.577239,3.2501439404234109e-07,3.3904973380659331e-07,4.9570958382881486e-07,8.9474926938696648e-06,5.9763788116314509e-05,0.00012681866951966004,0.00010503981996765499
0.57728963,3.3437159105825389e-07,3.499002553733572e-07,5.1173527465755523e-07,9.0175129044552665e-06,6.0023106474506876e-05,0.00012728567910748353,0.00010553771804222578
0.57734027,3.4527580999492709e-07,3.6258936046792702e-07,5.3022792774847156e-07,9.0888284627862747e-06,6.0279651727729858e-05,0.00012776692972631045,0.00010604802201761374
0.57739091,3.5778553268446442e-07,3.7720275076101557e-07,5.5139506130100756e-07,9.1618428664298281e-06,6.0531175779497837e-05,0.00012825591991363385,0.00010656453110538191
0.57744154,3.7196864198294506e-07,3.9383675350195184e-07,5.7546172155604684e-07,9.2371711452044908e-06,6.077617170072106e-05,0.00012874660044030737,0.00010708164271102759
0.57749217,3.8790162263617276e-07,4.1259780605101823e-07,6.0266430541927366e-07,9.3156092638218935e-06,6.1013936777417729e-05,0.00012923360842661288,0.00010759455657774947
0.57754281,4.056675953099524e-07,4.3360073898533659e-07,6.3324242687506051e-07,9.3980817749869222e-06,6.1244568190045332e-05,0.00012971243493057249,0.00010809940379049577
0.57759344,4.2535333029350342e-07,4.5696564159674743e-07,6.6742829472355862e-07,9.4855706739291919e-06,6.1468917482218442e-05,0.00013017955267498744,0.00010859334571359013
0.57764408,4.4704561357881874e-07,4.8281409588568788e-07,7.0543571083706125e-07,9.5790330730638435e-06,6.1688482025022581e-05,0.0001306324773938114,0.0001090745983535988
0.57769472,4.7082637817466844e-07,5.1126380732094341e-07,7.4744819741242835e-07,9.6793120618998499e-06,6.1905235442981664e-05,0.00013106976144555509,0.000109542397805042
0.57774535,4.967661864341334e-07,5.4242009270871313e-07,7.9360557627184423e-07,9.7870527951207427e-06,6.2121418030012445e-05,0.00013149093348288163,0.0001099969154853085
0.57779598,5.2491849998010068e-07,5.7636832086393979e-07,8.4399452693765556e-07,9.9026370458376015e-06,6.2339294811364368e-05,0.00013189634557382062,0.00011043907850844687
0.57784662,5.5531281611987497e-07,6.1316517892283955e-07,8.9864038321728335e-07,1.002613867403501e-05,6.2560920172129029e-05,0.00013228698394571138,0.00011087036037210686
0.57789725,5.8794715637691947e-07,6.5282891905781921e-07,9.5750050076600181e-07,1.0157307448237223e-05,6.2787930433023874e-05,0.00013266426164270964,0.00011129254189751863
0.57794789,6.2277942998878615e-07,6.9532875126705587e-07,1.0204584614628749e-06,1.0295580002489961e-05,6.3021380005235739e-05,0.00013302978430809108,0.00011170747437404527
0.57799853,6.597206242133879e-07,7.4057611955988013e-07,1.0873204306333576e-06,1.0440116557534908e-05,6.3261634488755348e-05,0.00013338513350765209,0.00011211685218941537
0.57804916,6.98626880977433e-07,7.8841510557104748e-07,1.1578099057000418e-06,1.0589854363672975e-05,6.3508330501950056e-05,0.00013373167488461369,0.0001125220213215774
0.57809979,7.3929670686099996e-07,8.3861898627437361e-07,1.2315669332438451e-06,1.074357501863185e-05,6.3760398153879766e-05,0.00013407039777999842,0.00011292382443973002
0.57815043,7.814682781227451e-07,8.9088540271429325e-07,1.308143945352618e-06,1.0899966960029996e-05,6.4016138820061869e-05,0.00013440178729344962,0.00011332249548622568
0.57820107,8.2481861783940013e-07,9.4483573517233348e-07,1.387005243576561e-06,1.1057681059320716e-05,6.4273349056630374e-05,0.00013472574232530448,0.00011371759127710856
0.5782517,8.6896453392195349e-07,1.0000154957865029e-06,1.46752798738457e-06,1.1215371204251487e-05,6.4529480621229764e-05,0.0001350415637467617,0.00011410799590439945
0.57830233,9.1346807997417593e-07,1.0558986129320238e-06,1.549009858432658e-06,1.1371725402064568e-05,6.478181692720297e-05,0.00013534800440847045,0.0001144919860891158
0.57835297,9.5784260234145436e-07,1.1118940220689883e-06,1.6306810369754094e-06,1.1525485197991863e-05,6.5027645448614978e-05,0.00013564335759375646,0.00011486733582087889
0.5784036,1.0015625512893218e-06,1.1673557649667313e-06,1.7117207916956404e-06,1.1675462640880989e-05,6.5264416132355371e-05,0.00013592560771073439,0.00011523148288077896
0.57845424,1.0440797398609543e-06,1.2216000077281705e-06,1.7912820794554456e-06,1.182056699274522e-05,6.5489880304916292e-05,0.00013619260813737798,0.00011558171635123281
0.57850488,1.0848405815329674e-06,1.2739251452085796e-06,1.8685158569242831e-06,1.1959828917980495e-05,6.5702188427349098e-05,0.0001364422610982941,0.00011591537181318574
0.57855551,1.1233116883395007e-06,1.3236402111741442e-06,1.9426019249531501e-06,1.209243630986338e-05,6.5899972446880156e-05,0.00013667270616005565,0.0001162300209125181
0.57860614,1.1590060669717196e-06,1.3700954233288705e-06,2.0127777217089145e-06,1.2217764929085e-05,6.6082395323502742e-05,0.00013688249481215136,0.00011652365600343717
0.57865678,1.191510998712039e-06,1.4127154573633281e-06,2.0783672742122249e-06,1.2335402704596903e-05,6.6249177477707913e-05,0.00013707072978908372,0.00011679483497756069
0.57870742,1.2205110132299691e-06,1.4510292970641128e-06,2.1388047656260988e-06,1.2445157048720213e-05,6.6400592943809261e-05,0.00013723716470283653,0.0001170427845974469
0.57875805,1.2458067671169554e-06,1.4846985184312635e-06,2.1936563532549411e-06,1.254704882696674e-05,6.6537444141781191e-05,0.00013738226751842304,0.00011726747071874258
0.57880868,1.2673226199965549e-06,1.5135334430249079e-06,2.2426314420775648e-06,1.2641283850985071e-05,6.666099983998186e-05,0.00013750723264148044,0.00011746960872256297
0.57885932,1.2851006729436554e-06,1.5374964168951106e-06,2.285582798964108e-06,1.2728205260590413e-05,6.6772899916159675e-05,0.00013761394284923206,0.0001176506322614478
0.57890995,1.2992859653214651e-06,1.5566932005188769e-06,2.3224966305429151e-06,1.2808233228909398e-05,6.6875030022967564e-05,0.00013770485702230885,0.00011781257557747002
0.57896059,1.3101016147864657e-06,1.5713528258922677e-06,2.3534751333117072e-06,1.2881799397349855e-05,6.6969373707848713e-05,0.00013778285803617708,0.0001179579206841727
0.57901123,1.3178179290521571e-06,1.5817976142187504e-06,2.3787117897105913e-06,1.2949280624751233e-05,6.7057850425040412e-05,0.000137851050488051,0.0001180893908616091
0.57906186,1.3227227800668914e-06,1.5884102046577256e-06,2.3984668807542017e-06,1.3010943812931898e-05,6.7142156328809383e-05,0.00013791253103035333,0.00011820971225326013
0.57911249,1.3250971820676648e-06,1.5916004371784327e-06,2.4130469517524928e-06,1.3066909080538715e-05,6.7223625403128797e-05,0.0001379701571867985,0.00011832138121587155
0.57916313,1.325200704802117e-06,1.5917800241666064e-06,2.4227942514331696e-06,1.3117140213718813e-05,6.7303125715648818e-05,0.0001380263417555009,0.0001184264512141715
0.57921376,1.3232646360009471e-06,1.5893422592222655e-06,2.4280810543716744e-06,1.3161460021863313e-05,6.7380999733621051e-05,0.00013808288877870882,0.00011852635777574338
0.5792644,1.3194899897613044e-06,1.5846466888786086e-06,2.4293062227790328e-06,1.3199587715949309e-05,6.7457056796898552e-05,0.00013814089768568189,0.00011862182794241514
0.57931504,1.3140506261534854e-06,1.5780101087924758e-06,2.4268917427005626e-06,1.3231193359233358e-05,6.7530611149146846e-05,0.00013820073375778611,0.00011871283803752181
0.57936567,1.3070978486278809e-06,1.5697012451795769e-06,2.4212748335646865e-06,1.3255962350187031e-05,6.7600565641795043e-05,0.00013826206466868168,0.00011879865405150234
0.5794163,1.2987630175240264e-06,1.5599368330607932e-06,2.4128918169759126e-06,1.3273653037209901e-05,6.7665517465575567e-05,0.00013832394021690467,0.00011887791127491903
0.57946694,1.289157850244432e-06,1.5488783594808948e-06,2.4021540290560643e-06,1.3284143223584617e-05,6.7723879977947581e-05,0.0001383849078945084,0.0001189487358269285
0.57951758,1.2783731999037088e-06,1.5366305827037167e-06,2.3894192674086435e-06,1.3287458256901203e-05,6.7774014580329584e-05,0.00013844314912011703,0.00011900889286556632
0.57956821,1.2664758160455733e-06,1.5232384547063302e-06,2.3749607762233441e-06,1.3283770763359534e-05,6.7814346189746098e-05,0.00013849661761967963,0.00011905593880711789
0.57961884,1.2535064702636137e-06,1.5086883918614719e-06,2.3589411225906762e-06,1.3273378284086828e-05,6.7843466458977368e-05,0.00013854317411559789,0.00011908737680550593
0.57966948,1.2394810697516566e-06,1.4929134552750027e-06,2.3413957774237917e-06,1.3256664540312786e-05,6.7860218996746726e-05,0.00013858070360321556,0.00011910079373948818
0.57972011,1.2243894068567564e-06,1.4757964406650646e-06,2.3222231328616375e-06,1.3234033186605433e-05,6.786373207738989e-05,0.00013860720173465563,0.00011909396821517655
0.57977075,1.2081985767388783e-06,1.4571787959284168e-06,2.3011898713550202e-06,1.3205842079159806e-05,6.7853427199106157e-05,0.00013862082715521701,0.00011906494957964369
0.57982139,1.1909022909517037e-06,1.4369130803030573e-06,2.2779892909971254e-06,1.3172386602655263e-05,6.7829037510165266e-05,0.00013861994942353039,0.0001190121288667062
0.57987202,1.1724533539012561e-06,1.4148289119272977e-06,2.2522214298710047e-06,1.3133802107393291e-05,6.7790506847949448e-05,0.00013860308854984362,0.00011893421848685023
0.57992265,1.1528050850235371e-06,1.3907593747193094e-06,2.2234395723281725e-06,1.3090051806914612e-05,6.773793566674293e-05,0.0001385688744080996,0.00011883021994080599
0.57997329,1.1319273735730957e-06,1.364552660694113e-06,2.1911852381557494e-06,1.3040920734406707e-05,6.7671513013952415e-05,0.00013851599872484485,0.00011869938041759526
0.58002392,1.1097986501225641e-06,1.3360852244765407e-06,2.1550241042415957e-06,1.298603627066306e-05,6.7591461699790349e-05,0.00013844318379512222,0.00011854124837163869
0.58007456,1.0864054973634083e-06,1.305274126077196e-06,2.1145775394964803e-06,1.2924906711950022e-05,6.7498003652497802e-05,0.00013834918495163868,0.00011835541521747645
0.5801252,1.0617441102068743e-06,1.2720835069341236e-06,2.0695436360123762e-06,1.2856964147044836e-05,6.7391343641244711e-05,0.00013823283381391845,0.00011814171087396299
0.58017583,1.0358240001469868e-06,1.2365277875045293e-06,2.0197103109287524e-06,1.2781609873557775e-05,6.7271668781066944e-05,0.0001380931192889339,0.00011790032665395407
0.58022646,1.0086699617105443e-06,1.1986762256720454e-06,1.9649647890621916e-06,1.2698248695466238e-05,6.7139148591925882e-05,0.00013792928776016432,0.00011763180232811685
0.5802771,9.8032190669100547e-07,1.1586523106372492e-06,1.9052996721538532e-06,1.2606314642497414e-05,6.699392792520537e-05,0.0001377409416378163,0.00011733703709229235
0.58032774,9.5084293431380798e-07,1.1166382043368025e-06,1.8408241996445936e-06,1.250529069383684e-05,6.683609885705333e-05,0.00013752808812495743,0.00011701729758875875
0.58037837,9.2032379106172913e-07,1.0728802605750315e-06,1.7717766001056305e-06,1.2394726099675838e-05,6.6665659147555954e-05,0.00013729114866124528,0.00011667419247414387
0.580429,8.8888842440067317e-07,1.0276929753307977e-06,1.6985392817656989e-06,1.227425574022137e-05,6.6482466459626938e-05,0.00013703091972678001,0.00011630960702837933
0.58047964,8.5669722355563792e-07,9.8145857438492323e-07,1.6216476594370574e-06,1.2143623450377753e-05,6.6286192306423697e-05,0.00013674847217424272,0.00011592557762172466
0.58053027,8.2394890716667864e-07,9.3462345217266075e-07,1.5417980029839147e-06,1.2002719582587253e-05,6.6076308292268689e-05,0.00013644503343180204,0.00011552414426251697
0.58058091,7.9087719878072149e-07,8.8768386215518459e-07,1.4598369797756751e-06,1.1851609697265587e-05,6.5852085920918769e-05,0.000136121835432412,0.00011510719420784957
0.58063155,7.5774553213900601e-07,8.4116682622798806e-07,1.3767400425133558e-06,1.1690566336343295e-05,6.5612626812136139e-05,0.00013577995805270191,0.00011467628862034241
0.58068218,7.2483988788045992e-07,7.9560775614221633e-07,1.2935777430731451e-06,1.1520100567162904e-05,6.5356930293701803e-05,0.00013542021411329914,0.00011423246076943067
0.58073281,6.9245996052618847e-07,7.5152555602162124e-07,1.211469105386805e-06,1.1340982531070543e-05,6.5083976199233266e-05,0.0001350430620643256,0.0001137763773019543
0.58078345,6.6090635274194703e-07,7.0939660246989925e-07,1.1315255941851751e-06,1.1154254624531141e-05,6.4792840762967424e-05,0.00013464857873060125,0.00011330815990052608
0.58083408,6.3046829661397111e-07,6.6963086732589303e-07,1.0547910535092247e-06,1.0961224562772819e-05,6.4482825525919566e-05,0.00013423649061669715,0.00011282742443459897
0.58088472,6.0141156853542849e-07,6.3255335392893158e-07,9.8218610900630997e-07,1.0763448231866339e-05,6.4153603568380436e-05,0.00013380628384807678,0.00011233343068055377
0.58093536,5.7396648545978357e-07,5.9839148062366641e-07,9.1446165467177009e-07,1.0562696156607199e-05,6.380537138016729e-05,0.00013335738165055498,0.0001118253028019685
0.58098599,5.4831884613631775e-07,5.6727200571852835e-07,8.5216772927630618e-07,1.0360905846389419e-05,6.3438976472447983e-05,0.00013288936566782615,0.00011130228308246445
0.58103662,5.2459662698822483e-07,5.3921915121655623e-07,7.9563372640875311e-07,1.0160113504564408e-05,6.3056006122936577e-05,0.00013240221479087955,0.00011076398764043121
0.58108726,5.0286826475456305e-07,5.1416706276732793e-07,7.4497466155289816e-07,9.9623921295097057e-06,6.265883032034191e-05,0.00013189653887879147,0.00011021065463676281
0.5811379,4.8313817259350493e-07,4.9196991366577407e-07,7.0010685553649327e-07,9.7697734202811147e-06,6.2250571212722083e-05,0.0001313737457579552,0.00010964332806237109
0.58118853,4.6534634092031652e-07,4.7241688006978154e-07,6.6077764719558288e-07,9.584174560444814e-06,6.183500704905743e-05,0.0001308361282182984,0.00010906396799598545
0.58123916,4.4937513089591599e-07,4.5525049967259923e-07,6.2660468631102988e-07,9.4073464429853935e-06,6.1416443747026371e-05,0.00013028689677605499,0.00010847550578740094
0.5812898,4.3505667445373065e-07,4.4018139162080483e-07,5.971160477536024e-07,9.2408284934929126e-06,6.0999558498167476e-05,0.00012973013233467069,0.00010788182586323687
0.58134043,4.2218579093171689e-07,4.2690549723571638e-07,5.7179191689813177e-07,9.0859172733209069e-06,6.058922904465731e-05,0.00012917066494503435,0.00010728766242379082
0.58139107,4.1053597961877826e-07,4.1511905541722925e-07,5.5010104080044423e-07,8.9436545864783939e-06,6.0190368163162613e-05,0.00012861391579529826,0.00010669845769827293
0.58144171,3.9987571126185612e-07,4.0453111824414016e-07,5.3152891763829214e-07,8.8148367579313179e-06,5.980777048936707e-05,0.00012806570575067704,0.00010612017631486721
0.58149234,3.8998514412596833e-07,3.9487505656733972e-07,5.1559951709466698e-07,8.7000304157802914e-06,5.9445982715043541e-05,0.0001275320510273917,0.00010555909702858051
0.58154297,3.8067653383685846e-07,3.8592285013791662e-07,5.0189377601752182e-07,8.5996040394447937e-06,5.9109209675928793e-05,0.00012701897715732577,0.0001050216105632211
0.58159361,3.7179522041476758e-07,3.774864280695001e-07,4.9005119979406923e-07,8.5137512842536749e-06,5.8801259970658467e-05,0.00012653235956475005,0.00010451403777060467
0.58164425,3.6323171370770817e-07,3.6942305579991182e-07,4.7977146765383774e-07,8.4425026178820913e-06,5.8525482200825066e-05,0.00012607777176346996,0.00010404244075556517
0.58169488,3.5493094269428765e-07,3.6164088559420656e-07,4.7081577811066799e-07,8.3857351235691533e-06,5.8284749861251102e-05,0.00012566040755164452,0.00010361250526535574
0.58174551,3.468865341254121e-07,3.5409828587615495e-07,4.630024845283078e-07,8.3431704752855955e-06,5.8081446791323585e-05,0.00012528501601222276,0.0001032294266866011
0.58179615,3.3913457514093889e-07,3.4680189839245499e-07,4.5620254712743812e-07,8.3143616273010908e-06,5.7917424267234159e-05,0.00012495585239547164,0.00010289781814928159
0.58184678,3.3174628102553878e-07,3.3980202787900109e-07,4.5033547204887685e-07,8.298697113841212e-06,5.7793985029530972e-05,0.00012467667428013292,0.00010262166914957495
0.58189742,3.2482061370936211e-07,3.3318651720036718e-07,4.4536550635535137e-07,8.2954093769017364e-06,5.7711841598821486e-05,0.0001244507190328927,0.00010240428990105782
0.58194806,3.1847420664832762e-07,3.2707090091271957e-07,4.4129545967739592e-07,8.3035886200141194e-06,5.7671072037612126e-05,0.00012428064563292811,0.00010224823792527875
0.58199869,3.1283206225311059e-07,3.2158911211551985e-07,4.3816169903137089e-07,8.3222181654054843e-06,5.7671103683829742e-05,0.00012416854296891017,0.00010215531788776506
0.58204932,3.0801895242230044e-07,3.1688378246226804e-07,4.3602762201981181e-07,8.3502036620313022e-06,5.7710678327671717e-05,0.00012411582162130785,0.00010212647986326692
0.58209996,3.0415119906386146e-07,3.1309605444817821e-07,4.3497549839845501e-07,8.3864098526872271e-06,5.7787862395120899e-05,0.00012412311721911703,0.00010216174361614438
0.58215059,3.0133292885401069e-07,3.1035935216591455e-07,4.3510066711109299e-07,8.429704880995854e-06,5.7900113649701166e-05,0.00012419025333927476,0.00010226019207514379
0.58220123,2.99652758110326e-07,3.0879368064389264e-07,4.3650476402876079e-07,8.4789923616896934e-06,5.8044344415986503e-05,0.00012431617131373104,0.00010241993593118335
0.58225187,2.9918351337872807e-07,3.0850349501434748e-07,4.3929181804076001e-07,8.5332404082828107e-06,5.8217019644630427e-05,0.00012449892113951502,0.00010263815677410173
0.5823025,2.9998318657709221e-07,3.0957732203981311e-07,4.4356584114772582e-07,8.5915000395623821e-06,5.8414246217020059e-05,0.00012473563039780438,0.00010291111936375974
0.58235313,3.0209793926558112e-07,3.1209058727758116e-07,4.4943197166161174e-07,8.6529249970711903e-06,5.8631889822291711e-05,0.00012502256002140682,0.00010323427649556589
0.58240377,3.0556526215677068e-07,3.1610881193926585e-07,4.5699857965749869e-07,8.7167878924680067e-06,5.886569577018934e-05,0.000125355172536382,0.00010360238291398023
0.58245441,3.1041837171154618e-07,3.2169180884186505e-07,4.6638100010885697e-07,8.7824975424580576e-06,5.9111406087117299e-05,0.00012572820542198728,0.00010400960042672249
0.58250504,3.1669007128207346e-07,3.2889845907618766e-07,4.7770649137706755e-07,8.8496188946621046e-06,5.936489494585505e-05,0.00012613578400809999,0.00010444963817728472
0.58255567,3.2441607189766072e-07,3.3779041003292535e-07,4.9111839102598396e-07,8.9178938994918701e-06,5.9622294495297532e-05,0.00012657155833318819,0.00010491590682348626
0.58260631,3.3363741185660727e-07,3.4843466817509822e-07,5.067788326058015e-07,8.9872624268939147e-06,5.9880129941563263e-05,0.00012702887221043658,0.00010540168767934012
0.58265694,3.4440301418812746e-07,3.6090646614381864e-07,5.2487111182356227e-07,9.0578766427275783e-06,6.0135444504688536e-05,0.00012750100499526513,0.00010590037278254761
0.58270758,3.5677059849618214e-07,3.7529046714736078e-07,5.4559890115479448e-07,9.1301078114472551e-06,6.0385911857913537e-05,0.00012798141040994406,0.00010640569331314996
0.58275822,3.7080716643522084e-07,3.9168175832823537e-07,5.6918403831750533e-07,9.2045396043709841e-06,6.0629929657453685e-05,0.000128463972097158,0.00010691195937888324
0.58280885,3.8658858971567416e-07,4.1018577332413401e-07,5.9586122432762158e-07,9.2819406181460604e-06,6.0866678205351941e-05,0.00012894322153642531,0.00010741425051153036
0.58285948,4.0419720804762852e-07,4.3091612677606559e-07,6.2586946745264075e-07,9.3632178774031698e-06,6.1096138610934036e-05,0.00012941453546266659,0.00010790858372767429
0.58291012,4.2371951016431995e-07,4.5399225137469933e-07,6.5944230618744451e-07,9.4493492889409938e-06,6.1319061501435618e-05,0.00012987426507699547,0.00010839200296674267
0.58296075,4.4524215222972863e-07,4.7953519748403201e-07,6.9679585065205997e-07,9.5413003573034673e-06,6.1536869526164519e-05,0.00013031981132915373,0.00010886262245758389
0.58301139,4.6884790092548744e-07,5.0766334575451402e-07,7.3811808703850203e-07,9.639936566582821e-06,6.1751502244921798e-05,0.0001307496295942533,0.00010931959907547377
0.58306203,4.9460877236519227e-07,5.3848351782889568e-07,7.835545100225865e-07,9.7459336062540009e-06,6.1965200803242693e-05,0.00013116317511244275,0.00010976304545714575
0.58311266,5.2258050981061159e-07,5.7208391601344134e-07,8.3319910415123906e-07,9.8597087896586861e-06,6.2180263543625797e-05,0.00013156075487331698,0.00011019385480222401
0.58316329,5.5279537088656235e-07,6.0852472963196006e-07,8.8708491975827763e-07,9.9813723523769842e-06,6.2398802500685866e-05,0.00013194334318039443,0.00011061348354689325
0.58321393,5.8525451311277819e-07,6.4782841845922445e-07,9.4517747698811899e-07,1.0110709070679954e-05,6.2622526378829519e-05,0.00013231235772952712,0.00011102372909624304
0.58326457,6.1992004878629737e-07,6.8996980169952343e-07,1.0073694932999264e-06,1.0247188762185375e-05,6.2852567513851587e-05,0.00013266942235090742,0.00011142647162469171
0.5833152,6.5670755743503399e-07,7.348665898534655e-07,1.0734764470538967e-06,1.0390001410442473e-05,6.3089378043735834e-05,0.00013301615930551392,0.00011182346270594862
0.58336583,6.9547871406078491e-07,7.8237040809906975e-07,1.143232001575287e-06,1.0538110194566418e-05,6.3332677144500014e-05,0.00013335398220000431,0.00011221611841091891
0.58341647,7.3603772095070158e-07,8.3226240015512385e-07,1.2162864397787428e-06,1.0690318313363279e-05,6.3581475076191765e-05,0.0001336839417082267,0.00011260536646323016
0.5834671,7.7812905079245929e-07,8.8424895278160098e-07,1.2922033371284485e-06,1.0845331921721664e-05,6.3834143934400747e-05,0.00013400659127237307,0.00011299153033740244
0.58351774,8.2143653019337809e-07,9.3796057167991914e-07,1.3704585256076776e-06,1.100181449300119e-05,6.4088543989461401e-05,0.00013432190300882198,0.00011337425787402453
0.58356838,8.6558370644386601e-07,9.9295190951012284e-07,1.4504406832121593e-06,1.1158427457121837e-05,6.4342172943718376e-05,0.00013462925030047212,0.00011375251975240557
0.58361901,9.101383362026427e-07,1.0487049551193045e-06,1.5314575394428617e-06,1.1313859300797102e-05,6.4592343140471557e-05,0.0001349274536988082,0.0001141246702858025
0.58366964,9.5461912276624406e-07,1.104636325651937e-06,1.6127484884707006e-06,1.1466847497585544e-05,6.483635191232754e-05,0.00013521487118721296,0.00011448855569263347
0.58372028,9.9850405463800972e-07,1.1601060754880094e-06,1.6934997719495655e-06,1.1616195172900358e-05,6.5071639290231539e-05,0.00013548954006792777,0.00011484167317454702
0.58377092,1.0412456498374244e-06,1.2144338717535227e-06,1.7728676456282048e-06,1.1760796410263634e-05,6.5295925914999082e-05,0.00013574934761421303,0.00011518135273794152
0.58382155,1.0822904141394275e-06,1.2669202957045626e-06,1.8500052647325619e-06,1.1899666477674752e-05,6.5507320681358646e-05,0.00013599221491124286,0.0001155049538829357
0.58387218,1.1211017944822083e-06,1.316873520830662e-06,1.9240912168878166e-06,1.203197506798395e-05,6.5704399413886181e-05,0.00013621627495704396,0.00011581004943454315
0.58392282,1.1571864970145983e-06,1.3636395350286607e-06,1.9943583776836361e-06,1.2157078079455837e-05,6.5886259232816717e-05,0.00013642004522951436,0.00011609460210194709
0.58397345,1.1901224394147713e-06,1.4066350682686371e-06,2.0601227206459077e-06,1.2274543219034064e-05,6.605255148872453e-05,0.00013660256984791993,0.00011635711409192517
0.58402409,1.2195832491546964e-06,1.4453787250449728e-06,2.1208083951680506e-06,1.2384159598542122e-05,6.6203485411861303e-05,0.00013676352853126761,0.00011659674520746368
0.58407473,1.2453564479977655e-06,1.4795182500041125e-06,2.1759685730838616e-06,1.2485931412327097e-05,6.6339806726710759e-05,0.00013690330547516728,0.00011681338176671113
0.58412536,1.2673533889653677e-06,1.5088488732152241e-06,2.2252988693495829e-06,1.2580051177638319e-05,6.6462741470802673e-05,0.00013702301320582172,0.00011700766891847207
0.58417599,1.2856038813359168e-06,1.5333172412475293e-06,2.2686380923848895e-06,1.2666853895505157e-05,6.6573904226936641e-05,0.00013712446668003427,0.00011718097910009692
0.58422663,1.3002424087563083e-06,1.5530140518190464e-06,2.305959318099476e-06,1.274675665428983e-05,6.6675171511993756e-05,0.00013721007489163217,0.00011733530412940444
0.58427726,1.3114845816398198e-06,1.5681554633593939e-06,2.3373537668272167e-06,1.2820194734846971e-05,6.6768533361611192e-05,0.0001372826938099208,0.00011747310149997527
0.5843279,1.3195966074070473e-06,1.5790539157844953e-06,2.3630065508269518e-06,1.2887554925108922e-05,6.6855928105619873e-05,0.00013734542315803743,0.00011759708879560714
0.58437854,1.3248651779797711e-06,1.5860853631077061e-06,2.3831717670403248e-06,1.2949119372278674e-05,6.6939082316272726e-05,0.0001374013735411288,0.00011771000520510549
0.58442917,1.3275726451515712e-06,1.5896563704624045e-06,2.3981516418487545e-06,1.3005026958912463e-05,6.7019371326838123e-05,0.00013745343578812748,0.00011781437546698305
0.5844798,1.327980992499837e-06,1.5901777491647455e-06,2.4082845072776901e-06,1.3055260495399343e-05,6.7097714077721647e-05,0.00013750407528467028,0.00011791230170600194
0.58453044,1.3263243523083163e-06,1.5880439521988491e-06,2.413938269284261e-06,1.3099658699630987e-05,6.7174511756442376e-05,0.00013755516810471486,0.00011800529430253454
0.58458108,1.3228064567948085e-06,1.5836172335192368e-06,2.4155070937415221e-06,1.3137950349947449e-05,6.7249632583014636e-05,0.00013760789657202947,0.00011809415856731113
0.58463171,1.3176037152722691e-06,1.5772184561558176e-06,2.4134087995836801e-06,1.3169808190706743e-05,6.7322446729485615e-05,0.00013766271422603144,0.0001181789642038138
0.58468234,1.3108696322903919e-06,1.5691212912569781e-06,2.4080774534409752e-06,1.3194911482006712e-05,6.7391902356341211e-05,0.00013771937264876481,0.00011825906752896261
0.58473298,1.3027379042829601e-06,1.5595483263709822e-06,2.3999487128944755e-06,1.3213007095566722e-05,6.7456627287179461e-05,0.00013777699103009874,0.00011833318159246826
0.58478361,1.2933231193515041e-06,1.5486677937460053e-06,2.389436883554824e-06,1.3223957760014698e-05,6.7515052038243648e-05,0.0001378341687999755,0.00011839949158216686
0.58483425,1.2827195384197696e-06,1.5365918118578122e-06,2.3769066773506175e-06,1.3227772783242621e-05,6.756554190666465e-05,0.00013788912148990937,0.00011845580003149719
0.58488489,1.2709980242470323e-06,1.5233735146014287e-06,2.3626423169346202e-06,1.3224612383512468e-05,6.7606518376095442e-05,0.00013793982504382832,0.00011849968615307483
0.58493552,1.2582034138364445e-06,1.5090072942453705e-06,2.3468200502816704e-06,1.3214765714367222e-05,6.7636564482753293e-05,0.00013798415646502324,0.00011852866899098312
0.58498615,1.2443550580999862e-06,1.4934334604619582e-06,2.3294904564904291e-06,1.31986113530972e-05,6.7654506705032072e-05,0.00013802001218196164,0.00011854034086586628
0.58503679,1.2294468643214363e-06,1.4765426059770604e-06,2.31056899473304e-06,1.3176555578751259e-05,6.7659454257017049e-05,0.00013804539783548905,0.00011853248195238533
