Physical Time (s),xth_bot Monitor (kg-m/s^3): bot_cv1,xth_bot Monitor (kg-m/s^3): bot_cv2,xth_bot Monitor (kg-m/s^3): bot_cv3,xth_bot Monitor (kg-m/s^3): bot_cv4,xth_bot Monitor (kg-m/s^3): bot_cv5,xth_bot Monitor (kg-m/s^3): bot_cv6,xth_bot Monitor (kg-m/s^3): bot_cv7
0.13276497,-5.2099372068082216e-15,-5.0479755924786827e-15,-5.406207216039615e-15,-1.6595120887186859e-14,-2.3503027971103055e-14,-2.1937597404540203e-14,-3.5649812966871812e-14
0.13281561,4.3724222427707096e-15,1.5515513905308169e-15,-4.4908259735708321e-15,-1.3334989561008348e-14,-1.4891432006241642e-14,-1.7684357181185107e-14,-1.1037055152461302e-14
0.13286624,1.6744295170673439e-14,1.4819859931625582e-14,1.3663968755639341e-14,9.4389028691843848e-15,3.1589092668513548e-15,6.282330465389633e-15,1.6574229491642638e-14
0.13291687,8.7093549148537421e-15,9.8659226025549583e-15,1.6914652267078701e-14,1.1621883239771721e-14,1.3394108030549434e-14,1.8676783530637077e-15,1.521110784577966e-14
0.13296751,-5.8200120440133765e-15,-1.4707060020086242e-15,2.1700682924076312e-15,-1.016811677590934e-14,1.7768849816683139e-15,-1.0766636618496359e-14,-1.8082319460589644e-14
0.13301815,-1.0861854179604173e-14,-1.2400327749572906e-14,-1.2016861561314435e-14,8.9076092883793702e-16,1.1767359975554372e-14,1.6724244789448704e-14,2.1269252288455361e-14
0.13306878,-1.9398982817514871e-15,-1.144552765108506e-15,2.2318475605331357e-15,1.3424176170417191e-14,2.2183952092893857e-14,1.8744057969989761e-14,1.5390209107846214e-14
0.13311941,-1.2564514315573938e-14,-1.2005271394015461e-14,-8.5413790110343782e-15,-8.3192305303044033e-15,-3.7846352150998351e-15,-5.8678344964977855e-15,5.672195986360666e-15
0.13317005,-5.0378411476845233e-15,-6.4745521032583977e-15,-4.0873664075526678e-15,-6.5585982288747152e-15,3.9465433321115209e-15,-1.4808624708606269e-15,-3.8994622200352866e-16
0.13322069,-6.4625983102622119e-15,-6.8864733091915504e-15,-4.7971710744953085e-15,-8.7196672193428375e-15,-4.0202793733097149e-15,-5.786265144653676e-15,-5.6326879896423249e-15
0.13327132,-1.1489034733955942e-14,-1.1153985615408488e-14,-8.1686889016756187e-15,2.0069028922153421e-15,1.6165189268456627e-14,1.3762190053568955e-14,1.5798505486693911e-14
0.13332195,2.8486015248390119e-15,5.8201715855159708e-15,2.2500967698406657e-15,1.4947246336168416e-15,1.387343085650878e-14,1.5790557784357455e-14,2.2532454772522851e-14
0.13337259,8.0366357594179717e-15,5.6594366263035289e-15,6.2448501903223653e-15,-1.457302560421627e-15,-8.0260750189689286e-16,-2.4249186689222995e-15,-2.5584580305243429e-15
0.13342323,-6.3519828929614838e-16,-7.9724720666780184e-16,-6.3916902170318804e-15,-5.461851273981026e-15,2.5597650566038507e-15,-8.1595315636093593e-16,7.1448580738273869e-15
0.13347386,-4.4771251332716802e-15,-5.616299316360529e-15,-5.4404052371783807e-15,-1.4396637506231392e-14,-8.0978503543303056e-15,-1.385720968495844e-16,-6.1983034227081776e-16
0.13352449,-1.0238724852284484e-14,-1.2112880502236987e-14,-1.2839317756797466e-14,-1.025503802758791e-14,-5.8551473142527911e-15,1.1024357960423837e-14,1.8323124997813407e-15
0.13357513,-4.7834457661559424e-15,-1.0638766462594323e-15,-4.3298497045073879e-15,-2.4815672189433176e-15,2.4830879374739185e-15,-1.0749559860209027e-15,-3.2906772749863848e-15
0.13362577,3.8124214377776355e-15,4.1572309525886736e-15,1.9199919405231673e-15,-3.1768360806139733e-15,-5.0754888040533844e-15,3.050037216141409e-15,7.9678636055438851e-15
0.1336764,2.6900658896063102e-16,1.8572980660984257e-15,6.0619666939102904e-15,1.4504149296477962e-15,1.6759418947151027e-14,1.6508985776407319e-14,2.7550618908675156e-14
0.13372703,-1.2484121299630463e-14,-1.0768784598136025e-14,-1.6031641284348602e-14,-1.307990435770352e-14,-2.0615503257647847e-14,-1.1498723542180468e-14,-7.2914109988257913e-15
0.13377767,1.5337509115846099e-14,1.3980594827980448e-14,1.5031706793188825e-14,1.4093563503505405e-14,2.05553207835348e-14,2.5814067362981837e-14,3.1812139599882787e-14
0.13382831,-1.3514397521701545e-14,-1.1805392623218109e-14,3.9484926372854459e-16,3.5308027670675382e-15,2.161272201103443e-14,2.3133971496227317e-14,2.3519228579453657e-14
0.13387894,-1.4276648778508726e-14,-1.6505734118281746e-14,-1.5380019721846073e-14,-1.9020359719165413e-14,-3.2539397783737721e-14,-2.9360634641785123e-14,-2.9817327036234711e-14
0.13392957,-9.6363628445230828e-15,-8.0705258451917592e-15,-8.2155820826304872e-15,-1.2055563070712458e-14,-7.7451335769741164e-15,4.0904706085970679e-15,5.23028743581601e-15
0.13398021,-4.2938866941677563e-15,-6.6492987576775213e-15,-6.9719402367601082e-15,4.8941031663286554e-15,1.6340761002920418e-14,1.5333095057013793e-14,1.4314308046043815e-14
0.13403085,1.0735967430894427e-15,-3.2255791496695517e-15,-8.525187924793677e-15,-4.8928783746392186e-15,1.2200537244899494e-14,2.7108268006248018e-14,2.9020111672231125e-14
0.13408148,5.0824297173212201e-16,1.3066991527605863e-15,-6.4748407140884333e-15,-1.3904792692103158e-14,-2.3720362113527216e-14,-2.598421890382284e-14,-2.9775200722512402e-14
0.13413211,5.2119008831417671e-15,4.113610920091474e-15,-2.7438641676531361e-15,3.3057666684337497e-15,1.333279722071768e-14,1.1966641113191497e-14,7.19868567575135e-15
0.13418275,4.3518194510645779e-15,4.6313298253046181e-17,-5.1288360486458187e-16,-1.2932997676426092e-14,-1.9405461452433501e-14,-3.4117129188507423e-14,-3.9427968749975208e-14
0.13423339,-7.2582469699425651e-15,-7.079028294130174e-15,-9.8476013409055412e-15,-1.9117680616107687e-14,-8.5175500148602183e-16,1.2785196564198528e-15,-5.1546408555840106e-15
0.13428402,1.1466180059472388e-14,8.5890619442361716e-15,1.9737537063868209e-14,1.3339397265959037e-14,1.8607913724239773e-14,2.7258458106974659e-14,2.076187546644496e-14
0.13433465,-7.2162512323371466e-15,-5.6378568654791851e-15,-7.5233704749472936e-15,-9.0399976766178872e-15,1.0548808874628286e-15,5.9203136261331982e-15,4.2949287374084381e-15
0.13438529,5.3679611731980701e-15,5.2256521782969838e-15,8.4620981197448243e-15,3.0767381790396896e-15,1.5863501264460414e-14,6.1772849059244479e-15,1.607483774231337e-15
0.13443592,-3.2653977942810174e-15,-4.7281734182676771e-15,4.2445774786617611e-15,8.4176548717043385e-15,3.9793799644756248e-15,4.2668971968211876e-15,6.2811123061197648e-15
0.13448656,-1.2120743099695836e-14,-9.8909984052997674e-15,-6.1660147562163487e-15,-2.7676276335568358e-15,-1.5004716980728446e-14,-2.2947259859753254e-14,-2.1924421440931012e-14
0.13453719,1.5081073707179767e-14,1.3862997570822096e-14,1.2099064394704924e-14,7.7886937939992827e-15,1.6902290624150901e-14,1.7770503185366107e-14,1.4811727396930492e-14
0.13458783,2.4607962789497973e-15,1.0559441387291013e-15,5.9253219775883128e-15,1.2237621854390819e-15,-1.9524702724149958e-14,-1.4094580348416715e-14,-1.3448056340339751e-14
0.13463846,3.316908825044085e-15,1.4123297483880983e-15,-7.5896281769049186e-16,-9.984112502089784e-15,-4.2232755538364076e-16,-1.1007341295853361e-15,-7.1002815178815566e-15
0.1346891,4.0395355469892084e-15,3.3904941847189604e-15,2.9380442508518293e-16,6.4324788443784393e-15,2.6261589061545392e-14,2.8770488888576585e-14,3.5710265716812759e-14
0.13473973,1.0493939338382332e-14,1.4179471781711484e-14,8.6346939425257945e-15,7.5618132114730288e-15,5.7113657869383341e-15,-4.0154166025589463e-15,-4.1797284220891775e-15
0.13479037,-4.1398139025276924e-15,-3.2035676907835658e-15,-1.2678624577867407e-16,-8.4082834188690342e-17,5.0265418543638597e-15,1.4030308096198748e-14,1.7701084778681908e-14
0.134841,1.3950342719147395e-15,5.9792321718740144e-15,1.3590990434165721e-15,1.5742266257098131e-14,1.5441695388424677e-14,1.2690023745385468e-14,9.2969413037537872e-15
0.13489164,1.1436599524435001e-14,1.4629888007646058e-14,2.1433764058460558e-14,1.9227417043430638e-14,2.7116083226607228e-14,3.5321876504721725e-14,3.4398627807766201e-14
0.13494228,-3.3530352865850983e-15,3.5532160438909386e-15,-4.1618750747883689e-15,-1.020228711541631e-14,-2.3847462137779644e-14,-2.3570924489276968e-14,-2.3659345053119945e-14
0.13499291,-5.957117004604943e-15,1.4264669333810762e-15,3.8000727562285323e-15,-1.44756266837417e-15,1.4001223654289388e-14,1.4361900064212593e-15,-1.3982256116745378e-15
0.13504354,1.3739486050912865e-14,8.3226212297210045e-15,1.1756607185293779e-14,9.7284691261389403e-15,9.6238346994385677e-15,5.477657912879711e-15,7.8314584389915162e-15
0.13509418,-1.2105887279490374e-14,-1.0655191519050353e-14,-8.9210301423436431e-15,-1.6530976939708002e-14,-1.9796331704011256e-14,-2.4294909556509359e-14,-3.371498200881845e-14
0.13514482,-1.7432583062801431e-16,-4.550747036281666e-16,1.2619455894786642e-15,1.0042797552362044e-14,1.916230263114431e-14,1.2842928398518284e-14,1.1790118885582131e-14
0.13519545,6.8384252570516847e-15,-5.4872922769572614e-17,-1.1590611697255721e-14,-1.7284777312035277e-14,-4.5659967009637095e-14,-4.7835834713273326e-14,-5.3781062671458943e-14
0.13524608,1.2952704728831326e-14,9.0729889274386406e-15,6.4432843341201078e-15,5.0107692755907094e-15,-1.3392727610649807e-14,-2.1139702941256004e-14,-2.6428848060800091e-14
0.13529672,1.9268763533190358e-14,2.5379234104364989e-14,2.2618759479739577e-14,3.400439376397568e-14,2.9853988132381824e-14,1.5776389318150005e-14,3.1846744016484824e-15
0.13534736,-1.9057012230767985e-15,-3.857168337388729e-15,-1.9137213097951056e-15,4.6554982774775576e-15,-1.2030234237906406e-14,-2.8916303047054892e-14,-3.3541577860637783e-14
0.13539799,1.7644064504046574e-14,1.7963761910198837e-14,1.9925647189559651e-14,5.2959660457021587e-15,-2.1966783223648411e-14,-3.7527514127379148e-14,-3.4577439890192894e-14
0.13544862,-1.2430123780942118e-14,-1.4017435353693941e-14,-5.7842392436332681e-15,-5.0150846993810828e-15,-7.1196703862575949e-15,-1.5001050719751107e-14,-1.4700676496074951e-14
0.13549926,8.2286795324241628e-15,1.4562987504645752e-14,2.4121753422199141e-14,2.8469981032584298e-14,2.186462301449332e-14,1.9325962347922605e-14,1.6950001033151415e-14
0.1355499,3.2719836048059975e-15,5.1484924700456669e-15,1.9081117947555145e-15,1.2048006476574457e-14,2.8778576663439824e-14,2.8298189552081188e-14,3.322224054221208e-14
0.13560053,-4.2165322549031921e-15,-7.8762379400973225e-15,-2.0866565640055774e-15,-1.727921251499286e-14,-9.8868081181022134e-15,-2.3660925600980189e-14,-2.0265648168512635e-14
0.13565116,-1.3208813228451429e-14,-8.7396813556458e-15,-1.4293162240712963e-14,-2.0863256926352545e-14,-2.8428966036578093e-14,-2.8077840772184073e-14,-3.4427389138599423e-14
0.1357018,-4.2466104230002712e-15,-4.0635184898427616e-15,-1.1964922389639493e-14,5.2815830972034309e-16,3.4566529515752433e-15,-4.5966353326731583e-15,-6.1713541601380172e-15
0.13575244,-6.6186396284599288e-15,-9.8128965722005957e-15,-1.3211617601701789e-14,-3.2679284563660455e-14,-2.9648208852119989e-14,-2.6311970506742115e-14,-2.8590389665838653e-14
0.13580307,-6.3231585379558329e-15,-1.010363024093786e-14,-2.2431067607786823e-15,9.2710200339378411e-15,8.0721924509158851e-15,1.3459079343114104e-14,8.0140757815631644e-15
0.1358537,-3.3367537745580022e-14,-3.3628495108368616e-14,-3.7010842089856929e-14,-4.0008050410001484e-14,-5.2856766616640999e-14,-4.8713318923048894e-14,-3.886254826903448e-14
0.13590434,7.7227667186377599e-18,1.0573859544535418e-15,-3.7889982503180499e-15,-2.6030727658957721e-14,-1.9041057235956973e-14,-2.1950133391594219e-14,-2.4849257138392933e-14
0.13595498,1.6405410793103515e-14,1.5834370877269007e-14,9.49011552040373e-15,4.9012052151040869e-15,4.5805567783426303e-16,8.7847999384442372e-15,1.3157721440606922e-14
0.13600561,6.1226376687618261e-15,6.584255203182266e-15,7.4937561610958008e-15,1.8542713211239065e-14,9.2152571566509757e-15,1.5130103376760806e-14,2.194248516980633e-14
0.13605624,-1.9470356514427417e-14,-1.5662238004326843e-14,-1.1591961079384056e-14,-5.552853039104843e-15,8.417234997571993e-15,1.0385870774834913e-14,3.6100853271832162e-15
0.13610688,-3.3960451309598297e-14,-3.8586590066144546e-14,-4.2589313340903901e-14,-5.6522716444938072e-14,-6.5301153040204817e-14,-7.166500845981892e-14,-6.0241295912164653e-14
0.13615752,-1.2004291769489247e-14,-1.7126446870932982e-14,-2.4894127928483148e-14,-1.618278254591902e-14,-1.5640617270006192e-14,-9.9972112171064317e-15,-1.4906406981542892e-14
0.13620815,1.1703139705436853e-14,1.1873277990907782e-14,5.5880851840092938e-15,1.5965114646525271e-14,1.8272080743917999e-14,1.3744150605292532e-14,7.6761495031359958e-15
0.13625878,-1.3440112094640876e-14,-1.2801286195869517e-14,-1.0535333246638018e-14,-2.2484753115581829e-14,-1.1436537199373703e-14,-2.0600865370930265e-14,-2.0360393351950747e-14
0.13630942,-1.6523113252450345e-14,-1.873392518671461e-14,-1.7267831316599354e-14,-6.6054821586923516e-15,-5.5130954721800451e-15,8.3477989676639406e-15,1.4705205692338551e-14
0.13636006,6.6952028951752453e-15,8.8681659372558273e-15,1.3047994528300237e-14,7.4174776713023916e-15,-4.6932116354356044e-15,-7.9483835782384382e-15,-2.5379733790554961e-14
0.13641069,5.4967223806168469e-15,7.0965011965343729e-15,-2.2486211932792707e-16,-9.7568758808051635e-18,-3.7173426586198958e-15,-1.0177535138173343e-14,4.848479866547317e-15
0.13646132,2.0166166390800373e-14,2.0760424339360544e-14,2.1579662701085544e-14,7.3151392661055264e-16,3.9993645442679169e-15,-5.3122946448697631e-15,4.6761564488661936e-15
0.13651196,-1.4419349878209479e-15,-2.1530620240323236e-15,4.8295177233946271e-15,1.0238443115168936e-14,1.0491860121998397e-14,9.3783017419542734e-15,-2.1897104092495548e-16
0.1365626,-1.3877227807835145e-14,-1.3977179536683803e-14,-1.1579352636499387e-14,-2.098525878633998e-14,-1.1300967526116656e-14,-1.1365673196046606e-14,-1.837099974264781e-14
0.13661323,1.7733188404046681e-14,1.4749777617710491e-14,8.1754007263219322e-15,5.3248971649933301e-15,4.4075272710961259e-15,2.055216062308787e-15,-2.4811813693149859e-15
0.13666386,5.1224925601132107e-15,3.4335994976526475e-15,4.0043631901473889e-15,-4.7682116638305649e-15,-4.6731124971648302e-15,-6.1503772074663634e-15,-1.1013522539129304e-15
0.1367145,2.5762268180839611e-14,2.0761568124872339e-14,1.7326063428212568e-14,1.7654335676413922e-14,4.2913642918328319e-14,4.9360123096189723e-14,6.0154917495274233e-14
0.13676514,-1.8910283839785882e-15,1.2148824308202845e-15,-5.8079786712825904e-15,-6.8508453714632736e-15,-1.6294114708493362e-14,-1.5698819403305958e-14,-3.2537107343788779e-14
0.13681577,6.3250074033158059e-15,5.4166383777269934e-15,-6.2647549537113253e-16,2.3851534575421397e-15,6.105457744710944e-16,-1.9988806510620586e-15,-2.8820452610593838e-15
0.1368664,1.1227206323230008e-14,8.7413337399510264e-15,9.1135897900911567e-15,9.3956904771367261e-15,2.6587319031486067e-15,9.4668737939421218e-15,1.0282191465905184e-14
0.13691704,-1.1732902890761444e-15,1.3314216996741022e-16,-6.2962372927273016e-15,-1.4136275813041681e-14,-1.1106436976294956e-14,-4.7116580160533006e-16,1.2681814607421471e-15
0.13696767,1.6454034411353882e-15,4.1420937588881167e-15,1.75181724648289e-14,1.7018124288789232e-14,7.3703124285691641e-15,1.4699182061827244e-14,2.2420740356985863e-14
0.13701831,5.9694892584786392e-15,8.6446602269972849e-15,7.5657473018645832e-15,1.4632888403960388e-14,1.5068897417031181e-14,1.5385378310587893e-14,2.5955541606466083e-14
0.13706894,-1.1520864979833774e-14,-1.0777136890292874e-14,-5.1297286279847926e-15,-1.2923528410131371e-14,-3.3449399695063273e-14,-2.401628830151828e-14,-2.9730476952568936e-14
0.13711958,-2.7118854239661647e-15,-8.2549577663933516e-15,-1.5372816192251095e-14,-2.6182109126052609e-14,-2.801326741878022e-14,-2.2661609330020378e-14,-1.5215476136568866e-14
0.13717021,1.7016559958614388e-14,1.4730746386261794e-14,1.7084479242153896e-14,1.3503697095052676e-14,3.3667815929747631e-14,4.1282569114645433e-14,3.8494623631333545e-14
0.13722085,-7.8143440083629014e-15,-5.9849134023622446e-15,-8.5496826548542722e-15,-7.7842998156576599e-15,-1.830512977453225e-14,-1.6195046362362056e-14,-9.8977696570389317e-15
0.13727148,2.2996735822114275e-15,3.4052673997197145e-15,8.8886862634928808e-15,1.0398783180592401e-14,1.7921115288026799e-15,-2.8880700163592141e-16,-4.0790165628951586e-15
0.13732212,-1.162071336893074e-14,-1.0524519094579793e-14,-1.1644856395451735e-14,-1.6817125654948862e-15,5.364613037322052e-15,1.357545528207511e-14,2.3245128073986402e-14
0.13737275,-2.6606417113413713e-14,-2.9560634010882294e-14,-3.4469752553979569e-14,-2.398753139970418e-14,-3.5360037941193922e-14,-2.8829556794902349e-14,-2.9032356664546709e-14
0.13742339,1.0488022375721333e-14,5.0287045307955937e-15,8.479559936987147e-15,1.8659356281804808e-14,3.450369440718383e-14,3.1460349413548118e-14,3.5973143700254811e-14
0.13747402,-2.8297676831937459e-16,7.6125898516860381e-15,3.3231665279063795e-15,-1.1867205190052921e-14,-2.6760883753538393e-14,-2.3146019757158433e-14,-2.2914861268799402e-14
0.13752466,6.8068964305819712e-15,6.9675544555355444e-15,-3.6372948346640883e-16,1.8427687487879714e-14,3.119995876962451e-15,-6.8225396744280402e-15,-5.3195865941240023e-15
0.13757529,1.1675891995762989e-14,1.0518498310539615e-14,1.0014511164249477e-14,5.7998327748756224e-16,2.0606852345856272e-15,1.8294066303547161e-14,2.2195438675423357e-14
0.13762593,9.3724898803490254e-15,8.86355614720904e-15,4.7442771548943127e-15,1.4040276539320715e-14,1.0774075621320019e-14,5.7919091945792256e-15,1.756196093249275e-15
0.13767657,1.0579217061402929e-14,1.2456896745498024e-14,7.2706473523234482e-15,-8.8153748443589995e-16,-9.6207681825395814e-15,-4.3701112360767361e-15,-2.8796393586223504e-15
0.1377272,-4.0098534302878944e-15,-1.5466374204993591e-15,-1.6696622615075943e-14,-1.9077517951251647e-14,-1.576155836786631e-14,-1.5133621653979561e-14,-1.4504257794677049e-14
0.13777783,5.7370266342591049e-15,3.085270191201001e-15,5.0526838527019456e-15,4.7080494013743666e-15,3.2969896427974595e-14,3.3985270222709748e-14,3.4543781632441057e-14
0.13782847,3.4579693883756377e-15,3.9083709543553072e-15,2.9411572097903318e-15,-8.9498701463019514e-15,3.4123909098444075e-15,4.2622320423600662e-16,9.3866904473145402e-15
0.13787911,3.4354015989974101e-15,7.0140882543721628e-15,3.8089542099772261e-15,2.0714148804340871e-15,-6.6583946390652074e-15,-5.9040067144781552e-16,3.3137288987291259e-15
0.13792974,2.2257503565185102e-16,1.8308866272260967e-15,3.2512202942589062e-15,6.0199081418567143e-15,6.9933000520787466e-15,1.5800799142242284e-14,9.226400885270233e-15
0.13798037,7.8454352886650695e-16,-4.0943719969571859e-15,-4.5871217623868785e-15,1.2253989284230547e-14,5.9492688149219185e-15,-6.0205421137794628e-15,1.849637197264435e-15
0.13803101,3.3222930310899506e-15,-3.9996684140798593e-15,-2.2986000380766237e-15,-1.0207994030904516e-14,-5.1594517805175893e-15,-9.0942995548197535e-15,-1.8083705334271629e-14
0.13808165,2.9578404337428242e-15,-9.5751732291072271e-17,-4.1870027057460533e-15,-3.0027435169309569e-15,1.6506620254242497e-15,-1.1545879764084536e-15,-1.1929698740726121e-14
0.13813228,1.1915103512189201e-15,-5.5151078667077478e-16,-1.0418921479707282e-14,-8.6899544833711189e-15,6.148344093594022e-15,9.4239620042490784e-15,1.4594781927238886e-14
0.13818291,-1.0420237085608701e-14,-8.9319009335153138e-15,-1.5286631057484153e-14,-1.7673451958377426e-14,-9.3415742618024841e-15,-9.6506260449150889e-15,3.3212462150285859e-15
0.13823355,-8.1944431977657354e-15,-9.8116150485371939e-15,-5.6875913540979387e-15,-8.566479661222278e-16,7.744156985756971e-16,-2.2576955041972792e-15,-1.7929799318771425e-14
0.13828419,-2.1691257634945738e-14,-2.5876379638400819e-14,-2.6411922313836013e-14,-3.3317344206027145e-14,-1.5935904381201317e-14,-2.8244860686204199e-14,-3.4261496583887522e-14
0.13833482,-7.2874188601082623e-15,-8.945706574499731e-15,-1.2379824236478822e-14,-2.2457970560260866e-14,-3.4322062783044924e-14,-3.3150901847881085e-14,-2.4917693258317355e-14
0.13838545,-2.4056836092318867e-15,-2.9108417829693461e-15,-3.4947929561242163e-15,7.5238814413223873e-15,1.0278553581741726e-14,1.36676075224135e-14,1.7818467399540752e-14
0.13843609,1.4816449984527316e-14,1.6435721032417454e-14,1.7157836033540489e-14,1.5084526569975515e-14,1.9239448142595753e-14,2.0230693602149076e-14,5.2682525615819705e-15
0.13848673,1.0528926986204768e-14,1.4564131312547297e-14,1.4696409927445881e-14,2.6327125104469654e-14,2.5151355435868112e-14,3.5893563627442838e-14,5.6342878783240166e-14
0.13853736,-7.2001197868011177e-15,-4.0151795337978746e-15,-2.3627312983260012e-14,-3.5629986790008513e-14,-2.146586574380008e-14,-6.7810425443800498e-15,6.8428636055756116e-15
0.13858799,-7.44745822256839e-15,-9.7233291769526228e-15,-2.0399206847658224e-15,-1.1809721118909588e-14,-7.6540294578789814e-16,-4.4919600311274989e-15,-9.1692554310364672e-15
0.13863863,8.3700317558381897e-15,6.5328890660431562e-15,6.0336120002338202e-15,8.0498071642430866e-15,7.2623198448728041e-15,1.4848702554447645e-16,1.5331680024102398e-15
0.13868927,1.4771414590089118e-14,1.8970811347951935e-14,2.0397150772136886e-14,2.6751478564987202e-14,3.3868749254425265e-14,3.8396950148212865e-14,2.6702913344958589e-14
0.1387399,4.7357234421740752e-15,7.7010131535850355e-15,9.8742419714010277e-15,-4.360725917420335e-15,8.6258014646961193e-15,8.6013996958867591e-15,1.7025534316570099e-14
0.13879053,1.2355403358045171e-14,1.511059558872095e-14,2.1369637464915834e-14,2.8827078123032284e-14,3.2995933185289263e-14,3.0558303780656481e-14,2.5573350893267812e-14
0.13884117,5.5586820455797767e-15,1.0607708976643475e-14,7.0784741871457199e-15,9.696648576185668e-15,1.835467437361809e-14,2.3839471050630058e-14,3.0144062795942427e-14
0.13889181,-1.4144717526754347e-15,-1.5871466558751678e-15,-4.1242599549040584e-16,1.3918797658685699e-15,-7.8340370259647685e-15,-1.6020468472705209e-14,-1.3529153811929765e-14
0.13894244,-5.8968760085247161e-15,-5.0726009576445373e-15,-6.4993183949342946e-15,-9.3912758962040729e-15,-1.6564328811113191e-15,-5.0287038562563635e-15,-6.4509312339594403e-15
0.13899307,9.7142761995736953e-15,1.0573667227416526e-14,1.1527501653722041e-14,1.7846885736183229e-14,2.1370743508302083e-14,2.0751109036012178e-14,3.7472353473904228e-14
0.13904371,1.4107391276579937e-14,1.6417224608202499e-14,2.3653786862940654e-14,2.9410436117759718e-14,1.7363519433075807e-14,2.3500348766108555e-14,2.1978123994417126e-14
0.13909435,1.0107514436394132e-15,7.5001715413504136e-16,1.1962598334764393e-15,7.8569042084447098e-15,1.5467728479264228e-14,1.5005379758907165e-14,1.1686479039397051e-14
0.13914498,-1.2252790902712594e-14,-1.3346877341626515e-14,-1.116927308144775e-14,-1.0302921345492457e-14,-5.9379093809887271e-15,-9.472152795879401e-15,-1.1588345470024425e-14
0.13919561,6.8115977102846109e-15,6.0131964967135477e-15,7.3738022288627777e-15,-4.8425206107551224e-15,-8.1670663236975199e-15,-1.3120468342536127e-14,-2.5823342479208903e-14
0.13924625,6.5028820849934865e-15,5.8051618278724921e-15,1.0787909252048101e-14,1.8616490671514253e-14,2.4063021157574157e-14,1.4564707205855388e-14,1.2252725906624731e-14
0.13929689,4.205735523097021e-15,4.8822687404079032e-15,8.7176382857809105e-15,8.8363015820659495e-15,2.0534492873418143e-14,6.6614955758047863e-15,2.7953844274729682e-15
0.13934752,-2.0676426852764353e-14,-1.8863080739788174e-14,-1.4184406934473641e-14,6.9991201033000063e-16,-2.1905606254660595e-15,-5.1783355866307037e-15,-4.880303485638195e-15
0.13939815,-1.6906097733337574e-14,-1.7567298449273087e-14,-2.5702835674754925e-14,-2.1449255966096476e-14,-4.3835851329906113e-14,-3.4487403456925194e-14,-3.1541013644959383e-14
0.13944879,2.3839102541786773e-14,2.9451777200623136e-14,3.1249413523853804e-14,5.2310799019380212e-14,4.6058069332252798e-14,3.9586201103480673e-14,4.9551004657292623e-14
0.13949943,-6.8990791504530707e-15,-6.854377064978224e-15,-1.0683755396612938e-14,-1.0222325388597531e-14,-1.1721579885271661e-14,-1.1313935355949379e-14,-8.7743362429078884e-15
0.13955006,-6.5665479901464265e-15,-5.0145637949920342e-15,-1.294513309407131e-14,-1.118409355102244e-14,-1.420908679651821e-14,-2.2008368253250133e-14,-3.0256181962156911e-14
0.13960069,-4.0083048358812586e-15,-3.2206163776496072e-15,-1.5591080183549558e-15,-1.5172405627084109e-14,-3.5967372404831795e-14,-3.2900402526313128e-14,-4.0066866748055045e-14
0.13965133,-1.3636822020371837e-15,-3.0650739093756351e-15,-3.2742503237943317e-15,1.1829057968256128e-16,1.188037244121291e-14,7.3045011828130228e-15,3.9927658345632254e-16
0.13970196,-8.8015022664428719e-15,-8.0611543439995781e-15,-1.7396792736662746e-14,-8.2425956692378541e-15,-1.0501901650574838e-14,-7.8868617930359535e-15,-6.386254265955279e-16
0.1397526,-1.0351060063957687e-14,-6.3681413098367822e-15,-1.1275367806303514e-14,-1.3680066720571024e-14,-6.5205117422371886e-16,-9.63009493774295e-15,-1.079436816298055e-14
0.13980323,1.6810915006540953e-14,1.855001292482576e-14,2.4314890484768007e-14,2.4169913904444934e-14,2.3210631774675012e-14,1.2583793407594673e-14,1.6221098286501117e-14
0.13985387,8.3469505559396418e-15,4.8375987112601215e-15,9.6856916373134872e-15,1.6749296815254565e-15,-2.2404533693025221e-15,-1.4815863171270139e-15,-1.1722370490549107e-14
0.1399045,-2.6241951030725166e-14,-2.0630882251712563e-14,-2.6643936517967858e-14,-2.8408992877954743e-14,-2.7118399802556597e-14,-2.8225725159010317e-14,-3.3486753239743351e-14
0.13995514,9.5122015377347196e-15,1.290281656483561e-14,1.0243846116280506e-14,2.3238637894048599e-14,2.9362494891386367e-14,2.402754716318458e-14,3.8446875035881916e-14
0.14000577,4.2416535855054855e-16,1.7544106473041459e-15,6.2700368405691578e-15,5.1283835924637515e-15,1.3608956979282547e-14,1.4237705358342494e-14,2.2788115639318372e-14
0.14005641,4.6914679614796199e-15,2.8562851553525378e-15,-4.3273197745110959e-15,-6.839310171611752e-15,-8.2389414709543492e-15,-5.0319737777482562e-15,-4.7684558176796747e-15
0.14010704,-1.0675720618102374e-14,-1.0166075170182608e-14,-2.9435534005670826e-15,3.4348975864167866e-15,-2.6034192524883917e-15,-9.7587429730606998e-15,-2.3693104859789526e-14
0.14015768,-2.375382064205651e-15,-3.2567865458088846e-15,-5.8136175934137218e-15,-7.7099772614954708e-15,-2.3704044064502458e-15,-1.1120108598106553e-14,1.2436008566967462e-14
0.14020832,-7.602835917076006e-15,-1.4383713712538144e-14,-2.1707924134756591e-14,-1.0345711545437183e-14,-2.2575917923998619e-14,-2.5413686576823612e-14,-1.652508671492477e-14
