Physical Time (s),enthalpy_storage_vol Monitor (N): cv1,enthalpy_storage_vol Monitor (N): cv2,enthalpy_storage_vol Monitor (N): cv3,enthalpy_storage_vol Monitor (N): cv4,enthalpy_storage_vol Monitor (N): cv5,enthalpy_storage_vol Monitor (N): cv6,enthalpy_storage_vol Monitor (N): cv7
0.23125004,0.014101361502507348,0.032846100329182351,0.062642598857376011,0.094292064296036399,0.13065263523115697,0.21328923423878549,0.35775636903013397
0.23130068,0.014081305904486164,0.03285635929451227,0.062578474360549169,0.094317771027245798,0.1305945519574398,0.21325018966517173,0.35774342034465884
0.23135132,0.014072620972998518,0.032865075355590294,0.062515797173754092,0.094348183443273392,0.13054305499609947,0.21321576455130803,0.35773379539917438
0.23140195,0.014074658784317283,0.03287313855816465,0.062454575917876662,0.094383171471760105,0.13049885428809077,0.21318664713831859,0.35772802092288541
0.23145258,0.01408670718404712,0.032880932741190028,0.062394665074789704,0.094422056927289472,0.13046230023354777,0.21316315679188164,0.35772625120555823
0.23150322,0.014108084413553448,0.032888426233718647,0.06233605091507384,0.094463975451844831,0.13043368357395724,0.21314554783545053,0.35772857941959413
0.23155386,0.014138070321107341,0.032895242889648499,0.062278840440363636,0.09450786005877615,0.13041316298020855,0.21313395202294699,0.35773499223008293
0.23160449,0.01417586017171186,0.032901122389091889,0.062223232406036562,0.094552453142281029,0.1304007375734898,0.21312833215020799,0.3577453209127443
0.23165512,0.014220579553959594,0.032906499445835381,0.062169535099154176,0.094596414889945801,0.13039624316336629,0.21312847306922356,0.35775923619925709
0.23170576,0.01427131620449227,0.032912706339111725,0.062118172841103471,0.094638410504744114,0.1303994002662334,0.2131340279792811,0.35777629769992081
0.2317564,0.014327119474058247,0.032921634156104877,0.062069670343572823,0.094677206347406923,0.13040983478439658,0.21314452785463733,0.35779596078730758
0.23180703,0.014387002616281949,0.032935114254985999,0.062024639117811815,0.094711738222318834,0.13042710034338897,0.21315941625438756,0.35781761330459483
0.23185766,0.014449950044344089,0.032954335063606628,0.061983789830828209,0.094741164879072415,0.13045071832144556,0.21317809567042928,0.35784062360628477
0.2319083,0.01451494300046796,0.03297956706788864,0.061947926881717762,0.094764873182692583,0.13048019755912146,0.21319995963747873,0.35786437486843248
0.23195894,0.014581013539774904,0.03301019747657484,0.06191797195070381,0.094782441952318108,0.13051510099604624,0.21322445867511172,0.35788833101622153
0.23200957,0.014647245483106114,0.033044908959254701,0.061894913117402466,0.094793699219777802,0.13055504751669966,0.21325110911580858,0.35791204296557921
0.2320602,0.014712774026272859,0.03308203582510167,0.061879767747096914,0.094798656733941028,0.13059971804193257,0.21327952977384768,0.35793518051683276
0.23211084,0.014776777837873414,0.033119846514394001,0.061873509591934203,0.094797549130487102,0.13064885324435882,0.21330943343746078,0.35795752066857833
0.23216148,0.014838423118404094,0.03315674911794414,0.061877018166278386,0.094790796590404985,0.13070224525254051,0.21334061086362721,0.35797893403165398
0.23221211,0.014896803646344537,0.033191465690581567,0.061890970998027511,0.094778905895803262,0.13075971019455454,0.21337290773705803,0.35799935506119562
0.23226274,0.014950867458007968,0.033223137732437506,0.061915801036164994,0.09476247365202739,0.13082106798917406,0.21340620076245223,0.35801876224988605
0.23231338,0.014999379193751331,0.033251394272330523,0.061951645197579938,0.09474215383242332,0.13088613285868875,0.21344037819822165,0.35803715914441991
0.23236402,0.015040942948583871,0.033276332807987571,0.061998226562603828,0.094718629319654427,0.13095469426807174,0.21347532811060327,0.35805455078769877
0.23241465,0.015074059243231566,0.033298453171366031,0.062054722173603666,0.094692559370768009,0.13102648072831213,0.21351088423005521,0.35807089709381551
0.23246528,0.015097382194794302,0.033318579183708286,0.062119718998818227,0.094664549815916821,0.13110116786511922,0.21354681912348444,0.35808611251673422
0.23251592,0.015110063388713801,0.033337676451418607,0.062191256073979996,0.094635033121802353,0.13117827335231566,0.21358274523521803,0.35809996143923289
0.23256656,0.015112352358599753,0.033356996531926288,0.062267287245629688,0.09460453474203237,0.13125743342389554,0.21361841225427619,0.3581123543768554
0.23261719,0.015105642076724751,0.033377792687047346,0.062345583855503886,0.094573348128457149,0.13133809903808225,0.21365338401010048,0.35812301920008049
0.23266782,0.015092302357588093,0.033401339720386801,0.062423972051174538,0.09454160709299865,0.13141965429229788,0.21368716197778875,0.35813162384463121
0.23271846,0.015075436023373547,0.03342895178052728,0.062500583006683985,0.0945095222069601,0.1315016236089937,0.21371942000345123,0.35813800745482477
0.23276909,0.015057741522617941,0.033461572806144077,0.06257354649086061,0.094477037415275564,0.13158336149897704,0.21374964288796167,0.35814181696369102
0.23281973,0.015041094631537501,0.033499835777465292,0.062641370407111333,0.094444212271179384,0.13166437660688521,0.21377755085375455,0.35814292404992254
0.23287036,0.015026220157653983,0.033543588713258431,0.062702587936700763,0.094410903583768579,0.13174415462358977,0.21380275805293425,0.35814108794728489
0.232921,0.015013215233852703,0.033591866799133903,0.062755955484551776,0.094376956834844622,0.13182213951963581,0.21382493401785804,0.35813611646460997
0.23297163,0.015001989320448127,0.033643036627439372,0.062800504564551371,0.094342150604907887,0.13189779545808628,0.21384379136410914,0.35812785547316639
0.23302227,0.014992026188890742,0.033695196293568229,0.062835648289150017,0.094306250680214435,0.13197065698150748,0.21385909667918229,0.3581161802999277
0.2330729,0.01498247956575522,0.033746628530033816,0.062861262051339226,0.094268975787605985,0.13204031678890893,0.21387065980439518,0.35810099858372657
0.23312354,0.014973080950665876,0.033796078175758998,0.062877634364270213,0.094230013928267894,0.13210638104647845,0.21387831142481722,0.35808222775066423
0.23317417,0.014964386049911505,0.033842834096626695,0.06288540635226976,0.094189018067518893,0.13216846406671601,0.21388190769196128,0.35805980082641004
0.23322481,0.014957573413095095,0.033886622539751977,0.06288551781822467,0.094145668626653023,0.13222620862061304,0.21388135863986213,0.35803369839733745
0.23327544,0.014954052378254876,0.033927392460443268,0.062879108921488458,0.094099696066535066,0.13227929619780113,0.21387662393416557,0.35800394238640176
