Physical Time (s),phi_alt_vol Monitor (N): cv1,phi_alt_vol Monitor (N): cv2,phi_alt_vol Monitor (N): cv3,phi_alt_vol Monitor (N): cv4,phi_alt_vol Monitor (N): cv5,phi_alt_vol Monitor (N): cv6,phi_alt_vol Monitor (N): cv7
0.27383408,0.0035018834562392433,0.0085197083663726414,0.017144206364644313,0.030601691726617832,0.052748256759091193,0.11117210685436105,0.23476379950505649
0.27388472,0.0035369770044172202,0.0085543222782455512,0.017072136884936376,0.030608422091151284,0.052716230390333033,0.11115119565882299,0.2347707097275368
0.27393535,0.0035731466949284582,0.0085840149720433894,0.017002537623023239,0.030621395892260594,0.052685911109618164,0.11113136996702405,0.23477763334924112
0.27398598,0.0036102709485037708,0.0086086284892101985,0.016936221395876597,0.030640136955506214,0.052657491165168824,0.11111278374898881,0.23478458225698362
0.27403662,0.0036483077523064029,0.0086279668917706685,0.016873941598675255,0.030664047228083482,0.052631192069923199,0.11109559989576893,0.23479157347303883
0.27408725,0.003687191106792968,0.0086414561045781331,0.016816339341958596,0.030692413165278674,0.052607240567528267,0.11107997876616102,0.23479861785409564
0.27413789,0.0037268196835254287,0.0086479036561858281,0.016763969715018427,0.030724461581948442,0.052585830794861552,0.11106606236086275,0.23480571552854029
0.27418853,0.0037670870628740806,0.0086456094411199984,0.01671731069823551,0.030759383931119256,0.052567137829166596,0.11105398169260884,0.23481285942938648
0.27423916,0.0038079069239939181,0.008632869943897805,0.016676775573737666,0.030796400454857341,0.05255131352668671,0.11104383183931002,0.23482001307419242
0.2742898,0.0038492297713061409,0.0086086526787088388,0.016642735812505739,0.030834779948520255,0.052538503979279838,0.11103569154279144,0.23482713479514664
0.27434043,0.003891023400723349,0.0085730132371510115,0.016615504949339492,0.030873854262636509,0.05252884512260908,0.11102961785766631,0.23483417231348813
0.27439106,0.0039332576291057674,0.0085270642702008764,0.016595331116877932,0.03091303669064481,0.052522461314502271,0.11102564107977482,0.23484106134659777
0.2744417,0.0039758868956456285,0.0084725293378893427,0.016582402455015143,0.030951819586608482,0.052519466020018196,0.11102377370286444,0.23484773512074847
0.27449233,0.0040188720486328475,0.0084112820917425519,0.016576867222404302,0.03098975080536133,0.05251996122141743,0.11102401905006709,0.23485413514479725
0.27454297,0.0040621712831290131,0.0083451077265643478,0.016578857328201028,0.031026384039778102,0.052524025137454633,0.11102636247199477,0.23486020287287268
0.27459361,0.0041057852504565225,0.0082756290423740258,0.016588500199040259,0.031061305421392724,0.052531739765497826,0.11103079721862164,0.23486590887858136
0.27464424,0.0041497484672488056,0.0082044342150211311,0.016605920276046859,0.031094154733617322,0.052543167108364583,0.11103732082736953,0.23487124751276869
0.27469488,0.004194112700532257,0.0081332041203124022,0.016631193722423825,0.031124579435284662,0.052558321300186381,0.11104592049798118,0.23487621659805014
0.27474551,0.0042389325558362173,0.0080636581158501086,0.016664325207642675,0.031152316220851742,0.052577174605875826,0.11105656743555889,0.23488081837237432
0.27479614,0.0042841336532925215,0.0079974631136095313,0.016705194216411298,0.03117713459788975,0.052599626573566732,0.11106918458093122,0.23488502156001076
0.27484678,0.0043293539476868441,0.0079361313079265444,0.016753506146489634,0.031198819225022642,0.052625529509943009,0.1110836702076724,0.23488878576652431
0.27489741,0.0043737226760135074,0.0078809539141426674,0.01680884752712385,0.031217179613643231,0.052654720466576224,0.11109991003235589,0.23489207981271182
0.27494805,0.0044157169297192782,0.0078329431012293272,0.01687060958053679,0.031232037348177671,0.052687006450650033,0.11111776504452088,0.23489486009849236
0.27499869,0.004453093520045485,0.0077928097365902926,0.016937971800266845,0.031243282435501819,0.052722181893115089,0.11113709328795594,0.23489709084970933
0.27504932,0.0044829894622379768,0.0077609624867692748,0.017009909329590064,0.031250866365327729,0.052760050621013709,0.11115773829203526,0.23489874229827132
0.27509996,0.0045014597647982579,0.0077375323184852522,0.017085311877315927,0.031254780483261954,0.052800412954221693,0.11117952502315914,0.23489978553575433
0.27515059,0.0045038676151368216,0.0077224473450423839,0.017163076002729042,0.031255085672848223,0.052843067147114703,0.11120227861838317,0.23490020725844779
0.27520122,0.0044862716251467564,0.0077155192565172663,0.017242156252960043,0.031251897823761698,0.052887812488601825,0.11122583264469058,0.23490001497679899
0.27525186,0.0044471416347450481,0.0077165266019885263,0.017321598256395787,0.03124536588731798,0.052934474608510085,0.11125003563367594,0.23489923764539566
0.27530249,0.0043884378722579406,0.0077251542132828312,0.01740051315630024,0.031235638141829468,0.052982846368833242,0.11127473630232393,0.23489790546742614
0.27535313,0.0043145656832622344,0.0077409442763407832,0.017478013277548644,0.031222889211257612,0.053032755531968775,0.11129978967472137,0.2348960549332349
0.27540376,0.0042309870082729382,0.0077632439219691577,0.017553192159152919,0.031207291991958607,0.053083942775952728,0.11132503208336275,0.23489370261976172
0.2754544,0.004142904867926506,0.00779111534384333,0.017624989277213371,0.031189005508375459,0.053136173304733858,0.1113502961331858,0.23489084846107725
0.27550504,0.0040549602642509586,0.007823334530330928,0.01769223439428206,0.031168213147744241,0.053189217522698562,0.11137541437818661,0.23488748875241039
0.27555567,0.0039716820730606875,0.007858577023215697,0.017753734612326121,0.03114510507936858,0.053242779132479684,0.11140022795410445,0.23488361641066779
0.2756063,0.0038968725477229009,0.0078956690419564341,0.01780834251014882,0.03111987309007078,0.053296564244942099,0.11142457368179688,0.23487919984993008
0.27565694,0.0038330293709990682,0.0079337931426573909,0.017855131204764715,0.03109273955151181,0.053350347419372328,0.11144831598244119,0.23487422427632504
0.27570757,0.0037817561337081863,0.0079725255238590632,0.017893348334478153,0.031063926110822621,0.053403909704683963,0.1114713168946411,0.23486866378398674
0.27575821,0.0037439081924594505,0.0080117851763169302,0.017922365082385306,0.031033642973060122,0.053457021566678108,0.11149343309426793,0.23486247495235091
0.27580884,0.003719403662692986,0.0080517423035207578,0.017941731321448631,0.03100215530691244,0.053509480237015475,0.11151455861794782,0.23485564239954887
0.27585948,0.0037073629595116104,0.0080926116924870915,0.017951120049556703,0.030969739581905159,0.053561064820553721,0.1115345797941162,0.23484813605810792
0.27591012,0.0037063254866121493,0.0081345731638512459,0.017950371879608691,0.030936700764488498,0.05361155995225312,0.11155342235411496,0.23483994441114692
0.27596075,0.0037147372500410457,0.0081777258823320133,0.017939507336749472,0.030903360691142977,0.053660743024733296,0.11157104941794228,0.23483109067484961
0.27601138,0.0037307262635632495,0.0082220216830501697,0.01791870001345577,0.030869975495573795,0.053708330095549026,0.11158735888927662,0.23482147859312666
0.27606202,0.0037521109868747294,0.0082673236638407654,0.017888331774918255,0.030836855489680359,0.053754096999104904,0.11160233230293715,0.23481112003482055
0.27611265,0.003776720536360681,0.0083134015778193633,0.01784890692597127,0.030804313499983957,0.053797839665611497,0.11161596220973607,0.23480002683898724
0.27616329,0.0038026638169580966,0.0083598428666718273,0.017800916841913952,0.030772545627375462,0.053839272252894019,0.111628130940194,0.23478810056169913
0.27621392,0.0038287626341314616,0.008406308570642165,0.017745075581165809,0.030741918987347537,0.053878321980288836,0.11163891519227659,0.23477543527958578
0.27626456,0.0038543172439347187,0.008452316522912319,0.017682066708832263,0.030712699093027169,0.053914826241480751,0.11164826721903096,0.23476194172209516
0.2763152,0.0038789948768116244,0.0084974348790802234,0.017612789723164237,0.030685304580431977,0.053948821232223276,0.11165637431198583,0.23474789509395208
0.27636583,0.0039025531685124336,0.0085411881836187729,0.017538240220059838,0.030660020850872671,0.053980210045492208,0.1116632335369778,0.23473326394044891
0.27641647,0.0039248652259904716,0.0085833344000003954,0.017459713214887318,0.030637279846789364,0.05400907186753913,0.11166903303736507,0.23471822380209151
0.2764671,0.0039456020289721054,0.0086235745958025099,0.0173784552190175,0.030617295382550602,0.054035281163131305,0.11167376499836235,0.23470274638562227
0.27651773,0.0039643754289941406,0.0086616556404431055,0.01729574082957468,0.030600199379341164,0.054058643922569316,0.11167735368952009,0.2346867292810105
0.27656837,0.0039810891221703695,0.008697577218567655,0.017213090028468069,0.030586386282418658,0.054079232692272383,0.1116799881593904,0.23467031363204255
0.276619,0.0039958059201792278,0.0087311277270957968,0.017131932580283823,0.030576237553658139,0.054097128110250761,0.11168188613873209,0.23465371209583369
0.27666964,0.0040087899134441602,0.0087616028786677101,0.017053622798450779,0.030570070074779659,0.054112347779252723,0.11168317702962774,0.23463702133285957
0.27672028,0.0040205535851426865,0.0087875054176521014,0.016979405001788964,0.030568170781659271,0.054124900096339738,0.11168398152761369,0.2346203358462263
0.27677091,0.0040317526562890756,0.0088065955856712445,0.016910557481877021,0.030570922476164782,0.054134910415087223,0.11168452126572506,0.2346038580670837
0.27682155,0.00404294811707213,0.0088160413597599702,0.016848106170050586,0.0305784968449676,0.054142309608277914,0.11168480870337327,0.23458759313251309
0.27687218,0.0040546656244923535,0.0088132790448842892,0.016792948279021617,0.030590966756488681,0.054146948781064561,0.11168476520531359,0.23457146807166451
0.27692281,0.0040674837991382246,0.008796750541036907,0.016746146078836083,0.030608595080354677,0.054148906731837726,0.11168451405100693,0.23455563044983954
0.27697345,0.0040818938611025379,0.0087663168636730095,0.016708694563431308,0.030631659895274665,0.054148312094489941,0.11168422002476516,0.2345402735954486
0.27702408,0.0040981553306104306,0.0087229848348125451,0.01668117316773465,0.030660120835329003,0.054145033661157624,0.11168376595567123,0.23452531828894643
0.27707472,0.0041165102077771847,0.0086687636269489592,0.016664137224098652,0.030694049435905223,0.054139117693648903,0.1116831998460165,0.23451085666630672
0.27712536,0.0041371221844179792,0.008605869742749862,0.016657991976445578,0.030733504031247375,0.054130669867643699,0.11168260643676797,0.23449702988024435
0.27717599,0.004160030863854346,0.0085362028070141358,0.016662811051256318,0.03077837192137961,0.054119680215813773,0.11168193393957911,0.23448385155888918
0.27722663,0.0041852505676456472,0.0084613253459667939,0.016678463863474786,0.030828430992651722,0.05410616434383099,0.11168114650478048,0.23447135498503419
0.27727726,0.0042127927187488468,0.0083824931539726588,0.016704595197873515,0.03088341010438287,0.054090170228544079,0.11168021055230339,0.23445958397814201
0.27732789,0.0042426638062996692,0.0083008244325455272,0.016740708415425305,0.03094287647203936,0.054071753031789169,0.11167908825251326,0.23444857805206148
0.27737853,0.0042748445435770279,0.008217486371628115,0.016786129546330273,0.031006166389218007,0.054051006960116964,0.11167776131189516,0.23443840346644942
0.27742916,0.0043091791427897919,0.0081338081279072223,0.016839920469363705,0.031072276551327049,0.054028019259413855,0.11167619650426699,0.23442910881076906
0.2774798,0.0043452548675184405,0.0080512276354867199,0.016900899302238939,0.03113993349287647,0.054002889902577844,0.1116743592875583,0.23442074144411487
0.27753044,0.0043823374315142827,0.0079712757831577486,0.016967741606160137,0.031207554801819484,0.053975742763093491,0.11167222620873779,0.23441335831291685
0.27758107,0.0044193241061433628,0.0078955097014268109,0.017039111699769027,0.031273357793311224,0.053946682460190687,0.11166974816084463,0.23440698662600445
0.27763171,0.0044549021648667576,0.0078254132802366809,0.017113748749278457,0.03133550817283174,0.053915818428990542,0.11166687337505771,0.23440164406049829
0.27768234,0.0044874027290897648,0.0077623253131647637,0.01719049314748464,0.031392112136410272,0.053883237309649445,0.11166352375884558,0.23439731090498472
0.27773297,0.0045153714389632804,0.0077074066723661827,0.017268373850993696,0.031441427973326455,0.053849039872006635,0.11165963312990704,0.23439398385471366
0.27778361,0.0045368030128834017,0.0076615879118335428,0.017346531202992625,0.031481954671085062,0.053813302856002221,0.11165510559385979,0.23439162363905591
0.27783424,0.0045492275125575826,0.0076255527329548919,0.017424121851581442,0.031512542354002367,0.053776106515136257,0.11164984433148549,0.23439017919601013
0.27788488,0.0045500320188916797,0.007599633283502623,0.017500169386247249,0.031532516202733847,0.053737490003076462,0.11164370761556666,0.23438953710551655
0.27793551,0.0045367383438574766,0.0075837095993848795,0.017573425928990746,0.03154168723739674,0.053697413451590029,0.1116364714147894,0.23438947784413267
0.27798615,0.0045072475939382291,0.0075774356106742026,0.017642592826600498,0.031540494220229323,0.053656029197583707,0.11162811694217226,0.23438998652883097
0.27803679,0.0044602161711946907,0.0075801161276158732,0.017706102975404852,0.03152949155074216,0.053613343655387405,0.11161848094520643,0.23439089803925034
