Physical Time (s),ea_left Monitor (kg-m/s^3)
0.03741927,-0.0023327962980599073
0.0374699,-0.0023477826686571037
0.03752054,-0.0023649295027531429
0.03757117,-0.0023840248480469588
0.03762181,-0.0024047793853962099
0.03767244,-0.0024268302145292928
0.03772308,-0.0024497487301763749
0.03777371,-0.0024730508819482203
0.03782435,-0.0024962130594473582
0.03787498,-0.0025186912098673605
0.03792561,-0.0025399454423696149
0.03797625,-0.0025594659174181722
0.03802688,-0.002576801200724196
0.03807752,-0.0025915808975107454
0.03812815,-0.0026035353024303461
0.03817879,-0.0026125043629439582
0.03822942,-0.0026184410261914687
0.03828006,-0.0026214042369623806
0.03833069,-0.0026215447724452935
0.03838133,-0.0026191011150619144
0.03843196,-0.0026143407529406791
0.0384826,-0.0026075634312195395
0.03853323,-0.0025990898568416512
0.03858387,-0.0025892028883603866
0.0386345,-0.0025781712529936692
0.03868514,-0.0025662004941026666
0.03873578,-0.0025534640708026
0.03878641,-0.0025400794962813014
0.03883705,-0.0025261100209709036
0.03888768,-0.0025116108153048211
0.03893832,-0.0024966232131970281
0.03898895,-0.0024811978552938632
0.03903959,-0.0024654139240039849
0.03909022,-0.0024493945021796947
0.03914086,-0.0024333137257683971
0.03919149,-0.0024173985095269747
0.03924212,-0.0024019252989455819
0.03929276,-0.0023872121383376002
0.03934339,-0.0023736056920791466
0.03939403,-0.0023614668996546737
0.03944466,-0.0023511572863923703
0.0394953,-0.0023430257805326406
0.03954593,-0.0023373979716156171
0.03959657,-0.002334567040930758
0.0396472,-0.0023347866485114751
0.03969784,-0.002338262266515745
0.03974847,-0.0023451432961634532
0.03979911,-0.002355512530822113
0.03984974,-0.0023693735470041721
0.03990038,-0.0023866412161408566
0.03995101,-0.0024071293258067436
0.04000165,-0.0024305428349665243
0.04005228,-0.0024564760925933982
0.04010292,-0.0024844185908606477
0.04015356,-0.0025137663658107044
0.04020419,-0.0025438389907594594
0.04025483,-0.0025739024430918847
0.04030546,-0.0026031932187962313
0.0403561,-0.0026309463223580182
0.04040673,-0.0026564259853276767
0.04045737,-0.0026789586333714347
0.040508,-0.0026979640098497228
0.04055863,-0.0027129863690100973
0.04060927,-0.0027237213603990766
0.0406599,-0.002730036646964808
0.04071054,-0.0027319770832149671
0.04076117,-0.0027297595330842486
0.04081181,-0.0027237506629069425
0.04086244,-0.002714421655976915
0.04091308,-0.0027023160611233713
0.04096371,-0.0026880085970092931
0.04101435,-0.0026720585641242765
0.04106498,-0.0026549684704010833
0.04111562,-0.0026371500289588774
0.04116625,-0.002618921485081009
0.04121689,-0.0026005064613527171
0.04126752,-0.0025820470911736854
