Physical Time (s),aphi_alt_flux_top Monitor (kg-m/s^3): top_cv1,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv2,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv3,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv4,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv5,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv6,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv7
0.31474716,1.8143344179294904e-07,3.4635521394968279e-07,4.1942996408466594e-07,3.3471376946635985e-07,6.6676402419498493e-07,8.7434592249068404e-07,6.5201968486443492e-07
0.31479779,1.9366198956257905e-07,3.5617818565644914e-07,4.4722035069320907e-07,3.5998074069311262e-07,6.9022350077394828e-07,9.0171972661728031e-07,6.7930722630074959e-07
0.31484843,2.0097926017857001e-07,3.5972721128260407e-07,4.6671248447557203e-07,3.7687663410471539e-07,7.0340768569145136e-07,9.1734967456241535e-07,6.9580677336209989e-07
0.31489906,2.0496176682715711e-07,3.5927137703170924e-07,4.7998739750128138e-07,3.8945864806772056e-07,7.1188274515075333e-07,9.2785966984295402e-07,7.0736154589202834e-07
0.3149497,2.0580230559955004e-07,3.5517987241921148e-07,4.8655535458112693e-07,3.9797864511378789e-07,7.1620551025657168e-07,9.3405530518872016e-07,7.1461385681509195e-07
0.31500034,2.0423163804526722e-07,3.4827864571436223e-07,4.8676953171375491e-07,4.0295257763025987e-07,7.1700605331777819e-07,9.3671607109341294e-07,7.1828256806987254e-07
0.31505097,2.0286573425323876e-07,3.4220201776147488e-07,4.8714051793468241e-07,4.1225244986906167e-07,7.2483493415910912e-07,9.4831715117226485e-07,7.2941299083239501e-07
0.31510161,1.9635293642770615e-07,3.3127559651617118e-07,4.8073710369088404e-07,4.1652187667091431e-07,7.2858141195361713e-07,9.5663889943931581e-07,7.3667918890845668e-07
0.31515224,1.8898040488826611e-07,3.1867167307876783e-07,4.726294188662297e-07,4.1997364174872079e-07,7.3197181004899234e-07,9.6517291452292795e-07,7.4380755641827097e-07
0.31520287,1.8363258590161688e-07,3.079461202249249e-07,4.6530978688820165e-07,4.2481081142226226e-07,7.3705993906673534e-07,9.7597399125717365e-07,7.5279660516885876e-07
0.31525351,1.7888747621831307e-07,2.9839332666552692e-07,4.5659642008014576e-07,4.2754390436794079e-07,7.3916149832733582e-07,9.8357246180553611e-07,7.5876580313892895e-07
0.31530414,1.7127741935840573e-07,2.8534420400864004e-07,4.4151393716535701e-07,4.2164669337691594e-07,7.3024465801837205e-07,9.7891755423790339e-07,7.5345029726016308e-07
0.31535478,1.6322137886435307e-07,2.7180866298640127e-07,4.2326203513332348e-07,4.1024650581013702e-07,7.1333836170267952e-07,9.6497136970019034e-07,7.3984915072051151e-07
0.31540541,1.5541313071382265e-07,2.5889265556939175e-07,4.0321522998721826e-07,3.9497945982228005e-07,6.9033441326496883e-07,9.4372330319063186e-07,7.1980490144464927e-07
0.31545605,1.4514807666603938e-07,2.4316583200670744e-07,3.7863416142554046e-07,3.7378325423379078e-07,6.5987738709508331e-07,9.142175665114286e-07,6.9197847260585381e-07
0.31550669,1.3791159609633993e-07,2.3049986181154574e-07,3.5643079482458784e-07,3.5427279736757428e-07,6.3036233004142041e-07,8.8525752544156611e-07,6.6478276186879948e-07
0.31555732,1.3462860472129795e-07,2.2244618525113086e-07,3.3858074754881209e-07,3.3898396249019979e-07,6.0492176050239226e-07,8.6027590662218487e-07,6.4136343739795317e-07
0.31560795,1.3483902010482949e-07,2.1883932672666058e-07,3.2541840041636691e-07,3.2907421696541016e-07,5.8468934303248877e-07,8.4061994408773099e-07,6.2285040770590539e-07
0.31565859,1.3789016045257227e-07,2.1913750804780458e-07,3.169611392398954e-07,3.242036595167192e-07,5.7030556940793895e-07,8.2705371443807232e-07,6.0986245533828605e-07
0.31570922,1.4314433775663839e-07,2.2265728273856153e-07,3.1299063170421399e-07,3.2421211340753133e-07,5.6192626177931207e-07,8.198126960168393e-07,6.025354966441628e-07
0.31575986,1.5003483335136931e-07,2.2866458404288913e-07,3.1302350649824224e-07,3.286812846426178e-07,5.5909956375876605e-07,8.1829732010630124e-07,6.0028687439434214e-07
0.31581049,1.5571201170727338e-07,2.3372209022020595e-07,3.1290830103980297e-07,3.3226812884291619e-07,5.5498410795639965e-07,8.1488586896695101e-07,5.9617729715642912e-07
0.31586113,1.5956243210931923e-07,2.3688851502098536e-07,3.1144651273701925e-07,3.333455769763951e-07,5.4750965379513865e-07,8.0703792467304835e-07,5.8795748427282271e-07
0.31591177,1.6188390141828817e-07,2.3834754454119068e-07,3.088346656433828e-07,3.3210162471420519e-07,5.3689281630672268e-07,7.9490701709283518e-07,5.7580183574154828e-07
0.3159624,1.6268447404403063e-07,2.3812326385405151e-07,3.0523988681532481e-07,3.289591814615383e-07,5.2368729000732071e-07,7.7935804437392456e-07,5.6043854147760091e-07
0.31601303,1.6197933075735114e-07,2.3626315681686943e-07,3.0076893851300585e-07,3.2423877950318703e-07,5.0892022044498345e-07,7.611655908668744e-07,5.4252010047076297e-07
0.31606367,1.5960300439860816e-07,2.3264773510906989e-07,2.9532648272587805e-07,3.172950741046408e-07,4.9300220526068099e-07,7.4090278283582236e-07,5.2250181189994104e-07
0.3161143,1.5533034504511227e-07,2.2696706641312441e-07,2.8842129641551649e-07,3.0818307406118164e-07,4.7553715139524518e-07,7.1811544502740847e-07,4.9996774974993426e-07
0.31616494,1.4869811206245302e-07,2.1856674315746631e-07,2.7822579344807033e-07,2.9575665247760559e-07,4.5510347880321494e-07,6.9109315272934733e-07,4.7339122277999655e-07
0.31621557,1.4044778637064847e-07,2.0846771178275857e-07,2.6636861806181777e-07,2.8123620370871431e-07,4.3271352978872347e-07,6.6170696298994541e-07,4.4449188163812384e-07
0.31626621,1.3132400608026496e-07,1.9670489103940076e-07,2.5405729728170736e-07,2.6588272034870686e-07,4.1035314128762113e-07,6.3167061298897824e-07,4.1487826395072436e-07
0.31631685,1.2206498453322312e-07,1.8469299479492645e-07,2.4208413576964725e-07,2.5072371726891421e-07,3.894536621416169e-07,6.0247536279624436e-07,3.8596390932185064e-07
0.31636748,1.1298276101800949e-07,1.7264721647877845e-07,2.3057828043852283e-07,2.3610644656962967e-07,3.705332042000227e-07,5.7479701234047564e-07,3.5839076726676365e-07
0.31641811,1.0424301657134639e-07,1.6062273422469157e-07,2.1960169943439437e-07,2.2226227070494527e-07,3.5389836503601739e-07,5.4908460401622038e-07,3.3263931064591713e-07
0.31646875,9.6012606363451158e-08,1.4869434024718283e-07,2.0915515395309486e-07,2.0929153251645787e-07,3.3962094006870754e-07,5.2552308802814329e-07,3.0895148702405353e-07
0.31651938,8.8454641291003134e-08,1.3696366086356575e-07,1.9920973570191578e-07,1.9724993737059743e-07,3.277056078220124e-07,5.0424854229407945e-07,2.8750999225541562e-07
0.31657002,8.164408294207009e-08,1.2546333060566712e-07,1.8962043220088022e-07,1.8603322644951431e-07,3.1795824397419848e-07,4.8519731781080962e-07,2.6831286084564291e-07
0.31662065,7.5410296364698638e-08,1.1399417430652725e-07,1.799735723964979e-07,1.7518540632948328e-07,3.0976375983473384e-07,4.6786239194238085e-07,2.5092903183362771e-07
0.31667129,6.9846863574562151e-08,1.0262218405373718e-07,1.7008739794620006e-07,1.643759217950031e-07,3.0257089185777496e-07,4.5175756196323375e-07,2.3498122879215719e-07
0.31672193,6.4637529228935031e-08,9.1078328064241403e-08,1.596043985583815e-07,1.5319652668240465e-07,2.9586642325125862e-07,4.3655132993039298e-07,2.2016184483023681e-07
0.31677256,5.9722701583243699e-08,7.93904581125712e-08,1.4857169873372419e-07,1.4166953785873922e-07,2.8961715506297438e-07,4.224332538286554e-07,2.0661799143423461e-07
0.3168232,5.5080036518302279e-08,6.7634486637391391e-08,1.3712231793672404e-07,1.2982331486213386e-07,2.8373098070410346e-07,4.0952758297932648e-07,1.9441916930472732e-07
0.31687383,4.8765336971254334e-08,5.3866764549288087e-08,1.2320339165154355e-07,1.1491050828270115e-07,2.7502246987741929e-07,3.9459536272082489e-07,1.8047133822974197e-07
0.31692446,3.9921998562934369e-08,3.7310541274079399e-08,1.0612252635352237e-07,9.7569076515737903e-08,2.6251043765613415e-07,3.7668091147757145e-07,1.6385906178245481e-07
0.3169751,2.8887943451241972e-08,1.8404586824675677e-08,8.640896734392754e-08,7.7572025328304782e-08,2.4637507002777979e-07,3.5598931975007506e-07,1.4481288255119714e-07
0.31702573,1.5771910702944121e-08,-2.6500672863830724e-09,6.4327083045427728e-08,5.5053946164267727e-08,2.2662775879416701e-07,3.3250764487222146e-07,1.2333343887082791e-07
0.31707637,1.4216004777344332e-09,-2.4918454196170843e-08,4.2389665896990123e-08,3.1082724491610629e-08,2.0407200870828919e-07,3.0698809666474817e-07,1.0017115206133773e-07
0.31712701,-1.3578270796911296e-08,-4.7702271779811079e-08,2.0532407237839532e-08,6.5835068895367852e-09,1.7981761724356196e-07,2.8002379424678616e-07,7.5894651178487018e-08
0.31717764,-2.9467865749761453e-08,-7.1110807602499613e-08,-1.590378324812225e-09,-1.8336342748655109e-08,1.5356901312391161e-07,2.5143094028485204e-07,5.0302429741986241e-08
0.31722828,-4.534777873593905e-08,-9.4030815915678331e-08,-2.2919582689827707e-08,-4.2336476837732415e-08,1.2654696740337653e-07,2.223671428631048e-07,2.449262811374147e-08
0.31727891,-6.0404197594898863e-08,-1.1582913056810581e-07,-4.2823511700043812e-08,-6.4566532521212031e-08,9.9649479906612264e-08,1.9360517338512e-07,-8.3469137951890688e-10
0.31732954,-7.3287526018150264e-08,-1.3611818493403737e-07,-6.092743145480263e-08,-8.4504924944799254e-08,7.3568077643094044e-08,1.6571709458801067e-07,-2.5182450221905067e-08
0.31738018,-8.395371002805772e-08,-1.5476486657699272e-07,-7.7096710125532704e-08,-1.0216451193288827e-07,4.853932069429703e-08,1.38845839396539e-07,-4.8494762630509378e-08
0.31743081,-9.2169087957479751e-08,-1.7114427295862869e-07,-9.1945029040638702e-08,-1.167645034909953e-07,2.6158579239035025e-08,1.1453662494731736e-07,-6.9313132961285048e-08
0.31748145,-9.8495806823123849e-08,-1.8545398372732562e-07,-1.0435949314250914e-07,-1.2832703193020424e-07,6.4687502614797818e-09,9.2815183438243706e-08,-8.7691130410324474e-08
0.31753209,-1.0319401793070031e-07,-1.9640393690770139e-07,-1.1447079694177421e-07,-1.3710734413592011e-07,-1.073107489410087e-08,7.348988992841341e-08,-1.0388407842845446e-07
0.31758272,-1.0580623896264088e-07,-2.0505771398757668e-07,-1.2254860131111674e-07,-1.4340617491262861e-07,-2.5506038097733092e-08,5.6541803671037796e-08,-1.1795826739162628e-07
0.31763336,-1.0569343664556558e-07,-2.1109229620043553e-07,-1.2802681343116957e-07,-1.4663412905961559e-07,-3.7012169932831262e-08,4.2870930363535898e-08,-1.2906874786623183e-07
0.31768399,-1.0282736292947613e-07,-2.1433626798044583e-07,-1.3079440060118174e-07,-1.4666586502058625e-07,-4.4865426749300865e-08,3.2937039290063556e-08,-1.3678869310692607e-07
0.31773462,-9.7261609273338153e-08,-2.1455324660166693e-07,-1.3082584019998888e-07,-1.4348365656714342e-07,-4.9092559185152022e-08,2.7026910130454415e-08,-1.4084207060046613e-07
0.31778526,-8.9089419189714531e-08,-2.1159118510059833e-07,-1.2821823530363042e-07,-1.3721609701703593e-07,-4.9490106801175737e-08,2.5233688971802759e-08,-1.411288199556403e-07
0.31783589,-7.8520932897683595e-08,-2.0541478050776969e-07,-1.2315551620180971e-07,-1.2812924873052806e-07,-4.6155104129439034e-08,2.745314224422407e-08,-1.3772993424697602e-07
0.31788653,-6.5812753578277029e-08,-1.962224783542244e-07,-1.1598602939768026e-07,-1.1669671911670437e-07,-3.9484049128398155e-08,3.329435905155094e-08,-1.3099924312466041e-07
0.31793716,-5.1278208734616168e-08,-1.8450955381333032e-07,-1.0713708618804069e-07,-1.0349850022457335e-07,-3.0022100855591733e-08,4.2228456098813103e-08,-1.2142102923354049e-07
0.3179878,-3.5563792818726496e-08,-1.7092429662260489e-07,-9.7377091267499806e-08,-8.9466839070436416e-08,-1.8713073090480765e-08,5.3313062630175978e-08,-1.0988730257560542e-07
0.31803844,-1.9299529413609576e-08,-1.56151509442868e-07,-8.7436673162607849e-08,-7.5482170132735431e-08,-6.4788246412304222e-09,6.5626703906902127e-08,-9.7267181933550337e-08
0.31808907,-3.2435914339649008e-09,-1.4098289104940345e-07,-7.7881630900341049e-08,-6.2488146438637915e-08,5.6590027783499757e-09,7.8120780650583519e-08,-8.4565145862028937e-08
0.3181397,1.1704766645649371e-08,-1.2630714569016919e-07,-6.9667471647131463e-08,-5.1451072280658622e-08,1.6632897745952096e-08,8.9717642472352484e-08,-7.2815781061211188e-08
0.31819034,2.4678631816601003e-08,-1.1296971330453797e-07,-6.3572560451177263e-08,-4.3227345914412964e-08,2.5469234282607173e-08,9.9321765653690466e-08,-6.307763641173195e-08
0.31824097,3.4912034653114958e-08,-1.0169966700542908e-07,-6.0292499914465325e-08,-3.8440053274569249e-08,3.1433013437802381e-08,1.0612740672766885e-07,-5.6139370932317481e-08
0.31829161,4.2190043634014729e-08,-9.2698678798549666e-08,-5.9645386030225642e-08,-3.7109754969498268e-08,3.4392857078920567e-08,1.0993173283191978e-07,-5.2188825073517052e-08
0.31834224,4.7191103355909737e-08,-8.5320600202091346e-08,-6.0715485737176159e-08,-3.8334051057278728e-08,3.5154195199477679e-08,1.1146978840848156e-07,-5.0479303984205167e-08
0.31839288,5.0116624655220064e-08,-7.9419333347794582e-08,-6.3108260892542229e-08,-4.1476805058196301e-08,3.4076832779692604e-08,1.110384211376778e-07,-5.0658657161365233e-08
0.31844352,5.1103523976905381e-08,-7.4926875014264766e-08,-6.6542012566245474e-08,-4.6189081601959945e-08,3.1491260305183685e-08,1.0892312187619866e-07,-5.2454725287590513e-08
0.31849415,5.0593268564269541e-08,-7.1470525555233144e-08,-7.0525245537199141e-08,-5.188126758777607e-08,2.7940124820571926e-08,1.0561595924634417e-07,-5.5391951715822122e-08
0.31854478,4.87063617002156e-08,-6.9055525927854056e-08,-7.5170664796531193e-08,-5.8735395307896139e-08,2.3061301932617478e-08,1.0060085655374919e-07,-5.9913261992629264e-08
0.31859542,4.5290578186139616e-08,-6.7822957097863302e-08,-8.0572976402891958e-08,-6.6671064554282183e-08,1.7188201836225544e-08,9.4306527396963635e-08,-6.5666878636381977e-08
0.31864605,4.024001348242904e-08,-6.7873632529739055e-08,-8.6919964633806791e-08,-7.5637843747054199e-08,1.0372373719102158e-08,8.6824955118750426e-08,-7.2607206424613556e-08
0.31869669,2.9283143093085812e-08,-7.4778538834619655e-08,-1.0252400464157435e-07,-9.7389610192194491e-08,-1.2555939294616681e-08,6.0565262839442669e-08,-9.6700957777955177e-08
0.31874732,2.4856367353900056e-08,-7.2255553396073614e-08,-1.0371915748168648e-07,-9.8048059751143293e-08,-7.4876235877192396e-09,6.6796623907439547e-08,-9.1492790812964213e-08
0.31879796,1.6237312258126086e-08,-7.4328812633134427e-08,-1.1127842684910856e-07,-1.0751849743777254e-07,-1.3233047879858076e-08,6.0559718949055939e-08,-9.7730732369421744e-08
0.3188486,6.5157865399827709e-10,-8.3238808518090945e-08,-1.2655098855779959e-07,-1.2604920798267276e-07,-2.8615935625647889e-08,4.3946310252725172e-08,-1.1396594581686663e-07
0.31889923,-1.1789962217490972e-08,-8.865097865648168e-08,-1.3885249112931291e-07,-1.4271478667660638e-07,-4.2200161981825346e-08,2.881742309699161e-08,-1.2858712623485515e-07
0.31894986,-1.5665344712639013e-08,-8.2817823119864798e-08,-1.358302397558347e-07,-1.392785572680568e-07,-2.9699276707618288e-08,4.3808836970983758e-08,-1.1585571471352475e-07
0.3190005,-3.6916393620634309e-08,-9.6554398595990017e-08,-1.5723382862188217e-07,-1.6795549684155651e-07,-5.5505334744299564e-08,1.6162755477682955e-08,-1.4277321797002708e-07
0.31905113,-6.4823269150892296e-08,-1.1852940150068946e-07,-1.9028127177571196e-07,-2.1433871144892543e-07,-1.0357305481427006e-07,-3.673594909775715e-08,-1.9275263731826301e-07
0.31910177,-8.6383469425332559e-08,-1.3195519357047167e-07,-2.1056721052035781e-07,-2.4403732687481006e-07,-1.2974817630559171e-07,-6.3720765454132757e-08,-2.1937347812758418e-07
0.3191524,-1.0439140969812995e-07,-1.4146216830029788e-07,-2.2557595337662708e-07,-2.6856873240417658e-07,-1.497593201268965e-07,-8.3280614216695426e-08,-2.392046132091575e-07
0.31920304,-1.1832818863389319e-07,-1.4690858623930893e-07,-2.35783776127965e-07,-2.8954579007962853e-07,-1.6658643778743553e-07,-9.9151819627951017e-08,-2.5537578696586554e-07
0.31925368,-1.2202672553964664e-07,-1.4065995583333879e-07,-2.3057148391615614e-07,-2.9224362981100102e-07,-1.6169864606035725e-07,-9.0046379434632123e-08,-2.4846903624055068e-07
0.31930431,-1.2421986922151977e-07,-1.344575924908656e-07,-2.2672333331353436e-07,-3.0038678654894278e-07,-1.6590324351362729e-07,-9.1688627865053777e-08,-2.5076211241723095e-07
0.31935495,-1.2376053970544968e-07,-1.2629714382333241e-07,-2.2081641406012918e-07,-3.084895215787128e-07,-1.7194225011877922e-07,-9.551128429116097e-08,-2.5454148812375405e-07
0.31940558,-1.2197214130757475e-07,-1.1715291231570182e-07,-2.1318406583108743e-07,-3.1601784566556991e-07,-1.788046547047176e-07,-9.9888290743502301e-08,-2.5849035048198004e-07
0.31945621,-1.1981914861611716e-07,-1.0889989766711267e-07,-2.0533044076884864e-07,-3.2400786313121703e-07,-1.8716872637962946e-07,-1.0530173518191419e-07,-2.6324338242965832e-07
0.31950685,-1.1802842428761625e-07,-1.0213956815054451e-07,-1.9783079560256351e-07,-3.3245198214259088e-07,-1.9686018546565918e-07,-1.1149492834012397e-07,-2.6862984050411769e-07
0.31955748,-1.1433115207576769e-07,-9.4250391142206485e-08,-1.8783353571517365e-07,-3.3824529402532748e-07,-2.0465600509497743e-07,-1.1521684007308398e-07,-2.7144919152953529e-07
0.31960812,-1.0741678214094581e-07,-8.3730575480490878e-08,-1.7369661957100557e-07,-3.3962306189006657e-07,-2.0864517498077105e-07,-1.1457528622868578e-07,-2.698342630025036e-07
0.31965876,-9.5818335770288893e-08,-6.8929569121226847e-08,-1.5365799540571247e-07,-3.3450313715655507e-07,-2.0681683698356386e-07,-1.0762316464450072e-07,-2.6185917076793436e-07
0.31970939,-8.0195614617539192e-08,-5.0266678882949877e-08,-1.279964824934201e-07,-3.2290662343789206e-07,-1.991478160961807e-07,-9.4452419817919593e-08,-2.4764159635425806e-07
0.31976003,-6.2000907865910341e-08,-2.9260273403984605e-08,-9.8262660962586236e-08,-3.0616165971347149e-07,-1.8684367659363769e-07,-7.6388721704780305e-08,-2.2853465994783279e-07
0.31981066,-4.3642889363967262e-08,-8.4590144414609603e-09,-6.7121689739376734e-08,-2.8670242455310129e-07,-1.7216458966812408e-07,-5.5799687464405096e-08,-2.0694445473185953e-07
0.31986129,-2.4519545538632918e-08,1.2615098119331619e-08,-3.2706479036281199e-08,-2.6398224958685652e-07,-1.5436144145240276e-07,-3.1978752861529478e-08,-1.8220248556287684e-07
0.31991193,-5.4175320224196045e-09,3.3111566057481879e-08,2.9611510102293466e-09,-2.3885708946634176e-07,-1.3408521657671825e-07,-5.6201265306432191e-09,-1.5504530149106958e-07
0.31996256,1.3021692907084245e-08,5.2332003515466856e-08,3.8578048862113706e-08,-2.121500764241105e-07,-1.1200659420370297e-07,2.255714421758278e-08,-1.262178476203718e-07
0.3200132,3.002660946068412e-08,6.9444086710180763e-08,7.2770032456820081e-08,-1.8495345796312439e-07,-8.9110210030970756e-08,5.152339629105873e-08,-9.6766735838894695e-08
0.32006384,4.4959043535357158e-08,8.3747363062728542e-08,1.0433619964438178e-07,-1.5829169784694317e-07,-6.6316420385426816e-08,8.0353831087095357e-08,-6.7628184209190451e-08
0.32011447,5.7376672803340089e-08,9.497023426678037e-08,1.3260779365352111e-07,-1.3277042598469308e-07,-4.4125676678620659e-08,1.0858411937095966e-07,-3.9289292148843285e-08
0.32016511,6.6973293494186687e-08,1.0274395273918265e-07,1.5675601366306242e-07,-1.0935174489970673e-07,-2.3519558426480566e-08,1.3523062390379753e-07,-1.2706855694947579e-08
0.32021574,7.3459988029039089e-08,1.0669792330669591e-07,1.7593999023934522e-07,-8.9274552623176645e-08,-5.9312484688986609e-09,1.5876902950939281e-07,1.0705363881982634e-08
0.32026637,7.707645078097016e-08,1.0734222070060072e-07,1.9001616198055761e-07,-7.3049295716858005e-08,7.9841442174119106e-09,1.7852535407817569e-07,3.0339486382233816e-08
0.32031701,7.7434896205329096e-08,1.0444680934059889e-07,1.9863433345114501e-07,-6.1148573431549297e-08,1.7840063959974755e-08,1.9429666012897966e-07,4.5903289760779702e-08
0.32036764,7.6826491789583543e-08,1.0002309026551103e-07,2.042432112360773e-07,-5.1251510558128998e-08,2.6082989765546627e-08,2.0873816278269416e-07,5.9934367379201795e-08
0.32041828,7.3489948622646854e-08,9.3008025256765034e-08,2.0565079518574166e-07,-4.4329757121429961e-08,3.2165483502772039e-08,2.2166234806632367e-07,7.19919434306884e-08
0.32046891,6.6358347110891428e-08,8.2877519787491069e-08,2.0277680027919848e-07,-4.037523961267064e-08,3.6318669910988328e-08,2.3353618073513312e-07,8.2354413502582963e-08
0.32051955,6.0545296436663833e-08,7.3339347943630828e-08,1.9872033493988805e-07,-3.7830412963763763e-08,3.839132323852378e-08,2.4314833087731557e-07,9.0624993799321693e-08
0.32057019,5.2500595041355419e-08,6.0381207840113085e-08,1.877000856815364e-07,-4.3970524131604473e-08,2.9006686245983922e-08,2.3972388938612929e-07,8.7104360462926818e-08
0.32062082,3.6552438763319373e-08,3.9460958821743579e-08,1.652871630179022e-07,-6.3165776679878624e-08,4.0338858371023078e-09,2.1933853221675933e-07,6.7673370901803969e-08
0.32067145,2.421320459622113e-08,2.1631847998171761e-08,1.4336678413841807e-07,-8.3267009638685878e-08,-2.3837920661368049e-08,1.9500799539920885e-07,4.5031418258292892e-08
0.32072209,1.5056004009795109e-08,7.4975435782605673e-09,1.2298469917917929e-07,-1.0119368361943902e-07,-5.1258217848873584e-08,1.7068868147298741e-07,2.2604093830683486e-08
0.32077272,6.4193642088793072e-09,-5.4322686800065647e-09,1.0255429347188893e-07,-1.1725464792679492e-07,-7.760971903004777e-08,1.4767563513618723e-07,1.0592230332194126e-09
0.32082336,2.0164951828365734e-09,-1.335737410474308e-08,8.6108652829105285e-08,-1.2849469344754673e-07,-9.9078109917699457e-08,1.2954004188597783e-07,-1.5934946373588553e-08
0.32087399,7.9157903082321748e-10,-1.738155599670575e-08,7.2574751582679096e-08,-1.3684014767639732e-07,-1.1767170289976901e-07,1.1387463966294489e-07,-3.0532151962923482e-08
0.32092463,2.5795690470539298e-09,-1.7414748878190048e-08,6.2818833384788729e-08,-1.4124849343726102e-07,-1.3136443974108791e-07,1.0263331572584553e-07,-4.1042776709821829e-08
0.32097527,7.470505433574069e-09,-1.3128481580040084e-08,5.8116218794717108e-08,-1.3999057801613678e-07,-1.3790231833394316e-07,9.8676142534273141e-08,-4.4979440181843366e-08
0.3210259,1.5503021281245815e-08,-4.3800356899002273e-09,5.9410800841519045e-08,-1.317204561256341e-07,-1.3566217089837322e-07,1.041927209040294e-07,-4.0441443995786733e-08
0.32107653,2.5985060101113595e-08,7.9957102627892268e-09,6.6066736064061129e-08,-1.1709165106493008e-07,-1.2545198844535117e-07,1.1829783302705661e-07,-2.8253989430703491e-08
0.32112717,3.6436077790991088e-08,2.1171415156558577e-08,7.5003209615696395e-08,-9.9672856942367249e-08,-1.1153031372225567e-07,1.362001252160107e-07,-1.2855962698747204e-08
0.3211778,4.5602271730438257e-08,3.3385607963587396e-08,8.3810071520210738e-08,-8.2936139661613012e-08,-9.8315690409888791e-08,1.5265245208698068e-07,9.9844092846255365e-10
0.32122844,5.3117392751371062e-08,4.3999902231859234e-08,9.1593802077761214e-08,-6.8222829996549367e-08,-8.7471566048285012e-08,1.6562907166963661e-07,1.1644978506044755e-08
0.32127907,5.8479220416361025e-08,5.2339277037949765e-08,9.7547081072602499e-08,-5.6357246787559904e-08,-7.9933980359259892e-08,1.7407220074073207e-07,1.8063886998217111e-08
0.32132971,6.1726491116481311e-08,5.8427490029535604e-08,1.0237572632286678e-07,-4.6860322008354889e-08,-7.4837504409643105e-08,1.7910673865446704e-07,2.1210353629761227e-08
0.32138035,6.2728184142179228e-08,6.2057997598500353e-08,1.0555067040066367e-07,-3.9892153800383584e-08,-7.1887628257905931e-08,1.8084560920225581e-07,2.1137381371783081e-08
0.32143098,6.1815069747133035e-08,6.3610149782130116e-08,1.0752136833601392e-07,-3.4470329157299748e-08,-6.9535867763332197e-08,1.8116821037228336e-07,1.9489136032875414e-08
0.32148161,5.8041369499899912e-08,6.1936250012129485e-08,1.067850543639637e-07,-3.2873338491776504e-08,-6.9851647994734012e-08,1.7779668957917569e-07,1.4156665152343906e-08
0.32153225,5.2893948173906638e-08,5.8338415015797316e-08,1.0446352940644713e-07,-3.4105540320315819e-08,-7.2034466506019089e-08,1.7136911569460225e-07,5.9518950826358417e-09
0.32158288,4.742044531170967e-08,5.4177460624766271e-08,1.0086219455216925e-07,-3.6133712651784586e-08,-7.3902829477225918e-08,1.6443719194569332e-07,-2.8910945310522952e-09
0.32163352,4.2080082437794494e-08,4.919595826964949e-08,9.7484391135644058e-08,-3.7530309454466239e-08,-7.4329155324816578e-08,1.5893575658188249e-07,-1.0479072668612065e-08
0.32168415,3.7293010974544597e-08,4.4566147643349437e-08,9.5170692689622482e-08,-3.7514583262515209e-08,-7.1840253839380221e-08,1.5606347708494422e-07,-1.5764594780354407e-08
0.32173479,3.3306977069464793e-08,4.0514267519465577e-08,9.4200758369744499e-08,-3.5683966837955791e-08,-6.5839317615866985e-08,1.564439814823548e-07,-1.8128570036199308e-08
0.32178543,3.0269698725146027e-08,3.7097313817650349e-08,9.4400651845601439e-08,-3.2146652054183326e-08,-5.6444200605262159e-08,1.6001238527474457e-07,-1.7555415443740842e-08
0.32183606,2.8224556183598164e-08,3.4277024538492326e-08,9.5552016195850931e-08,-2.7099115961339815e-08,-4.3939466825363366e-08,1.6657698419436779e-07,-1.4111843247322244e-08
0.3218867,2.7042586653827428e-08,3.1868660708781569e-08,9.7289487621801723e-08,-2.0934208103693e-08,-2.8854088011942453e-08,1.7570308756588743e-07,-8.1001663154021541e-09
0.32193733,2.6307304440462482e-08,2.9405489597670443e-08,9.8909683087435391e-08,-1.4517813640717411e-08,-1.2287757114938334e-08,1.8634519045312524e-07,-4.2526385183265941e-10
0.32198796,2.6318237253861489e-08,2.7255160738866098e-08,1.0075771278857933e-07,-7.4290602260719033e-09,6.232089956773723e-09,1.9922977231995533e-07,9.6214671272473267e-09
0.3220386,2.6642355317601904e-08,2.5024090637959932e-08,1.0232935264938682e-07,-3.2392836026208998e-10,2.5893358823987881e-08,2.1368171181611953e-07,2.1419341705009769e-08
0.32208923,2.6924263847393682e-08,2.2368283463249995e-08,1.031144088982063e-07,5.9680717990677896e-09,4.557535984697222e-08,2.2863163890936882e-07,3.4007784122600475e-08
0.32213987,2.7173595639400498e-08,1.9366382309369221e-08,1.0315210713345973e-07,1.1121830214030926e-08,6.4763132217510846e-08,2.4368164814003998e-07,4.7035004006429442e-08
0.32219051,2.6228814128171179e-08,1.4973434059206737e-08,1.0147421945939693e-07,1.4543966432136195e-08,8.2212059679026699e-08,2.5774466550945242e-07,5.9343364398030338e-08
0.32224114,2.302000152437137e-08,8.1616878919932278e-09,9.7005091299424823e-08,1.5757383087972984e-08,9.6435567323626747e-08,2.6933751937831848e-07,6.9517312456118924e-08
