Physical Time (s),aphi_alt_flux_top Monitor (kg-m/s^3): top_cv1,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv2,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv3,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv4,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv5,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv6,aphi_alt_flux_top Monitor (kg-m/s^3): top_cv7
0.63319068,-4.1054586906183958e-08,-2.0294543143846531e-09,-5.8659330534017165e-08,-3.2159678367646738e-08,1.4995455593975981e-07,2.473479387786761e-07,6.5198319549028775e-08
0.63324131,-5.2789369364926006e-08,-5.174492712964422e-09,-6.6844441497761027e-08,-4.9431302745993992e-08,1.3911695271608724e-07,2.3712112894303869e-07,5.4483297751243385e-08
0.63329194,-6.4511949318149535e-08,-9.9945169832400893e-09,-7.8717319240762917e-08,-7.548733877500537e-08,1.150048046787676e-07,2.1134397837005153e-07,3.0097402236403147e-08
0.63334258,-6.7565934003211138e-08,-4.9991990702566759e-09,-7.7228735295053658e-08,-8.5496128282792843e-08,1.0977169472033978e-07,2.0738598678040762e-07,2.5922387554800347e-08
0.63339322,-6.6573245961095475e-08,4.1282289504529988e-09,-6.9997010535892544e-08,-8.9638032318933509e-08,1.1034238530637742e-07,2.1023374227513808e-07,2.8273343729186237e-08
0.63344385,-6.4533488826129494e-08,1.402722790074148e-08,-6.0874124905820653e-08,-9.2103606632265456e-08,1.1186253366448811e-07,2.1461820271469756e-07,3.2185440730804173e-08
0.63349448,-6.1927564050165451e-08,2.3109740834632256e-08,-5.138273597562435e-08,-9.4405427417671435e-08,1.1232426320144392e-07,2.1862854691427753e-07,3.5833093163785739e-08
0.63354512,-5.9122888587099245e-08,3.1157137868178754e-08,-4.1646339791959778e-08,-9.6606015804249353e-08,1.1167569249036199e-07,2.2205533303434293e-07,3.9022704470574755e-08
0.63359575,-5.4842274940638297e-08,3.9469141397778838e-08,-3.0488841954094975e-08,-9.7191330623293793e-08,1.1149349595134397e-07,2.2644372138730892e-07,4.3297960807938488e-08
0.63364639,-4.7470024000616384e-08,5.0000046119232704e-08,-1.5742484069322505e-08,-9.3989934382827322e-08,1.1407845326946615e-07,2.3401269346874437e-07,5.0862165166412883e-08
0.63369703,-3.5479598048061306e-08,6.4579126218595387e-08,4.5375603229387518e-09,-8.4986069841774755e-08,1.2162005126551383e-07,2.4688838623397684e-07,6.381716484615208e-08
0.63374766,-1.9822221821142166e-08,8.2444238877133557e-08,2.9686912932823447e-08,-7.052571673571615e-08,1.3375617812688546e-07,2.6464713744822598e-07,8.1703477678914388e-08
0.63379829,-9.5589636741045912e-10,1.0334641084711794e-07,5.9592668596109994e-08,-5.0724418746254363e-08,1.5075523328332042e-07,2.8745240776254728e-07,1.046435681779274e-07
0.63384893,1.8037215670937051e-08,1.2402086816924649e-07,9.0938044541681875e-08,-2.8501910915738427e-08,1.6963232020056196e-07,3.1220237908076195e-07,1.2950137139520859e-07
0.63389956,3.7967239130614841e-08,1.4512083145571277e-07,1.2423589235783016e-07,-3.0936653773385834e-09,1.9129351470976417e-07,3.3973089923524468e-07,1.5708317186597503e-07
0.6339502,5.7850489066780718e-08,1.6556706954645206e-07,1.5915554915101462e-07,2.4456083958331939e-08,2.1478741165701562e-07,3.6901550437447189e-07,1.8635046603235702e-07
0.63400084,7.7071886019651615e-08,1.8468840476728064e-07,1.9511909505619298e-07,5.3435858920670885e-08,2.3948544473893256e-07,3.9939060746739761e-07,2.1661655935479939e-07
0.63405147,9.492253308912238e-08,2.017360286846697e-07,2.3004715301212763e-07,8.2958106769249867e-08,2.6459236082746924e-07,4.300474948093524e-07,2.4705009510787198e-07
0.6341021,1.1074162369091135e-07,2.1602848401280594e-07,2.6249374807686909e-07,1.119810359575034e-07,2.8913354427473216e-07,4.5997598379769069e-07,2.7664684411895198e-07
0.63415274,1.2458087718074299e-07,2.2786478701911079e-07,2.9262020338662605e-07,1.4121315083803843e-07,3.1441112501148532e-07,4.908322152390202e-07,3.0681388137597455e-07
0.63420338,1.3554296564356022e-07,2.3613164706379177e-07,3.1845082777816862e-07,1.6796373361495364e-07,3.3726440097582004e-07,5.1910270110205899e-07,3.343321267689275e-07
0.63425401,1.4337691983197296e-07,2.4048979351954941e-07,3.3920669461220482e-07,1.9113940224185735e-07,3.5657244439643592e-07,5.4364438328353552e-07,3.5812948768950285e-07
0.63430464,1.47278331150946e-07,2.4008316710885402e-07,3.5235497873728083e-07,2.0659652368854996e-07,3.6694244382718823e-07,5.5821623408955598e-07,3.7264870511624289e-07
0.63435528,1.4808799974834624e-07,2.3608823538190063e-07,3.5928861598366824e-07,2.160272004640517e-07,3.7073165330167528e-07,5.6569422587385197e-07,3.8044256247625064e-07
0.63440591,1.4789905706544384e-07,2.3064020037325467e-07,3.630641552614839e-07,2.2302328772027273e-07,3.7241031673711805e-07,5.7123037914600721e-07,3.8621025522173294e-07
0.63445655,1.4229040443627895e-07,2.1971594800702903e-07,3.5913455639368701e-07,2.228923427326213e-07,3.6731508882666864e-07,5.7025794860866823e-07,3.8535350524215682e-07
0.63450719,1.3113317093191451e-07,2.0386097505040298e-07,3.4691062990345326e-07,2.1628519537735935e-07,3.562083830591004e-07,5.6368372936817404e-07,3.7867885792063633e-07
0.63455782,1.2131244910827324e-07,1.8801819173537364e-07,3.3260245653953888e-07,2.0898324625323398e-07,3.4437832318072175e-07,5.5653150523738599e-07,3.713882810441787e-07
0.63460845,1.1526430531467248e-07,1.7663145583652497e-07,3.2249877672812656e-07,2.0849611133040293e-07,3.4145512137925622e-07,5.5996148633059355e-07,3.734860155462833e-07
0.63465909,1.0719379374550205e-07,1.6370890513140573e-07,3.0914910965765034e-07,2.047119082696725e-07,3.3495838222606916e-07,5.5991524278201591e-07,3.7207008550318878e-07
0.63470973,1.0033798072955094e-07,1.5158857351064928e-07,2.9411943308069058e-07,1.977264503769737e-07,3.2358561793902706e-07,5.5413595249835595e-07,3.6555339217589355e-07
0.63476036,9.4777100827747775e-08,1.4162104140093141e-07,2.7919735531779252e-07,1.896925366574951e-07,3.0980391261464415e-07,5.4526709954259943e-07,3.5639117049872711e-07
0.63481099,8.6985720146813652e-08,1.291203728412753e-07,2.6040918261229559e-07,1.7486789446137177e-07,2.8706580696434608e-07,5.2611118286104842e-07,3.3779459249271334e-07
0.63486163,8.205201660299188e-08,1.1988651337311121e-07,2.4345660419821143e-07,1.6189021247913372e-07,2.6425100147253076e-07,5.0618494036211709e-07,3.1872910759324836e-07
0.63491226,8.0609224040750738e-08,1.1486266984084911e-07,2.29790835581611e-07,1.5268594183574384e-07,2.4464799089106773e-07,4.8915899498733583e-07,3.0248952013273309e-07
0.6349629,8.2009760772154699e-08,1.1346316849370348e-07,2.1928885171004696e-07,1.4691839892187959e-07,2.2909094292257134e-07,4.7612707382193588e-07,2.8991344854337422e-07
0.63501354,8.6139464924791462e-08,1.1597638937812363e-07,2.1326545875652871e-07,1.460076455377633e-07,2.1953497747660261e-07,4.6922007583466412e-07,2.8295978045432485e-07
0.63506417,9.232349429010687e-08,1.2163762136829498e-07,2.1143068150561569e-07,1.4962332036384296e-07,2.1599109566363821e-07,4.6826949264281988e-07,2.8138029461694741e-07
0.6351148,9.9372923658234264e-08,1.2894371494561023e-07,2.1211239067835319e-07,1.5561837446538345e-07,2.1534793641145696e-07,4.7001172063600528e-07,2.8224233576997361e-07
0.63516544,1.052318121939716e-07,1.3547285526091565e-07,2.1258680617231555e-07,1.6077393581437719e-07,2.1349738805558609e-07,4.6982236277341493e-07,2.8124661743492888e-07
0.63521607,1.0900892722288865e-07,1.4004887869394669e-07,2.1154214508228586e-07,1.6335138956448788e-07,2.0847533074052332e-07,4.653977115598418e-07,2.7631831690432547e-07
0.63526671,1.1124370028242112e-07,1.430537606132453e-07,2.094578486933948e-07,1.6389872118033564e-07,2.0079432824584379e-07,4.5712371639412272e-07,2.6785568110702279e-07
0.63531735,1.1210223894668892e-07,1.4466333235671182e-07,2.0726663762989492e-07,1.6336602732694728e-07,1.9192707861769254e-07,4.4675980902480823e-07,2.5737750977087104e-07
0.63536798,1.1163586656607613e-07,1.4486053860959731e-07,2.0482030431376154e-07,1.6194047541628658e-07,1.8242575722439754e-07,4.3484174422060822e-07,2.4534256636864975e-07
0.63541861,1.0966131356713945e-07,1.4338892309947243e-07,2.01758857388086e-07,1.5942746324656089e-07,1.7235361642182685e-07,4.2149992539414084e-07,2.3180041000989748e-07
0.63546925,1.0603107018064318e-07,1.4000400891002715e-07,1.9764905095337594e-07,1.5530859913240677e-07,1.613886733648196e-07,4.0641597557387861e-07,2.1643212118160691e-07
0.63551989,9.9877281379475752e-08,1.3359673541526457e-07,1.909033199651273e-07,1.4700793967001223e-07,1.4735078014572858e-07,3.871006013195845e-07,1.9697837063983754e-07
0.63557052,9.2872842086166289e-08,1.2586577754400335e-07,1.8259948492785227e-07,1.374211742360073e-07,1.3311220739379101e-07,3.6671060096770945e-07,1.7640522395697019e-07
0.63562115,8.5234345525329015e-08,1.1733954505909232e-07,1.7368129900148679e-07,1.271173901480265e-07,1.1940174367498485e-07,3.4616012746063119e-07,1.555282758804668e-07
0.63567179,7.7424648128828127e-08,1.0792989300049186e-07,1.650297803405598e-07,1.1701767987851055e-07,1.067867021014554e-07,3.2668739953311228e-07,1.3553529737385564e-07
0.63572242,6.9754962142503975e-08,9.8418748106871856e-08,1.5696498459219512e-07,1.0760247977168769e-07,9.6290106795934822e-08,3.089900403331514e-07,1.1710734080474166e-07
0.63577306,6.2437258047517729e-08,8.9022428375004335e-08,1.4947062068702324e-07,9.9000949966599815e-08,8.8187763610066344e-08,2.933227237140833e-07,1.0052030948238796e-07
0.6358237,5.5610570044664884e-08,7.9815430934441177e-08,1.4252933059212899e-07,9.1329829500226543e-08,8.2595403761571213e-08,2.7988729581129518e-07,8.6013182497893711e-08
0.63587433,4.9434046138699169e-08,7.0881005966884671e-08,1.361209522085625e-07,8.4667973408660358e-08,7.9516558657181889e-08,2.6882394985355608e-07,7.3787950990850621e-08
0.63592496,4.3977124674717207e-08,6.2215006788690271e-08,1.3008642091316616e-07,7.8894846021743538e-08,7.8680585621247691e-08,2.5997198172461499e-07,6.376900729142856e-08
0.6359756,3.9133930378530973e-08,5.3652805387356079e-08,1.24066798713083e-07,7.3610875873607527e-08,7.9510738247444521e-08,2.5286571955325142e-07,5.5576401466590951e-08
0.63602623,3.5098317046811196e-08,4.5397814886553606e-08,1.1816163378772008e-07,6.8937235369380834e-08,8.206594045014704e-08,2.4774423492418815e-07,4.9492998947021227e-08
0.63607687,3.1573082888234172e-08,3.7196387242715556e-08,1.1203912741106714e-07,6.4467923696821187e-08,8.5846842273064692e-08,2.4427666418456227e-07,4.5208887084679464e-08
0.63612751,2.8102056029538752e-08,2.8635560633834097e-08,1.0519912766881168e-07,5.9495293069453805e-08,8.9981964532669765e-08,2.4171017962225801e-07,4.2018666367685164e-08
0.63617814,2.489231468858478e-08,2.0035193531893084e-08,9.8017178733014961e-08,5.4128893576570983e-08,9.4536992022306115e-08,2.4031291703876855e-07,4.0164357220206808e-08
0.63622877,2.1246322609718992e-08,1.0785870066025364e-08,8.9894430061195003e-08,4.7889233604098509e-08,9.8399878613161422e-08,2.3909344288188385e-07,3.8665400296398498e-08
0.63627941,1.550360591411724e-08,-7.2582186707706398e-10,7.9165203597465333e-08,3.97433331037374e-08,9.9353231269938806e-08,2.3578731911088483e-07,3.5355867451550971e-08
0.63633005,7.493871997730633e-09,-1.4590069946928996e-08,6.5754748294877614e-08,2.8963205873734194e-08,9.6963592358255665e-08,2.299706251061277e-07,2.9857050453299935e-08
0.63638068,-2.773954462424367e-09,-3.0707646489712839e-08,4.9846873682690442e-08,1.5522244081309306e-08,9.1030336471945281e-08,2.2141566730060872e-07,2.1976145877253535e-08
0.63643131,-1.4474317603247425e-08,-4.8170687396145806e-08,3.3915891666459525e-08,4.3524264739394003e-10,8.2712617174655952e-08,2.1079171986975427e-07,1.2408771074391587e-08
0.63648195,-2.6711740452190012e-08,-6.5995995991334009e-08,1.8232291843821486e-08,-1.511455397687884e-08,7.2612535418449983e-08,1.9888682610885372e-07,1.9161356274713156e-09
0.63653258,-3.9445312684659054e-08,-8.4031822352767342e-08,2.737154629771871e-09,-3.0718167530517098e-08,6.0885910397966702e-08,1.8582908294581496e-07,-9.4006191078846611e-09
0.63658322,-5.2295968154617087e-08,-1.0174492337710799e-07,-1.2104736097363774e-08,-4.5563415092009482e-08,4.8263141267699438e-08,1.7227446788186305e-07,-2.0949091724805005e-08
0.63663386,-6.4820216119315824e-08,-1.1848231139081361e-07,-2.5692736323055811e-08,-5.8789137486158979e-08,3.5612064593360273e-08,1.5891478109390156e-07,-3.2097602226257071e-08
0.63668449,-7.5600728843244998e-08,-1.3371662202852154e-07,-3.7570120254183282e-08,-6.9750552558729445e-08,2.3661176947526014e-08,1.4629425833153241e-07,-4.2362247665102355e-08
0.63673512,-8.4012821271728552e-08,-1.4726021315286627e-07,-4.7592201638785908e-08,-7.8204949555750895e-08,1.2788880907285006e-08,1.3469431451210106e-07,-5.1556973553449393e-08
0.63678576,-9.0048784021235406e-08,-1.5879838372047077e-07,-5.6613429807834578e-08,-8.395285951120441e-08,4.2657982130238911e-09,1.253346640532702e-07,-5.85628967441593e-08
0.63683639,-9.3882196637388577e-08,-1.6796016271066332e-07,-6.3084574387401267e-08,-8.6145198437582076e-08,-1.2692671995707549e-09,1.188367377937128e-07,-6.2853785283378025e-08
0.63688703,-9.602736947597712e-08,-1.7356248410286687e-07,-6.7198382783835965e-08,-8.5142578518067997e-08,-4.0170546081340935e-09,1.149893991740129e-07,-6.4712117920660259e-08
0.63693766,-9.6410039456185909e-08,-1.7682133939518352e-07,-6.9430555177645211e-08,-8.1524199465969649e-08,-4.3260413540308124e-09,1.1343398819041758e-07,-6.4531104466823724e-08
0.6369883,-9.4333459650884336e-08,-1.7771607449162838e-07,-6.9568523849461281e-08,-7.5140795443295482e-08,-1.7753109597281801e-09,1.1463407896209585e-07,-6.1886974915173534e-08
0.63703893,-8.9502780727344969e-08,-1.7584702920974791e-07,-6.7258377009538991e-08,-6.5683168061875327e-08,4.0363051779675433e-09,1.1928201016779361e-07,-5.6136766480057107e-08
0.63708957,-8.1916071770910053e-08,-1.7091348259088634e-07,-6.2335524565532946e-08,-5.3056687681630414e-08,1.3650400618046102e-08,1.2782907595412846e-07,-4.6858705776879268e-08
0.63714021,-7.1769582666589074e-08,-1.6293654045156512e-07,-5.497911210187812e-08,-3.7564700146265361e-08,2.7002410082102425e-08,1.4023304199245739e-07,-3.4101185711092581e-08
0.63719084,-5.8959862546976081e-08,-1.5153668627048646e-07,-4.4851217999953657e-08,-1.9016410791782174e-08,4.4424942843101448e-08,1.5687098499596423e-07,-1.7472363076273232e-08
0.63724147,-4.3818767671477963e-08,-1.3703767215751254e-07,-3.2333749399160617e-08,2.0052205505846252e-09,6.5393166091445811e-08,1.7724992404940853e-07,2.5750756662797317e-09
0.63729211,-2.6674025209486709e-08,-1.1994579077131489e-07,-1.7833310657317192e-08,2.4878566570389321e-08,8.9279963821962692e-08,2.0076530376090695e-07,2.5489984540952291e-08
0.63734274,-8.0761698598023957e-09,-1.0079662626048173e-07,-2.0015093261629397e-09,4.8760218809257148e-08,1.1519870673456096e-07,2.2655452693925793e-07,5.046899747792663e-08
0.63739338,1.1178995640129803e-08,-8.0410496888874445e-08,1.4251358240881494e-08,7.2588309281024327e-08,1.4200993665900552e-07,2.5348508722789236e-07,7.6438183943308368e-08
0.63744402,3.0451480086042467e-08,-5.9437050858239823e-08,3.0470199841305517e-08,9.5529507005031396e-08,1.6877609687169593e-07,2.8060489129192299e-07,1.024982834760085e-07
0.63749465,4.8833495561032399e-08,-3.8754849447412306e-08,4.5635942939290598e-08,1.1658891178096438e-07,1.9438218050086833e-07,3.0678784894424007e-07,1.2756849308213184e-07
0.63754528,6.5436503106679422e-08,-1.9221088872458956e-08,5.8907924847393018e-08,1.3488442430106596e-07,2.1782293311341255e-07,3.3099527703499485e-07,1.506473504437224e-07
0.63759592,7.9455177642528104e-08,-1.6071517349172478e-09,6.9535615147070133e-08,1.4973747457161469e-07,2.3831096814144829e-07,3.523689067898141e-07,1.7090549347793426e-07
0.63764656,9.0487916400389479e-08,1.3681430741302242e-08,7.7413085462864248e-08,1.6090722242125022e-07,2.5552570182592429e-07,3.7051698316144832e-07,1.8797378143316514e-07
0.63769719,9.9075708697038506e-08,2.7140244354730028e-08,8.3284328609572546e-08,1.694055742778737e-07,2.7015345108463383e-07,3.8606387172898908e-07,2.0249181299156786e-07
0.63774782,1.0536114646185039e-07,3.8840129002803865e-08,8.7443005319360765e-08,1.7554345882395272e-07,2.8248817071358112e-07,3.9923832110298006e-07,2.1470074561668156e-07
0.63779846,1.0960677388716695e-07,4.8960807358622499e-08,9.0257550638237164e-08,1.798027773014681e-07,2.9295390303113339e-07,4.1040964763274703e-07,2.2497603264238529e-07
0.63784909,1.1221299325043752e-07,5.7837715595410226e-08,9.2189998780740204e-08,1.8253821358438131e-07,3.0214154559453663e-07,4.201345885267049e-07,2.3387503594988434e-07
0.63789973,1.133206208642531e-07,6.5468382579198453e-08,9.3096316011152721e-08,1.8375190239673409e-07,3.0955056225471804e-07,4.2770579851990762e-07,2.4080042560732129e-07
0.63795037,1.1278735238735372e-07,7.1722436396874606e-08,9.2913304702850679e-08,1.8372999052776594e-07,3.1553583827259021e-07,4.335577231033949e-07,2.4611916584717279e-07
0.638001,1.1048844504377003e-07,7.6475914927487308e-08,9.1463822041664446e-08,1.8244531111476664e-07,3.2015915067725442e-07,4.3778121010648071e-07,2.4988254482362856e-07
0.63805163,1.0638121295776545e-07,7.9691234445665549e-08,8.8605501494759974e-08,1.7979134899887061e-07,3.2342284256517459e-07,4.4041540821672761e-07,2.5210339202172312e-07
0.63810227,1.0046252751163212e-07,8.1360018855154916e-08,8.4163006765437449e-08,1.7547272221762889e-07,3.2506282394183732e-07,4.4120088295758428e-07,2.5253480768480938e-07
0.6381529,9.544045675118925e-08,8.5031549692784299e-08,8.3188826813087568e-08,1.7657755826120706e-07,3.3441660647841747e-07,4.5104789166414639e-07,2.6106142107456066e-07
0.63820354,8.7255564433167862e-08,8.5215004831808536e-08,7.7226706455607799e-08,1.7048032718812482e-07,3.3501535488429072e-07,4.5082715958829618e-07,2.6032485605722679e-07
0.63825418,6.9650438907791883e-08,7.6038961850735885e-08,6.1093199913920926e-08,1.5268469959338206e-07,3.2332899909892296e-07,4.3772958616910152e-07,2.4707011092063019e-07
0.63830481,5.4634348037467354e-08,6.9722223976542705e-08,4.7448387290117318e-08,1.3611138785924925e-07,3.1277531728675515e-07,4.2560547687690675e-07,2.3490683376805383e-07
0.63835544,3.7268530051216909e-08,6.146716118237459e-08,3.1948508141895018e-08,1.1665095512110489e-07,2.9963275816155914e-07,4.1113043762840813e-07,2.2030499570140884e-07
0.63840608,2.6608583449388741e-08,6.2853221306206614e-08,3.1598130302184898e-08,1.1829754294180413e-07,3.1480795068641927e-07,4.3018048399769571e-07,2.3586565627135116e-07
0.63845672,7.9668460256242472e-09,5.251095530630896e-08,1.3839377317526212e-08,9.3087297209256218e-08,2.9508712213989487e-07,4.0907798586817669e-07,2.1493934514572235e-07
0.63850735,-1.7897187154112094e-08,3.1393352993141315e-08,-2.0123064374353293e-08,4.2382923051271005e-08,2.4181189637678118e-07,3.4933376313153772e-07,1.590166177507251e-07
0.63855798,-3.1942546663333085e-08,2.490882161876995e-08,-3.3458539062127217e-08,1.8434565902722342e-08,2.2218895471860793e-07,3.287583546438065e-07,1.3886825528193285e-07
0.63860862,-3.6992158448325971e-08,2.88659371409607e-08,-3.2416249257988958e-08,1.1846840924559724e-08,2.2340223647258601e-07,3.3228050180591085e-07,1.4094619775424215e-07
0.63865925,-3.7450270890458422e-08,3.757413309803406e-08,-2.5363809860170551e-08,1.0910252173879152e-08,2.3008722668145875e-07,3.4210924765892684e-07,1.491192458157752e-07
0.63870989,-3.6845000189170578e-08,4.6579115957751559e-08,-1.8247902547878361e-08,7.635095956139568e-09,2.3185456471377742e-07,3.4629094784528764e-07,1.5252897280796697e-07
0.63876053,-3.5656205651039292e-08,5.5898685769015421e-08,-1.0201152042759383e-08,4.2882929776789886e-09,2.3202805932559882e-07,3.4896237693434925e-07,1.5480523282242067e-07
0.63881116,-3.3901643126860015e-08,6.438924538709588e-08,-1.9617274515758068e-09,6.6724540147382154e-10,2.3071837710022105e-07,3.5038822393559926e-07,1.5606497581800886e-07
0.63886179,-3.2584946717140841e-08,7.0908410562788166e-08,5.5456236279672822e-09,-4.0096800848458193e-09,2.2681787507457345e-07,3.4981208181815919e-07,1.5552527244722913e-07
0.63891243,-3.0249953217364243e-08,7.700230846970642e-08,1.4004448153087052e-08,-8.0453826568662945e-09,2.2220985066322972e-07,3.4894809078849505e-07,1.5490175315087546e-07
0.63896306,-2.5079392814806323e-08,8.4823944927100564e-08,2.5301286631477509e-08,-9.0294452988294392e-09,2.1946515587771446e-07,3.5032923241278595e-07,1.5670182631457065e-07
0.6390137,-1.4808937972015207e-08,9.7107969790871372e-08,4.250208609426087e-08,-3.912619529977369e-09,2.218643442420513e-07,3.571928617751651e-07,1.6411406675966598e-07
0.63906434,-8.6763912077315282e-10,1.1247208406212464e-07,6.4299535564605502e-08,6.2546163615770128e-09,2.2834365531948869e-07,3.6842154071293475e-07,1.7598545886275959e-07
0.63911497,1.6458794232075549e-08,1.3098702960280133e-07,9.0987522854157269e-08,2.2141095434483155e-08,2.3967667918885543e-07,3.8476037965513616e-07,1.9298647446983017e-07
0.6391656,3.4204896997277799e-08,1.495863004817825e-07,1.1945792278716833e-07,4.057026611948854e-08,2.5315625380346166e-07,4.0340159608852595e-07,2.1225967072983537e-07
0.63921624,5.2890193081597004e-08,1.6866098015666423e-07,1.4995736791647245e-07,6.2183444802727292e-08,2.6941358739023387e-07,4.2487828875312522e-07,2.3430953913157948e-07
0.63926688,7.1827589538471991e-08,1.8742408278427861e-07,1.815342228674997e-07,8.6285063951008913e-08,2.8779724508298311e-07,4.4845732144173785e-07,2.5838285866833161e-07
0.63931751,9.0316793664469148e-08,2.0511690892929555e-07,2.1505247100918634e-07,1.1213562676995108e-07,3.0764824015705616e-07,4.7345971464661386e-07,2.8377459286480152e-07
0.63936814,1.0754251260236139e-07,2.2086684941579661e-07,2.4794429910417209e-07,1.3868110236044658e-07,3.2799837696360915e-07,4.9885883319659556e-07,3.0945305926269513e-07
0.63941878,1.233989880510077e-07,2.3475441212878244e-07,2.7978331784713993e-07,1.6665835402156252e-07,3.5026774872292468e-07,5.2643605466022775e-07,3.3690983266113991e-07
0.63946941,1.3666205041699075e-07,2.4542450035069382e-07,3.0811188052125403e-07,1.9310031838780839e-07,3.7097367495061637e-07,5.5226059748277341e-07,3.6254304149984185e-07
0.63952005,1.4681903132788195e-07,2.52311179728535e-07,3.3176245637059906e-07,2.1654598253821302e-07,3.8862834649299868e-07,5.7475467043395444e-07,3.8486691419490525e-07
0.63957069,1.5235751223153476e-07,2.5339014805685314e-07,3.474688954373231e-07,2.3217848410049102e-07,3.9725854247394305e-07,5.8711238354703186e-07,3.9773375650612989e-07
0.63962132,1.5462689441162004e-07,2.507686357413903e-07,3.5744652915069777e-07,2.4288611575462622e-07,4.008520917777005e-07,5.9406156972455006e-07,4.0538327829135718e-07
0.63967195,1.5305404300605558e-07,2.4399660142970725e-07,3.610635433189453e-07,2.477243425810363e-07,3.9859644458603155e-07,5.9491832796738723e-07,4.0708550085166453e-07
0.63972259,1.51022120310741e-07,2.3627367387361096e-07,3.6223147421038449e-07,2.5078168514329388e-07,3.9509761829113663e-07,5.9471465767883117e-07,4.0760819858078964e-07
0.63977323,1.4398090029359714e-07,2.2339565993019269e-07,3.560973590166998e-07,2.4717941070805061e-07,3.8548511736030263e-07,5.8868163387168621e-07,4.0214555528137038e-07
0.63982386,1.3211957915692217e-07,2.0624395737046429e-07,3.4243008936153122e-07,2.3790042112911643e-07,3.7086307986809476e-07,5.7806166847388306e-07,3.9185618277220085e-07
0.63987449,1.2194418783318553e-07,1.8948129200982812e-07,3.2717261123270396e-07,2.2856757708515438e-07,3.5645614999488483e-07,5.6790044574588834e-07,3.8189862574253781e-07
0.63992513,1.1542886998451199e-07,1.7694841194864166e-07,3.1582724020721675e-07,2.2550817055695999e-07,3.5038581667788657e-07,5.676405061696507e-07,3.8072706468213695e-07
0.63997576,1.0791002894239721e-07,1.6373277654993027e-07,3.0191220919940919e-07,2.1958764470580672e-07,3.4106354033581149e-07,5.6408328588343415e-07,3.7631957800347742e-07
0.6400264,1.0039457252494728e-07,1.5009105059547987e-07,2.8487470513859397e-07,2.0881685006244893e-07,3.2508402279390855e-07,5.5288366999811216e-07,3.6500106541179486e-07
0.64007704,9.2356154669003707e-08,1.3672966456019634e-07,2.6555911673349874e-07,1.9405297408370523e-07,3.0320102278504349e-07,5.3473094348587361e-07,3.4746337231433087e-07
0.64012767,8.2701899610679943e-08,1.2158209005559341e-07,2.4298112555392448e-07,1.7390151121149319e-07,2.7417246967086903e-07,5.0841929601907347e-07,3.2239823155879528e-07
0.6401783,7.4859516819213276e-08,1.0864130345711257e-07,2.2148817622610134e-07,1.5445035714182805e-07,2.4437573334362205e-07,4.8073552897897191e-07,2.9620297704173683e-07
0.64022894,7.0493352740212432e-08,9.9949285236828379e-08,2.0334747263155784e-07,1.391178418730913e-07,2.1788250236253318e-07,4.5611517900892018e-07,2.7296257272930415e-07
0.64027957,6.9626773295058437e-08,9.5807243703548862e-08,1.8948729814466058e-07,1.2861091583235066e-07,1.9670910015408605e-07,4.3681969356642953e-07,2.54687826411129e-07
0.64033021,7.1928288936202243e-08,9.6034793921246629e-08,1.8042764246312665e-07,1.2339964244872098e-07,1.819128284648312e-07,4.2407296034648312e-07,2.4243329035542652e-07
0.64038085,7.6906956825880722e-08,1.00151615656853e-07,1.7631074948753256e-07,1.2362277691614809e-07,1.741128514222634e-07,4.1830026870683523e-07,2.3652311254242199e-07
0.64043148,8.3890404131268033e-08,1.0733264986262719e-07,1.7659192665775713e-07,1.2875303676956714e-07,1.7232508382401624e-07,4.1877279383917249e-07,2.3626738409819219e-07
0.64048211,9.071780101329966e-08,1.1495740974990282e-07,1.7826800112025467e-07,1.3510646699233731e-07,1.7184838521758504e-07,4.201884541102918e-07,2.3678816793253204e-07
0.64053275,9.5651807023739015e-08,1.2082333868285976e-07,1.787566477542014e-07,1.3932462745659894e-07,1.6872968652775285e-07,4.1801289581517269e-07,2.3393549505941505e-07
0.64058339,9.9083540873206214e-08,1.2506156227296636e-07,1.7812500161690748e-07,1.4139625964278608e-07,1.6283771166839992e-07,4.118835396352218e-07,2.2744401825278448e-07
0.64063402,1.0091264739366541e-07,1.2745822277580379e-07,1.7688172413942389e-07,1.4145396801042351e-07,1.5459729650220912e-07,4.0231370504134394e-07,2.1771963827633664e-07
0.64068465,1.0132693209785935e-07,1.2818995553099096e-07,1.7515611670070285e-07,1.4024510430454713e-07,1.4512841418444671e-07,3.9073387356724375e-07,2.0602417543784948e-07
0.64073529,1.0013940197460648e-07,1.2704322437182311e-07,1.7266757551180064e-07,1.3774938619082866e-07,1.3503144005768463e-07,3.775522789595087e-07,1.9264962214305426e-07
0.64078592,9.7113013575813102e-08,1.2373579993164426e-07,1.6894249537610701e-07,1.3347191351599105e-07,1.2395213302729839e-07,3.6244486009113091e-07,1.7727482099534989e-07
0.64083656,9.3101305861965187e-08,1.1897532459490664e-07,1.6426510599287842e-07,1.2666433402061868e-07,1.1163840982150869e-07,3.4491158041489913e-07,1.5958674282908893e-07
