Physical Time (s),phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv1,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv2,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv3,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv4,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv5,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv6,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv7
0.55632675,1.7097639912201131e-07,2.9454799292409338e-07,4.9283141370582397e-07,6.7144390150352503e-07,1.0860759158359875e-06,1.3831680248547435e-06,1.1152899161546947e-06
0.55637738,1.7113134173880767e-07,2.9219001469770381e-07,4.8972526192308051e-07,6.6682173620837115e-07,1.0750830684022257e-06,1.3756797772731186e-06,1.1062869466249926e-06
0.55642801,1.7183108653985742e-07,2.9042490601562118e-07,4.8675341892186825e-07,6.6281309560208351e-07,1.0644913637236614e-06,1.369125497584432e-06,1.0985265128968071e-06
0.55647865,1.7225449856594957e-07,2.8853632200217938e-07,4.8314564012445492e-07,6.5881769744523882e-07,1.0535826315702645e-06,1.362694220370292e-06,1.0912357460502054e-06
0.55652928,1.7228047361098096e-07,2.8648268321400483e-07,4.7880477782371629e-07,6.5482110226737353e-07,1.0422789231781192e-06,1.3562315811167405e-06,1.0842783755792187e-06
0.55657992,1.719729742910818e-07,2.8437168213035309e-07,4.7380615218124557e-07,6.5093727599476131e-07,1.030797746614669e-06,1.3498250920852278e-06,1.0777466835909062e-06
0.55663056,1.7101871338181471e-07,2.8187644601458893e-07,4.682627440545208e-07,6.468391432971056e-07,1.0189314865344932e-06,1.3431576539160453e-06,1.0713074178704936e-06
0.55668119,1.6922933233835689e-07,2.7877864283095442e-07,4.6263782300316881e-07,6.4233961472382522e-07,1.0066460271722929e-06,1.3360996745496881e-06,1.0647929455783809e-06
0.55673182,1.6653818263653801e-07,2.7496943848110816e-07,4.5653114860111028e-07,6.3733870202355367e-07,9.9404456448885872e-07,1.3286708306035306e-06,1.0581685652086849e-06
0.55678246,1.6292359969856023e-07,2.7037717417205159e-07,4.4940102662061061e-07,6.3166183895304619e-07,9.8108851533567679e-07,1.3207046359151152e-06,1.05122787147294e-06
0.5568331,1.5843875610965672e-07,2.6503828170262278e-07,4.4111115546492073e-07,6.253287549800549e-07,9.6796733065475028e-07,1.3123201398632564e-06,1.0440179740895291e-06
0.55688373,1.5294682169467005e-07,2.5883591368417107e-07,4.3134410042564686e-07,6.1825956334938313e-07,9.547704294958437e-07,1.3035795496576268e-06,1.0365032162275388e-06
0.55693437,1.4652853712898672e-07,2.5187193217782299e-07,4.2010336998225821e-07,6.1052235027353573e-07,9.4164954982045747e-07,1.2945645721016868e-06,1.0286883194586129e-06
0.556985,1.3937682261489622e-07,2.4436337354449438e-07,4.0803751531476933e-07,6.0223517517533714e-07,9.2875773081355512e-07,1.2853655155414457e-06,1.0206055593160862e-06
0.55703563,1.3124603310845396e-07,2.3606436004646253e-07,3.9516143581463115e-07,5.9320409015987779e-07,9.1596220403922208e-07,1.2758199384594656e-06,1.0120093486663174e-06
0.55708627,1.2233617179172305e-07,2.2725599971864896e-07,3.817848490608602e-07,5.8360585624532824e-07,9.0344327277014296e-07,1.2660888210639191e-06,1.0030136767304736e-06
0.55713691,1.1328526332827245e-07,2.1863068076700879e-07,3.6864583008352314e-07,5.7404327050655808e-07,8.9172838323062051e-07,1.2566955672407334e-06,9.9413164389137094e-07
0.55718754,1.0458053036061974e-07,2.1064695929265759e-07,3.5629884785483214e-07,5.650026354377729e-07,8.8126755978645176e-07,1.2480825875412657e-06,9.8576828534008774e-07
0.55723817,9.6355689738902445e-08,2.0339195969124568e-07,3.449045550611772e-07,5.5663035650788169e-07,8.7218108256686883e-07,1.2404156174687707e-06,9.7804891356114035e-07
0.55728881,8.8998277148067367e-08,1.9732588635580396e-07,3.3499927633498553e-07,5.4945398594036628e-07,8.6497027262366012e-07,1.2343292177528981e-06,9.7161515670131413e-07
0.55733944,8.2754107754527836e-08,1.9265612846191032e-07,3.2680733980289542e-07,5.436696029485647e-07,8.5978789380720295e-07,1.2299089155450112e-06,9.6654360905605017e-07
0.55739008,7.7400967590781399e-08,1.8900942168033982e-07,3.2045962348619565e-07,5.3880533985333807e-07,8.5608258420538757e-07,1.2265557382300613e-06,9.6226529118813858e-07
0.55744072,7.3241415271781516e-08,1.8675002341751205e-07,3.1591635923410695e-07,5.3564713950163346e-07,8.5419677460391751e-07,1.2246049405076315e-06,9.5916880039035701e-07
0.55749135,7.0014831205038067e-08,1.8548065383533164e-07,3.1263624719602351e-07,5.3357753661929353e-07,8.5357851607079646e-07,1.2235181033638667e-06,9.5678122505799578e-07
0.55754198,6.8040728532121926e-08,1.855447920916834e-07,3.1097761233123527e-07,5.3257507243041957e-07,8.5480383968168842e-07,1.2235433163018976e-06,9.553673225387744e-07
0.55759262,6.7152194062114508e-08,1.8671360103367718e-07,3.1071087251625541e-07,5.3232046961560597e-07,8.5749176503866095e-07,1.2244033849472449e-06,9.5470880303365135e-07
0.55764326,6.7248621674903435e-08,1.8887545192870188e-07,3.1175064177188823e-07,5.3266493304522368e-07,8.6106090768966859e-07,1.2258109255870744e-06,9.5452600531122587e-07
0.55769389,6.8241398138629128e-08,1.9195747961139833e-07,3.1407329157330618e-07,5.3353887154335843e-07,8.6522133416457097e-07,1.2276439715981703e-06,9.5478830601951509e-07
0.55774452,7.0069535342662016e-08,1.9591303571098652e-07,3.1771341820075042e-07,5.3493897784353258e-07,8.6982076836354048e-07,1.2298378509325716e-06,9.5545815496839671e-07
0.55779516,7.2709486986375157e-08,2.0079810939382566e-07,3.2278033671020032e-07,5.3694113638853987e-07,8.7478545643475135e-07,1.232399332180801e-06,9.5656558629024534e-07
0.55784579,7.6215053600633397e-08,2.0656345619906588e-07,3.2945964855986292e-07,5.3972914175301699e-07,8.8016274274511668e-07,1.2354395298255412e-06,9.5824372625053583e-07
0.55789643,8.0577936342432631e-08,2.1320485025688878e-07,3.3785140675798902e-07,5.434444389761392e-07,8.8595703379170249e-07,1.2389370941564811e-06,9.6048500967028395e-07
0.55794707,8.5714915937511081e-08,2.205993075495639e-07,3.4792238091366348e-07,5.4816388713584489e-07,8.9210656184504293e-07,1.2429114542308508e-06,9.6333079078719456e-07
0.5579977,9.119720301571859e-08,2.2819824092319176e-07,3.5919661025862168e-07,5.5356463489664929e-07,8.9818373279555759e-07,1.2469708939561112e-06,9.664160522123452e-07
0.55804833,9.5935201407017575e-08,2.3469275638450225e-07,3.7033933563086266e-07,5.5841828900014959e-07,9.0249733689767007e-07,1.2494672657303489e-06,9.6817099553954752e-07
0.55809897,9.9552476151887404e-08,2.3955971359597786e-07,3.8092179833259025e-07,5.626928405433639e-07,9.0530188998980544e-07,1.250585188682817e-06,9.6871716735706446e-07
0.5581496,1.0235937887486574e-07,2.4296742830954205e-07,3.9104628631441558e-07,5.667306208289144e-07,9.0706284336481176e-07,1.2508302142355205e-06,9.6854954015886532e-07
0.55820024,1.0453090213591331e-07,2.4503219538495168e-07,4.007161051066116e-07,5.708887075731761e-07,9.0826812569563909e-07,1.25059225273985e-06,9.6800103919388451e-07
0.55825088,1.0362506671665518e-07,2.4264447670417114e-07,4.0530928341977091e-07,5.6886484388156428e-07,9.0090414343162239e-07,1.2404427733978552e-06,9.5861279042892291e-07
0.55830151,1.1232699254666029e-07,2.5165079637684875e-07,4.2726707950171771e-07,5.9263980328372323e-07,9.2662534133029538e-07,1.2691128691279848e-06,9.8401326013144602e-07
0.55835214,1.1523548366177528e-07,2.5261955166110901e-07,4.387127515471581e-07,6.0271647125888588e-07,9.3455085012634346e-07,1.2769390787231341e-06,9.9083225662570622e-07
0.55840278,1.1596426529962674e-07,2.502211823588143e-07,4.4584301098339333e-07,6.0779521503644426e-07,9.3617754329570925e-07,1.2773553797941589e-06,9.9109918935979847e-07
0.55845342,1.1636264112604794e-07,2.4679026905923918e-07,4.514521030855672e-07,6.1151240371935182e-07,9.3631304037704307e-07,1.2759129425701142e-06,9.8984184709193071e-07
0.55850405,1.1923150082559963e-07,2.4602469432044247e-07,4.61051230072017e-07,6.218197673081177e-07,9.4565824515225211e-07,1.2853018007316679e-06,9.9835210596461917e-07
0.55855468,1.2520986249974801e-07,2.4881654404403897e-07,4.7610852599468608e-07,6.4083370315389132e-07,9.6719266850496622e-07,1.3091848269131315e-06,1.0198691681537409e-06
0.55860532,1.1705137209371637e-07,2.3339042710942799e-07,4.6530666726606597e-07,6.2392599266852999e-07,9.4293664947456574e-07,1.2796018341412483e-06,9.9356423424108799e-07
0.55865595,1.1454588502013569e-07,2.2455586434516383e-07,4.6388061166376545e-07,6.208673986416794e-07,9.3727324093337104e-07,1.2721015409757914e-06,9.8712221528095517e-07
0.55870659,1.1491684290447507e-07,2.1892961993650732e-07,4.6692145308470142e-07,6.2467265226745937e-07,9.4102823670279034e-07,1.2760262367867443e-06,9.9100633206200177e-07
0.55875723,1.1929872354212318e-07,2.1798214840702718e-07,4.7646329975838319e-07,6.3826212158256493e-07,9.5783855904277767e-07,1.2957264081061576e-06,1.009125442159376e-06
0.55880786,1.2126137251076078e-07,2.1367206124597915e-07,4.8088024202594645e-07,6.4519997180725351e-07,9.6620688175112577e-07,1.3060096915717777e-06,1.0189214295911676e-06
0.55885849,1.2210150802532526e-07,2.0768382585831582e-07,4.8249227029486461e-07,6.4888728818098414e-07,9.7038950681147567e-07,1.3118683316270435e-06,1.0248727057305351e-06
0.55890913,1.2213713949871133e-07,2.0040740329072943e-07,4.8181701947245771e-07,6.5031502970666279e-07,9.7164430870692919e-07,1.3148057963030467e-06,1.0282972675825214e-06
0.55895976,1.2134954879877037e-07,1.9187246948431159e-07,4.7890377509703304e-07,6.498440165333846e-07,9.7046496023555988e-07,1.3154136809624334e-06,1.0296863258488298e-06
0.5590104,1.1923253661389754e-07,1.8159924849033272e-07,4.7318459384220623e-07,6.4704939825960093e-07,9.6645067830949292e-07,1.3132689222061734e-06,1.0285866536891953e-06
0.55906104,1.1458875032595554e-07,1.6817390599787144e-07,4.6298759938292837e-07,6.4030654956859191e-07,9.5791468268514978e-07,1.3066173376015052e-06,1.0232262674965617e-06
0.55911167,1.082537044284282e-07,1.5288893666669579e-07,4.4976422068643093e-07,6.3114413116408137e-07,9.464998644617833e-07,1.2970265659418184e-06,1.01515472356093e-06
0.5591623,9.9588119898523775e-08,1.3487263656233254e-07,4.3242972754776994e-07,6.1846705085939984e-07,9.3113207471441909e-07,1.2833432143032566e-06,1.0031874547959228e-06
0.55921294,8.8758412003119085e-08,1.1454386444956213e-07,4.1149261155826309e-07,6.0277929042317239e-07,9.1230717828377142e-07,1.2659846031998225e-06,9.8770442355268152e-07
0.55926358,7.5758071998468027e-08,9.177075346978042e-08,3.8665068712478372e-07,5.8367178724742866e-07,8.8960430270469844e-07,1.2444362655165542e-06,9.6815660339946256e-07
0.55931421,6.2266676876928618e-08,6.8617042611288278e-08,3.6017532881193823e-07,5.6339293578291962e-07,8.6532542468725035e-07,1.220936956928187e-06,9.4673015493869121e-07
0.55936484,4.7728706808913416e-08,4.4595924156510692e-08,3.3157868235822621e-07,5.4135880015620491e-07,8.3891735179695739e-07,1.1948440572906848e-06,9.2274164758564637e-07
0.55941548,3.2597485636492575e-08,2.0301546717703768e-08,3.0150655868854923e-07,5.1814461036303811e-07,8.1099261851550569e-07,1.1666793315608471e-06,8.9668524423476733e-07
0.55946611,1.6596637672516764e-08,-4.3528236248428867e-09,2.6998458375094695e-07,4.9377737215269983e-07,7.8161587970100273e-07,1.1364415428838022e-06,8.685167890519634e-07
0.55951675,-5.408259223819858e-11,-2.8968590658639163e-08,2.3753066866563078e-07,4.6880019058994798e-07,7.5127205121159524e-07,1.1045805124467686e-06,8.3865729807218744e-07
0.55956739,-1.6075316080404468e-08,-5.1896063787186973e-08,2.0627440683096008e-07,4.4595029493863241e-07,7.2337697825330823e-07,1.0748681299766396e-06,8.1061315454183605e-07
0.55961802,-3.1641115904296959e-08,-7.3384674723252026e-08,1.7564806409795084e-07,4.2392313330542185e-07,6.9626234575404726e-07,1.0452272305304644e-06,7.8257209373734919e-07
0.55966865,-4.6266059984143191e-08,-9.2941266108010409e-08,1.4664442781341666e-07,4.0304768983061748e-07,6.7030790606788678e-07,1.0159315898973423e-06,7.5488039992138053e-07
0.55971929,-6.0867284564452059e-08,-1.1192946635068995e-07,1.1948194840047374e-07,3.8070172478801807e-07,6.4176636749607322e-07,9.824689465342363e-07,7.2353695148523546e-07
0.55976993,-7.3437707706969625e-08,-1.2823227957358846e-07,9.6178752769759089e-08,3.6300553854090839e-07,6.1630453993768218e-07,9.5129477962516549e-07,6.9453390698180123e-07
0.55982056,-8.311225497685298e-08,-1.4147725709908395e-07,7.7531440331923879e-08,3.5013786822831718e-07,5.958360345637769e-07,9.2451406780862042e-07,6.6991126465380422e-07
0.55987119,-8.8951794199339803e-08,-1.4652446081664132e-07,6.4719706912090642e-08,3.4326475906984181e-07,5.8254643208749841e-07,9.0462490782456743e-07,6.520444167340785e-07
0.55992183,-9.0555719381541816e-08,-1.4468996008411293e-07,5.8011852919274133e-08,3.4251451245983875e-07,5.7718504810783887e-07,8.9258577314166403e-07,6.4183735927598984e-07
0.55997246,-8.8799446177008409e-08,-1.382114441195526e-07,5.3973461436795304e-08,3.4634212608869811e-07,5.7787949910388644e-07,8.8615731197010665e-07,6.3737917724616195e-07
0.5600231,-8.0565501042432021e-08,-1.2440039994062018e-07,5.8445051933635261e-08,3.5930386287204141e-07,5.905147823231717e-07,8.9232152068848219e-07,6.4513185957279833e-07
0.56007374,-6.4440632086391765e-08,-1.0075355778207395e-07,7.5479857777736675e-08,3.8634469391222704e-07,6.2172579938476281e-07,9.1919368902368675e-07,6.7249485195960254e-07
0.56012437,-4.4837304311870329e-08,-7.2625981051985895e-08,9.8375581500423792e-08,4.1780105897935074e-07,6.6218715797534275e-07,9.5514610059428161e-07,7.0866097279628876e-07
0.560175,-2.3922235104635435e-08,-4.2934471857074689e-08,1.232476907064974e-07,4.4871966262769536e-07,7.0462693343083682e-07,9.9264626830209213e-07,7.4669973478109712e-07
0.56022564,-3.8662731347685542e-09,-1.4434949011096554e-08,1.47357005801377e-07,4.7676752461675224e-07,7.4503955235304076e-07,1.0280048937978263e-06,7.8305645349395623e-07
0.56027627,1.4801880828133171e-08,1.2751602928841649e-08,1.7006311719219559e-07,5.0146643501980754e-07,7.825595741830627e-07,1.0607225334497158e-06,8.1718169286739537e-07
0.56032691,3.2140822722001447e-08,3.8667920643443252e-08,1.9200133102069641e-07,5.23768367656641e-07,8.1813604282861541e-07,1.0925772124187723e-06,8.50604978047901e-07
0.56037755,4.8467897095761857e-08,6.3614763588297275e-08,2.1466915015555897e-07,5.4483231189956387e-07,8.5359187505586842e-07,1.1254617295609582e-06,8.8497395033581272e-07
0.56042818,6.2910051210041485e-08,8.6673809778195209e-08,2.3673496585051988e-07,5.6413841412090319e-07,8.8836478754161944e-07,1.1592415140323775e-06,9.1997805957378733e-07
0.56047881,7.6808366410709441e-08,1.0970891197943264e-07,2.6021301509427239e-07,5.8429685966831471e-07,9.2493259565118178e-07,1.1966114778761613e-06,9.5818494817370869e-07
0.56052945,9.0389009224602852e-08,1.3284676644791218e-07,2.8499028488572466e-07,6.056187012129292e-07,9.6331908830926713e-07,1.2375567457136104e-06,9.9950040351450984e-07
0.56058009,1.0421060800330968e-07,1.5654093249687283e-07,3.1153304043870081e-07,6.2844794266614117e-07,1.0033797689733157e-06,1.2816739070325492e-06,1.0435485502418397e-06
0.56063072,1.1710222305186812e-07,1.7925325458446106e-07,3.3775967231159134e-07,6.5017633606858665e-07,1.0415839471439378e-06,1.3247457861151195e-06,1.0863714790260574e-06
0.56068135,1.2797662364066694e-07,1.9952375336333786e-07,3.6171057695230411e-07,6.6837039059359548e-07,1.0747667285405198e-06,1.3629398683798414e-06,1.1243619890344874e-06
0.56073199,1.3684515784690321e-07,2.1714629691210913e-07,3.829978416004997e-07,6.8249755725112617e-07,1.1019801044427586e-06,1.3948753728652702e-06,1.15619173643855e-06
0.56078262,1.4538208436930391e-07,2.3373002221090892e-07,4.0332023332964906e-07,6.9503666033052148e-07,1.1252426414503594e-06,1.4224542468202063e-06,1.183681204627453e-06
0.56083326,1.5460879757710426e-07,2.5032699406739454e-07,4.2388874645995432e-07,7.0747656873695405e-07,1.1465021733357354e-06,1.4476662888131284e-06,1.2086740958984912e-06
0.5608839,1.616176033925454e-07,2.6399616983674638e-07,4.4182031288529416e-07,7.165463304710352e-07,1.163233166054267e-06,1.4678995656727082e-06,1.2284903636032633e-06
0.56093453,1.6771006963808193e-07,2.7603987953462122e-07,4.583246633290909e-07,7.2432029245640456e-07,1.1768152721233541e-06,1.4844290256459188e-06,1.2443928919753322e-06
0.56098516,1.7320788077084801e-07,2.8643322451584148e-07,4.7308791026639932e-07,7.304232619539514e-07,1.186692706087684e-06,1.4964526981984066e-06,1.2556680645534631e-06
0.5610358,1.7851908089913276e-07,2.9598497273846886e-07,4.8681997027020537e-07,7.3563602076551365e-07,1.1938440746254533e-06,1.5049925668686809e-06,1.2632917497155555e-06
0.56108643,1.8334345945218097e-07,3.0429625722833369e-07,4.9899557238512189e-07,7.3956647495046501e-07,1.1982461544131858e-06,1.5102255983424136e-06,1.2673694622024958e-06
0.56113707,1.8750085503727136e-07,3.1091926622978296e-07,5.0988672853150133e-07,7.425162899240781e-07,1.2003371557622646e-06,1.5128954419538271e-06,1.2686151137223788e-06
0.56118771,1.9085497736056659e-07,3.1595272928910385e-07,5.1953683153090527e-07,7.4442391441243501e-07,1.2005618719631437e-06,1.5133679493863142e-06,1.2673786990261825e-06
0.56123834,1.9334627150449986e-07,3.2041922408422737e-07,5.2813706265164738e-07,7.4524944104459371e-07,1.1991757620354422e-06,1.5119271064626487e-06,1.2639499044405243e-06
0.56128897,1.9490162970573627e-07,3.2331464811172854e-07,5.3386129498493634e-07,7.4481689906274592e-07,1.1961491803472153e-06,1.5087027677674667e-06,1.2585011929366761e-06
0.56133961,1.9544926306166005e-07,3.2419351664879827e-07,5.3723584273451988e-07,7.4292359479768698e-07,1.1912907975821402e-06,1.5036859445465623e-06,1.2510952352517333e-06
0.56139025,1.9486224645592033e-07,3.2294229923126952e-07,5.3822730738372185e-07,7.3940083256797245e-07,1.1842314066086078e-06,1.4966618792325371e-06,1.2415961569724475e-06
0.56144088,1.9375018627114246e-07,3.2056222718461034e-07,5.3769991738958494e-07,7.3528341036304154e-07,1.1755514964419958e-06,1.4883333949910552e-06,1.2307922020320844e-06
0.56149151,1.923773490455309e-07,3.1754604394018945e-07,5.3600769274621251e-07,7.3103105849611215e-07,1.1655593251847775e-06,1.4791630525455908e-06,1.2192131672488451e-06
0.56154215,1.9094197476533832e-07,3.142007775611533e-07,5.3339456964237575e-07,7.2610322589710749e-07,1.1543589830333448e-06,1.4693143327027737e-06,1.2071168400063753e-06
0.56159278,1.8972745518160103e-07,3.1087785148431849e-07,5.3021070116585835e-07,7.205246096867157e-07,1.1424166450522086e-06,1.4593439355099795e-06,1.1950958002218161e-06
0.56164342,1.8882808188704107e-07,3.0775594889110599e-07,5.2672078624141804e-07,7.1489454155147448e-07,1.1302373740560675e-06,1.4498470280844009e-06,1.1837619487768692e-06
0.56169406,1.8854351508875572e-07,3.0526130348410981e-07,5.2345029152492446e-07,7.0993399387120741e-07,1.1186786237449321e-06,1.441758957492091e-06,1.1740410080958818e-06
0.56174469,1.8890159071638092e-07,3.0347275305360796e-07,5.2036802249712868e-07,7.0557195807094387e-07,1.1075536008929655e-06,1.4347441087554307e-06,1.1656973862207137e-06
0.56179532,1.8914210651234225e-07,3.0172255476099397e-07,5.1675991906930027e-07,7.0119696933510272e-07,1.0962044295525141e-06,1.4280419942197265e-06,1.1580032320353704e-06
0.56184596,1.8889363810569328e-07,2.9970811591944597e-07,5.1226220294177173e-07,6.9656320773805758e-07,1.0843276797491639e-06,1.4212490534582548e-06,1.1505790855546756e-06
0.56189659,1.882826472584616e-07,2.9759776208870007e-07,5.0736235022453648e-07,6.9191093893665048e-07,1.0722002729442512e-06,1.4144861611227984e-06,1.1435600434722839e-06
0.56194723,1.8712570320065862e-07,2.951948060795077e-07,5.0276900533167988e-07,6.8710937695620404e-07,1.0597575225036728e-06,1.4075382705290311e-06,1.1367144309170323e-06
0.56199787,1.8514638806281103e-07,2.921942045532064e-07,4.974109740096855e-07,6.8190302536386942e-07,1.0468702087050203e-06,1.4001331641793075e-06,1.129737905506586e-06
0.5620485,1.8222811565030926e-07,2.8843666662049328e-07,4.9086814642843879e-07,6.7612461976032559e-07,1.0335603811926673e-06,1.3921712763412388e-06,1.1224933493025207e-06
0.56209913,1.7837467185616447e-07,2.8390290843593001e-07,4.8310095191799148e-07,6.697503631385285e-07,1.0200209591325855e-06,1.3837512563869191e-06,1.1150116540078863e-06
0.56214977,1.73680801305322e-07,2.7865967097264825e-07,4.7422147953951556e-07,6.6275643211273835e-07,1.0063835457950676e-06,1.3748836767739986e-06,1.1072455044380705e-06
0.56220041,1.6790532337721739e-07,2.7246218491251381e-07,4.6407908999294188e-07,6.548045375843817e-07,9.9244449572431223e-07,1.365295667481082e-06,1.0988613035187199e-06
0.56225104,1.6112436959274743e-07,2.6540736694476262e-07,4.5291204970353669e-07,6.4596832367955273e-07,9.7839463282461244e-07,1.3551325695228339e-06,1.0899211565867836e-06
0.56230167,1.5362531989922499e-07,2.5782365964876842e-07,4.4065302075703095e-07,6.3656949665356582e-07,9.6463272032242409e-07,1.3447736750896975e-06,1.0807203310840041e-06
0.56235231,1.4506803943898451e-07,2.4938473697993946e-07,4.2710597634792072e-07,6.2627840278656183e-07,9.5085774452531321e-07,1.3339009249975056e-06,1.0708830497407598e-06
0.56240294,1.3596630811084828e-07,2.4069013548922747e-07,4.1317659250268946e-07,6.1554481887494747e-07,9.374712436816505e-07,1.322883717739937e-06,1.0607064908997043e-06
0.56245358,1.2637548894309415e-07,2.3176113846262057e-07,3.9909213315867136e-07,6.0441186047390416e-07,9.2442484614534526e-07,1.3118279067456877e-06,1.0502897894005895e-06
0.56250422,1.1698988653226917e-07,2.2328775549992958e-07,3.856317526642184e-07,5.9363163601037711e-07,9.1242687337564801e-07,1.301423353689747e-06,1.0402862195391057e-06
0.56255485,1.0798706293780499e-07,2.1544433366321555e-07,3.7296851320858789e-07,5.8339410140238182e-07,9.0161480261424149e-07,1.2917571240331956e-06,1.0307464822390136e-06
0.56260548,9.9920688198057166e-08,2.088459701016149e-07,3.6178069527547246e-07,5.7439096570985596e-07,8.9264080536360503e-07,1.2834826764755935e-06,1.0223058991624927e-06
0.56265612,9.27325179493316e-08,2.0341910399881154e-07,3.5243359520251875e-07,5.6651020102131542e-07,8.8533211485436745e-07,1.2764293116225107e-06,1.0147906932457806e-06
0.56270676,8.6408940008557584e-08,1.9905479280447856e-07,3.446326032674443e-07,5.5957533379660452e-07,8.7952048327597549e-07,1.2703728350238213e-06,1.008006704713753e-06
0.56275739,8.1238173503374867e-08,1.9599762725589652e-07,3.3841389977802679e-07,5.5455698320066631e-07,8.7593500195948818e-07,1.2656760073601581e-06,1.0023716600156473e-06
0.56280802,7.6935483941569843e-08,1.9383613914441201e-07,3.3330338246603381e-07,5.5024647537387851e-07,8.736921089818275e-07,1.2616392686207579e-06,9.9722827933049864e-07
0.56285866,7.3881316979790677e-08,1.9296883151980499e-07,3.2975506703141344e-07,5.4693421273740626e-07,8.7289287799540489e-07,1.2585672299096669e-06,9.9293036173978394e-07
0.56290929,7.1911162332611938e-08,1.9316832160082453e-07,3.2755568256906194e-07,5.4430316802898248e-07,8.7305172820155326e-07,1.2560880685895608e-06,9.891273080583315e-07
0.56295993,7.0936718515755216e-08,1.9433434063879719e-07,3.2663596846884407e-07,5.4220938437078425e-07,8.7393418363140252e-07,1.2540638769531939e-06,9.857433168396042e-07
0.56301057,7.0871562928781977e-08,1.9639920614414972e-07,3.2697902741471141e-07,5.4057273593524004e-07,8.7536422656144377e-07,1.2524104400208339e-06,9.8274108985051532e-07
0.5630612,7.1630067725944735e-08,1.9929366428264148e-07,3.2860047096752278e-07,5.3936344079228129e-07,8.7718912505639512e-07,1.2510590527048257e-06,9.8008667980388933e-07
0.56311183,7.3182590060338044e-08,2.0305552045263381e-07,3.3161133560498123e-07,5.3866030320581791e-07,8.7933999284244765e-07,1.2499915977774056e-06,9.7778241030267189e-07
0.56316247,7.5578928495153036e-08,2.07658287162416e-07,3.3620103714714197e-07,5.3863670200608314e-07,8.8182519749060127e-07,1.249297233201224e-06,9.7592467275476732e-07
0.5632131,7.8806361049619902e-08,2.131202060680394e-07,3.4247635797305636e-07,5.3943353571322521e-07,8.8463176603469077e-07,1.2490261142111688e-06,9.7460806036847285e-07
0.56326374,8.2818991989589323e-08,2.1935178089944551e-07,3.5045897722666721e-07,5.4119296072625768e-07,8.8774850957715945e-07,1.2491990653227714e-06,9.7387447467865746e-07
0.56331438,8.7234028312969272e-08,2.258488739396332e-07,3.5973924445897849e-07,5.4368043545013909e-07,8.9080357581800551e-07,1.2494458152810734e-06,9.7337063896176427e-07
0.56336501,9.0984260205675408e-08,2.3133013807115518e-07,3.6901598375131769e-07,5.4569887889459859e-07,8.9237596652840782e-07,1.2482577633538505e-06,9.7166823283740611e-07
0.56341564,9.3632590750560471e-08,2.3521549378067964e-07,3.7777680181450945e-07,5.4712679787890852e-07,8.9224033624850878e-07,1.2455981378176982e-06,9.6868019156199786e-07
0.56346628,9.5436908655122261e-08,2.376244465872542e-07,3.8607169087129801e-07,5.4828453301769898e-07,8.9096505037419203e-07,1.2419465701697673e-06,9.6485588352726702e-07
0.56351692,9.6580404325162824e-08,2.3867966426813253e-07,3.9389564620910341e-07,5.4954081349824947e-07,8.8904900601615237e-07,1.2376982529689987e-06,9.6055954965517456e-07
0.56356755,9.7004402738538696e-08,2.3825029568049295e-07,4.0087954772223119e-07,5.506595695092026e-07,8.8633573586350522e-07,1.2326196180101577e-06,9.5558125843389898e-07
0.56361818,9.8166946013674961e-08,2.381145611557074e-07,4.0936403588783752e-07,5.5512338172166709e-07,8.875597536914549e-07,1.2321949101380323e-06,9.548249244276656e-07
0.56366882,9.7845047194146038e-08,2.3544441123880875e-07,4.150716243177059e-07,5.5691772757455161e-07,8.8520314455335507e-07,1.2275574350927088e-06,9.5036476923424287e-07
0.56371945,9.6686090884443817e-08,2.3113831822304728e-07,4.1890687837959669e-07,5.5728061267606117e-07,8.8114479782393309e-07,1.2208853580416828e-06,9.4415277350522582e-07
0.56377009,9.5378822501839452e-08,2.2587181198108804e-07,4.2174643899779414e-07,5.5723614557586284e-07,8.7689161433381769e-07,1.2139055767527271e-06,9.3776584784146416e-07
0.56382073,9.3919471159870451e-08,2.1999450562948229e-07,4.2412696768890014e-07,5.5768943385318777e-07,8.7402715973265795e-07,1.2086315756073231e-06,9.3293242759740502e-07
0.56387136,1.001914800138102e-07,2.2342437072740079e-07,4.3992055464855485e-07,5.7799931386925693e-07,8.9764229483918582e-07,1.2344912767526641e-06,9.56037622851624e-07
0.56392199,9.4628657760054965e-08,2.1145505867802701e-07,4.3373642011186939e-07,5.676425677474203e-07,8.8216829640428372e-07,1.2146504347888435e-06,9.3833070438607833e-07
0.56397263,8.8131961537944579e-08,1.9784452923538836e-07,4.2504046683983396e-07,5.5438700556188536e-07,8.6357925349307535e-07,1.1914123071709761e-06,9.1765771647559158e-07
0.56402326,8.645336769776599e-08,1.898898822799327e-07,4.2424526162283991e-07,5.5297009031896917e-07,8.6088012883249067e-07,1.1871846959488242e-06,9.1408865987859107e-07
