Physical Time (s),phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv1,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv2,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv3,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv4,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv5,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv6,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv7
0.07706647,7.6267117743473825e-07,1.0621205128232265e-06,2.2305932615423093e-06,4.7184665899899414e-06,5.3405675715895328e-06,5.3290260007527772e-06,1.2996049109642289e-06
0.0771171,7.960026928808193e-07,1.1058640156212223e-06,2.2695176557008624e-06,4.8147609982160267e-06,5.423565143894551e-06,5.41938024094209e-06,1.3423639249500646e-06
0.07716774,8.2773997856000122e-07,1.1485718391037593e-06,2.3067935070074631e-06,4.9079321396506236e-06,5.5024343484807705e-06,5.5086856906043502e-06,1.3846401910141216e-06
0.07721837,8.5742729202755805e-07,1.1899366390840971e-06,2.3421600584280879e-06,4.9975956713744829e-06,5.5768034502675973e-06,5.596024675212491e-06,1.4255309896235558e-06
0.07726901,8.8441740505963216e-07,1.2291476635358047e-06,2.3749212953459704e-06,5.0828337467166958e-06,5.6457134007849314e-06,5.6788335023162604e-06,1.4635182263988512e-06
0.07731964,9.1868007726744063e-07,1.2752404101270403e-06,2.4140956551215606e-06,5.172503097595912e-06,5.7180131738516861e-06,5.7653105872126265e-06,1.5070635034337768e-06
0.07737028,9.4907759817323909e-07,1.3186444388071966e-06,2.4497939823648347e-06,5.2566140363240709e-06,5.7838686170956738e-06,5.8454144638332784e-06,1.5461561643472042e-06
0.07742091,9.7001745643707348e-07,1.3547694221829161e-06,2.4772888420938381e-06,5.3303949042244425e-06,5.8386795562639715e-06,5.9144943988245773e-06,1.5760232739563087e-06
0.07747155,9.8467117467475207e-07,1.3852872047847985e-06,2.4995035803277482e-06,5.3966428329874741e-06,5.8853689686947353e-06,5.9755474392059845e-06,1.5996970457545262e-06
0.07752218,9.941692497933824e-07,1.4110630937203852e-06,2.517253829557048e-06,5.4561650903270713e-06,5.9249867520434734e-06,6.0297111717239887e-06,1.6181865346263892e-06
0.07757282,1.0005538946442738e-06,1.4338609313144824e-06,2.5321631347809377e-06,5.510669020225588e-06,5.9595437346701944e-06,6.0791474597007549e-06,1.6337571852931417e-06
0.07762345,1.0062933153188145e-06,1.4561187721634912e-06,2.546064733572925e-06,5.5625302413038168e-06,5.991566123509954e-06,6.1265466067812579e-06,1.6492220279126308e-06
0.07767409,1.0114859163342741e-06,1.4777101968651978e-06,2.5586437397306624e-06,5.6082793912381065e-06,6.0208188893949167e-06,6.171753385199232e-06,1.6647935821897779e-06
0.07772472,1.015833657266115e-06,1.4980828047745542e-06,2.5692058644405063e-06,5.6487090859914491e-06,6.0466785049193696e-06,6.2142070092131152e-06,1.6800732930599875e-06
0.07777536,1.0184896119247734e-06,1.5162443425669087e-06,2.576624873641159e-06,5.6829359247064108e-06,6.068259194719956e-06,6.2530359034703045e-06,1.6944340543626803e-06
0.07782599,1.017321145059476e-06,1.5299169605572025e-06,2.578657998957458e-06,5.708736204858078e-06,6.0833397533924909e-06,6.2860978548566238e-06,1.7059136977222833e-06
0.07787663,1.0180157301260571e-06,1.5446729973486104e-06,2.581042965074706e-06,5.731635223638174e-06,6.0975656955449874e-06,6.3189806932796404e-06,1.7203091737405842e-06
0.07792726,1.0190958475124558e-06,1.5588693811329238e-06,2.5822055901837665e-06,5.7498274523000881e-06,6.1091907065486663e-06,6.3500097446321356e-06,1.736433281659277e-06
0.0779779,1.0164085474004997e-06,1.5686968308772899e-06,2.5783989840729891e-06,5.7594322312439065e-06,6.114299073050066e-06,6.3752079457519187e-06,1.750666493070875e-06
0.07802853,1.0090044975755391e-06,1.5727273614829276e-06,2.5682536906359485e-06,5.7591192010757545e-06,6.1116413102484731e-06,6.3932245736991242e-06,1.7616966175745563e-06
0.07807917,1.0010567936971103e-06,1.575440287122563e-06,2.55646310521231e-06,5.7534353564129503e-06,6.1057418993315637e-06,6.4084830126042127e-06,1.7741442335482886e-06
0.0781298,9.9195908068702418e-07,1.5758888796086101e-06,2.5419334073256256e-06,5.7413589127804687e-06,6.0954268102834542e-06,6.4197528644313456e-06,1.7872187777877794e-06
0.07818044,9.8136314204978199e-07,1.5738986583133432e-06,2.5245870514287872e-06,5.722788766856234e-06,6.0803781579745687e-06,6.4265869237216159e-06,1.8007145838104373e-06
0.07823107,9.6888879045117077e-07,1.5690589142288388e-06,2.5041160940441271e-06,5.6972378346207888e-06,6.0598276512552674e-06,6.4281190491198529e-06,1.8139697250849876e-06
0.07828171,9.5454162382232927e-07,1.5614114039150408e-06,2.480642671426442e-06,5.6654723308788623e-06,6.033210137165345e-06,6.4236943854529571e-06,1.8265779752296771e-06
0.07833234,9.3861574025448843e-07,1.5511309507958041e-06,2.4549529099567258e-06,5.6283234433345166e-06,6.000334514207543e-06,6.4131596430843985e-06,1.8386036508033734e-06
0.07838298,9.217095857553962e-07,1.5387774665411086e-06,2.4266621750982487e-06,5.5855665966177613e-06,5.9615810507512804e-06,6.3967692484019465e-06,1.8502833175007458e-06
0.07843361,9.0437423116585094e-07,1.5249466421064424e-06,2.3969715808937793e-06,5.5380287983337299e-06,5.917585992552738e-06,6.3751538310713442e-06,1.8623937321102793e-06
0.07848425,8.8705103157361545e-07,1.5100699203668859e-06,2.3660177751038921e-06,5.4854743629307641e-06,5.8675918825271115e-06,6.3474885162399077e-06,1.874203210114064e-06
0.07853488,8.7002262654435827e-07,1.4944486775241778e-06,2.3349808950152359e-06,5.4293825503743569e-06,5.8125584937501003e-06,6.3147246838734017e-06,1.886517293389038e-06
0.07858552,8.5339263487207348e-07,1.4781908226168207e-06,2.303964412191938e-06,5.3703310265313181e-06,5.7525739093186367e-06,6.2769464651905598e-06,1.8991176604031092e-06
0.07863615,8.3705570171875862e-07,1.4611418996735533e-06,2.2724046585208048e-06,5.3082813984347805e-06,5.6872893660273019e-06,6.2339435494251377e-06,1.9114686363011748e-06
0.07868679,8.1912580682651022e-07,1.441417170683659e-06,2.2387187983526601e-06,5.2421002449163632e-06,5.6154157575998746e-06,6.1843490605930492e-06,1.9213037613379116e-06
0.07873742,8.0161879960776434e-07,1.4210903100185009e-06,2.2051732902239152e-06,5.1743746641492323e-06,5.5395141714745603e-06,6.1304189784520613e-06,1.9303883776284979e-06
0.07878806,7.8390202285621156e-07,1.3995671388824255e-06,2.1712376409537915e-06,5.1048005474962954e-06,5.459346218300314e-06,6.0713339484141463e-06,1.9378598380804985e-06
0.0788387,7.6544428904613698e-07,1.3763540216929067e-06,2.1363042920794823e-06,5.0329698721130619e-06,5.3745735561461932e-06,6.0061552209551601e-06,1.9431600512036982e-06
0.07888933,7.4569100644112618e-07,1.3508766868385291e-06,2.0994836901299877e-06,4.9580037160232038e-06,5.2838029996703365e-06,5.9334734870448573e-06,1.9458187507423262e-06
0.07893997,7.2408337628658791e-07,1.3225525408802727e-06,2.0597617491292985e-06,4.8787684823573264e-06,5.1845102347400634e-06,5.8519175275944015e-06,1.9453211927954195e-06
0.0789906,7.0048265073077435e-07,1.2913404596455496e-06,2.0169112616425255e-06,4.7952261657369756e-06,5.0743615916544763e-06,5.7617493022361856e-06,1.9416521771246566e-06
0.07904124,6.7489273881481976e-07,1.2574000314043966e-06,1.9709464679831026e-06,4.7076341170951155e-06,4.9557886581121177e-06,5.6638572894739374e-06,1.9348681437204482e-06
0.07909187,6.4733234291252801e-07,1.2208881312887271e-06,1.9217742841447341e-06,4.6160196071453212e-06,4.8304409888608603e-06,5.5591052220003544e-06,1.9250501780480707e-06
0.07914251,6.1796018604247282e-07,1.1821019394721425e-06,1.8694536231761685e-06,4.520580258067836e-06,4.6996414868302674e-06,5.4488344407140393e-06,1.9126053788649476e-06
0.07919314,5.8691916373180894e-07,1.1412716591794433e-06,1.8139531881974058e-06,4.4212671321726136e-06,4.5641501103093025e-06,5.334023686753212e-06,1.8980629966119422e-06
0.07924378,5.5477330244532577e-07,1.0989659908773379e-06,1.7553009738324303e-06,4.3181548752395531e-06,4.4247103084339874e-06,5.2156024641023734e-06,1.8818140097563185e-06
0.07929441,5.2216849139969929e-07,1.0562370883051885e-06,1.6952152007967024e-06,4.2138291389117808e-06,4.2851624216248833e-06,5.0972738720979445e-06,1.8644341679724684e-06
0.07934505,4.8988358658093535e-07,1.0139623072376001e-06,1.6353556655075524e-06,4.1103712286601884e-06,4.1480175502164257e-06,4.9816532630177721e-06,1.8469389309925566e-06
0.07939568,4.5895778445111877e-07,9.7374974986973177e-07,1.5768506366325169e-06,4.0092150903478485e-06,4.0150311255860204e-06,4.8704391663720389e-06,1.8301223675066439e-06
0.07944632,4.2817317575831041e-07,9.3415681608874019e-07,1.5186518596628468e-06,3.9095127657318975e-06,3.8855430352237258e-06,4.7627127420456873e-06,1.8125727128367704e-06
0.07949695,3.9936810273185812e-07,8.9698868044266129e-07,1.4623192537493493e-06,3.812492104841778e-06,3.760460853342073e-06,4.6591060911076911e-06,1.7964394091282247e-06
0.07954759,3.7154720331806837e-07,8.613576161466751e-07,1.4063438543621337e-06,3.7171363164624296e-06,3.6385016767675657e-06,4.5578769220152016e-06,1.7810318038592887e-06
0.07959822,3.4545932709501827e-07,8.2790009936199296e-07,1.3521455585863145e-06,3.623935926490982e-06,3.5207417634999197e-06,4.4583884641107496e-06,1.7670046338985922e-06
0.07964886,3.2096308952678378e-07,7.9670877976478426e-07,1.2996527546404932e-06,3.5327183632031006e-06,3.4097532715034522e-06,4.3593744008125939e-06,1.7546097255890866e-06
0.07969949,3.0102705725592762e-07,7.7046690761574212e-07,1.2512095879072982e-06,3.4456133624033631e-06,3.3099227855841451e-06,4.260479015583443e-06,1.7466842189220884e-06
0.07975013,2.8061680515092135e-07,7.4373252653850819e-07,1.2010399734290936e-06,3.3563943294719767e-06,3.214499504827393e-06,4.155162222604524e-06,1.7381158628259099e-06
0.07980076,2.5519543719767819e-07,7.1215185799108349e-07,1.145149454951865e-06,3.2613154636620455e-06,3.1186695432179133e-06,4.0415536234269118e-06,1.7243857145075102e-06
0.07985139,2.323290626472084e-07,6.833256809231421e-07,1.0915341711369142e-06,3.168379018547104e-06,3.0271272744678869e-06,3.9325783425611744e-06,1.712672751814058e-06
0.07990203,2.1202157252279882e-07,6.5733929146204795e-07,1.0407505422511637e-06,3.0781129826721398e-06,2.9396002764425018e-06,3.8306013922074267e-06,1.7028476347862819e-06
0.07995266,1.9350109174091017e-07,6.3345770097475115e-07,9.9254435131201822e-07,2.9902446261109648e-06,2.854412990663481e-06,3.7372979410235359e-06,1.6940158636515007e-06
0.0800033,1.7624693387648026e-07,6.1120051392683322e-07,9.4690593104797384e-07,2.9049779833240231e-06,2.769820242835513e-06,3.6504826555996628e-06,1.6855406647100884e-06
0.08005393,1.5944806188757213e-07,5.8970560210108241e-07,9.0326268350104195e-07,2.822058351881698e-06,2.6872041756777109e-06,3.5682898195266214e-06,1.6767129285521925e-06
0.08010457,1.4300428034649215e-07,5.6880256694166426e-07,8.6146229643786516e-07,2.7416555393487431e-06,2.6068096841017441e-06,3.4895292451898585e-06,1.6674188611855314e-06
0.0801552,1.2600870085701589e-07,5.4745991437535112e-07,8.2040106148308041e-07,2.6630827851892378e-06,2.5278914429033929e-06,3.4125927580998232e-06,1.6569022156778788e-06
0.08020584,1.0616232199776583e-07,5.23190731484562e-07,7.7756294398131257e-07,2.5842323640532935e-06,2.4485239952809818e-06,3.3348707534551025e-06,1.6431203481353274e-06
0.08025647,8.4366664921941936e-08,4.9670918150337643e-07,7.335994828724508e-07,2.5059274411191152e-06,2.3696946894348926e-06,3.2566635266220192e-06,1.6268471114612037e-06
0.08030711,6.1785720786450701e-08,4.690795553773322e-07,6.8968477362462038e-07,2.4293933777337181e-06,2.2930293519448917e-06,3.1791842130719332e-06,1.608989068680665e-06
0.08035774,3.9221643083728784e-08,4.4101545579880585e-07,6.4662313709242448e-07,2.3552094124495354e-06,2.2198462479205779e-06,3.1035658255331499e-06,1.5911293048228265e-06
0.08040838,1.7744002581271556e-08,4.135479693504667e-07,6.0552805933798689e-07,2.2842246742754196e-06,2.1510696699820619e-06,3.0305871646738633e-06,1.5740813728010715e-06
0.08045901,-1.6585013547234371e-09,3.8769254189120069e-07,5.6776545300762259e-07,2.2178332962695981e-06,2.0888986009245852e-06,2.9622351024451102e-06,1.5585578940449367e-06
0.08050965,-1.5936959842771438e-08,3.678725893501235e-07,5.4043173662316508e-07,2.166329702630751e-06,2.0472520805771235e-06,2.9119997226094651e-06,1.545182848412855e-06
0.08056028,-3.5865852926210077e-08,3.4000178865091766e-07,5.015321982165066e-07,2.0975757521406009e-06,1.9859427313586909e-06,2.8414402781190287e-06,1.5320450766168364e-06
0.08061092,-5.4752097980423624e-08,3.1243597647451794e-07,4.6320712047164532e-07,2.0281338433273106e-06,1.9261585132650684e-06,2.770844879990736e-06,1.5222124699654821e-06
0.08066155,-7.738851714481995e-08,2.8088266968619558e-07,4.2147343828628317e-07,1.9541566618347303e-06,1.8641652309116795e-06,2.6969827534005379e-06,1.5114015899317004e-06
0.08071219,-9.7117477916764238e-08,2.5291392613687481e-07,3.8724468410535932e-07,1.8903548157408519e-06,1.8182719631830121e-06,2.6377496366426043e-06,1.5028504853764124e-06
0.08076282,-1.1972181797456177e-07,2.2087960548711269e-07,3.4794055035785841e-07,1.817727604095822e-06,1.7643451865469533e-06,2.569872443742741e-06,1.4966086444366487e-06
0.08081346,-1.4362482977687896e-07,1.8621940986719917e-07,3.0576728871716244e-07,1.7393689254673816e-06,1.7059243845330137e-06,2.4968261587053944e-06,1.4937763474330135e-06
0.08086409,-1.6898361503918386e-07,1.4903247997253284e-07,2.599914982926786e-07,1.6541744759793505e-06,1.6411160183155879e-06,2.4169550125389342e-06,1.4941696484976363e-06
0.08091473,-1.9651605190216763e-07,1.0842212349993207e-07,2.0898452999084747e-07,1.5602209986648942e-06,1.5671784514878332e-06,2.3275223587392287e-06,1.4972786071085308e-06
0.08096536,-2.2576129093870055e-07,6.5092624680402163e-08,1.5374631718776491e-07,1.4598328814566223e-06,1.4871480190953665e-06,2.2310972356549351e-06,1.5027329153510715e-06
0.081016,-2.5421517614344993e-07,2.2416802269457808e-08,1.0112808656710686e-07,1.361437140472709e-06,1.411708529500151e-06,2.1379607242433364e-06,1.5102171298616383e-06
0.08106663,-2.8242667006844393e-07,-2.005392925473466e-08,5.0279069471852464e-08,1.2655600121525968e-06,1.3416182747517146e-06,2.0488119269225134e-06,1.5180073488009002e-06
0.08111727,-3.1248520500567103e-07,-6.4902126232912397e-08,-2.5085508622452702e-09,1.1677190092814276e-06,1.2711579923424917e-06,1.9581649828328633e-06,1.5238810457939109e-06
0.0811679,-3.4599155215479083e-07,-1.139991740065994e-07,-5.969616514862413e-08,1.0650865971677868e-06,1.1968192903942212e-06,1.8626372769434832e-06,1.5256607559460868e-06
0.08121854,-3.8387359857309252e-07,-1.683059891318315e-07,-1.2239267219957378e-07,9.5647618790660222e-07,1.1170493996171266e-06,1.7608804008126783e-06,1.5215108660230456e-06
0.08126917,-4.2500337243541338e-07,-2.2654410646757037e-07,-1.9066127086446982e-07,8.4370064214413501e-07,1.033560223214222e-06,1.6548792324444461e-06,1.5114376843373742e-06
0.08131981,-4.7016416897693244e-07,-2.8936260758201426e-07,-2.650857222134119e-07,7.2624827374678619e-07,9.4544564240166711e-07,1.5441372420183435e-06,1.493959257319854e-06
0.08137044,-5.1843627993350811e-07,-3.5573223146814766e-07,-3.4278753591255584e-07,6.0555738895492565e-07,8.5380627969325284e-07,1.4302575261366958e-06,1.4693848231658283e-06
0.08142108,-5.6887729614310334e-07,-4.2434926828698181e-07,-4.2080524293450214e-07,4.8343924006355324e-07,7.6001620209846222e-07,1.315247709854092e-06,1.4388036727372396e-06
0.08147172,-6.1839606268889442e-07,-4.9189218424619608e-07,-4.9639955411605823e-07,3.6371325579082222e-07,6.673310334563917e-07,1.2027420589461543e-06,1.4052538843288596e-06
0.08152235,-6.6759728275577072e-07,-5.5882089655365413e-07,-5.6989671998081703e-07,2.4657530916115067e-07,5.7563456010346269e-07,1.0930061152237054e-06,1.368280541968462e-06
0.08157299,-7.1731654706032758e-07,-6.2599712565656633e-07,-6.4217546965961264e-07,1.3141250428858398e-07,4.838413188685805e-07,9.8512389630786214e-07,1.3274710043387213e-06
0.08162362,-7.6578025794480903e-07,-6.9185756834766755e-07,-7.1117622167813436e-07,2.0512024973912394e-08,3.940956130706158e-07,8.8112760097616712e-07,1.2846475082156909e-06
0.08167426,-8.0765528298679095e-07,-7.5199789688971785e-07,-7.7449326435649529e-07,-7.9735447591346522e-08,3.128481409968514e-07,7.872590767265701e-07,1.2457136024029624e-06
0.08172489,-8.4401269764872622e-07,-8.0261538236360726e-07,-8.2995782673542905e-07,-1.6992759595800781e-07,2.3980022112924238e-07,7.0304765340274251e-07,1.2108360979506228e-06
0.08177553,-8.748553190657234e-07,-8.4548504610041275e-07,-8.7712975133004625e-07,-2.4985051022569783e-07,1.7532673871377184e-07,6.2885455661816034e-07,1.1811340644637373e-06
0.08182616,-8.9942234619241526e-07,-8.8293218305520115e-07,-9.1515129061796586e-07,-3.1838501206439774e-07,1.2111612853277478e-07,5.6608975223091829e-07,1.1576695438617545e-06
0.0818768,-9.1882593341371497e-07,-9.1280433654341613e-07,-9.4534433249174292e-07,-3.7667407585929979e-07,7.6895054488354634e-08,5.1414210006592089e-07,1.1394355912999806e-06
0.08192743,-9.3025020970110836e-07,-9.3395380689563094e-07,-9.6697815302516902e-07,-4.2404921280053972e-07,4.4117889718623407e-08,4.745329515685379e-07,1.1278671261979808e-06
0.08197807,-9.3434888880112163e-07,-9.4721571166606281e-07,-9.8093972774872843e-07,-4.6159282098308391e-07,2.2177137562951591e-08,4.4667066910956022e-07,1.1228867206380676e-06
0.0820287,-9.3286869166181715e-07,-9.5409730557264464e-07,-9.8869087649828777e-07,-4.9102613133543041e-07,9.7768395545308121e-09,4.2940132687746315e-07,1.1237512103283773e-06
0.08207934,-9.2740656080801573e-07,-9.5623854705235618e-07,-9.9164460455827685e-07,-5.1400304304279147e-07,5.605377264636089e-09,4.2256826576555321e-07,1.129684373894905e-06
0.08212997,-9.1998836924474692e-07,-9.5592584854957868e-07,-9.9177365572202339e-07,-5.326977672400458e-07,7.4467099922790372e-09,4.2528174429433911e-07,1.1390147913876103e-06
0.08218061,-9.1108742300161768e-07,-9.5365860276623462e-07,-9.8939970258652816e-07,-5.476151812255281e-07,1.4652371473723042e-08,4.3629430432706064e-07,1.1515123361670609e-06
0.08223124,-9.0266449976792401e-07,-9.5128815587538591e-07,-9.8631518643769116e-07,-5.6069438118781816e-07,2.4742524874663843e-08,4.5287850692228219e-07,1.1653545421028746e-06
0.08228188,-8.854039333198497e-07,-9.3900659455758582e-07,-9.7246876540232931e-07,-5.6199927156996771e-07,4.6620870598965594e-08,4.8792482609813732e-07,1.1903206311237259e-06
0.08233251,-8.7038765596903721e-07,-9.2922405604470878e-07,-9.5958926586901579e-07,-5.6331500957720731e-07,7.0863432689369883e-08,5.2942476088456031e-07,1.2143069517658324e-06
0.08238315,-8.4723035317465502e-07,-9.119908738167954e-07,-9.3790546518530198e-07,-5.5420412884551662e-07,1.1283641014613187e-07,5.8771073952282907e-07,1.245403581399316e-06
0.08243378,-8.3075126874118622e-07,-9.0081279941767901e-07,-9.2275441291213229e-07,-5.5138322558037496e-07,1.5408731897597199e-07,6.4302908315230676e-07,1.2694991683707762e-06
0.08248441,-8.1874744761660309e-07,-8.9356940910895512e-07,-9.1244370049530512e-07,-5.5366644836034554e-07,1.9231964314580046e-07,6.9288652927024418e-07,1.2887504615722801e-06
0.08253505,-8.1027873571860522e-07,-8.8921199199123795e-07,-9.0507403492100059e-07,-5.5863886968133541e-07,2.2780578250945598e-07,7.3824686872868821e-07,1.303324070387544e-06
0.08258568,-8.0536427239163759e-07,-8.8789652151367242e-07,-9.0044184418804761e-07,-5.6568270330343471e-07,2.5933559514509701e-07,7.786748325249307e-07,1.3123839248196518e-06
0.08263632,-8.0408842107769758e-07,-8.8990808178243338e-07,-8.9861853950542072e-07,-5.7481553031192242e-07,2.8579523969697393e-07,8.1280496404080187e-07,1.3155507281253159e-06
0.08268695,-8.0347168958306362e-07,-8.9241962035071499e-07,-8.9670829683614778e-07,-5.8306314630112054e-07,3.0991465261151193e-07,8.4296189728175987e-07,1.3160525749623477e-06
0.08273759,-8.0197389983347659e-07,-8.9389411869836255e-07,-8.9308973157501085e-07,-5.8869867509130055e-07,3.3370908318506516e-07,8.7030864502228594e-07,1.3152478857293202e-06
0.08278822,-7.9941785302728684e-07,-8.9414869371880388e-07,-8.8757382164632329e-07,-5.9148726099490724e-07,3.5814030427453978e-07,8.9449773603102588e-07,1.3129244441676108e-06
0.08283886,-7.9639613586630196e-07,-8.9376876845116132e-07,-8.807740941312352e-07,-5.9211561839555139e-07,3.8416422939545142e-07,9.1463568822330824e-07,1.3087409794110701e-06
0.08288949,-7.931114286455699e-07,-8.9290836689680918e-07,-8.728853628282809e-07,-5.9054593815350004e-07,4.1319872523657403e-07,9.3024257508860173e-07,1.3026490452564726e-06
0.08294013,-7.9029607330225156e-07,-8.9239221674805784e-07,-8.6510627268149028e-07,-5.8849396304025077e-07,4.4394067685689067e-07,9.4022816958925967e-07,1.2939493692921373e-06
0.08299076,-7.8838283476920611e-07,-8.9267466661033186e-07,-8.5812017150411832e-07,-5.8687812544943632e-07,4.7540999619528215e-07,9.4434039339585417e-07,1.2840836044792732e-06
0.0830414,-7.8672186490528799e-07,-8.9305290188129194e-07,-8.5130348078358026e-07,-5.8515706509276379e-07,5.0831141651913705e-07,9.442395048632253e-07,1.2739390226650734e-06
0.08309203,-7.8425054409819421e-07,-8.9220013292554841e-07,-8.433223966694424e-07,-5.8201446034004766e-07,5.4421480105157565e-07,9.4261626984868945e-07,1.265325476629746e-06
0.08314267,-7.8628191799511669e-07,-8.9529901130154017e-07,-8.3920936823094146e-07,-5.8237536450337233e-07,5.7851718458075048e-07,9.3641250639775025e-07,1.2533792151135075e-06
0.0831933,-7.7761453574980868e-07,-8.872222767603571e-07,-8.2339114290010938e-07,-5.7070489276339835e-07,6.2773844221579969e-07,9.4397561991351397e-07,1.2535612337984359e-06
0.08324394,-7.6558820538240807e-07,-8.753951283130742e-07,-8.0293107393685341e-07,-5.5355726311508273e-07,6.8542014962110762e-07,9.587124717078153e-07,1.2589680435688698e-06
0.08329457,-7.5221619196619073e-07,-8.6143421532240842e-07,-7.7901771676157322e-07,-5.3170715037505171e-07,7.5098805963691475e-07,9.8087817758729552e-07,1.2680027791940535e-06
0.08334521,-7.3373502474231962e-07,-8.4156669065644354e-07,-7.4708943406574205e-07,-4.9991379233331321e-07,8.2978130091130106e-07,1.0174311697215379e-06,1.284576460151306e-06
0.08339584,-7.1110821633029733e-07,-8.1650642763951883e-07,-7.0786294674478345e-07,-4.5904707696607602e-07,9.2020060877881098e-07,1.0683973609994442e-06,1.3080003409551876e-06
0.08344648,-6.8590457527604978e-07,-7.8800952159685005e-07,-6.6300952239485962e-07,-4.1138024797146629e-07,1.0192567759426513e-06,1.1318473522515126e-06,1.3369935584920984e-06
0.08349711,-6.5884385570208136e-07,-7.5723414668672944e-07,-6.1525716365101067e-07,-3.6088400022341435e-07,1.1213428495679628e-06,1.202290997125922e-06,1.3707500718546187e-06
0.08354775,-6.2848382351906515e-07,-7.2249841803389767e-07,-5.619874162034397e-07,-3.0400017418424043e-07,1.2300758602488712e-06,1.2850776880107386e-06,1.4104723763075893e-06
0.08359838,-5.9557815150336532e-07,-6.8486491141055516e-07,-5.0524183534548862e-07,-2.437919600040925e-07,1.3409869195789646e-06,1.3760171846696205e-06,1.4551411757079125e-06
0.08364902,-5.5871281551311239e-07,-6.4302544787402472e-07,-4.4363994402337464e-07,-1.7889607957916914e-07,1.4547655080545676e-06,1.4765122018772425e-06,1.5057984013335326e-06
0.08369965,-5.1818033136698622e-07,-5.971479354827533e-07,-3.761554788612647e-07,-1.0868613968415148e-07,1.5717316152734364e-06,1.5875717558283338e-06,1.5617366065453253e-06
0.08375029,-4.7453731388394612e-07,-5.4788906587099838e-07,-3.043331990366601e-07,-3.4396725401574398e-08,1.6897694867161104e-06,1.7068471672610107e-06,1.6221476247033415e-06
0.08380092,-4.2738936707540276e-07,-4.9475510045127256e-07,-2.2766960915300772e-07,4.4918386593581766e-08,1.8094854273221749e-06,1.8349272514530706e-06,1.6869230189105911e-06
0.08385156,-3.7489329141319391e-07,-4.3508660094612925e-07,-1.4177666364383248e-07,1.3586945952863046e-07,1.9387845942664306e-06,1.9806740755710984e-06,1.7575197183553363e-06
0.08390219,-3.2473267127230677e-07,-3.7790809980752581e-07,-5.8436786667426732e-08,2.2371360461348652e-07,2.0600785405335914e-06,2.1232825758436508e-06,1.8259887426691454e-06
0.08395283,-2.7605791000020518e-07,-3.2217726225413822e-07,2.38050670033976e-08,3.1105376479885685e-07,2.1765423598012943e-06,2.2655936304059947e-06,1.8925337832000426e-06
0.08400346,-2.2992123520294027e-07,-2.6945358296403185e-07,1.0248916062395721e-07,3.9437514812813294e-07,2.2839771656780763e-06,2.4016183035265373e-06,1.9552604413290466e-06
0.0840541,-1.8735776534767822e-07,-2.2107674003001265e-07,1.7637220026412009e-07,4.7171915228542399e-07,2.3802817153645267e-06,2.5279565829505582e-06,2.0127479957838523e-06
0.08410473,-1.4626642892144946e-07,-1.7435655345058839e-07,2.4983739058639125e-07,5.4977297086426139e-07,2.4739798551571625e-06,2.6538620607473483e-06,2.0670037302580245e-06
0.08415537,-1.0629436591530712e-07,-1.2858769455964315e-07,3.2423568252299309e-07,6.3149678875763604e-07,2.5696590574384066e-06,2.7843123225083817e-06,2.118013851990064e-06
0.08420601,-6.8215848599738513e-08,-8.4717187281379323e-08,3.978041462588586e-07,7.1512518389817163e-07,2.665918463437509e-06,2.9171068335059071e-06,2.1644614430427241e-06
0.08425664,-3.2838539719378454e-08,-4.3983180971955684e-08,4.6767425772264689e-07,7.9727677074357802e-07,2.7589249727911677e-06,3.0475471843273076e-06,2.2052015873712978e-06
0.08430728,-1.709306918740987e-09,-8.2928983093897135e-09,5.312490504288578e-07,8.7403335604668549e-07,2.8444600879918233e-06,3.1704010656589375e-06,2.2384510983944659e-06
0.08435791,2.6208602021638852e-08,2.3260515268826757e-08,5.8942723028459716e-07,9.4552525862208834e-07,2.9226502591792102e-06,3.2853536812333024e-06,2.2657881232141805e-06
0.08440855,5.1930457668205624e-08,5.1777610188354237e-08,6.4370597276177054e-07,1.0137508233387261e-06,2.9961381538320741e-06,3.395307031173497e-06,2.2884675482412788e-06
0.08445918,7.6171429089377972e-08,7.8589848714007027e-08,6.9507551480327642e-07,1.0806637576015613e-06,3.0678243121052775e-06,3.5038761315031642e-06,2.3070836369625926e-06
0.08450982,1.004715462497565e-07,1.0511696547217254e-07,7.4597659090023755e-07,1.1480286269071644e-06,3.1399067908512788e-06,3.6137473623085693e-06,2.3236696861958046e-06
0.08456045,1.2211445433635986e-07,1.2881557611415514e-07,7.9282687911524057e-07,1.2119661757101569e-06,3.2082567197150674e-06,3.7204844085041646e-06,2.3361991662162182e-06
0.08461109,1.4291141393657893e-07,1.5161512665860333e-07,8.3715140806100705e-07,1.2739292608511767e-06,3.2742262295464693e-06,3.8253216321566149e-06,2.3468019535335544e-06
0.08466172,1.6517356569443282e-07,1.7572432250114773e-07,8.8113626022563809e-07,1.3361367175841972e-06,3.3399601464042302e-06,3.9306433712451305e-06,2.3578925253846015e-06
