Physical Time (s),ev_bot Monitor (kg-m/s^3): bot_cv1,ev_bot Monitor (kg-m/s^3): bot_cv2,ev_bot Monitor (kg-m/s^3): bot_cv3,ev_bot Monitor (kg-m/s^3): bot_cv4,ev_bot Monitor (kg-m/s^3): bot_cv5,ev_bot Monitor (kg-m/s^3): bot_cv6,ev_bot Monitor (kg-m/s^3): bot_cv7
0.1561077,2.1031103160951921e-05,2.5245088532298747e-05,3.4262739779069991e-05,5.5554271654128429e-05,7.8364321307669907e-05,8.3702420934742065e-05,7.5075787463573537e-05
0.15615834,2.1044969491576389e-05,2.5317414928635794e-05,3.4414121185386791e-05,5.5747190294344715e-05,7.8520591395019789e-05,8.3840656056623629e-05,7.5194456771033783e-05
0.15620897,2.1041724858193807e-05,2.5369932654951831e-05,3.4547734820221523e-05,5.5932846966715423e-05,7.8676976167442225e-05,8.3978388604397171e-05,7.5309134677997778e-05
0.15625961,2.1018270141560794e-05,2.5397888943054571e-05,3.4656519543494504e-05,5.6102353604378545e-05,7.8825199086473793e-05,8.4108001137290622e-05,7.5412346281863009e-05
0.15631024,2.0972157821902067e-05,2.5397391218545299e-05,3.4734472851248048e-05,5.624771099806288e-05,7.8957555949886194e-05,8.4222416646114387e-05,7.5497163749487737e-05
0.15636088,2.0901495070262788e-05,2.5365349821966362e-05,3.477667179447383e-05,5.6361953005080265e-05,7.9067075322072466e-05,8.4315232963677573e-05,7.5557355609018803e-05
0.15641152,2.0805062251185104e-05,2.5299582257188112e-05,3.4779417092099479e-05,5.6439409845034842e-05,7.9147791430797518e-05,8.4380970611445195e-05,7.5587629894741299e-05
0.15646215,2.0682278739265921e-05,2.5198722955010949e-05,3.4740159179709781e-05,5.6475734650309666e-05,7.9194808800128557e-05,8.4415118873855757e-05,7.5583677191216051e-05
0.15651278,2.0533002445433621e-05,2.5062020098845594e-05,3.4657274369712006e-05,5.6467752533828167e-05,7.9204192771495716e-05,8.4414015917192391e-05,7.5542058764189698e-05
0.15656342,2.0357319749841068e-05,2.4889126021518923e-05,3.4529783470774511e-05,5.6413211828166204e-05,7.917278449719688e-05,8.4374662652469208e-05,7.546001863180183e-05
0.15661406,2.0155405627329437e-05,2.4679962743160352e-05,3.4357157596094686e-05,5.6310594793530883e-05,7.9098050932252631e-05,8.4294580409108392e-05,7.5335351297754703e-05
0.15666469,1.9927458803600815e-05,2.4434635031302455e-05,3.4139187454850782e-05,5.6158926820525803e-05,7.8977962885819675e-05,8.4171696776524029e-05,7.5166281126379098e-05
0.15671532,1.9673767514706337e-05,2.4153487726074294e-05,3.3876041313747452e-05,5.5957805902662143e-05,7.8811075492672905e-05,8.4004438721509931e-05,7.4951557025579573e-05
0.15676596,1.9394829724502017e-05,2.3837218094848617e-05,3.3568335444991616e-05,5.5707421514196472e-05,7.8596573379137875e-05,8.3791790036183579e-05,7.4690497188062915e-05
0.1568166,1.9091524689038718e-05,2.3487023909754782e-05,3.3217314959732602e-05,5.5408695672283968e-05,7.8334437798260182e-05,8.3533475928802107e-05,7.4383176506414705e-05
0.15686723,1.8765272074503763e-05,2.3104793387394886e-05,3.2825021876961063e-05,5.5063413713577737e-05,7.8025583777650094e-05,8.3230114905172211e-05,7.4030579787889893e-05
0.15691786,1.8418173997808588e-05,2.2693246358331448e-05,3.2394445629750273e-05,5.4674359336039465e-05,7.7672004558821553e-05,8.2883375997283126e-05,7.3634764700206538e-05
0.1569685,1.805311378550586e-05,2.2256043496038763e-05,3.1929626108038427e-05,5.424540980133873e-05,7.7276859595451782e-05,8.2496075412415751e-05,7.3198957453448867e-05
0.15701914,1.7673793205787347e-05,2.1797835256597355e-05,3.1435725106884848e-05,5.3781613648446719e-05,7.6844553096049495e-05,8.2072269361934311e-05,7.2727639029923917e-05
0.15706977,1.7284708464429872e-05,2.132425418627236e-05,3.091904623045493e-05,5.3289228821288541e-05,7.6380783380138005e-05,8.1617310769154471e-05,7.2226589352889945e-05
0.1571204,1.6891050016791888e-05,2.084181724184583e-05,3.0386943163112192e-05,5.2775633290714833e-05,7.5892459168735421e-05,8.1137777439008548e-05,7.170281099004839e-05
0.15717104,1.6498503803460972e-05,2.0357714226550212e-05,2.984761766305677e-05,5.2249161793341651e-05,7.5387564172043082e-05,8.0641349925634478e-05,7.1164400142579849e-05
0.15722168,1.6113006859486086e-05,1.9879521571724016e-05,2.9309830789639157e-05,5.1718841582824739e-05,7.4874913362822524e-05,8.0136580883248952e-05,7.0620312325479876e-05
0.15727231,1.5740447711530293e-05,1.9414838971394416e-05,2.878252000016597e-05,5.1194012793400621e-05,7.436378854510712e-05,7.9632542742219629e-05,7.0079998453591525e-05
0.15732294,1.53863827058339e-05,1.8970916215394074e-05,2.8274388902096325e-05,5.0683917110826283e-05,7.3863525524975934e-05,7.9138419607749683e-05,6.9552977718925367e-05
0.15737358,1.5055738233094524e-05,1.8554254566451719e-05,2.7793454335744106e-05,5.0197245852690542e-05,7.3383045271927183e-05,7.866304032748895e-05,6.9048333777497307e-05
0.15742422,1.4752608786316575e-05,1.817031312480174e-05,2.7346683460981571e-05,4.9741761126926036e-05,7.2930450876114881e-05,7.821447151303827e-05,6.8574346868080656e-05
0.15747485,1.4480100971418918e-05,1.7823281312454975e-05,2.6939686280504553e-05,4.9323970787526039e-05,7.2512680286220598e-05,7.7799662616296743e-05,6.8138086742319874e-05
0.15752548,1.4240254220096684e-05,1.75159530497547e-05,2.6576506320620926e-05,4.8948883728588558e-05,7.2135240223881395e-05,7.742417271857235e-05,6.7745123231143019e-05
0.15757612,1.4034053736261851e-05,1.7249727160753219e-05,2.6259552752452947e-05,4.8619903612514691e-05,7.1802068956435927e-05,7.7092025513765566e-05,6.7399399047726418e-05
0.15762676,1.3861480308643281e-05,1.702467123020056e-05,2.5989619231240704e-05,4.8338789173811041e-05,7.1515487758063494e-05,7.6805655035829554e-05,6.7103183140331579e-05
0.15767739,1.3721560168626816e-05,1.6839612388038526e-05,2.5765950649762162e-05,4.8105663917131694e-05,7.1276193788951371e-05,7.6565893508833582e-05,6.6857060331480128e-05
0.15772802,1.3612456289971104e-05,1.6692269320445857e-05,2.5586374371744558e-05,4.7919084361479567e-05,7.1083309800583323e-05,7.6372016136781561e-05,6.6659990989994587e-05
0.15777866,1.3531588381713559e-05,1.6579428961639354e-05,2.5447488617549113e-05,4.7776175190809537e-05,7.0934494950849412e-05,7.6221847130179658e-05,6.6509432610251261e-05
0.1578293,1.347577397568355e-05,1.6497155930503354e-05,2.5344921128105967e-05,4.7672855111224993e-05,7.0826150761472116e-05,7.6111959189444902e-05,6.6401561230557555e-05
0.15787993,1.3441315335356878e-05,1.6440939024828894e-05,2.5273532043571963e-05,4.7604027891620329e-05,7.0753569083340759e-05,7.6037812273785116e-05,6.6331430993597134e-05
0.15793056,1.3424191716696499e-05,1.6405928632825936e-05,2.5227742771250662e-05,4.7563928895040075e-05,7.0711251091123948e-05,7.5994062196508216e-05,6.6293300227279991e-05
0.1579812,1.3420190372528241e-05,1.6387123178894206e-05,2.5201794576213593e-05,4.7546434866747052e-05,7.0693183809173823e-05,7.59748273045602e-05,6.6280912445857188e-05
0.15803184,1.3425025943924275e-05,1.6379515841700389e-05,2.5189968865351644e-05,4.7545347167010911e-05,7.0693127424062549e-05,7.5973968300607636e-05,6.6287795138401828e-05
0.15808247,1.3434455961028864e-05,1.6378217386858346e-05,2.5186772543969029e-05,4.7554660457621372e-05,7.0704907841409299e-05,7.5985376334388577e-05,6.630756459350861e-05
0.1581331,1.3444385113312671e-05,1.6378540193535822e-05,2.5187053787506043e-05,4.7568767735988596e-05,7.0722666057166863e-05,7.6003225261955882e-05,6.6334190932922541e-05
0.15818374,1.3450976204256234e-05,1.6376088454740457e-05,2.5186084295238696e-05,4.7582617104595566e-05,7.0741085311242289e-05,7.6022206472038426e-05,6.636223645205787e-05
0.15823437,1.3450768377749577e-05,1.6366841129760805e-05,2.5179601664779925e-05,4.7591795718883036e-05,7.0755531925116837e-05,7.6037680314674052e-05,6.6387007468181333e-05
0.15828501,1.3440815907923594e-05,1.6347267809693758e-05,2.5163864399857942e-05,4.759260384226213e-05,7.0762179648403356e-05,7.6045810231437235e-05,6.6404684562149124e-05
0.15833564,1.3418842656733361e-05,1.6314465790834322e-05,2.513571381860399e-05,4.7582108536327379e-05,7.075809752692473e-05,7.6043661573190223e-05,6.6412416947238143e-05
0.15838628,1.3383372413303148e-05,1.6266272681665906e-05,2.5092618289449373e-05,4.7558147435729188e-05,7.0741266665187496e-05,7.6029225662629913e-05,6.640833772960503e-05
0.15843691,1.3333862128984297e-05,1.6201436125922122e-05,2.5032775262840178e-05,4.7519372778636685e-05,7.0710615862940824e-05,7.6001460898746638e-05,6.6391596128586051e-05
0.15848755,1.3270771187681802e-05,1.6119741905702748e-05,2.4955208351097474e-05,4.7465271602155839e-05,7.0666039856848322e-05,7.5960316088900901e-05,6.6362364078025309e-05
0.15853818,1.3195566118254686e-05,1.6022094348284539e-05,2.4859861863607765e-05,4.7396173051411164e-05,7.0608388027612847e-05,7.5906723023370316e-05,6.6321811870429626e-05
0.15858882,1.3110603152789778e-05,1.5910514127598745e-05,2.47476722058014e-05,4.7313235961868079e-05,7.0539433942548802e-05,7.5842568132243179e-05,6.6272061901107509e-05
0.15863945,1.3018923101599455e-05,1.578802367255949e-05,2.4620582856372126e-05,4.7218384596190609e-05,7.0461765149519389e-05,7.5770580097081795e-05,6.6216061697895007e-05
0.15869009,1.2923995122489804e-05,1.5658448260988941e-05,2.44815235599926e-05,4.7114240958962876e-05,7.0378656960983562e-05,7.5694196947941256e-05,6.6157436820827106e-05
0.15874072,1.2829405322564761e-05,1.5526125304002363e-05,2.4334314440561453e-05,4.7004031968704199e-05,7.0293909425137789e-05,7.5617391620339637e-05,6.6100307941330632e-05
0.15879136,1.273857475366146e-05,1.5395625746235478e-05,2.4183536181385809e-05,4.6891519631434753e-05,7.0211700819421588e-05,7.5544512220544795e-05,6.6049119585848078e-05
0.15884199,1.2654546828768779e-05,1.5271428794058515e-05,2.4034286769131754e-05,4.6780869647619497e-05,7.0136397460689328e-05,7.5480076415112304e-05,6.6008429539100369e-05
0.15889263,1.2579849221302985e-05,1.515761174368627e-05,2.3891882805979671e-05,4.667650007706364e-05,7.007236993670951e-05,7.542857521095837e-05,6.5982710241078372e-05
0.15894327,1.2516447591698538e-05,1.5057650105830959e-05,2.3761518376155902e-05,4.6582891735604651e-05,7.0023800527760512e-05,7.5394270716331029e-05,6.597615093129858e-05
0.1589939,1.2465780433390327e-05,1.4974297795281287e-05,2.3647961622854746e-05,4.6504399150154159e-05,6.9994517254176727e-05,7.5381022267615325e-05,6.5992492742629211e-05
0.15904453,1.2428865429133747e-05,1.4909597475959862e-05,2.3555349889047254e-05,4.6445108300458343e-05,6.9987891292396935e-05,7.5392179046303878e-05,6.6034933501180556e-05
0.15909517,1.2406428357151083e-05,1.4864961885012471e-05,2.3487065947495881e-05,4.6408710336075313e-05,7.0006764187885789e-05,7.5430504298549034e-05,6.6106064178646142e-05
0.15914581,1.2399024083866177e-05,1.4841299797033045e-05,2.3445683478643063e-05,4.6398379386231251e-05,7.0053382145198584e-05,7.5498107847019863e-05,6.6207817003395843e-05
0.15919644,1.2407151405548619e-05,1.4839193368786566e-05,2.3433041734304324e-05,4.6416735702267063e-05,7.0129408328317792e-05,7.5596460470582792e-05,6.6341494819649482e-05
0.15924707,1.243134118651679e-05,1.4859090753162114e-05,2.3450403125386938e-05,4.6465872664418961e-05,7.0235998377111392e-05,7.5726468861747956e-05,6.6507862344917335e-05
0.15929771,1.2472221499508732e-05,1.4901472910652406e-05,2.3498665309386241e-05,4.6547453218167592e-05,7.0373931182869594e-05,7.5888611541808677e-05,6.6707294280366917e-05
0.15934835,1.2530573872712589e-05,1.4967012514783134e-05,2.357861603914362e-05,4.6662872527418001e-05,7.0543792525839258e-05,7.6083126408308608e-05,6.6939975813150529e-05
0.15939898,1.2607420009024135e-05,1.5056750351766628e-05,2.3691237732120008e-05,4.6813511831908136e-05,7.0746237301459898e-05,7.6310281003350451e-05,6.7206181367562726e-05
0.15944961,1.2704072505829137e-05,1.5172191702190924e-05,2.3837935981567417e-05,4.7000970247777768e-05,7.0982228328749563e-05,7.657062551647833e-05,6.7506529975893046e-05
0.15950025,1.2822174175975209e-05,1.5315353713457712e-05,2.4020690613556289e-05,4.7227260057721912e-05,7.1253250664017663e-05,7.6865226970265421e-05,6.7842218506112813e-05
0.15955089,1.2963750342944305e-05,1.5488801505807191e-05,2.4242158898455252e-05,4.7494977417880461e-05,7.1561507263416671e-05,7.719588845774987e-05,6.8215238650260954e-05
0.15960152,1.3131208358020013e-05,1.5695598867955929e-05,2.4505634759174019e-05,4.7807346461008413e-05,7.1910007425561123e-05,7.7565269669388985e-05,6.8628488641918467e-05
0.15965215,1.3327271512141196e-05,1.5939181941305677e-05,2.4814890685414241e-05,4.8168133961691339e-05,7.2302517433873621e-05,7.7976864301460453e-05,6.9085738952536619e-05
0.15970279,1.35548411768467e-05,1.6223139918276689e-05,2.5173882005688406e-05,4.8581405320982711e-05,7.2743354632261441e-05,7.843481865360846e-05,6.9591436929890765e-05
0.15975343,1.3816788241332809e-05,1.6550923545596046e-05,2.5586347906135438e-05,4.905114199429172e-05,7.3237002214249079e-05,7.8943564197317872e-05,7.0150322379853956e-05
0.15980406,1.4115738947449044e-05,1.6925564285257838e-05,2.6055426787323463e-05,4.9580835708441078e-05,7.3787693536697544e-05,7.9507405899889203e-05,7.0766976438218577e-05
0.15985469,1.4453793993181961e-05,1.734928921918016e-05,2.6583162848553167e-05,5.0172941898119003e-05,7.4398827947551029e-05,8.0129933183403006e-05,7.1445252098991535e-05
0.15990533,1.4832206320884037e-05,1.7823132774453387e-05,2.7170025500205316e-05,5.0828324440077718e-05,7.5072380371135077e-05,8.0813424261694082e-05,7.2187646159317613e-05
0.15995597,1.5251127704925319e-05,1.8346551732354191e-05,2.7814361685514399e-05,5.1545617836527689e-05,7.5808219670101164e-05,8.155815155932788e-05,7.2994565506610885e-05
0.1600066,1.5709315174294268e-05,1.8917144802333686e-05,2.8512140054759474e-05,5.2320884072902349e-05,7.660369285009091e-05,8.2361949251059003e-05,7.3863894794817391e-05
0.16005723,1.6203941032256571e-05,1.9530502129229561e-05,2.9256771923609972e-05,5.314734691837029e-05,7.745328609655639e-05,8.3219848242642837e-05,7.4790628267814381e-05
0.16010787,1.6730525439280106e-05,2.0180083476126615e-05,3.0038999897365975e-05,5.4015195538749835e-05,7.8348329257369608e-05,8.4123746316279427e-05,7.5766537051459029e-05
0.16015851,1.7282956901669693e-05,2.0857269042780462e-05,3.0847018271595999e-05,5.4911653966343755e-05,7.9276962665217253e-05,8.5062335802809882e-05,7.6780095454626821e-05
0.16020914,1.785360650870248e-05,2.1551607507752035e-05,3.1666875880807293e-05,5.5821344703489995e-05,8.0224399976502083e-05,8.6021321236311581e-05,7.7816700143430254e-05
0.16025977,1.8433556366620975e-05,2.2251227806707056e-05,3.2483107352657898e-05,5.6726915055232825e-05,8.1173479093362466e-05,8.6983933164850436e-05,7.8859190709679763e-05
0.16031041,1.9012970568780327e-05,2.2943422943755861e-05,3.3279582416705925e-05,5.7609954583218281e-05,8.210556779994656e-05,8.7931806756741729e-05,7.9888736101151067e-05
0.16036105,1.958161244139563e-05,2.3615396827915681e-05,3.4040549343216877e-05,5.8452160615458273e-05,8.3001724940006869e-05,8.8846127150673897e-05,8.0885995246540124e-05
0.16041168,2.0129434103137582e-05,2.425507401053217e-05,3.4751710230658688e-05,5.9236597004688795e-05,8.384400846679052e-05,8.9708938028861958e-05,8.183243661113616e-05
0.16046231,2.064721534338948e-05,2.4851952006362905e-05,3.5401299045778885e-05,5.9948991891239773e-05,8.4616804825482956e-05,9.0504475681322686e-05,8.2711688818023644e-05
0.16051295,2.1127155585298418e-05,2.5397831864227446e-05,3.5980968116961547e-05,6.0578845166413947e-05,8.5307990542160097e-05,9.1220339369036343e-05,8.3510725124253372e-05
0.16056359,2.1563366242713118e-05,2.5887210172341758e-05,3.6486192621381853e-05,6.1120029617312723e-05,8.5909596798625215e-05,9.1848167300140801e-05,8.4220555813713824e-05
0.16061422,2.1952187769168685e-05,2.631746473926946e-05,3.6916294139597028e-05,6.15709732665601e-05,8.6418080129405822e-05,9.2383916983164137e-05,8.4836521728650881e-05
0.16066485,2.2292258417817096e-05,2.6689054588748586e-05,3.7274611040637836e-05,6.1934917821763991e-05,8.6834700811257918e-05,9.2828255992777228e-05,8.5358699203807786e-05
0.16071549,2.2584408577658701e-05,2.7005534397271971e-05,3.7568364361124785e-05,6.2219814798774006e-05,8.7165545080910743e-05,9.3186606240841042e-05,8.5791959137113095e-05
0.16076613,2.2831414254236822e-05,2.7271996500165933e-05,3.7806349973086396e-05,6.2435978981623585e-05,8.7419322957471514e-05,9.3466963746243782e-05,8.6143797264809596e-05
0.16081676,2.3037610691701435e-05,2.7494865627301566e-05,3.7998661725317463e-05,6.2595721215164392e-05,8.7607110658038386e-05,9.3679668741693608e-05,8.6424115027243045e-05
0.16086739,2.320826873996561e-05,2.7681826856354766e-05,3.8156608053216778e-05,6.2713118391656227e-05,8.774220409818093e-05,9.383729686986142e-05,8.6645119461642802e-05
0.16091803,2.3349154302578052e-05,2.7840890237031426e-05,3.8291663022804163e-05,6.2802771416503131e-05,8.7838907968297751e-05,9.3953476318633055e-05,8.6820146187761575e-05
0.16096866,2.3466186774085993e-05,2.7979916672624317e-05,3.84146968981486e-05,6.2878839920505993e-05,8.7911572434772874e-05,9.4041958478294945e-05,8.6962732450258985e-05
0.1610193,2.356497323137998e-05,2.8106047430583158e-05,3.8535285928698053e-05,6.2954162357482446e-05,8.7973673928509616e-05,9.4115718284969144e-05,8.7085703345469957e-05
0.16106993,2.3650539037813509e-05,2.8225380096186471e-05,3.8661306399159104e-05,6.3039582402824783e-05,8.8037089457094494e-05,9.4186250437537145e-05,8.7200513598866092e-05
0.16112057,2.3726880005358476e-05,2.8342459745407296e-05,3.8798371725112636e-05,6.3143368061142208e-05,8.8111455552325148e-05,9.4262945575382357e-05,8.7316541164679328e-05
0.1611712,2.3796674683824411e-05,2.8460005241658655e-05,3.8949556731829192e-05,6.3270763849316978e-05,8.8203643578252101e-05,9.4352580051404933e-05,8.7440613087141645e-05
0.16122184,2.3861098166132803e-05,2.8578703050865375e-05,3.9115169944717398e-05,6.342365758313598e-05,8.8317336613337195e-05,9.4458902000108444e-05,8.7576579035963481e-05
0.16127247,2.3919735636403148e-05,2.8697151818229771e-05,3.9292747724224377e-05,6.3600552269237287e-05,8.8452908113166722e-05,9.4582509239272451e-05,8.7725172675643781e-05
0.16132311,2.397070790452952e-05,2.8812048628920638e-05,3.9477323911479698e-05,6.3796841244890531e-05,8.8607605961317325e-05,9.4721028585530539e-05,8.7884176623834672e-05
0.16137374,2.4010999752221664e-05,2.8918593062411067e-05,3.9661960001285679e-05,6.4005363349845472e-05,8.8776022431152413e-05,9.4869571654899608e-05,8.8048866263416883e-05
0.16142438,2.4036791550997824e-05,2.9010957222063341e-05,3.983833459251308e-05,6.421703991136955e-05,8.8950649584161167e-05,9.5021265151556267e-05,8.8212532457290961e-05
0.16147501,2.4044000859129048e-05,2.9082960001490734e-05,3.9997564336371745e-05,6.4421764637210508e-05,8.912272363610963e-05,9.516805511932346e-05,8.8367270434123611e-05
0.16152565,2.402865585249389e-05,2.9128583515346705e-05,4.0130874721987548e-05,6.4609134069184063e-05,8.9282892422343777e-05,9.5301339342872366e-05,8.8504612442158529e-05
0.16157628,2.3987518942385082e-05,2.914270937305996e-05,4.0230486452183506e-05,6.4769424487229956e-05,8.9422155762882978e-05,9.5412866688835487e-05,8.8616451450314597e-05
0.16162692,2.3917842609149255e-05,2.9120946714716931e-05,4.0289567302621824e-05,6.4893649579131834e-05,8.9531893258381549e-05,9.5494721184708582e-05,8.8695006368733141e-05
0.16167756,2.3817789551827014e-05,2.906011602922469e-05,4.0302818645415164e-05,6.4974274610261104e-05,8.9604582412692555e-05,9.5540010675318238e-05,8.873350086497362e-05
0.16172819,2.3686281053925392e-05,2.895807396656794e-05,4.0266368358743455e-05,6.5005247232706887e-05,8.9633858474595448e-05,9.5542902794952878e-05,8.8726218622804163e-05
0.16177882,2.352294840825527e-05,2.8813624446101537e-05,4.0177705158108647e-05,6.4982059287361853e-05,8.9614611598557456e-05,9.5498705911054165e-05,8.8668595221989615e-05
0.16182946,2.3327937125427126e-05,2.8626307554009156e-05,4.0035428589134145e-05,6.4901600065979647e-05,8.9542907178890701e-05,9.540378460512033e-05,8.8557141539660986e-05
0.1618801,2.3101639897389973e-05,2.8396108828716449e-05,3.9838883232401259e-05,6.4761852039672675e-05,8.9415744315266875e-05,9.5255319782590336e-05,8.8389210324449246e-05
0.16193073,2.2844511933945414e-05,2.8123277115646675e-05,3.958790150408888e-05,6.4561622468020644e-05,8.9230861892783826e-05,9.5051121231677266e-05,8.8162810317512878e-05
0.16198136,2.2557007484501389e-05,2.7808214386107369e-05,3.9282667166219251e-05,6.4300356009944172e-05,8.8986605926846666e-05,9.4789504502026245e-05,8.7876488314552446e-05
0.162032,2.2239648035352679e-05,2.7451547281546028e-05,3.8923717406817498e-05,6.3978061380487908e-05,8.8681908545400087e-05,9.4469280757933578e-05,8.7529315230039237e-05
0.16208264,2.1893162008320783e-05,2.705424058414533e-05,3.8512040578292625e-05,6.3595337619421275e-05,8.8316344191264587e-05,9.4089830587269346e-05,8.7120954886304406e-05
0.16213327,2.1518646407767915e-05,2.6617773041701106e-05,3.8049244826094789e-05,6.3153485138436974e-05,8.7890244862515681e-05,9.3651232582413983e-05,8.6651795808413018e-05
0.1621839,2.1117746029076891e-05,2.614432536990736e-05,3.7537730181142909e-05,6.2654657493534566e-05,8.7404869075492309e-05,9.3154446004610749e-05,8.6123145414693648e-05
0.16223454,2.0692800090810239e-05,2.5636938883715135e-05,3.6980877347116244e-05,6.2102049130834081e-05,8.686259645696304e-05,9.26015199358628e-05,8.5537395608884984e-05
0.16228518,2.0246972377693087e-05,2.5099666371082871e-05,3.6383238483145409e-05,6.1500120519393718e-05,8.6267169426332331e-05,9.1995849027376971e-05,8.4898291618722483e-05
0.16233581,1.9784294133249392e-05,2.4537619862098254e-05,3.5750593519897239e-05,6.0854654072034121e-05,8.5623761472238674e-05,9.1342258218347509e-05,8.4211009278202918e-05
0.16238644,1.9309654290374983e-05,2.3956974565253834e-05,3.5089974591874043e-05,6.0172786748072878e-05,8.4939019701303991e-05,9.0647056058419491e-05,8.3482205118240492e-05
0.16243708,1.88286960862897e-05,2.3364867710871693e-05,3.4409564503581895e-05,5.9462918642526883e-05,8.4220969320163716e-05,8.9917949396318397e-05,8.2719922607801103e-05
0.16248772,1.8347629022351217e-05,2.2769199025425716e-05,3.3718498331702243e-05,5.8734491181921481e-05,8.347880435886939e-05,8.9163846441193503e-05,8.1933390647006039e-05
0.16253835,1.7872967402862645e-05,2.2178327730551488e-05,3.30265428481507e-05,5.7997662894282469e-05,8.272256394691892e-05,8.8394544344970406e-05,8.1132715447181596e-05
0.16258898,1.74112061209902e-05,2.1600679032994929e-05,3.2343681682600076e-05,5.7262935021454287e-05,8.196276145494776e-05,8.762036936993685e-05,8.0328511449792776e-05
0.16263962,1.6968480139142852e-05,2.1044305494263574e-05,3.1679642018578728e-05,5.6540673932548233e-05,8.1209905282972271e-05,8.6851701887144799e-05,7.9531413770945032e-05
0.16269026,1.6550259507989979e-05,2.0516471220336868e-05,3.1043420595559324e-05,5.584061719756814e-05,8.0474021187981453e-05,8.6098500635966237e-05,7.875159443010287e-05
0.16274089,1.6161087960568537e-05,2.0023282227858279e-05,3.044283658266865e-05,5.5171482968839486e-05,7.9764235014162703e-05,8.536988235331269e-05,7.7998333024937441e-05
0.16279152,1.5804427358704018e-05,1.9569443070532468e-05,2.9884201726361276e-05,5.4540628474418696e-05,7.9088416754455652e-05,8.4673759335243819e-05,7.7279648622451068e-05
0.16284216,1.548256233792852e-05,1.9158108534759707e-05,2.9372083900713589e-05,5.3953780963114737e-05,7.8452911905214454e-05,8.401656678286221e-05,7.6602020713944634e-05
0.1628928,1.5196595195718432e-05,1.8790865283279457e-05,2.8909221654032155e-05,5.3414897578126347e-05,7.786237681399008e-05,8.3403092283471325e-05,7.5970214398265735e-05
0.16294343,1.4946493214775854e-05,1.8467796394164165e-05,2.8496542626209969e-05,5.2926108844231664e-05,7.73196837458376e-05,8.2836373643337588e-05,7.5387182916817355e-05
0.16299406,1.4731209081430088e-05,1.8187641409094109e-05,2.8133297832027436e-05,5.2487773964582623e-05,7.682594552266381e-05,8.2317715295876653e-05,7.4854089565311966e-05
0.1630447,1.4548779474125697e-05,1.794795960283223e-05,2.7817212182619017e-05,5.2098548055851801e-05,7.6380536948143484e-05,8.1846697192199808e-05,7.4370316486641251e-05
0.16309534,1.4396420054588625e-05,1.7745283344653428e-05,2.7544664572490449e-05,5.1755489785586534e-05,7.5981168458012205e-05,8.1421240027391496e-05,7.393354629332202e-05
0.16314597,1.4270690327667382e-05,1.7575341033265101e-05,2.7310952835480033e-05,5.1454317844374436e-05,7.562412140259782e-05,8.103782929767982e-05,7.3539983118902654e-05
0.1631966,1.4167670612985812e-05,1.7433318098140616e-05,2.7110614793686893e-05,5.1189723086841313e-05,7.5304535727297332e-05,8.0691798900379868e-05,7.3184669045962724e-05
0.16324724,1.4083107999466657e-05,1.7314057736704148e-05,2.6937726888399647e-05,5.0955650157512059e-05,7.5016686580063461e-05,8.0377604568504084e-05,7.2861795237035422e-05
0.16329788,1.401259815509056e-05,1.7212289743708525e-05,2.6786229274194747e-05,5.0745752925713933e-05,7.4754424631809949e-05,8.0089260546832466e-05,7.2565124947524977e-05
0.16334851,1.3951655502945149e-05,1.712273937375499e-05,2.6650111562123028e-05,5.055362568808041e-05,7.451140204773704e-05,7.982056059222381e-05,7.2288226164101495e-05
0.16339914,1.3895901351607781e-05,1.7040321471997151e-05,2.6523659429481475e-05,5.0373071880935259e-05,7.4281344183541547e-05,7.9565344584846579e-05,7.2024759555132441e-05
0.16344978,1.3841158687334605e-05,1.696022456752581e-05,2.6401568105993685e-05,5.0198362271739235e-05,7.4058345033309447e-05,7.9317789794355282e-05,7.1768794732757544e-05
0.16350042,1.3783548106144723e-05,1.6877980809015539e-05,2.6279020927420523e-05,5.0024398444659998e-05,7.3837091397285632e-05,7.9072637156654414e-05,7.1515023006798678e-05
0.16355105,1.3719603856761529e-05,1.6789545263027751e-05,2.615172356936489e-05,4.984677243374282e-05,7.3612990740323385e-05,7.8825325745063429e-05,7.125889365081371e-05
0.16360168,1.3646408859964874e-05,1.6691397537586739e-05,2.6015944599479799e-05,4.9661833185423267e-05,7.3382304222756521e-05,7.8572135370085237e-05,7.0996770402837983e-05
0.16365232,1.3561734439362575e-05,1.6580666223127783e-05,2.5868576185684014e-05,4.9466731594573947e-05,7.3142226727414443e-05,7.8310278568184823e-05,7.072600316698344e-05
0.16370295,1.3464183864452596e-05,1.6455271191799063e-05,2.5707199431236133e-05,4.9259453779947528e-05,7.2890942176964527e-05,7.8037968435120466e-05,7.0444999745108996e-05
0.16375359,1.3353312766930686e-05,1.6314072135194621e-05,2.5530161072288836e-05,4.9038826542124634e-05,7.262761117549393e-05,7.775441402570802e-05,7.0153209080000699e-05
0.16380422,1.3229678543622974e-05,1.6156965209085555e-05,2.5336638925453773e-05,4.880451605022324e-05,7.2352349868288286e-05,7.7459802940431285e-05,6.9851087605483068e-05
0.16385486,1.3094828121195966e-05,1.5984951064221465e-05,2.5126709452950183e-05,4.8557009669253939e-05,7.2066192769180675e-05,7.7155264672727124e-05,6.9540046636619318e-05
